DateTime,NIKON_Count
2000-00-00,45
2001-00-00,5
2002-00-00,24
2003-00-00,77
2004-00-00,573
2005-00-00,1353
2006-00-00,3148
2007-00-00,8569
2008-00-00,10195
2009-00-00,12057
2010-00-00,11839
2011-00-00,13024
2012-00-00,12335
2013-00-00,25188
2014-00-00,7249
2015-00-00,1186
