DateTime,SONY_Count
2000-00-00,35
2001-00-00,460
2002-00-00,952
2003-00-00,1571
2004-00-00,4449
2005-00-00,9882
2006-00-00,13921
2007-00-00,20190
2008-00-00,20618
2009-00-00,23120
2010-00-00,18966
2011-00-00,18718
2012-00-00,25147
2013-00-00,41166
2014-00-00,14058
2015-00-00,1658
