Date,NIKON_Count,SONY_Count,Canon_Count
1/1/2014,328,1289,2089
2/1/2014,1105,1811,814
3/1/2014,735,884,1004
4/1/2014,572,1200,858
5/1/2014,706,1866,1370
6/1/2014,877,1165,1088
7/1/2014,787,1223,688
8/1/2014,606,730,466
9/1/2014,251,873,715
10/1/2014,512,1500,312
11/1/2014,349,917,868
12/1/2014,421,600,679
