ifd0_make,ifd0_model,dht_id,count(*)
5,4146,1,1
5,4161,1,1
5,4164,1,1
5,4165,1,8
5,4168,1,3
5,4183,1,1
5,4191,1,25
5,4192,1,1
5,4195,1,5
5,4198,1,2
5,4199,1,3
5,4210,1,2
5,4213,1,21
5,4220,1,4
5,4221,1,2
5,4241,1,7
5,4248,1,3
5,4250,1,1
5,4251,1,1
5,4258,1,2
5,4263,1,1
5,4266,1,1
5,4269,1,1
5,4271,1,2
5,4281,1,1
5,4283,1,94
5,4284,1,1
5,4286,1,1
5,4291,1,1
5,4295,1,1
5,4299,1,1
5,4304,1,1
5,4309,1,1
5,4310,1,1
5,4311,1,1
5,4317,1,2
6,8,1,12711
6,8,3411,1
6,8,3412,1
6,8,3413,1
6,8,3414,1
6,8,3415,1
6,8,3416,1
6,12,1,2258
6,12,5547,1
6,12,5548,1
6,12,5549,1
6,12,5550,1
6,12,5551,1
6,12,5552,1
6,14,1,7021
6,16,1,4145
6,16,2,1
6,16,3,1
6,16,4,1
6,16,5,1
6,16,6,1
6,16,7,1
6,16,8,1
6,16,4898,1
6,16,4899,1
6,16,4900,1
6,16,4901,1
6,16,4902,1
6,16,4903,1
6,16,4904,1
6,16,4905,1
6,16,4906,1
6,16,4907,1
6,16,4908,1
6,81,1,6420
6,81,4478,1
6,81,4479,1
6,81,4480,1
6,81,4481,1
6,81,4482,1
6,81,4483,1
6,81,4484,1
6,81,4485,1
6,81,4486,1
6,81,4487,1
6,81,4488,1
6,81,4489,1
6,81,4490,1
6,81,4491,1
6,81,4492,1
6,81,4493,1
6,81,4494,1
6,81,4495,1
6,81,4496,1
6,81,4497,1
6,81,4498,1
6,81,4499,1
6,81,4500,1
6,81,4501,1
6,81,4502,1
6,81,4503,1
6,81,4504,1
6,81,4505,1
6,81,4506,1
6,81,4507,1
6,81,4508,1
6,81,4509,1
6,81,4510,1
6,81,4511,1
6,81,4512,1
6,81,4513,1
6,81,4514,1
6,81,4515,1
6,85,1,2818
6,85,612,1
6,140,1,5948
6,145,1,3492
6,145,4897,1
6,157,1,5753
6,157,23,1
6,157,24,1
6,157,25,1
6,157,26,1
6,157,27,1
6,157,28,1
6,157,29,1
6,157,30,1
6,157,31,1
6,157,32,1
6,157,33,1
6,157,34,1
6,157,35,1
6,157,36,1
6,157,37,1
6,157,38,1
6,157,39,1
6,157,40,1
6,157,41,1
6,157,42,1
6,157,43,1
6,157,44,1
6,157,45,1
6,157,46,1
6,157,47,1
6,157,48,1
6,157,49,1
6,157,50,1
6,157,51,1
6,157,52,1
6,157,53,1
6,157,54,1
6,157,55,1
6,157,56,1
6,157,57,1
6,157,58,1
6,157,59,1
6,157,60,1
6,157,61,1
6,157,62,1
6,157,63,1
6,157,64,1
6,157,65,1
6,157,66,1
6,157,67,1
6,157,68,1
6,157,69,1
6,157,70,1
6,157,71,1
6,157,72,1
6,157,73,1
6,157,74,1
6,157,75,1
6,157,76,1
6,157,77,1
6,157,78,1
6,157,79,1
6,157,80,1
6,157,81,1
6,157,82,1
6,157,83,1
6,157,84,1
6,157,85,1
6,157,86,1
6,162,1,8637
6,164,1,2306
6,170,1,13485
6,170,5483,1
6,170,5484,1
6,170,5485,1
6,170,5486,1
6,170,5487,1
6,170,5488,1
6,170,5489,1
6,170,5490,1
6,170,5491,1
6,170,5492,1
6,170,5493,1
6,170,5494,1
6,170,5495,1
6,170,5496,1
6,170,5497,1
6,170,5498,1
6,170,5499,1
6,170,5500,1
6,170,5501,1
6,170,5502,1
6,170,5503,1
6,170,5504,1
6,170,5505,1
6,170,5506,1
6,170,5507,1
6,170,5508,1
6,170,5509,1
6,170,5510,1
6,170,5511,1
6,170,5512,1
6,170,5513,1
6,170,5514,1
6,170,5515,1
6,170,5516,1
6,170,5517,1
6,170,5518,1
6,170,5519,1
6,170,5520,1
6,170,5521,1
6,170,5522,1
6,170,5523,1
6,170,5524,1
6,291,1,4753
6,298,1,5885
6,298,2588,1
6,315,1,6486
6,415,1,1921
6,415,5208,1
6,415,5209,2
6,415,5210,1
6,415,5211,1
6,415,5212,1
6,415,5213,1
6,415,5214,1
6,415,5215,1
6,415,5216,1
6,415,5217,1
6,415,5218,1
6,415,5219,2
6,415,5220,1
6,415,5221,1
6,415,5222,1
6,415,5223,1
6,415,5224,1
6,415,5225,1
6,415,5226,1
6,415,5227,1
6,415,5228,1
6,415,5229,1
6,415,5230,1
6,415,5231,1
6,415,5232,1
6,415,5233,1
6,415,5234,1
6,415,5235,1
6,415,5236,1
6,415,5237,1
6,415,5238,1
6,415,5239,1
6,415,5240,1
6,415,5241,1
6,415,5242,1
6,415,5243,1
6,415,5244,1
6,415,5245,1
6,415,5246,1
6,415,5247,1
6,415,5248,1
6,415,5249,1
6,415,5250,1
6,415,5251,1
6,415,5252,1
6,415,5253,1
6,415,5254,1
6,415,5255,1
6,415,5256,1
6,415,5257,1
6,415,5258,1
6,415,5259,1
6,415,5260,1
6,415,5261,1
6,415,5262,1
6,415,5263,1
6,415,5264,1
6,415,5265,1
6,415,5266,1
6,415,5267,1
6,415,5268,1
6,415,5269,1
6,415,5270,1
6,415,5271,1
6,415,5272,1
6,415,5273,1
6,415,5274,1
6,415,5275,1
6,415,5276,1
6,415,5277,1
6,415,5278,1
6,415,5279,1
6,415,5280,1
6,415,5281,1
6,415,5282,1
6,415,5283,1
6,415,5284,1
6,415,5285,1
6,415,5286,1
6,415,5287,1
6,415,5288,1
6,415,5289,1
6,415,5290,1
6,415,5291,1
6,415,5292,1
6,415,5293,1
6,415,5294,1
6,415,5295,1
6,415,5296,1
6,415,5297,1
6,415,5298,1
6,415,5299,1
6,415,5300,1
6,415,5301,1
6,415,5302,1
6,415,5303,1
6,415,5304,1
6,415,5305,1
6,415,5306,1
6,415,5307,1
6,415,5308,1
6,415,5309,1
6,415,5310,1
6,415,5311,1
6,415,5312,1
6,415,5313,1
6,415,5314,1
6,415,5315,1
6,415,5316,1
6,415,5317,1
6,415,5318,1
6,415,5319,1
6,415,5320,1
6,415,5321,1
6,415,5322,1
6,415,5323,1
6,415,5324,1
6,415,5325,1
6,415,5326,1
6,415,5327,1
6,415,5328,1
6,415,5329,1
6,415,5330,1
6,415,5331,1
6,415,5332,1
6,415,5333,1
6,434,1,143
6,439,1,5621
6,439,1905,1
6,439,1906,1
6,439,1907,1
6,439,1908,1
6,439,1909,1
6,439,1910,1
6,439,1911,1
6,439,1912,1
6,439,1913,1
6,439,1914,1
6,439,1915,1
6,439,1916,1
6,439,1917,1
6,439,1918,1
6,439,1919,1
6,439,1920,1
6,439,1921,1
6,439,1922,1
6,439,1923,1
6,439,1924,1
6,439,1925,1
6,439,1926,1
6,439,1927,1
6,439,1928,1
6,439,1929,1
6,439,1930,1
6,439,1931,1
6,439,1932,1
6,439,1933,1
6,439,1934,1
6,439,1935,1
6,439,1936,1
6,439,1937,1
6,439,1938,1
6,439,1939,1
6,439,1940,1
6,439,1941,1
6,439,1942,1
6,439,1943,1
6,439,1944,1
6,439,1945,1
6,439,1946,1
6,439,1947,1
6,439,1948,1
6,439,1949,1
6,439,1950,1
6,439,1951,1
6,439,1952,1
6,439,1953,1
6,439,1954,1
6,439,1955,1
6,439,1956,1
6,439,1957,1
6,439,1958,1
6,439,1959,1
6,439,1960,1
6,439,1961,1
6,439,1962,1
6,439,1963,1
6,439,1964,1
6,439,1965,1
6,439,1966,1
6,439,1967,1
6,439,1968,1
6,628,1,1
6,630,1,53
6,638,1,10
6,788,1,836
6,788,2137,1
6,788,2138,1
6,788,2139,1
6,788,2140,1
6,788,2141,1
6,788,2142,1
6,788,2143,1
6,788,2144,1
6,788,2145,1
6,788,2146,1
6,788,2147,1
6,788,2148,1
6,788,2149,1
6,788,2150,1
6,788,2151,1
6,788,2152,1
6,788,2153,1
6,788,2154,1
6,788,2155,1
6,788,2156,1
6,788,2157,1
6,788,2158,1
6,788,2159,1
6,788,2160,1
6,891,1,1536
6,1107,1,682
6,1192,1,982
6,1233,1,1303
6,1621,1,551
6,1760,1,15
6,1775,1,95
6,1878,1,38
6,2241,1,244
6,2383,1,30
6,2410,1,46
6,2522,1,27
6,2575,1,10
6,2576,1,22
6,3717,1,237
6,4045,1,6
7,9,1,6081
7,9,481,1
7,9,482,1
7,9,483,1
7,9,484,1
7,9,485,1
7,9,486,1
7,9,487,1
7,9,488,1
7,9,489,1
7,9,490,1
7,9,491,1
7,9,492,1
7,9,493,1
7,9,494,1
7,9,495,1
7,9,496,1
7,9,497,1
7,9,498,1
7,9,499,1
7,9,500,1
7,9,501,1
7,9,502,1
7,9,503,1
7,9,504,1
7,9,505,1
7,9,506,1
7,9,507,1
7,9,508,1
7,9,509,1
7,9,510,1
7,9,511,1
7,9,512,1
7,9,513,1
7,9,514,1
7,9,515,1
7,9,516,1
7,9,517,1
7,9,518,1
7,9,519,1
7,9,520,1
7,9,521,1
7,9,522,1
7,9,523,1
7,9,524,1
7,9,525,1
7,9,526,1
7,9,527,1
7,9,528,1
7,9,529,1
7,9,530,1
7,9,531,1
7,9,532,1
7,9,533,1
7,9,534,1
7,9,535,1
7,9,536,1
7,9,537,1
7,9,538,1
7,9,539,1
7,9,540,1
7,9,541,1
7,9,542,1
7,9,543,1
7,9,544,1
7,9,545,1
7,9,546,1
7,9,547,1
7,9,548,1
7,9,549,1
7,9,550,1
7,9,551,1
7,9,552,1
7,9,553,1
7,9,554,1
7,9,555,1
7,9,556,1
7,9,557,1
7,9,558,1
7,9,559,1
7,9,560,1
7,9,561,1
7,9,562,1
7,9,563,1
7,9,564,1
7,9,565,1
7,9,566,1
7,9,567,1
7,9,568,1
7,9,569,1
7,9,570,1
7,9,571,1
7,9,572,1
7,9,573,1
7,9,574,1
7,9,575,1
7,9,576,1
7,9,577,1
7,9,578,1
7,9,579,1
7,9,580,1
7,9,581,1
7,9,582,1
7,9,583,1
7,9,584,1
7,9,585,1
7,9,586,1
7,9,587,1
7,9,588,1
7,9,589,1
7,9,590,1
7,9,591,1
7,9,592,1
7,9,593,1
7,9,594,1
7,9,595,1
7,9,596,1
7,9,597,1
7,9,598,1
7,9,599,1
7,9,600,1
7,9,601,1
7,9,602,1
7,9,603,1
7,9,604,1
7,9,605,1
7,9,606,1
7,9,607,1
7,9,608,1
7,9,684,1
7,9,685,1
7,9,686,1
7,9,687,1
7,9,688,1
7,9,689,1
7,9,2512,1
7,9,2513,1
7,9,2514,1
7,9,2515,1
7,9,2516,1
7,9,2517,1
7,9,2518,1
7,9,2519,1
7,9,2520,1
7,27,1,768
7,28,1,191
7,47,1,144
7,48,1,514
7,49,1,2338
7,60,1,1332
7,65,1,150
7,66,1,553
7,75,1,2672
7,76,1,3364
7,80,1,2295
7,80,4772,1
7,80,4773,1
7,80,4774,1
7,80,4775,1
7,80,4776,1
7,80,4777,1
7,80,4778,1
7,80,4779,1
7,80,4780,1
7,80,4781,1
7,80,4782,1
7,80,4783,1
7,80,4784,1
7,80,4785,1
7,80,4786,1
7,80,4787,1
7,80,4788,1
7,80,4789,1
7,80,4790,1
7,80,4791,1
7,80,4792,1
7,80,4793,1
7,80,4794,1
7,80,4795,1
7,80,4796,1
7,80,4797,1
7,80,4798,1
7,80,4799,1
7,80,4800,1
7,80,4801,1
7,80,4802,1
7,80,4803,1
7,80,4804,1
7,80,4805,1
7,80,4806,1
7,80,4807,1
7,80,4808,1
7,80,4809,1
7,80,4810,1
7,80,4811,1
7,80,4812,1
7,80,4813,1
7,80,4814,1
7,80,4815,1
7,80,4816,1
7,80,4817,1
7,80,4818,1
7,80,4819,1
7,80,4820,1
7,80,4821,1
7,80,4822,1
7,80,4823,1
7,80,4824,1
7,80,4825,1
7,80,4826,1
7,80,4827,1
7,80,4828,1
7,80,4829,1
7,80,4830,1
7,80,4831,1
7,80,4832,1
7,80,4833,1
7,80,4834,1
7,80,4835,1
7,80,4836,1
7,80,4837,1
7,80,4838,1
7,80,4839,1
7,80,4840,1
7,80,4841,1
7,80,4842,1
7,80,4843,1
7,80,4844,1
7,80,4845,1
7,80,4846,1
7,80,4847,1
7,80,4848,1
7,80,4849,1
7,80,4850,1
7,80,4851,1
7,80,4852,1
7,80,4853,1
7,80,4854,1
7,80,4855,1
7,80,4856,1
7,80,4857,1
7,80,4858,1
7,80,4859,1
7,80,4860,1
7,80,4861,1
7,80,4862,1
7,80,4863,1
7,80,4864,1
7,80,4865,1
7,80,4866,1
7,80,4867,1
7,80,4868,1
7,80,4869,1
7,80,4870,1
7,80,4871,1
7,80,4872,1
7,80,4873,1
7,80,4874,1
7,86,1,2172
7,86,1501,1
7,86,1502,1
7,86,1503,1
7,86,1504,1
7,86,1505,1
7,86,1506,1
7,86,1507,1
7,86,1508,1
7,86,1509,1
7,86,1510,1
7,86,1511,1
7,86,1601,1
7,86,1602,1
7,86,1603,1
7,86,1604,1
7,86,1605,1
7,86,1606,1
7,86,1607,1
7,86,1608,1
7,86,1609,1
7,86,1610,1
7,86,1611,1
7,86,1612,1
7,86,1613,1
7,86,1614,1
7,86,1615,1
7,86,1616,1
7,86,1617,1
7,86,1618,1
7,86,1619,1
7,86,1620,1
7,86,1621,1
7,86,1637,1
7,86,1638,1
7,86,1639,1
7,86,1640,1
7,86,1641,1
7,86,1642,1
7,86,1643,1
7,86,1644,1
7,86,1645,1
7,86,1646,1
7,86,1647,1
7,86,1650,1
7,86,1651,1
7,86,1652,1
7,86,1653,1
7,86,1654,1
7,86,1655,1
7,86,1656,1
7,86,1657,1
7,86,1658,1
7,86,1659,1
7,90,1,614
7,92,1,879
7,93,1,294
7,104,1,1946
7,113,1,1318
7,114,1,2234
7,119,1,16
7,123,1,1527
7,136,1,3165
7,136,2330,1
7,136,2331,1
7,136,2332,1
7,136,2333,1
7,136,2334,1
7,136,2335,1
7,136,2336,1
7,136,2337,1
7,136,2338,1
7,143,1,454
7,161,1,3468
7,181,1,2313
7,181,247,1
7,181,248,1
7,181,249,1
7,181,250,1
7,181,251,1
7,181,252,1
7,181,253,1
7,181,254,1
7,181,255,1
7,181,256,1
7,181,257,1
7,181,258,1
7,181,259,1
7,181,260,1
7,181,261,1
7,181,262,1
7,181,263,1
7,210,1,887
7,210,264,1
7,210,265,1
7,210,266,1
7,210,267,1
7,210,268,1
7,210,269,1
7,210,270,1
7,210,271,1
7,210,272,1
7,212,1,2520
7,220,1,2088
7,228,1,5016
7,229,1,575
7,238,1,2205
7,239,1,109
7,257,1,782
7,259,1,350
7,263,1,1053
7,274,1,3587
7,274,5361,1
7,274,5362,1
7,274,5363,1
7,274,5364,1
7,274,5365,1
7,275,1,508
7,276,1,1874
7,276,2339,1
7,276,2340,1
7,276,2341,1
7,276,2342,1
7,276,2343,1
7,276,2344,1
7,282,1,502
7,303,1,2072
7,303,5405,1
7,303,5406,1
7,303,5407,1
7,303,5408,1
7,303,5409,1
7,303,5410,1
7,303,5411,1
7,303,5412,1
7,303,5413,1
7,303,5414,1
7,303,5415,1
7,303,5416,1
7,303,5417,1
7,303,5418,1
7,306,1,737
7,306,4993,1
7,318,1,2155
7,319,1,753
7,329,1,1410
7,330,1,1998
7,331,1,1498
7,332,1,213
7,337,1,14
7,338,1,2540
7,339,1,5696
7,350,1,2228
7,389,1,229
7,389,5688,1
7,389,5689,1
7,389,5690,1
7,389,5691,1
7,392,1,13
7,395,1,2235
7,406,1,799
7,409,1,840
7,417,1,4
7,418,1,3429
7,418,2521,1
7,432,1,1335
7,444,1,677
7,456,1,890
7,457,1,2111
7,457,690,1
7,457,691,1
7,457,692,1
7,457,693,1
7,457,694,1
7,457,695,1
7,457,696,1
7,457,697,1
7,457,698,1
7,457,699,1
7,457,700,1
7,457,701,1
7,457,702,1
7,457,703,1
7,457,704,1
7,457,705,1
7,457,706,1
7,457,707,1
7,457,708,1
7,457,709,1
7,457,710,1
7,457,711,1
7,457,712,1
7,457,713,1
7,463,1,528
7,472,1,321
7,477,1,171
7,490,1,480
7,491,1,486
7,491,4228,1
7,491,4229,2
7,491,4230,1
7,491,4231,1
7,491,4232,1
7,491,4233,1
7,491,4234,1
7,491,4235,1
7,491,4236,1
7,491,4237,1
7,491,4238,1
7,491,4239,1
7,491,4240,1
7,510,1,334
7,524,1,84
7,529,1,1859
7,529,2530,1
7,529,2531,1
7,529,2532,1
7,529,2533,1
7,529,2534,1
7,529,2535,1
7,529,2536,1
7,529,2537,1
7,529,2538,1
7,529,2539,1
7,529,2540,1
7,529,2541,1
7,529,2542,1
7,529,2543,1
7,529,2544,1
7,529,2545,1
7,529,2546,1
7,529,2547,1
7,529,2548,1
7,529,2549,1
7,529,2550,1
7,529,2551,1
7,529,2552,1
7,540,1,113
7,563,1,656
7,569,1,332
7,570,1,1477
7,573,1,321
7,588,1,1356
7,613,1,2277
7,616,1,459
7,618,1,565
7,640,1,429
7,641,1,1685
7,649,1,235
7,654,1,19
7,654,1487,1
7,654,1488,1
7,654,1489,1
7,654,1490,1
7,654,1491,1
7,654,1492,1
7,654,1493,1
7,654,1494,1
7,654,1495,1
7,654,1496,1
7,654,1497,1
7,664,1,313
7,674,1,192
7,675,1,1322
7,676,1,547
7,677,1,154
7,683,1,755
7,684,1,304
7,729,1,1569
7,730,1,511
7,731,1,150
7,732,1,512
7,733,1,1056
7,734,1,1266
7,735,1,1118
7,736,1,2663
7,737,1,1182
7,738,1,140
7,742,1,4030
7,743,1,151
7,750,1,997
7,752,1,1183
7,760,1,872
7,781,1,182
7,782,1,351
7,786,1,2922
7,809,1,1242
7,815,1,911
7,816,1,791
7,826,1,107
7,846,1,329
7,847,1,71
7,860,1,1002
7,863,1,564
7,873,1,1236
7,888,1,1612
7,903,1,2691
7,905,1,620
7,914,1,1287
7,914,5419,1
7,914,5420,1
7,914,5421,1
7,914,5422,1
7,914,5423,1
7,914,5424,1
7,914,5425,1
7,914,5426,1
7,914,5427,1
7,914,5428,1
7,914,5429,1
7,914,5430,1
7,914,5431,1
7,914,5432,1
7,914,5433,1
7,914,5434,1
7,914,5435,1
7,914,5436,1
7,914,5437,1
7,914,5438,1
7,914,5439,1
7,914,5440,1
7,914,5441,1
7,914,5442,1
7,914,5443,1
7,914,5444,1
7,914,5445,1
7,914,5446,1
7,914,5447,1
7,914,5448,1
7,914,5449,1
7,914,5450,1
7,914,5451,1
7,914,5452,1
7,914,5453,1
7,914,5454,1
7,914,5455,1
7,914,5456,1
7,914,5457,1
7,914,5458,1
7,915,1,1794
7,915,3873,1
7,915,3874,1
7,915,3875,1
7,915,3876,1
7,915,3877,1
7,915,3878,1
7,915,3879,1
7,915,3880,1
7,915,3881,1
7,915,3882,1
7,915,3883,1
7,915,3884,1
7,915,3885,1
7,915,3886,1
7,915,3887,1
7,915,3888,1
7,915,3889,1
7,915,3890,1
7,915,3891,1
7,915,3892,1
7,915,3893,1
7,915,3894,1
7,915,3895,1
7,915,3896,1
7,915,3897,1
7,915,3898,1
7,915,3899,1
7,915,3900,1
7,915,3901,1
7,915,3902,1
7,915,3903,1
7,915,3904,1
7,915,3905,1
7,915,3906,1
7,915,3907,1
7,915,3908,1
7,915,3909,1
7,915,3910,1
7,915,3911,1
7,915,3912,1
7,915,3913,1
7,915,3914,1
7,915,3915,1
7,915,3916,1
7,915,3917,1
7,915,3918,1
7,915,3919,1
7,915,3920,1
7,915,3921,1
7,915,3922,1
7,915,3923,1
7,915,3924,1
7,915,3925,1
7,915,3926,1
7,915,3927,1
7,915,3928,1
7,915,3929,1
7,915,3930,1
7,915,3931,1
7,915,3932,1
7,915,3933,1
7,915,3934,1
7,915,3935,1
7,915,3936,1
7,915,3937,1
7,915,3938,1
7,915,3939,1
7,915,3940,1
7,915,3941,1
7,915,3942,1
7,915,3943,1
7,915,3944,1
7,915,3945,1
7,915,3946,1
7,915,3947,1
7,915,3948,1
7,915,3949,1
7,915,3950,1
7,915,3951,1
7,915,3952,1
7,915,3953,1
7,915,3954,1
7,915,3955,1
7,915,3956,1
7,915,3957,1
7,915,3958,1
7,915,3959,1
7,915,3960,1
7,915,3961,1
7,915,3962,1
7,915,3963,1
7,915,3964,1
7,915,3965,1
7,915,3966,1
7,915,3967,1
7,915,3968,1
7,915,3969,1
7,915,3970,1
7,915,3971,1
7,915,3972,1
7,915,3973,1
7,915,3974,1
7,915,3975,1
7,915,3976,1
7,915,3977,1
7,915,3978,1
7,915,3979,1
7,915,3980,1
7,915,3981,1
7,915,3982,1
7,915,3983,1
7,915,3984,1
7,915,3985,1
7,915,3986,1
7,915,3987,1
7,915,3988,1
7,915,3989,1
7,915,3990,1
7,915,3991,1
7,915,3992,1
7,915,3993,1
7,915,3994,1
7,915,3995,1
7,915,3996,1
7,915,3997,1
7,915,3998,1
7,915,3999,1
7,915,4000,1
7,915,4001,1
7,915,4002,1
7,915,4003,1
7,915,4004,1
7,915,4005,1
7,915,4006,1
7,915,4007,1
7,915,4008,1
7,915,4009,1
7,915,4010,1
7,915,4011,1
7,915,4012,1
7,915,4013,1
7,915,4014,1
7,915,4015,1
7,915,4016,1
7,915,4017,1
7,915,4018,1
7,915,4019,1
7,915,4020,1
7,915,4021,1
7,915,4022,1
7,929,1,2231
7,937,1,1894
7,941,1,1289
7,957,1,811
7,958,1,1055
7,959,1,1532
7,960,1,342
7,965,1,1477
7,978,1,1136
7,994,1,16
7,994,4046,9
7,1003,1,27
7,1009,1,103
7,1014,1,912
7,1045,1,1503
7,1050,1,729
7,1067,1,1649
7,1069,1,325
7,1073,1,475
7,1075,1,1458
7,1081,1,39
7,1106,1,1066
7,1106,3573,1
7,1106,3574,1
7,1106,3575,1
7,1106,3576,1
7,1106,3577,1
7,1106,3578,1
7,1106,3579,1
7,1106,3580,1
7,1106,3581,1
7,1106,3582,1
7,1106,3583,1
7,1106,3584,1
7,1106,3585,1
7,1106,3586,1
7,1106,3587,1
7,1106,3588,1
7,1106,3589,1
7,1106,3590,1
7,1106,3591,1
7,1106,3592,1
7,1106,3593,1
7,1106,3594,1
7,1106,3595,1
7,1106,3596,1
7,1106,3597,1
7,1106,3598,1
7,1106,3599,1
7,1106,3600,1
7,1106,3601,1
7,1106,3602,1
7,1106,3603,1
7,1106,3604,1
7,1106,3605,1
7,1106,3606,1
7,1106,3607,1
7,1106,3608,1
7,1106,3609,1
7,1106,3610,1
7,1106,3611,1
7,1106,3612,1
7,1106,3613,1
7,1106,3614,1
7,1106,3615,1
7,1106,3616,1
7,1106,3617,1
7,1106,3618,1
7,1106,3619,1
7,1106,3620,1
7,1106,3621,1
7,1106,3622,1
7,1106,3623,1
7,1106,3624,1
7,1106,3625,1
7,1106,3626,1
7,1106,3627,1
7,1106,3628,1
7,1106,3629,1
7,1106,3630,1
7,1106,3631,1
7,1106,3632,1
7,1106,3633,1
7,1106,3634,1
7,1106,3635,1
7,1106,3636,1
7,1106,3637,1
7,1106,3638,1
7,1106,3639,1
7,1106,3640,1
7,1106,3641,1
7,1106,3642,1
7,1106,3643,1
7,1106,3644,1
7,1106,3645,1
7,1106,3646,1
7,1106,3647,1
7,1106,3648,1
7,1106,3649,1
7,1106,3650,1
7,1106,3651,1
7,1106,3652,1
7,1106,3653,1
7,1106,3654,1
7,1106,3655,1
7,1106,3656,1
7,1106,3657,1
7,1106,3658,1
7,1106,3659,1
7,1106,3660,1
7,1106,3661,1
7,1106,3662,1
7,1106,3663,1
7,1106,3664,1
7,1106,3665,1
7,1106,3666,1
7,1106,3667,1
7,1106,3668,1
7,1106,3669,1
7,1106,3670,1
7,1106,3671,1
7,1106,3672,1
7,1106,3673,1
7,1106,3674,1
7,1106,3675,1
7,1106,3676,1
7,1106,3677,1
7,1106,3678,1
7,1106,3679,1
7,1106,3680,1
7,1106,3681,1
7,1106,3682,1
7,1106,3683,1
7,1106,3684,1
7,1106,3685,1
7,1106,3686,1
7,1106,3687,1
7,1106,3688,1
7,1106,3689,1
7,1106,3690,1
7,1106,3691,1
7,1106,3692,1
7,1106,3693,1
7,1106,3694,1
7,1106,3695,1
7,1106,3696,1
7,1106,3697,1
7,1106,3698,1
7,1106,3699,1
7,1106,3700,1
7,1106,3701,1
7,1106,3702,1
7,1106,3703,1
7,1106,3704,1
7,1106,3705,1
7,1106,3706,1
7,1106,3707,1
7,1106,3708,1
7,1106,3709,1
7,1106,3710,1
7,1106,3711,1
7,1106,3712,1
7,1106,3713,1
7,1106,3714,1
7,1106,3715,1
7,1106,3716,1
7,1106,3717,1
7,1106,3718,1
7,1106,3719,1
7,1106,3720,1
7,1106,3721,1
7,1106,3722,1
7,1145,1,221
7,1150,1,370
7,1165,1,190
7,1174,1,1888
7,1177,1,375
7,1183,1,48
7,1184,1,68
7,1187,1,1382
7,1188,1,1180
7,1215,1,598
7,1216,1,1024
7,1219,1,96
7,1229,1,353
7,1230,1,6
7,1231,1,607
7,1244,1,13
7,1292,1,49
7,1298,1,466
7,1304,1,314
7,1380,1,1
7,1382,1,1
7,1383,1,1
7,1385,1,10
7,1386,1,9
7,1387,1,21
7,1388,1,120
7,1389,1,33
7,1390,1,18
7,1391,1,147
7,1392,1,111
7,1393,1,142
7,1412,1,323
7,1412,3723,1
7,1412,3724,1
7,1412,3725,1
7,1412,3726,1
7,1412,3727,1
7,1412,3728,1
7,1412,3729,1
7,1412,3730,1
7,1412,3731,1
7,1412,3732,1
7,1412,3733,1
7,1412,3734,1
7,1412,3735,1
7,1412,3736,1
7,1412,3737,1
7,1412,3738,1
7,1412,3739,1
7,1412,3740,1
7,1412,3741,1
7,1412,3742,1
7,1412,3743,1
7,1412,3744,1
7,1412,3745,1
7,1412,3746,1
7,1412,3747,1
7,1412,3748,1
7,1412,3749,1
7,1412,3750,1
7,1412,3751,1
7,1412,3752,1
7,1412,3753,1
7,1412,3754,1
7,1412,3755,1
7,1412,3756,1
7,1412,3757,1
7,1412,3758,1
7,1412,3759,1
7,1412,3760,1
7,1412,3761,1
7,1412,3762,1
7,1412,3763,1
7,1412,3764,1
7,1412,3765,1
7,1412,3766,1
7,1412,3767,1
7,1412,3768,1
7,1412,3769,1
7,1412,3770,1
7,1412,3771,1
7,1412,3772,1
7,1412,3773,1
7,1412,3774,1
7,1412,3775,1
7,1412,3776,1
7,1412,3777,1
7,1412,3778,1
7,1412,3779,1
7,1412,3780,1
7,1412,3781,1
7,1412,3782,1
7,1412,3783,1
7,1412,3784,1
7,1412,3785,1
7,1412,3786,1
7,1412,3787,1
7,1412,3788,1
7,1412,3789,1
7,1412,3790,1
7,1412,3791,1
7,1412,3792,1
7,1412,3793,1
7,1412,3794,1
7,1412,3795,1
7,1412,3796,1
7,1412,3797,1
7,1412,3798,1
7,1412,3799,1
7,1412,3800,1
7,1412,3801,1
7,1412,3802,1
7,1412,3803,1
7,1412,3804,1
7,1412,3805,1
7,1412,3806,1
7,1412,3807,1
7,1412,3808,1
7,1412,3809,1
7,1412,3810,1
7,1412,3811,1
7,1412,3812,1
7,1412,3813,1
7,1412,3814,1
7,1412,3815,1
7,1412,3816,1
7,1412,3817,1
7,1412,3818,1
7,1412,3819,1
7,1412,3820,1
7,1412,3821,1
7,1412,3822,1
7,1412,3823,1
7,1412,3824,1
7,1412,3825,1
7,1412,3826,1
7,1412,3827,1
7,1412,3828,1
7,1412,3829,1
7,1412,3830,1
7,1412,3831,1
7,1412,3832,1
7,1412,3833,1
7,1412,3834,1
7,1412,3835,1
7,1412,3836,1
7,1412,3837,1
7,1412,3838,1
7,1412,3839,1
7,1412,3840,1
7,1412,3841,1
7,1412,3842,1
7,1412,3843,1
7,1412,3844,1
7,1412,3845,1
7,1412,3846,1
7,1412,3847,1
7,1412,3848,1
7,1412,3849,1
7,1412,3850,1
7,1412,3851,1
7,1412,3852,1
7,1412,3853,1
7,1412,3854,1
7,1412,3855,1
7,1412,3856,1
7,1412,3857,1
7,1412,3858,1
7,1412,3859,1
7,1412,3860,1
7,1412,3861,1
