ifd0_make,ifd0_model,dht_id,count(*)
4,907,5657,1
4,907,5658,1
4,907,5659,1
4,907,5660,1
4,907,5661,1
4,907,5662,1
4,907,5663,1
4,907,5664,1
4,907,5665,1
4,907,5666,1
4,907,5667,1
4,907,5668,1
4,907,5669,1
4,907,5670,1
4,907,5671,1
4,907,5672,1
4,907,5673,1
4,907,5674,1
4,907,5675,1
4,907,5676,1
4,907,5677,1
4,907,5678,1
4,907,5679,1
4,907,5680,1
4,907,5681,1
4,907,5682,1
4,907,5683,1
4,907,5684,1
4,907,5685,1
4,907,5686,1
4,907,5687,1
4,912,1,211
4,917,1,7
4,921,1,284
4,921,3248,1
4,921,3249,1
4,921,3250,1
4,936,1,74
4,971,1,871
4,984,1,937
4,985,1,150
4,988,1,151
4,998,1,593
4,999,1,181
4,1007,1,80
4,1013,1,26
4,1019,1,413
4,1030,1,298
4,1030,3473,1
4,1030,3474,1
4,1030,3475,1
4,1030,3476,1
4,1030,3477,1
4,1030,3478,1
4,1030,3479,1
4,1030,3480,1
4,1030,3481,1
4,1030,3482,1
4,1030,3483,1
4,1030,3484,1
4,1030,3485,1
4,1030,3486,1
4,1030,3487,1
4,1030,3488,1
4,1030,3489,1
4,1030,3490,1
4,1030,3491,1
4,1030,3492,1
4,1030,3493,1
4,1030,3494,1
4,1030,3495,1
4,1030,3496,1
4,1030,3497,1
4,1030,3498,1
4,1030,3499,1
4,1030,3500,1
4,1030,3501,1
4,1030,3502,1
4,1030,3503,1
4,1030,3504,1
4,1030,3505,1
4,1030,3506,1
4,1030,3507,1
4,1030,3508,1
4,1030,3509,1
4,1030,3510,1
4,1030,3511,1
4,1030,3512,1
4,1030,3513,1
4,1030,3514,1
4,1030,3515,1
4,1030,3516,1
4,1030,3517,1
4,1030,3518,1
4,1030,3519,1
4,1030,3520,1
4,1030,3521,1
4,1030,3522,1
4,1030,3523,1
4,1030,3524,1
4,1030,3525,1
4,1030,3526,1
4,1030,3527,1
4,1030,3528,1
4,1030,3529,1
4,1030,3530,1
4,1030,3531,1
4,1030,3532,1
4,1030,3533,1
4,1030,3534,1
4,1030,3535,1
4,1030,3536,1
4,1030,3537,1
4,1030,3538,1
4,1030,3539,1
4,1030,3540,1
4,1030,3541,1
4,1030,3542,1
4,1030,3543,1
4,1030,3544,1
4,1030,3545,1
4,1030,3546,1
4,1030,3547,1
4,1030,3548,1
4,1030,3549,1
4,1030,3550,1
4,1030,3551,1
4,1030,3552,1
4,1030,3553,1
4,1030,3554,1
4,1030,3555,1
4,1030,3556,1
4,1030,3557,1
4,1030,3558,1
4,1030,3559,1
4,1030,3560,1
4,1030,3561,1
4,1030,3562,1
4,1030,3563,1
4,1030,3564,1
4,1030,3565,1
4,1030,3566,1
4,1030,3567,1
4,1030,3568,1
4,1030,3569,1
4,1030,3570,1
4,1030,3571,1
4,1030,3572,1
4,1044,1,427
4,1060,1,992
4,1066,1,2091
4,1086,1,125
4,1113,1,242
4,1114,1,42
4,1117,1,650
4,1141,1,147
4,1172,1,96
4,1196,1,646
4,1260,1,640
4,1264,1,121
4,1266,1,393
4,1295,1,333
4,1296,1,885
4,1308,1,1413
4,1369,1,9
4,1423,1,71
4,1424,1,1272
4,1426,1,548
4,1437,1,231
4,1441,1,325
4,1450,1,299
4,1457,1,8
4,1467,1,582
4,1470,1,170
4,1495,1,1148
4,1499,1,34
4,1526,1,7
4,1553,1,326
4,1556,1,256
4,1563,1,547
4,1568,1,223
4,1599,1,24
4,1638,1,93
4,1692,1,166
4,1693,1,9
4,1694,1,176
4,1723,1,690
4,1726,1,1027
4,1769,1,115
4,1787,1,201
4,1821,1,277
4,1843,1,44
4,1850,1,211
4,1851,1,173
4,1855,1,257
4,1867,1,191
4,1868,1,523
4,1869,1,83
4,1883,1,14
4,1884,1,88
4,1903,1,316
4,1936,1,35
4,1955,1,318
4,1962,1,160
4,1988,1,161
4,2039,1,151
4,2084,1,21
4,2096,1,208
4,2100,1,192
4,2104,1,16
4,2106,1,264
4,2107,1,40
4,2108,1,36
4,2109,1,274
4,2123,1,224
4,2159,1,14
4,2165,1,161
4,2168,1,24
4,2183,1,53
4,2230,1,238
4,2247,1,83
4,2248,1,14
4,2251,1,24
4,2251,4158,1
4,2258,1,134
4,2298,1,202
4,2302,1,794
4,2306,1,1037
4,2345,1,5
4,2368,1,95
4,2412,1,122
4,2531,1,52
4,2534,1,140
4,2545,1,163
4,2574,1,161
4,2577,1,120
4,2590,1,1725
4,2601,1,55
4,2686,1,7
4,2715,1,33
4,2725,1,3
4,2750,1,1
4,2751,1,14
4,2761,1,345
4,2780,1,13
4,2819,1,33
4,2849,1,7
4,2852,1,14
4,2906,1,43
4,2970,1,35
4,2975,1,1
4,2993,1,60
4,3014,1,1
4,3015,1,26
4,3070,1,2
4,3102,1,696
4,3130,1,1
4,3174,1,4
4,3189,1,1
4,3299,1,193
4,3303,1,7
4,3313,1,2
4,3315,1,7
4,3328,1,1
4,3346,1,10
4,3352,1,7
4,3415,1,15
4,3431,1,1
4,3442,1,12
4,3458,1,8
4,3464,1,4
4,3466,1,1453
4,3475,1,1
4,3485,1,6
4,3604,1,12
4,3623,1,21
4,3651,1,2
4,3658,1,1
4,3729,1,69
4,3733,1,7
4,3735,1,44
4,3746,1,1
4,3770,1,1
4,3775,1,2
4,3840,1,5
4,3849,1,2
4,3866,1,9
4,3887,1,1
4,3915,1,13
4,3930,1,1
4,3948,1,3
4,3964,1,1
4,4000,1,22
4,4029,1,1
4,4055,1,3
4,4057,1,2
4,4063,1,3
4,4066,1,1
4,4104,1,1
4,4106,1,1
4,4113,1,2
4,4126,1,17
4,4128,1,17
4,4140,1,15
4,4151,1,1
4,4156,1,1
4,4163,1,13
4,4179,1,31
4,4185,1,1
4,4190,1,1
4,4215,1,1
4,4268,1,9
4,4282,1,1
4,4290,1,1
4,4300,1,1
4,4313,1,1
5,7,1,806
5,25,1,3225
5,25,397,1
5,25,1660,1
5,25,1661,1
5,26,1,1858
5,38,1,3
5,39,1,348
5,59,1,25
5,77,1,368
5,77,10,1
5,77,11,1
5,77,12,1
5,77,13,1
5,77,14,1
5,77,15,1
5,77,16,1
5,77,17,1
5,77,18,1
5,77,19,1
5,77,20,1
5,91,1,20
5,105,1,25
5,112,1,2263
5,134,1,386
5,135,1,186
5,155,1,51
5,160,1,356
5,178,1,72
5,216,1,1823
5,221,1,788
5,221,317,1
5,221,318,1
5,221,319,1
5,221,320,1
5,221,321,1
5,221,322,1
5,221,350,1
5,221,351,1
5,221,352,1
5,221,353,1
5,221,354,1
5,221,355,1
5,221,356,1
5,221,357,1
5,221,358,1
5,221,359,1
5,221,360,1
5,221,361,1
5,223,1,357
5,225,1,68
5,256,1,54
5,270,1,2953
5,270,1983,1
5,270,1984,1
5,270,1985,1
5,270,1986,1
5,270,1987,1
5,273,1,724
5,301,1,420
5,301,1980,1
5,301,1981,1
5,301,1982,1
5,302,1,730
5,311,1,43
5,317,1,7586
5,317,246,35
5,344,1,6
5,345,1,25
5,346,1,66
5,347,1,56
5,348,1,176
5,353,1,181
5,377,1,202
5,388,1,47
5,403,1,46
5,443,1,6
5,466,1,167
5,509,1,7
5,511,1,265
5,511,949,1
5,511,950,1
5,511,951,1
5,511,952,1
5,511,953,1
5,541,1,318
5,593,1,4
5,593,362,40
5,603,1,300
5,623,1,341
5,648,1,254
5,653,1,303
5,653,1377,2
5,653,1382,1
5,653,1383,1
5,653,1385,1
5,653,1386,1
5,653,1387,2
5,653,1388,2
5,653,1389,2
5,653,1390,2
5,653,1391,2
5,653,1392,2
5,653,1393,1
5,653,1394,1
5,653,1452,2
5,653,1453,2
5,653,1454,2
5,653,1455,2
5,653,1456,2
5,653,1457,2
5,653,1458,2
5,653,1459,2
5,653,1460,2
5,653,1461,1
5,653,1462,1
5,653,1463,1
5,653,1464,1
5,653,1465,1
5,653,1466,1
5,653,1467,1
5,653,1468,2
5,653,1469,2
5,653,1470,2
5,653,1471,2
5,653,1472,2
5,653,1473,1
5,653,1474,1
5,653,1475,1
5,653,1476,1
5,653,1477,1
5,653,1478,2
5,653,1479,1
5,653,1480,1
5,653,1481,1
5,653,1482,1
5,653,1483,1
5,653,1484,1
5,653,1485,1
5,653,1486,1
5,670,1,150
5,671,1,897
5,672,1,82
5,673,1,150
5,701,1,46
5,701,4163,1
5,703,1,858
5,740,1,180
5,740,5334,1
5,740,5335,1
5,740,5336,1
5,740,5337,1
5,744,1,2
5,746,1,71
5,747,1,1011
5,747,4160,1
5,747,4161,1
5,787,1,66
5,866,1,96
5,887,1,928
5,887,246,11
5,954,1,2
5,963,1,58
5,967,1,703
5,972,1,8
5,980,1,35
5,981,1,9
5,1018,1,345
5,1064,1,4
5,1173,1,191
5,1180,1,12
5,1180,3406,1
5,1180,3407,1
5,1180,3408,1
5,1180,3409,1
5,1180,3410,1
5,1181,1,286
5,1245,1,13
5,1267,1,51
5,1309,1,22
5,1371,1,14
5,1372,1,6
5,1373,1,6
5,1456,1,8
5,1492,1,43
5,1511,1,212
5,1512,1,78
5,1552,1,27
5,1576,1,9
5,1578,1,103
5,1578,246,8
5,1584,1,161
5,1604,1,179
5,1606,1,81
5,1615,1,18
5,1645,1,37
5,1649,1,11
5,1650,1,200
5,1674,1,161
5,1731,1,9
5,1741,1,17
5,1743,1,17
5,1749,1,22
5,1754,1,16
5,1761,1,301
5,1773,1,6
5,1791,1,38
5,1792,1,371
5,1793,1,52
5,1798,1,718
5,1812,1,31
5,1826,1,15
5,1841,1,8
5,1842,1,36
5,1848,1,7
5,1871,1,127
5,1879,1,1
5,1885,1,50
5,1890,1,7
5,1920,1,39
5,1929,1,97
5,1956,1,50
5,1969,1,64
5,1970,1,221
5,1971,1,120
5,1972,1,12
5,1973,1,151
5,1974,1,53
5,1975,1,69
5,1976,1,11
5,1977,1,21
5,1978,1,55
5,1979,1,75
5,1980,1,2
5,1981,1,77
5,1999,1,4
5,2006,1,30
5,2017,1,6
5,2019,1,39
5,2044,1,518
5,2045,1,300
5,2050,1,29
5,2056,1,559
5,2073,1,6
5,2082,1,8
5,2085,1,30
5,2091,1,216
5,2094,1,151
5,2105,1,236
5,2127,1,64
5,2140,1,46
5,2154,1,150
5,2155,1,24
5,2182,1,9
5,2210,1,18
5,2234,1,96
5,2261,1,407
5,2267,1,99
5,2273,1,15
5,2284,1,265
5,2288,1,1
5,2288,4162,7
5,2319,1,17
5,2337,1,30
5,2342,1,4
5,2356,1,152
5,2367,1,881
5,2367,4453,1
5,2367,4454,1
5,2367,4455,1
5,2367,4456,1
5,2367,4457,1
5,2367,4458,1
5,2367,4459,1
5,2367,4460,1
5,2367,4461,1
5,2367,4462,1
5,2373,1,205
5,2390,1,41
5,2393,1,326
5,2396,1,16
5,2415,1,108
5,2421,1,72
5,2424,1,19
5,2434,1,77
5,2455,1,151
5,2483,1,152
5,2494,1,150
5,2496,1,83
5,2500,1,112
5,2502,1,79
5,2503,1,5
5,2505,1,105
5,2512,246,9
5,2520,1,129
5,2521,1,20
5,2524,1,11
5,2535,1,29
5,2543,1,150
5,2550,1,5
5,2554,1,126
5,2555,1,36
5,2563,1,7
5,2564,1,30
5,2707,1,28
5,2836,1,42
5,2905,1,12
5,3048,1,4
5,3242,1,102
5,3284,1,295
5,3331,1,6
5,3337,1,43
5,3341,1,150
5,3345,1,7
5,3349,1,9
5,3369,1,1
5,3381,1,26
5,3384,1,30
5,3388,1,4
5,3411,1,22
5,3412,1,1
5,3425,1,23
5,3426,1,8
5,3436,1,2
5,3449,1,151
5,3462,1,3
5,3470,1,1
5,3473,1,1
5,3479,1,4
5,3483,1,42
5,3495,1,65
5,3502,1,15
5,3518,1,1
5,3525,1,173
5,3526,1,10
5,3528,1,1
5,3529,1,152
5,3535,1,2
5,3536,1,11
5,3550,1,1
5,3553,1,13
5,3559,1,2
5,3565,1,9
5,3580,1,1
5,3581,1,1
5,3595,1,9
5,3597,1,3
5,3603,1,2
5,3611,1,2
5,3615,1,18
5,3627,1,7
5,3629,1,25
5,3630,1,1
5,3631,1,16
5,3639,1,37
5,3653,1,1
5,3654,1,4
5,3660,1,3
5,3665,1,4
5,3672,1,299
5,3673,1,20
5,3682,1,1
5,3684,1,1
5,3686,1,20
5,3740,1,1
5,3745,1,36
5,3747,1,1
5,3749,1,1
5,3756,1,4
5,3762,1,4
5,3769,1,8
5,3771,1,7
5,3777,1,6
5,3779,1,3
5,3782,1,2
5,3792,1,35
5,3795,1,3
5,3798,1,1
5,3809,1,3
5,3818,1,1
5,3827,1,1
5,3829,1,1
5,3834,1,2
5,3836,1,20
5,3838,1,2
5,3839,1,1
5,3841,1,7
5,3844,1,1
5,3846,1,1
5,3847,1,1
5,3855,1,3
5,3857,1,1
5,3859,1,4
5,3873,1,1
5,3874,1,1
5,3877,1,212
5,3882,1,2
5,3889,1,2
5,3897,1,5
5,3898,1,1
5,3900,1,51
5,3902,1,1
5,3905,1,1
5,3910,1,16
5,3912,1,1
5,3922,1,43
5,3928,1,3
5,3935,1,3
5,3936,1,1
5,3940,1,7
5,3946,1,1
5,3957,1,1
5,3966,1,8
5,3980,1,13
5,3984,1,12
5,3986,1,1
5,3987,1,86
5,4003,1,2
5,4006,1,12
5,4012,1,2
5,4015,1,8
5,4016,1,4
5,4019,1,2
5,4030,1,4
5,4031,1,1
5,4032,1,2
5,4033,1,21
5,4035,1,2
5,4041,1,1
5,4043,1,1
5,4044,1,19
5,4047,1,1
5,4049,1,1
5,4052,1,2
5,4053,1,3
5,4068,1,12
5,4071,1,5
5,4073,1,8
5,4080,1,5
5,4082,1,16
5,4085,1,1
5,4086,1,1
5,4089,1,5
5,4090,1,1
5,4092,1,5
5,4096,1,1
5,4097,1,11
5,4099,1,1
5,4101,1,2
5,4102,1,86
5,4108,1,41
5,4109,1,5
5,4131,1,1
5,4133,1,8
5,4134,1,2
5,4135,1,19
5,4141,1,1
5,4143,1,1
5,4144,1,1
