ifd0_make#ifd0_model#ifds_ExifImageWidth#Count
1#1##48
3#31#0x[00000687] / 1671#1
3#31#0x[00000688] / 1672#76
3#31#0x[00000689] / 1673#1
3#31#0x[00000695] / 1685#1
3#31#0x[000006A6] / 1702#2
3#31#0x[000006BB] / 1723#1
3#31#0x[000006CD] / 1741#1
3#31#0x[000006D1] / 1745#1
3#31#0x[000006EB] / 1771#1
3#31#0x[00000705] / 1797#1
3#31#0x[0000070B] / 1803#1
3#31#0x[00000712] / 1810#1
3#31#0x[00000713] / 1811#1
3#31#0x[0000072C] / 1836#34
3#31#0x[0000074B] / 1867#1
3#31#0x[0000077D] / 1917#1
3#31#0x[00000780] / 1920#3
3#31#0x[00000794] / 1940#1
3#31#0x[0000079B] / 1947#1
3#31#0x[000007A8] / 1960#1
3#31#0x[00000800] / 2048#472
3#31#0x[00000880] / 2176#3
3#31#0x[00000960] / 2400#6
3#31#0x[0000098B] / 2443#20
3#31#0x[00000990] / 2448#1491
3#31#0x[000009A7] / 2471#1
3#31#0x[000009E2] / 2530#3
3#31#0x[00000A42] / 2626#3
3#31#0x[00000A74] / 2676#7
3#31#0x[00000AD6] / 2774#4
3#31#0x[00000BF7] / 3063#1
3#31#0x[00000CC0] / 3264#17593
3#31#0x[00000D12] / 3346#11
3#31#0x[00000D13] / 3347#1
3#31#0x[00000DA4] / 3492#4
3#31#0x[00000E06] / 3590#3
3#31#0x[00001220] / 4640#1
3#31#0x[000012C0] / 4800#1
3#31#0x[00001340] / 4928#1
3#31#0x[000017D0] / 6096#1
3#31#0x[00001AF0] / 6896#1
3#31#0x[00001C20] / 7200#1
3#31#0x[00001C90] / 7312#1
3#31#0x[00001CA0] / 7328#1
3#31#0x[00001CF0] / 7408#1
3#31#0x[00001D00] / 7424#1
3#31#0x[00001EC0] / 7872#1
3#31#0x[00001ED0] / 7888#1
3#31#0x[00002700] / 9984#1
3#31#0x[00002740] / 10048#1
3#31#0x[00002780] / 10112#1
3#31#0x[00002A30] / 10800#19
3#31#2448#1
3#32#0x[00000990] / 2448#77
3#32#0x[00000CC0] / 3264#1876
3#32#0x[00003540] / 13632#7
3#34#0x[00000780] / 1920#95
3#34#0x[00000800] / 2048#2
3#34#0x[00000990] / 2448#699
3#34#0x[00000CC0] / 3264#7738
3#34#0x[00002A30] / 10800#12
3#34#3264#8
3#63#0x[00000280] / 640#1
3#63#0x[00000600] / 1536#9
3#63#0x[00000645] / 1605#1
3#63#0x[00000715] / 1813#1
3#63#0x[00000790] / 1936#242
3#63#0x[00000808] / 2056#8
3#63#0x[00000818] / 2072#1
3#63#0x[00000A20] / 2592#1934
3#63#0x[00000AD6] / 2774#1
3#63#2592#1
3#87#0x[00000990] / 2448#33
3#87#0x[00000CC0] / 3264#1328
3#95##19
3#95#0x[00000000] / 0#901
3#95#0x[000004B0] / 1200#880
3#95#0x[00000600] / 1536#435
3#95#0x[00000640] / 1600#4293
3#95#0x[00000790] / 1936#208
3#95#0x[00000800] / 2048#789
3#95#0x[00000808] / 2056#13
3#95#0x[00000894] / 2196#4
3#95#0x[00000990] / 2448#1
3#95#0x[00000A20] / 2592#321
3#95#0x[00000B24] / 2852#3
3#95#0x[00000CC0] / 3264#8
3#137#0x[00000000] / 0#289
3#137#0x[000001F4] / 500#1
3#137#0x[00000258] / 600#1
3#137#0x[000004B0] / 1200#244
3#137#0x[00000640] / 1600#2299
3#176##13
3#176#0x[00000000] / 0#802
3#176#0x[0000013A] / 314#2
3#176#0x[0000021C] / 540#1
3#176#0x[00000258] / 600#1
3#176#0x[00000320] / 800#1
3#176#0x[000003DB] / 987#1
3#176#0x[000004F4] / 1268#1
3#176#0x[0000052D] / 1325#1
3#176#0x[00000600] / 1536#258
3#176#0x[00000640] / 1600#6
3#176#0x[0000066A] / 1642#1
3#176#0x[00000719] / 1817#1
3#176#0x[00000800] / 2048#5634
3#176#0x[000015A9] / 5545#1
3#176#1536#22
3#176#2048#1
3#460#0x[000003E2] / 994#1
3#460#0x[00000500] / 1280#1
3#460#0x[00000600] / 1536#43
3#460#0x[00000790] / 1936#144
3#460#0x[00000808] / 2056#9
3#460#0x[00000809] / 2057#112
3#460#0x[00000A20] / 2592#1094
3#598#0x[00000790] / 1936#1
3#598#0x[00000A20] / 2592#78
3#1082#0x[000001E0] / 480#1
3#1082#0x[0000021C] / 540#1
3#1082#0x[00000234] / 564#1
3#1082#0x[00000280] / 640#5
3#1082#0x[000002D0] / 720#3
3#1082#0x[000003C0] / 960#176
3#1082#0x[0000056F] / 1391#1
3#1082#0x[00000573] / 1395#1
3#1082#0x[000005A6] / 1446#1
3#1082#0x[000005AE] / 1454#1
3#1082#0x[00000600] / 1536#23
3#1082#0x[00000790] / 1936#23
3#1082#0x[00000A20] / 2592#457
3#1082#0x[000013E0] / 5088#1
3#1082#0x[00002440] / 9280#1
3#1082#0x[00002A30] / 10800#4
3#1433#0x[000005A7] / 1447#1
3#1433#0x[00000790] / 1936#2
3#1433#0x[00000800] / 2048#1
3#1433#0x[00000990] / 2448#1
3#1433#0x[00000A20] / 2592#14
3#1636#0x[00000CC0] / 3264#113
3#2173#0x[000004B0] / 1200#32
3#2173#0x[00000640] / 1600#72
3#3617#0x[000001E0] / 480#1
3#3617#0x[00000280] / 640#1
3#3617#0x[000002D0] / 720#3
3#3617#0x[000002DC] / 732#1
3#3617#0x[000003C0] / 960#116
3#3796#0x[000004B0] / 1200#2
3#4037#0x[000006F6] / 1782#1
3#4037#0x[00000800] / 2048#6
3#4037#0x[000009C4] / 2500#2
3#4037#0x[00000A20] / 2592#5
3#4150#0x[00000790] / 1936#1
3#4177#0x[00000354] / 852#1
3#4177#0x[000007CC] / 1996#11
3#4177#0x[00000A5C] / 2652#4
4#5#0x[00000280] / 640#1
4#5#0x[00000A00] / 2560#1
4#5#0x[00000BB8] / 3000#1
4#5#0x[00000FA0] / 4000#162
4#6#0x[00000414] / 1044#1
4#6#0x[00000510] / 1296#2
4#6#0x[00000640] / 1600#147
4#6#0x[000006C0] / 1728#17
4#6#0x[00000700] / 1792#1
4#6#0x[00000740] / 1856#23
4#6#0x[00000780] / 1920#8
4#6#0x[000007A4] / 1956#1
4#6#0x[00000800] / 2048#89
4#6#0x[00000814] / 2068#2
4#6#0x[00000828] / 2088#7
4#6#0x[00000832] / 2098#14
4#6#0x[00000864] / 2148#2
4#6#0x[000009A8] / 2472#1
4#6#0x[00000A00] / 2560#259
4#6#0x[00000A1A] / 2586#1
4#6#0x[00000A20] / 2592#27
4#6#0x[00000C00] / 3072#25
4#6#0x[00000C6C] / 3180#1
4#6#0x[00000CC0] / 3264#1
4#6#0x[00000D13] / 3347#1
4#6#0x[00000D29] / 3369#1
4#6#0x[00000D2A] / 3370#1
4#6#0x[00000D80] / 3456#1422
4#6#0x[00000D97] / 3479#1
4#6#0x[00000DE0] / 3552#47
4#6#0x[00000E80] / 3712#237
4#45#0x[00000280] / 640#1
4#45#0x[00000284] / 644#1
4#45#0x[000002B4] / 692#1
4#45#0x[000002E4] / 740#1
4#45#0x[000002FD] / 765#1
4#45#0x[00000395] / 917#1
4#45#0x[000003C7] / 967#1
4#45#0x[000003E8] / 1000#1
4#45#0x[00000400] / 1024#2
4#45#0x[0000059E] / 1438#1
4#45#0x[00000640] / 1600#6
4#45#0x[0000075C] / 1884#1
4#45#0x[00000780] / 1920#1
4#45#0x[000007D4] / 2004#1
4#45#0x[00000800] / 2048#94
4#45#0x[00000990] / 2448#77
4#45#0x[00000A00] / 2560#395
4#45#0x[00000CA6] / 3238#1
4#45#0x[00000CAE] / 3246#1
4#45#0x[00000CC0] / 3264#1758
4#45#0x[00000E10] / 3600#1
4#45#2271#1
4#45#3131#1
4#45#3264#4
4#46#0x[000006E8] / 1768#1
4#46#0x[00000840] / 2112#1
4#46#0x[000008A0] / 2208#7
4#46#0x[00000A00] / 2560#2
4#46#0x[00000A60] / 2656#168
4#46#0x[00000AB0] / 2736#190
4#46#0x[00000AE0] / 2784#112
4#46#0x[00000C00] / 3072#12
4#46#0x[00000E40] / 3648#269
4#46#0x[00000EC0] / 3776#652
4#46#0x[00000F80] / 3968#434
4#46#1132#1
4#64#0x[00000280] / 640#1
4#64#0x[000003ED] / 1005#1
4#64#0x[00000800] / 2048#21
4#64#0x[00000870] / 2160#1
4#64#0x[00000A00] / 2560#5
4#64#0x[00000B26] / 2854#1
4#64#0x[00000C00] / 3072#20
4#64#0x[00000C26] / 3110#1
4#64#0x[00000CA8] / 3240#7
4#64#0x[00000CF8] / 3320#1
4#64#0x[00000D80] / 3456#1
4#64#0x[00000E40] / 3648#218
4#64#0x[00000F46] / 3910#1
4#64#0x[000010E0] / 4320#865
4#94#0x[00000280] / 640#1
4#94#0x[000004C7] / 1223#1
4#94#0x[00000A00] / 2560#1
4#94#0x[00000C00] / 3072#2
4#94#0x[00000CC8] / 3272#1
4#94#0x[0000103A] / 4154#1
4#94#0x[0000108F] / 4239#1
4#94#0x[000010E0] / 4320#738
4#103#0x[00000280] / 640#3
4#103#0x[00000384] / 900#1
4#103#0x[00000400] / 1024#2
4#103#0x[00000500] / 1280#1
4#103#0x[00000640] / 1600#10
4#103#0x[00000750] / 1872#3
4#103#0x[00000800] / 2048#154
4#103#0x[00000860] / 2144#1
4#103#0x[00000900] / 2304#108
4#103#0x[00000A00] / 2560#58
4#103#0x[00000C00] / 3072#2147
4#103#0x[00000C90] / 3216#197
4#103#0x[00000D00] / 3328#196
4#103#1892#1
4#103#1996#2
4#103#3072#1
4#107#0x[00000FA0] / 4000#63
4#109#0x[000010E0] / 4320#277
4#131#0x[000001E0] / 480#2
4#131#0x[00000258] / 600#1
4#131#0x[00000320] / 800#13
4#131#0x[00000361] / 865#2
4#131#0x[000004B0] / 1200#1
4#131#0x[00000500] / 1280#1
4#131#0x[00000550] / 1360#9
4#131#0x[00000600] / 1536#19
4#131#0x[00000640] / 1600#24
4#131#0x[00000780] / 1920#3
4#131#0x[00000800] / 2048#364
4#131#0x[00000840] / 2112#44
4#131#0x[00000B00] / 2816#938
4#131#1000#6
4#131#1001#1
4#131#991#1
4#131#999#1
4#141#0x[000002B4] / 692#1
4#141#0x[00000309] / 777#1
4#141#0x[00000323] / 803#1
4#141#0x[00000780] / 1920#1
4#141#0x[00000800] / 2048#7
4#141#0x[0000081B] / 2075#1
4#141#0x[00000B00] / 2816#20
4#141#0x[00000BB8] / 3000#3
4#141#0x[00000FA0] / 4000#397
4#175#0x[000001AE] / 430#1
4#175#0x[0000024A] / 586#1
4#175#0x[00000280] / 640#1
4#175#0x[0000029A] / 666#1
4#175#0x[000002BC] / 700#1
4#175#0x[000002F6] / 758#1
4#175#0x[00000320] / 800#3
4#175#0x[000003E7] / 999#1
4#175#0x[00000422] / 1058#1
4#175#0x[00000436] / 1078#1
4#175#0x[0000043A] / 1082#1
4#175#0x[00000444] / 1092#1
4#175#0x[0000044C] / 1100#1
4#175#0x[000004B0] / 1200#1
4#175#0x[000004F6] / 1270#1
4#175#0x[00000500] / 1280#1
4#175#0x[00000600] / 1536#5
4#175#0x[00000640] / 1600#151
4#175#0x[000006C0] / 1728#4
4#175#0x[00000745] / 1861#1
4#175#0x[000007E0] / 2016#2
4#175#0x[00000800] / 2048#64
4#175#0x[00000870] / 2160#14
4#175#0x[00000960] / 2400#8
4#175#0x[00000990] / 2448#41
4#175#0x[000009B1] / 2481#1
4#175#0x[00000A00] / 2560#78
4#175#0x[00000AB0] / 2736#23
4#175#0x[00000C00] / 3072#1
4#175#0x[00000C55] / 3157#1
4#175#0x[00000CB0] / 3248#236
4#175#0x[00000CC0] / 3264#247
4#175#0x[00000E00] / 3584#275
4#175#0x[00000E10] / 3600#15
4#175#0x[00000E40] / 3648#676
4#187#0x[00001200] / 4608#78
4#188#0x[00000800] / 2048#13
4#188#0x[00000A00] / 2560#6
4#188#0x[00000BB8] / 3000#5
4#188#0x[00000CC0] / 3264#3
4#188#0x[00000FA0] / 4000#210
4#203#0x[000003C0] / 960#1
4#203#0x[000004B0] / 1200#2
4#203#0x[00000500] / 1280#3
4#203#0x[00000600] / 1536#10
4#203#0x[00000640] / 1600#10
4#203#0x[00000800] / 2048#50
4#227#0x[00000280] / 640#20
4#227#0x[00000640] / 1600#4
4#227#0x[00000780] / 1920#5
4#227#0x[00000800] / 2048#2
4#227#0x[00000A00] / 2560#29
4#227#0x[00000BB8] / 3000#6
4#227#0x[00000CC0] / 3264#40
4#227#0x[00000CFB] / 3323#1
4#227#0x[00000D59] / 3417#1
4#227#0x[00000E18] / 3608#1
4#227#0x[00000FA0] / 4000#998
4#227#1600#1
4#227#2250#1
4#227#2800#1
4#227#2808#1
4#227#3516#1
4#253#0x[00000688] / 1672#20
4#253#0x[00000A00] / 2560#6
4#253#0x[00000FA0] / 4000#280
4#261#0x[00001200] / 4608#19
4#266#0x[000003C0] / 960#1
4#266#0x[000003C7] / 967#1
4#266#0x[000003E8] / 1000#1
4#266#0x[000003FA] / 1018#1
4#266#0x[00000600] / 1536#2
4#266#0x[00000800] / 2048#309
4#266#0x[00000840] / 2112#99
4#266#0x[00000AFD] / 2813#1
4#266#0x[00000B00] / 2816#303
4#267#0x[00000280] / 640#3
4#267#0x[00000320] / 800#1
4#267#0x[00000640] / 1600#82
4#267#0x[00000780] / 1920#27
4#267#0x[00000900] / 2304#305
4#268#0x[00000000] / 0#12
4#268#0x[00000A00] / 2560#140
4#268#0x[00000E58] / 3672#2
4#268#0x[00001320] / 4896#860
4#268#4896#2
4#269#0x[00000280] / 640#1
4#269#0x[00000600] / 1536#1
4#269#0x[00000780] / 1920#19
4#269#0x[00000800] / 2048#6
4#269#0x[00000A00] / 2560#261
4#269#0x[00000AB0] / 2736#30
4#269#0x[00000AE0] / 2784#4
4#269#0x[00000C00] / 3072#161
4#269#0x[00000E40] / 3648#2012
4#269#0x[00000EC0] / 3776#224
4#269#0x[00000F80] / 3968#40
4#269#2736#1
4#269#3245#1
4#269#3461#1
4#269#3471#1
4#269#3648#3
4#309#0x[00000242] / 578#1
4#309#0x[000004E0] / 1248#1
4#309#0x[00000514] / 1300#1
4#309#0x[00000580] / 1408#1
4#309#0x[00000593] / 1427#1
4#309#0x[000005A0] / 1440#3
4#309#0x[000005E0] / 1504#2
4#309#0x[00000630] / 1584#10
4#309#0x[00000640] / 1600#6
4#309#0x[00000780] / 1920#160
4#309#0x[00000800] / 2048#367
4#309#0x[00000840] / 2112#56
4#309#0x[00000A70] / 2672#4
4#309#0x[00000B00] / 2816#1377
4#309#0x[00000BB0] / 2992#5
4#309#0x[00000BB8] / 3000#5
4#309#0x[00000FA0] / 4000#1985
4#309#3000#37
4#309#4000#17
4#310#0x[00000001] / 1#19
4#310#0x[00000280] / 640#3
4#310#0x[00000400] / 1024#1
4#310#0x[00000519] / 1305#1
4#310#0x[0000051C] / 1308#1
4#310#0x[0000055A] / 1370#1
4#310#0x[000005C9] / 1481#1
4#310#0x[000005CE] / 1486#1
4#310#0x[00000603] / 1539#2
4#310#0x[00000631] / 1585#1
4#310#0x[00000640] / 1600#1
4#310#0x[00000675] / 1653#1
4#310#0x[00000677] / 1655#1
4#310#0x[0000067E] / 1662#1
4#310#0x[0000068E] / 1678#1
4#310#0x[000006B9] / 1721#1
4#310#0x[000006E3] / 1763#1
4#310#0x[000006F1] / 1777#1
4#310#0x[000006F9] / 1785#1
4#310#0x[0000072A] / 1834#1
4#310#0x[00000754] / 1876#3
4#310#0x[00000780] / 1920#36
4#310#0x[0000078B] / 1931#1
4#310#0x[0000078C] / 1932#2
4#310#0x[00000800] / 2048#82
4#310#0x[00000817] / 2071#1
4#310#0x[00000828] / 2088#1
4#310#0x[00000835] / 2101#1
4#310#0x[00000875] / 2165#3
4#310#0x[000008CA] / 2250#2
4#310#0x[000008DE] / 2270#1
4#310#0x[00000949] / 2377#1
4#310#0x[0000094A] / 2378#1
4#310#0x[00000952] / 2386#1
4#310#0x[00000959] / 2393#1
4#310#0x[00000980] / 2432#2
4#310#0x[00000990] / 2448#4
4#310#0x[00000A00] / 2560#457
4#310#0x[00000A38] / 2616#1
4#310#0x[00000A7D] / 2685#1
4#310#0x[00000B47] / 2887#5
4#310#0x[00000B9B] / 2971#1
4#310#0x[00000BAA] / 2986#1
4#310#0x[00000BB8] / 3000#38
4#310#0x[00000BFE] / 3070#1
4#310#0x[00000C7A] / 3194#1
4#310#0x[00000CA3] / 3235#1
4#310#0x[00000CC0] / 3264#95
4#310#0x[00000D04] / 3332#7
4#310#0x[00000D40] / 3392#1
4#310#0x[00000D58] / 3416#1
4#310#0x[00000D8E] / 3470#1
4#310#0x[00000DE0] / 3552#22
4#310#0x[00000DF3] / 3571#1
4#310#0x[00000E29] / 3625#1
4#310#0x[00000EE4] / 3812#1
4#310#0x[00000F6D] / 3949#1
4#310#0x[00000F97] / 3991#1
4#310#0x[00000FA0] / 4000#3378
4#310#0x[00001050] / 4176#64
4#310#0x[000010E0] / 4320#344
4#310#3000#8
4#310#4000#45
4#310#4320#17
4#327#0x[0000041C] / 1052#2
4#327#0x[000004B0] / 1200#1
4#327#0x[00000500] / 1280#1
4#327#0x[00000640] / 1600#3
4#327#0x[000006B0] / 1712#9
4#327#0x[00000770] / 1904#1
4#327#0x[00000780] / 1920#2
4#327#0x[00000798] / 1944#1
4#327#0x[00000800] / 2048#5
4#327#0x[00000883] / 2179#1
4#327#0x[000009EB] / 2539#1
4#327#0x[00000A00] / 2560#261
4#328#0x[000004B0] / 1200#1
4#328#0x[00000780] / 1920#80
4#328#0x[000007C6] / 1990#1
4#328#0x[00000A00] / 2560#4
4#334#0x[00000A00] / 2560#129
4#334#0x[00000CA8] / 3240#1
4#334#0x[00000E40] / 3648#29
4#334#0x[000010E0] / 4320#587
4#334#2685#1
4#376#0x[000001A9] / 425#1
4#376#0x[00000280] / 640#1
4#376#0x[00000300] / 768#1
4#376#0x[000003C0] / 960#1
4#376#0x[00000500] / 1280#1
4#376#0x[00000600] / 1536#8
4#376#0x[00000640] / 1600#28
4#376#0x[00000708] / 1800#1
4#376#0x[00000800] / 2048#57
4#376#0x[00000900] / 2304#26
4#376#0x[00000A00] / 2560#4
4#376#0x[00000C00] / 3072#742
4#387#0x[00000A60] / 2656#3
4#387#0x[00000AB0] / 2736#2
4#387#0x[00000E40] / 3648#3
4#387#0x[00000EC0] / 3776#70
4#387#0x[00000F80] / 3968#356
4#399#0x[00001200] / 4608#2
4#400#0x[00000500] / 1280#1
4#400#0x[00000800] / 2048#1
4#400#0x[00000A00] / 2560#7
4#400#0x[00000A20] / 2592#1
4#400#0x[00000CBA] / 3258#1
4#400#0x[00000CC0] / 3264#150
4#400#0x[00000FA0] / 4000#330
4#400#0x[00001050] / 4176#307
4#400#0x[000010E0] / 4320#13
4#400#1200#1
4#400#1830#1
4#400#1864#1
4#400#1938#1
4#400#2432#2
4#400#3143#1
4#400#3456#1
4#400#3608#1
4#400#3779#1
4#400#4320#7
4#400#900#1
4#407#0x[00001200] / 4608#227
4#407#4608#1
4#428#0x[00000800] / 2048#1
4#428#0x[00000BB8] / 3000#9
4#428#0x[00000FA0] / 4000#91
4#429#0x[00000280] / 640#7
4#429#0x[00000500] / 1280#4
4#429#0x[00000640] / 1600#2
4#429#0x[000007EF] / 2031#1
4#429#0x[00000800] / 2048#32
4#429#0x[00000900] / 2304#7
4#429#0x[00000A00] / 2560#25
4#429#0x[00000C00] / 3072#1039
4#429#3072#32
4#453#0x[00000280] / 640#6
4#453#0x[000003C0] / 960#1
4#453#0x[0000046A] / 1130#1
4#453#0x[000004B0] / 1200#5
4#453#0x[00000500] / 1280#2
4#453#0x[00000600] / 1536#19
4#453#0x[00000640] / 1600#13
4#453#0x[00000780] / 1920#18
4#453#0x[00000800] / 2048#132
4#453#0x[00000A00] / 2560#171
4#453#1615#1
4#453#2523#1
4#454#0x[0000012C] / 300#1
4#454#0x[00000137] / 311#1
4#454#0x[00000280] / 640#1
4#454#0x[00000320] / 800#3
4#454#0x[000003C0] / 960#3
4#454#0x[00000400] / 1024#2
4#454#0x[00000500] / 1280#262
4#454#0x[00000550] / 1360#5
4#454#0x[00000600] / 1536#1
4#454#0x[00000640] / 1600#9
4#454#0x[000006B0] / 1712#13
4#454#0x[00000780] / 1920#10
4#454#0x[00000800] / 2048#227
4#454#0x[00000A00] / 2560#1011
4#482#0x[00000001] / 1#11
4#482#0x[00000280] / 640#2
4#482#0x[000002A3] / 675#5
4#482#0x[000002BC] / 700#1
4#482#0x[000003E8] / 1000#1
4#482#0x[00000410] / 1040#1
4#482#0x[000004B0] / 1200#9
4#482#0x[000004E0] / 1248#9
4#482#0x[00000500] / 1280#3
4#482#0x[00000569] / 1385#11
4#482#0x[00000640] / 1600#3
4#482#0x[000006E8] / 1768#10
4#482#0x[00000780] / 1920#155
4#482#0x[00000800] / 2048#322
4#482#0x[00000840] / 2112#4
4#482#0x[000008A0] / 2208#2
4#482#0x[000009D8] / 2520#42
4#482#0x[00000A00] / 2560#105
4#482#0x[00000A60] / 2656#16
4#482#0x[00000AB0] / 2736#221
4#482#0x[00000AE0] / 2784#326
4#482#0x[00000C00] / 3072#4
4#482#0x[00000C60] / 3168#14
4#482#0x[00000D00] / 3328#24
4#482#0x[00000E40] / 3648#210
4#482#0x[00000EC0] / 3776#1214
4#482#0x[00000F80] / 3968#595
4#482#1132#8
4#482#921#10
4#482#950#1
4#504#0x[00000FA0] / 4000#198
