ifd0_make#ifd0_model#ifd1_bit#Count
4#2345#0000000000000000000#5
4#2368#0001000001101110010#95
4#2412#0001000001101110010#122
4#2531#0001000001101110010#52
4#2534#0001000001101110010#140
4#2545#0001000001101110010#163
4#2574#0001000001101110010#161
4#2577#0000000000000000000#26
4#2577#0001000001101110010#94
4#2590#0000000000000000000#5
4#2590#0000000000000000010#2
4#2590#0001000001101110000#3
4#2590#0001000001101110010#1715
4#2601#0001000001101110010#55
4#2686#0001000001101110010#7
4#2715#0001000001101110010#33
4#2725#0001000001101110010#3
4#2750#0001000001101110010#1
4#2751#0001000001101110010#14
4#2761#0001000001101110010#345
4#2780#0001000001101110010#13
4#2819#0001000001101110010#33
4#2849#0001000001101110010#7
4#2852#0001000001101110010#14
4#2906#0001000001101110010#43
4#2970#0001000001101110010#35
4#2975#0001000001101110010#1
4#2993#0001000001101110010#60
4#3014#0001000001101110010#1
4#3015#0001000001101110010#26
4#3070#0001000001101110010#2
4#3102#0001000001101110010#696
4#3130#0001000001101110010#1
4#3174#0001000001101110010#4
4#3189#0001000001101110010#1
4#3299#0001000001101110010#193
4#3303#0001000001101110010#7
4#3313#0001000001101110010#2
4#3315#0001000001101110010#7
4#3328#0001000001101110010#1
4#3346#0001000001101110010#10
4#3352#0001000001101110010#7
4#3415#0001000001101110010#15
4#3431#0001000001101110010#1
4#3442#0001000001101110010#12
4#3458#0001000001101110010#8
4#3464#0001000001101110010#4
4#3466#0001000001101110010#1453
4#3475#0001000000000110000#1
4#3485#0001000001101110010#6
4#3604#0001000001101110010#12
4#3623#0001000001101110010#21
4#3651#0001000001101110010#2
4#3658#0001000001101110010#1
4#3729#0001000001101110010#69
4#3733#0001000001101110010#7
4#3735#0001000001101110010#44
4#3746#0001000001101110010#1
4#3770#0001000001101110000#1
4#3775#0001000001101110010#2
4#3840#0001000001101110010#5
4#3849#0001000001101110010#2
4#3866#0001000001101110010#9
4#3887#0001000001101110010#1
4#3915#0001000001101110010#13
4#3930#0001000001101110010#1
4#3948#0001000001101110010#3
4#3964#0001000001101110010#1
4#4000#0001000001101110010#22
4#4029#0001000001101110000#1
4#4055#0001000001101110010#3
4#4057#0001000001101110010#2
4#4063#0001000001101110010#3
4#4066#0001000001101110010#1
4#4104#0001000001101110010#1
4#4106#0001000001101110010#1
4#4113#0001000001101110010#2
4#4126#0001000001101110010#17
4#4128#0001000001101110010#17
4#4140#0001000001101110010#15
4#4151#0001000001101110010#1
4#4156#0001000001101110010#1
4#4163#0001000001101110000#13
4#4179#0001000001101110010#31
4#4185#0001000001101110010#1
4#4190#0001000001101110000#1
4#4215#0001000001101110010#1
4#4268#0001000001101110010#9
4#4282#0001000001101110010#1
4#4290#0001000001101110010#1
4#4300#0001000001101110010#1
4#4313#0001000001101110010#1
5#7#0000000000000110000#1
5#7#0001000001101110000#805
5#25#0000000000000000000#233
5#25#0001000001101110000#94
5#25#1101000001101110000#2901
5#26#0000000000000000000#205
5#26#0001000001101110000#18
5#26#1101000001101110000#1635
5#38#1101000001101110000#3
5#39#1101000001101110000#348
5#59#0000000000000000000#1
5#59#0001000001101110000#24
5#77#0000000000000000000#25
5#77#1101000001101110000#354
5#91#1101000001101110000#20
5#105#1101000001101110000#25
5#112#0000000000000000000#100
5#112#1101000000000000000#2
5#112#1101000000000110000#2160
5#112#1101000001101110000#1
5#134#0000000000000000000#20
5#134#1101000001101110000#366
5#135#1101000001101110000#186
5#155#0000000000000000000#1
5#155#0001000001101110000#50
5#160#0000000000000000000#2
5#160#0001000001101110000#354
5#178#0001000001101110000#72
5#216#0000000000000000000#109
5#216#0001000001101110000#14
5#216#1101000001101110000#1700
5#221#0000000000000000000#67
5#221#1101000001101000000#2
5#221#1101000001101110000#737
5#223#0000000000000000000#51
5#223#0001000000000000000#4
5#223#1101000001101000000#1
5#223#1101000001101110000#301
5#225#0000000000000000000#9
5#225#1101000001101110000#59
5#256#0000000000000000000#28
5#256#1101000001101110000#26
5#270#0000000000000000000#375
5#270#0001000001101110000#19
5#270#0001000001101110010#41
5#270#1101000001101000000#1
5#270#1101000001101110000#2522
5#273#0000000000000000000#6
5#273#0001000001101110000#14
5#273#1101000001101110000#704
5#301#0000000000000000000#22
5#301#1101000001101110000#401
5#302#0000000000000000000#37
5#302#0000000000000110000#130
5#302#0001000001101110000#563
5#311#0001000001101110000#43
5#317#0000000000000000000#69
5#317#0000000000000110000#14
5#317#0001000001101110000#108
5#317#1101000001101110000#7430
5#344#0001000001101110000#6
5#345#0000000000000000000#1
5#345#1101000001101110000#24
5#346#0000000000000000000#1
5#346#0001000000001110000#65
5#347#0000000000000000000#1
5#347#1101000001101110000#55
5#348#0000000000000000000#176
5#353#0001000001101110000#181
5#377#0000000000000000000#2
5#377#1100000000000000000#1
5#377#1101000001101110000#199
5#388#0000000000000000000#1
5#388#1101000001101110000#46
5#403#0000000000000000000#45
5#403#0001000001101110000#1
5#443#1101000001101110000#6
5#466#0000000000000000000#1
5#466#0001000001101110010#1
5#466#1101000001101110010#165
5#509#0000000000000000000#1
5#509#1101000001101110000#6
5#511#0000000000000000000#13
5#511#1101000001101110000#257
5#541#0000000000000000000#39
5#541#0001000001101110000#7
5#541#1101000001101110000#272
5#593#0001000001101110000#44
5#603#0000000000000000000#1
5#603#1101000001101110000#299
5#623#0000000000000000000#1
5#623#0001000000001110000#340
5#648#0001000000000110000#254
5#653#0000000000000000000#17
5#653#0001000001101110000#356
5#670#0001000001101110000#150
5#671#0000000000000000000#162
5#671#1101000001101110000#735
5#672#0000000000000000000#36
5#672#1101000001101110000#46
5#673#0001000001101110000#8
5#673#1101000001101110000#142
5#701#0000000000000000000#8
5#701#1101000001101110000#39
5#703#0000000000000000000#18
5#703#1101000001101110000#840
5#740#0000000000000000000#1
5#740#0001000001101110000#3
5#740#1101000001101110000#180
5#744#0001000001101110000#2
5#746#1101000001101110000#71
5#747#0000000000000000000#311
5#747#0001000001101110000#702
5#787#1101000001101110000#66
5#866#1101000001101110010#96
5#887#0000000000000000000#11
5#887#0000000000000110000#10
5#887#1101000001101110000#918
5#954#0001000000000110000#2
5#963#1101000001101110000#58
5#967#0001000001101110000#703
5#972#0001000001101110000#4
5#972#1101000001101110000#4
5#980#0000000000000110000#1
5#980#1101000001101110000#34
5#981#1101000001101110000#9
5#1018#0001000000000110000#13
5#1018#1101000001101110000#332
5#1064#0001000001101110000#4
5#1173#0001000000000110000#191
5#1180#0000000000000000000#13
5#1180#0001000000000110000#4
5#1181#0000000000000000000#5
5#1181#0001000001101110000#281
5#1245#0000000000000000000#13
5#1267#0001000000000110000#51
5#1309#0000000000000000000#16
5#1309#0000000001101000000#6
5#1371#0001000001101110000#14
5#1372#1101000001101110000#6
5#1373#1101000000000110000#6
5#1456#1101000001101110000#8
5#1492#1101000001101110000#43
5#1511#0000000000000000000#187
5#1511#0001000001101110000#25
5#1512#0000000000000000000#65
5#1512#0001000001101110000#13
5#1552#1101000001101110000#27
5#1576#0001000001101110000#9
5#1578#1101000001101110000#111
5#1584#1101000001101110000#161
5#1604#0000000000000000000#11
5#1604#1101000001101110000#168
5#1606#0001000001101110000#81
5#1615#0000000000000000000#3
5#1615#0001000001101110000#15
5#1645#1111111111101000000#37
5#1649#0001000001101110000#11
5#1650#0001000001101110000#200
5#1674#0000000000000000000#23
5#1674#1101000001101110000#138
5#1731#0000000000000000000#4
5#1731#1101000001101110000#5
5#1741#0000000000000000000#2
5#1741#0001000001101110000#15
5#1743#0000000000000000000#1
5#1743#0001000001101110000#6
5#1743#1101000001101110000#10
5#1749#0001000001101110000#22
5#1754#0001000001101110000#16
5#1761#0000000000000000000#26
5#1761#0001000001101110000#4
5#1761#1101000001101110000#271
5#1773#0000000000000000000#6
5#1791#0001000001101110000#38
5#1792#0000000000000000000#2
5#1792#0001000000000110000#1
5#1792#0001000001101110000#368
5#1793#0001000000001110000#52
5#1798#0000000000000000000#230
5#1798#1101000001101110000#488
5#1812#0000000000000000000#4
5#1812#0001000001101110000#27
5#1826#0001000000000110000#15
5#1841#0000000000000000000#8
5#1842#0000000000000000000#1
5#1842#0001000001101110000#35
5#1848#1101000001101110000#7
5#1871#1101000001101110000#127
5#1879#0000000000000000000#1
5#1885#0001000000000110000#8
5#1885#0001000001101110000#1
5#1885#1101000000000110000#41
5#1890#0001000001101110000#7
5#1920#0001000001101110000#39
5#1929#1101000001101110000#97
5#1956#0000000000000000000#13
5#1956#0001000001101110000#37
5#1969#1101000001101110000#64
5#1970#0001000001101110000#221
5#1971#0000000000000000000#120
5#1972#1101000001101110000#12
5#1973#1101000001101110000#151
5#1974#1101000001101110000#53
5#1975#0000000000000000000#37
5#1975#1101000001101110010#32
5#1976#0000000000000000000#11
5#1977#1101000001101110000#21
5#1978#1101000001101110000#55
5#1979#0001000001101110000#75
5#1980#0000000000000000000#2
5#1981#0001000001101110000#77
5#1999#0000000000000000000#4
5#2006#1101000001101110000#30
5#2017#1111111111101000000#6
5#2019#0001000001101110000#39
5#2044#0000000000000000000#47
5#2044#1101000001101110000#471
5#2045#0000000000000000000#11
5#2045#1101000001101110000#289
5#2050#0000000000000000000#29
5#2056#0001000001101110000#559
5#2073#1101000001101110000#6
5#2082#1101000001101110000#8
5#2085#0000000000000000000#2
5#2085#1101000001101110000#28
5#2091#0001000001101110000#216
5#2094#1101000001101110000#151
5#2105#0001000001101110000#236
5#2127#0001000001101110010#64
5#2140#0000000000000000000#3
5#2140#1101000001101110000#43
5#2154#0001000001101110000#150
5#2155#0001000001101110000#24
5#2182#0000000000000000000#6
5#2182#0001000001101110000#3
5#2210#1101000001101110000#18
5#2234#0001000001101110000#96
5#2261#0000000000000000000#176
5#2261#0001000001101110000#10
5#2261#1101000001101110000#221
5#2267#0000000000000000000#50
5#2267#1101000001101110000#49
5#2273#1101000001101110000#15
5#2284#0000000000000000000#1
5#2284#1101000001101110000#264
5#2288#1101000001101110010#8
5#2319#0001000001101110000#17
5#2337#1101000001101110000#30
5#2342#0000000000000000000#4
5#2356#0001000001101110000#152
5#2367#0000000000000000000#1
5#2367#0001000001101110000#890
5#2373#0000000000000000000#130
5#2373#0001000001101110010#25
5#2373#1101000000000110000#50
5#2390#0000000000000000000#7
5#2390#1101000001101110000#34
5#2393#0000000000000000000#6
5#2393#1101000001101110000#320
5#2396#0001000001101110000#16
5#2415#0001000001101110000#108
5#2421#0000000000000000000#1
5#2421#1101000001101110000#71
5#2424#0001000001101110000#19
5#2434#0001000001101110000#77
5#2455#1101000001101110000#151
5#2483#0001000001101110000#152
5#2494#0001000001101110000#2
5#2494#1101000001101110000#148
5#2496#0001000001101110000#83
5#2500#0000000000000000000#112
5#2502#1101000001101110000#79
5#2503#0001000001101110000#5
5#2505#1101000001101110000#105
5#2512#1101000001101110000#9
5#2520#0000000000000000000#36
5#2520#0001000001101110000#93
5#2521#0001000000000110000#20
5#2524#0001000001101110010#11
5#2535#0001000001101110000#29
5#2543#1101000001101110000#150
5#2550#0000000000000000000#4
5#2550#1101000001101110000#1
5#2554#0001000001101110000#126
5#2555#1101000001101110000#36
5#2563#1101000001101110000#7
5#2564#1101000001101110000#30
5#2707#0000000000000000000#1
5#2707#0001000001101110010#27
5#2836#0001000001101110010#42
5#2905#0001000001101110010#12
5#3048#0001000001101110010#4
5#3242#0001000001101110000#102
5#3284#0001000001101110000#295
5#3331#0001000001101110000#6
5#3337#0001000001101110000#43
5#3341#0001000001101110000#150
5#3345#0001000001101110000#7
5#3349#0001000001101110000#9
5#3369#0001000001101110000#1
5#3381#0001000001101110000#26
5#3384#0001000001101110000#30
5#3388#0001000001101110000#4
5#3411#0001000001101110000#22
5#3412#1111111111101000000#1
5#3425#0001000001101110000#23
5#3426#0001000001101110000#8
5#3436#0001000001101110000#2
5#3449#0001000001101110000#151
5#3462#0001000001101110000#3
5#3470#1101000001101110010#1
5#3473#0001000001101110000#1
5#3479#0001000001101110000#4
5#3483#0000000000000000000#1
5#3483#0001000001101110000#41
5#3495#0001000001101110000#65
5#3502#0001000001101110000#15
5#3518#0001000001101110000#1
5#3525#0001000001101110000#173
5#3526#0001000001101110000#10
5#3528#0001000001101110000#1
5#3529#0001000001101110000#152
5#3535#0001000001101110000#2
5#3536#0001000001101110000#11
5#3550#0001000001101110000#1
5#3553#0001000001101110000#13
5#3559#0001000001101110000#2
5#3565#0001000001101110000#9
5#3580#1101000001101110000#1
5#3581#0001000001101110000#1
5#3595#0001000001101110000#9
5#3597#0001000001101110000#3
5#3603#1101000001101110000#2
5#3611#0001000001101110000#2
5#3615#0001000001101110000#18
5#3627#0001000001101110000#7
5#3629#0001000001101110000#25
5#3630#0001000001101110000#1
5#3631#0001000001101110000#16
5#3639#0001000001101110000#37
5#3653#0001000001101110000#1
5#3654#0001000001101110000#4
5#3660#0001000001101110000#3
5#3665#0001000001101110000#4
5#3672#1101000001101110000#299
5#3673#0001000001101110000#20
5#3682#0001000001101110000#1
5#3684#0001000001101110000#1
5#3686#0001000001101110000#20
5#3740#0001000001101110000#1
5#3745#0000000000000000000#1
5#3745#0001000001101110000#35
5#3747#0001000001101110000#1
5#3749#0001000001101110000#1
5#3756#1101000001101110000#4
5#3762#0001000001101110000#4
5#3769#0001000001101110000#8
5#3771#0001000001101110000#7
5#3777#1101000001101110000#6
5#3779#0000000000000000000#1
5#3779#1101000001101110000#2
5#3782#1111000001101110000#2
5#3792#0001000001101110000#35
5#3795#0001000001101110000#3
5#3798#0001000001101110010#1
5#3809#0001000001101110000#3
5#3818#1101000001101110010#1
5#3827#0001000001101110000#1
5#3829#0001000001101110000#1
5#3834#0001000001101110000#2
5#3836#0001000001101110000#20
5#3838#0001000001101110000#2
5#3839#0001000001101110000#1
5#3841#0001000001101110000#7
5#3844#0001000001101110000#1
5#3846#1111111111101000000#1
5#3847#0001000001101110000#1
5#3855#1101000001101110000#3
5#3857#0000000000000000000#1
5#3859#0001000001101110000#4
5#3873#0001000001101110000#1
5#3874#0000000000000000000#1
5#3877#0000000000000000000#8
5#3877#0001000001101110000#1
5#3877#1101000001101110000#203
5#3882#0001000000000110000#2
5#3889#1101000001101110000#2
5#3897#0001000001101110000#5
5#3898#0000000000000000000#1
5#3900#0000000000000000000#1
5#3900#0001000001101110000#50
5#3902#0001000001101110000#1
5#3905#1101000001101110000#1
5#3910#0001000001101110000#16
5#3912#0001000001101110000#1
5#3922#0000000000000000000#1
5#3922#1101000001101110000#42
5#3928#1111111111101000000#3
5#3935#1101000000000110000#3
5#3936#1101000001101110000#1
5#3940#1101000001101110000#7
5#3946#0001000001101110000#1
5#3957#0001000001101110010#1
5#3966#0001000001101110000#8
5#3980#0001000001101110000#13
5#3984#0001000001101110000#12
5#3986#0000000000000000000#1
5#3987#0000000000000000000#8
5#3987#1101000001101110000#78
5#4003#1101000001101110010#2
5#4006#0000000000000000000#2
5#4006#1101000001101110000#10
5#4012#0001000001101110000#2
5#4015#0001000001101110000#8
5#4016#1101000001101110000#4
5#4019#0001000001101110000#2
5#4030#0001000001101110000#4
5#4031#1101000001101110000#1
5#4032#0001000001101110000#2
5#4033#0001000000001110000#21
5#4035#0001000001101110000#2
5#4041#0001000001101110000#1
5#4043#1101000001101110000#1
5#4044#0000000000000000000#1
5#4044#0001000000001110000#18
5#4047#0001000001101110000#1
5#4049#1101000001101110010#1
5#4052#1101000001101110000#2
5#4053#1101000001101110000#3
5#4068#0001000001101110000#12
5#4071#0001000001101110000#5
5#4073#0001000001101110000#8
5#4080#1101000001101110000#5
5#4082#0001000001101110000#16
5#4085#1101000001101110000#1
5#4086#1101000001101110000#1
5#4089#0001000001101110000#5
5#4090#0001000001101110000#1
5#4092#0001000000001110000#5
5#4096#1101000001101110000#1
5#4097#0001000001101110000#11
5#4099#1101000001101110000#1
5#4101#1101000001101110000#2
5#4102#0000000000000000000#7
5#4102#1101000001101110000#79
5#4108#0001000001101110000#41
5#4109#0001000001101110000#5
5#4131#0001000000001110000#1
5#4133#0001000001101110000#8
5#4134#1111111111101000000#2
5#4135#0001000001101110000#19
5#4141#0001000001101110000#1
5#4143#0001000001101110000#1
5#4144#1101000001101110000#1
5#4146#0001000001101110000#1
5#4161#1101000001101110000#1
5#4164#0001000001101110000#1
5#4165#0000000000000000000#5
5#4165#1101000001101110000#3
5#4168#0001000000001110000#3
5#4183#0001000001101110000#1
5#4191#0001000001101110000#25
5#4192#1101000001101110000#1
5#4195#1101000001101110000#5
5#4198#1101000001101110000#2
5#4199#1101000001101110000#3
5#4210#0000000000000000000#1
5#4210#1101000001101110000#1
5#4213#0001000001101110000#21
5#4220#0001000001101110000#4
5#4221#0001000001101110000#2
5#4241#1101000001101110000#7
5#4248#0001000001101110000#3
5#4250#0001000001101110000#1
5#4251#1101000001101110000#1
5#4258#1101000000000110000#2
5#4263#1101000001101110000#1
5#4266#1101000001101110000#1
5#4269#1101000001101110000#1
5#4271#0001000001101110000#2
5#4281#1101000001101110000#1
5#4283#1101000001101110000#94
5#4284#0000000000000000000#1
5#4286#0001000001101110000#1
5#4291#0000000000000000000#1
5#4295#0001000001101110000#1
5#4299#0000000000000000000#1
5#4304#0000000000000000000#1
5#4309#0001000000001110000#1
5#4310#0001000000001110000#1
5#4311#1101000000000110000#1
5#4317#0000000000000000000#2
6#8#0000000000000000000#261
6#8#0001000000000110000#1
6#8#0001000001101000010#4
6#8#0001000001101110000#50
6#8#0001000001101110010#12401
6#12#0000000000000000000#45
6#12#0001000001101110000#4
6#12#0001000001101110010#2215
6#14#0000000000000000000#185
6#14#0000000000000110000#1
6#14#0001000001101110000#16
6#14#0001000001101110010#6819
6#16#0000000000000000000#301
6#16#0001000001101000000#11
6#16#0001000001101110000#124
6#16#0001000001101110010#3727
6#81#0000000000000000000#8
6#81#0001000001101110000#7
6#81#0001000001101110010#6443
6#85#0000000000000000000#49
6#85#0001000001101000010#4
6#85#0001000001101110000#6
