ifd0_make#ifd0_model#marker_order#Count
4#227#1:2:3:3:4:5:5:5:5:6:7#1
4#227#1:2:3:4:5:6:7#5
4#227#1:2:3:4:5:9:6:7#24
4#227#1:2:4:3:5:6:7#7
4#253#1:2:12:3:4:5:9:6:7#127
4#253#1:2:3:3:4:5:5:5:5:6:7#3
4#253#1:2:4:3:5:6:7#1
4#253#1:8:2:3:3:4:5:5:5:5:6:7#175
4#261#1:2:12:3:4:5:9:6:7#19
4#266#1:2:3:3:4:5:5:5:5:6:7#107
4#266#1:2:3:4:5:9:6:7#461
4#266#1:8:2:3:3:4:5:5:5:5:6:7#150
4#267#1:2:3:3:4:5:5:5:5:6:7#80
4#267#1:2:3:4:5:9:6:7#288
4#267#1:2:3:5:4:6:7#12
4#267#1:8:2:3:3:4:5:5:5:5:6:7#38
4#268#1:2:12:3:3:4:5:5:5:5:6:7#2
4#268#1:2:12:3:4:5:9:6:7#822
4#268#1:2:3:3:4:5:5:5:5:6:7#158
4#268#1:8:2:3:3:4:5:5:5:5:6:7#34
4#269#1:2:12:3:3:4:5:5:5:5:6:7#30
4#269#1:2:12:3:4:5:9:6:7#2542
4#269#1:2:3:3:4:5:5:5:5:6:7#2
4#269#1:2:3:4:5:6:7#7
4#269#1:2:3:4:5:9:6:7#30
4#269#1:8:2:3:3:4:5:5:5:5:6:7#155
4#309#1:2:12:3:3:4:5:5:5:5:6:7#35
4#309#1:2:12:3:4:5:9:6:7#2784
4#309#1:2:2:12:3:3:4:5:5:5:5:6:7#4
4#309#1:2:3:3:4:5:5:5:5:6:7#51
4#309#1:2:3:3:5:4:6:7#2
4#309#1:2:3:4:5:9:6:7#973
4#309#1:2:8:12:3:3:4:5:5:5:5:6:7#37
4#309#1:8:2:12:3:3:4:5:5:5:5:6:7#67
4#309#1:8:2:3:3:4:5:5:5:5:6:7#86
4#310#1:2:12:3:3:4:5:5:5:5:6:7#187
4#310#1:2:12:3:4:5:9:6:7#4065
4#310#1:2:3:3:4:5:5:5:5:6:7#35
4#310#1:2:3:4:5:6:7#53
4#310#1:2:3:4:5:9:6:7#85
4#310#1:2:4:3:5:6#1
4#310#1:2:4:3:5:6:7#38
4#310#1:8:2:3:3:4:5:5:5:5:6:7#215
4#327#1:2:3:3:4:5:5:5:5:6:7#17
4#327#1:2:3:4:5:9:6:7#269
4#327#1:2:3:5:4:6:7#2
4#328#1:2:3:3:4:5:5:5:5:6:7#2
4#328#1:2:3:4:5:9:6:7#4
4#328#1:8:2:3:3:4:5:5:5:5:6:7#80
4#334#1:2:12:3:4:5:9:6:7#728
4#334#1:2:3:4:5:6:7#1
4#334#1:8:2:3:3:4:5:5:5:5:6:7#18
4#376#1:2:3:3:4:5:5:5:5:6:7#46
4#376#1:2:3:3:5:4:6:7#18
4#376#1:2:3:4:5:9:6:7#735
4#376#1:2:3:5:4:6:7#2
4#376#1:8:2:3:3:4:5:5:5:5:6:7#70
4#387#1:2:12:3:4:5:9:6:7#434
4#399#1:2:12:3:4:5:9:6:7#2
4#400#1:2:12:3:3:4:5:5:5:5:6:7#1
4#400#1:2:12:3:4:5:9:6:7#804
4#400#1:2:3:4:5:6:7#18
4#400#1:2:3:4:5:9:6:7#2
4#400#1:2:4:3:5:6:7#4
4#407#1:2:12:3:4:5:9:6:7#227
4#407#1:8:2:3:3:4:5:5:5:5:6:7#1
4#428#1:2:12:3:4:5:9:6:7#1
4#428#1:8:2:3:3:4:5:5:5:5:6:7#100
4#429#1:2:3:3:4:5:5:5:5:6:7#9
4#429#1:2:3:4:5:9:6:7#1063
4#429#1:8:2:3:3:4:5:5:5:5:6:7#77
4#453#1:2:3:3:4:5:5:5:5:6:7#31
4#453#1:2:3:4:5:6:7#2
4#453#1:2:3:4:5:9:6:7#222
4#453#1:2:3:5:4:6:7#1
4#453#1:8:2:3:3:4:5:5:5:5:6:7#114
4#454#1:2:3:3:4:5:5:5:5:6:7#55
4#454#1:2:3:4:5:9:6:7#1432
4#454#1:8:2:3:3:4:5:5:5:5:6:7#62
4#482#1:2:3:3:4:5:5:5:5:6:7#107
4#482#1:2:3:3:5:4:6:7#78
4#482#1:2:3:4:5:6:7#19
4#482#1:2:3:4:5:9:6:7#2924
4#482#1:8:2:3:3:4:5:5:5:5:6:7#211
4#504#1:2:12:3:4:5:9:6:7#198
4#506#1:2:12:3:4:5:9:6:7#50
4#507#1:2:12:3:4:5:9:6:7#95
4#508#1:2:12:3:5:4:6:7#8
4#516#1:2:3:3:4:5:5:5:5:6:7#53
4#516#1:2:3:4:5:6:7#414
4#516#1:2:3:4:5:9:6#1
4#516#1:2:3:4:5:9:6:7#1660
4#516#1:2:4:3:5:6:7#1
4#516#1:8:2:3:3:4:5:5:5:5:6:7#215
4#523#1:2:3:3:4:5:5:5:5:6:7#1
4#523#1:2:3:4:5:9:6:7#102
4#535#1:2:3:3:4:5:5:5:5:6:7#1
4#535#1:2:3:4:5:6:7#1
4#535#1:2:3:4:5:9:6:7#219
4#536#1:2:12:3:4:5:9:6:7#342
4#536#1:8:2:3:3:4:5:5:5:5:6:7#63
4#537#1:2:12:3:4:5:9:6:7#15
4#538#1:2:12:3:4:5:9:6:7#440
4#538#1:2:3:4:5:6:7#1
4#538#1:2:3:4:5:9:6:7#4
4#538#1:2:4:3:5:6:7#2
4#539#1:2:12:3:4:5:9:6:7#1034
4#539#1:2:3:4:5:9:6#1
4#539#1:2:3:4:5:9:6:7#174
4#557#1:2:3:4:5:9:6:7#579
4#557#1:8:2:3:3:4:5:5:5:5:6:7#26
4#558#1:2:3:3:4:5:5:5:5:6:7#7
4#558#1:2:3:4:5:9:6:7#232
4#559#1:2:3:3:4:5:5:5:5:6:7#35
4#559#1:2:3:4:5:9:6:7#376
4#560#1:2:12:3:4:5:9:6:7#312
4#560#1:2:3:4:5:9:6:7#1
4#585#1:2:3:3:4:5:5:5:5:6:7#70
4#585#1:2:3:4:5:9:6:7#1117
4#585#1:2:3:5:4:6:7#1
4#585#1:8:2:3:3:4:5:5:5:5:6:7#150
4#592#1:2:3:3:4:5:5:5:5:6:7#9
4#592#1:2:3:4:5:9:6:7#116
4#625#1:2:11:3:3:4:5:5:5:5:6:7#10
4#625#1:2:3:3:4:5:5:5:5:6:7#146
4#625#1:2:3:4:5:9:6:7#2660
4#625#1:3:2:4:5:9:6:7#148
4#625#1:3:3:2:4:5:5:5:5:6:7#2
4#625#1:8:2:3:3:4:5:5:5:5:6:7#1
4#631#1:2:12:3:4:5:9:6:7#790
4#631#1:2:2:12:3:3:4:5:5:5:5:6:7#2
4#631#1:2:3:3:4:5:5:5:5:6:7#1
4#631#1:2:3:4:5:9:6:7#4
4#632#1:2:3:5:4:6:7#29
4#636#1:2:3:3:4:5:5:5:5:6:7#2
4#636#1:2:3:5:4:6:7#70
4#636#1:8:2:3:3:4:5:5:5:5:6:7#157
4#639#1:2:3:3:4:5:5:5:5:6:7#24
4#639#1:2:3:3:5:4:6:7#18
4#639#1:2:3:4:5:9:6:7#343
4#647#1:2:3:5:4:6:7#31
4#681#1:2:3:3:4:5:5:5:5:6:7#54
4#681#1:2:3:4:5:9:6:7#695
4#681#1:2:3:5:4:6:7#2
4#681#1:2:4:3:5:6:7#1
4#681#1:8:2:3:3:4:5:5:5:5:6:7#103
4#692#1:11:2:12:3:4:5:9:6:7#1
4#692#1:2:12:3:3:4:5:5:5:5:6:7#27
4#692#1:2:12:3:4:5:9:6:7#881
4#692#1:2:2:12:3:3:4:5:5:5:5:6:7#1
4#692#1:2:3:3:4:5:5:5:5:6:7#4
4#692#1:2:3:4:5:6:7#1
4#692#1:2:3:4:5:9:6:7#1
4#692#1:8:2:3:3:4:5:5:5:5:6:7#24
4#693#1:2:3:3:4:5:5:5:5:6:7#22
4#693#1:2:3:4:5:6:7#4
4#693#1:2:3:4:5:9:6:7#89
4#705#1:2:3:3:4:5:5:5:5:6:7#98
4#705#1:2:3:4:5:6:7#40
4#705#1:2:3:4:5:9:6:7#937
4#705#1:3:2:4:5:9:6:7#7
4#705#1:3:2:4:9:5:6:7#24
4#705#1:8:2:3:3:4:5:5:5:5:6:7#151
4#707#1:2:12:3:4:5:9:6:7#368
4#726#1:2:12:3:3:4:5:5:5:5:6:7#5
4#726#1:2:12:3:4:5:9:6#1
4#726#1:2:12:3:4:5:9:6:7#1347
4#726#1:2:3:3:4:5:5:5:5:6:7#8
4#726#1:2:3:4:5:9:6:7#11
4#726#1:2:4:3:5:6:7#1
4#726#1:8:2:12:3:3:4:5:5:5:5:6:7#4
4#774#1:2:3:3:4:5:5:5:5:6:7#18
4#774#1:2:3:3:5:4:6:7#1
4#774#1:2:3:4:5:9:6:7#237
4#780#1:2:12:3:3:4:5:5:5:5:6:7#1
4#780#1:2:12:3:4:5:9:6:7#1538
4#780#1:2:3:4:5:9:6:7#5
4#780#1:8:2:3:3:4:5:5:5:5:6:7#14
4#830#1:2:3:3:4:5:5:5:5:6:7#21
4#830#1:2:3:4:5:9:6:7#35
4#865#1:2:12:3:3:4:5:5:5:5:6:7#1
4#865#1:2:12:3:4:5:9:6:7#1572
4#865#1:2:3:3:4:5:5:5:5:6:7#1
4#865#1:2:3:4:5:9:6:7#17
4#865#1:2:3:5:4:6:7#16
4#865#1:8:2:3:3:4:5:5:5:5:6:7#109
4#868#1:2:12:3:4:5:9:6:7#85
4#884#1:2:12:3:3:4:5:5:5:5:6:7#49
4#884#1:2:12:3:4:5:9:6:7#378
4#884#1:2:3:3:4:5:5:5:5:6:7#1
4#884#1:2:3:4:5:9:6:7#22
4#884#1:2:3:5:4:6:7#88
4#899#1:2:3:3:4:5:5:5:5:6:7#27
4#899#1:2:3:3:5:4:6:7#2
4#899#1:2:3:4:5:6:7#1
4#899#1:2:3:4:5:9:6#1
4#899#1:2:3:4:5:9:6:7#380
4#899#1:2:3:5:4:6:7#8
4#899#1:8:2:3:3:4:5:5:5:5:6:7#8
4#901#1:2:3:3:4:5:5:5:5:6:7#3
4#901#1:2:3:4:5:9:6:7#779
4#901#1:8:2:3:3:4:5:5:5:5:6:7#4
4#907#1:2:3:3:4:5:5:5:5:6:7#20
4#907#1:2:3:4:5:9:6:7#527
4#907#1:8:2:3:3:4:5:5:5:5:6:7#60
4#912#1:2:3:3:4:5:5:5:5:6:7#20
4#912#1:2:3:4:5:9:6:7#191
4#917#1:2:12:3:4:5:9:6:7#7
4#921#1:2:12:3:3:4:5:5:5:5:6:7#1
4#921#1:2:12:3:4:5:9:6:7#281
4#921#1:8:2:3:3:4:5:5:5:5:6:7#5
4#936#1:2:3:4:5:9:6:7#74
4#971#1:2:12:3:3:4:5:5:5:5:6:7#6
4#971#1:2:12:3:4:5:9:6:7#740
4#971#1:2:3:3:4:5:5:5:5:6:7#7
4#971#1:2:3:4:5:9:6:7#1
4#971#1:2:4:3:5:6:7#3
4#971#1:8:2:3:3:4:5:5:5:5:6:7#114
4#984#1:2:3:3:4:5:5:5:5:6:6#1
4#984#1:2:3:3:4:5:5:5:5:6:7#206
4#984#1:2:3:4:5:6:7#20
4#984#1:2:3:4:5:9:6#1
4#984#1:2:3:4:5:9:6:7#513
4#984#1:8:2:3:3:4:5:5:5:5:6:7#196
4#985#1:2:12:3:4:5:9:6:7#150
4#988#1:2:12:3:4:5:9:6:7#151
4#998#1:2:3:4:5:9:6#3
4#998#1:2:3:4:5:9:6:7#556
4#998#1:8:2:3:3:4:5:5:5:5:6:7#34
4#999#1:2:12:3:4:5:9:6:7#138
4#999#1:8:2:3:3:4:5:5:5:5:6:7#43
4#1007#1:2:3:3:4:5:5:5:5:6:7#2
4#1007#1:2:3:4:5:9:6:7#78
4#1013#1:2:12:3:4:5:9:6:7#1
4#1013#1:8:2:3:3:4:5:5:5:5:6:7#25
4#1019#1:2:3:3:4:5:5:5:5:6:7#65
4#1019#1:2:3:3:5:4:6:7#42
4#1019#1:2:3:4:5:6:7#1
4#1019#1:2:3:4:5:9:6:7#305
4#1030#1:2:12:3:3:4:5:5:5:5:6:7#150
4#1030#1:2:12:3:4:5:9:6:7#148
4#1030#1:8:2:3:3:4:5:5:5:5:6:7#100
4#1044#1:2:3:3:4:5:5:5:5:6:7#37
4#1044#1:2:3:4:5:6:7#1
4#1044#1:2:3:4:5:9:6:7#389
4#1060#1:2:2:3:3:4:5:5:5:5:6:7#7
4#1060#1:2:3:11:3:4:5:5:5:5:6:7#1
4#1060#1:2:3:3:4:5:5:5:5:6:7#87
4#1060#1:2:3:4:5:9:6:7#800
4#1060#1:2:3:5:4:6:7#2
4#1060#1:2:4:3:5:6:7#3
4#1060#1:8:2:3:3:4:5:5:5:5:6:7#92
4#1066#1:2:3:3:4:5:5:5:5:6:7#157
4#1066#1:2:3:4:5:9:6:7#1676
4#1066#1:8:2:3:3:4:5:5:5:5:6:7#258
4#1086#1:2:3:4:5:9:6:7#125
4#1113#1:2:12:3:4:5:9:6:7#242
4#1114#1:2:12:3:4:5:9:6:7#36
4#1114#1:2:4:3:5:6:7#1
4#1114#1:8:2:3:3:4:5:5:5:5:6:7#5
4#1117#1:2:3:3:4:5:5:5:5:6:7#76
4#1117#1:2:3:4:5:6:7#1
4#1117#1:2:3:4:5:9:6:7#563
4#1117#1:8:2:3:3:4:5:5:5:5:6:7#10
4#1141#1:2:12:3:4:5:9:6:7#147
4#1172#1:2:3:3:4:5:5:5:5:6:7#5
4#1172#1:2:3:4:5:9:6:7#87
4#1172#1:2:4:3:5:6:7#4
4#1196#1:2:12:3:3:4:5:5:5:5:6:7#1
4#1196#1:2:12:3:4:5:9:6:7#623
4#1196#1:2:3:4:5:9:6:7#22
4#1260#1:2:3:3:4:5:5:5:5:6:7#43
4#1260#1:2:3:3:5:4:6:7#55
4#1260#1:2:3:4:5:6:7#7
4#1260#1:2:3:4:5:9:6:7#507
4#1260#1:8:2:3:3:4:5:5:5:5:6:7#28
4#1264#1:2:3:3:4:5:5:5:5:6:7#73
4#1264#1:2:3:4:5:9:6:7#48
4#1266#1:2:12:3:3:4:5:5:5:5:6:7#19
4#1266#1:2:12:3:4:5:9:6:7#363
4#1266#1:8:2:3:3:4:5:5:5:5:6:7#11
4#1295#1:2:3:3:4:5:5:5:5:6:7#6
4#1295#1:2:3:4:5:9:6:7#327
4#1296#1:2:3:3:4:5:5:5:5:6:7#2
4#1296#1:2:3:4:5:9:6:7#836
4#1296#1:2:4:3:5:6:7#47
4#1308#1:2:12:3:3:4:5:5:5:5:6:7#3
4#1308#1:2:12:3:4:5:9:6:7#1072
4#1308#1:2:3:3:4:5:5:5:5:6#1
4#1308#1:2:3:3:4:5:5:5:5:6:7#330
4#1308#1:2:3:3:5:4:6:7#2
4#1308#1:2:3:4:5:9:6:7#1
4#1308#1:8:2:3:3:4:5:5:5:5:6:7#4
4#1369#1:2:3:4:5:6:7#9
4#1423#1:2:3:3:4:5:5:5:5:6:7#5
4#1423#1:2:3:4:5:9:6:7#57
4#1423#1:2:4:3:5:6:7#9
4#1424#1:2:3:3:4:5:5:5:5:6:7#30
4#1424#1:2:3:4:5:9:6:7#1242
4#1426#1:2:3:4:5:9:6:7#548
4#1437#1:2:12:3:4:5:9:6:7#231
4#1441#1:2:3:3:4:5:5:5:5:6:7#4
4#1441#1:2:3:3:5:4:6:7#1
4#1441#1:2:3:4:5:6:7#1
4#1441#1:2:3:4:5:9:6:7#319
4#1450#1:2:3:3:4:5:5:5:5:6:7#3
4#1450#1:2:3:4:5:9:6:7#292
4#1450#1:2:3:5:4:6:7#4
4#1457#1:2:12:3:4:5:9:6:7#8
4#1467#1:2:3:3:4:5:5:5:5:6:7#4
4#1467#1:2:3:4:5:9:6:7#576
4#1467#1:2:3:4:9:5:6:7#1
4#1467#1:2:4:3:5:6:7#1
4#1470#1:2:12:3:4:5:9:6:7#146
4#1470#1:2:3:3:4:5:5:5:5:6:7#2
4#1470#1:2:3:4:5:9:6:7#22
4#1495#1:2:12:3:3:4:5:5:5:5:6:7#19
4#1495#1:2:12:3:4:5:9:6:7#1103
4#1495#1:2:3:3:4:5:5:5:5:6:7#11
4#1495#1:2:3:4:5:9:6:7#8
4#1495#1:8:2:12:3:3:4:5:5:5:5:6:7#7
4#1499#1:2:4:5:5:5:5:3:3:9:6:7#34
4#1526#1:2:12:3:4:5:9:6:7#7
4#1553#1:2:3:3:4:5:5:5:5:6:7#1
4#1553#1:2:3:4:5:6:7#2
4#1553#1:2:3:4:5:9:6:7#174
4#1553#1:3:2:4:5:9:6:7#149
4#1556#1:2:12:3:4:5:9:6:7#256
4#1563#1:2:3:3:4:5:5:5:5:6:7#24
4#1563#1:2:3:4:5:9:6:7#523
4#1568#1:2:12:3:4:5:9:6:7#207
4#1568#1:8:2:12:3:3:4:5:5:5:5:6:7#7
4#1568#1:8:2:3:3:4:5:5:5:5:6:7#9
4#1599#1:2:3:4:5:9:6:7#24
4#1638#1:2:12:3:4:5:9:6:7#92
4#1638#1:2:3:4:5:9:6:7#1
4#1692#1:2:12:3:4:5:9:6:7#155
4#1692#1:2:3:4:5:9:6:7#11
4#1693#1:2:3:5:4:6:7#9
4#1694#1:2:12:3:3:4:5:5:5:5:6:7#25
4#1694#1:2:12:3:4:5:9:6:7#151
4#1723#1:2:3:3:4:5:5:5:5:6:7#38
4#1723#1:2:3:4:5:9:6:7#625
4#1723#1:8:2:3:3:4:5:5:5:5:6:7#27
4#1726#1:2:12:3:3:4:5:5:5:5:6:7#46
4#1726#1:2:12:3:4:5:9:6:7#921
4#1726#1:2:12:3:5:4:6:7#2
4#1726#1:2:3:4:5:6:7#8
4#1726#1:2:3:4:5:9:6:7#50
4#1769#1:2:3:3:4:5:5:5:5:6:7#21
4#1769#1:2:3:3:5:4:6:7#2
4#1769#1:2:3:4:5:9:6:7#91
4#1769#1:2:4:3:5:6:7#1
4#1787#1:2:12:3:4:5:9:6:7#201
4#1821#1:2:12:3:4:5:9:6:7#275
4#1821#1:2:3:3:4:5:5:5:5:6:7#1
4#1821#1:2:3:4:5:9:6:7#1
4#1843#1:2:3:4:5:9:6:7#44
4#1850#1:2:12:3:4:5:9:6:7#211
4#1851#1:2:3:4:5:9:6:7#173
4#1855#1:2:12:3:4:5:9:6:7#181
4#1855#1:2:3:4:5:9:6:7#76
4#1867#1:2:3:3:4:5:5:5:5:6:7#2
4#1867#1:2:3:4:5:9:6:7#189
4#1868#1:2:12:3:4:5:9:6:7#518
4#1868#1:2:3:4:5:9:6:7#5
4#1869#1:2:3:5:4:6:7#83
4#1883#1:2:12:3:4:5:9:6:7#14
4#1884#1:2:12:3:4:5:9:6:7#88
4#1903#1:2:3:3:4:5:5:5:5:6:7#25
4#1903#1:2:3:4:5:9:6:7#289
4#1903#1:2:4:3:5:6:7#2
4#1936#1:2:3:4:5:9:6:7#35
4#1955#1:2:12:3:3:4:5:5:5:5:6:7#47
4#1955#1:2:12:3:4:5:9:6:7#242
