ifd0_make#ifd0_model#ifd1_JpegIFOffset#Count
1#1##85
1#1#@ +0x01B6 = @ 0x01C2#8
1#1#@ +0x01D6 = @ 0x01E2#6
1#1#@ +0x01EA = @ 0x01F6#11
1#1#@ +0x01EC = @ 0x01F8#1
1#1#@ +0x0212 = @ 0x021E#16
1#1#@ +0x0222 = @ 0x022E#1
1#1#@ +0x0226 = @ 0x0232#4
1#1#@ +0x0245 = @ 0x0251#152
1#1#@ +0x0246 = @ 0x0264#1
1#1#@ +0x0251 = @ 0x025D#2
1#1#@ +0x0262 = @ 0x026E#1
1#1#@ +0x0266 = @ 0x0272#1
1#1#@ +0x026E = @ 0x027A#3
1#1#@ +0x0272 = @ 0x027E#1
1#1#@ +0x0286 = @ 0x0292#3
1#1#@ +0x028A = @ 0x0296#5
1#1#@ +0x0298 = @ 0x02B6#1
1#1#@ +0x02AA = @ 0x02B6#187
1#1#@ +0x02AE = @ 0x02BA#193
1#1#@ +0x02BE = @ 0x02CA#112
1#1#@ +0x02C2 = @ 0x02CE#5
1#1#@ +0x02CC = @ 0x02EA#3
1#1#@ +0x02D2 = @ 0x02F0#45
1#1#@ +0x02DD = @ 0x02E9#220
1#1#@ +0x02DF = @ 0x02EB#132
1#1#@ +0x02E1 = @ 0x02ED#199
1#1#@ +0x02E9 = @ 0x02F5#1
1#1#@ +0x0324 = @ 0x0330#15
1#1#@ +0x0344 = @ 0x0350#11
1#2##125
1#2#@ +0x0224 = @ 0x0242#8
1#2#@ +0x0232 = @ 0x023E#164
1#2#@ +0x023E = @ 0x024A#9
1#2#@ +0x0252 = @ 0x025E#373
1#2#@ +0x025E = @ 0x026A#1
1#2#@ +0x0288 = @ 0x02A6#1
1#2#@ +0x02A3 = @ 0x02AF#68
1#2#@ +0x02A3 = @ 0x02C1#8
1#2#@ +0x0306 = @ 0x0312#1
1#2#@ +0x0308 = @ 0x0314#1
1#2#@ +0x030A = @ 0x0316#1
1#2#@ +0x0311 = @ 0x031D#34
1#2#@ +0x0314 = @ 0x0332#2
1#2#@ +0x0315 = @ 0x0321#34
1#2#@ +0x0325 = @ 0x0331#143
1#2#@ +0x0327 = @ 0x0333#483
1#2#@ +0x0329 = @ 0x0335#171
1#2#@ +0x035E = @ 0x037C#4
1#2#@ +0x0378 = @ 0x0384#398
1#2#@ +0x0378 = @ 0x0396#1
1#169#@ +0x00EC = @ 0x00F8#1
1#169#@ +0x016A = @ 0x0176#6
1#1339#@ +0x027C = @ 0x0288#22
1#1339#@ +0x0288 = @ 0x0294#99
1#1998#@ +0x028A = @ 0x0296#16
1#2318#@ +0x0BFF = @ 0x0C0B#9
1#2318#@ +0x0CB3 = @ 0x0CBF#141
2#3#@ +0x0319 = @ 0x0325#9
3#4##6095
3#4#@ +0x0146 = @ 0x0152#1
3#4#@ +0x0184 = @ 0x0190#1
3#4#@ +0x01C4 = @ 0x01D0#7
3#4#@ +0x01C8 = @ 0x01D4#1
3#4#@ +0x020C = @ 0x0218#1
3#4#@ +0x026E = @ 0x027A#1
3#4#@ +0x0290 = @ 0x029C#5
3#4#@ +0x0296 = @ 0x02A2#119
3#4#@ +0x0296 = @ 0x02B4#14
3#4#@ +0x0298 = @ 0x02A4#21
3#4#@ +0x029C = @ 0x02A8#157
3#4#@ +0x029E = @ 0x02AA#124
3#4#@ +0x029E = @ 0x02BC#66
3#4#@ +0x02A0 = @ 0x02BE#33
3#4#@ +0x02A4 = @ 0x02B0#1089
3#4#@ +0x02A4 = @ 0x02C2#109
3#4#@ +0x02A6 = @ 0x02C4#11
3#4#@ +0x02AA = @ 0x02B6#11
3#4#@ +0x02B0 = @ 0x02BC#26
3#4#@ +0x02B0 = @ 0x02CE#1
3#4#@ +0x02B2 = @ 0x02BE#3
3#4#@ +0x02B4 = @ 0x02C0#1
3#4#@ +0x02B4 = @ 0x02D2#1
3#4#@ +0x02B8 = @ 0x02C4#92
3#4#@ +0x02BC = @ 0x02C8#1
3#4#@ +0x02C4 = @ 0x02D0#2
3#4#@ +0x02CC = @ 0x02EA#32
3#4#@ +0x02D0 = @ 0x02DC#5
3#4#@ +0x02D2 = @ 0x02F0#32
3#4#@ +0x02E0 = @ 0x02FE#3
3#4#@ +0x02E6 = @ 0x0304#1
3#4#@ +0x02EC = @ 0x02F8#15
3#4#@ +0x030C = @ 0x0318#2
3#4#@ +0x0310 = @ 0x031C#1
3#4#@ +0x0326 = @ 0x0332#2
3#4#@ +0x032C = @ 0x0338#4
3#4#@ +0x033A = @ 0x0346#3
3#4#@ +0x033A = @ 0x0358#1
3#4#@ +0x0346 = @ 0x0352#16
3#4#@ +0x0348 = @ 0x0354#3
3#4#@ +0x034C = @ 0x0358#27
3#4#@ +0x034C = @ 0x036A#5
3#4#@ +0x034E = @ 0x035A#39
3#4#@ +0x0352 = @ 0x035E#61
3#4#@ +0x0352 = @ 0x0370#3
3#4#@ +0x0354 = @ 0x0360#38
3#4#@ +0x0354 = @ 0x0372#1
3#4#@ +0x0356 = @ 0x0362#1
3#4#@ +0x035A = @ 0x0366#218
3#4#@ +0x035A = @ 0x0378#11
3#4#@ +0x035E = @ 0x036A#4
3#4#@ +0x035E = @ 0x037C#1
3#4#@ +0x0360 = @ 0x036C#5
3#4#@ +0x0362 = @ 0x036E#4
3#4#@ +0x0366 = @ 0x0372#12
3#4#@ +0x0366 = @ 0x0384#5
3#4#@ +0x0368 = @ 0x0374#19
3#4#@ +0x036C = @ 0x0378#218
3#4#@ +0x036C = @ 0x038A#38
3#4#@ +0x036E = @ 0x037A#293
3#4#@ +0x0372 = @ 0x037E#243
3#4#@ +0x0372 = @ 0x0390#23
3#4#@ +0x0374 = @ 0x0380#604
3#4#@ +0x0374 = @ 0x0392#22
3#4#@ +0x0378 = @ 0x0396#2
3#4#@ +0x037A = @ 0x0386#2692
3#4#@ +0x037A = @ 0x0398#143
3#4#@ +0x037C = @ 0x0388#9
3#4#@ +0x037E = @ 0x039C#10
3#4#@ +0x0380 = @ 0x038C#44
3#4#@ +0x0382 = @ 0x038E#43
3#4#@ +0x0386 = @ 0x0392#83
3#4#@ +0x0386 = @ 0x03A4#20
3#4#@ +0x0388 = @ 0x0394#29
3#4#@ +0x038C = @ 0x03AA#1
3#4#@ +0x038E = @ 0x039A#227
3#4#@ +0x038E = @ 0x03AC#4
3#4#@ +0x0392 = @ 0x039E#1
3#4#@ +0x0392 = @ 0x03B0#1
3#4#@ +0x0394 = @ 0x03A0#3
3#4#@ +0x039A = @ 0x03A6#4
3#4#@ +0x039E = @ 0x03AA#2
3#4#@ +0x03AE = @ 0x03BA#1
3#4#@ +0x03B6 = @ 0x03D4#2
3#4#@ +0x03CA = @ 0x03D6#1
3#4#@ +0x03CE = @ 0x03DA#1
3#4#@ +0x03D8 = @ 0x03E4#3
3#4#@ +0x03DC = @ 0x03E8#1
3#4#@ +0x03E2 = @ 0x03EE#6
3#4#@ +0x03EA = @ 0x03F6#12
3#4#@ +0x03EA = @ 0x0408#1
3#4#@ +0x03F0 = @ 0x03FC#39
3#4#@ +0x03F0 = @ 0x040E#37
3#4#@ +0x03F6 = @ 0x0402#1
3#4#@ +0x03F8 = @ 0x0404#5
3#4#@ +0x03FC = @ 0x0408#8
3#4#@ +0x03FE = @ 0x040A#242
3#4#@ +0x03FE = @ 0x041C#31
3#4#@ +0x0402 = @ 0x040E#10
3#4#@ +0x0402 = @ 0x0420#4
3#4#@ +0x0404 = @ 0x0410#635
3#4#@ +0x0404 = @ 0x0422#183
3#4#@ +0x0408 = @ 0x0414#31
3#4#@ +0x0408 = @ 0x0426#5
3#4#@ +0x040A = @ 0x0416#17
3#4#@ +0x040C = @ 0x0418#1
3#4#@ +0x0410 = @ 0x041C#2
3#4#@ +0x0412 = @ 0x041E#19
3#4#@ +0x0412 = @ 0x0430#1
3#4#@ +0x0416 = @ 0x0422#1
3#4#@ +0x0416 = @ 0x0434#6
3#4#@ +0x0418 = @ 0x0424#130
3#4#@ +0x041C = @ 0x0428#8
3#4#@ +0x0420 = @ 0x042C#2
3#4#@ +0x0424 = @ 0x0430#1
3#4#@ +0x0426 = @ 0x0444#1
3#4#@ +0x042A = @ 0x0436#4
3#4#@ +0x0430 = @ 0x043C#19
3#4#@ +0x0436 = @ 0x0442#22
3#4#@ +0x0436 = @ 0x0454#1
3#4#@ +0x043C = @ 0x0448#69
3#4#@ +0x043E = @ 0x044A#2
3#4#@ +0x0444 = @ 0x0450#8
3#4#@ +0x044A = @ 0x0456#4
3#4#@ +0x0450 = @ 0x045C#33
3#4#@ +0x0454 = @ 0x0460#2
3#4#@ +0x0456 = @ 0x0462#1
3#4#@ +0x0468 = @ 0x0474#1
3#4#@ +0x048A = @ 0x0496#1
3#4#@ +0x0494 = @ 0x04A0#2
3#4#@ +0x049A = @ 0x04A6#3
3#4#@ +0x049A = @ 0x04B8#1
3#4#@ +0x049E = @ 0x04AA#1
3#4#@ +0x04A0 = @ 0x04AC#1
3#4#@ +0x04A6 = @ 0x04B2#17
3#4#@ +0x04A6 = @ 0x04C4#5
3#4#@ +0x04AE = @ 0x04BA#1
3#4#@ +0x04B2 = @ 0x04BE#4
3#4#@ +0x04B4 = @ 0x04C0#96
3#4#@ +0x04B4 = @ 0x04D2#5
3#4#@ +0x04B8 = @ 0x04C4#3
3#4#@ +0x04BA = @ 0x04C6#405
3#4#@ +0x04BA = @ 0x04D8#20
3#4#@ +0x04BE = @ 0x04CA#8
3#4#@ +0x04C0 = @ 0x04CC#31
3#4#@ +0x04C0 = @ 0x04DE#7
3#4#@ +0x04C2 = @ 0x04CE#4
3#4#@ +0x04C6 = @ 0x04D2#193
3#4#@ +0x04C6 = @ 0x04E4#30
3#4#@ +0x04C8 = @ 0x04D4#5
3#4#@ +0x04CA = @ 0x04E8#2
3#4#@ +0x04CE = @ 0x04DA#21
3#4#@ +0x04CE = @ 0x04EC#1
3#4#@ +0x04D0 = @ 0x04DC#1
3#4#@ +0x04D2 = @ 0x04DE#65
3#4#@ +0x04D4 = @ 0x04E0#815
3#4#@ +0x04D4 = @ 0x04F2#81
3#4#@ +0x04D6 = @ 0x04E2#21
3#4#@ +0x04D8 = @ 0x04E4#87
3#4#@ +0x04D8 = @ 0x04F6#21
3#4#@ +0x04DA = @ 0x04E6#2960
3#4#@ +0x04DA = @ 0x04F8#270
3#4#@ +0x04DE = @ 0x04EA#276
3#4#@ +0x04DE = @ 0x04FC#15
3#4#@ +0x04E0 = @ 0x04EC#86
3#4#@ +0x04E2 = @ 0x04EE#112
3#4#@ +0x04E6 = @ 0x04F2#115
3#4#@ +0x04E8 = @ 0x04F4#93
3#4#@ +0x04EA = @ 0x0508#9
3#4#@ +0x04EC = @ 0x04F8#28
3#4#@ +0x04EC = @ 0x050A#22
3#4#@ +0x04EE = @ 0x04FA#335
3#4#@ +0x04EE = @ 0x050C#11
3#4#@ +0x04F2 = @ 0x04FE#110
3#4#@ +0x04F2 = @ 0x0510#13
3#4#@ +0x04F4 = @ 0x0500#40
3#4#@ +0x04F6 = @ 0x0502#534
3#4#@ +0x04FA = @ 0x0506#48
3#4#@ +0x0500 = @ 0x050C#1
3#4#@ +0x0506 = @ 0x0512#10
3#4#@ +0x0506 = @ 0x0524#1
3#4#@ +0x050A = @ 0x0516#1
3#4#@ +0x0516 = @ 0x0534#1
3#4#@ +0x0524 = @ 0x0530#11
3#4#@ +0x052A = @ 0x0536#61
3#4#@ +0x0538 = @ 0x0544#1
3#4#@ +0x053C = @ 0x0548#1
