ifd0_make#ifd0_model#marker_cnt#Count
1#1#7#1303
1#1#11#31
1#1#12#91
1#2#7#1794
1#2#11#2
1#2#12#234
1#169#7#7
1#1339#7#121
1#1998#7#16
1#2318#7#150
2#3#7#9
3#4#6#3
3#4#7#5554
3#4#8#8413
3#4#9#1
3#4#11#1674
3#4#12#7530
3#4#13#4
3#4#19#1
3#4#21#2
3#13#8#2915
3#13#11#240
3#13#12#297
3#15#6#3
3#15#7#16771
3#15#8#1639
3#15#10#1
3#15#11#1435
3#15#12#5965
3#15#13#3
3#31#6#1
3#31#7#8243
3#31#8#3370
3#31#11#1874
3#31#12#6828
3#32#8#1947
3#32#12#13
3#34#7#2
3#34#8#7435
3#34#10#18
3#34#11#651
3#34#12#448
3#63#7#757
3#63#8#594
3#63#11#346
3#63#12#502
3#87#8#1356
3#87#12#5
3#95#7#5018
3#95#8#4
3#95#11#844
3#95#12#2009
3#137#7#2323
3#137#8#1
3#137#11#458
3#137#12#52
3#176#6#1
3#176#7#5337
3#176#8#2
3#176#11#454
3#176#12#953
3#460#7#246
3#460#8#498
3#460#11#544
3#460#12#116
3#598#8#78
3#598#12#1
3#1082#7#365
3#1082#8#47
3#1082#11#35
3#1082#12#253
3#1433#11#3
3#1433#12#16
3#1636#8#113
3#2173#7#70
3#2173#11#34
3#3617#7#105
3#3617#11#17
3#3796#10#1
3#3796#11#1
3#4037#11#14
3#4150#11#1
3#4177#11#16
4#5#8#161
4#5#12#4
4#6#7#2
4#6#8#2164
4#6#11#121
4#6#12#52
4#45#7#9
4#45#8#2053
4#45#11#95
4#45#12#196
4#46#7#1
4#46#8#38
4#46#9#1803
4#46#12#7
4#64#7#23
4#64#8#3
4#64#9#1020
4#64#11#5
4#64#12#93
4#94#8#1
4#94#9#740
4#94#11#5
4#103#7#4
4#103#8#2476
4#103#11#185
4#103#12#220
4#107#9#62
4#107#12#1
4#109#9#277
4#131#7#2
4#131#8#1178
4#131#11#100
4#131#12#150
4#141#7#6
4#141#8#414
4#141#11#5
4#141#12#7
4#175#7#26
4#175#8#1574
4#175#10#1
4#175#11#111
4#175#12#149
4#187#9#78
4#188#8#13
4#188#9#219
4#188#12#5
4#203#7#1
4#203#8#62
4#203#11#13
4#227#7#12
4#227#8#24
4#227#9#1053
4#227#11#1
4#227#12#22
4#253#7#1
4#253#9#127
4#253#11#3
4#253#12#175
4#261#9#19
4#266#8#461
4#266#11#107
4#266#12#150
4#267#7#12
4#267#8#288
4#267#11#80
4#267#12#38
4#268#9#822
4#268#11#158
4#268#12#36
4#269#7#7
4#269#8#30
4#269#9#2542
4#269#11#2
4#269#12#185
4#309#8#975
4#309#9#2784
4#309#11#51
4#309#12#121
4#309#13#108
4#310#6#1
4#310#7#91
4#310#8#85
4#310#9#4065
4#310#11#35
4#310#12#402
4#327#7#2
4#327#8#269
4#327#11#17
4#328#8#4
4#328#11#2
4#328#12#80
4#334#7#1
4#334#9#728
4#334#12#18
4#376#7#2
4#376#8#753
4#376#11#46
4#376#12#70
4#387#9#434
4#399#9#2
4#400#7#22
4#400#8#2
4#400#9#804
4#400#12#1
4#407#9#227
4#407#12#1
4#428#9#1
4#428#12#100
4#429#8#1063
4#429#11#9
4#429#12#77
4#453#7#3
4#453#8#222
4#453#11#31
4#453#12#114
4#454#8#1432
4#454#11#55
4#454#12#62
4#482#7#19
4#482#8#3002
4#482#11#107
4#482#12#211
4#504#9#198
4#506#9#50
4#507#9#95
4#508#8#8
4#516#7#416
4#516#8#1660
4#516#11#53
4#516#12#215
4#523#8#102
4#523#11#1
4#535#7#1
4#535#8#219
4#535#11#1
4#536#9#342
4#536#12#63
4#537#9#15
4#538#7#3
4#538#8#4
4#538#9#440
4#539#7#1
4#539#8#174
4#539#9#1034
4#557#8#579
4#557#12#26
4#558#8#232
4#558#11#7
4#559#8#376
4#559#11#35
4#560#8#1
4#560#9#312
4#585#7#1
4#585#8#1117
4#585#11#70
4#585#12#150
4#592#8#116
4#592#11#9
4#625#8#2808
4#625#11#148
4#625#12#11
4#631#8#4
4#631#9#790
4#631#11#1
4#631#13#2
4#632#7#29
4#636#7#70
4#636#11#2
4#636#12#157
4#639#8#361
4#639#11#24
4#647#7#31
4#681#7#3
4#681#8#695
4#681#11#54
4#681#12#103
4#692#7#1
4#692#8#1
4#692#9#881
4#692#10#1
4#692#11#4
4#692#12#51
4#692#13#1
4#693#7#4
4#693#8#89
4#693#11#22
4#705#7#40
4#705#8#968
4#705#11#98
4#705#12#151
4#707#9#368
4#726#7#1
4#726#8#12
4#726#9#1347
4#726#11#8
4#726#12#5
4#726#13#4
4#774#8#238
4#774#11#18
4#780#8#5
4#780#9#1538
4#780#12#15
4#830#8#35
4#830#11#21
4#865#7#16
4#865#8#17
4#865#9#1572
4#865#11#1
4#865#12#110
4#868#9#85
4#884#7#88
4#884#8#22
4#884#9#378
4#884#11#1
4#884#12#49
4#899#7#10
4#899#8#382
4#899#11#27
4#899#12#8
4#901#8#779
4#901#11#3
4#901#12#4
4#907#8#527
4#907#11#20
4#907#12#60
4#912#8#191
4#912#11#20
4#917#9#7
4#921#9#281
4#921#12#6
4#936#8#74
4#971#7#3
4#971#8#1
4#971#9#740
4#971#11#7
4#971#12#120
4#984#7#21
4#984#8#513
4#984#10#1
4#984#11#206
4#984#12#196
4#985#9#150
4#988#9#151
4#998#7#3
4#998#8#556
4#998#12#34
4#999#9#138
4#999#12#43
4#1007#8#78
4#1007#11#2
4#1013#9#1
4#1013#12#25
4#1019#7#1
4#1019#8#347
4#1019#11#65
4#1030#9#148
4#1030#12#250
4#1044#7#1
4#1044#8#389
4#1044#11#37
4#1060#7#5
4#1060#8#800
4#1060#11#87
4#1060#12#100
4#1066#8#1676
4#1066#11#157
4#1066#12#258
4#1086#8#125
4#1113#9#242
4#1114#7#1
4#1114#9#36
4#1114#12#5
4#1117#7#1
4#1117#8#563
4#1117#11#76
4#1117#12#10
4#1141#9#147
4#1172#7#4
4#1172#8#87
4#1172#11#5
4#1196#8#22
4#1196#9#623
4#1196#12#1
4#1260#7#7
4#1260#8#562
4#1260#11#43
4#1260#12#28
4#1264#8#48
4#1264#11#73
4#1266#9#363
4#1266#12#30
4#1295#8#327
4#1295#11#6
4#1296#7#47
4#1296#8#836
4#1296#11#2
4#1308#8#3
4#1308#9#1072
4#1308#10#1
4#1308#11#330
4#1308#12#7
4#1369#7#9
4#1423#7#9
4#1423#8#57
4#1423#11#5
4#1424#8#1242
4#1424#11#30
4#1426#8#548
4#1437#9#231
4#1441#7#1
4#1441#8#320
4#1441#11#4
4#1450#7#4
4#1450#8#292
4#1450#11#3
4#1457#9#8
4#1467#7#1
4#1467#8#577
4#1467#11#4
4#1470#8#22
4#1470#9#146
4#1470#11#2
4#1495#8#8
4#1495#9#1103
4#1495#11#11
4#1495#12#19
4#1495#13#7
4#1499#12#34
4#1526#9#7
4#1553#7#2
4#1553#8#323
4#1553#11#1
4#1556#9#256
4#1563#8#523
4#1563#11#24
4#1568#9#207
4#1568#12#9
4#1568#13#7
4#1599#8#24
4#1638#8#1
4#1638#9#92
4#1692#8#11
4#1692#9#155
4#1693#7#9
4#1694#9#151
4#1694#12#25
4#1723#8#625
4#1723#11#38
4#1723#12#27
4#1726#7#8
4#1726#8#52
4#1726#9#921
4#1726#12#46
4#1769#7#1
4#1769#8#93
4#1769#11#21
4#1787#9#201
4#1821#8#1
4#1821#9#275
4#1821#11#1
4#1843#8#44
4#1850#9#211
4#1851#8#173
4#1855#8#76
4#1855#9#181
4#1867#8#189
4#1867#11#2
4#1868#8#5
4#1868#9#518
4#1869#7#83
4#1883#9#14
4#1884#9#88
4#1903#7#2
4#1903#8#289
4#1903#11#25
4#1936#8#35
4#1955#8#1
4#1955#9#242
4#1955#12#75
4#1962#9#160
4#1988#8#142
4#1988#11#19
4#2039#8#1
4#2039#9#150
4#2084#8#14
4#2084#12#7
4#2096#8#7
4#2096#9#200
4#2096#12#1
4#2100#8#190
4#2100#11#2
4#2104#9#16
4#2106#7#238
4#2106#11#26
4#2107#9#40
4#2108#8#36
4#2109#8#12
4#2109#9#262
4#2123#9#217
4#2123#13#7
4#2159#7#7
4#2159#8#7
4#2165#9#160
4#2165#12#1
4#2168#7#24
4#2183#9#53
4#2230#8#233
4#2230#11#1
4#2230#12#4
4#2247#9#83
4#2248#7#5
4#2248#12#9
4#2251#8#10
4#2251#11#14
4#2251#12#1
4#2258#8#118
4#2258#11#16
4#2298#8#20
4#2298#11#2
4#2298#12#180
4#2302#8#467
4#2302#11#29
4#2302#12#298
4#2306#7#8
4#2306#8#1
4#2306#9#1024
4#2306#11#3
4#2306#12#1
4#2345#12#5
4#2368#8#95
4#2412#7#121
4#2412#11#1
4#2531#9#43
4#2531#11#9
4#2534#8#140
4#2545#9#163
4#2574#7#161
4#2577#7#26
4#2577#8#58
4#2577#11#9
4#2577#12#27
4#2590#7#1676
4#2590#11#49
4#2601#7#21
4#2601#8#34
4#2686#8#7
4#2715#7#30
4#2715#11#3
4#2725#8#3
4#2750#7#1
4#2751#8#12
4#2751#11#2
4#2761#7#32
4#2761#11#313
4#2780#7#12
4#2780#11#1
4#2819#8#27
4#2819#11#6
4#2849#7#7
4#2852#8#9
4#2852#11#5
4#2906#8#38
4#2906#11#5
4#2970#8#29
4#2970#11#6
4#2975#7#1
4#2993#8#55
4#2993#11#5
4#3014#11#1
4#3015#8#25
4#3015#11#1
4#3070#7#2
4#3102#7#4
4#3102#8#666
4#3102#11#26
4#3130#7#1
4#3174#7#4
4#3189#8#1
4#3299#8#176
4#3299#11#17
4#3303#8#6
4#3303#11#1
4#3313#7#2
4#3315#7#7
4#3328#7#1
4#3346#8#7
4#3346#11#3
4#3352#8#3
4#3352#9#4
4#3415#8#1
4#3415#9#14
4#3431#7#1
4#3442#7#1
4#3442#9#10
4#3442#11#1
4#3458#8#8
4#3464#8#4
4#3466#7#1452
4#3466#11#1
4#3475#11#1
4#3485#8#6
4#3604#8#12
4#3623#9#21
4#3651#8#2
4#3658#7#1
4#3729#8#35
4#3729#9#34
4#3733#8#7
4#3735#9#44
4#3746#7#1
4#3770#7#1
4#3775#9#1
4#3775#11#1
4#3840#9#5
4#3849#9#2
4#3866#8#9
4#3887#7#1
4#3915#9#13
4#3930#8#1
4#3948#9#2
4#3948#12#1
4#3964#9#1
4#4000#9#22
4#4029#7#1
4#4055#9#3
4#4057#9#2
4#4063#9#3
4#4066#7#1
4#4104#7#1
4#4106#9#1
4#4113#9#2
4#4126#9#17
4#4128#8#17
4#4140#9#15
4#4151#9#1
4#4156#9#1
4#4163#7#13
4#4179#9#31
4#4185#9#1
4#4190#7#1
4#4215#9#1
4#4268#7#9
4#4282#7#1
4#4290#9#1
4#4300#7#1
4#4313#7#1
5#7#6#2
5#7#7#772
5#7#12#24
5#7#13#8
5#25#7#2888
5#25#8#37
5#25#11#145
5#25#12#146
5#25#13#12
5#26#6#2
5#26#7#1820
5#26#11#1
5#26#12#8
5#26#13#27
5#38#7#3
5#39#7#348
5#59#7#18
5#59#11#7
5#77#7#7
5#77#8#357
5#77#11#1
5#77#12#14
5#91#7#20
5#105#7#25
5#112#8#2214
5#112#11#43
5#112#12#6
5#134#7#26
5#134#8#358
5#134#11#2
5#135#8#186
5#155#8#48
5#155#12#3
5#160#7#355
5#160#11#1
5#178#8#72
5#216#6#1
5#216#7#1794
5#216#11#8
5#216#12#13
5#216#13#7
5#221#7#721
5#221#11#3
5#221#12#82
5#223#11#31
5#223#12#326
5#225#7#68
5#256#12#54
5#270#7#132
5#270#8#2618
5#270#11#22
5#270#12#170
5#270#13#16
5#273#7#724
5#301#7#414
5#301#11#6
5#301#12#3
5#302#9#130
5#302#10#559
5#302#11#35
5#302#12#2
5#302#13#4
5#311#8#1
5#311#9#29
5#311#10#13
5#317#7#9
5#317#8#7460
5#317#11#101
5#317#12#51
5#344#10#6
5#345#7#24
5#345#11#1
5#346#9#64
5#346#11#1
5#346#12#1
5#347#7#55
5#347#11#1
5#348#11#176
5#353#9#76
5#353#13#105
5#377#7#3
5#377#8#197
5#377#12#2
5#388#8#46
5#388#11#1
5#403#9#1
5#403#12#45
5#443#7#6
5#466#7#166
5#466#12#1
5#509#8#6
5#509#12#1
5#511#7#1
5#511#8#252
5#511#11#12
5#511#12#5
5#541#7#304
5#541#11#7
5#541#12#7
5#593#7#4
5#593#11#40
5#603#7#267
5#603#11#33
5#623#11#3
5#623#12#338
5#648#8#234
5#648#11#20
5#653#9#244
5#653#12#127
5#653#13#2
5#670#9#118
5#670#12#32
5#671#7#884
5#671#11#13
5#672#7#80
5#672#11#2
5#673#7#142
5#673#11#8
5#701#8#46
5#701#13#1
5#703#7#18
5#703#8#822
5#703#12#18
5#740#7#1
5#740#8#175
5#740#11#1
5#740#12#7
5#744#7#2
5#746#7#71
5#747#8#549
5#747#12#462
5#747#13#2
5#787#7#66
5#866#8#96
5#887#7#1
5#887#8#927
5#887#11#11
5#954#12#2
5#963#7#58
5#967#8#668
5#967#11#27
5#967#12#8
5#972#7#4
5#972#12#4
5#980#8#35
5#981#7#9
5#1018#7#332
5#1018#12#13
5#1064#7#4
5#1173#8#191
5#1180#7#8
5#1180#12#9
5#1181#9#279
5#1181#12#5
5#1181#13#2
5#1245#11#13
5#1267#8#51
5#1309#9#21
5#1309#13#1
5#1371#7#7
5#1371#12#7
5#1372#12#6
5#1373#14#1
5#1373#15#4
5#1373#16#1
5#1456#8#8
5#1492#8#43
5#1511#9#23
5#1511#11#1
5#1511#12#187
5#1511#13#1
5#1512#8#13
5#1512#12#65
5#1552#7#27
5#1576#7#9
5#1578#8#111
5#1584#7#161
5#1604#6#1
5#1604#7#175
5#1604#11#2
5#1604#12#1
