ifd0_make#ifd0_model#marker_cnt#Count
5#1606#9#77
5#1606#12#4
5#1615#7#18
5#1645#7#37
5#1649#8#3
5#1649#12#8
5#1650#9#15
5#1650#12#185
5#1674#7#151
5#1674#12#10
5#1731#7#4
5#1731#12#5
5#1741#9#15
5#1741#11#2
5#1743#9#10
5#1743#11#1
5#1743#12#6
5#1749#8#22
5#1754#9#15
5#1754#14#1
5#1761#7#25
5#1761#8#271
5#1761#12#5
5#1773#9#6
5#1791#9#37
5#1791#13#1
5#1792#8#360
5#1792#11#2
5#1792#12#9
5#1793#12#52
5#1798#6#1
5#1798#7#611
5#1798#8#1
5#1798#11#12
5#1798#12#93
5#1812#9#27
5#1812#12#4
5#1826#8#15
5#1841#8#8
5#1842#8#6
5#1842#9#1
5#1842#10#21
5#1842#11#8
5#1848#8#7
5#1871#7#127
5#1879#7#1
5#1885#8#41
5#1885#11#1
5#1885#12#8
5#1890#11#7
5#1920#12#39
5#1929#7#97
5#1956#7#49
5#1956#11#1
5#1969#8#64
5#1970#8#221
5#1971#7#120
5#1972#7#12
5#1973#7#148
5#1973#12#3
5#1974#7#53
5#1975#7#69
5#1976#7#11
5#1977#7#21
5#1978#8#55
5#1979#8#52
5#1979#9#23
5#1980#8#2
5#1981#7#77
5#1999#7#4
5#2006#8#30
5#2017#7#6
5#2019#8#38
5#2019#12#1
5#2044#7#47
5#2044#8#471
5#2045#7#8
5#2045#8#289
5#2045#13#3
5#2050#12#29
5#2056#8#434
5#2056#12#125
5#2073#7#6
5#2082#7#8
5#2085#12#30
5#2091#7#215
5#2091#12#1
5#2094#8#151
5#2105#9#236
5#2127#8#64
5#2140#8#46
5#2154#7#150
5#2155#7#24
5#2182#8#3
5#2182#12#6
5#2210#8#18
5#2234#9#96
5#2261#7#93
5#2261#8#304
5#2261#12#10
5#2267#7#49
5#2267#11#38
5#2267#12#12
5#2273#7#15
5#2284#7#1
5#2284#8#264
5#2288#8#7
5#2288#11#1
5#2319#8#17
5#2337#7#30
5#2342#8#4
5#2356#8#20
5#2356#9#106
5#2356#10#10
5#2356#11#2
5#2356#14#14
5#2367#7#34
5#2367#9#606
5#2367#11#225
5#2367#12#10
5#2367#13#16
5#2373#7#75
5#2373#11#125
5#2373#12#5
5#2390#7#41
5#2393#7#294
5#2393#11#1
5#2393#12#31
5#2396#7#14
5#2396#11#2
5#2415#7#1
5#2415#9#107
5#2421#8#27
5#2421#11#1
5#2421#12#44
5#2424#9#17
5#2424#13#2
5#2434#7#77
5#2455#8#151
5#2483#8#13
5#2483#9#90
5#2483#10#49
5#2494#10#148
5#2494#12#2
5#2496#7#48
5#2496#8#35
5#2500#8#112
5#2502#7#79
5#2503#9#5
5#2505#8#105
5#2512#8#9
5#2520#6#1
5#2520#7#116
5#2520#12#12
5#2521#14#20
5#2524#8#11
5#2535#8#22
5#2535#9#7
5#2543#7#150
5#2550#7#1
5#2550#11#4
5#2554#9#59
5#2554#12#66
5#2554#13#1
5#2555#7#36
5#2563#7#7
5#2564#7#30
5#2707#8#15
5#2707#11#1
5#2707#12#12
5#2836#8#38
5#2836#12#4
5#2905#7#3
5#2905#8#8
5#2905#12#1
5#3048#8#2
5#3048#12#2
5#3242#7#102
5#3284#7#36
5#3284#9#168
5#3284#11#88
5#3284#12#1
5#3284#13#2
5#3331#9#6
5#3337#9#38
5#3337#13#5
5#3341#9#150
5#3345#9#1
5#3345#13#6
5#3349#9#9
5#3369#9#1
5#3381#7#1
5#3381#9#25
5#3384#9#30
5#3388#9#3
5#3388#13#1
5#3411#7#21
5#3411#11#1
5#3412#12#1
5#3425#9#20
5#3425#11#1
5#3425#13#2
5#3426#9#6
5#3426#11#1
5#3426#13#1
5#3436#13#2
5#3449#9#151
5#3462#9#3
5#3470#8#1
5#3473#9#1
5#3479#8#4
5#3483#9#30
5#3483#11#10
5#3483#13#2
5#3495#7#65
5#3502#7#15
5#3518#7#1
5#3525#9#168
5#3525#11#3
5#3525#13#2
5#3526#9#10
5#3528#12#1
5#3529#7#152
5#3535#8#1
5#3535#9#1
5#3536#9#11
5#3550#9#1
5#3553#7#13
5#3559#9#2
5#3565#7#9
5#3580#7#1
5#3581#7#1
5#3595#9#9
5#3597#9#3
5#3603#7#2
5#3611#7#2
5#3615#9#18
5#3627#9#6
5#3627#11#1
5#3629#8#25
5#3630#7#1
5#3631#9#15
5#3631#13#1
5#3639#9#37
5#3653#7#1
5#3654#7#4
5#3660#7#3
5#3665#7#4
5#3672#8#299
5#3673#9#19
5#3673#11#1
5#3682#7#1
5#3684#7#1
5#3686#7#20
5#3740#9#1
5#3745#6#1
5#3745#7#35
5#3747#7#1
5#3749#7#1
5#3756#8#4
5#3762#9#4
5#3769#8#8
5#3771#9#2
5#3771#13#5
5#3777#8#6
5#3779#7#3
5#3782#7#2
5#3792#7#35
5#3795#7#3
5#3798#7#1
5#3809#7#3
5#3818#8#1
5#3827#11#1
5#3829#11#1
5#3834#7#2
5#3836#8#20
5#3838#7#2
5#3839#7#1
5#3841#8#6
5#3841#12#1
5#3844#7#1
5#3846#7#1
5#3847#11#1
5#3855#8#3
5#3857#10#1
5#3859#8#4
5#3873#7#1
5#3874#7#1
5#3877#9#202
5#3877#11#7
5#3877#12#3
5#3882#11#2
5#3889#7#2
5#3897#9#5
5#3898#10#1
5#3900#8#51
5#3902#7#1
5#3905#7#1
5#3910#9#16
5#3912#7#1
5#3922#7#43
5#3928#9#3
5#3935#8#3
5#3936#7#1
5#3940#8#7
5#3946#9#1
5#3957#7#1
5#3966#8#8
5#3980#8#13
5#3984#8#11
5#3984#12#1
5#3986#7#1
5#3987#7#85
5#3987#11#1
5#4003#7#2
5#4006#8#10
5#4006#11#2
5#4012#9#2
5#4015#9#8
5#4016#7#4
5#4019#7#2
5#4030#7#4
5#4031#8#1
5#4032#8#2
5#4033#9#21
5#4035#11#2
5#4041#9#1
5#4043#8#1
5#4044#9#19
5#4047#8#1
5#4049#7#1
5#4052#7#2
5#4053#12#3
5#4068#7#5
5#4068#8#7
5#4071#9#5
5#4073#8#8
5#4080#8#5
5#4082#8#16
5#4085#8#1
5#4086#7#1
5#4089#9#5
5#4090#7#1
5#4092#7#5
5#4096#7#1
5#4097#9#11
5#4099#7#1
5#4101#8#2
5#4102#7#16
5#4102#8#69
5#4102#11#1
5#4108#8#41
5#4109#9#5
5#4131#12#1
5#4133#9#8
5#4134#7#2
5#4135#9#19
5#4141#8#1
5#4143#9#1
5#4144#8#1
5#4146#8#1
5#4161#9#1
5#4164#8#1
5#4165#7#7
5#4165#11#1
5#4168#9#3
5#4183#9#1
5#4191#8#25
5#4192#8#1
5#4195#8#5
5#4198#7#2
5#4199#7#3
5#4210#7#2
5#4213#8#21
5#4220#9#4
5#4221#8#2
5#4241#7#7
5#4248#8#1
5#4248#14#2
5#4250#7#1
5#4251#7#1
5#4258#7#2
5#4263#7#1
5#4266#7#1
5#4269#8#1
5#4271#8#1
5#4271#12#1
5#4281#7#1
5#4283#7#94
5#4284#7#1
5#4286#9#1
5#4291#11#1
5#4295#9#1
5#4299#11#1
5#4304#11#1
5#4309#9#1
5#4310#7#1
5#4311#8#1
5#4317#11#2
6#8#6#4
6#8#7#11634
6#8#8#79
6#8#11#653
6#8#12#347
6#12#6#7
6#12#7#2183
6#12#8#3
6#12#11#28
6#12#12#43
6#14#6#1
6#14#7#6559
6#14#8#16
6#14#11#81
6#14#12#363
6#14#14#1
6#16#6#3
6#16#7#3228
6#16#8#1
6#16#9#7
6#16#11#417
6#16#12#507
6#81#6#3
6#81#7#6200
6#81#8#2
6#81#11#133
6#81#12#120
6#85#7#2562
6#85#8#17
6#85#11#152
6#85#12#88
6#140#6#1
6#140#7#5166
6#140#8#37
6#140#11#262
6#140#12#482
6#145#7#2618
6#145#8#86
6#145#11#295
6#145#12#477
6#145#13#17
6#157#6#3
6#157#7#4764
6#157#8#2
6#157#11#310
6#157#12#738
6#162#6#1
6#162#7#7323
6#162#8#1
6#162#10#1
6#162#11#599
6#162#12#703
6#162#13#9
6#164#7#2159
6#164#8#8
6#164#11#15
6#164#12#124
6#170#6#6
6#170#7#11284
6#170#8#96
6#170#11#446
6#170#12#1695
6#291#7#4455
6#291#8#193
6#291#11#71
6#291#12#34
6#298#6#1
6#298#7#5393
6#298#8#2
6#298#10#1
6#298#11#237
6#298#12#252
6#315#6#4
6#315#7#6227
6#315#8#16
6#315#10#1
6#315#11#199
6#315#12#15
6#315#13#24
6#415#6#1
6#415#7#1766
6#415#8#1
6#415#11#71
6#415#12#210
6#434#7#9
6#434#11#1
6#434#12#133
6#439#6#6
6#439#7#5112
6#439#11#272
6#439#12#295
6#628#12#1
6#630#7#40
6#630#11#4
6#630#13#9
6#638#8#3
6#638#11#1
6#638#12#6
6#788#7#616
6#788#8#2
6#788#11#68
6#788#12#174
6#891#6#2
6#891#7#900
6#891#10#4
6#891#11#618
6#891#12#12
6#1107#7#682
6#1192#7#928
6#1192#11#54
6#1233#6#1
6#1233#7#1296
6#1233#8#1
6#1233#11#3
6#1233#12#2
6#1621#7#541
6#1621#11#10
6#1760#7#1
6#1760#8#2
6#1760#11#2
6#1760#12#10
6#1775#7#78
6#1775#11#4
6#1775#13#13
6#1878#8#11
6#1878#11#22
6#1878#12#5
6#2241#6#2
6#2241#7#217
6#2241#11#25
6#2383#7#21
6#2383#11#9
6#2410#12#46
6#2522#11#27
6#2575#12#10
6#2576#12#22
6#3717#7#237
6#4045#7#6
7#9#6#4
7#9#7#5486
7#9#8#74
7#9#11#356
7#9#12#296
7#9#13#8
7#27#7#720
7#27#11#48
7#28#7#6
7#28#8#156
7#28#12#29
7#47#7#117
7#47#11#27
7#48#6#3
7#48#7#446
7#48#11#59
7#48#12#6
7#49#6#2
7#49#7#1826
7#49#8#296
7#49#11#187
7#49#12#27
7#60#7#1100
7#60#11#208
7#60#12#24
7#65#8#150
7#66#7#23
7#66#8#530
7#75#6#1
7#75#7#2486
7#75#8#1
7#75#11#103
7#75#12#81
7#76#7#2985
7#76#8#1
7#76#11#315
7#76#12#63
7#80#8#2171
7#80#11#44
7#80#12#173
7#80#13#10
7#86#7#1
7#86#8#1881
7#86#11#4
7#86#12#323
7#86#13#12
7#86#14#1
7#86#15#2
7#86#17#1
7#90#7#1
7#90#8#613
7#92#7#804
7#92#8#23
7#92#11#48
7#92#12#4
7#93#8#294
7#104#6#1
7#104#7#1705
7#104#11#106
7#104#12#134
7#113#6#2
7#113#7#941
7#113#11#223
7#113#12#152
7#114#8#2211
7#114#11#3
7#114#12#20
7#119#7#15
7#119#11#1
7#123#7#1
7#123#8#1472
7#123#11#11
7#123#12#21
7#123#13#22
7#136#6#1
7#136#7#2386
7#136#8#102
7#136#11#248
7#136#12#437
7#143#6#1
7#143#7#437
7#143#11#16
7#161#7#1
7#161#8#3404
7#161#11#42
7#161#12#9
7#161#13#12
7#181#7#2169
7#181#11#27
7#181#12#134
7#210#7#621
7#210#11#110
7#210#12#165
7#212#7#1
7#212#8#1944
7#212#11#72
7#212#12#503
7#220#7#1619
7#220#11#332
7#220#12#137
7#228#7#4
7#228#8#4634
7#228#11#8
7#228#12#364
7#228#13#6
7#229#8#574
7#229#12#1
7#238#7#2036
7#238#11#169
7#239#7#9
7#239#8#100
7#257#7#1
7#257#8#769
7#257#12#12
7#259#7#344
7#259#12#6
7#263#7#972
7#263#11#81
7#274#7#3556
7#274#11#31
7#274#12#5
7#275#7#1
7#275#8#502
7#275#12#5
7#276#7#1469
7#276#8#309
7#276#11#91
7#276#12#11
7#282#6#2
7#282#7#427
7#282#11#64
7#282#12#9
7#303#6#2
7#303#7#1434
7#303#11#143
7#303#12#507
7#306#8#693
7#306#11#8
7#306#12#35
7#306#13#2
7#318#8#2110
7#318#11#8
7#318#12#11
7#318#13#26
7#319#8#750
7#319#11#3
7#329#6#1
7#329#7#1228
7#329#11#98
7#329#12#83
7#330#6#3
7#330#7#1874
7#330#11#86
7#330#12#35
7#331#7#1400
7#331#8#1
7#331#11#92
7#331#12#5
7#332#7#17
7#332#8#175
7#332#12#21
7#337#7#12
7#337#12#2
7#338#7#2246
7#338#11#67
7#338#12#227
7#339#7#2
7#339#8#5538
7#339#12#146
7#339#13#10
7#350#7#1261
7#350#11#834
7#350#12#133
7#389#7#203
7#389#11#26
7#389#12#4
7#392#12#13
7#395#7#1
7#395#8#2214
7#395#9#1
7#395#11#5
7#395#12#5
7#395#13#9
7#406#7#702
7#406#11#41
7#406#12#56
7#409#8#793
7#409#12#47
7#417#8#4
7#418#7#3037
7#418#11#306
7#418#12#87
7#432#7#4
7#432#8#1263
7#432#11#15
7#432#12#53
7#444#7#1
7#444#8#597
7#444#12#79
7#456#6#1
7#456#7#823
7#456#11#62
7#456#12#4
7#457#7#1718
7#457#8#23
7#457#11#369
7#457#12#25
7#463#7#431
7#463#10#1
7#463#11#62
7#463#12#34
7#472#7#21
7#472#8#300
7#477#8#156
7#477#12#15
7#490#8#398
7#490#12#82
7#491#8#455
7#491#12#20
7#491#13#25
7#510#8#334
7#524#8#84
7#529#7#1368
7#529#8#169
7#529#11#116
7#529#12#229
7#540#8#112
7#540#12#1
7#563#6#1
7#563#7#594
7#563#11#33
7#563#12#28
7#569#7#314
7#569#11#18
7#570#6#1
7#570#7#1392
7#570#8#5
7#570#11#79
7#573#7#315
7#573#11#6
7#588#7#1292
7#588#8#14
7#588#11#50
7#613#7#2030
7#613#8#1
7#613#11#60
7#613#12#186
7#616#6#1
7#616#7#415
7#616#8#1
7#616#11#23
7#616#12#19
7#618#7#253
7#618#8#307
7#618#12#5
7#640#7#223
7#640#11#15
7#640#12#191
7#641#6#1
7#641#7#1580
7#641#8#17
7#641#11#54
7#641#12#33
7#649#7#180
7#649#11#55
7#654#8#19
7#654#12#11
7#664#7#305
7#664#11#2
7#664#12#6
7#674#8#189
7#674#12#3
7#675#7#39
7#675#8#1148
7#675#11#2
7#675#12#133
7#676#8#509
7#676#12#38
7#677#8#154
7#683#7#1
7#683#8#706
7#683#11#2
7#683#12#8
7#683#13#38
7#684#8#291
