ifd0_make#ifd0_model#chr_id#Count
1#1#4#1425
1#2#1#3
1#2#4#2027
1#169#4#7
1#1339#4#121
1#1998#4#16
1#2318#4#150
2#3#4#9
3#4#1#489
3#4#2#2
3#4#4#22691
3#13#1#7
3#13#4#3445
3#15#1#236
3#15#2#10
3#15#4#25571
3#31#1#109
3#31#2#1
3#31#4#20206
3#32#4#1960
3#34#1#39
3#34#4#8515
3#63#1#2
3#63#4#2197
3#87#4#1361
3#95#1#17
3#95#2#1298
3#95#3#360
3#95#4#6200
3#137#1#8
3#137#4#2826
3#176#1#8
3#176#4#6739
3#460#4#1404
3#598#4#79
3#1082#4#700
3#1433#4#19
3#1636#4#113
3#2173#4#104
3#3617#1#12
3#3617#4#110
3#3796#4#2
3#4037#1#3
3#4037#4#11
3#4150#4#1
3#4177#4#16
4#5#2#161
4#5#4#4
4#6#2#2194
4#6#3#44
4#6#4#101
4#45#1#7
4#45#2#2055
4#45#3#73
4#45#4#218
4#46#1#38
4#46#2#1806
4#46#3#1
4#46#4#4
4#64#2#1023
4#64#4#121
4#94#2#741
4#94#4#5
4#103#2#2481
4#103#3#112
4#103#4#292
4#107#2#62
4#107#4#1
4#109#2#277
4#131#2#1185
4#131#3#72
4#131#4#173
4#141#2#420
4#141#4#12
4#175#1#4
4#175#2#1598
4#175#3#85
4#175#4#174
4#187#2#78
4#188#2#232
4#188#4#5
4#203#2#63
4#203#3#13
4#227#1#11
4#227#2#1081
4#227#3#5
4#227#4#15
4#253#2#127
4#253#4#179
4#261#2#19
4#266#2#462
4#266#3#102
4#266#4#154
4#267#2#300
4#267#4#118
4#268#2#822
4#268#4#194
4#269#2#2579
4#269#3#30
4#269#4#157
4#309#1#44
4#309#2#3778
4#309#3#87
4#309#4#130
4#310#1#105
4#310#2#4210
4#310#3#40
4#310#4#324
4#327#2#274
4#327#3#12
4#327#4#2
4#328#2#4
4#328#3#1
4#328#4#81
4#334#2#729
4#334#4#18
4#376#1#18
4#376#2#744
4#376#3#26
4#376#4#83
4#387#2#434
4#399#2#2
4#400#2#823
4#400#4#6
4#407#2#227
4#407#4#1
4#428#2#1
4#428#4#100
4#429#2#1057
4#429#3#7
4#429#4#85
4#453#2#226
4#453#3#30
4#453#4#114
4#454#2#1438
4#454#3#44
4#454#4#67
4#482#1#83
4#482#2#2941
4#482#3#40
4#482#4#275
4#504#2#198
4#506#2#50
4#507#2#95
4#508#2#8
4#516#2#2083
4#516#3#43
4#516#4#218
4#523#2#102
4#523#3#1
4#535#2#220
4#535#4#1
4#536#2#342
4#536#4#63
4#537#2#15
4#538#2#444
4#538#4#3
4#539#2#1207
4#539#4#2
4#557#2#578
4#557#4#27
4#558#2#232
4#558#3#7
4#559#2#376
4#559#3#34
4#559#4#1
4#560#2#313
4#585#2#1241
4#585#3#70
4#585#4#27
4#592#2#120
4#592#3#4
4#592#4#1
4#625#1#10
4#625#2#2812
4#625#3#137
4#625#4#8
4#631#2#794
4#631#3#3
4#632#2#29
4#636#2#70
4#636#4#159
4#639#1#18
4#639#2#343
4#639#3#1
4#639#4#23
4#647#2#31
4#681#1#1
4#681#2#750
4#681#3#43
4#681#4#61
4#692#2#883
4#692#3#28
4#692#4#29
4#693#2#93
4#693#3#5
4#693#4#17
4#705#1#24
4#705#2#1024
4#705#3#52
4#705#4#157
4#707#2#365
4#707#4#3
4#726#2#1359
4#726#4#18
4#774#2#238
4#774#3#16
4#774#4#2
4#780#2#1539
4#780#3#1
4#780#4#18
4#830#2#35
4#830#3#9
4#830#4#12
4#865#1#1
4#865#2#1589
4#865#4#126
4#868#2#85
4#884#2#483
4#884#3#15
4#884#4#40
4#899#2#407
4#899#3#8
4#899#4#12
4#901#2#775
4#901#3#1
4#901#4#10
4#907#2#527
4#907#3#18
4#907#4#62
4#912#2#191
4#912#3#20
4#917#2#7
4#921#2#281
4#921#3#1
4#921#4#5
4#936#2#74
4#971#2#741
4#971#3#5
4#971#4#125
4#984#2#547
4#984#3#50
4#984#4#340
4#985#2#150
4#988#2#151
4#998#2#559
4#998#4#34
4#999#2#138
4#999#4#43
4#1007#2#78
4#1007#3#2
4#1013#2#1
4#1013#4#25
4#1019#1#42
4#1019#2#307
4#1019#3#60
4#1019#4#4
4#1030#2#248
4#1030#4#150
4#1044#2#396
4#1044#3#28
4#1044#4#3
4#1060#1#1
4#1060#2#802
4#1060#3#88
4#1060#4#101
4#1066#2#1694
4#1066#3#118
4#1066#4#279
4#1086#2#125
4#1113#2#242
4#1114#2#36
4#1114#4#6
4#1117#2#592
4#1117#3#48
4#1117#4#10
4#1141#2#147
4#1172#2#91
4#1172#3#1
4#1172#4#4
4#1196#2#645
4#1196#3#1
4#1260#1#55
4#1260#2#521
4#1260#3#29
4#1260#4#35
4#1264#2#48
4#1264#3#10
4#1264#4#63
4#1266#2#363
4#1266#4#30
4#1295#2#327
4#1295#3#2
4#1295#4#4
4#1296#1#41
4#1296#2#836
4#1296#4#8
4#1308#1#2
4#1308#2#1074
4#1308#3#2
4#1308#4#335
4#1369#4#9
4#1423#2#58
4#1423#3#3
4#1423#4#10
4#1424#2#1242
4#1424#3#26
4#1424#4#4
4#1426#2#548
4#1437#2#231
4#1441#2#322
4#1441#3#2
4#1441#4#1
4#1450#2#296
4#1450#3#3
4#1457#2#8
4#1467#2#575
4#1467#3#5
4#1467#4#2
4#1470#2#168
4#1470#3#1
4#1470#4#1
4#1495#1#15
4#1495#2#1111
4#1495#3#12
4#1495#4#10
4#1499#4#34
4#1526#2#7
4#1553#2#323
4#1553#3#2
4#1553#4#1
4#1556#2#256
4#1563#2#523
4#1563#3#6
4#1563#4#18
4#1568#1#9
4#1568#2#207
4#1568#4#7
4#1599#2#24
4#1638#2#93
4#1692#2#166
4#1693#2#9
4#1694#2#151
4#1694#4#25
4#1723#2#625
4#1723#3#38
4#1723#4#27
4#1726#2#981
4#1726#3#46
4#1769#1#3
4#1769#2#91
4#1769#3#14
4#1769#4#7
4#1787#2#201
4#1821#2#276
4#1821#4#1
4#1843#2#44
4#1850#2#211
4#1851#2#173
4#1855#2#257
4#1867#2#189
4#1867#3#1
4#1867#4#1
4#1868#2#522
4#1868#4#1
4#1869#2#83
4#1883#2#14
4#1884#2#88
4#1903#1#2
4#1903#2#290
4#1903#3#23
4#1903#4#1
4#1936#2#35
4#1955#2#243
4#1955#4#75
4#1962#2#160
4#1988#2#142
4#1988#3#12
4#1988#4#7
4#2039#2#151
4#2084#2#14
4#2084#3#7
4#2096#2#207
4#2096#3#1
4#2100#2#190
4#2100#3#1
4#2100#4#1
4#2104#2#16
4#2106#2#240
4#2106#3#24
4#2107#2#40
4#2108#1#1
4#2108#2#35
4#2109#2#274
4#2123#2#217
4#2123#3#7
4#2159#2#14
4#2165#2#160
4#2165#4#1
4#2168#2#24
4#2183#2#53
4#2230#2#233
4#2230#3#4
4#2230#4#1
4#2247#2#83
4#2248#2#5
4#2248#4#9
4#2251#2#20
4#2251#3#5
4#2258#2#118
4#2258#3#16
4#2298#2#21
4#2298#4#181
4#2302#1#14
4#2302#2#464
4#2302#3#4
4#2302#4#312
4#2306#1#2
4#2306#2#1017
4#2306#3#15
4#2306#4#3
4#2345#4#5
4#2368#2#94
4#2368#4#1
4#2412#2#121
4#2412#4#1
4#2531#2#43
4#2531#4#9
4#2534#2#140
4#2545#2#163
4#2574#2#161
4#2577#2#85
4#2577#3#8
4#2577#4#27
4#2590#2#2
4#2590#4#1723
4#2601#2#34
4#2601#4#21
4#2686#2#7
4#2715#2#30
4#2715#3#3
4#2725#2#3
4#2750#4#1
4#2751#2#13
4#2751#3#1
4#2761#2#342
4#2761#3#1
4#2761#4#2
4#2780#2#13
4#2819#2#27
4#2819#3#6
4#2849#2#7
4#2852#2#9
4#2852#3#5
4#2906#2#39
4#2906#3#1
4#2906#4#3
4#2970#2#31
4#2970#3#4
4#2975#2#1
4#2993#2#55
4#2993#3#2
4#2993#4#3
4#3014#3#1
4#3015#2#25
4#3015#3#1
4#3070#2#2
4#3102#1#12
4#3102#2#663
4#3102#3#9
4#3102#4#12
4#3130#2#1
4#3174#2#4
4#3189#2#1
4#3299#2#174
