ifd0_make#ifd0_model#ifdi_bit#Count
4#1007#00000#2
4#1007#11000#78
4#1013#00000#9
4#1013#11000#17
4#1019#00000#60
4#1019#11000#352
4#1019#11011#1
4#1030#00000#100
4#1030#11000#298
4#1044#00000#34
4#1044#11000#392
4#1044#11011#1
4#1060#00000#85
4#1060#11000#907
4#1066#00000#196
4#1066#11000#1895
4#1086#11000#125
4#1113#11000#242
4#1114#11000#42
4#1117#00000#52
4#1117#11000#598
4#1141#11000#147
4#1172#00000#5
4#1172#11000#91
4#1196#00000#1
4#1196#11000#645
4#1260#00000#33
4#1260#11000#600
4#1260#11011#7
4#1264#00000#3
4#1264#11000#118
4#1266#00000#24
4#1266#11000#369
4#1295#00000#4
4#1295#11000#329
4#1296#00000#1
4#1296#11000#884
4#1308#00000#7
4#1308#11000#1406
4#1369#00000#9
4#1423#00000#4
4#1423#11000#67
4#1424#00000#27
4#1424#11000#1245
4#1426#11000#548
4#1437#11000#231
4#1441#00000#2
4#1441#11000#322
4#1441#11011#1
4#1450#00000#7
4#1450#11000#292
4#1457#11000#8
4#1467#00000#4
4#1467#11000#578
4#1470#00000#1
4#1470#11000#169
4#1495#00000#5
4#1495#11000#1143
4#1499#11000#34
4#1526#11000#7
4#1553#11000#326
4#1556#11000#256
4#1563#00000#9
4#1563#10000#11
4#1563#11000#527
4#1568#11000#223
4#1599#11000#24
4#1638#11000#93
4#1692#11000#166
4#1693#11000#9
4#1694#00000#1
4#1694#11000#175
4#1723#00000#43
4#1723#11000#647
4#1726#00000#48
4#1726#11000#971
4#1726#11011#8
4#1769#00000#9
4#1769#11000#106
4#1787#11000#201
4#1821#11000#277
4#1843#11000#44
4#1850#11000#211
4#1851#11000#173
4#1855#11000#257
4#1867#00000#1
4#1867#11000#190
4#1868#11000#523
4#1869#11000#83
4#1883#11000#14
4#1884#11000#88
4#1903#00000#24
4#1903#11000#292
4#1936#11000#35
4#1955#00000#28
4#1955#11000#290
4#1962#11000#160
4#1988#00000#15
4#1988#11000#146
4#2039#11000#151
4#2084#00000#7
4#2084#11000#14
4#2096#11000#208
4#2100#00000#2
4#2100#11000#190
4#2104#11000#16
4#2106#00000#1
4#2106#11000#263
4#2107#11000#40
4#2108#10000#1
4#2108#11000#35
4#2109#00000#10
4#2109#11000#264
4#2123#11000#224
4#2159#00000#7
4#2159#11000#7
4#2165#00000#1
4#2165#11000#160
4#2168#11000#24
4#2183#11000#53
4#2230#00000#5
4#2230#11000#233
4#2247#11000#83
4#2248#11000#14
4#2251#00000#6
4#2251#11000#19
4#2258#11000#134
4#2298#00000#176
4#2298#11000#26
4#2302#00000#18
4#2302#11000#776
4#2306#00000#6
4#2306#11000#1031
4#2345#00000#5
4#2368#11000#95
4#2412#00000#1
4#2412#11000#121
4#2531#11000#52
4#2534#11000#140
4#2545#11000#163
4#2574#11000#161
4#2577#00000#35
4#2577#11000#85
4#2590#00000#47
4#2590#10000#1
4#2590#11000#1677
4#2601#11000#55
4#2686#11000#7
4#2715#00000#3
4#2715#11000#30
4#2725#11000#3
4#2750#11000#1
4#2751#00000#2
4#2751#11000#12
4#2761#00000#311
4#2761#11000#34
4#2780#11000#13
4#2819#00000#6
4#2819#11000#27
4#2849#11000#7
4#2852#00000#5
4#2852#11000#9
4#2906#00000#2
4#2906#11000#41
4#2970#00000#4
4#2970#11000#31
4#2975#11000#1
4#2993#00000#3
4#2993#11000#57
4#3014#00000#1
4#3015#00000#1
4#3015#11000#25
4#3070#11000#2
4#3102#00000#3
4#3102#11000#693
4#3130#11000#1
4#3174#11000#4
4#3189#11000#1
4#3299#00000#17
4#3299#11000#176
4#3303#11000#7
4#3313#11000#2
4#3315#11000#7
4#3328#11000#1
4#3346#11000#10
4#3352#11000#7
4#3415#11000#15
4#3431#11000#1
4#3442#11000#12
4#3458#11000#8
4#3464#11000#4
4#3466#00000#1
4#3466#11000#1452
4#3475#11000#1
4#3485#11000#6
4#3604#11000#12
4#3623#11000#21
4#3651#11000#2
4#3658#11000#1
4#3729#11000#69
4#3733#11000#7
4#3735#11000#44
4#3746#11000#1
4#3770#11000#1
4#3775#11000#2
4#3840#11000#5
4#3849#11000#2
4#3866#11000#9
4#3887#11000#1
4#3915#11000#13
4#3930#11000#1
4#3948#00000#1
4#3948#11000#2
4#3964#11000#1
4#4000#11000#22
4#4029#11011#1
4#4055#11000#3
4#4057#11000#2
4#4063#11000#3
4#4066#11000#1
4#4104#11000#1
4#4106#11000#1
4#4113#11000#2
4#4126#11000#17
4#4128#11000#17
4#4140#11000#15
4#4151#11000#1
4#4156#11000#1
4#4163#11000#13
4#4179#11000#31
4#4185#11000#1
4#4190#11000#1
4#4215#11000#1
4#4268#11000#9
4#4282#11000#1
4#4290#11000#1
4#4300#11000#1
4#4313#11000#1
5#7#00000#25
5#7#11000#781
5#25#00000#304
5#25#10000#27
5#25#11000#2897
5#26#00000#206
5#26#10000#16
5#26#11000#1636
5#38#11000#3
5#39#10000#348
5#59#00000#7
5#59#11000#18
5#77#00000#6
5#77#11000#373
5#91#11000#20
5#105#11000#25
5#112#00000#2263
5#134#00000#2
5#134#11000#384
5#135#00000#186
5#155#00000#3
5#155#11000#48
5#160#00000#1
5#160#11000#355
5#178#11000#72
5#216#00000#111
5#216#11000#1712
5#221#00000#67
5#221#11000#739
5#223#00000#31
5#223#11000#326
5#225#11000#68
5#256#00000#28
5#256#11000#26
5#270#00000#142
5#270#11000#2816
5#273#11000#724
5#301#00000#6
5#301#11000#417
5#302#00000#730
5#311#11000#43
5#317#00000#7617
5#317#11000#4
5#344#00000#6
5#345#00000#1
5#345#11000#24
5#346#00000#2
5#346#11000#64
5#347#00000#1
5#347#11000#55
5#348#11000#176
5#353#11000#181
5#377#00000#199
5#377#11000#3
5#388#00000#47
5#403#00000#45
5#403#11000#1
5#443#11000#6
5#466#00000#167
5#509#00000#1
5#509#11000#6
5#511#00000#270
5#541#00000#14
5#541#11000#304
5#593#11000#44
5#603#00000#1
5#603#11000#299
5#623#00000#3
5#623#11000#338
5#648#00000#254
5#653#00000#17
5#653#11000#356
5#670#11000#150
5#671#00000#4
5#671#11000#893
5#672#00000#36
5#672#11000#46
5#673#11000#150
5#701#00000#47
5#703#00000#858
5#740#00000#183
5#740#11000#1
5#744#11000#2
5#746#11000#71
5#747#00000#311
5#747#11000#702
5#787#10000#66
5#866#00000#96
5#887#00000#939
5#954#11000#2
5#963#11000#58
5#967#00000#12
5#967#11000#691
5#972#00000#8
5#980#00000#35
5#981#11000#9
5#1018#00000#345
5#1064#11000#4
5#1173#00000#191
5#1180#00000#17
5#1181#00000#7
5#1181#11000#279
5#1245#00000#13
5#1267#11000#51
5#1309#00000#16
5#1309#11000#6
5#1371#00000#7
5#1371#11000#7
5#1372#11000#6
5#1373#11000#6
5#1456#00000#8
5#1492#00000#43
5#1511#00000#1
5#1511#11000#211
5#1512#00000#78
5#1552#11000#27
5#1576#11000#9
5#1578#00000#111
5#1584#11000#161
5#1604#00000#10
5#1604#11000#169
5#1606#00000#4
5#1606#11000#77
5#1615#11000#18
5#1645#10000#37
5#1649#11000#11
5#1650#11000#200
5#1674#00000#20
5#1674#11000#141
5#1731#11000#9
5#1741#00000#2
5#1741#11000#15
5#1743#00000#7
5#1743#11000#10
5#1749#11000#22
5#1754#00000#1
5#1754#11000#15
5#1761#00000#301
5#1773#00000#6
5#1791#00000#1
5#1791#11000#37
5#1792#00000#371
5#1793#11000#52
5#1798#00000#282
5#1798#11000#436
5#1812#00000#4
5#1812#11000#27
5#1826#11000#15
5#1841#11000#8
5#1842#00000#36
5#1848#11000#7
5#1871#11000#127
5#1879#11000#1
5#1885#00000#9
5#1885#11000#41
5#1890#11000#7
5#1920#11000#39
5#1929#11000#97
5#1956#00000#1
5#1956#11000#49
5#1969#00000#64
5#1970#00000#211
5#1970#11000#10
5#1971#00000#120
5#1972#11000#12
5#1973#11000#151
5#1974#11000#53
5#1975#00000#69
5#1976#11000#11
5#1977#11000#21
5#1978#00000#55
5#1979#00000#75
5#1980#00000#2
5#1981#11000#77
5#1999#11000#4
5#2006#00000#30
5#2017#10000#6
5#2019#00000#1
5#2019#11000#38
5#2044#00000#47
5#2044#11000#471
5#2045#00000#300
5#2050#00000#29
5#2056#00000#559
5#2073#11000#6
5#2082#11000#8
5#2085#11000#30
5#2091#11000#216
5#2094#00000#151
5#2105#11000#236
5#2127#11000#64
5#2140#11000#46
5#2154#11000#150
5#2155#11000#24
5#2182#00000#6
5#2182#11000#3
5#2210#00000#18
5#2234#11000#96
5#2261#00000#10
5#2261#11000#397
5#2267#00000#38
5#2267#11000#61
5#2273#11000#15
5#2284#11000#265
5#2288#00000#8
5#2319#00000#17
5#2337#11000#30
5#2342#10000#4
5#2356#00000#152
5#2367#00000#17
5#2367#11000#874
5#2373#00000#130
5#2373#11000#75
5#2390#11000#41
5#2393#11000#326
5#2396#00000#2
5#2396#11000#14
5#2415#00000#1
5#2415#11000#107
5#2421#00000#72
5#2424#00000#2
5#2424#11000#17
5#2434#11000#77
5#2455#00000#151
5#2483#11000#152
5#2494#00000#150
5#2496#11000#83
5#2500#11000#112
5#2502#11000#79
5#2503#00000#5
5#2505#00000#105
5#2512#00000#9
5#2520#11000#129
5#2521#11000#20
5#2524#11000#11
5#2535#11000#29
5#2543#00000#150
5#2550#00000#4
5#2550#11000#1
5#2554#00000#67
5#2554#11000#59
5#2555#00000#36
5#2563#10000#7
5#2564#11000#30
5#2707#00000#10
5#2707#11000#18
5#2836#00000#4
5#2836#11000#38
5#2905#11000#12
5#3048#00000#2
5#3048#11000#2
5#3242#11000#102
5#3284#00000#3
5#3284#11000#258
5#3284#11011#34
5#3331#11000#6
5#3337#00000#5
5#3337#11000#38
5#3341#11000#150
5#3345#11000#7
5#3349#11000#9
5#3369#11000#1
5#3381#11000#26
5#3384#11000#30
5#3388#00000#1
5#3388#11000#3
5#3411#00000#1
5#3411#11000#21
5#3412#10000#1
5#3425#00000#3
5#3425#11000#20
5#3426#00000#1
5#3426#11000#7
5#3436#11000#2
5#3449#11000#151
5#3462#11000#3
5#3470#00000#1
5#3473#11000#1
5#3479#11000#4
5#3483#00000#3
5#3483#11000#39
5#3495#11000#65
5#3502#11000#15
5#3518#11000#1
5#3525#00000#1
5#3525#11000#172
5#3526#11000#10
5#3528#00000#1
5#3529#11000#152
5#3535#11000#2
5#3536#11000#11
5#3550#11000#1
5#3553#11000#13
5#3559#11000#2
5#3565#11000#9
5#3580#00000#1
5#3581#11000#1
5#3595#11000#9
5#3597#11000#3
5#3603#00000#2
5#3611#11000#2
5#3615#11000#18
5#3627#11000#7
5#3629#11000#25
5#3630#11000#1
5#3631#00000#1
5#3631#11000#15
5#3639#11000#37
5#3653#11000#1
5#3654#11000#4
5#3660#11000#3
5#3665#11000#4
5#3672#00000#299
5#3673#11000#20
5#3682#11000#1
5#3684#11000#1
5#3686#11000#20
5#3740#11000#1
5#3745#11000#36
5#3747#11000#1
5#3749#11000#1
5#3756#00000#4
5#3762#11000#4
5#3769#11000#8
5#3771#00000#5
5#3771#11000#2
5#3777#00000#6
5#3779#11000#3
5#3782#11000#2
5#3792#11000#35
5#3795#11000#3
5#3798#11000#1
5#3809#11000#3
5#3818#00000#1
5#3827#00000#1
5#3829#00000#1
5#3834#11000#2
5#3836#00000#20
5#3838#11000#2
5#3839#00000#1
5#3841#00000#1
5#3841#11000#6
5#3844#11000#1
5#3846#10000#1
5#3847#00000#1
5#3855#00000#3
5#3857#00000#1
5#3859#00000#4
5#3873#11000#1
5#3874#11000#1
5#3877#00000#9
5#3877#11000#203
5#3882#00000#2
5#3889#00000#2
5#3897#11000#5
5#3898#00000#1
5#3900#10000#1
5#3900#11000#50
5#3902#11000#1
5#3905#00000#1
5#3910#11000#16
5#3912#11000#1
5#3922#11000#43
5#3928#10000#3
5#3935#00000#3
5#3936#11000#1
5#3940#00000#7
5#3946#11000#1
5#3957#10000#1
5#3966#00000#8
5#3980#11000#13
5#3984#11000#12
5#3986#11000#1
5#3987#00000#7
5#3987#11000#79
5#4003#11000#2
5#4006#00000#12
5#4012#11000#2
5#4015#11000#8
5#4016#11000#4
5#4019#00000#2
5#4030#11000#4
5#4031#00000#1
5#4032#11000#2
5#4033#11000#21
5#4035#00000#2
5#4041#11000#1
5#4043#00000#1
5#4044#00000#1
5#4044#11000#18
5#4047#11000#1
5#4049#00000#1
5#4052#11000#2
5#4053#11000#3
5#4068#00000#5
5#4068#11000#7
5#4071#11000#5
5#4073#11000#8
5#4080#00000#5
5#4082#00000#16
5#4085#00000#1
5#4086#11000#1
5#4089#11000#5
5#4090#11000#1
5#4092#11000#5
5#4096#00000#1
5#4097#11000#11
5#4099#11000#1
5#4101#00000#2
5#4102#00000#1
5#4102#11000#85
5#4108#00000#41
5#4109#11000#5
5#4131#11000#1
5#4133#11000#8
5#4134#10000#2
5#4135#11000#19
5#4141#11000#1
5#4143#11000#1
5#4144#00000#1
5#4146#11000#1
5#4161#11000#1
5#4164#11000#1
5#4165#00000#1
5#4165#11000#7
5#4168#11000#3
5#4183#11000#1
5#4191#11000#25
5#4192#00000#1
5#4195#00000#5
5#4198#11000#2
5#4199#00000#3
5#4210#00000#1
5#4210#11000#1
5#4213#11000#21
5#4220#11000#4
5#4221#11000#2
5#4241#11000#7
5#4248#11000#3
5#4250#11000#1
5#4251#11000#1
5#4258#11000#2
5#4263#00000#1
5#4266#10000#1
5#4269#11000#1
5#4271#00000#1
5#4271#11000#1
5#4281#11000#1
5#4283#11000#94
5#4284#11000#1
5#4286#11000#1
5#4291#00000#1
5#4295#11000#1
5#4299#00000#1
5#4304#00000#1
5#4309#11000#1
5#4310#11000#1
5#4311#11000#1
5#4317#00000#2
6#8#00000#740
6#8#11000#11975
6#8#11011#2
6#12#00000#49
6#12#01000#1
6#12#11000#2214
6#14#00000#235
6#14#01000#2
6#14#10000#2
6#14#11000#6771
6#14#11011#11
6#16#00000#541
6#16#01000#10
6#16#11000#3611
6#16#11011#1
6#81#00000#51
6#81#01000#7
6#81#11000#6397
6#81#11011#3
6#85#00000#160
6#85#01000#2
6#85#11000#2657
6#140#00000#581
6#140#01000#3
6#140#11000#5364
6#145#00000#354
6#145#10000#24
6#145#11000#3115
6#157#00000#366
6#157#10000#76
6#157#11000#5374
6#157#11011#1
6#162#00000#567
6#162#01000#6
6#162#11000#8046
6#162#11011#18
6#164#00000#64
6#164#01000#4
6#164#11000#2238
6#170#00000#956
6#170#01000#205
6#170#10000#37
6#170#11000#12311
6#170#11011#18
6#291#00000#56
6#291#11000#4697
6#298#00000#265
6#298#10000#1
6#298#11000#5616
6#298#11011#4
6#315#00000#34
6#315#01000#2
6#315#11000#6433
6#315#11011#17
6#415#00000#101
6#415#01000#1
6#415#11000#1947
6#434#00000#23
6#434#01000#2
6#434#11000#118
6#439#00000#326
6#439#11000#5359
6#628#00000#1
6#630#00000#3
6#630#11000#50
6#638#00000#6
6#638#11000#4
6#788#00000#194
6#788#10000#1
6#788#11000#661
6#788#11011#4
6#891#00000#1
6#891#11000#1535
6#1107#11000#682
6#1192#00000#55
6#1192#11000#927
6#1233#00000#2
6#1233#11000#1301
6#1621#00000#10
6#1621#11000#541
6#1760#00000#3
6#1760#11000#12
6#1775#00000#3
6#1775#11000#91
6#1775#11011#1
6#1878#00000#7
6#1878#11000#31
6#2241#00000#21
6#2241#11000#223
6#2383#00000#1
6#2383#11000#29
6#2410#11000#46
6#2522#00000#19
6#2522#11000#8
6#2575#11000#10
6#2576#11000#22
6#3717#11000#237
6#4045#11000#6
7#9#00000#347
7#9#10000#3
7#9#11000#5873
7#9#11011#1
7#27#00000#48
7#27#11000#720
7#28#00000#29
7#28#11000#162
7#47#00000#27
7#47#11000#117
7#48#00000#56
7#48#11000#458
7#49#00000#250
7#49#11000#2088
7#60#00000#219
7#60#11000#1113
7#65#11000#150
7#66#11000#553
7#75#00000#175
7#75#10000#3
7#75#11000#2494
7#76#00000#371
7#76#11000#2993
7#80#00000#67
7#80#11000#2331
7#86#00000#2
7#86#11000#2223
7#90#11000#614
7#92#00000#50
7#92#10000#2
7#92#11000#827
7#93#11000#294
7#104#00000#120
7#104#11000#1825
7#104#11011#1
7#113#00000#200
7#113#11000#1118
7#114#00000#20
7#114#11000#2214
7#119#00000#1
7#119#11000#15
7#123#00000#20
7#123#01000#1
7#123#11000#1505
7#123#11011#1
7#136#00000#317
7#136#10000#3
7#136#11000#2826
7#136#11011#28
7#143#00000#16
7#143#11000#438
7#161#00000#27
7#161#01000#1
7#161#11000#3440
7#181#00000#142
7#181#11000#2188
7#210#00000#114
7#210#11000#781
7#210#11011#1
7#212#00000#460
7#212#11000#2060
7#220#00000#360
7#220#11000#1727
7#220#11011#1
7#228#00000#341
7#228#11000#4672
7#228#11011#3
7#229#00000#1
7#229#11000#574
7#238#00000#141
7#238#11000#2064
7#239#11000#109
7#257#00000#1
7#257#11000#781
7#259#11000#350
7#263#00000#31
7#263#11000#1022
7#274#00000#76
7#274#11000#3433
7#274#11011#83
7#275#00000#4
7#275#11000#504
7#276#00000#193
7#276#11000#1687
7#282#00000#62
7#282#11000#440
7#303#00000#272
7#303#11000#1814
7#306#11000#738
7#318#00000#11
7#318#11000#2144
7#319#11000#753
7#329#00000#27
7#329#11000#1377
7#329#11011#6
7#330#00000#114
7#330#11000#1884
7#331#00000#82
7#331#11000#1416
7#332#00000#14
7#332#11000#199
7#337#11000#14
7#338#00000#85
7#338#11000#2455
7#339#00000#12
7#339#11000#5684
7#350#00000#908
7#350#11000#1320
7#389#00000#26
7#389#11000#207
7#392#01000#2
7#392#11000#11
7#395#00000#5
7#395#11000#2230
7#406#00000#81
7#406#11000#718
7#409#00000#47
7#409#11000#793
7#417#11000#4
7#418#00000#300
7#418#11000#3128
7#418#11011#2
7#432#00000#27
7#432#11000#1308
7#444#11000#677
7#456#00000#64
7#456#11000#826
7#457#00000#118
7#457#10000#226
7#457#11000#1791
7#463#00000#35
7#463#11000#493
7#472#11000#321
7#477#11000#171
7#490#00000#82
7#490#11000#398
7#491#00000#14
7#491#11000#486
7#510#11000#334
7#524#11000#84
7#529#00000#124
7#529#01000#5
7#529#11000#1753
7#540#00000#1
7#540#11000#112
7#563#00000#30
7#563#11000#626
7#569#00000#8
7#569#11000#323
7#569#11011#1
7#570#00000#74
7#570#11000#1403
7#573#00000#6
7#573#11000#315
7#588#00000#33
7#588#10000#3
7#588#11000#1320
7#613#00000#70
7#613#10000#1
7#613#11000#2204
7#613#11011#2
7#616#00000#22
7#616#11000#437
7#618#11000#565
7#640#00000#18
7#640#11000#411
7#641#00000#89
7#641#11000#1596
7#649#00000#45
7#649#11000#190
7#654#11000#30
7#664#00000#3
7#664#11000#310
7#674#11000#192
7#675#00000#82
7#675#11000#1202
7#675#11011#38
7#676#11000#547
7#677#11000#154
7#683#00000#8
7#683#11000#747
7#684#11000#304
7#729#00000#58
7#729#01000#1
7#729#11000#1509
7#729#11011#1
7#730#00000#26
7#730#11000#484
7#730#11011#1
7#731#11000#150
7#732#11000#512
7#733#00000#14
7#733#01000#74
7#733#11000#968
7#734#00000#20
7#734#11000#1246
7#735#00000#7
7#735#11000#1111
7#736#00000#127
7#736#10000#8
7#736#11000#2528
7#737#00000#5
7#737#10000#3
7#737#11000#1174
7#738#00000#2
7#738#11000#138
7#742#10000#192
7#742#11000#3838
7#743#11000#151
7#750#00000#16
7#750#11000#981
7#752#00000#101
7#752#11000#1082
7#760#00000#96
7#760#11000#776
7#781#00000#2
7#781#10000#1
7#781#11000#179
7#782#00000#1
7#782#11000#350
7#786#00000#9
7#786#11000#2913
7#809#00000#3
7#809#11000#1239
7#815#00000#10
7#815#11000#901
7#816#00000#74
7#816#11000#717
7#826#10000#22
7#826#11000#85
7#846#00000#13
7#846#11000#316
7#847#00000#2
7#847#11000#69
7#860#00000#40
7#860#11000#962
7#863#00000#1
7#863#11000#563
7#873#00000#25
7#873#11000#1210
7#873#11011#1
7#888#00000#27
7#888#10000#2
7#888#11000#1583
7#903#00000#426
7#903#11000#2264
7#903#11011#1
7#905#00000#59
7#905#10000#1
7#905#11000#560
7#914#00000#115
7#914#11000#1212
7#915#00000#166
7#915#11000#1778
7#929#00000#521
7#929#10000#1
7#929#11000#1709
7#937#00000#101
7#937#11000#1793
7#941#00000#85
7#941#11000#1204
7#957#00000#57
7#957#11000#754
7#958#00000#3
7#958#11000#1052
7#959#00000#267
7#959#11000#1265
7#960#00000#4
7#960#11000#338
7#965#00000#79
7#965#11000#1398
7#978#00000#259
7#978#11000#877
7#994#00000#9
7#994#11000#16
7#1003#11000#27
7#1009#11000#103
7#1014#00000#88
7#1014#11000#824
7#1045#00000#3
7#1045#11000#1500
7#1050#00000#26
7#1050#11000#703
7#1067#00000#111
7#1067#11000#1538
7#1069#00000#5
7#1069#11000#320
7#1073#00000#16
7#1073#10000#2
7#1073#11000#457
7#1075#00000#197
7#1075#10000#1
7#1075#11000#1260
7#1081#00000#15
7#1081#11000#24
7#1106#00000#245
7#1106#11000#968
7#1106#11011#3
7#1145#00000#5
7#1145#11000#216
7#1150#00000#19
7#1150#11000#351
7#1165#00000#1
7#1165#11000#189
7#1174#00000#122
7#1174#11000#1765
7#1174#11011#1
7#1177#00000#44
7#1177#11000#331
7#1183#11000#48
7#1184#11000#68
7#1187#00000#55
7#1187#11000#1327
7#1188#10000#5
7#1188#11000#1175
7#1215#00000#7
7#1215#11000#591
7#1216#00000#143
7#1216#11000#881
7#1219#00000#1
7#1219#11000#95
7#1229#00000#1
7#1229#11000#352
7#1230#11000#6
7#1231#00000#25
7#1231#11000#582
7#1244#00000#5
7#1244#11000#8
7#1292#11000#49
7#1298#10000#28
7#1298#11000#438
7#1304#00000#42
7#1304#11000#272
7#1380#11000#1
7#1382#11000#1
7#1383#11000#1
7#1385#11000#10
7#1386#11000#9
7#1387#00000#1
7#1387#11000#20
7#1388#11000#120
7#1389#11000#33
7#1390#11000#18
7#1391#11000#147
7#1392#11000#111
7#1393#11000#142
7#1412#00000#154
7#1412#11000#319
7#1434#11000#323
7#1461#11000#3216
7#1471#00000#15
7#1471#11000#1102
7#1475#11000#78
7#1477#00000#14
7#1477#11000#210
7#1491#00000#2
7#1491#11000#1569
7#1491#11011#1
7#1502#00000#437
7#1502#11000#301
7#1502#11011#6
7#1506#11000#7
7#1507#11000#9
7#1508#11000#14
7#1509#11000#70
7#1514#00000#14
7#1514#01000#1
7#1514#11000#419
7#1517#00000#114
7#1517#01000#1
7#1517#11000#2360
7#1529#00000#96
7#1529#11000#2666
7#1529#11011#11
7#1540#00000#14
7#1540#11000#78
7#1541#11000#120
7#1542#00000#2
7#1542#01000#3
7#1542#11000#1263
7#1544#11000#34
7#1546#00000#55
7#1546#11000#3052
7#1597#00000#20
7#1597#11000#117
7#1623#00000#16
7#1623#11000#112
7#1633#00000#6
7#1633#11000#470
7#1639#00000#1
7#1639#11000#99
7#1651#11000#215
7#1651#11011#1
7#1652#00000#31
7#1652#11000#23
7#1653#11000#227
7#1658#00000#55
7#1658#11000#159
7#1664#11000#56
7#1670#11000#68
7#1675#11000#5
7#1677#00000#50
7#1677#10000#1
7#1677#11000#413
7#1685#11000#20
7#1686#11000#76
7#1699#00000#3
7#1699#11000#1407
7#1706#11000#84
7#1707#11000#40
7#1714#00000#8
7#1714#11000#408
7#1724#00000#15
7#1724#11000#206
7#1766#00000#28
7#1766#11000#457
7#1780#00000#16
7#1780#11000#456
7#1800#00000#1
7#1800#11000#10
7#1802#11000#171
7#1813#11000#32
7#1827#11000#83
7#1834#00000#54
7#1834#11000#392
7#1834#11011#2
7#1853#00000#15
7#1853#11000#155
7#1872#11000#11
7#1876#11000#4
7#1877#11000#51
7#1886#00000#42
7#1886#11000#321
7#1892#11000#890
7#1900#11000#195
7#1919#11000#122
7#1943#00000#2
7#1943#11000#15
7#1949#00000#11
7#1949#11000#5
7#1950#00000#39
