ifd0_make#ifd0_model#ifds_ComponentsConfiguration#Count
1#1##32
5#223#[Y Cb Cr .]#322
5#225#[Y Cb Cr .]#68
5#256##28
5#256#[Y Cb Cr .]#26
5#270##132
5#270#[. . . .]#2
5#270#[Y Cb Cr .]#2824
5#273#[Y Cb Cr .]#724
5#301#[Y Cb Cr .]#423
5#302##730
5#311#[Y Cb Cr .]#43
5#317##7560
5#317#[Y Cb Cr .]#61
5#344#[Y Cb Cr .]#6
5#345##1
5#345#[Y Cb Cr .]#24
5#346##1
5#346#[Y Cb Cr .]#65
5#347##1
5#347#[Y Cb Cr .]#55
5#348#[Y Cb Cr .]#176
5#353#[Y Cb Cr .]#181
5#377##199
5#377#[Y Cb Cr .]#3
5#388##47
5#403##45
5#403#[Y Cb Cr .]#1
5#443#[Y Cb Cr .]#6
5#466#[Y Cb Cr .]#167
5#509##7
5#511##270
5#541##7
5#541#[Y Cb Cr .]#311
5#593##4
5#593#[Y Cb Cr .]#40
5#603##1
5#603#[. . . Y]#77
5#603#[Y Cb Cr .]#222
5#623##1
5#623#[Y Cb Cr .]#340
5#648##254
5#653##17
5#653#[Y Cb Cr .]#356
5#670#[Y Cb Cr .]#150
5#671##4
5#671#[Y Cb Cr .]#893
5#672##36
5#672#[Y Cb Cr .]#46
5#673#[Y Cb Cr .]#150
5#701##47
5#703##847
5#703#[Y Cb Cr .]#11
5#740##180
5#740#[Y Cb Cr .]#4
5#744#[Y Cb Cr .]#2
5#746#[Y Cb Cr .]#71
5#747##2
5#747#[. . . .]#87
5#747#[. . . Y]#247
5#747#[Y Cb Cr .]#677
5#787#[Y Cb Cr .]#66
5#866##96
5#887##939
5#954##2
5#963#[Y Cb Cr .]#58
5#967#[Y Cb Cr .]#703
5#972##8
5#980##35
5#981#[Y Cb Cr .]#9
5#1018##345
5#1064#[Y Cb Cr .]#4
5#1173##191
5#1180##13
5#1180#[Y Cb Cr .]#4
5#1181#[Y Cb Cr .]#286
5#1245##13
5#1267##51
5#1309##16
5#1309#[Y Cb Cr .]#6
5#1371#[Y Cb Cr .]#14
5#1372##6
5#1373##6
5#1456##8
5#1492##43
5#1511#[Y Cb Cr .]#212
5#1512#[Y Cb Cr .]#78
5#1552#[Y Cb Cr .]#27
5#1576#[Y Cb Cr .]#9
5#1578##111
5#1584#[Y Cb Cr .]#161
5#1604##10
5#1604#[Y Cb Cr .]#169
5#1606#[Y Cb Cr .]#81
5#1615#[Y Cb Cr .]#18
5#1645#[Y Cb Cr .]#37
5#1649#[. . . Y]#8
5#1649#[Y Cb Cr .]#3
5#1650#[. . . Y]#185
5#1650#[Y Cb Cr .]#15
5#1674##20
5#1674#[Y Cb Cr .]#141
5#1731#[Y Cb Cr .]#9
5#1741##2
5#1741#[Y Cb Cr .]#15
5#1743##17
5#1749#[Y Cb Cr .]#22
5#1754#[Y Cb Cr .]#16
5#1761##296
5#1761#[Y Cb Cr .]#5
5#1773#[Y Cb Cr .]#6
5#1791#[Y Cb Cr .]#38
5#1792##371
5#1793#[Y Cb Cr .]#52
5#1798##282
5#1798#[Y Cb Cr .]#436
5#1812#[Y Cb Cr .]#31
5#1826##15
5#1841#[Y Cb Cr .]#8
5#1842#[Y Cb Cr .]#36
5#1848##7
5#1871#[Y Cb Cr .]#127
5#1879#[Y Cb Cr .]#1
5#1885##49
5#1885#[. . . .]#1
5#1890#[Y Cb Cr .]#7
5#1920#[Y Cb Cr .]#39
5#1929#[Y Cb Cr .]#97
5#1956#[Y Cb Cr .]#50
5#1969##64
5#1970#[Y Cb Cr .]#221
5#1971##120
5#1972#[Y Cb Cr .]#12
5#1973#[Y Cb Cr .]#151
5#1974##53
5#1975#[Y Cb Cr .]#69
5#1976#[Y Cb Cr .]#11
5#1977#[Y Cb Cr .]#21
5#1978##55
5#1979#[? ? ? ?]#75
5#1980##2
5#1981#[Y Cb Cr .]#77
5#1999#[Y Cb Cr .]#4
5#2006##30
5#2017#[Y Cb Cr .]#6
5#2019#[Y Cb Cr .]#39
5#2044##518
5#2045##300
5#2050#[. . Cb Y]#29
5#2056#[Y Cb Cr .]#559
5#2073#[Y Cb Cr .]#6
5#2082#[Y Cb Cr .]#8
5#2085#[Y Cb Cr .]#30
5#2091#[Y Cb Cr .]#216
5#2094##151
5#2105#[Y Cb Cr .]#236
5#2127#[Y Cb Cr .]#64
5#2140#[Y Cb Cr .]#46
5#2154#[Y Cb Cr .]#150
5#2155#[Y Cb Cr .]#24
5#2182##6
5#2182#[Y Cb Cr .]#3
5#2210##18
5#2234#[Y Cb Cr .]#96
5#2261#[Y Cb Cr .]#407
5#2267##38
5#2267#[Y Cb Cr .]#61
5#2273#[Y Cb Cr .]#15
5#2284#[Y Cb Cr .]#265
5#2288#[Y Cb Cr .]#8
5#2319#[Y Cb Cr .]#17
5#2337#[Y Cb Cr .]#30
5#2342##4
5#2356#[? ? ? ?]#152
5#2367#[Y Cb Cr .]#891
5#2373##125
5#2373#[Y Cb Cr .]#80
5#2390#[Y Cb Cr .]#41
5#2393#[. . . Y]#1
5#2393#[Y Cb Cr .]#325
5#2396#[Y Cb Cr .]#16
5#2415#[Y Cb Cr .]#108
5#2421##72
5#2424#[Y Cb Cr .]#19
5#2434#[Y Cb Cr .]#77
5#2455##151
5#2483#[Y Cb Cr .]#152
5#2494##150
5#2496#[Y Cb Cr .]#83
5#2500#[Y Cb Cr .]#112
5#2502#[Y Cb Cr .]#79
5#2503#[Y Cb Cr .]#5
5#2505#[Y Cb Cr .]#105
5#2512##9
5#2520#[Y Cb Cr .]#129
5#2521#[Y Cb Cr .]#20
5#2524#[Y Cb Cr .]#11
5#2535#[Y Cb Cr .]#29
5#2543##150
5#2550##4
5#2550#[Y Cb Cr .]#1
5#2554#[Y Cb Cr .]#126
5#2555##36
5#2563#[Y Cb Cr .]#7
5#2564#[Y Cb Cr .]#30
5#2707#[Y Cb Cr .]#28
5#2836#[Y Cb Cr .]#42
5#2905#[Y Cb Cr .]#12
5#3048#[Y Cb Cr .]#4
5#3242#[Y Cb Cr .]#102
5#3284#[Y Cb Cr .]#295
5#3331#[Y Cb Cr .]#6
5#3337#[Y Cb Cr .]#43
5#3341#[Y Cb Cr .]#150
5#3345#[Y Cb Cr .]#7
5#3349#[Y Cb Cr .]#9
5#3369#[Y Cb Cr .]#1
5#3381#[Y Cb Cr .]#26
5#3384#[Y Cb Cr .]#30
5#3388#[Y Cb Cr .]#4
5#3411#[Y Cb Cr .]#22
5#3412#[Y Cb Cr .]#1
5#3425#[Y Cb Cr .]#23
5#3426#[Y Cb Cr .]#8
5#3436#[Y Cb Cr .]#2
5#3449#[Y Cb Cr .]#151
5#3462#[Y Cb Cr .]#3
5#3470#[Y Cb Cr .]#1
5#3473#[Y Cb Cr .]#1
5#3479#[Y Cb Cr .]#4
5#3483#[Y Cb Cr .]#42
5#3495#[Y Cb Cr .]#65
5#3502#[Y Cb Cr .]#15
5#3518#[Y Cb Cr .]#1
5#3525#[Y Cb Cr .]#173
5#3526#[Y Cb Cr .]#10
5#3528#[Y Cb Cr .]#1
5#3529#[Y Cb Cr .]#152
5#3535#[Y Cb Cr .]#2
5#3536#[Y Cb Cr .]#11
5#3550#[Y Cb Cr .]#1
5#3553#[Y Cb Cr .]#13
5#3559#[Y Cb Cr .]#2
5#3565#[Y Cb Cr .]#9
5#3580##1
5#3581#[Y Cb Cr .]#1
5#3595#[Y Cb Cr .]#9
5#3597#[Y Cb Cr .]#3
5#3603##2
5#3611#[Y Cb Cr .]#2
5#3615#[Y Cb Cr .]#18
5#3627#[Y Cb Cr .]#7
5#3629#[Y Cb Cr .]#25
5#3630#[Y Cb Cr .]#1
5#3631#[Y Cb Cr .]#16
5#3639#[Y Cb Cr .]#37
5#3653#[Y Cb Cr .]#1
5#3654##4
5#3660#[Y Cb Cr .]#3
5#3665#[Y Cb Cr .]#4
5#3672##299
5#3673#[Y Cb Cr .]#20
5#3682##1
5#3684##1
5#3686#[. . . Y]#2
5#3686#[Y Cb Cr .]#18
5#3740#[Y Cb Cr .]#1
5#3745#[Y Cb Cr .]#36
5#3747#[Y Cb Cr .]#1
5#3749#[Y Cb Cr .]#1
5#3756##4
5#3762#[Y Cb Cr .]#4
5#3769#[Y Cb Cr .]#8
5#3771#[Y Cb Cr .]#7
5#3777##6
5#3779#[Y Cb Cr .]#3
5#3782#[Y Cb Cr .]#2
5#3792#[Y Cb Cr .]#35
5#3795##3
5#3798#[Y Cb Cr .]#1
5#3809#[Y Cb Cr .]#3
5#3818##1
5#3827#[Y Cb Cr .]#1
5#3829#[Y Cb Cr .]#1
5#3834#[Y Cb Cr .]#2
5#3836#[Y Cb Cr .]#20
5#3838#[Y Cb Cr .]#2
5#3839##1
5#3841#[Y Cb Cr .]#7
5#3844#[Y Cb Cr .]#1
5#3846#[Y Cb Cr .]#1
5#3847##1
5#3855##3
5#3857#[Y Cb Cr .]#1
5#3859#[Y Cb Cr .]#4
5#3873#[Y Cb Cr .]#1
5#3874#[Y Cb Cr .]#1
5#3877##211
5#3877#[Y Cb Cr .]#1
5#3882##2
5#3889##2
5#3897#[Y Cb Cr .]#5
5#3898#[Y Cb Cr .]#1
5#3900#[Y Cb Cr .]#51
5#3902#[Y Cb Cr .]#1
5#3905##1
5#3910#[Y Cb Cr .]#16
5#3912#[Y Cb Cr .]#1
5#3922#[Y Cb Cr .]#43
5#3928#[Y Cb Cr .]#3
5#3935#[. Cr Cb Y]#3
5#3936#[Y Cb Cr .]#1
5#3940##7
5#3946#[Y Cb Cr .]#1
5#3957#[Y Cb Cr .]#1
5#3966#[Y Cb Cr .]#8
5#3980#[Y Cb Cr .]#13
5#3984#[Y Cb Cr .]#12
5#3986#[Y Cb Cr .]#1
5#3987##7
5#3987#[Y Cb Cr .]#79
5#4003#[Y Cb Cr .]#2
5#4006##12
5#4012#[Y Cb Cr .]#2
5#4015#[Y Cb Cr .]#8
5#4016#[Y Cb Cr .]#4
5#4019#[Y Cb Cr .]#2
5#4030#[Y Cb Cr .]#4
5#4031#[Y Cb Cr .]#1
5#4032#[Y Cb Cr .]#2
5#4033#[Y Cb Cr .]#21
5#4035#[Y Cb Cr .]#2
5#4041#[Y Cb Cr .]#1
5#4043##1
5#4044##1
5#4044#[Y Cb Cr .]#18
5#4047#[Y Cb Cr .]#1
5#4049#[Y Cb Cr .]#1
5#4052#[Y Cb Cr .]#2
5#4053#[Y Cb Cr .]#3
5#4068#[Y Cb Cr .]#12
5#4071#[Y Cb Cr .]#5
5#4073#[Y Cb Cr .]#8
5#4080##5
5#4082##16
5#4085##1
5#4086#[Y Cb Cr .]#1
5#4089#[Y Cb Cr .]#5
5#4090#[Y Cb Cr .]#1
5#4092#[Y Cb Cr .]#5
5#4096##1
5#4097#[Y Cb Cr .]#11
5#4099#[Y Cb Cr .]#1
5#4101#[Y Cb Cr .]#2
5#4102#[. . . .]#1
5#4102#[Y Cb Cr .]#85
5#4108#[Y Cb Cr .]#41
5#4109#[Y Cb Cr .]#5
5#4131#[Y Cb Cr .]#1
5#4133#[Y Cb Cr .]#8
5#4134#[Y Cb Cr .]#2
5#4135#[Y Cb Cr .]#19
5#4141#[Y Cb Cr .]#1
5#4143#[Y Cb Cr .]#1
5#4144#[Y Cb Cr .]#1
5#4146#[Y Cb Cr .]#1
5#4161##1
5#4164#[Y Cb Cr .]#1
5#4165#[. . . .]#1
5#4165#[Y Cb Cr .]#7
5#4168#[Y Cb Cr .]#3
5#4183#[Y Cb Cr .]#1
5#4191#[Y Cb Cr .]#25
5#4192##1
5#4195##5
5#4198#[Y Cb Cr .]#2
5#4199##3
5#4210##2
5#4213#[Y Cb Cr .]#21
5#4220#[Y Cb Cr .]#4
5#4221#[Y Cb Cr .]#2
5#4241#[Y Cb Cr .]#7
5#4248#[Y Cb Cr .]#3
5#4250#[Y Cb Cr .]#1
5#4251#[Y Cb Cr .]#1
5#4258##2
5#4263##1
5#4266#[Y Cb Cr .]#1
5#4269#[Y Cb Cr .]#1
5#4271#[Y Cb Cr .]#2
5#4281#[Y Cb Cr .]#1
5#4283#[Y Cb Cr .]#94
5#4284#[Y Cb Cr .]#1
5#4286#[Y Cb Cr .]#1
5#4291##1
5#4295#[Y Cb Cr .]#1
5#4299##1
5#4304##1
5#4309#[Y Cb Cr .]#1
5#4310#[Y Cb Cr .]#1
5#4311##1
5#4317##2
6#8##6
6#8#[. . . .]#9
6#8#[. . . Y]#81
6#8#[. Cr Cb Y]#4
6#8#[Y Cb Cr .]#12617
6#12##3
6#12#[. . . Y]#36
6#12#[Y Cb Cr .]#2225
6#14##1
6#14#[. . . .]#8
6#14#[. . . Y]#168
6#14#[Y Cb Cr .]#6844
6#16##150
6#16#[. . . Y]#2
6#16#[Y Cb Cr .]#4011
6#81##1
6#81#[. . . Y]#7
6#81#[Y Cb Cr .]#6450
6#85##32
6#85#[. Cr Cb Y]#1
6#85#[Y Cb Cr .]#2786
6#140##3
6#140#[Y Cb Cr .]#5945
6#145##69
6#145#[. Cr Cb Y]#5
6#145#[Y Cb Cr .]#3419
6#157##1
6#157#[. Cr Cb Y]#1
6#157#[Y Cb Cr .]#5815
6#162##69
6#162#[. . . Y]#9
6#162#[. Cr Cb Y]#1
6#162#[Y Cb Cr .]#8558
6#164#[. Cr Cb Y]#1
6#164#[Y Cb Cr .]#2305
6#170##415
6#170#[. . . .]#1
6#170#[. Cr Cb Y]#10
6#170#[Y Cb Cr .]#13101
6#291#[. . . .]#1
6#291#[. . . Y]#1
6#291#[Y Cb Cr .]#4751
6#298##3
6#298#[Y Cb Cr .]#5883
6#315#[. . . .]#3
6#315#[Y Cb Cr .]#6483
6#415##14
6#415#[. . . .]#20
6#415#[. . . Y]#15
6#415#[Y Cb Cr .]#2000
6#434#[. . . .]#1
6#434#[. . . Y]#8
6#434#[Y Cb Cr .]#134
6#439##17
6#439#[. Cr Cb Y]#1
6#439#[Y Cb Cr .]#5667
6#628#[Y Cb Cr .]#1
6#630#[Y Cb Cr .]#53
6#638#[. . . .]#6
6#638#[Y Cb Cr .]#4
6#788##150
6#788#[Y Cb Cr .]#710
6#891#[Y Cb Cr .]#1536
6#1107#[Y Cb Cr .]#682
6#1192#[Y Cb Cr .]#982
6#1233#[Y Cb Cr .]#1303
6#1621#[Y Cb Cr .]#551
6#1760##1
6#1760#[. . . Y]#2
6#1760#[Y Cb Cr .]#12
6#1775#[Y Cb Cr .]#95
6#1878#[. . . .]#4
6#1878#[Y Cb Cr .]#34
6#2241#[Y Cb Cr .]#244
6#2383#[Y Cb Cr .]#30
6#2410#[Y Cb Cr .]#46
6#2522##19
6#2522#[Y Cb Cr .]#8
6#2575#[Y Cb Cr .]#10
6#2576#[Y Cb Cr .]#22
6#3717#[Y Cb Cr .]#237
6#4045#[Y Cb Cr .]#6
7#9#[Y Cb Cr .]#6224
7#27#[Y Cb Cr .]#768
7#28#[Y Cb Cr .]#191
7#47#[Y Cb Cr .]#144
7#48#[Y Cb Cr .]#514
