ifd0_make#ifd0_model#width#Count
3#31#424#1
3#31#480#11
3#31#498#1
3#31#562#1
3#31#605#1
3#31#610#1
3#31#614#1
3#31#640#38
3#31#739#1
3#31#788#7
3#31#890#1
3#31#1024#2
3#31#1029#1
3#31#1196#1
3#31#1200#16
3#31#1214#1
3#31#1224#26
3#31#1259#1
3#31#1280#20
3#31#1296#6
3#31#1440#6
3#31#1458#1
3#31#1503#1
3#31#1536#522
3#31#1600#20
3#31#1606#1
3#31#1632#355
3#31#1638#1
3#31#1671#1
3#31#1672#76
3#31#1673#1
3#31#1685#1
3#31#1702#1
3#31#1771#1
3#31#1810#1
3#31#1811#1
3#31#1836#34
3#31#1875#280
3#31#1917#1
3#31#1920#3
3#31#1947#1
3#31#1960#1
3#31#1994#1
3#31#2016#1
3#31#2048#721
3#31#2176#3
3#31#2400#6
3#31#2443#20
3#31#2448#1527
3#31#2471#1
3#31#2500#506
3#31#2530#3
3#31#2626#3
3#31#2676#7
3#31#2774#4
3#31#3048#1
3#31#3264#15996
3#31#3346#11
3#31#3347#1
3#31#3492#4
3#31#3590#3
3#31#4800#1
3#31#4928#1
3#31#6896#1
3#31#7200#1
3#31#7312#1
3#31#7328#1
3#31#7408#1
3#31#7424#1
3#31#7872#1
3#31#7888#1
3#31#10112#1
3#31#10800#19
3#32#1875#11
3#32#2448#77
3#32#2500#2
3#32#3264#1863
3#32#13632#7
3#34#1536#273
3#34#1875#116
3#34#1920#95
3#34#2000#6
3#34#2048#348
3#34#2224#17
3#34#2448#701
3#34#2500#71
3#34#3264#6915
3#34#10800#12
3#63#480#1
3#63#1296#1
3#63#1536#9
3#63#1605#1
3#63#1813#1
3#63#1868#84
3#63#1936#255
3#63#2004#1
3#63#2056#8
3#63#2072#1
3#63#2500#113
3#63#2592#1723
3#63#2774#1
3#87#1536#5
3#87#2048#16
3#87#2448#33
3#87#3264#1307
3#95#448#1
3#95#640#2
3#95#1200#1037
3#95#1536#478
3#95#1600#4149
3#95#1936#223
3#95#2048#746
3#95#2056#13
3#95#2196#4
3#95#2448#1
3#95#2592#1210
3#95#2852#3
3#95#3235#1
3#95#3239#1
3#95#3243#1
3#95#3248#1
3#95#3255#1
3#95#3257#1
3#95#3261#1
3#95#3264#1
3#137#320#3
3#137#480#1
3#137#500#1
3#137#600#1
3#137#640#7
3#137#1200#379
3#137#1280#3
3#137#1600#2439
3#176#314#2
3#176#480#1
3#176#540#1
3#176#640#5
3#176#650#1
3#176#800#2
3#176#865#1
3#176#886#1
3#176#1024#33
3#176#1268#1
3#176#1280#11
3#176#1325#1
3#176#1536#514
3#176#1600#6
3#176#1817#1
3#176#2048#6165
3#176#5545#1
3#460#994#1
3#460#1280#1
3#460#1536#43
3#460#1868#89
3#460#1936#144
3#460#2056#9
3#460#2057#112
3#460#2500#225
3#460#2592#780
3#598#1536#4
3#598#1936#2
3#598#2056#26
3#598#2592#47
3#1082#436#1
3#1082#478#1
3#1082#480#1
3#1082#540#1
3#1082#564#1
3#1082#640#8
3#1082#720#4
3#1082#960#175
3#1082#1296#1
3#1082#1536#22
3#1082#1936#24
3#1082#2592#455
3#1082#5088#1
3#1082#9280#1
3#1082#10800#4
3#1433#1447#1
3#1433#1936#2
3#1433#2048#1
3#1433#2448#1
3#1433#2592#14
3#1636#3264#113
3#2173#1200#32
3#2173#1600#72
3#3617#480#1
3#3617#640#1
3#3617#720#14
3#3617#732#1
3#3617#960#105
3#3796#1200#2
3#4037#1782#1
3#4037#2048#6
3#4037#2500#5
3#4037#2592#2
3#4150#1936#1
3#4177#852#1
3#4177#1996#11
3#4177#2652#4
4#5#640#1
4#5#2560#1
4#5#3000#1
4#5#4000#162
4#6#1044#1
4#6#1152#2
4#6#1296#2
4#6#1600#147
4#6#1728#17
4#6#1792#1
4#6#1856#23
4#6#1920#8
4#6#1956#1
4#6#2048#101
4#6#2068#2
4#6#2088#7
4#6#2098#14
4#6#2148#2
4#6#2472#1
4#6#2560#259
4#6#2586#1
4#6#2592#39
4#6#3072#25
4#6#3180#1
4#6#3264#1
4#6#3347#1
4#6#3369#1
4#6#3370#1
4#6#3456#1410
4#6#3479#1
4#6#3552#47
4#6#3712#223
4#45#640#2
4#45#644#1
4#45#692#1
4#45#740#1
4#45#765#1
4#45#917#1
4#45#967#1
4#45#1000#1
4#45#1024#2
4#45#1438#1
4#45#1440#133
4#45#1600#6
4#45#1884#1
4#45#1920#1
4#45#2004#1
4#45#2048#94
4#45#2271#1
4#45#2448#108
4#45#2560#395
4#45#3076#1
4#45#3131#1
4#45#3238#1
4#45#3246#1
4#45#3264#1596
4#45#3600#1
4#46#1132#1
4#46#1768#1
4#46#1976#1
4#46#2112#1
4#46#2208#7
4#46#2520#1
4#46#2560#2
4#46#2656#168
4#46#2736#190
4#46#2784#112
4#46#3072#12
4#46#3648#269
4#46#3776#650
4#46#3968#434
4#64#640#1
4#64#1005#1
4#64#2048#21
4#64#2160#1
4#64#2560#5
4#64#2854#1
4#64#3072#20
4#64#3110#1
4#64#3136#9
4#64#3240#5
4#64#3320#1
4#64#3432#14
4#64#3456#1
4#64#3648#218
4#64#3728#14
4#64#3910#1
4#64#4024#17
4#64#4320#813
4#94#640#1
4#94#1223#1
4#94#2560#1
4#94#3072#2
4#94#3272#1
4#94#4154#1
4#94#4239#1
4#94#4320#738
4#103#640#3
4#103#900#1
4#103#954#1
4#103#1024#2
4#103#1600#10
4#103#1872#3
4#103#1892#1
4#103#1996#2
4#103#2048#226
4#103#2144#1
4#103#2280#12
4#103#2304#144
4#103#2560#58
4#103#3041#109
4#103#3072#1919
4#103#3216#197
4#103#3328#196
4#107#4000#63
4#109#4320#277
4#131#480#2
4#131#600#1
4#131#800#13
4#131#865#2
4#131#991#1
4#131#999#1
4#131#1000#6
4#131#1001#1
4#131#1200#1
4#131#1280#1
4#131#1343#3
4#131#1360#9
4#131#1536#24
4#131#1600#24
4#131#1920#3
4#131#2048#509
4#131#2112#44
4#131#2816#785
4#141#692#1
4#141#777#1
4#141#803#1
4#141#1000#1
4#141#1920#1
4#141#2048#7
4#141#2075#1
4#141#2816#20
4#141#3000#3
4#141#4000#396
4#175#430#1
4#175#586#1
4#175#640#1
4#175#666#1
4#175#700#1
4#175#758#1
4#175#800#6
4#175#999#1
4#175#1058#1
4#175#1078#1
4#175#1082#1
4#175#1092#1
4#175#1100#1
4#175#1200#4
4#175#1270#1
4#175#1280#1
4#175#1536#2
4#175#1578#1
4#175#1600#164
4#175#1728#4
4#175#1807#23
4#175#1861#1
4#175#2000#25
4#175#2016#2
4#175#2048#15
4#175#2133#16
4#175#2160#14
4#175#2334#1
4#175#2400#8
4#175#2448#41
4#175#2481#1
4#175#2560#67
4#175#2736#22
4#175#3072#1
4#175#3157#1
4#175#3248#236
4#175#3264#239
4#175#3584#275
4#175#3600#15
4#175#3648#663
4#187#4608#78
4#188#2048#13
4#188#2560#6
4#188#3000#5
4#188#3264#3
4#188#4000#210
4#203#960#1
4#203#1200#2
4#203#1280#3
4#203#1536#10
4#203#1600#10
4#203#2048#50
4#227#640#20
4#227#1600#5
4#227#1920#5
4#227#2048#2
4#227#2250#1
4#227#2560#29
4#227#2800#1
4#227#2808#1
4#227#3000#11
4#227#3264#40
4#227#3323#1
4#227#3417#1
4#227#3516#1
4#227#3608#1
4#227#4000#993
4#253#1109#3
4#253#1672#20
4#253#2560#6
4#253#4000#277
4#261#4608#19
4#266#960#1
4#266#967#1
4#266#1000#1
4#266#1018#1
4#266#1536#2
4#266#1600#150
4#266#2048#160
4#266#2112#99
4#266#2813#1
4#266#2816#302
4#267#640#3
4#267#800#1
4#267#1600#82
4#267#1728#38
4#267#1920#27
4#267#2304#267
4#268#1875#76
4#268#2048#6
4#268#2500#76
4#268#3672#5
4#268#4896#853
4#269#640#1
4#269#1536#1
4#269#1920#19
4#269#2048#6
4#269#2560#261
4#269#2708#34
4#269#2736#31
4#269#2784#4
4#269#3000#5
4#269#3072#161
4#269#3245#1
4#269#3461#1
4#269#3471#1
4#269#3611#116
4#269#3648#1860
4#269#3776#224
4#269#3968#40
4#309#578#1
4#309#1024#1
4#309#1248#1
4#309#1300#2
4#309#1335#1
4#309#1360#20
4#309#1408#1
4#309#1427#1
4#309#1440#3
4#309#1500#17
4#309#1504#2
4#309#1584#10
4#309#1600#6
4#309#1875#1
4#309#1880#42
4#309#1920#160
4#309#2000#26
4#309#2048#347
4#309#2112#56
4#309#2500#7
4#309#2640#11
4#309#2672#25
4#309#2816#1300
4#309#2992#5
4#309#3000#62
4#309#4000#1931
4#310#640#3
4#310#800#2
4#310#1024#1
4#310#1305#1
4#310#1308#1
4#310#1370#1
4#310#1408#5
4#310#1481#1
4#310#1486#1
4#310#1539#2
4#310#1585#1
4#310#1600#1
4#310#1653#1
4#310#1655#1
4#310#1662#1
4#310#1678#1
4#310#1721#1
4#310#1763#1
4#310#1777#1
4#310#1785#1
4#310#1834#1
4#310#1875#3
4#310#1920#37
4#310#1931#1
4#310#1932#2
4#310#2048#82
4#310#2071#1
4#310#2088#1
4#310#2101#1
4#310#2250#2
4#310#2270#1
4#310#2377#1
4#310#2378#1
4#310#2386#1
4#310#2393#1
4#310#2448#4
4#310#2500#15
4#310#2560#456
4#310#2616#1
4#310#2685#1
4#310#2971#1
4#310#2986#1
4#310#3000#80
4#310#3070#1
4#310#3194#1
4#310#3235#1
4#310#3264#95
4#310#3392#1
4#310#3416#1
4#310#3470#1
4#310#3552#22
4#310#3571#1
4#310#3625#1
4#310#3812#1
4#310#3949#1
4#310#3991#1
4#310#4000#3404
4#310#4176#64
4#310#4320#360
4#327#1052#2
4#327#1200#1
4#327#1280#1
4#327#1600#3
4#327#1712#9
4#327#1904#1
4#327#1920#2
4#327#1944#1
4#327#2048#5
4#327#2179#1
4#327#2539#1
4#327#2560#261
4#328#1200#1
4#328#1920#80
4#328#1990#1
4#328#2560#4
4#334#2560#129
4#334#2685#1
4#334#3240#3
4#334#3648#29
4#334#4320#585
4#376#425#1
4#376#600#1
4#376#640#1
4#376#650#2
4#376#700#15
4#376#768#1
4#376#836#1
4#376#960#1
4#376#1280#1
4#376#1298#1
4#376#1337#1
4#376#1381#1
4#376#1462#1
4#376#1521#1
4#376#1526#1
4#376#1536#9
4#376#1546#1
4#376#1598#1
4#376#1600#28
4#376#1800#1
4#376#1844#9
4#376#1963#1
4#376#2015#1
4#376#2048#92
4#376#2269#1
4#376#2304#21
4#376#2506#1
4#376#2560#4
4#376#3072#671
4#387#2656#3
4#387#2736#2
4#387#3648#3
4#387#3776#70
4#387#3968#356
4#399#4608#2
4#400#900#1
4#400#1200#1
4#400#1280#1
4#400#1830#1
4#400#1864#1
4#400#1938#1
4#400#2048#1
4#400#2432#2
4#400#2560#7
4#400#2592#1
4#400#3143#1
4#400#3258#1
4#400#3264#150
4#400#3456#1
4#400#3608#1
4#400#3779#1
4#400#4000#330
4#400#4176#307
4#400#4320#20
4#407#4608#228
4#428#2048#1
4#428#2133#8
4#428#2248#9
4#428#2560#26
4#428#2997#11
4#428#4000#46
4#429#640#7
4#429#1280#4
4#429#1600#2
4#429#2031#1
4#429#2048#31
4#429#2133#11
4#429#2304#7
4#429#2400#10
4#429#2560#25
4#429#2600#7
4#429#3072#1044
4#453#640#6
4#453#960#1
4#453#1130#1
4#453#1200#5
4#453#1280#2
4#453#1536#19
4#453#1600#13
4#453#1615#1
4#453#1920#25
4#453#2048#132
4#453#2523#1
4#453#2560#164
4#454#300#1
4#454#311#1
4#454#640#1
4#454#800#3
4#454#960#16
4#454#1024#2
4#454#1280#249
4#454#1360#5
4#454#1536#1
4#454#1600#65
4#454#1712#13
4#454#1920#13
4#454#2048#232
4#454#2560#947
4#482#466#1
4#482#467#2
4#482#525#3
4#482#528#2
4#482#600#2
4#482#640#2
4#482#700#3
4#482#900#40
4#482#921#10
4#482#950#1
4#482#1000#2
4#482#1024#1
4#482#1040#1
4#482#1080#7
4#482#1132#8
4#482#1200#14
4#482#1216#37
4#482#1248#9
4#482#1280#1
4#482#1385#11
4#482#1600#35
4#482#1669#3
4#482#1768#10
4#482#1920#148
4#482#2048#322
4#482#2112#3
4#482#2208#1
4#482#2232#54
4#482#2400#1
4#482#2500#16
4#482#2520#45
4#482#2560#74
4#482#2656#16
4#482#2736#220
4#482#2784#326
4#482#3072#4
4#482#3168#6
4#482#3328#24
4#482#3648#207
4#482#3776#1127
4#482#3968#540
4#504#4000#198
4#506#4608#50
4#507#3232#5
4#507#4592#90
4#508#4608#8
4#516#400#1
4#516#640#6
4#516#668#1
4#516#699#2
4#516#737#1
4#516#775#1
4#516#784#1
4#516#798#1
4#516#799#1
4#516#806#1
4#516#837#1
4#516#838#1
4#516#845#2
4#516#868#1
4#516#875#1
4#516#876#1
4#516#884#1
4#516#891#1
4#516#906#1
4#516#907#1
4#516#909#1
4#516#914#1
4#516#929#1
4#516#930#1
4#516#937#1
4#516#945#1
4#516#952#3
4#516#953#1
4#516#960#2
4#516#968#2
4#516#970#1
4#516#983#1
4#516#990#1
4#516#991#2
4#516#998#1
4#516#1022#1
4#516#1024#1
4#516#1029#2
4#516#1030#1
4#516#1037#2
4#516#1043#1
4#516#1044#1
4#516#1045#3
4#516#1052#2
4#516#1060#2
4#516#1068#2
4#516#1075#3
4#516#1083#1
4#516#1090#1
4#516#1098#1
4#516#1113#2
4#516#1128#1
4#516#1129#2
4#516#1136#1
4#516#1137#3
4#516#1144#3
4#516#1152#3
4#516#1160#2
4#516#1167#1
4#516#1168#1
4#516#1175#1
4#516#1183#1
4#516#1188#1
4#516#1190#3
4#516#1197#1
4#516#1198#3
4#516#1199#1
4#516#1228#1
4#516#1229#1
4#516#1236#1
4#516#1244#2
4#516#1250#1
4#516#1252#4
4#516#1259#1
4#516#1274#1
4#516#1275#2
4#516#1280#3
4#516#1283#1
4#516#1290#2
4#516#1291#1
4#516#1298#3
4#516#1303#1
4#516#1305#1
4#516#1306#1
4#516#1311#1
4#516#1313#4
4#516#1314#2
4#516#1321#2
4#516#1329#4
4#516#1344#2
4#516#1352#3
4#516#1358#1
4#516#1359#2
4#516#1360#1
4#516#1362#1
4#516#1367#5
4#516#1368#1
4#516#1374#2
4#516#1375#2
4#516#1382#2
4#516#1387#1
4#516#1390#3
4#516#1398#2
4#516#1405#4
4#516#1406#2
4#516#1413#1
4#516#1428#1
4#516#1429#1
4#516#1435#1
4#516#1436#3
4#516#1443#1
4#516#1444#4
4#516#1452#1
4#516#1459#4
4#516#1460#2
4#516#1466#1
4#516#1467#1
4#516#1474#3
4#516#1475#1
4#516#1482#2
4#516#1490#4
4#516#1498#4
4#516#1505#1
4#516#1513#3
4#516#1516#2
4#516#1521#1
4#516#1530#1
4#516#1531#1
4#516#1536#1
4#516#1544#1
4#516#1551#2
4#516#1552#2
4#516#1559#1
4#516#1566#1
4#516#1567#3
4#516#1568#1
4#516#1575#4
4#516#1578#1
4#516#1582#1
4#516#1583#1
4#516#1590#1
4#516#1597#2
4#516#1598#1
4#516#1600#151
4#516#1604#1
4#516#1605#1
4#516#1606#1
4#516#1613#2
4#516#1621#1
4#516#1636#2
4#516#1643#1
4#516#1644#2
4#516#1652#3
4#516#1659#1
4#516#1666#1
4#516#1675#2
4#516#1681#1
4#516#1682#4
4#516#1692#1
4#516#1697#1
4#516#1711#1
4#516#1713#1
4#516#1720#1
4#516#1721#1
4#516#1724#1
4#516#1728#8
4#516#1743#3
4#516#1744#1
4#516#1747#1
4#516#1751#1
4#516#1752#1
4#516#1758#3
4#516#1766#2
4#516#1767#1
4#516#1772#1
4#516#1782#1
4#516#1797#1
4#516#1798#1
4#516#1812#1
4#516#1813#3
4#516#1815#1
4#516#1820#1
4#516#1821#1
4#516#1828#2
4#516#1836#3
4#516#1843#1
4#516#1851#3
4#516#1859#2
4#516#1866#1
4#516#1867#1
4#516#1874#3
4#516#1878#1
4#516#1881#1
4#516#1897#1
4#516#1904#2
4#516#1905#1
4#516#1910#1
4#516#1920#4
4#516#1927#1
4#516#1928#1
4#516#1933#1
4#516#1935#1
4#516#1936#2
4#516#1937#1
4#516#1950#1
4#516#1951#2
4#516#1959#1
4#516#1960#1
4#516#1964#1
4#516#1966#4
4#516#1974#1
4#516#1975#1
4#516#1981#1
4#516#1982#1
4#516#1991#1
4#516#2004#2
4#516#2005#1
4#516#2012#1
4#516#2027#1
4#516#2028#2
4#516#2035#1
4#516#2043#1
4#516#2048#79
4#516#2051#1
4#516#2058#4
4#516#2059#2
4#516#2073#1
4#516#2074#1
4#516#2075#1
4#516#2085#1
4#516#2087#1
4#516#2089#1
4#516#2104#1
4#516#2109#1
4#516#2112#2
4#516#2120#2
4#516#2150#1
4#516#2156#1
4#516#2173#1
4#516#2179#1
4#516#2191#1
4#516#2197#1
4#516#2207#1
4#516#2212#1
4#516#2243#1
4#516#2248#1
4#516#2256#1
4#516#2257#1
4#516#2258#1
4#516#2271#1
4#516#2273#1
4#516#2274#1
4#516#2288#1
4#516#2296#2
4#516#2297#1
4#516#2304#41
4#516#2320#1
4#516#2335#2
4#516#2365#1
4#516#2373#1
4#516#2381#1
4#516#2402#1
4#516#2433#1
4#516#2434#1
4#516#2442#1
4#516#2456#1
4#516#2465#1
4#516#2471#1
4#516#2527#1
4#516#2544#2
4#516#2560#529
4#516#2578#1
4#516#2663#1
4#516#2673#1
4#516#2711#1
4#516#2771#1
4#516#2796#1
4#516#2803#1
4#516#2818#1
4#516#2909#1
4#516#2916#1
4#516#3070#5
4#516#3072#1112
4#523#1536#1
4#523#2048#3
4#523#4320#99
4#535#1600#1
4#535#2048#30
4#535#2560#10
4#535#3648#14
4#535#4320#166
4#536#2048#16
4#536#2160#8
4#536#2592#3
4#536#3078#1
4#536#3240#2
4#536#3456#23
4#536#3648#153
4#536#4104#6
4#536#4277#14
4#536#4320#179
4#537#4000#15
4#538#640#1
4#538#800#2
4#538#1280#1
4#538#1920#2
4#538#2256#1
4#538#2560#2
4#538#3264#2
4#538#3552#2
4#538#4000#400
4#538#4320#34
4#539#480#8
4#539#640#161
4#539#1280#2
4#539#1536#1
4#539#2048#441
4#539#2560#167
4#539#3072#13
4#539#3232#1
4#539#3648#1
4#539#4320#414
4#557#640#2
4#557#1600#5
4#557#1920#1
4#557#2048#3
4#557#2560#110
4#557#3000#5
4#557#3264#1
4#557#4000#478
4#558#1200#7
4#558#1280#112
4#558#1600#13
4#558#2048#107
4#559#1024#1
4#559#1280#2
4#559#2304#34
4#559#2560#174
4#559#3072#200
4#560#1504#1
4#560#4000#304
4#560#4128#6
4#560#4352#2
4#585#640#25
4#585#949#1
4#585#960#1
4#585#1190#1
4#585#1200#8
4#585#1280#1
4#585#1360#4
4#585#1536#5
4#585#1584#13
4#585#1600#159
4#585#1880#4
4#585#2048#47
4#585#2112#40
4#585#2816#1029
4#592#768#1
4#592#960#1
4#592#1024#1
4#592#1200#1
4#592#1280#4
4#592#1512#4
4#592#1600#3
4#592#2016#110
4#625#1200#29
4#625#1280#1
4#625#1600#121
4#625#1920#5
4#625#2048#242
4#625#2304#5
4#625#2432#48
4#625#2560#681
4#625#2736#51
4#625#3072#37
4#625#3648#1747
4#631#1536#1
4#631#2048#4
4#631#2560#66
4#631#2736#2
4#631#3072#182
4#631#3648#542
4#632#980#2
4#632#1626#1
4#632#1633#1
4#632#1920#9
4#632#1924#1
4#632#2299#1
4#632#2560#1
4#632#3264#1
4#632#3648#12
4#636#640#1
4#636#2048#7
4#636#2560#1
4#636#3000#2
4#636#3264#1
4#636#4000#217
4#639#826#1
4#639#1080#22
4#639#1536#1
4#639#1600#18
4#639#1920#1
4#639#2048#2
4#639#2560#1
4#639#3072#150
4#639#3648#189
4#647#4320#31
4#681#640#2
4#681#1200#1
4#681#1280#3
4#681#1600#1
4#681#1698#1
4#681#1828#1
4#681#1936#1
4#681#2048#18
4#681#2066#1
4#681#2112#71
4#681#2127#1
4#681#2304#2
4#681#2664#1
4#681#2816#751
4#692#1280#1
4#692#1880#1
4#692#2014#1
4#692#2048#4
4#692#2112#24
4#692#2248#3
4#692#2816#160
4#692#2992#1
4#692#3000#4
4#692#4000#741
4#693#835#1
4#693#975#1
4#693#1085#1
4#693#1469#1
4#693#1536#2
4#693#1600#1
4#693#1615#1
4#693#1729#1
4#693#1798#1
4#693#1944#1
4#693#2048#23
4#693#2112#3
4#693#2239#1
4#693#2816#77
4#705#119#1
4#705#133#1
4#705#182#1
4#705#200#1
4#705#203#2
4#705#225#1
4#705#300#1
4#705#480#1
4#705#500#2
4#705#546#1
4#705#852#1
4#705#960#1
4#705#1102#1
4#705#1116#1
4#705#1200#72
4#705#1239#2
4#705#1280#2
4#705#1359#1
4#705#1360#10
4#705#1365#1
4#705#1578#1
4#705#1600#83
4#705#1770#1
4#705#1824#1
4#705#1920#1
4#705#2043#1
4#705#2048#200
4#705#2304#46
4#705#2560#34
4#705#2592#1
4#705#2748#1
4#705#3072#783
4#707#2048#9
4#707#4896#359
4#726#1000#1
4#726#1012#1
4#726#1200#1
4#726#1600#1
4#726#1920#1
4#726#2000#1
4#726#2044#1
4#726#2048#13
4#726#2560#164
4#726#3000#5
4#726#3228#1
4#726#3264#27
4#726#3995#1
4#726#4000#1159
4#774#640#3
4#774#1280#2
4#774#1600#2
4#774#2048#3
4#774#2304#16
4#774#2560#99
4#774#3072#131
4#780#640#1
4#780#1920#5
4#780#2048#14
4#780#2160#1
4#780#2560#71
4#780#3240#10
4#780#4320#1456
4#830#320#2
4#830#640#6
4#830#768#2
4#830#770#1
4#830#799#1
4#830#800#2
4#830#960#1
4#830#1024#3
4#830#1280#10
4#830#1281#1
4#830#1536#9
4#830#1600#1
4#830#2048#17
4#865#656#1
4#865#719#1
4#865#722#1
4#865#729#1
4#865#754#1
4#865#759#1
4#865#763#1
4#865#765#1
4#865#779#1
4#865#781#1
4#865#788#1
4#865#795#1
4#865#828#1
4#865#907#1
4#865#912#1
4#865#995#1
4#865#1920#17
4#865#2272#5
4#865#3232#175
4#865#3448#5
4#865#4576#400
4#865#4592#1098
4#868#2560#5
4#868#4320#80
4#884#640#3
4#884#1280#5
4#884#1913#1
4#884#1920#15
4#884#2000#1
4#884#2048#14
4#884#2318#1
4#884#2435#1
4#884#2490#1
4#884#2560#75
4#884#2656#1
4#884#2700#1
4#884#2740#1
4#884#3000#31
4#884#3076#1
4#884#3140#1
4#884#3215#1
4#884#3264#1
4#884#3272#1
4#884#3328#1
4#884#3360#1
4#884#3365#1
4#884#3368#1
4#884#3410#1
4#884#3424#1
4#884#3438#1
4#884#3440#1
4#884#3476#1
4#884#3484#1
4#884#3492#1
4#884#3510#1
4#884#3542#1
4#884#3572#1
4#884#3610#1
4#884#3614#1
4#884#3623#1
4#884#3647#1
4#884#3676#2
4#884#3705#1
4#884#3727#1
4#884#3731#1
4#884#3742#1
4#884#3745#1
4#884#3791#1
4#884#3795#1
4#884#3802#1
4#884#3808#1
4#884#3812#2
4#884#3818#1
4#884#3824#1
4#884#3830#1
4#884#3838#1
4#884#3844#1
4#884#3868#1
4#884#3872#1
4#884#3884#1
4#884#3888#1
4#884#3894#1
4#884#3896#1
4#884#3900#1
4#884#3903#1
4#884#3904#1
4#884#3906#1
4#884#3907#1
4#884#3914#1
4#884#3926#1
4#884#3931#1
4#884#3932#2
4#884#3940#1
4#884#3942#1
4#884#3948#1
4#884#3952#1
4#884#3960#1
4#884#3962#1
4#884#4000#322
4#884#4176#1
4#884#4320#1
4#899#927#1
4#899#1200#2
4#899#1280#2
4#899#1307#1
4#899#1335#1
4#899#1467#1
4#899#1536#1
4#899#1547#1
4#899#1600#3
4#899#1783#1
4#899#1835#1
4#899#2048#178
4#899#2060#1
4#899#2150#1
4#899#2160#1
4#899#2176#6
4#899#2213#1
4#899#2448#7
4#899#2560#32
4#899#2740#1
4#899#2843#1
4#899#2988#1
4#899#3013#1
4#899#3072#8
4#899#3106#1
4#899#3248#47
4#899#3264#125
4#901#640#4
4#901#931#2
4#901#1536#1
4#901#1600#15
4#901#2048#2
4#901#3072#44
4#901#3456#392
4#901#3552#21
4#901#3712#305
4#907#1080#1
4#907#1200#4
4#907#1600#53
4#907#1840#2
4#907#2048#6
4#907#2176#2
4#907#2448#14
4#907#2560#154
4#907#3264#371
4#912#2448#20
4#912#3264#191
4#917#4608#7
4#921#2432#1
4#921#3072#124
4#921#3240#2
4#921#4320#160
4#936#2048#1
4#936#2560#19
4#936#3648#54
4#971#640#1
4#971#1440#114
4#971#2176#3
4#971#2560#1
4#971#2672#2
4#971#2895#1
4#971#3000#1
4#971#3264#59
4#971#3948#1
4#971#3982#1
4#971#3987#1
4#971#4000#686
4#984#558#1
4#984#600#1
4#984#640#3
4#984#768#1
4#984#800#2
4#984#960#6
4#984#1024#6
4#984#1152#7
4#984#1198#6
4#984#1200#44
4#984#1280#10
4#984#1281#1
4#984#1365#3
4#984#1460#1
4#984#1536#49
4#984#1594#1
4#984#1600#149
4#984#1707#1
4#984#1718#1
4#984#1796#1
4#984#1920#35
4#984#1984#2
