ifd0_make#ifd0_model#ifd0_unknown#Count
1#1#0#1393
1#1#8#32
1#2#0#2026
1#2#9#1
1#2#11#2
1#2#13#1
1#169#5#1
1#169#6#1
1#169#8#5
1#1339#0#121
1#1998#0#16
1#2318#0#150
2#3#0#9
3#4#0#22914
3#4#1#120
3#4#2#65
3#4#3#31
3#4#4#1
3#4#5#50
3#4#6#1
3#13#0#3445
3#13#1#7
3#15#0#25338
3#15#1#167
3#15#2#215
3#15#3#57
3#15#4#20
3#15#5#20
3#31#0#19579
3#31#1#370
3#31#2#187
3#31#3#106
3#31#4#17
3#31#5#56
3#31#6#1
3#32#0#1960
3#34#0#8428
3#34#1#8
3#34#3#100
3#34#4#1
3#34#5#15
3#34#6#2
3#63#0#2085
3#63#1#1
3#63#2#62
3#63#3#3
3#63#4#18
3#63#5#22
3#63#6#8
3#87#0#1361
3#95#0#7325
3#95#1#542
3#95#2#8
3#137#0#2833
3#137#1#1
3#176#0#6637
3#176#1#37
3#176#2#71
3#176#3#2
3#460#0#1320
3#460#2#84
3#598#0#79
3#1082#0#696
3#1082#2#4
3#1433#0#19
3#1636#0#113
3#2173#0#70
3#2173#1#34
3#3617#0#119
3#3617#1#2
3#3617#2#1
3#3796#0#2
3#4037#0#14
3#4150#0#1
3#4177#0#16
4#5#3#165
4#6#0#1
4#6#2#2329
4#6#8#9
4#45#0#9
4#45#2#2127
4#45#8#217
4#46#0#2
4#46#3#1842
4#46#4#3
4#46#10#2
4#64#0#23
4#64#3#1027
4#64#4#87
4#64#10#7
4#94#3#742
4#94#4#4
4#103#0#4
4#103#1#2769
4#103#7#112
4#107#3#62
4#107#4#1
4#109#3#277
4#131#0#8
4#131#1#1346
4#131#3#1
4#131#7#75
4#141#0#4
4#141#3#423
4#141#4#1
4#141#9#2
4#141#10#2
4#175#0#23
4#175#1#1777
4#175#7#60
4#175#8#1
4#187#3#78
4#188#3#232
4#188#9#5
4#203#1#63
4#203#3#1
4#203#8#12
4#227#0#13
4#227#3#1087
4#227#10#12
4#253#0#156
4#253#3#150
4#261#3#19
4#266#1#615
4#266#7#103
4#267#0#8
4#267#1#406
4#267#2#4
4#268#0#146
4#268#1#2
4#268#3#834
4#268#4#4
4#268#5#27
4#268#7#1
4#268#10#2
4#269#0#7
4#269#3#2727
4#269#4#1
4#269#9#31
4#309#0#62
4#309#3#3944
4#309#6#21
4#309#9#12
4#310#0#121
4#310#1#17
4#310#3#4321
4#310#9#47
4#310#11#173
4#327#1#277
4#327#7#11
4#328#1#86
4#334#0#10
4#334#3#728
4#334#4#9
4#376#1#825
4#376#7#46
4#387#3#434
4#399#3#2
4#400#0#22
4#400#3#807
4#407#1#1
4#407#3#227
4#428#3#34
4#428#4#67
4#429#1#1141
4#429#2#1
4#429#7#7
4#453#0#2
4#453#1#360
4#453#2#1
4#453#7#7
4#454#1#1518
4#454#7#31
4#482#0#25
4#482#1#8
4#482#3#3232
4#482#4#37
4#482#9#37
4#504#3#198
4#506#3#50
4#507#3#95
4#508#2#8
4#516#0#415
4#516#1#1878
4#516#7#51
4#523#3#102
4#523#9#1
4#535#0#1
4#535#3#220
4#536#3#342
4#536#10#63
4#537#3#15
4#538#0#3
4#538#3#444
4#539#3#1209
4#557#3#605
4#558#1#232
4#558#8#7
4#559#1#377
4#559#7#34
4#560#3#313
4#585#1#1268
4#585#7#70
4#592#1#123
4#592#7#2
4#625#3#2825
4#625#9#142
4#631#3#796
4#631#9#1
4#632#0#29
4#636#4#70
4#636#5#150
4#636#11#9
4#639#2#383
4#639#8#2
4#647#1#31
4#681#0#3
4#681#1#803
4#681#7#49
4#692#0#1
4#692#3#912
4#692#9#27
4#693#0#4
4#693#1#104
4#693#7#7
4#705#0#5
4#705#1#1039
4#705#2#3
4#705#7#167
4#705#8#5
4#705#9#38
4#707#3#368
4#726#0#1
4#726#3#1370
4#726#9#6
4#774#0#1
4#774#1#239
4#774#7#15
4#774#9#1
4#780#2#1
4#780#3#1543
4#780#4#13
4#780#10#1
4#830#1#47
4#830#8#9
4#865#0#17
4#865#3#1590
4#865#4#109
4#868#3#85
4#884#0#88
4#884#3#401
4#884#9#49
4#899#0#3
4#899#1#415
4#899#7#9
4#901#2#786
4#907#2#584
4#907#8#23
4#912#3#191
4#912#9#20
4#917#3#7
4#921#3#284
4#921#4#2
4#921#10#1
4#936#3#74
4#971#0#3
4#971#3#747
4#971#4#3
4#971#10#118
4#984#0#212
4#984#1#690
4#984#7#35
4#985#3#150
4#988#3#151
4#998#3#593
4#999#3#139
4#999#4#42
4#1007#3#78
4#1007#9#2
4#1013#0#7
4#1013#3#3
4#1013#4#16
4#1019#0#1
4#1019#1#352
4#1019#8#60
4#1030#0#100
4#1030#3#298
4#1044#0#1
4#1044#1#392
4#1044#2#2
4#1044#7#32
4#1060#0#5
4#1060#1#904
4#1060#7#83
4#1066#1#1974
4#1066#7#117
4#1086#2#125
4#1113#3#242
4#1114#0#1
4#1114#3#41
4#1117#0#1
4#1117#1#602
4#1117#2#1
4#1117#7#46
4#1141#3#147
4#1172#0#4
4#1172#1#90
4#1172#8#2
4#1196#3#645
4#1196#9#1
4#1260#0#8
4#1260#1#603
4#1260#7#29
4#1264#2#118
4#1264#8#3
4#1266#3#369
4#1266#9#24
4#1295#1#330
4#1295#7#3
4#1296#0#47
4#1296#2#838
4#1308#0#4
4#1308#3#1406
4#1308#10#3
4#1369#5#9
4#1423#0#9
4#1423#1#58
4#1423#8#3
4#1423#9#1
4#1424#2#1245
4#1424#8#27
4#1426#2#548
4#1437#3#231
4#1441#0#1
4#1441#3#322
4#1441#9#2
4#1450#2#296
4#1450#8#3
4#1457#3#8
4#1467#0#1
4#1467#2#577
4#1467#8#4
4#1470#3#170
4#1495#0#5
4#1495#3#1143
4#1499#3#34
4#1526#3#7
4#1553#3#326
4#1556#3#256
4#1563#0#3
4#1563#1#538
4#1563#7#6
4#1568#3#223
4#1599#3#24
4#1638#3#93
4#1692#3#166
4#1693#0#9
4#1694#3#175
4#1694#13#1
4#1723#1#647
4#1723#7#43
4#1726#0#8
4#1726#3#972
4#1726#9#47
4#1769#0#1
4#1769#1#105
4#1769#8#8
4#1769#9#1
4#1787#3#201
4#1821#3#277
4#1843#3#44
4#1850#3#211
4#1851#3#173
4#1855#3#257
4#1867#3#190
4#1867#9#1
4#1868#3#523
4#1869#0#83
4#1883#3#14
4#1884#3#88
4#1903#0#2
4#1903#2#290
4#1903#8#24
4#1936#3#35
4#1955#3#318
4#1962#3#160
4#1988#2#147
4#1988#8#14
4#2039#3#151
4#2084#3#14
4#2084#9#7
4#2096#3#207
4#2096#6#1
4#2100#0#1
4#2100#2#190
4#2100#8#1
4#2104#3#16
4#2106#1#263
4#2106#8#1
4#2107#3#40
4#2108#3#36
4#2109#3#264
4#2109#8#1
4#2109#10#9
4#2123#3#224
4#2159#0#7
4#2159#1#7
4#2165#3#160
4#2165#10#1
4#2168#2#24
4#2183#3#53
4#2230#2#237
4#2230#8#1
4#2247#3#83
4#2248#0#14
4#2251#0#1
4#2251#1#20
4#2251#8#4
4#2258#3#134
4#2298#2#27
4#2298#8#175
4#2302#1#782
4#2302#7#12
4#2306#0#6
4#2306#1#5
4#2306#3#1025
4#2306#10#1
4#2345#4#5
4#2368#3#95
4#2412#0#122
4#2531#3#52
4#2534#3#140
4#2545#3#163
4#2574#0#161
4#2577#0#23
4#2577#1#88
4#2577#8#9
4#2590#0#1685
4#2590#2#40
4#2601#0#21
4#2601#1#34
4#2686#1#7
4#2715#0#33
4#2725#1#3
4#2750#0#1
4#2751#1#13
4#2751#8#1
4#2761#0#345
4#2780#0#13
4#2819#1#27
4#2819#7#6
4#2849#0#7
4#2852#1#9
4#2852#8#5
4#2906#1#41
4#2906#7#2
4#2970#1#31
4#2970#7#4
4#2975#0#1
4#2993#1#57
4#2993#7#3
4#3014#0#1
4#3015#1#25
4#3015#7#1
4#3070#0#2
4#3102#1#693
4#3102#7#3
4#3130#0#1
4#3174#0#4
4#3189#1#1
4#3299#2#176
4#3299#8#17
4#3303#3#7
4#3313#0#2
4#3315#1#7
4#3328#0#1
4#3346#3#10
4#3352#3#7
4#3415#3#15
4#3431#0#1
4#3442#0#1
4#3442#3#11
4#3458#3#8
4#3464#3#4
4#3466#0#1453
4#3475#0#1
4#3485#0#6
4#3604#3#12
4#3623#3#21
4#3651#3#2
4#3658#0#1
4#3729#3#69
4#3733#2#7
4#3735#3#44
4#3746#0#1
4#3770#1#1
4#3775#3#2
4#3840#3#5
4#3849#3#2
4#3866#3#9
4#3887#0#1
4#3915#3#13
4#3930#3#1
4#3948#3#2
4#3948#9#1
4#3964#3#1
4#4000#3#22
4#4029#0#1
4#4055#3#3
4#4057#3#2
4#4063#3#3
4#4066#2#1
4#4104#0#1
4#4106#3#1
4#4113#3#2
4#4126#3#17
4#4128#0#16
4#4128#2#1
4#4140#3#15
4#4151#3#1
4#4156#3#1
4#4163#0#13
4#4179#3#31
4#4185#3#1
4#4190#1#1
4#4215#3#1
4#4268#0#9
4#4282#0#1
4#4290#3#1
4#4300#0#1
4#4313#0#1
5#7#0#781
5#7#5#25
5#25#0#30
5#25#1#32
5#25#2#2991
5#25#3#78
5#25#4#4
5#25#5#1
5#25#6#1
5#25#10#37
5#25#11#1
5#25#14#53
5#26#0#4
5#26#2#1853
5#26#4#1
5#38#2#3
5#39#2#348
5#59#0#18
5#59#3#7
5#77#0#5
5#77#2#374
5#91#2#20
5#105#2#25
5#112#0#2163
5#112#4#1
5#112#6#4
5#112#9#56
5#112#10#9
5#112#11#3
5#112#16#27
5#134#2#386
5#135#2#186
5#155#0#49
5#155#7#2
5#160#0#355
5#160#5#1
5#178#0#72
5#216#0#1
5#216#2#1810
5#216#3#2
5#216#11#4
5#216#14#6
5#221#2#803
5#221#8#3
5#223#2#326
5#223#12#31
5#225#2#68
5#256#2#54
5#270#0#106
5#270#2#2833
5#270#11#1
5#270#13#1
5#270#15#17
5#273#0#14
5#273#2#710
5#301#2#423
5#302#2#565
5#302#8#7
5#302#9#129
5#302#10#1
5#302#11#28
5#311#0#43
5#317#0#8
5#317#1#1
5#317#2#7451
5#317#3#26
5#317#4#2
5#317#5#63
5#317#9#3
5#317#10#51
5#317#11#6
5#317#13#2
5#317#14#8
5#344#2#6
5#345#2#24
5#345#12#1
5#346#2#64
5#346#3#1
5#346#11#1
5#347#2#55
5#347#11#1
5#348#0#176
5#353#0#181
5#377#2#202
5#388#2#46
5#388#14#1
5#403#0#46
5#443#2#6
5#466#0#94
5#466#2#72
5#466#3#1
5#509#0#1
5#509#2#6
5#511#2#258
5#511#5#2
5#511#16#10
5#541#1#6
5#541#2#305
5#541#4#7
5#593#0#44
5#603#2#300
5#623#2#338
5#623#3#2
5#623#10#1
5#648#0#234
5#648#4#20
5#653#0#356
5#653#10#17
5#670#0#118
5#670#5#32
5#671#2#893
