ifd0_make#ifd0_model#quality#Count
3#598#95.595#37
3#598#95.61#11
3#1082#93.035#278
3#1082#95.52#5
3#1082#95.595#415
3#1082#95.975#2
3#1433#79.905#16
3#1433#93.035#3
3#1636#91.985#37
3#1636#95.37#76
3#2173#87.75#32
3#2173#87.95#72
3#3617#87.95#3
3#3617#93.035#1
3#3617#95.52#3
3#3617#95.595#102
3#3617#96.445#1
3#3617#100#12
3#3796#93.035#2
3#4037#93.035#11
3#4037#100#3
3#4150#93.035#1
3#4177#93.035#16
4#5#91.1#1
4#5#91.905#1
4#5#92.92500000000001#1
4#5#92.95500000000001#1
4#5#94.01#1
4#5#94.43#1
4#5#94.765#1
4#5#95.09#3
4#5#95.28#5
4#5#95.55000000000001#7
4#5#95.8#3
4#5#95.895#1
4#5#96.32#2
4#5#96.36#10
4#5#96.91#1
4#5#96.97#2
4#5#96.985#5
4#5#97.03#3
4#5#97.33#6
4#5#97.375#6
4#5#97.405#27
4#5#97.78#5
4#5#97.795#22
4#5#98.09#8
4#5#98.2#33
4#5#98.275#5
4#5#100#4
4#6#64.4#6
4#6#78.56#6
4#6#79.905#19
4#6#82.2#6
4#6#83.00999999999999#5
4#6#84.93#27
4#6#85.525#8
4#6#86.655#4
4#6#87.055#6
4#6#87.46000000000001#9
4#6#88.13#4
4#6#88.505#6
4#6#89.565#9
4#6#89.975#80
4#6#89.995#52
4#6#91.1#2
4#6#91.35#1
4#6#91.505#1
4#6#91.905#42
4#6#92.52#3
4#6#92.92500000000001#2
4#6#92.945#4
4#6#92.95500000000001#29
4#6#93.035#2
4#6#93.71000000000001#1
4#6#94.115#1
4#6#94.43#2
4#6#94.765#5
4#6#95.09#3
4#6#95.28#8
4#6#95.55000000000001#20
4#6#95.8#4
4#6#95.895#6
4#6#95.95#199
4#6#96.025#9
4#6#96.32#13
4#6#96.36#23
4#6#96.91#11
4#6#96.97#23
4#6#96.985#23
4#6#97.01#1
4#6#97.03#17
4#6#97.32#1
4#6#97.33#22
4#6#97.375#23
4#6#97.405#444
4#6#97.78#32
4#6#97.795#39
4#6#97.805#19
4#6#97.86#58
4#6#98.09#46
4#6#98.195#26
4#6#98.2#687
4#6#98.27000000000001#1
4#6#98.275#234
4#6#100#5
4#45#68.36#1
4#45#74.745#143
4#45#79.905#31
4#45#82.555#1
4#45#82.955#1
4#45#84.22999999999999#1
4#45#84.93#1
4#45#88.38#2
4#45#88.72999999999999#1
4#45#89.775#1
4#45#89.995#16
4#45#90.16499999999999#2
4#45#90.83500000000001#3
4#45#91.28#1
4#45#91.68#23
4#45#92#4
4#45#92.05#34
4#45#92.68#11
4#45#92.74000000000001#6
4#45#93.06#9
4#45#93.09#10
4#45#93.84#10
4#45#93.975#1
4#45#94.13499999999999#7
4#45#94.215#20
4#45#94.525#18
4#45#94.89500000000001#25
4#45#95.145#1
4#45#95.19999999999999#31
4#45#95.32#1
4#45#95.38#37
4#45#95.485#7
4#45#95.64#60
4#45#95.88499999999999#22
4#45#95.975#25
4#45#96.04#32
4#45#96.09#31
4#45#96.36#32
4#45#96.41#68
4#45#96.945#1
4#45#96.98500000000001#43
4#45#97.01#2
4#45#97.03999999999999#55
4#45#97.06#41
4#45#97.1#51
4#45#97.345#1
4#45#97.375#55
4#45#97.42#53
4#45#97.42500000000001#7
4#45#97.45#137
4#45#97.79#1
4#45#97.805#6
4#45#97.815#60
4#45#97.83000000000001#130
4#45#97.89#98
4#45#98.11#5
4#45#98.125#87
4#45#98.19#50
4#45#98.205#613
4#45#98.28#4
4#45#98.52000000000001#91
4#45#100#32
4#46#19.03#9
4#46#82.2#1
4#46#82.6#1
4#46#84.93#2
4#46#85.11#1
4#46#86.19#5
4#46#86.655#2
4#46#87.055#3
4#46#87.46000000000001#13
4#46#88.13#1
4#46#88.505#10
4#46#89.565#6
4#46#89.975#12
4#46#89.995#1
4#46#90.64#24
4#46#91.1#17
4#46#91.35#8
4#46#91.505#7
4#46#91.865#11
4#46#91.905#17
4#46#92.52#10
4#46#92.58#10
4#46#92.92500000000001#9
4#46#92.95500000000001#10
4#46#93.71000000000001#22
4#46#94.01#16
4#46#94.115#23
4#46#94.43#20
4#46#94.765#38
4#46#94.975#38
4#46#95.09#30
4#46#95.28#40
4#46#95.55000000000001#66
4#46#95.8#27
4#46#95.895#23
4#46#95.95#25
4#46#96.025#27
4#46#96.32#40
4#46#96.36#72
4#46#96.91#54
4#46#96.97#37
4#46#96.985#63
4#46#97.03#53
4#46#97.33#50
4#46#97.36500000000001#1
4#46#97.375#46
4#46#97.405#140
4#46#97.78#75
4#46#97.795#63
4#46#97.86#64
4#46#98.09#46
4#46#98.2#457
4#46#100#3
4#64#19.03#1
4#64#79.605#1
4#64#82.2#1
4#64#84.22999999999999#23
4#64#85.11#1
4#64#85.525#1
4#64#86.19#1
4#64#87.055#1
4#64#87.46000000000001#2
4#64#88.13#2
4#64#88.505#1
4#64#89.565#4
4#64#89.975#7
4#64#89.995#1
4#64#90.64#5
4#64#91.1#11
4#64#91.35#1
4#64#91.505#3
4#64#91.865#9
4#64#91.905#63
4#64#92.52#14
4#64#92.58#9
4#64#92.92500000000001#10
4#64#92.95500000000001#3
4#64#93.71000000000001#5
4#64#94.01#25
4#64#94.115#7
4#64#94.43#15
4#64#94.765#21
4#64#95.09#7
4#64#95.28#34
4#64#95.55000000000001#53
4#64#95.8#23
4#64#95.895#19
4#64#95.95#24
4#64#96.025#25
4#64#96.32#34
4#64#96.36#55
4#64#96.91#31
4#64#96.97#40
4#64#96.985#28
4#64#97.03#38
4#64#97.33#33
4#64#97.375#31
4#64#97.405#71
4#64#97.78#33
4#64#97.795#38
4#64#97.86#31
4#64#98.09#18
4#64#98.2#140
4#64#100#90
4#94#86.19#1
4#94#89.975#1
4#94#89.995#2
4#94#91.1#2
4#94#91.905#1
4#94#92.52#1
4#94#92.58#1
4#94#92.95500000000001#3
4#94#93.71000000000001#4
4#94#94.01#4
4#94#94.115#6
4#94#94.43#5
4#94#94.765#7
4#94#95.09#8
4#94#95.28#6
4#94#95.55000000000001#22
4#94#95.8#21
4#94#95.895#15
4#94#95.95#24
4#94#96.025#21
4#94#96.32#35
4#94#96.36#53
4#94#96.91#32
4#94#96.97#42
4#94#96.985#54
4#94#97.03#48
4#94#97.33#50
4#94#97.375#27
4#94#97.405#69
4#94#97.78#32
4#94#97.795#27
4#94#97.86#17
4#94#98.09#19
4#94#98.2#83
4#94#100#3
4#103#79.905#95
4#103#80.00999999999999#7
4#103#81.445#4
4#103#82.555#6
4#103#82.955#6
4#103#84.02#1
4#103#84.37#4
4#103#84.93#1
4#103#86.475#1
4#103#86.92#10
4#103#87.32#1
4#103#87.685#8
4#103#88.38#3
4#103#88.72999999999999#9
4#103#89.655#1
4#103#89.775#5
4#103#89.995#5
4#103#90.16499999999999#10
4#103#90.83500000000001#6
4#103#91.28#9
4#103#91.525#6
4#103#91.68#2
4#103#92#6
4#103#92.05#97
4#103#92.68#4
4#103#92.74000000000001#9
4#103#92.935#4
4#103#93.035#68
4#103#93.06#4
4#103#93.09#5
4#103#93.84#4
4#103#94.13499999999999#5
4#103#94.215#8
4#103#94.525#15
4#103#94.89500000000001#12
4#103#95.19999999999999#13
4#103#95.38#28
4#103#95.64#31
4#103#95.83500000000001#1
4#103#95.88499999999999#12
4#103#95.975#17
4#103#96.04#16
4#103#96.09#21
4#103#96.36#7
4#103#96.41#57
4#103#96.97#121
4#103#96.98500000000001#23
4#103#97#2
4#103#97.03999999999999#20
4#103#97.06#33
4#103#97.07#2
4#103#97.1#43
4#103#97.375#155
4#103#97.385#1
4#103#97.42#37
4#103#97.42500000000001#2
4#103#97.45#91
4#103#97.79#1
4#103#97.805#81
4#103#97.815#48
4#103#97.83000000000001#477
4#103#97.875#1
4#103#97.89#63
4#103#98.11#1
4#103#98.125#76
4#103#98.19#21
4#103#98.205#941
4#103#100#1
4#107#91.1#1
4#107#92.58#1
4#107#95.55000000000001#1
4#107#95.95#1
4#107#96.32#1
4#107#97.03#1
4#107#97.375#2
4#107#97.78#1
4#107#97.795#23
4#107#98.2#30
4#107#100#1
4#109#89.975#1
4#109#92.52#3
4#109#92.58#1
4#109#92.92500000000001#2
4#109#94.01#2
4#109#94.43#2
4#109#94.765#2
4#109#95.09#3
4#109#95.28#1
4#109#95.55000000000001#11
4#109#95.8#3
4#109#95.895#4
4#109#95.95#4
4#109#96.025#8
4#109#96.32#4
4#109#96.36#11
4#109#96.91#10
4#109#96.97#4
4#109#96.985#10
4#109#97.03#4
4#109#97.33#11
4#109#97.375#15
4#109#97.405#30
4#109#97.78#17
4#109#97.795#16
4#109#97.86#30
4#109#98.09#21
4#109#98.2#47
4#131#50#1
4#131#72.405#1
4#131#78.965#2
4#131#79.905#150
4#131#82.35#1
4#131#82.955#1
4#131#86.765#1
4#131#87.685#4
4#131#88.38#3
4#131#88.72999999999999#4
4#131#89.655#10
4#131#89.775#10
4#131#89.995#10
4#131#90.16499999999999#8
4#131#90.83500000000001#5
4#131#91.28#14
4#131#91.525#5
4#131#91.68#5
4#131#92#11
4#131#92.05#8
4#131#92.68#7
4#131#92.74000000000001#11
4#131#93.06#13
4#131#93.09#11
4#131#93.84#29
4#131#94.065#1
4#131#94.13499999999999#22
4#131#94.14500000000001#2
4#131#94.215#25
4#131#94.465#1
4#131#94.525#24
4#131#94.89500000000001#29
4#131#95.145#3
4#131#95.19999999999999#52
4#131#95.32#1
4#131#95.38#49
4#131#95.59#6
4#131#95.64#86
4#131#95.88499999999999#21
4#131#95.93#1
4#131#95.975#24
4#131#95.995#1
4#131#96.04#37
4#131#96.09#35
4#131#96.32#4
4#131#96.36#39
4#131#96.375#8
4#131#96.41#72
4#131#96.945#1
4#131#96.97#14
4#131#96.98500000000001#38
4#131#97.025#8
4#131#97.03999999999999#37
4#131#97.06#42
4#131#97.1#43
4#131#97.375#45
4#131#97.385#3
4#131#97.42#56
4#131#97.42500000000001#7
4#131#97.45#67
4#131#97.79#1
4#131#97.805#1
4#131#97.815#38
4#131#97.83000000000001#26
4#131#97.89#17
4#131#98.125#19
4#131#98.19#12
4#131#98.205#82
4#131#100#5
4#141#79.905#1
4#141#86.655#1
4#141#88.13#1
4#141#91.865#1
4#141#91.905#12
4#141#93.975#1
4#141#94.975#2
4#141#95.09#1
4#141#95.28#2
4#141#95.55000000000001#10
4#141#96.025#2
4#141#96.03999999999999#2
4#141#96.32#2
4#141#96.36#12
4#141#96.91#5
4#141#96.97#4
4#141#96.985#5
4#141#97.01#4
4#141#97.03#4
4#141#97.33#47
4#141#97.375#4
4#141#97.405#17
4#141#97.78#9
4#141#97.795#19
4#141#97.805#2
4#141#97.86#14
4#141#98.09#13
4#141#98.2#235
4#175#62.565#1
4#175#74.745#6
4#175#77.08000000000001#1
4#175#78.195#1
4#175#78.75999999999999#3
4#175#79.905#130
4#175#81.445#1
4#175#82.555#1
4#175#82.955#1
4#175#83.32499999999999#1
4#175#84.22999999999999#1
4#175#85.41499999999999#2
4#175#85.805#2
4#175#86.475#2
4#175#86.92#3
4#175#87.32#1
4#175#88.38#1
4#175#88.72999999999999#3
4#175#89.775#2
4#175#89.995#11
4#175#90.055#1
4#175#90.16499999999999#19
4#175#90.83500000000001#10
4#175#91.28#9
4#175#91.525#2
4#175#91.68#2
4#175#92#4
4#175#92.05#76
4#175#92.68#4
4#175#92.74000000000001#1
4#175#92.935#1
4#175#92.975#1
4#175#93.06#5
4#175#93.09#7
4#175#93.84#6
4#175#94.13499999999999#10
4#175#94.215#6
4#175#94.525#7
4#175#94.89500000000001#9
4#175#94.975#3
4#175#95.19999999999999#11
4#175#95.38#8
4#175#95.59#1
4#175#95.64#29
4#175#95.83500000000001#1
4#175#95.88499999999999#7
4#175#95.975#4
4#175#96.04#14
4#175#96.04499999999999#2
4#175#96.09#19
4#175#96.36#22
4#175#96.375#3
4#175#96.41#36
4#175#96.695#17
4#175#96.945#1
4#175#96.97#1
4#175#96.98500000000001#11
4#175#97#1
4#175#97.01#2
4#175#97.025#1
4#175#97.03999999999999#10
4#175#97.06#19
4#175#97.07#1
4#175#97.1#24
4#175#97.345#1
4#175#97.375#111
4#175#97.385#3
4#175#97.42#17
4#175#97.42500000000001#4
4#175#97.45#73
4#175#97.79#2
4#175#97.805#24
4#175#97.815#32
4#175#97.83000000000001#344
4#175#97.875#1
4#175#97.89#44
4#175#98.11#7
4#175#98.125#34
4#175#98.19#30
4#175#98.205#508
4#175#100#24
4#187#88.13#1
4#187#94.43#1
4#187#96.32#1
4#187#96.36#5
4#187#96.91#4
4#187#96.97#1
4#187#96.985#1
4#187#97.33#1
4#187#97.405#9
4#187#97.78#6
4#187#97.795#1
4#187#97.86#6
4#187#98.09#5
4#187#98.2#36
4#188#90.64#1
4#188#91.505#1
4#188#92.58#1
4#188#94.115#1
4#188#94.43#2
4#188#94.765#3
4#188#95.09#4
4#188#95.28#5
4#188#95.55000000000001#8
4#188#95.8#2
4#188#95.95#2
4#188#96.025#2
4#188#96.32#3
4#188#96.36#7
4#188#96.91#2
4#188#96.97#6
4#188#96.985#2
4#188#97.03#1
4#188#97.33#1
4#188#97.375#3
4#188#97.405#18
4#188#97.78#3
4#188#97.795#54
4#188#97.86#1
4#188#98.09#3
4#188#98.2#82
4#188#98.275#19
4#203#83.68#1
4#203#87.43#1
4#203#91.08#1
4#203#91.1#3
4#203#91.905#2
4#203#92.52#1
4#203#92.92500000000001#1
4#203#92.95500000000001#1
4#203#93.69#2
4#203#93.71000000000001#2
4#203#94.01#2
4#203#94.095#1
4#203#94.115#2
4#203#94.41#1
4#203#94.43#1
4#203#94.765#2
4#203#95.08#3
4#203#95.09#5
4#203#95.265#1
4#203#95.28#3
4#203#95.55000000000001#9
4#203#95.8#2
4#203#95.88499999999999#1
4#203#95.895#1
4#203#95.95#1
4#203#96.025#4
4#203#96.32#4
4#203#96.35499999999999#1
4#203#96.36#3
4#203#96.91#2
4#203#96.97#1
4#203#96.985#2
4#203#97.03#1
4#203#97.33#2
4#203#97.405#3
4#203#97.795#2
4#203#98.09#1
4#227#84.055#1
4#227#84.22999999999999#7
4#227#84.93#1
4#227#86.19#1
4#227#86.655#1
4#227#87.055#3
4#227#87.46000000000001#3
4#227#88.13#2
4#227#88.505#3
4#227#89.565#2
4#227#89.975#6
4#227#89.995#5
4#227#90.64#4
4#227#91.1#4
4#227#91.35#6
4#227#91.505#3
4#227#91.865#1
4#227#91.905#7
4#227#92.52#6
4#227#92.58#7
4#227#92.92500000000001#7
4#227#92.95500000000001#7
4#227#93.71000000000001#15
4#227#94.01#12
4#227#94.115#16
4#227#94.43#19
4#227#94.765#19
4#227#95.09#23
4#227#95.28#21
4#227#95.55000000000001#42
4#227#95.8#15
4#227#95.895#25
4#227#95.95#32
4#227#96.025#23
4#227#96.32#25
4#227#96.35499999999999#1
4#227#96.36#65
4#227#96.91#25
4#227#96.97#38
4#227#96.985#30
4#227#97.03#49
4#227#97.32#2
4#227#97.33#38
4#227#97.375#47
4#227#97.405#74
4#227#97.78#57
4#227#97.795#44
4#227#97.86#34
4#227#98.09#31
4#227#98.2#192
4#227#100#11
4#253#74.745#20
4#253#84.22999999999999#1
4#253#93.035#155
4#253#93.975#1
4#253#94.975#1
4#253#95.55000000000001#10
4#253#95.8#4
4#253#96.03999999999999#1
4#253#96.36#4
4#253#96.97#4
4#253#97.03#4
4#253#97.33#8
4#253#97.375#5
4#253#97.405#5
4#253#97.795#4
4#253#97.86#4
4#253#98.09#6
4#253#98.2#69
4#261#95.55000000000001#1
4#261#96.985#1
4#261#97.33#1
4#261#97.405#4
4#261#97.78#3
4#261#97.795#2
4#261#97.86#2
4#261#98.09#1
4#261#98.2#4
4#266#79.905#150
4#266#88.38#1
4#266#89.655#1
4#266#89.775#2
4#266#89.995#3
4#266#90.72999999999999#2
4#266#90.83500000000001#2
4#266#91.18#2
4#266#91.525#1
4#266#91.58#2
4#266#91.91#1
4#266#91.965#1
4#266#92#1
4#266#92.68#2
4#266#92.74000000000001#6
4#266#93.06#2
4#266#93.09#3
4#266#93.75999999999999#4
4#266#93.84#5
4#266#94.065#1
4#266#94.13499999999999#2
4#266#94.14500000000001#1
4#266#94.215#6
4#266#94.465#3
4#266#94.525#10
4#266#94.825#2
4#266#94.89500000000001#14
4#266#95.145#4
4#266#95.19999999999999#10
4#266#95.32#1
4#266#95.38#11
4#266#95.59#11
4#266#95.64#32
4#266#95.83500000000001#3
4#266#95.88499999999999#12
4#266#95.93#5
4#266#95.975#4
4#266#95.995#1
4#266#96.04#15
4#266#96.04499999999999#2
4#266#96.09#20
4#266#96.32#2
4#266#96.36#5
4#266#96.375#4
4#266#96.41#38
4#266#96.945#3
4#266#96.98500000000001#21
4#266#97#4
4#266#97.025#6
4#266#97.03999999999999#25
4#266#97.06#26
4#266#97.07#2
4#266#97.1#19
4#266#97.345#4
4#266#97.375#15
4#266#97.385#6
4#266#97.42#22
4#266#97.42500000000001#11
4#266#97.45#25
4#266#97.79#2
4#266#97.805#4
4#266#97.815#26
4#266#97.83000000000001#4
4#266#97.875#3
4#266#97.89#3
4#266#98.125#12
4#266#98.19#4
4#266#98.205#60
4#266#100#1
4#267#79.905#38
4#267#81.445#2
4#267#84.02#2
4#267#84.37#4
4#267#85.41499999999999#1
4#267#86.475#1
4#267#86.92#1
4#267#87.32#3
4#267#87.685#3
4#267#88.38#3
4#267#88.72999999999999#4
4#267#89.775#5
4#267#89.995#80
4#267#90.16499999999999#8
4#267#90.83500000000001#4
4#267#91.28#6
4#267#91.525#4
4#267#91.68#1
4#267#92#1
4#267#92.68#2
4#267#92.74000000000001#2
4#267#93.06#3
4#267#93.09#5
4#267#93.84#3
4#267#94.13499999999999#4
4#267#94.215#2
4#267#94.525#186
4#267#96.41#27
4#267#97.375#1
4#267#97.405#12
4#268#86.19#1
4#268#87.46000000000001#1
4#268#88.13#1
4#268#89.565#2
4#268#90.64#3
4#268#91.1#3
4#268#91.505#4
4#268#91.865#5
4#268#91.905#2
4#268#92.52#5
4#268#92.58#6
4#268#92.92500000000001#8
4#268#92.95500000000001#7
4#268#93.035#158
4#268#93.71000000000001#13
4#268#94.01#11
4#268#94.115#10
4#268#94.43#13
4#268#94.765#17
4#268#95.09#16
4#268#95.28#27
4#268#95.55000000000001#40
4#268#95.8#18
4#268#95.895#14
4#268#95.95#19
4#268#96.025#18
4#268#96.32#23
4#268#96.36#46
4#268#96.91#28
4#268#96.97#25
4#268#96.985#19
4#268#97.03#28
4#268#97.33#31
4#268#97.375#33
4#268#97.405#64
4#268#97.78#25
4#268#97.795#26
4#268#97.86#28
4#268#98.09#27
4#268#98.2#157
4#268#100#34
4#269#89.995#10
4#269#92.58#5
4#269#92.935#2
4#269#92.95500000000001#1
4#269#93.71000000000001#1
4#269#94.01#2
4#269#94.115#2
4#269#94.43#3
4#269#95.09#5
4#269#95.28#31
4#269#95.55000000000001#13
4#269#95.8#7
4#269#95.895#7
4#269#95.95#6
4#269#96.025#11
4#269#96.32#11
4#269#96.36#41
4#269#96.91#17
4#269#96.97#176
4#269#96.985#31
4#269#97.03#47
4#269#97.32#1
4#269#97.33#47
4#269#97.375#57
4#269#97.405#313
4#269#97.78#65
4#269#97.79#5
4#269#97.795#356
4#269#97.855#3
4#269#97.86#84
4#269#98.09#93
4#269#98.195#12
4#269#98.2#950
4#269#98.27000000000001#6
4#269#98.275#345
4#309#25#1
4#309#74.745#78
4#309#82.2#1
4#309#83.68#1
4#309#84.055#3
4#309#85.11#1
4#309#86.19#2
4#309#87.055#4
4#309#87.46000000000001#1
4#309#88.13#7
4#309#88.505#6
4#309#89.565#6
4#309#89.975#43
4#309#89.995#19
4#309#90.64#10
4#309#91.1#6
4#309#91.35#6
4#309#91.505#7
4#309#91.865#7
4#309#91.88#21
4#309#91.905#329
4#309#92.58#4
4#309#92.92500000000001#5
4#309#92.95500000000001#2
4#309#93.71000000000001#3
4#309#93.975#1
4#309#94.01#2
4#309#94.115#7
4#309#94.43#8
4#309#94.765#27
4#309#94.975#32
4#309#95.09#20
4#309#95.28#19
4#309#95.53999999999999#1
4#309#95.55000000000001#63
4#309#95.8#16
4#309#95.895#23
4#309#95.95#17
4#309#96.025#18
4#309#96.32#39
4#309#96.36#79
4#309#96.445#7
4#309#96.91#37
4#309#96.97#53
4#309#96.985#56
4#309#97.03#91
4#309#97.32#26
4#309#97.33#394
4#309#97.36500000000001#5
4#309#97.375#53
4#309#97.405#193
4#309#97.775#1
4#309#97.78#101
4#309#97.79#4
4#309#97.795#279
4#309#97.805#18
4#309#97.86#119
4#309#98.09#132
4#309#98.195#47
4#309#98.2#1461
4#309#100#17
4#310#65.205#1
4#310#66.255#1
4#310#67.73#3
4#310#74.745#138
4#310#77.75#1
4#310#79.605#1
4#310#82.2#1
4#310#83.00999999999999#3
4#310#83.68#6
4#310#84.055#5
4#310#84.22999999999999#39
4#310#85.11#8
4#310#85.525#5
4#310#86.19#4
4#310#86.655#9
4#310#87.055#8
4#310#87.46000000000001#13
4#310#88.13#16
4#310#88.505#12
4#310#88.91#5
4#310#89.565#25
4#310#89.975#79
4#310#89.995#66
4#310#90.64#38
4#310#91.1#47
4#310#91.35#27
4#310#91.505#23
4#310#91.865#27
4#310#91.905#26
4#310#92.52#18
4#310#92.58#33
4#310#92.92500000000001#38
4#310#92.95500000000001#43
4#310#93.035#29
4#310#93.71000000000001#40
4#310#94.01#55
4#310#94.115#59
4#310#94.43#58
4#310#94.765#91
4#310#95.09#97
4#310#95.265#3
4#310#95.28#221
4#310#95.55000000000001#167
4#310#95.8#66
4#310#95.895#83
4#310#95.94#1
4#310#95.95#83
4#310#95.975#2
4#310#96.025#67
4#310#96.32#77
4#310#96.36#171
4#310#96.905#1
4#310#96.91#90
4#310#96.96000000000001#2
4#310#96.97#81
4#310#96.985#96
4#310#97.03#114
4#310#97.32#2
4#310#97.33#115
4#310#97.36500000000001#1
4#310#97.375#122
4#310#97.405#478
4#310#97.78#129
4#310#97.79#2
4#310#97.795#462
4#310#97.855#1
4#310#97.86#85
4#310#98.09#86
4#310#98.195#7
4#310#98.2#344
4#310#98.27000000000001#4
4#310#98.275#142
4#310#100#176
4#327#89.995#3
4#327#93.06#2
4#327#94.065#2
4#327#94.215#4
4#327#94.525#6
4#327#94.89500000000001#4
4#327#95.19999999999999#6
4#327#95.32#1
4#327#95.38#14
4#327#95.59#2
4#327#95.64#4
4#327#95.88499999999999#6
4#327#95.975#3
4#327#96.04#5
4#327#96.09#10
4#327#96.32#7
4#327#96.36#205
4#327#97.405#2
4#327#100#2
4#328#89.995#81
4#328#95.19999999999999#1
4#328#96.32#1
4#328#96.36#3
4#334#87.055#1
4#334#89.975#1
4#334#89.995#1
4#334#90.64#5
4#334#91.1#1
4#334#91.505#1
4#334#91.865#1
4#334#91.905#2
4#334#92.58#2
4#334#92.92500000000001#1
4#334#92.95500000000001#3
4#334#93.035#9
4#334#93.71000000000001#1
4#334#94.01#7
4#334#94.115#12
4#334#94.43#17
4#334#94.765#10
4#334#95.09#23
4#334#95.28#26
4#334#95.55000000000001#40
4#334#95.8#11
4#334#95.895#16
4#334#95.95#14
4#334#96.025#15
4#334#96.32#11
4#334#96.36#45
4#334#96.91#20
4#334#96.97#27
4#334#96.985#13
4#334#97.03#20
4#334#97.33#30
4#334#97.375#35
4#334#97.405#54
4#334#97.78#28
4#334#97.795#34
4#334#97.86#18
4#334#98.09#34
4#334#98.2#149
4#334#100#9
4#376#42.245000000000005#1
4#376#49.525#1
4#376#56.394999999999996#1
4#376#62.565#3
4#376#65.115#2
4#376#68.36#1
4#376#71.28999999999999#1
4#376#74.745#9
4#376#75.65#1
4#376#79.905#71
4#376#80.00999999999999#1
4#376#81.445#1
4#376#82.555#2
4#376#84.37#1
4#376#85.805#1
4#376#86.475#1
4#376#86.92#1
4#376#87.685#1
4#376#88#1
4#376#88.91#2
4#376#89.995#2
4#376#90.16499999999999#2
4#376#90.96#5
4#376#91.28#1
4#376#91.525#1
4#376#91.68#3
4#376#91.965#1
4#376#92#1
4#376#92.05#10
4#376#92.74000000000001#1
4#376#92.975#1
4#376#93.06#2
4#376#93.84#3
4#376#94.13499999999999#6
4#376#94.215#3
4#376#94.525#9
4#376#94.89500000000001#4
4#376#94.975#9
4#376#95.19999999999999#3
4#376#95.32#3
4#376#95.38#4
4#376#95.59#1
4#376#95.64#16
4#376#95.88499999999999#6
4#376#95.93#2
