ifd0_make#ifd0_model#ifd0_GPSOffset#Count
1#1#@ 0x00EA#1
1#1#@ 0x0120#9
1#1#@ 0x012C#7
1#1#@ 0x0152#8
1#1#@ 0x016A#31
1#1#@ 0x0172#425
1#1#@ 0x0176#1
1#1#@ 0x0184#1
1#1#@ 0x0186#885
1#1#@ 0x018A#3
1#1#@ 0x0192#3
1#1#@ 0x01B2#25
1#1#@ 0x01EB#26
1#2##9
1#2#@ 0x009A#3
1#2#@ 0x00F6#1
1#2#@ 0x015E#1
1#2#@ 0x019E#1
1#2#@ 0x01BA#79
1#2#@ 0x01CE#1362
1#2#@ 0x01D2#2
1#2#@ 0x01DA#1
1#2#@ 0x01EE#4
1#2#@ 0x01F8#5
1#2#@ 0x01FE#2
1#2#@ 0x021F#514
1#2#@ 0x0282#4
1#2#@ 0x0609#1
1#2#@ 0x060A#1
1#2#@ 0x060D#1
1#2#@ 0x0610#3
1#2#@ 0x0611#6
1#2#@ 0x0612#1
1#2#@ 0x0615#1
1#2#@ 0x0616#1
1#2#@ 0x0617#2
1#2#@ 0x066B#3
1#2#@ 0x066C#2
1#2#@ 0x066E#1
1#2#@ 0x066F#1
1#2#@ 0x0670#1
1#2#@ 0x0671#1
1#2#@ 0x0674#1
1#2#@ 0x0675#1
1#2#@ 0x0676#1
1#2#@ 0x0677#1
1#2#@ 0x067B#1
1#2#@ 0x067E#2
1#2#@ 0x067F#1
1#2#@ 0x0680#1
1#2#@ 0x0681#1
1#2#@ 0x0686#1
1#2#@ 0x0687#2
1#2#@ 0x0688#1
1#2#@ 0x068A#1
1#2#@ 0x068C#1
1#169##6
1#169#@ 0x00F6#1
1#1339##121
1#1998##16
1#2318#@ 0x0B3C#150
2#3#@ 0x01C0#9
3#4##4649
3#4#@ 0x017C#3
3#4#@ 0x0182#5
3#4#@ 0x019C#20
3#4#@ 0x01A2#194
3#4#@ 0x01A8#1
3#4#@ 0x01BA#1
3#4#@ 0x0212#6
3#4#@ 0x0238#1
3#4#@ 0x023E#21
3#4#@ 0x0240#54
3#4#@ 0x0244#406
3#4#@ 0x0246#350
3#4#@ 0x024A#849
3#4#@ 0x024C#1147
3#4#@ 0x024E#4
3#4#@ 0x0252#6050
3#4#@ 0x0254#27
3#4#@ 0x0258#66
3#4#@ 0x025A#49
3#4#@ 0x025E#244
3#4#@ 0x0260#73
3#4#@ 0x0262#2
3#4#@ 0x0264#16
3#4#@ 0x0266#580
3#4#@ 0x0268#2
3#4#@ 0x026C#3
3#4#@ 0x0272#11
3#4#@ 0x0278#1
3#4#@ 0x027C#2
3#4#@ 0x0282#2
3#4#@ 0x028E#6
3#4#@ 0x029A#4
3#4#@ 0x02B0#1
3#4#@ 0x02D4#7
3#4#@ 0x02DA#3
3#4#@ 0x02FE#1
3#4#@ 0x0306#1
3#4#@ 0x030A#1
3#4#@ 0x030C#2
3#4#@ 0x0318#1
3#4#@ 0x0360#1
3#4#@ 0x036C#1
3#4#@ 0x0372#1
3#4#@ 0x0378#18
3#4#@ 0x037C#4
3#4#@ 0x0384#1
3#4#@ 0x0386#2
3#4#@ 0x038C#2
3#4#@ 0x0392#52
3#4#@ 0x0398#35
3#4#@ 0x039E#244
3#4#@ 0x03A0#101
3#4#@ 0x03A4#1
3#4#@ 0x03A6#136
3#4#@ 0x03AA#7
3#4#@ 0x03AC#1000
3#4#@ 0x03B0#111
3#4#@ 0x03B2#3733
3#4#@ 0x03B4#44
3#4#@ 0x03B6#291
3#4#@ 0x03B8#4
3#4#@ 0x03BA#165
3#4#@ 0x03BC#1
3#4#@ 0x03C0#96
3#4#@ 0x03C4#50
3#4#@ 0x03C6#366
3#4#@ 0x03CA#68
3#4#@ 0x03CC#1
3#4#@ 0x03CE#552
3#4#@ 0x03D0#4
3#4#@ 0x03D6#3
3#4#@ 0x03D8#12
3#4#@ 0x03DE#36
3#4#@ 0x03E4#129
3#4#@ 0x03EA#862
3#4#@ 0x03F0#2
3#4#@ 0x03F8#36
3#4#@ 0x03FC#16
3#4#@ 0x03FE#54
3#4#@ 0x0402#63
3#4#@ 0x0416#1
3#4#@ 0x041A#1
3#4#@ 0x1C36#1
3#4#@ 0x1C90#1
3#4#@ 0x1CBC#1
3#4#@ 0x1E58#1
3#4#@ 0x2290#4
3#4#@ 0x22A4#1
3#13##367
3#13#@ 0x03F0#1
3#13#@ 0x0404#3
3#13#@ 0x0616#3
3#13#@ 0x061C#2
3#13#@ 0x061E#3
3#13#@ 0x0622#1
3#13#@ 0x0624#23
3#13#@ 0x0628#1
3#13#@ 0x062A#308
3#13#@ 0x0630#610
3#13#@ 0x0636#407
3#13#@ 0x0638#3
3#13#@ 0x063C#998
3#13#@ 0x063E#149
3#13#@ 0x0642#77
3#13#@ 0x0644#83
3#13#@ 0x0648#116
3#13#@ 0x064A#120
3#13#@ 0x064E#8
3#13#@ 0x0650#118
3#13#@ 0x0656#5
3#13#@ 0x065C#26
3#13#@ 0x0662#18
3#13#@ 0x0670#2
3#15##6090
3#15#@ 0x0144#21
3#15#@ 0x015A#9
3#15#@ 0x0166#3
3#15#@ 0x016C#1
3#15#@ 0x016E#1
3#15#@ 0x019C#12
3#15#@ 0x01A2#85
