ifd0_make#ifd0_model#ifd0_bit#Count
1#1#011000000000000011000000000#9
1#1#011011100000010011000000000#1348
1#1#011100000000000011000000000#7
1#1#011100001000000011000000000#1
1#1#011111100000010011000000000#4
1#1#011111101000000011000000101#31
1#1#011111101000010011000000000#25
1#2#011011100000010010000000000#8
1#2#011011100000010011000000000#1443
1#2#011011101000010011000000000#523
1#2#011100001000000011000000000#1
1#2#011100001000000011000000010#1
1#2#011111100000010011000000000#1
1#2#011111101000000010000000101#1
1#2#011111101000000011000000101#1
1#2#011111101000010011000000000#5
1#2#011111111000010011000000000#46
1#169#011100001000000010000000010#6
1#169#011100001000000011000000010#1
1#1339#011011101000010010000000000#121
1#1998#011011101000010010000000000#16
1#2318#111111111100010111000000000#150
2#3#011011100000010011000000000#9
3#4#011000011000010010000000000#7
3#4#011000011000010011000000000#2
3#4#011011111000010010000000000#73
3#4#011011111000010010000000111#10
3#4#011011111000010011000000000#888
3#4#011011111000010011000000111#11
3#4#011011111000010011000001111#1
3#4#011011111000011011000000000#2
3#4#011100010000000011000000000#8
3#4#011100011000000010000000000#30
3#4#011100011000000011000000000#215
3#4#011100011000010010000000000#2
3#4#011111100000010010000000000#1
3#4#011111101000010010000000000#25
3#4#011111101000010011000000000#85
3#4#011111111000000010000000000#2
3#4#011111111000000011000000000#11
3#4#011111111000010010000000000#4498
3#4#011111111000010011000000000#17270
3#4#011111111000010011000000111#36
3#4#011111111000010011000100000#4
3#4#011111111000010110000000000#1
3#13#011011111000010010000000000#54
3#13#011011111000010011000000000#197
3#13#011111111000010010000000000#313
3#13#011111111000010011000000000#2888
3#15#011000011000010010000000000#10
3#15#011000011000010011000000000#21
3#15#011011111000000011000000000#1
3#15#011011111000010010000000000#83
3#15#011011111000010010000000111#41
3#15#011011111000010010000001111#11
3#15#011011111000010011000000000#660
3#15#011011111000010011000000111#243
3#15#011011111000010011000001111#25
3#15#011100011000000010000000000#19
3#15#011100011000000011000000000#118
3#15#011100011000010010000000000#2
3#15#011100011000010011000000000#32
3#15#011111101000010010000000000#41
3#15#011111101000010011000000000#64
3#15#011111111000000010000000000#3
3#15#011111111000010010000000000#5879
3#15#011111111000010010000000111#1
3#15#011111111000010011000000000#18560
3#15#011111111000010011000000111#1
3#15#011111111100010011000000000#1
3#15#111111111000010011000000000#1
3#31#011000000000000000000000000#13
3#31#011000011000010010000000000#4
3#31#011000011000010011000000000#2
3#31#011011111000000011000000000#2
3#31#011011111000010010000000000#141
3#31#011011111000010010000000111#210
