ifd0_make#ifd0_model#ifd0_Make#Count
1#1#1#1425
1#2#1#2030
1#169#1#7
1#1339#1#121
1#1998#1#16
1#2318#1#150
2#3#2#9
3#4#3#23182
3#13#3#3452
3#15#3#25817
3#31#3#20316
3#32#3#1960
3#34#3#8554
3#63#3#2199
3#87#3#1361
3#95#3#7875
3#137#3#2834
3#176#3#6747
3#460#3#1404
3#598#3#79
3#1082#3#700
3#1433#3#19
3#1636#3#113
3#2173#3#104
3#3617#3#122
3#3796#3#2
3#4037#3#14
3#4150#3#1
3#4177#3#16
4#5#4#165
4#6#4#2339
4#45#4#2353
4#46#4#1849
4#64#4#1144
4#94#4#746
4#103#4#2885
4#107#4#63
4#109#4#277
4#131#4#1430
4#141#4#432
4#175#4#1861
4#187#4#78
4#188#4#237
4#203#4#76
4#227#4#1112
4#253#4#306
4#261#4#19
4#266#4#718
4#267#4#418
4#268#4#1016
4#269#4#2766
4#309#4#4039
4#310#4#4679
4#327#4#288
4#328#4#86
4#334#4#747
4#376#4#871
4#387#4#434
4#399#4#2
4#400#4#829
4#407#4#228
4#428#4#101
4#429#4#1149
4#453#4#370
4#454#4#1549
4#482#4#3339
4#504#4#198
4#506#4#50
4#507#4#95
4#508#4#8
4#516#4#2344
4#523#4#103
4#535#4#221
4#536#4#405
4#537#4#15
4#538#4#447
4#539#4#1209
4#557#4#605
4#558#4#239
4#559#4#411
4#560#4#313
4#585#4#1338
4#592#4#125
4#625#4#2967
4#631#4#797
4#632#4#29
4#636#4#229
4#639#4#385
4#647#4#31
4#681#4#855
4#692#4#940
4#693#4#115
4#705#4#1257
4#707#4#368
4#726#4#1377
4#774#4#256
4#780#4#1558
4#830#4#56
4#865#4#1716
4#868#4#85
4#884#4#538
4#899#4#427
4#901#4#786
4#907#4#607
4#912#4#211
4#917#4#7
4#921#4#287
4#936#4#74
4#971#4#871
4#984#4#937
4#985#4#150
4#988#4#151
4#998#4#593
4#999#4#181
4#1007#4#80
4#1013#4#26
4#1019#4#413
4#1030#4#398
4#1044#4#427
4#1060#4#992
4#1066#4#2091
4#1086#4#125
4#1113#4#242
4#1114#4#42
4#1117#4#650
4#1141#4#147
4#1172#4#96
4#1196#4#646
4#1260#4#640
4#1264#4#121
4#1266#4#393
4#1295#4#333
4#1296#4#885
4#1308#4#1413
4#1369#4#9
4#1423#4#71
4#1424#4#1272
4#1426#4#548
4#1437#4#231
4#1441#4#325
4#1450#4#299
4#1457#4#8
4#1467#4#582
4#1470#4#170
4#1495#4#1148
4#1499#4#34
4#1526#4#7
4#1553#4#326
4#1556#4#256
4#1563#4#547
4#1568#4#223
4#1599#4#24
4#1638#4#93
4#1692#4#166
4#1693#4#9
4#1694#4#176
4#1723#4#690
4#1726#4#1027
4#1769#4#115
4#1787#4#201
4#1821#4#277
4#1843#4#44
4#1850#4#211
4#1851#4#173
4#1855#4#257
4#1867#4#191
4#1868#4#523
4#1869#4#83
4#1883#4#14
4#1884#4#88
4#1903#4#316
4#1936#4#35
4#1955#4#318
4#1962#4#160
4#1988#4#161
4#2039#4#151
4#2084#4#21
4#2096#4#208
4#2100#4#192
4#2104#4#16
4#2106#4#264
4#2107#4#40
4#2108#4#36
4#2109#4#274
4#2123#4#224
4#2159#4#14
4#2165#4#161
4#2168#4#24
4#2183#4#53
4#2230#4#238
4#2247#4#83
4#2248#4#14
4#2251#4#25
4#2258#4#134
4#2298#4#202
4#2302#4#794
4#2306#4#1037
4#2345#4#5
4#2368#4#95
4#2412#4#122
4#2531#4#52
4#2534#4#140
4#2545#4#163
4#2574#4#161
4#2577#4#120
4#2590#4#1725
4#2601#4#55
4#2686#4#7
4#2715#4#33
4#2725#4#3
4#2750#4#1
4#2751#4#14
4#2761#4#345
4#2780#4#13
4#2819#4#33
4#2849#4#7
4#2852#4#14
4#2906#4#43
4#2970#4#35
4#2975#4#1
4#2993#4#60
4#3014#4#1
4#3015#4#26
4#3070#4#2
4#3102#4#696
4#3130#4#1
4#3174#4#4
4#3189#4#1
4#3299#4#193
4#3303#4#7
4#3313#4#2
4#3315#4#7
4#3328#4#1
4#3346#4#10
4#3352#4#7
4#3415#4#15
4#3431#4#1
4#3442#4#12
4#3458#4#8
4#3464#4#4
4#3466#4#1453
4#3475#4#1
4#3485#4#6
4#3604#4#12
4#3623#4#21
4#3651#4#2
4#3658#4#1
4#3729#4#69
4#3733#4#7
4#3735#4#44
4#3746#4#1
4#3770#4#1
4#3775#4#2
4#3840#4#5
4#3849#4#2
4#3866#4#9
4#3887#4#1
4#3915#4#13
4#3930#4#1
4#3948#4#3
4#3964#4#1
4#4000#4#22
4#4029#4#1
4#4055#4#3
4#4057#4#2
4#4063#4#3
4#4066#4#1
4#4104#4#1
4#4106#4#1
4#4113#4#2
4#4126#4#17
4#4128#4#17
4#4140#4#15
4#4151#4#1
4#4156#4#1
4#4163#4#13
4#4179#4#31
4#4185#4#1
4#4190#4#1
4#4215#4#1
4#4268#4#9
4#4282#4#1
4#4290#4#1
4#4300#4#1
4#4313#4#1
5#7#5#806
5#25#5#3228
5#26#5#1858
5#38#5#3
5#39#5#348
5#59#5#25
5#77#5#379
5#91#5#20
5#105#5#25
5#112#5#2263
5#134#5#386
5#135#5#186
5#155#5#51
5#160#5#356
5#178#5#72
5#216#5#1823
5#221#5#806
5#223#5#357
5#225#5#68
5#256#5#54
5#270#5#2958
5#273#5#724
5#301#5#423
5#302#5#730
5#311#5#43
5#317#5#7621
5#344#5#6
5#345#5#25
5#346#5#66
5#347#5#56
5#348#5#176
5#353#5#181
5#377#5#202
5#388#5#47
5#403#5#46
5#443#5#6
5#466#5#167
5#509#5#7
5#511#5#270
5#541#5#318
5#593#5#44
5#603#5#300
5#623#5#341
5#648#5#254
5#653#5#373
5#670#5#150
5#671#5#897
5#672#5#82
5#673#5#150
5#701#5#47
5#703#5#858
5#740#5#184
5#744#5#2
5#746#5#71
5#747#5#1013
5#787#5#66
5#866#5#96
5#887#5#939
5#954#5#2
5#963#5#58
5#967#5#703
5#972#5#8
5#980#5#35
5#981#5#9
5#1018#5#345
5#1064#5#4
5#1173#5#191
5#1180#5#17
5#1181#5#286
5#1245#5#13
5#1267#5#51
5#1309#5#22
5#1371#5#14
5#1372#5#6
5#1373#5#6
5#1456#5#8
5#1492#5#43
5#1511#5#212
5#1512#5#78
5#1552#5#27
5#1576#5#9
5#1578#5#111
5#1584#5#161
5#1604#5#179
5#1606#5#81
5#1615#5#18
5#1645#5#37
5#1649#5#11
5#1650#5#200
5#1674#5#161
5#1731#5#9
5#1741#5#17
5#1743#5#17
5#1749#5#22
5#1754#5#16
5#1761#5#301
5#1773#5#6
5#1791#5#38
5#1792#5#371
5#1793#5#52
5#1798#5#718
5#1812#5#31
5#1826#5#15
5#1841#5#8
5#1842#5#36
5#1848#5#7
5#1871#5#127
5#1879#5#1
5#1885#5#50
5#1890#5#7
5#1920#5#39
5#1929#5#97
5#1956#5#50
5#1969#5#64
5#1970#5#221
5#1971#5#120
5#1972#5#12
5#1973#5#151
5#1974#5#53
5#1975#5#69
5#1976#5#11
5#1977#5#21
5#1978#5#55
5#1979#5#75
5#1980#5#2
5#1981#5#77
5#1999#5#4
5#2006#5#30
5#2017#5#6
5#2019#5#39
5#2044#5#518
5#2045#5#300
5#2050#5#29
5#2056#5#559
5#2073#5#6
5#2082#5#8
5#2085#5#30
5#2091#5#216
5#2094#5#151
5#2105#5#236
5#2127#5#64
5#2140#5#46
5#2154#5#150
5#2155#5#24
5#2182#5#9
5#2210#5#18
5#2234#5#96
5#2261#5#407
5#2267#5#99
5#2273#5#15
5#2284#5#265
5#2288#5#8
5#2319#5#17
5#2337#5#30
5#2342#5#4
5#2356#5#152
5#2367#5#891
5#2373#5#205
5#2390#5#41
5#2393#5#326
5#2396#5#16
5#2415#5#108
5#2421#5#72
5#2424#5#19
5#2434#5#77
5#2455#5#151
5#2483#5#152
5#2494#5#150
5#2496#5#83
5#2500#5#112
5#2502#5#79
5#2503#5#5
5#2505#5#105
5#2512#5#9
5#2520#5#129
5#2521#5#20
5#2524#5#11
5#2535#5#29
5#2543#5#150
5#2550#5#5
5#2554#5#126
5#2555#5#36
5#2563#5#7
5#2564#5#30
5#2707#5#28
5#2836#5#42
5#2905#5#12
5#3048#5#4
5#3242#5#102
5#3284#5#295
5#3331#5#6
5#3337#5#43
5#3341#5#150
5#3345#5#7
5#3349#5#9
5#3369#5#1
5#3381#5#26
5#3384#5#30
5#3388#5#4
5#3411#5#22
5#3412#5#1
5#3425#5#23
5#3426#5#8
5#3436#5#2
5#3449#5#151
5#3462#5#3
5#3470#5#1
5#3473#5#1
5#3479#5#4
5#3483#5#42
5#3495#5#65
5#3502#5#15
5#3518#5#1
5#3525#5#173
5#3526#5#10
5#3528#5#1
5#3529#5#152
5#3535#5#2
5#3536#5#11
5#3550#5#1
5#3553#5#13
5#3559#5#2
5#3565#5#9
5#3580#5#1
5#3581#5#1
5#3595#5#9
5#3597#5#3
5#3603#5#2
5#3611#5#2
5#3615#5#18
5#3627#5#7
5#3629#5#25
5#3630#5#1
5#3631#5#16
5#3639#5#37
5#3653#5#1
5#3654#5#4
5#3660#5#3
5#3665#5#4
5#3672#5#299
5#3673#5#20
5#3682#5#1
5#3684#5#1
5#3686#5#20
5#3740#5#1
5#3745#5#36
5#3747#5#1
5#3749#5#1
5#3756#5#4
5#3762#5#4
5#3769#5#8
5#3771#5#7
5#3777#5#6
5#3779#5#3
5#3782#5#2
5#3792#5#35
5#3795#5#3
5#3798#5#1
5#3809#5#3
5#3818#5#1
5#3827#5#1
5#3829#5#1
5#3834#5#2
5#3836#5#20
5#3838#5#2
5#3839#5#1
5#3841#5#7
5#3844#5#1
5#3846#5#1
5#3847#5#1
5#3855#5#3
5#3857#5#1
5#3859#5#4
5#3873#5#1
5#3874#5#1
5#3877#5#212
5#3882#5#2
5#3889#5#2
5#3897#5#5
5#3898#5#1
5#3900#5#51
5#3902#5#1
5#3905#5#1
5#3910#5#16
5#3912#5#1
5#3922#5#43
5#3928#5#3
5#3935#5#3
5#3936#5#1
5#3940#5#7
5#3946#5#1
5#3957#5#1
5#3966#5#8
5#3980#5#13
5#3984#5#12
5#3986#5#1
5#3987#5#86
5#4003#5#2
5#4006#5#12
5#4012#5#2
5#4015#5#8
5#4016#5#4
5#4019#5#2
5#4030#5#4
5#4031#5#1
5#4032#5#2
5#4033#5#21
5#4035#5#2
5#4041#5#1
5#4043#5#1
5#4044#5#19
5#4047#5#1
5#4049#5#1
5#4052#5#2
5#4053#5#3
5#4068#5#12
5#4071#5#5
5#4073#5#8
5#4080#5#5
5#4082#5#16
5#4085#5#1
5#4086#5#1
5#4089#5#5
5#4090#5#1
5#4092#5#5
5#4096#5#1
5#4097#5#11
5#4099#5#1
5#4101#5#2
5#4102#5#86
5#4108#5#41
5#4109#5#5
5#4131#5#1
5#4133#5#8
5#4134#5#2
5#4135#5#19
5#4141#5#1
5#4143#5#1
5#4144#5#1
5#4146#5#1
5#4161#5#1
5#4164#5#1
5#4165#5#8
5#4168#5#3
