ifd0_make#ifd0_model#ifd_size#Count
3#4#0:20:178:410#3
3#4#0:20:178:410:202#9
3#4#0:20:178:430:278#1
3#4#0:20:178:438:302#1
3#4#0:20:178:454:268#14
3#4#0:20:178:466:276#1
3#4#0:20:178:466:280#7
3#4#0:20:178:474:268#253
3#4#0:20:178:474:268:194#4
3#4#0:20:178:474:268:226#85
3#4#0:20:178:474:302#2
3#4#0:20:178:478:288#2
3#4#0:20:178:486:276#23
3#4#0:20:178:486:276:226#40
3#4#0:20:178:486:280#3
3#4#0:20:178:494:304#22
3#4#0:20:178:494:304:290#8
3#4#0:20:178:506:312#4
3#4#0:20:178:526#2
3#4#0:20:184#29
3#4#0:20:184:238#1
3#4#0:20:184:370#5
3#4#0:20:184:382#158
3#4#0:20:184:382:170#15
3#4#0:20:184:390#1098
3#4#0:20:184:390:170#35
3#4#0:20:184:390:202#272
3#4#0:20:184:390:226#1
3#4#0:20:184:402#26
3#4#0:20:184:410#92
3#4#0:20:184:410:170#4
3#4#0:20:184:410:202#43
3#4#0:20:184:422#1
3#4#0:20:184:422:202#1
3#4#0:20:184:454:268#40
3#4#0:20:184:454:268:194#4
3#4#0:20:184:454:268:226#47
3#4#0:20:184:466:276#7
3#4#0:20:184:466:276:226#4
3#4#0:20:184:466:280#31
3#4#0:20:184:474#1
3#4#0:20:184:474:268#633
3#4#0:20:184:474:268:194#12
3#4#0:20:184:474:268:226#110
3#4#0:20:184:478:288#5
3#4#0:20:184:486:276#131
3#4#0:20:184:486:276:226#48
3#4#0:20:184:486:280#2
3#4#0:20:184:494#5
3#4#0:20:184:494:304#83
3#4#0:20:184:494:304:290#10
3#4#0:20:184:498:288#1
3#4#0:20:184:506:312#33
3#4#0:20:184:506:316#2
3#4#0:20:184:518:324#1
3#4#0:20:184:526#4
3#4#0:20:188:430#4
3#4#0:20:190:382:170#27
3#4#0:20:190:382:202#218
3#4#0:20:190:390#26
3#4#0:20:190:390:102#1
3#4#0:20:190:390:170#38
3#4#0:20:190:390:202#604
3#4#0:20:190:402:170#4
3#4#0:20:190:402:202#44
3#4#0:20:190:410#2
3#4#0:20:190:410:170#2
3#4#0:20:190:410:202#29
3#4#0:20:190:422:202#3
3#4#0:20:190:438:302:202#6
3#4#0:20:190:454:268#1
3#4#0:20:190:454:268:170#1
3#4#0:20:190:454:268:202#27
3#4#0:20:190:454:302:170#4
3#4#0:20:190:454:302:202#112
3#4#0:20:190:466:280:170#3
3#4#0:20:190:466:280:202#87
3#4#0:20:190:474:268#20
3#4#0:20:190:474:268:138#2
3#4#0:20:190:474:268:170#94
3#4#0:20:190:474:268:202#815
3#4#0:20:190:474:302:170#21
3#4#0:20:190:474:302:202#531
3#4#0:20:190:474:304:290#2
3#4#0:20:190:478:288:202#2
3#4#0:20:190:486:276:170#5
3#4#0:20:190:486:276:202#91
3#4#0:20:190:486:280:202#26
3#4#0:20:190:494:304:226#11
3#4#0:20:190:494:304:258#3
3#4#0:20:190:494:304:290#112
3#4#0:20:190:498:288:170#1
3#4#0:20:190:498:288:202#1
3#4#0:20:190:506:312:226#1
3#4#0:20:190:506:312:258#17
3#4#0:20:190:506:312:290#18
3#4#0:20:190:506:316:226#1
3#4#0:20:190:506:316:290#14
3#4#0:20:190:526:202#7
3#4#0:20:190:7024:202#1
3#4#0:20:190:7114:202#1
3#4#0:20:190:7158:202#1
3#4#0:20:190:7570:202#1
3#4#0:20:192:488:202#1
3#4#0:20:196:154#7
3#4#0:20:196:370#1
3#4#0:20:196:370:170#1
3#4#0:20:196:370:202#2
3#4#0:20:196:382#2
3#4#0:20:196:382:170#61
3#4#0:20:196:382:202#242
3#4#0:20:196:390#75
3#4#0:20:196:390:138#3
3#4#0:20:196:390:170#221
3#4#0:20:196:390:202#2706
3#4#0:20:196:402:170#10
3#4#0:20:196:402:202#82
3#4#0:20:196:410#9
3#4#0:20:196:410:138#2
3#4#0:20:196:410:170#17
3#4#0:20:196:410:202#228
3#4#0:20:196:422:202#4
3#4#0:20:196:454:268#1
3#4#0:20:196:454:268:170#17
3#4#0:20:196:454:268:202#181
3#4#0:20:196:454:268:226#6
3#4#0:20:196:466:276:202#44
3#4#0:20:196:466:276:226#1
3#4#0:20:196:466:280:138#1
3#4#0:20:196:466:280:170#7
3#4#0:20:196:466:280:202#269
3#4#0:20:196:466:280:226#3
3#4#0:20:196:474:268#9
3#4#0:20:196:474:268:138#3
3#4#0:20:196:474:268:170#405
3#4#0:20:196:474:268:194#5
3#4#0:20:196:474:268:202#2916
3#4#0:20:196:474:268:226#46
3#4#0:20:196:474:304:290#3
3#4#0:20:196:478:288:170#1
3#4#0:20:196:478:288:202#15
3#4#0:20:196:486:276:170#16
3#4#0:20:196:486:276:194#1
3#4#0:20:196:486:276:202#335
3#4#0:20:196:486:276:226#5
3#4#0:20:196:486:280:170#4
3#4#0:20:196:486:280:202#48
3#4#0:20:196:494:304:194#1
3#4#0:20:196:494:304:226#61
3#4#0:20:196:494:304:258#4
3#4#0:20:196:494:304:290#796
3#4#0:20:196:498:288:202#5
3#4#0:20:196:506:312:226#5
3#4#0:20:196:506:312:290#49
3#4#0:20:196:506:316:226#2
3#4#0:20:196:506:316:290#61
3#4#0:20:196:518:324:290#1
3#4#0:20:196:526:202#3
3#4#0:20:196:90#1
3#4#0:20:200:154#1
3#4#0:20:200:390#1
3#4#0:20:204:186:130#1
3#4#0:20:204:402#1
3#4#0:20:206:474:268:164#1
3#4#0:20:206:486:276:164#1
3#4#0:20:212:390:178#1
3#4#0:20:216:402:138#1
3#4#0:20:224:394:264#2
3#4#0:20:224:394:28#15
3#4#0:20:224:394:478#1
3#4#0:20:228:390#1
3#4#0:20:232:322#1
3#4#0:20:236:394:136:102#1
3#4#0:20:236:394:140:102#1
3#4#0:20:236:394:226:102#1
3#4#0:20:236:394:250:102#7
3#4#0:20:236:394:28:102#4
3#4#0:20:236:394:370:102#2
3#4#0:20:236:394:412:102#1
3#4#0:20:240:322#10
3#4#0:20:240:438:196#1
3#4#0:20:240:450:204#1
3#4#0:20:242:374:136#1
3#4#0:20:242:382:216#1
3#4#0:20:244:322:202#1
3#4#0:20:244:390#2
3#4#0:20:244:390:190#2
3#4#0:20:252:322:170#2
3#4#0:20:252:322:202#4
3#4#0:20:254:382:122:166#1
3#4#0:20:254:382:136:166#2
3#4#0:20:254:382:148:166#1
3#4#0:20:254:382:258:166#1
3#4#0:20:254:382:328:166#1
3#4#0:20:254:454:268:178#2
3#4#0:20:256:390:202#6
3#4#0:20:352:370:208:202#1
3#4#0:20:360:370:196:202#5
3#4#0:38:100:278#5
3#4#0:38:120#30
3#4#0:38:126:278#20
3#4#0:38:132:278#194
3#4#0:38:138:278#1
3#4#0:38:166#1
3#4#0:38:168:450#1
3#4#0:38:172#2
3#4#0:38:178#89
3#4#0:38:178:382#14
3#4#0:38:178:390#99
3#4#0:38:178:392#33
3#4#0:38:178:410#2
3#4#0:38:178:412#1
3#4#0:38:178:436#32
3#4#0:38:178:454:268#1
3#4#0:38:178:456#3
3#4#0:38:178:466:280#4
3#4#0:38:178:474:268#31
3#4#0:38:178:486:276#1
3#4#0:38:178:486:280#6
3#4#0:38:178:494:304#1
3#4#0:38:180:450#1
3#4#0:38:184#845
3#4#0:38:184:384#1
3#4#0:38:184:390#136
3#4#0:38:184:392#11
3#4#0:38:184:402#1
3#4#0:38:184:436#32
3#4#0:38:184:454:268#37
3#4#0:38:184:456#1
3#4#0:38:184:466:276#1
3#4#0:38:184:466:280#5
3#4#0:38:184:474:268#182
3#4#0:38:190:382#118
3#4#0:38:190:382:170#5
3#4#0:38:190:382:202#38
3#4#0:38:190:390#455
3#4#0:38:190:390:170#1
3#4#0:38:190:390:202#22
3#4#0:38:190:392#2
3#4#0:38:190:392:204#2
3#4#0:38:190:402#18
3#4#0:38:190:410#39
3#4#0:38:190:412#1
3#4#0:38:190:454:268:202#7
3#4#0:38:190:466:276:202#1
3#4#0:38:190:466:280:202#21
3#4#0:38:190:474:268:170#5
3#4#0:38:190:474:268:202#80
3#4#0:38:190:486:280:202#22
3#4#0:38:190:506:316:290#1
3#4#0:38:196:238#1
3#4#0:38:196:326#6
3#4#0:38:196:382#518
3#4#0:38:196:382:170#3
3#4#0:38:196:382:202#23
3#4#0:38:196:390#2825
3#4#0:38:196:390:138#1
3#4#0:38:196:390:170#11
3#4#0:38:196:390:202#143
3#4#0:38:196:392#5
3#4#0:38:196:392:172#1
3#4#0:38:196:392:204#10
3#4#0:38:196:402#127
3#4#0:38:196:402:170#5
3#4#0:38:196:402:202#20
3#4#0:38:196:410#318
3#4#0:38:196:410:202#4
3#4#0:38:196:412#1
3#4#0:38:196:412:204#1
3#4#0:38:196:422#6
3#4#0:38:196:432#2
3#4#0:38:196:454:268:170#5
3#4#0:38:196:454:268:202#30
3#4#0:38:196:454:268:226#4
3#4#0:38:196:466:276:202#2
3#4#0:38:196:466:276:226#1
3#4#0:38:196:466:280:202#11
3#4#0:38:196:474:268:138#1
3#4#0:38:196:474:268:170#19
3#4#0:38:196:474:268:202#234
3#4#0:38:196:474:268:226#12
3#4#0:38:196:486:276:170#1
3#4#0:38:196:486:276:202#6
3#4#0:38:196:486:276:226#1
3#4#0:38:198#32
3#4#0:38:202:392:254#2
3#4#0:38:204#1
3#4#0:38:208:392:206#1
3#4#0:38:216:370#65
3#4#0:38:216:390#1
3#4#0:38:220:450:198#1
3#4#0:38:220:462:278#1
3#4#0:38:222#1
3#4#0:38:224:382#4
3#4#0:38:232:442:210:276#4
3#4#0:38:232:450:198:244#2
3#4#0:38:232:450:198:276#9
3#4#0:38:232:466:270:276#1
3#4#0:38:232:486:270:276#3
3#4#0:38:234:370#16
3#4#0:38:234:390#1
3#4#0:38:244:450:198:308#1
3#4#0:38:372:370:196:170#1
3#4#0:38:372:370:196:202#34
3#4#0:38:392:370:196:202#1
3#4#0:38:4328:4512:4324#4
3#4#0:38:4328:4532:4324#1
3#4#0:38:94:278#3
3#13#0:20:172:494#12
3#13#0:20:172:494:898#1
3#13#0:20:172:506#41
3#13#0:20:178:474:898#1
3#13#0:20:178:474:936#2
3#13#0:20:178:486:944#1
3#13#0:20:178:494:886#41
3#13#0:20:178:494:886:290#3
3#13#0:20:178:494:898#25
3#13#0:20:178:494:898:290#10
3#13#0:20:178:506:894#29
3#13#0:20:178:506:898#5
3#13#0:20:178:506:906#15
3#13#0:20:178:506:906:290#2
3#13#0:20:178:506:944#4
3#13#0:20:184:474:936#4
3#13#0:20:184:486:906#2
3#13#0:20:184:486:944#5
3#13#0:20:184:494:886#66
3#13#0:20:184:494:886:290#14
3#13#0:20:184:494:898#92
3#13#0:20:184:494:898:290#86
3#13#0:20:184:494:936#4
3#13#0:20:184:506:894#15
3#13#0:20:184:506:894:290#3
3#13#0:20:184:506:898#18
3#13#0:20:184:506:898:290#21
3#13#0:20:184:506:906#19
3#13#0:20:184:506:906:290#9
3#13#0:20:184:518:906#4
3#13#0:20:184:518:906:290#2
3#13#0:20:190:474:886:290#3
3#13#0:20:190:474:898:290#1
3#13#0:20:190:474:936:226#1
3#13#0:20:190:474:936:290#18
3#13#0:20:190:486:944:290#8
3#13#0:20:190:494:316:226#1
3#13#0:20:190:494:886:194#1
3#13#0:20:190:494:886:226#13
3#13#0:20:190:494:886:258#2
3#13#0:20:190:494:886:290#270
3#13#0:20:190:494:898:226#18
3#13#0:20:190:494:898:258#2
3#13#0:20:190:494:898:290#359
3#13#0:20:190:494:936:226#1
3#13#0:20:190:494:936:290#7
3#13#0:20:190:506:324:226#3
3#13#0:20:190:506:894:290#138
3#13#0:20:190:506:898:290#71
3#13#0:20:190:506:906:290#118
3#13#0:20:190:506:944:290#2
3#13#0:20:190:518:906:290#5
3#13#0:20:196:474:886:290#2
3#13#0:20:196:474:898:290#1
3#13#0:20:196:474:936:290#8
3#13#0:20:196:486:944:290#18
3#13#0:20:196:494:1176#6
3#13#0:20:196:494:1188#1
3#13#0:20:196:494:886:194#1
3#13#0:20:196:494:886:226#16
3#13#0:20:196:494:886:290#503
3#13#0:20:196:494:898:226#39
3#13#0:20:196:494:898:258#3
3#13#0:20:196:494:898:290#931
3#13#0:20:196:506:894:226#1
3#13#0:20:196:506:894:290#58
3#13#0:20:196:506:898:226#3
3#13#0:20:196:506:898:290#93
3#13#0:20:196:506:906:226#2
3#13#0:20:196:506:906:290#114
3#13#0:20:196:518:906:290#10
3#13#0:38:184:494:886#1
3#13#0:38:190:474:936:290#1
3#13#0:38:190:494:886:290#4
3#13#0:38:190:494:886:302#1
3#13#0:38:190:494:898:238#1
3#13#0:38:190:494:898:290#6
3#13#0:38:190:494:898:302#21
3#13#0:38:190:506:898:290#3
3#13#0:38:190:506:906:290#2
3#13#0:38:196:494:898:238#1
3#13#0:38:196:494:898:290#1
3#13#0:38:196:494:898:302#2
3#15#0:20:114#8
3#15#0:20:120#1
3#15#0:20:132:350#2
3#15#0:20:132:370#10
3#15#0:20:132:390#3
3#15#0:20:132:410#3
3#15#0:20:166#2
3#15#0:20:166:370#1
3#15#0:20:166:390#12
3#15#0:20:172#2
3#15#0:20:172:338#1
3#15#0:20:172:358#1
3#15#0:20:172:390#5
3#15#0:20:172:396#1
3#15#0:20:172:416#2
3#15#0:20:172:474#26
3#15#0:20:172:474:376#22
3#15#0:20:172:486:384#3
3#15#0:20:178#3
3#15#0:20:178:3286#1
3#15#0:20:178:350#66
3#15#0:20:178:358:202#1
3#15#0:20:178:370#284
3#15#0:20:178:3730#1
3#15#0:20:178:3768:194#1
3#15#0:20:178:382#10
3#15#0:20:178:390#375
3#15#0:20:178:390:202#28
3#15#0:20:178:3910:214#1
3#15#0:20:178:3964:214#1
3#15#0:20:178:3966#1
3#15#0:20:178:402#12
3#15#0:20:178:4028:214#1
3#15#0:20:178:4032:214#1
3#15#0:20:178:4050:194#1
3#15#0:20:178:4062:214#1
3#15#0:20:178:4076:214#1
3#15#0:20:178:4090:214#1
3#15#0:20:178:410#35
3#15#0:20:178:4148#2
3#15#0:20:178:4186#1
3#15#0:20:178:422#1
3#15#0:20:178:454:376#5
3#15#0:20:178:466:388#3
3#15#0:20:178:474:376#27
3#15#0:20:178:474:376:194#5
3#15#0:20:178:474:376:226#33
3#15#0:20:178:486:384:226#9
3#15#0:20:178:486:388#7
3#15#0:20:184#78
3#15#0:20:184:154#3
3#15#0:20:184:154:182#1
3#15#0:20:184:154:214#1
3#15#0:20:184:288#1
3#15#0:20:184:338:170#6
3#15#0:20:184:338:202#9
3#15#0:20:184:350#276
3#15#0:20:184:370#1345
3#15#0:20:184:370:170#2
3#15#0:20:184:370:202#1
3#15#0:20:184:382#5
3#15#0:20:184:390#1503
3#15#0:20:184:390:170#6
3#15#0:20:184:390:182#3
3#15#0:20:184:390:202#123
3#15#0:20:184:396:162#1
3#15#0:20:184:396:182#1
3#15#0:20:184:396:194#7
3#15#0:20:184:396:214#20
3#15#0:20:184:402#6
3#15#0:20:184:410#125
3#15#0:20:184:410:170#2
3#15#0:20:184:410:202#13
3#15#0:20:184:416:162#2
3#15#0:20:184:416:182#3
3#15#0:20:184:416:194#23
3#15#0:20:184:416:214#23
3#15#0:20:184:436:194#1
3#15#0:20:184:454:376#43
3#15#0:20:184:454:376:194#2
3#15#0:20:184:454:376:226#7
3#15#0:20:184:466:384#1
3#15#0:20:184:466:384:194#1
3#15#0:20:184:466:384:226#2
3#15#0:20:184:466:388#7
3#15#0:20:184:474:376#348
3#15#0:20:184:474:376:194#6
3#15#0:20:184:474:376:226#38
3#15#0:20:184:486:384#27
3#15#0:20:184:486:384:226#4
3#15#0:20:186:350#2
3#15#0:20:188:330:648:54#10
3#15#0:20:190:3262:170#1
3#15#0:20:190:3262:202#1
3#15#0:20:190:3264:202#1
3#15#0:20:190:3306:170#1
3#15#0:20:190:3320:202#1
3#15#0:20:190:3324:170#1
3#15#0:20:190:3350:170#1
3#15#0:20:190:3492:170#1
3#15#0:20:190:350#1
3#15#0:20:190:350:138#15
3#15#0:20:190:350:170#185
3#15#0:20:190:350:202#420
3#15#0:20:190:370#5
3#15#0:20:190:370:138#43
3#15#0:20:190:370:170#472
3#15#0:20:190:370:202#666
3#15#0:20:190:3710:202#3
3#15#0:20:190:3712:202#1
3#15#0:20:190:3714:202#2
3#15#0:20:190:3716:170#1
3#15#0:20:190:3718:202#1
3#15#0:20:190:3722:202#1
3#15#0:20:190:3772:170#1
3#15#0:20:190:3774:202#1
3#15#0:20:190:3778:202#1
3#15#0:20:190:3780:202#1
3#15#0:20:190:3818:170#1
3#15#0:20:190:3820:202#1
3#15#0:20:190:382:202#51
3#15#0:20:190:3832:170#1
3#15#0:20:190:3832:202#1
3#15#0:20:190:3852:170#1
3#15#0:20:190:3858:170#1
3#15#0:20:190:3860:170#1
3#15#0:20:190:3862:170#1
3#15#0:20:190:3874:170#1
3#15#0:20:190:390#11
3#15#0:20:190:3900:202#1
3#15#0:20:190:3902:202#1
3#15#0:20:190:390:102#6
3#15#0:20:190:390:138#2
3#15#0:20:190:390:170#83
3#15#0:20:190:390:202#1208
3#15#0:20:190:3912:202#1
3#15#0:20:190:3920:202#1
3#15#0:20:190:3924:202#1
3#15#0:20:190:3934:202#1
3#15#0:20:190:3942:202#1
3#15#0:20:190:3946:202#1
3#15#0:20:190:3950:202#1
3#15#0:20:190:3956:170#1
3#15#0:20:190:3958:202#1
3#15#0:20:190:3962:202#1
3#15#0:20:190:3974:202#3
3#15#0:20:190:3976:202#3
3#15#0:20:190:3978:202#1
3#15#0:20:190:3982:202#1
3#15#0:20:190:3996:170#1
3#15#0:20:190:3996:202#1
3#15#0:20:190:3998:202#1
3#15#0:20:190:4000:170#1
3#15#0:20:190:4004:202#1
3#15#0:20:190:4006:202#1
3#15#0:20:190:4016:170#1
3#15#0:20:190:402#3
3#15#0:20:190:4026:170#1
3#15#0:20:190:4028:170#1
3#15#0:20:190:402:170#1
3#15#0:20:190:402:202#117
3#15#0:20:190:4034:170#1
3#15#0:20:190:4036:170#2
3#15#0:20:190:4036:202#1
3#15#0:20:190:4046:170#1
3#15#0:20:190:4046:202#1
3#15#0:20:190:4050:202#1
3#15#0:20:190:4056:170#1
3#15#0:20:190:4068:202#1
3#15#0:20:190:4076:202#1
3#15#0:20:190:4078:202#1
3#15#0:20:190:4084:202#1
3#15#0:20:190:4086:170#1
3#15#0:20:190:410#1
3#15#0:20:190:4100:202#1
3#15#0:20:190:410:170#3
3#15#0:20:190:410:198#1
3#15#0:20:190:410:202#56
3#15#0:20:190:4118:202#1
3#15#0:20:190:4120:202#2
3#15#0:20:190:4130:202#1
3#15#0:20:190:4136:202#1
3#15#0:20:190:4138:202#1
3#15#0:20:190:4150:202#1
3#15#0:20:190:4154:170#1
3#15#0:20:190:4154:202#1
3#15#0:20:190:4162:170#1
3#15#0:20:190:4164:202#1
3#15#0:20:190:4194:202#2
3#15#0:20:190:4196:202#1
3#15#0:20:190:4206:202#1
3#15#0:20:190:422#1
3#15#0:20:190:422:202#10
3#15#0:20:190:4230:202#1
3#15#0:20:190:4248:202#1
3#15#0:20:190:4276:202#1
3#15#0:20:190:454:376:202#4
3#15#0:20:190:466:388:202#6
3#15#0:20:190:474:376:170#4
3#15#0:20:190:474:376:202#45
3#15#0:20:190:486:384:202#2
3#15#0:20:190:486:384:226#2
3#15#0:20:190:486:388:202#7
3#15#0:20:190:498:396:202#2
3#15#0:20:194:350:138#5
3#15#0:20:194:370#2
3#15#0:20:194:390#2
3#15#0:20:196:154:138#3
3#15#0:20:196:238:102#1
3#15#0:20:196:350#47
3#15#0:20:196:350:138#42
3#15#0:20:196:350:170#719
3#15#0:20:196:350:202#1301
3#15#0:20:196:370#38
3#15#0:20:196:370:138#189
3#15#0:20:196:370:170#1560
3#15#0:20:196:370:202#2154
3#15#0:20:196:382:170#3
3#15#0:20:196:382:202#41
3#15#0:20:196:390#45
3#15#0:20:196:390:102#1
3#15#0:20:196:390:138#10
3#15#0:20:196:390:170#285
3#15#0:20:196:390:198#1
3#15#0:20:196:390:202#2993
3#15#0:20:196:390:226#2
3#15#0:20:196:402#14
3#15#0:20:196:402:170#9
3#15#0:20:196:402:202#72
3#15#0:20:196:410#11
3#15#0:20:196:410:138#1
3#15#0:20:196:410:170#18
3#15#0:20:196:410:202#293
3#15#0:20:196:422:202#2
3#15#0:20:196:432:202#1
3#15#0:20:196:454:376:170#10
3#15#0:20:196:454:376:202#104
3#15#0:20:196:466:384:170#1
3#15#0:20:196:466:384:202#3
3#15#0:20:196:466:388:138#1
3#15#0:20:196:466:388:170#5
3#15#0:20:196:466:388:202#31
3#15#0:20:196:474:376:102#8
3#15#0:20:196:474:376:170#64
3#15#0:20:196:474:376:202#734
3#15#0:20:196:478:396:202#1
3#15#0:20:196:486:384:202#74
3#15#0:20:196:486:388:170#2
3#15#0:20:196:486:388:202#22
3#15#0:20:196:498:396:202#1
3#15#0:20:198:350:170#1
3#15#0:20:198:350:202#9
3#15#0:20:202:154:102#1
3#15#0:20:202:370:102#2
3#15#0:20:202:390:102#4
3#15#0:20:204:154:210#1
3#15#0:20:206:462:376:146#4
3#15#0:20:214:302#2
3#15#0:20:214:322#7
3#15#0:20:214:402:138#5
3#15#0:20:216:370#1
3#15#0:20:216:370:150#11
3#15#0:20:216:402:138#4
3#15#0:20:220:302#10
3#15#0:20:220:322#6
3#15#0:20:222:394:28#1
3#15#0:20:224:394:128#1
3#15#0:20:224:394:28#18
3#15#0:20:226:302:170#6
3#15#0:20:226:302:202#1
3#15#0:20:232:302:170#3
3#15#0:20:232:302:202#7
3#15#0:20:232:322:202#6
3#15#0:20:234:322#2
3#15#0:20:234:390:202#1
3#15#0:20:236:394:268:102#2
3#15#0:20:236:394:28:102#3
3#15#0:20:236:394:338:102#1
3#15#0:20:238:322:202#3
3#15#0:20:240:302#10
3#15#0:20:240:322#10
3#15#0:20:240:438:304#3
3#15#0:20:242:362:332#1
3#15#0:20:246:302:138#2
3#15#0:20:246:302:170#18
3#15#0:20:246:302:202#22
3#15#0:20:246:322:202#3
3#15#0:20:252:302#1
3#15#0:20:252:302:170#24
3#15#0:20:252:302:202#45
3#15#0:20:252:322#1
3#15#0:20:252:322:202#23
3#15#0:20:258:322#2
3#15#0:20:260:322#4
3#15#0:20:266:302:170#41
3#15#0:20:266:302:202#2
3#15#0:20:272:302:138#2
3#15#0:20:272:302:202#2
3#15#0:20:340:370:304:202#20
3#15#0:20:360:370:304:202#20
3#15#0:38:114#3
3#15#0:38:120#17
3#15#0:38:126:190#21
3#15#0:38:126:278#12
3#15#0:38:132#2
3#15#0:38:132:278#85
3#15#0:38:144:376#8
3#15#0:38:144:396#24
3#15#0:38:166#2
3#15#0:38:166:290:170#1
3#15#0:38:172#6
3#15#0:38:178#350
3#15#0:38:178:346#1
3#15#0:38:178:378#11
3#15#0:38:178:390#7
3#15#0:38:184#926
3#15#0:38:184:154#7
3#15#0:38:184:326#1
3#15#0:38:184:346#1
3#15#0:38:184:350#17
3#15#0:38:184:370#59
3#15#0:38:184:372#1
3#15#0:38:184:378#19
3#15#0:38:184:390#65
3#15#0:38:184:392:204#2
3#15#0:38:184:410#10
3#15#0:38:184:416#3
3#15#0:38:190:238#2
3#15#0:38:190:350#5
3#15#0:38:190:370#33
3#15#0:38:190:378#1
3#15#0:38:190:382#57
3#15#0:38:190:390#826
