ifd0_make#ifd0_model#ifds_FNumber#Count
1#1##483
1#1#F2.7#942
1#2##83
1#2#F2.4#1947
1#169##7
1#1339##121
1#1998##16
1#2318#F2.6#150
2#3#F2.0#9
3#4##12
3#4#F2.4#23169
3#4#F2.8#1
3#13#F2.2#3452
3#15##47
3#15#F2.4#71
3#15#F2.8#25699
3#31##70
3#31#F1.2#8
3#31#F2.4#20233
3#31#F2.8#5
3#32#F2.2#1960
3#34##139
3#34#F2.2#8415
3#63#F2.4#2199
3#87#F2.4#1361
3#95##66
3#95#F2.4#937
3#95#F2.8#6872
3#137#F2.8#2834
3#176##22
3#176#F2.8#6725
3#460#F2.4#1404
3#598#F2.4#79
3#1082##1
3#1082#F2.4#699
3#1433##19
3#1636#F2.4#113
3#2173#F2.8#104
3#3617#F2.4#122
3#3796#F2.8#2
3#4037##14
3#4150##1
3#4177##16
4#5#F10.0#2
4#5#F11.0#1
4#5#F14.0#1
4#5#F16.0#1
4#5#F18.0#1
4#5#F2.8#40
4#5#F2.9#3
4#5#F20.0#3
4#5#F3.0#6
4#5#F3.1#4
4#5#F3.2#13
4#5#F3.3#3
4#5#F3.4#2
4#5#F3.5#3
4#5#F3.7#2
4#5#F3.8#1
4#5#F4.0#3
4#5#F4.2#7
4#5#F4.3#1
4#5#F4.5#4
4#5#F4.7#3
4#5#F4.9#2
4#5#F5.1#5
4#5#F5.4#5
4#5#F5.6#2
4#5#F5.9#1
4#5#F6.1#3
4#5#F6.4#5
4#5#F6.7#2
4#5#F6.9#24
4#5#F9.0#12
4#6#F10.0#20
4#6#F11.0#62
4#6#F3.3#873
4#6#F3.4#44
4#6#F3.5#36
4#6#F3.6#20
4#6#F3.7#31
4#6#F3.8#15
4#6#F3.9#25
4#6#F4.0#32
4#6#F4.1#25
4#6#F4.2#73
4#6#F4.3#61
4#6#F4.4#26
4#6#F4.5#72
4#6#F4.6#75
4#6#F4.7#214
4#6#F4.8#143
4#6#F4.9#276
4#6#F8.0#195
4#6#F9.0#21
4#45#F2.8#439
4#45#F3.2#179
4#45#F3.6#215
4#45#F4.0#329
4#45#F4.2#98
4#45#F4.5#105
4#45#F5.0#101
4#45#F5.6#481
4#45#F6.3#143
4#45#F7.1#110
4#45#F8.0#153
4#46#F2.0#510
4#46#F2.1#28
4#46#F2.2#34
4#46#F2.3#28
4#46#F2.4#8
4#46#F2.5#48
4#46#F2.6#14
4#46#F2.7#23
4#46#F2.8#301
4#46#F2.9#27
4#46#F3.0#19
4#46#F3.1#13
4#46#F3.2#52
4#46#F3.3#206
4#46#F3.5#53
4#46#F4.0#256
4#46#F4.5#43
4#46#F5.0#26
4#46#F5.6#29
4#46#F6.3#16
4#46#F7.1#4
4#46#F8.0#111
4#64#F2.8#184
4#64#F2.9#7
4#64#F3.0#18
4#64#F3.1#16
4#64#F3.2#70
4#64#F3.3#33
4#64#F3.4#24
4#64#F3.5#32
4#64#F3.6#57
4#64#F3.7#11
4#64#F3.8#13
4#64#F3.9#4
4#64#F4.0#319
4#64#F4.1#22
4#64#F4.2#14
4#64#F4.3#17
4#64#F4.4#8
4#64#F4.5#25
4#64#F4.6#3
4#64#F4.7#1
4#64#F4.8#4
4#64#F4.9#3
4#64#F5.0#23
4#64#F5.1#11
4#64#F5.2#108
4#64#F5.6#12
4#64#F6.3#27
4#64#F7.1#31
4#64#F8.0#47
4#94#F2.8#285
4#94#F2.9#5
4#94#F3.0#6
4#94#F3.1#18
4#94#F3.2#54
4#94#F3.3#13
4#94#F3.4#10
4#94#F3.5#12
4#94#F3.6#19
4#94#F3.7#5
4#94#F3.8#4
4#94#F3.9#6
4#94#F4.0#57
4#94#F4.1#5
4#94#F4.2#2
4#94#F4.3#4
4#94#F4.4#4
4#94#F4.5#27
4#94#F4.8#1
4#94#F4.9#1
4#94#F5.0#13
4#94#F5.2#16
4#94#F5.6#164
4#94#F6.3#9
4#94#F8.0#6
4#103#F10.0#49
4#103#F11.0#59
4#103#F3.3#1321
4#103#F3.4#55
4#103#F3.5#51
4#103#F3.6#29
4#103#F3.7#36
4#103#F3.8#28
4#103#F3.9#42
4#103#F4.0#34
4#103#F4.1#48
4#103#F4.2#90
4#103#F4.3#47
4#103#F4.4#37
4#103#F4.5#88
4#103#F4.6#72
4#103#F4.7#214
4#103#F4.8#122
4#103#F4.9#206
4#103#F8.0#236
4#103#F9.0#21
4#107#F10.0#2
4#107#F11.0#4
4#107#F14.0#1
4#107#F22.0#1
4#107#F3.5#13
4#107#F4.0#4
4#107#F4.1#1
4#107#F4.2#1
4#107#F4.3#1
4#107#F4.4#1
4#107#F4.5#3
4#107#F4.6#1
4#107#F4.7#1
4#107#F4.8#1
4#107#F4.9#4
4#107#F5.3#1
4#107#F5.6#4
4#107#F6.3#5
4#107#F7.1#2
4#107#F8.0#5
4#107#F9.0#7
4#109#F11.0#3
4#109#F13.0#1
4#109#F3.1#183
4#109#F3.3#2
4#109#F3.5#7
4#109#F3.7#4
4#109#F4.0#9
4#109#F4.4#5
4#109#F4.7#3
4#109#F5.0#1
4#109#F5.4#1
4#109#F6.2#3
4#109#F6.5#10
4#109#F9.0#45
4#131#F10.0#7
4#131#F11.0#16
4#131#F2.8#618
4#131#F2.9#30
4#131#F3.0#25
4#131#F3.1#17
4#131#F3.2#6
4#131#F3.3#13
4#131#F3.5#23
4#131#F3.6#13
4#131#F3.8#11
4#131#F4.0#19
4#131#F4.1#15
4#131#F4.3#14
4#131#F4.5#15
4#131#F4.8#6
4#131#F5.0#20
4#131#F5.3#11
4#131#F5.6#458
4#131#F6.3#32
4#131#F7.1#31
4#131#F8.0#25
4#131#F9.0#5
4#141#F0.0#32
4#141#F1.7#2
4#141#F10.0#13
4#141#F11.0#4
4#141#F13.0#1
4#141#F14.0#1
4#141#F2.5#1
4#141#F2.8#5
4#141#F22.0#1
4#141#F3.2#1
4#141#F3.5#59
4#141#F3.7#5
4#141#F3.8#8
4#141#F3.9#2
4#141#F4.0#11
4#141#F4.3#1
4#141#F4.4#1
4#141#F4.5#24
4#141#F4.6#11
4#141#F4.7#3
4#141#F4.8#8
4#141#F4.9#3
4#141#F5.0#20
4#141#F5.1#3
4#141#F5.2#5
4#141#F5.3#5
4#141#F5.4#6
4#141#F5.5#4
4#141#F5.6#82
4#141#F6.3#32
4#141#F7.1#29
4#141#F8.0#30
4#141#F9.0#19
4#175#F10.0#5
4#175#F11.0#14
4#175#F2.8#333
4#175#F3.2#333
4#175#F3.6#208
4#175#F3.7#63
4#175#F4.0#197
4#175#F4.5#123
4#175#F5.0#124
4#175#F5.6#268
4#175#F6.3#72
4#175#F7.1#55
4#175#F8.0#64
4#175#F9.0#2
4#187#F3.9#70
4#187#F4.0#1
4#187#F4.2#1
4#187#F4.6#1
4#187#F4.7#1
4#187#F5.7#4
4#188#F10.0#7
4#188#F3.3#106
4#188#F3.4#7
4#188#F3.5#5
4#188#F3.6#4
4#188#F3.7#2
4#188#F3.8#2
4#188#F3.9#6
4#188#F4.0#3
4#188#F4.1#10
4#188#F4.2#4
4#188#F4.3#9
4#188#F4.4#5
4#188#F4.5#5
4#188#F4.6#6
4#188#F4.7#5
4#188#F4.8#8
4#188#F4.9#2
4#188#F5.0#3
4#188#F5.1#4
4#188#F5.2#3
4#188#F5.3#4
4#188#F5.4#3
4#188#F5.5#3
4#188#F5.6#5
4#188#F5.7#3
4#188#F5.8#2
4#188#F5.9#11
4#203#F2.8#27
4#203#F2.9#3
4#203#F3.2#3
4#203#F3.4#4
4#203#F3.7#4
4#203#F4.0#5
4#203#F4.3#2
4#203#F4.6#1
4#203#F4.8#3
4#203#F4.9#13
4#203#F8.0#11
4#227#F2.8#163
4#227#F2.9#4
4#227#F3.0#12
4#227#F3.1#24
4#227#F3.2#56
4#227#F3.3#29
4#227#F3.4#51
4#227#F3.5#46
4#227#F3.6#60
4#227#F3.7#19
4#227#F3.8#16
4#227#F3.9#12
4#227#F4.0#248
4#227#F4.1#16
4#227#F4.2#4
4#227#F4.3#8
4#227#F4.4#4
4#227#F4.5#49
4#227#F4.6#1
4#227#F4.7#3
4#227#F4.8#2
4#227#F4.9#2
4#227#F5.0#37
4#227#F5.1#2
4#227#F5.2#105
4#227#F5.6#41
4#227#F6.3#15
4#227#F7.1#19
4#227#F8.0#64
4#253#F10.0#79
4#253#F11.0#5
4#253#F13.0#3
4#253#F16.0#1
4#253#F3.3#155
4#253#F3.4#4
4#253#F3.5#3
4#253#F3.7#2
4#253#F3.9#3
4#253#F4.0#6
4#253#F4.2#1
4#253#F4.3#4
4#253#F4.5#7
4#253#F4.7#6
4#253#F4.9#2
4#253#F5.0#3
4#253#F5.2#2
4#253#F5.3#2
4#253#F5.4#2
4#253#F5.5#1
4#253#F5.6#4
4#253#F5.7#4
4#253#F5.9#7
4#261#F2.8#4
4#261#F3.0#1
4#261#F3.2#2
4#261#F3.5#7
4#261#F4.0#2
4#261#F4.5#2
4#261#F5.0#1
4#266#F10.0#27
4#266#F2.8#242
4#266#F2.9#5
4#266#F3.0#10
4#266#F3.2#19
4#266#F3.3#6
4#266#F3.5#2
4#266#F3.6#9
4#266#F3.8#5
4#266#F3.9#7
4#266#F4.0#3
4#266#F4.1#1
4#266#F4.3#7
4#266#F4.4#4
4#266#F4.5#6
4#266#F4.6#3
4#266#F4.8#3
4#266#F4.9#4
4#266#F5.0#28
4#266#F5.6#230
4#266#F5.7#8
4#266#F6.0#7
4#266#F6.3#14
4#266#F6.7#8
4#266#F7.0#8
