ifd0_make#ifd0_model#ifds_SceneType#Count
1#1##1425
1#2##1984
4#2104#A directly photographed image#16
4#2106#A directly photographed image#264
4#2107#A directly photographed image#40
4#2108#A directly photographed image#36
4#2109##10
4#2109#A directly photographed image#264
4#2123#A directly photographed image#224
4#2159#A directly photographed image#14
4#2165#A directly photographed image#161
4#2168#A directly photographed image#24
4#2183#A directly photographed image#53
4#2230#A directly photographed image#238
4#2247#A directly photographed image#83
4#2248#A directly photographed image#14
4#2251##1
4#2251#A directly photographed image#24
4#2258#A directly photographed image#134
4#2298#A directly photographed image#202
4#2302#A directly photographed image#794
4#2306##3
4#2306#A directly photographed image#1034
4#2345#A directly photographed image#5
4#2368#A directly photographed image#95
4#2412##122
4#2531#A directly photographed image#52
4#2534#A directly photographed image#140
4#2545#A directly photographed image#163
4#2574##161
4#2577#0x[00]#3
4#2577#0x[10]#2
4#2577#0x[20]#2
4#2577#0x[40]#3
4#2577#0x[50]#1
4#2577#0x[60]#4
4#2577#0x[70]#2
4#2577#0x[80]#2
4#2577#0x[90]#3
4#2577#0x[A0]#1
4#2577#0x[D0]#2
4#2577#0x[F0]#1
4#2577#A directly photographed image#94
4#2590#A directly photographed image#1725
4#2601#A directly photographed image#55
4#2686#A directly photographed image#7
4#2715##33
4#2725#A directly photographed image#3
4#2750#A directly photographed image#1
4#2751#A directly photographed image#14
4#2761#A directly photographed image#345
4#2780#A directly photographed image#13
4#2819#A directly photographed image#33
4#2849##7
4#2852#A directly photographed image#14
4#2906#A directly photographed image#43
4#2970#A directly photographed image#35
4#2975##1
4#2993#A directly photographed image#60
4#3014##1
4#3015#A directly photographed image#26
4#3070##2
4#3102#A directly photographed image#696
4#3130##1
4#3174##4
4#3189#A directly photographed image#1
4#3299#A directly photographed image#193
4#3303#A directly photographed image#7
4#3313##2
4#3315#A directly photographed image#7
4#3328##1
4#3346#A directly photographed image#10
4#3352#A directly photographed image#7
4#3415#A directly photographed image#15
4#3431##1
4#3442#A directly photographed image#12
4#3458#A directly photographed image#8
4#3464#A directly photographed image#4
4#3466##1453
4#3475##1
4#3485##6
4#3604#A directly photographed image#12
4#3623#A directly photographed image#21
4#3651#A directly photographed image#2
4#3658#A directly photographed image#1
4#3729#A directly photographed image#69
4#3733#A directly photographed image#7
4#3735#A directly photographed image#44
4#3746#A directly photographed image#1
4#3770#A directly photographed image#1
4#3775#A directly photographed image#2
4#3840#A directly photographed image#5
4#3849#A directly photographed image#2
4#3866#A directly photographed image#9
4#3887#A directly photographed image#1
4#3915#A directly photographed image#13
4#3930#A directly photographed image#1
4#3948#A directly photographed image#3
4#3964#A directly photographed image#1
4#4000#A directly photographed image#22
4#4029##1
4#4055#A directly photographed image#3
4#4057#A directly photographed image#2
4#4063#A directly photographed image#3
4#4066#A directly photographed image#1
4#4104##1
4#4106#A directly photographed image#1
4#4113#A directly photographed image#2
4#4126#A directly photographed image#17
4#4128#A directly photographed image#17
4#4140#A directly photographed image#15
4#4151#A directly photographed image#1
4#4156#A directly photographed image#1
4#4163##13
4#4179#A directly photographed image#31
4#4185#A directly photographed image#1
4#4190#A directly photographed image#1
4#4215#A directly photographed image#1
4#4268##9
4#4282#A directly photographed image#1
4#4290#A directly photographed image#1
4#4300#A directly photographed image#1
4#4313#A directly photographed image#1
5#7##1
5#7#A directly photographed image#805
5#25##3228
5#26##1858
5#38##3
5#39#A directly photographed image#348
5#59##25
5#77##18
5#77#A directly photographed image#361
5#91#A directly photographed image#20
5#105##25
5#112##100
5#112#0x[00]#1068
5#112#A directly photographed image#1095
5#134##18
5#134#A directly photographed image#368
5#135##186
5#155#A directly photographed image#51
5#160#A directly photographed image#356
5#178#A directly photographed image#72
5#216##1823
5#221##67
5#221#A directly photographed image#739
5#223##357
5#225##9
5#225#A directly photographed image#59
5#256##28
5#256#A directly photographed image#26
5#270##258
5#270#A directly photographed image#2700
5#273##6
5#273#A directly photographed image#718
5#301##16
5#301#A directly photographed image#407
5#302##730
5#311#A directly photographed image#43
5#317##7621
5#344##6
5#345##25
5#346##1
5#346#A directly photographed image#65
5#347##56
5#348##176
5#353#A directly photographed image#181
5#377##202
5#388##47
5#403##45
5#403#A directly photographed image#1
5#443#A directly photographed image#6
5#466##167
5#509##7
5#511##270
5#541##36
5#541#A directly photographed image#282
5#593##44
5#603##300
5#623##1
5#623#A directly photographed image#340
5#648##254
5#653##373
5#670##150
5#671##162
5#671#A directly photographed image#735
5#672##82
5#673#A directly photographed image#150
5#701##47
5#703##858
