ifd0_make#ifd0_model#ifd0_Software#Count
3#176#1817#5
3#176#1974#3
3#176#2472#1
3#176#4533#5
3#176#4822#1
3#460#1#84
3#460#2#11
3#460#4#16
3#460#9#174
3#460#10#187
3#460#14#357
3#460#15#3
3#460#16#77
3#460#32#5
3#460#33#24
3#460#35#56
3#460#40#2
3#460#41#316
3#460#42#1
3#460#103#3
3#460#121#10
3#460#128#33
3#460#162#21
3#460#286#23
3#460#313#1
3#598#4#6
3#598#8#7
3#598#15#1
3#598#16#8
3#598#32#1
3#598#35#31
3#598#37#2
3#598#41#3
3#598#42#1
3#598#121#15
3#598#128#2
3#598#286#2
3#1082#1#1
3#1082#2#74
3#1082#10#400
3#1082#14#11
3#1082#18#25
3#1082#33#31
3#1082#35#4
3#1082#36#5
3#1082#41#43
3#1082#95#21
3#1082#97#22
3#1082#98#20
3#1082#99#4
3#1082#101#10
3#1082#102#4
3#1082#103#4
3#1082#123#11
3#1082#170#10
3#1433#2#18
3#1433#10#1
3#1636#16#12
3#1636#37#100
3#1636#128#1
3#2173#1#104
3#3617#2#4
3#3617#10#43
3#3617#14#5
3#3617#18#38
3#3617#33#1
3#3617#97#6
3#3617#99#5
3#3617#100#1
3#3617#101#8
3#3617#103#5
3#3617#170#6
3#3796#4411#2
3#4037#10#9
3#4037#33#5
3#4150#10#1
3#4177#4817#1
3#4177#5013#15
4#5#5#165
4#6#1#25
4#6#5#2314
4#45#1#6
4#45#5#2347
4#46#1#42
4#46#5#1506
4#46#947#301
4#64#5#450
4#64#79#24
4#64#174#670
4#94#5#746
4#103#1#280
4#103#5#2605
4#107#5#63
4#109#5#117
4#109#79#160
4#131#1#37
4#131#5#1393
4#141#1#8
4#141#5#52
4#141#105#124
4#141#174#145
4#141#315#1
4#141#1170#102
4#175#1#262
4#175#5#1599
4#187#5#78
4#188#5#237
4#203#1#1
4#203#135#59
4#203#1130#9
4#203#3188#7
4#227#1#9
4#227#5#1103
4#253#5#306
4#261#5#19
4#266#5#718
4#267#1#5
4#267#5#413
4#268#5#321
4#268#174#642
4#268#315#53
4#269#1#24
4#269#5#614
4#269#79#895
4#269#174#1229
4#269#315#4
4#309#1#943
4#309#5#196
4#309#79#1759
4#309#174#1137
4#309#4048#4
4#310#1#33
4#310#5#1830
4#310#79#825
4#310#174#1991
4#327#5#288
4#328#5#86
4#334#1#1
4#334#5#333
4#334#79#392
4#334#174#21
4#376#1#42
4#376#5#829
4#387#5#434
4#399#5#2
4#400#1#18
4#400#5#112
4#400#79#659
4#400#174#40
4#407#5#76
4#407#79#2
4#407#174#150
4#428#5#101
4#429#1#1
4#429#5#1148
4#453#1#2
4#453#5#368
4#454#1#302
4#454#5#1247
4#482#1#993
4#482#5#462
4#482#174#156
4#482#315#343
4#482#434#1218
4#482#691#158
4#482#947#8
4#482#2796#1
4#504#1#191
4#504#5#3
4#504#174#4
4#506#5#50
4#507#5#72
4#507#174#23
4#508#5#8
4#516#1#414
4#516#5#1930
4#523#5#103
4#535#5#221
4#536#5#405
4#537#5#15
4#538#5#447
4#539#5#1110
4#539#79#99
4#557#5#25
4#557#174#350
4#557#315#230
4#558#371#239
4#559#5#411
4#560#1#6
4#560#79#151
4#560#174#154
4#560#315#2
4#585#1#6
4#585#5#1332
4#592#1#125
4#625#1#2
4#625#5#2965
4#631#5#21
4#631#79#166
4#631#174#430
4#631#1170#180
4#632#419#22
4#632#3608#3
4#632#4278#2
4#632#4297#1
4#632#4606#1
4#636#1#229
4#639#5#385
4#647#5#31
4#681#1#6
4#681#5#849
4#692#1#88
4#692#5#505
4#692#79#347
4#693#5#115
4#705#1#95
4#705#5#1162
4#707#5#184
4#707#174#184
4#726#5#1377
4#774#5#256
4#780#1#17
4#780#5#406
4#780#79#601
4#780#174#534
4#830#572#36
4#830#720#19
4#830#2866#1
4#865#1#641
4#865#5#563
4#865#174#512
4#868#5#67
4#868#79#18
4#884#1#88
4#884#5#449
4#884#79#1
4#899#1#15
4#899#5#412
4#901#5#786
4#907#5#607
4#912#5#61
4#912#79#150
4#917#5#7
4#921#5#287
4#936#5#74
4#971#5#857
4#971#1983#14
4#984#1#97
4#984#698#840
4#985#5#150
4#988#5#151
4#998#5#593
4#999#5#181
4#1007#5#68
4#1007#79#12
4#1013#5#26
4#1019#1#1
4#1019#720#412
4#1030#1#100
4#1030#5#43
4#1030#79#2
4#1030#174#253
4#1044#1#1
4#1044#5#426
4#1060#1#45
4#1060#5#947
4#1066#1#204
4#1066#5#1887
4#1086#5#125
4#1113#5#242
4#1114#5#22
4#1114#79#20
4#1117#1#59
4#1117#698#591
4#1141#174#147
4#1172#126#87
4#1172#371#9
4#1196#5#14
4#1196#79#161
4#1196#174#445
4#1196#315#26
4#1260#1#55
4#1260#5#584
4#1260#4178#1
4#1264#1#15
4#1264#5#32
4#1264#79#54
4#1264#174#20
4#1266#5#393
4#1295#5#333
4#1296#1#224
4#1296#5#661
4#1308#1#941
4#1308#5#447
4#1308#79#25
4#1369#1#9
4#1423#126#24
4#1423#720#47
4#1424#1#404
4#1424#5#868
4#1426#1#1
4#1426#5#547
4#1437#5#231
4#1441#1#215
4#1441#5#96
4#1441#3721#14
4#1450#5#299
4#1457#5#8
4#1467#5#582
4#1470#5#15
4#1470#79#61
4#1470#174#94
4#1495#1#192
4#1495#5#270
4#1495#79#686
4#1499#5#34
4#1526#5#7
4#1553#5#152
4#1553#79#174
4#1556#79#154
4#1556#174#102
4#1563#1#330
4#1563#5#217
4#1568#79#35
4#1568#174#172
4#1568#1983#16
4#1599#5#24
4#1638#79#93
4#1692#1#6
4#1692#5#9
4#1692#79#151
4#1693#7#9
4#1694#5#148
4#1694#1557#28
4#1723#5#690
4#1726#1#7
4#1726#5#1020
4#1769#371#23
4#1769#720#45
4#1769#1534#39
4#1769#3607#8
4#1787#5#201
4#1821#1#6
4#1821#5#8
4#1821#79#262
4#1821#1983#1
4#1843#5#38
4#1843#1982#6
4#1850#5#211
4#1851#5#173
4#1855#5#1
4#1855#79#256
4#1867#5#152
4#1867#79#39
4#1868#5#295
4#1868#79#135
4#1868#174#93
4#1869#7#83
4#1883#5#14
4#1884#1#2
4#1884#5#86
4#1903#5#316
4#1936#5#35
4#1955#5#17
4#1955#79#36
4#1955#174#265
4#1962#5#160
4#1988#5#161
4#2039#5#1
4#2039#315#150
4#2084#5#21
4#2096#5#207
4#2096#4100#1
4#2100#5#192
4#2104#1982#16
4#2106#5#114
4#2106#174#150
4#2107#5#40
4#2108#5#36
4#2109#1#10
4#2109#5#264
4#2123#5#162
4#2123#79#13
4#2123#174#49
4#2159#1#4
4#2159#698#10
4#2165#5#161
4#2168#5#24
4#2183#5#53
4#2230#1#1
4#2230#5#237
4#2247#5#83
4#2248#7#14
4#2251#1#25
4#2258#1#82
4#2258#5#52
4#2298#5#202
4#2302#1#367
4#2302#5#427
4#2306#1#1
4#2306#5#740
4#2306#79#168
4#2306#174#128
4#2345#5#5
4#2368#5#95
4#2412#7#122
4#2531#5#52
4#2534#5#140
4#2545#1#1
4#2545#5#162
4#2574#7#161
4#2577#1#120
4#2590#2824#751
4#2590#3402#1
4#2590#3935#397
4#2590#3936#365
4#2590#3990#29
4#2590#3993#124
4#2590#4082#47
4#2590#4129#10
4#2590#4605#1
4#2601#5#55
4#2686#1#1
4#2686#698#6
4#2715#1#33
4#2725#720#3
4#2750#5#1
4#2751#1#14
4#2761#5#345
4#2780#3044#13
4#2819#1#27
4#2819#5#6
4#2849#7#7
4#2852#1#14
4#2906#5#43
4#2970#5#35
4#2975#1#1
4#2993#5#60
4#3014#7#1
4#3015#5#26
4#3070#1#2
4#3102#1#253
4#3102#5#2
4#3102#79#10
4#3102#434#397
4#3102#947#34
4#3130#1#1
4#3174#7#4
4#3189#5#1
4#3299#5#193
4#3303#5#4
4#3303#79#3
4#3313#1#2
4#3315#5#7
4#3328#1#1
4#3346#79#10
4#3352#1#1
4#3352#5#3
4#3352#79#3
4#3415#5#15
4#3431#1#1
4#3442#79#12
4#3458#5#6
4#3458#79#2
4#3464#5#4
4#3466#1#1453
4#3475#7#1
4#3485#1#6
4#3604#5#11
4#3604#79#1
4#3623#5#2
4#3623#79#19
4#3651#5#1
4#3651#79#1
4#3658#7#1
4#3729#1#2
4#3729#5#67
4#3733#5#7
4#3735#5#44
4#3746#7#1
4#3770#491#1
4#3775#5#2
4#3840#5#5
4#3849#79#2
4#3866#79#9
4#3887#7#1
4#3915#5#13
4#3930#5#1
4#3948#5#3
4#3964#5#1
4#4000#5#11
4#4000#79#11
4#4029#7#1
4#4055#5#3
4#4057#5#2
4#4063#5#3
4#4066#5#1
4#4104#7#1
4#4106#5#1
4#4113#5#2
4#4126#5#17
4#4128#5#17
4#4140#5#15
4#4151#5#1
4#4156#5#1
4#4163#1#13
4#4179#5#31
4#4185#5#1
4#4190#491#1
4#4215#5#1
4#4268#7#9
4#4282#7#1
4#4290#5#1
4#4300#7#1
4#4313#5#1
5#7#1#1
5#7#6#320
5#7#397#154
5#7#1013#123
5#7#1518#60
5#7#1535#24
5#7#1861#3
5#7#2710#29
5#7#4121#1
5#7#4167#86
5#7#5083#5
5#25#1#74
5#25#23#257
5#25#114#302
5#25#115#30
5#25#208#197
5#25#209#231
5#25#210#70
5#25#305#32
5#25#433#186
5#25#435#52
5#25#528#24
5#25#685#258
5#25#742#123
5#25#821#70
5#25#836#36
5#25#837#1
5#25#891#23
5#25#1016#59
5#25#1047#267
5#25#1048#68
5#25#1049#38
5#25#1067#4
5#25#1082#41
5#25#1338#62
5#25#1345#44
5#25#1355#16
5#25#1422#47
5#25#1423#8
5#25#1433#3
5#25#1434#8
5#25#1570#8
5#25#1571#80
5#25#1572#5
5#25#1573#2
5#25#1809#3
5#25#1813#36
5#25#1874#16
5#25#1926#1
5#25#2049#53
5#25#2189#1
5#25#2311#5
5#25#2385#2
5#25#2386#1
5#25#2387#4
5#25#2388#1
5#25#2425#155
5#25#2545#10
5#25#2578#8
5#25#2613#9
5#25#2614#1
5#25#2615#2
5#25#2693#1
5#25#2759#5
5#25#2766#48
5#25#4506#2
5#25#4522#8
5#25#4545#38
5#25#4585#2
5#25#4592#1
5#25#4598#13
5#25#4678#2
5#25#4721#1
5#25#4739#8
5#25#4744#6
5#25#4762#1
5#25#4958#1
5#25#4961#40
5#25#4992#10
5#25#5020#4
5#25#5125#2
5#25#5217#1
5#26#1#4
5#26#24#422
5#26#25#133
5#26#26#178
5#26#27#38
5#26#28#89
5#26#29#49
5#26#70#275
5#26#160#116
5#26#198#17
5#26#1063#37
5#26#1064#109
5#26#1886#214
5#26#1887#1
5#26#2700#151
5#26#2701#3
5#26#2702#1
5#26#4843#12
5#26#4867#1
5#26#4900#2
5#26#5042#2
5#26#5063#3
5#26#5117#1
5#38#38#3
5#39#39#126
5#39#715#112
5#39#1014#14
5#39#1480#88
5#39#4920#2
5#39#4948#5
5#39#5230#1
5#59#47#10
5#59#2035#12
5#59#2653#2
5#59#5074#1
5#77#1#5
5#77#54#7
5#77#55#3
5#77#56#2
5#77#672#171
5#77#673#11
5#77#1070#168
5#77#1071#6
5#77#1072#6
5#91#65#1
5#91#66#12
5#91#2066#3
5#91#2067#4
5#105#78#25
5#112#1#2263
5#134#91#169
5#134#1330#85
5#134#1737#72
5#134#4850#5
5#134#4861#38
5#134#5000#17
5#135#92#142
5#135#1331#42
5#135#4600#1
5#135#4774#1
5#155#113#46
5#155#4528#5
5#160#3792#356
5#178#127#34
5#178#1150#34
5#178#5108#1
5#178#5155#1
5#178#5216#2
5#216#1#5
5#216#147#357
5#216#226#10
5#216#535#215
5#216#536#11
5#216#537#9
5#216#538#71
5#216#689#96
5#216#690#82
5#216#831#14
5#216#1018#2
5#216#2328#34
5#216#2539#150
5#216#2545#2
5#216#2568#41
5#216#2579#4
5#216#2704#168
5#216#2720#8
5#216#2721#6
5#216#2722#127
5#216#2808#148
5#216#2809#20
5#216#4619#7
5#216#4637#73
5#216#4657#5
5#216#4676#1
5#216#4695#8
5#216#4736#17
5#216#4771#36
5#216#4820#1
5#216#4830#2
5#216#4884#1
5#216#4885#55
5#216#4925#37
5#221#1#10
5#221#149#308
5#221#150#25
5#221#151#183
5#221#184#8
5#221#185#56
5#221#186#4
5#221#546#35
5#221#547#26
5#221#1075#1
5#221#1726#2
5#221#2050#48
5#221#2305#8
5#221#2743#92
5#223#1#4
5#223#153#35
5#223#268#34
5#223#269#224
5#223#1139#30
5#223#1436#5
5#223#1437#8
5#223#1438#3
5#223#1897#14
5#225#154#68
5#256#167#54
5#270#1#160
5#270#175#157
5#270#176#25
5#270#177#6
5#270#178#3
5#270#316#209
5#270#398#197
5#270#399#33
5#270#400#58
5#270#401#92
5#270#478#69
5#270#479#87
5#270#520#529
5#270#521#36
5#270#522#145
5#270#523#27
5#270#524#430
5#270#602#5
5#270#711#24
5#270#781#4
5#270#1181#3
5#270#1182#39
5#270#1183#1
5#270#1862#13
5#270#1975#20
5#270#1978#1
5#270#1979#7
5#270#2034#18
5#270#2211#20
5#270#2308#13
5#270#2535#41
5#270#2763#34
5#270#2810#140
5#270#4838#49
5#270#4842#23
5#270#4874#6
5#270#4914#11
5#270#4978#3
5#270#5058#9
5#270#5062#54
5#270#5082#3
5#270#5123#5
5#270#5146#12
5#270#5151#1
5#270#5238#136
5#273#179#161
5#273#180#66
5#273#2664#17
5#273#2665#1
5#273#2666#187
5#273#4628#116
5#273#4765#2
5#273#4854#174
5#301#200#131
5#301#519#23
5#301#608#30
5#301#792#142
5#301#1549#21
5#301#1550#14
5#301#2762#7
5#301#5170#55
5#302#1#137
5#302#201#7
5#302#202#6
5#302#436#5
5#302#793#159
5#302#2014#242
5#302#2671#1
5#302#2672#10
5#302#2685#143
5#302#2686#20
5#311#207#15
5#311#648#27
5#311#4486#1
5#317#1#72
5#317#213#301
5#317#388#130
5#317#490#180
5#317#517#104
5#317#518#172
5#317#561#55
5#317#622#45
5#317#657#150
5#317#688#150
5#317#818#530
5#317#893#193
5#317#902#44
5#317#976#153
5#317#1015#67
5#317#1066#38
5#317#1175#145
5#317#1176#1
5#317#1177#6
5#317#1178#4
5#317#1179#19
5#317#1180#20
5#317#1289#10
5#317#1439#1
5#317#1440#6
5#317#1524#139
5#317#1532#4
5#317#1617#7
5#317#1618#4
5#317#1619#5
5#317#1620#16
5#317#1621#16
5#317#1622#9
5#317#1623#59
5#317#1624#1
5#317#1644#5
5#317#1645#2
5#317#1650#31
5#317#1651#7
5#317#1652#17
5#317#1720#113
5#317#1727#27
5#317#1742#56
5#317#1819#7
5#317#1867#3684
5#317#1988#2
5#317#2030#105
5#317#2032#1
5#317#2053#104
5#317#2092#9
5#317#2093#3
5#317#2099#71
5#317#2104#2
5#317#2165#1
5#317#2213#31
5#317#2214#16
5#317#2322#15
5#317#2323#4
5#317#2545#142
5#317#2711#73
5#317#2744#1
5#317#2745#7
5#317#2775#6
5#317#2807#26
5#317#4314#17
5#317#4323#2
5#317#4324#4
5#317#4330#6
5#317#4331#18
5#317#4332#2
5#317#4338#4
5#317#4341#8
5#317#4345#3
5#317#4350#1
5#317#4386#12
5#317#4415#5
5#317#4419#1
5#317#4427#2
5#317#4434#46
5#317#4476#2
5#317#4488#1
5#317#4514#4
5#317#4515#1
5#317#4546#5
5#317#4578#2
5#317#4597#2
5#317#4602#8
5#317#4635#7
5#317#4851#26
5#317#4852#1
5#317#4956#1
5#317#4986#1
5#317#5153#2
5#317#5212#1
5#317#5232#2
5#344#224#6
5#345#225#24
5#345#1953#1
5#346#227#10
5#346#682#3
5#346#1442#6
5#346#1730#7
5#346#1731#11
5#346#2818#16
5#346#4647#7
5#346#4794#2
5#346#4799#1
5#346#5182#3
5#347#228#1
5#347#229#55
5#348#230#176
5#353#231#104
5#353#506#76
5#353#3850#1
5#377#1#3
5#377#252#20
5#377#1445#20
5#377#1820#2
5#377#1821#72
5#377#4439#1
5#377#4808#84
5#388#257#15
5#388#2088#8
5#388#4325#10
5#388#4372#6
5#388#4438#5
5#388#4719#2
5#388#5224#1
5#403#1#45
5#403#4977#1
5#443#293#6
5#466#303#11
5#466#2699#155
5#466#4293#1
5#509#1#1
5#509#347#6
5#511#349#44
5#511#1559#21
5#511#2244#116
5#511#4912#3
5#511#5015#8
5#511#5060#11
5#511#5092#26
5#511#5096#41
5#541#1#6
5#541#361#2
5#541#566#39
5#541#567#177
5#541#1467#12
5#541#1468#52
5#541#1967#28
5#541#2712#2
5#593#1#40
5#593#385#4
5#603#390#9
5#603#658#120
5#603#659#100
5#603#1366#30
5#603#1367#6
5#603#2670#34
5#603#5196#1
5#623#416#95
5#623#1343#2
5#623#1441#6
5#623#2084#62
5#623#2791#150
5#623#4406#4
5#623#4440#1
5#623#4477#1
5#623#4487#2
5#623#4509#13
5#623#4510#1
5#623#4699#1
5#623#4823#1
5#623#5161#1
5#623#5163#1
5#648#423#254
5#653#1#17
5#653#265#136
5#653#426#161
5#653#2215#25
5#653#2216#1
5#653#2217#33
5#670#447#40
5#670#448#110
5#671#1#4
5#671#449#104
5#671#1783#350
5#671#1784#100
5#671#4607#36
5#671#4644#28
5#671#4653#63
5#671#4656#10
5#671#4671#162
5#671#4887#39
5#671#5086#1
5#672#450#38
5#672#451#44
5#673#452#150
5#701#1#8
5#701#2381#12
5#701#2382#27
5#703#472#337
5#703#640#89
5#703#1011#160
5#703#1145#42
5#703#1762#63
5#703#1763#68
5#703#1764#2
5#703#2310#90
5#703#4778#1
5#703#5106#6
5#740#1#1
5#740#498#10
5#740#2316#9
5#740#2317#85
5#740#2318#65
5#740#2592#6
5#740#2593#3
5#740#4343#1
5#740#4633#3
5#740#4816#1
5#744#502#2
5#746#504#71
5#747#1#2
5#747#505#232
5#747#678#35
5#747#894#98
5#747#1420#624
5#747#1485#22
5#787#539#9
5#787#2307#18
5#787#2776#39
5#866#607#18
5#866#2654#78
5#887#1#15
5#887#628#51
5#887#629#62
5#887#641#57
5#887#790#11
5#887#1017#52
5#887#1989#98
5#887#2203#10
5#887#2204#63
5#887#2205#90
5#887#2533#1
5#887#2534#3
5#887#2545#26
5#887#2681#24
5#887#2682#2
5#887#2717#45
5#887#2718#18
5#887#2719#11
5#887#2751#1
5#887#2757#110
5#887#4431#1
5#887#4503#3
5#887#4573#105
5#887#4680#1
5#887#4685#3
5#887#4839#3
5#887#4869#7
5#887#4933#61
5#887#4981#1
5#887#4990#1
5#887#5104#3
5#954#1#2
5#963#676#58
5#967#678#142
5#967#1204#20
5#967#4173#1
5#967#4174#56
5#967#4196#32
5#967#4203#15
5#967#4301#148
5#967#4390#289
5#972#681#4
5#972#4805#4
5#980#1#1
5#980#692#32
5#980#4613#1
5#980#4772#1
5#981#693#6
5#981#694#3
5#1018#716#64
5#1018#717#5
5#1018#718#126
5#1018#719#32
5#1018#1547#10
5#1018#1594#5
5#1018#2178#97
5#1018#4216#4
5#1018#4913#1
5#1018#5133#1
5#1064#3854#4
5#1173#423#191
5#1180#1#17
5#1181#848#12
5#1181#2588#259
5#1181#4125#10
5#1181#4358#5
5#1245#946#13
5#1267#1#51
5#1309#1#22
5#1371#211#14
5#1372#1012#6
5#1373#1#6
5#1456#1086#8
5#1492#1121#1
5#1492#2176#24
5#1492#2177#2
5#1492#2607#9
5#1492#4517#1
5#1492#4624#2
5#1492#4634#2
5#1492#4638#2
5#1511#1#187
5#1511#4219#14
5#1511#4334#11
5#1512#1#65
5#1512#1144#13
5#1552#1174#27
5#1576#1202#9
5#1578#1205#83
5#1578#2325#12
5#1578#2326#6
5#1578#4315#1
5#1578#4381#3
5#1578#4384#5
5#1578#4582#1
5#1584#1208#88
5#1584#1209#42
5#1584#1210#10
5#1584#1211#14
5#1584#1212#7
5#1604#1299#67
5#1604#1300#11
5#1604#1301#1
5#1604#1302#35
5#1604#4654#10
5#1604#4703#55
5#1606#1303#6
5#1606#2224#71
5#1606#2225#4
5#1615#1328#10
5#1615#2760#8
5#1645#1#37
5#1649#1350#8
5#1649#4655#3
5#1650#1351#185
5#1650#4463#15
5#1674#1#20
5#1674#1402#65
5#1674#1403#46
5#1674#1404#17
5#1674#4662#1
5#1674#4770#2
5#1674#4782#9
5#1674#5246#1
5#1731#1466#9
5#1741#1479#15
5#1741#5214#1
5#1741#5237#1
5#1743#1#17
5#1749#505#4
5#1749#1485#18
5#1754#1515#1
5#1754#4025#3
5#1754#4066#1
5#1754#4113#11
5#1761#1525#116
5#1761#1526#34
5#1761#1527#151
5#1773#1#6
5#1791#1562#33
5#1791#4246#5
5#1792#1563#138
5#1792#1564#4
5#1792#1565#176
5#1792#4105#1
5#1792#4540#10
5#1792#4803#15
5#1792#4812#11
5#1792#4845#3
5#1792#4881#7
5#1792#4938#5
5#1792#5031#1
5#1793#1567#52
5#1798#1#151
5#1798#1577#82
5#1798#1578#52
5#1798#1579#145
5#1798#1580#23
5#1798#1926#10
5#1798#2545#2
5#1798#2783#42
5#1798#2784#19
5#1798#2785#7
5#1798#2786#76
5#1798#2793#12
5#1798#2794#32
5#1798#4781#12
5#1798#4871#49
5#1798#4879#3
5#1798#5183#1
5#1812#1589#31
5#1826#1#15
5#1841#1#8
5#1842#1#36
5#1848#1648#7
5#1871#1662#37
5#1871#1663#85
5#1871#4642#4
5#1871#4754#1
5#1879#1#1
5#1885#1#50
5#1890#1675#7
5#1920#1740#24
5#1920#2792#15
5#1929#1746#46
5#1929#1747#9
5#1929#1748#16
5#1929#1749#21
5#1929#1750#5
5#1956#1772#4
5#1956#2572#13
5#1956#2573#7
5#1956#4319#7
5#1956#4363#3
5#1956#4424#3
5#1956#4430#10
5#1956#4472#1
5#1956#4505#1
5#1956#4507#1
5#1969#1792#64
5#1970#1204#28
5#1970#1420#1
5#1970#2678#153
5#1970#4538#30
5#1970#4814#9
5#1971#1#120
5#1972#1793#12
5#1973#1794#61
5#1973#1795#89
5#1973#4894#1
5#1974#1796#7
5#1974#1797#46
5#1975#1798#20
5#1975#1799#42
5#1975#1800#7
5#1976#1801#11
5#1977#1802#16
5#1977#1803#5
5#1978#1804#21
5#1978#1805#34
5#1979#1806#75
5#1980#1#2
5#1981#1807#77
5#1999#1827#3
5#1999#1828#1
5#2006#1838#30
5#2017#1#6
5#2019#1863#39
5#2044#1888#190
5#2044#1889#87
5#2044#1890#23
5#2044#1929#6
5#2044#2312#56
5#2044#2313#22
5#2044#2314#5
5#2044#2567#129
5#2045#1891#300
5#2050#1#29
5#2056#1898#25
5#2056#2008#534
5#2073#1927#6
5#2082#1954#8
5#2085#1958#2
5#2085#1959#9
5#2085#2616#4
5#2085#2652#10
5#2085#5059#5
5#2091#1966#216
5#2094#1972#150
5#2094#4935#1
5#2105#1984#236
5#2127#1#64
5#2140#2012#6
5#2140#2013#20
5#2140#4859#20
5#2154#2022#150
5#2155#2023#12
5#2155#2024#12
5#2182#1#6
5#2182#1532#3
5#2210#2097#9
5#2210#4580#8
5#2210#4816#1
5#2234#2181#96
5#2261#2208#6
5#2261#2209#4
5#2261#2811#10
5#2261#4988#387
5#2267#1#38
5#2267#2219#31
5#2267#2220#22
5#2267#2246#8
5#2273#2226#15
5#2284#1#150
5#2284#2239#48
5#2284#2240#25
5#2284#2241#22
5#2284#5021#14
5#2284#5040#6
5#2288#1#8
5#2319#1#17
5#2337#2384#30
5#2342#1#4
5#2356#2429#152
5#2367#2542#519
5#2367#3735#213
5#2367#3740#97
5#2367#3938#4
5#2367#3971#14
5#2367#3985#18
5#2367#3994#26
5#2373#1#22
5#2373#2546#8
5#2373#2638#158
5#2373#4304#16
5#2373#4502#1
5#2390#2569#33
5#2390#2570#8
5#2393#2574#151
5#2393#2703#155
5#2393#4626#10
5#2393#4629#4
5#2393#5167#2
5#2393#5235#4
5#2396#3768#16
5#2415#2594#25
5#2415#4716#3
5#2415#4735#3
5#2415#4741#53
5#2415#4901#3
5#2415#4907#2
5#2415#4974#1
5#2415#4991#8
5#2415#5107#4
5#2415#5137#3
5#2415#5145#1
5#2415#5195#2
5#2421#2599#72
