ifd0_make#ifd0_model#ifds_bit#Count
1#1#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#32
1#1#0000000000000010000000000011110000000000000000000000000111101000000000000000000000000#8
1#1#0000000000000010000001000011110000000000100000000000000110001000000000000000000000000#16
1#1#0000000000000010000001000011110000000000100000000000000111101000000000000000000000000#427
1#1#0000000000000011000001000011110000000000100000000000000111101000000000000000000000000#916
1#1#0000000000000011000001000011110010000001100000000000111111101000000000000010000000000#26
1#2#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#4
1#2#0000000000000010000001000011110110100001100000000000000111101000000000000000000000000#79
1#2#0000000000000011000001000011110110000001100000000000111111100000000000000010000000000#5
1#2#0000000000000011000001000011110110000001100000000000111111101000000000000010000000000#517
1#2#0000000000000011000001000011110110100001100000000000000111101000000000000000000000000#1379
1#2#0000000000000011001001000001110110011101100000000000000011100000000010101101010111010#4
1#2#0000000000000011001001000011110110011101100000000010000111100000000010101101010111010#42
1#169#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#7
1#1339#0000000000000010000000000011110000100111100000000000111110001100000001100111000111000#22
1#1339#0000000000000010000001000011110000100111100000000000111110001100000001100111000111000#99
1#1998#0000000000000010000001000011110000100111100000000000111110001100000001100111000111000#16
1#2318#0000000000000011001001000011111111111111100000000011000111101000000001001111010000000#150
2#3#0000000000000011000001000011110110000001100000000000000111101000000000000000000000000#9
3#4#0000000000000000000000000010010000000000000000000000000111100000000000000000010000000#2
3#4#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#8
3#4#0000000000000001000000000011110000000000000000000010000111100000000000000000010000000#1
3#4#0000000000000001001001000011100111000101100000010000000111100000000010000110110000000#32
3#4#0000000000000001001001000011100111000101100000010010000111100000000010100110110000000#4
3#4#0000000000000001001001000011110111000101100000000000000111100000000010001110110000000#1
3#4#0000000000000001001001000011110111000101100000000010000111100000000010001110110000000#1
3#4#0000000000000001001001000011110111000101100000010000000111100000000010000110110000000#82
3#4#0000000000000001001001000011110111000101100000010000000111100000000010000111110000000#1
3#4#0000000000000001001001000011110111000101100000010010000111100000000010000110110000000#7
3#4#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#35
3#4#0000000000000001001001000011110111000101100000010010011111100000000010100110110000000#2
3#4#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#2
3#4#0000000000000011001001000000000111000101100000010000000011100000000010000110100000000#253
3#4#0000000000000011001001000010010111000101100000010000000111100000000010000110110000000#8
3#4#0000000000000011001001000010010111000101100000010001000111100000000010100110110000000#1
3#4#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#18
3#4#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#9
3#4#0000000000000011001001000011110111000101100000000000000111100000000010001110110000000#1679
3#4#0000000000000011001001000011110111000101100000000000000111100000000010001111110000000#32
3#4#0000000000000011001001000011110111000101100000000000011111100000000010101110110000000#16
3#4#0000000000000011001001000011110111000101100000000001011111100000000010101110110000000#4
3#4#0000000000000011001001000011110111000101100000000010000111100000000010001110110000000#1
3#4#0000000000000011001001000011110111000101100000000010011111100000000010100000000000000#42
3#4#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#540
3#4#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#62
3#4#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#453
3#4#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#25
3#4#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#9783
3#4#0000000000000011001001000011110111000101100000010000000111100000000010000110110000001#64
3#4#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#875
3#4#0000000000000011001001000011110111000101100000010000000111100000000010000111110000001#4
3#4#0000000000000011001001000011110111000101100000010000000111100000000010001110110000000#338
3#4#0000000000000011001001000011110111000101100000010000000111100000000010001111110000000#16
3#4#0000000000000011001001000011110111000101100000010000000111100000000010100110110000000#2
3#4#0000000000000011001001000011110111000101100000010001000111100000000010000110110000000#6
3#4#0000000000000011001001000011110111000101100000010010000111100000000010000110110000000#7
3#4#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#6557
3#4#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#708
3#4#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#111
3#4#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#8
3#4#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#5
3#4#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#1154
3#4#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#139
3#4#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#81
3#4#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#3
3#13#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#42
3#13#0000000000000011001001000011110111100101100000000010011111100000000010100111110000000#34
3#13#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#2566
3#13#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#575
3#13#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#214
3#13#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#21
3#15#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#17
3#15#0000000000000000001000000011110000000101100000000001000111100000000010000110010001000#1
3#15#0000000000000001001001000011100111000101100000000000000111100000000010001110010000000#6
3#15#0000000000000001001001000011100111000101100000000000000111100000000010001110110000000#1
3#15#0000000000000001001001000011100111000101100000000010000111100000000010001110110000000#3
3#15#0000000000000001001001000011100111000101100000010000000111100000000010000110010001000#1
3#15#0000000000000001001001000011100111000101100000010000000111100000000010000110110000000#2
3#15#0000000000000001001001000011100111000101100000010000000111100000000010001110010001000#1
3#15#0000000000000001001001000011100111000101100000010000000111100000000010100110010001000#5
3#15#0000000000000001001001000011100111000101100000010010000111100000000010000110110000000#2
3#15#0000000000000001001001000011100111000101100000010010000111100000000010100110110000000#6
3#15#0000000000000001001001000011110111000101100000000010000111100000000010000110110000000#1
3#15#0000000000000001001001000011110111000101100000010000000111100000000010000110110000000#84
3#15#0000000000000001001001000011110111000101100000010010000111100000000010100110010001000#1
3#15#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#25
3#15#0000000000000010000001000001100010000001100000000000000011100000000000000000000000000#24
3#15#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#5
3#15#0000000000000011000001000011110110000001000000000011000111101000000000001110010000000#10
3#15#0000000000000011001001000000000111000101100000010000000011100000000010000110000001000#5
3#15#0000000000000011001001000000000111000101100000010000000011100000000010000110100000000#108
3#15#0000000000000011001001000001100111000101100000010000000011100000000010000110000001000#1
3#15#0000000000000011001001000010010111000101100000010000000111100000000010000110110000000#1
3#15#0000000000000011001001000011100110000101100000000000000000000000000010001110010000000#1
3#15#0000000000000011001001000011100110000101100000000000000111100000000010000110010000000#1
3#15#0000000000000011001001000011100111000101100000000000000111100000000010000110010000000#2
3#15#0000000000000011001001000011100111000101100000010000000111100000000010000110010001000#27
3#15#0000000000000011001001000011100111000101100000010000000111100000000010000110110000000#4
3#15#0000000000000011001001000011110110000101100000000000000111100000000010000000000000000#214
3#15#0000000000000011001001000011110110000101100000000000000111100000000010000110010000000#18
3#15#0000000000000011001001000011110110000101100000000000000111100000000010000110010001000#42
3#15#0000000000000011001001000011110110000101100000000000000111100000000010001110010000000#3172
3#15#0000000000000011001001000011110110000101100000000000000111100000000010001110010000001#30
3#15#0000000000000011001001000011110110000101100000000000000111100000000010001111010000000#243
3#15#0000000000000011001001000011110110000101100000000000011111100000000010001110010000000#8
3#15#0000000000000011001001000011110110000101100000000001000111100000000010000110010001000#1
3#15#0000000000000011001001000011110110000101100000000001000111100000000010001110010000000#6
3#15#0000000000000011001001000011110110000101100000000001000111100000000010001111010000000#3
3#15#0000000000000011001001000011110110000101100000010000000111100000000010000110010001000#6873
3#15#0000000000000011001001000011110110000101100000010000000111100000000010000110010001001#56
3#15#0000000000000011001001000011110110000101100000010000000111100000000010000111010001000#482
3#15#0000000000000011001001000011110110000101100000010000011111100000000010000110010001000#26
3#15#0000000000000011001001000011110110000101100000010001000111100000000010000110010001000#35
3#15#0000000000000011001001000011110110000101100000010001000111100000000010000110010001001#9
3#15#0000000000000011001001000011110110000101100000010001000111100000000010000111010001000#3
3#15#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#68
3#15#0000000000000011001001000011110111000101100000000000000111100000000010000110010000000#11
3#15#0000000000000011001001000011110111000101100000000000000111100000000010000110010001000#22
3#15#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#10
3#15#0000000000000011001001000011110111000101100000000000000111100000000010000111010000000#1
3#15#0000000000000011001001000011110111000101100000000000000111100000000010001110010000000#388
3#15#0000000000000011001001000011110111000101100000000000000111100000000010001110110000000#364
3#15#0000000000000011001001000011110111000101100000000000000111100000000010001111010000000#11
3#15#0000000000000011001001000011110111000101100000000000000111100000000010001111110000000#40
3#15#0000000000000011001001000011110111000101100000000001000111100000000010001110010000000#1
3#15#0000000000000011001001000011110111000101100000000010011111100000000010100000000000000#40
3#15#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#176
3#15#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#8
3#15#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#61
3#15#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#1
3#15#0000000000000011001001000011110111000101100000010000000111100000000010000110010001000#4765
3#15#0000000000000011001001000011110111000101100000010000000111100000000010000110010001001#1
3#15#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#5416
3#15#0000000000000011001001000011110111000101100000010000000111100000000010000111010001000#462
3#15#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#409
3#15#0000000000000011001001000011110111000101100000010000000111100000000010001110010001000#256
3#15#0000000000000011001001000011110111000101100000010000000111100000000010001110110000000#85
3#15#0000000000000011001001000011110111000101100000010000000111100000000010001111010001000#12
3#15#0000000000000011001001000011110111000101100000010000000111100000000010001111110000000#7
3#15#0000000000000011001001000011110111000101100000010000000111100000000010100110010001000#9
3#15#0000000000000011001001000011110111000101100000010001000111100000000010000110010001000#48
3#15#0000000000000011001001000011110111000101100000010001000111100000000010000110110000000#2
3#15#0000000000000011001001000011110111000101100000010010000111100000000010100110110000010#4
3#15#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#1403
3#15#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#121
3#15#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#46
3#15#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#3
3#31#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#13
3#31#0000000000000001000000000011110000000000000000000010000111100000000000000000010000000#2
3#31#0000000000000001001001000011100110000101100000010000000011100000001010100110000001000#3
3#31#0000000000000001001001000011100111000101100000000000000111100000000010001110110000000#41
3#31#0000000000000001001001000011100111000101100000000000000111100000000010001111110000000#5
3#31#0000000000000001001001000011100111000101100000000010000111100000000010001110110000000#11
3#31#0000000000000001001001000011100111000101100000010000000111100000000010000110110000000#4
3#31#0000000000000001001001000011100111000101100000010000000111100000000010000110110001000#204
3#31#0000000000000001001001000011100111000101100000010000000111100000000010000111110001000#2
3#31#0000000000000001001001000011100111000101100000010000000111100000000010100110110001000#4
3#31#0000000000000001001001000011100111000101100000010010000111100000000010001110110000000#1
3#31#0000000000000001001001000011100111000101100000010010000111100000000010100110110000000#4
3#31#0000000000000001001001000011110111000101100000000000000111100000000010001110110000000#19
3#31#0000000000000001001001000011110111000101100000000010000111100000000010001110110000000#1
3#31#0000000000000001001001000011110111000101100000010000000111100000000010000110110000000#61
3#31#0000000000000001001001000011110111000101100000010000000111100000000010000111110000000#6
3#31#0000000000000001001001000011110111000101100000010000000111100000000010001110110000000#6
3#31#0000000000000001001001000011110111000101100000010000000111100000000010100110110000000#1
3#31#0000000000000001001001000011110111000101100000010010000111100000000010000110110000000#2
3#31#0000000000000001001001000011110111000101100000010010000111100000000010001110110000000#1
3#31#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#10
3#31#0000000000000010000001000001100010000001100000000000000011100000000000000000000000000#2
3#31#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#55
3#31#0000000000000011000000000011110111000101100000000000000111100000000010000110110001000#7
3#31#0000000000000011000000000011110111000101100000000000000111100000000010000111110001000#1
3#31#0000000000000011000001000011110110000001000000000011000111101000000000001110010000000#1
3#31#0000000000000011000001000011110111100101100000000000011111100000000010101010110000000#1
3#31#0000000000000011001001000000000111000101100000010000000011100000000010000110100000000#80
3#31#0000000000000011001001000001100111000101100000010000000011100000000010000110100001000#2
3#31#0000000000000011001001000010010111000101100000010000000111100000000010000110110000000#3
