ifd0_make#ifd0_model#ifds_bit#Count
3#31#0000000000000011001001000011100111000101100000000000000111100000000010000110110000000#1
3#31#0000000000000011001001000011100111000101100000010000000111100000000010000110110001000#6
3#31#0000000000000011001001000011100111000101100000010000000111100000000010000111110001000#2
3#31#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#263
3#31#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#73
3#31#0000000000000011001001000011110111000101100000000000000111100000000010000110110001000#15
3#31#0000000000000011001001000011110111000101100000000000000111100000000010001110110000000#1157
3#31#0000000000000011001001000011110111000101100000000000000111100000000010001110110000001#1
3#31#0000000000000011001001000011110111000101100000000000000111100000000010001111110000000#70
3#31#0000000000000011001001000011110111000101100000000000000111100000000010001111110000001#1
3#31#0000000000000011001001000011110111000101100000000000011111100000000010101110110000000#5
3#31#0000000000000011001001000011110111000101100000000001000111100000000010001110110000000#6
3#31#0000000000000011001001000011110111000101100000000001000111100000000010001111110000000#3
3#31#0000000000000011001001000011110111000101100000000010011111100000000010100000000000000#58
3#31#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#273
3#31#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#37
3#31#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#199
3#31#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#26
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#6112
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000110110001000#6768
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000110110001001#23
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#538
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000111110001000#620
3#31#0000000000000011001001000011110111000101100000010000000111100000000010000111110001001#5
3#31#0000000000000011001001000011110111000101100000010000000111100000000010001110110000000#91
3#31#0000000000000011001001000011110111000101100000010000000111100000000010001111110000000#8
3#31#0000000000000011001001000011110111000101100000010000000111100000000010100110110000000#8
3#31#0000000000000011001001000011110111000101100000010000000111100000000010100110110001000#4
3#31#0000000000000011001001000011110111000101100000010001000111100000000010000110110000000#4
3#31#0000000000000011001001000011110111000101100000010001000111100000000010000110110001000#10
3#31#0000000000000011001001000011110111000101100000010010000111100000000010100110110000000#2
3#31#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#2758
3#31#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#196
3#31#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#20
3#31#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#1
3#31#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#1
3#31#0000000000000011001001000011110111100101100000000010011111100000000010100111110000000#2
3#31#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#333
3#31#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#48
3#31#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#15
3#32#0000000000000011000001000011110111100101100000000000011111100000000010101010110000000#7
3#32#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#24
3#32#0000000000000011001001000011110111100101100000000010011111100000000010100111110000000#1
3#32#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#1623
3#32#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#93
3#32#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#188
3#32#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#24
3#34#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#139
3#34#0000000000000011000001000011110111100101100000000000011111100000000010101010110000000#5
3#34#0000000000000011001001000011110111000101100000000000011111100000000010101110110000000#7
3#34#0000000000000011001001000011110111000101100000000010011111100000000010100000000000000#18
3#34#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#334
3#34#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#45
3#34#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#324
3#34#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#38
3#34#0000000000000011001001000011110111000101100000010010000111100000000010100110110000000#5
3#34#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#4109
3#34#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#497
3#34#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#143
3#34#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#28
3#34#0000000000000011001001000011110111000101100000010011011111100000000010100110110000000#10
3#34#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#48
3#34#0000000000000011001001000011110111100101100000000010011111100000000010100111110000000#45
3#34#0000000000000011001001000011110111100101100000000010011111100000000010101110110000000#3
3#34#0000000000000011001001000011110111100101100000010010000111100000000010100110110000000#2
3#34#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#2226
3#34#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#267
3#34#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#247
3#34#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#14
3#63#0000000000000001001001000011110111000101100000010010000111100000000010000110110001000#50
3#63#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#1
3#63#0000000000000011001001000000000111000101100000010000000011100000000010000110100000000#11
3#63#0000000000000011001001000010010111000101100000010000000111100000000010000110110000000#1
3#63#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#14
3#63#0000000000000011001001000011110111000101100000000000000111100000000010000110110001000#1
3#63#0000000000000011001001000011110111000101100000000010011111100000000010100000000000000#48
3#63#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#25
3#63#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#2
3#63#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#17
3#63#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#7
3#63#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#898
3#63#0000000000000011001001000011110111000101100000010000000111100000000010000110110001000#363
3#63#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#137
3#63#0000000000000011001001000011110111000101100000010000000111100000000010000111110001000#31
3#63#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#371
3#63#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#44
3#63#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#16
3#63#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#7
3#63#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#145
3#63#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#8
3#63#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#2
3#87#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#8
3#87#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#4
3#87#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#146
3#87#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#712
3#87#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#113
3#87#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#3
3#87#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#1
3#87#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#2
3#87#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#312
3#87#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#18
3#87#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#35
3#87#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#7
3#95#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#6
3#95#0000000000000000000000000000000000000000000000000000000011100000000000000000000000000#22
3#95#0000000000000000000000000001100000000000000000000000000011100000000000000000000000000#23
3#95#0000000000000000000000000011110000000000000000000000000110000000000000000000000000000#13
3#95#0000000000000000000000000011110000000000000000000000000111100000000000000000000000000#1
3#95#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#1
3#95#0000000000000001000000000000000000000000000000000000000011100000000000000000000000000#1798
3#95#0000000000000001000000000001100000000000000000000000000011100000000000000000000000000#3586
3#95#0000000000000001000000000011110000000000000000000000000111100000000000000000000000000#816
3#95#0000000000000001001000000011110010000101000000000000000111100000000010000000000000000#4
3#95#0000000000000001001000000011110010000101000000000000000111100000000010000110000000000#273
3#95#0000000000000011000001000011110000000000100000000001000111100000000000000000000000000#4
3#95#0000000000000011000001000011110000000000100000000001000111100000000000000000000001000#390
3#95#0000000000000011001001000011100110000101100000000000000111100000000010000110010001000#1
3#95#0000000000000011001001000011100110000101100000010000000111100000000010000110010001000#12
3#95#0000000000000011001001000011110110000101100000000000000111100000000010000000000000000#8
3#95#0000000000000011001001000011110110000101100000000000000111100000000010000110010001000#9
3#95#0000000000000011001001000011110110000101100000010000000111100000000010000110010001000#809
3#95#0000000000000011001001000011110110000101100000010000000111100000000010000110010001001#14
3#95#0000000000000011001001000011110110000101100000010000000111100000000010000111010001000#76
3#95#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#8
3#95#0000000000000011001001000011110111100101100000000000000111100000000010000110110000000#1
3#137#0000000000000001001000000011110010000101000000000000000111100000000010000000000000000#348
3#137#0000000000000001001000000011110010000101000000000000000111100000000010000110000000000#1414
3#137#0000000000000001001000000011110010000101000000000000000111100000000010000110010000000#1047
3#137#0000000000000001001000000011110010000101000000000000000111100000000010000110010000001#2
3#137#0000000000000001001000000011110010000101000000000000000111100000000010000111010000000#23
3#176#0000000000000000000000000000000000000000000000000000000000000000000000000000000000000#1
3#176#0000000000000000000000000011010000000000000000000000000110000000000000000000000000000#12
3#176#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#8
3#176#0000000000000000001000000011110000000101100000000001000111100000000010000110010001000#1
3#176#0000000000000001001001000011110111000101100000010000000111100000000010000110110000000#1
3#176#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#4
3#176#0000000000000011001001000000000111000101100000010000000011100000000010000110100000000#5
3#176#0000000000000011001001000011100110000101100000000000000111100000000010000110000001000#2
3#176#0000000000000011001001000011100110000101100000010000000111100000000010000110010001000#1
3#176#0000000000000011001001000011110110000101100000000000000111100000000010000000000000000#83
3#176#0000000000000011001001000011110110000101100000000000000111100000000010000110000001000#1492
3#176#0000000000000011001001000011110110000101100000000000000111100000000010000110010001000#5
3#176#0000000000000011001001000011110110000101100000010000000111100000000010000110010001000#3399
3#176#0000000000000011001001000011110110000101100000010000000111100000000010000111010001000#222
3#176#0000000000000011001001000011110110000101100000010001000111100000000010000110010001000#3
3#176#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#23
3#176#0000000000000011001001000011110111000101100000010000000111100000000010000110010001000#820
3#176#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#551
3#176#0000000000000011001001000011110111000101100000010000000111100000000010000111010001000#88
3#176#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#26
3#460#0000000000000001001001000011110111000101100000010010000111100000000010000110110000000#70
3#460#0000000000000001001001000011110111000101100000010010000111100000000010100110110000000#14
3#460#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#1
3#460#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#57
3#460#0000000000000011001001000011110111000101100000000010011111100000000010100111110000000#6
3#460#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#35
3#460#0000000000000011001001000011110111000101100000000010011111100000000010101111110000000#2
3#460#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#710
3#460#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#45
3#460#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#289
3#460#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#7
3#460#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#16
3#460#0000000000000011001001000011110111000101100000010010011111100000000010101111110000000#1
3#460#0000000000000011001001000011110111100101100000000010011111100000000010100110110000000#2
3#460#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#135
3#460#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#14
3#598#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#2
3#598#0000000000000011001001000011110111000101100000010010011111100000000010100110110000000#45
3#598#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#1
3#598#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#27
3#598#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#4
3#1082#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#1
3#1082#0000000000000001001001000011110111000101100000000010000111100000000010100110110000000#1
3#1082#0000000000000011001001000011110110000101100000000000000111100000000010000000000000000#3
3#1082#0000000000000011001001000011110110000101100000000000000111100000000010000110010001000#60
3#1082#0000000000000011001001000011110110000101100000010000000111100000000010000110010001000#27
3#1082#0000000000000011001001000011110110000101100000010000000111100000000010000111010001000#1
3#1082#0000000000000011001001000011110111000101100000000000000111100000000010000110010001000#40
3#1082#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#53
3#1082#0000000000000011001001000011110111000101100000000000000111100000000010000111110000000#1
3#1082#0000000000000011001001000011110111000101100000000000000111100000000010001110110000000#7
3#1082#0000000000000011001001000011110111000101100000000010011111100000000010100110110000000#1
3#1082#0000000000000011001001000011110111000101100000000010011111100000000010101110110000000#2
3#1082#0000000000000011001001000011110111000101100000010000000111100000000010000110110000000#435
3#1082#0000000000000011001001000011110111000101100000010000000111100000000010000111110000000#24
3#1082#0000000000000011001001000011110111000101100000010010011111100000000010100111110000000#37
3#1082#0000000000000011001001000011110111000101100000010010011111100000000010101110110000000#7
3#1433#0000000000000010000001000001100010000001100000000000000011100000000000000000000000000#16
3#1433#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#3
3#1636#0000000000000011001001000011110111100101100000010010011111100000000010100110110000000#93
3#1636#0000000000000011001001000011110111100101100000010010011111100000000010100111110000000#12
3#1636#0000000000000011001001000011110111100101100000010010011111100000000010101110110000000#6
3#1636#0000000000000011001001000011110111100101100000010010011111100000000010101111110000000#2
3#2173#0000000000000001000000000001100000000000000000000000000011100000000000000000000000000#104
3#3617#0000000000000011001001000011110110000101100000000000000111100000000010000000000000000#2
3#3617#0000000000000011001001000011110110000101100000000000000111100000000010000110010001000#15
3#3617#0000000000000011001001000011110111000101100000000000000111100000000010000000000000000#1
3#3617#0000000000000011001001000011110111000101100000000000000111100000000010000110110000000#57
3#3617#0000000000000011001001000011110111000101100000000000000111100000000010000110110001000#46
3#3617#0000000000000011001001000011110111000101100000000000000111100000000010000111110000000#1
3#3796#0000000000000001001000000011110010000101000000000000000111100000000010000110010000000#2
3#4037#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#13
3#4037#0000000000000010000001000011110010000001100000000000000111100000000000001000010000000#1
3#4150#0000000000000010000001000011110010000001100000000000000111100000000000000000010000000#1
3#4177#0000000000000000000000000011110000000000000000000000000111100000000000000000010000000#16
4#5#0000000000000011001001000011111000110111100000000010000111100000000011101111111111000#1
4#5#0000000000000011001001000011111000110111100000000010000111101000000011101111111111000#164
4#6#0000000000000011001001000011110000110111100000000010000111100000000011101111111111000#1
