ifd0_make#ifd0_model#ifds_SubjectLocation1#Count
1#1##1425
1#2##2030
1#169##7
1#1339##121
1#1998##16
1#2318##150
2#3##9
3#4##2901
3#4#1313, 1620, 610, 612#1
3#4#1316, 1321, 610, 612#1
3#4#1320, 1395, 610, 612#1
3#4#1320, 1439, 610, 612#1
3#4#1320, 1520, 610, 612#1
3#4#1326, 1052, 610, 612#1
3#4#1326, 1091, 610, 612#1
3#4#1326, 1512, 610, 612#1
3#4#1329, 1157, 610, 612#1
3#4#1329, 1346, 610, 612#1
3#4#1332, 415, 283, 283#1
3#4#1332, 548, 359, 270#1
3#4#1333, 1140, 610, 612#1
3#4#1333, 555, 610, 612#2
3#4#1334, 762, 221, 222#1
3#4#1336, 1307, 610, 612#1
3#4#1336, 969, 610, 612#1
3#4#1337, 1746, 293, 293#1
3#4#1339, 1292, 610, 612#1
3#4#1339, 1427, 610, 612#1
3#4#1339, 1439, 610, 612#1
3#4#1341, 1124, 610, 608#1
3#4#1342, 1118, 610, 612#1
3#4#1342, 981, 610, 612#1
3#4#1345, 1443, 323, 323#1
3#4#1346, 1275, 610, 612#1
3#4#1346, 1610, 610, 612#1
3#4#1346, 910, 610, 612#1
3#4#1351, 1686, 254, 254#1
3#4#1352, 1539, 610, 612#1
3#4#1352, 1747, 610, 612#1
3#4#1353, 1464, 221, 222#1
3#4#1354, 1283, 580, 580#1
3#4#1356, 1236, 610, 612#1
3#4#1356, 1294, 610, 612#1
3#4#1359, 1099, 610, 612#1
3#4#1359, 1260, 610, 612#1
3#4#1359, 864, 609, 612#1
3#4#1359, 866, 610, 612#1
3#4#1359, 925, 610, 612#1
3#4#1359, 935, 610, 612#1
3#4#1362, 1045, 610, 612#1
3#4#1362, 1059, 610, 612#1
3#4#1362, 1463, 610, 612#1
3#4#1363, 1692, 607, 609#1
3#4#1365, 1547, 610, 612#1
3#4#1365, 1632, 610, 612#1
3#4#1366, 735, 437, 435#1
3#4#1368, 918, 231, 232#1
3#4#1369, 1011, 610, 612#1
3#4#1369, 1167, 610, 612#1
3#4#1372, 1057, 610, 612#1
3#4#1372, 1444, 610, 612#1
3#4#1372, 776, 610, 612#1
3#4#1372, 927, 610, 612#1
3#4#1375, 1356, 264, 264#3
3#4#1375, 1402, 610, 612#2
3#4#1375, 540, 359, 270#1
3#4#1377, 901, 601, 611#1
3#4#1378, 1175, 610, 612#1
3#4#1378, 1451, 610, 612#1
3#4#1378, 1887, 610, 612#1
3#4#1385, 1370, 610, 612#1
3#4#1385, 1596, 610, 612#1
3#4#1388, 1089, 610, 612#1
3#4#1388, 1108, 610, 612#1
3#4#1388, 1588, 610, 612#1
3#4#1388, 658, 610, 612#1
3#4#1390, 1206, 254, 254#1
3#4#1391, 1133, 610, 612#1
3#4#1391, 1228, 610, 612#1
3#4#1391, 1578, 610, 607#1
3#4#1394, 1384, 629, 631#1
3#4#1394, 1497, 629, 631#1
3#4#1394, 584, 359, 270#1
3#4#1395, 1015, 610, 612#1
3#4#1395, 1346, 610, 612#1
3#4#1395, 1946, 610, 612#1
3#4#1398, 1236, 610, 612#1
3#4#1399, 1216, 254, 254#1
3#4#1401, 1493, 610, 612#1
3#4#1401, 724, 610, 612#1
3#4#1404, 1321, 610, 612#1
3#4#1404, 498, 303, 306#1
3#4#1408, 1292, 610, 612#1
3#4#1408, 988, 610, 612#1
3#4#1409, 2046, 554, 555#1
3#4#1411, 1539, 610, 612#1
3#4#1411, 640, 359, 270#1
3#4#1414, 1140, 610, 612#1
3#4#1414, 1287, 610, 612#1
3#4#1414, 1395, 610, 612#1
3#4#1414, 833, 427, 425#1
3#4#1417, 814, 359, 270#1
3#4#1418, 1219, 610, 612#1
3#4#1418, 1304, 610, 612#1
3#4#1418, 1559, 610, 612#1
3#4#1418, 523, 610, 612#1
3#4#1420, 1314, 609, 612#1
3#4#1421, 1175, 610, 612#1
3#4#1421, 1277, 610, 612#1
3#4#1421, 1865, 610, 612#1
3#4#1421, 921, 682, 682#1
3#4#1422, 1153, 607, 612#1
3#4#1422, 732, 221, 222#1
3#4#1427, 1008, 610, 612#1
3#4#1427, 1104, 610, 612#1
3#4#1427, 1179, 610, 612#1
3#4#1427, 1630, 610, 612#1
3#4#1427, 922, 610, 612#1
3#4#1429, 1199, 609, 612#1
3#4#1431, 1086, 610, 612#1
3#4#1431, 1417, 610, 612#1
3#4#1431, 724, 610, 612#1
3#4#1434, 1052, 610, 612#1
3#4#1434, 1192, 610, 612#1
3#4#1434, 1929, 610, 612#1
3#4#1435, 1364, 221, 222#1
3#4#1435, 578, 221, 222#1
3#4#1437, 1084, 610, 612#1
3#4#1437, 1133, 610, 612#1
3#4#1440, 1162, 610, 612#1
3#4#1442, 933, 554, 555#1
3#4#1443, 712, 1804, 1811#1
3#4#1450, 1277, 610, 612#1
3#4#1450, 746, 610, 612#1
3#4#1453, 1084, 610, 612#1
3#4#1453, 1287, 610, 612#1
3#4#1453, 1412, 610, 612#2
3#4#1453, 1806, 610, 612#1
3#4#1457, 1388, 610, 612#1
3#4#1460, 1336, 610, 612#1
3#4#1461, 1287, 456, 457#1
3#4#1463, 1126, 610, 612#1
3#4#1463, 1161, 251, 249#1
3#4#1463, 1221, 120, 122#1
3#4#1463, 734, 610, 612#1
3#4#1463, 964, 610, 612#1
3#4#1466, 1358, 610, 612#1
3#4#1466, 1571, 610, 612#1
3#4#1466, 1586, 610, 612#1
3#4#1466, 1610, 610, 612#1
3#4#1466, 2117, 610, 612#2
3#4#1468, 1304, 607, 612#1
3#4#1470, 1082, 610, 612#1
3#4#1470, 1143, 610, 612#1
3#4#1470, 1321, 610, 612#1
3#4#1470, 1534, 610, 612#1
3#4#1470, 976, 610, 612#1
3#4#1471, 470, 456, 457#1
3#4#1471, 494, 359, 270#1
3#4#1473, 1730, 610, 612#1
3#4#1473, 687, 610, 612#1
3#4#1473, 739, 610, 612#1
3#4#1480, 1167, 610, 612#1
3#4#1480, 1329, 610, 612#1
3#4#1480, 1378, 610, 612#1
3#4#1480, 1610, 610, 612#1
3#4#1480, 603, 293, 293#1
3#4#1483, 1140, 610, 612#1
3#4#1483, 1219, 610, 612#1
3#4#1483, 1351, 610, 612#2
3#4#1483, 1410, 610, 612#1
3#4#1483, 1429, 610, 612#1
3#4#1483, 2036, 610, 612#1
3#4#1486, 1033, 610, 612#1
3#4#1486, 1375, 610, 612#1
3#4#1486, 1862, 610, 612#1
3#4#1489, 1277, 610, 612#1
3#4#1489, 1608, 610, 612#1
3#4#1493, 1329, 610, 612#1
3#4#1493, 1740, 610, 612#1
3#4#1493, 1744, 708, 709#1
3#4#1493, 568, 221, 222#1
3#4#1494, 2141, 607, 607#1
3#4#1495, 956, 773, 773#1
3#4#1496, 1050, 610, 612#1
3#4#1496, 1201, 610, 612#2
3#4#1496, 201, 610, 403#1
3#4#1502, 1050, 610, 612#1
3#4#1502, 1118, 610, 612#1
3#4#1502, 1135, 610, 612#1
3#4#1502, 1446, 610, 612#1
3#4#1502, 714, 610, 612#1
3#4#1506, 1275, 610, 612#1
3#4#1506, 1405, 610, 612#1
3#4#1509, 1133, 610, 612#1
3#4#1509, 1150, 610, 612#1
3#4#1509, 1317, 610, 612#1
3#4#1509, 1388, 610, 612#1
3#4#1509, 839, 610, 612#1
3#4#1509, 925, 610, 612#1
3#4#1511, 1063, 231, 232#1
3#4#1512, 1101, 610, 612#1
3#4#1512, 1104, 610, 612#2
3#4#1515, 1135, 610, 612#1
3#4#1515, 1319, 610, 612#1
3#4#1515, 1870, 610, 612#1
3#4#1515, 829, 610, 612#1
3#4#1519, 1015, 610, 612#1
3#4#1519, 1123, 610, 612#1
3#4#1519, 1236, 610, 612#2
3#4#1519, 1351, 610, 612#1
3#4#1519, 1375, 610, 612#1
3#4#1520, 1195, 607, 609#1
3#4#1522, 1084, 610, 612#1
3#4#1522, 1209, 610, 612#1
3#4#1522, 1505, 610, 612#1
3#4#1524, 1149, 629, 631#1
3#4#1525, 1187, 610, 612#1
3#4#1525, 1233, 610, 612#1
3#4#1525, 1436, 610, 612#1
3#4#1525, 1635, 610, 612#1
3#4#1525, 1706, 610, 612#1
3#4#1525, 1723, 610, 612#1
3#4#1525, 580, 610, 612#1
3#4#1525, 957, 610, 612#1
3#4#1528, 1302, 609, 612#1
3#4#1529, 1539, 610, 612#1
3#4#1529, 1796, 610, 612#1
3#4#1532, 1260, 610, 612#1
3#4#1535, 1375, 610, 612#1
3#4#1535, 976, 610, 612#1
3#4#1537, 1703, 609, 612#1
3#4#1538, 1150, 610, 607#1
3#4#1538, 1299, 610, 612#1
3#4#1538, 783, 610, 612#1
3#4#1542, 1045, 610, 612#1
3#4#1542, 1099, 610, 612#1
3#4#1542, 1170, 610, 612#1
3#4#1542, 1669, 610, 612#1
3#4#1542, 935, 610, 612#1
3#4#1543, 1368, 554, 555#1
3#4#1545, 756, 610, 612#1
3#4#1546, 1109, 221, 222#1
3#4#1548, 1057, 610, 612#2
3#4#1548, 1111, 610, 612#1
3#4#1548, 1346, 610, 612#1
3#4#1548, 1578, 610, 612#1
3#4#1551, 1011, 610, 612#1
3#4#1551, 1145, 610, 612#1
3#4#1551, 1339, 310, 310#1
3#4#1551, 1544, 610, 612#1
3#4#1551, 2105, 610, 612#1
3#4#1555, 1123, 610, 612#1
3#4#1556, 1138, 1344, 1343#1
3#4#1558, 1199, 610, 612#1
3#4#1558, 1833, 466, 467#1
3#4#1558, 976, 264, 264#1
3#4#156, 2194, 313, 506#1
3#4#1561, 1045, 610, 612#1
3#4#1561, 1182, 610, 612#1
3#4#1561, 1321, 610, 612#1
3#4#1561, 722, 610, 612#1
3#4#1564, 1028, 610, 612#1
3#4#1564, 1194, 610, 612#1
3#4#1564, 1209, 610, 612#1
3#4#1571, 1177, 610, 612#1
3#4#1571, 1343, 610, 612#1
3#4#1571, 1527, 610, 612#1
3#4#1571, 1995, 610, 612#2
3#4#1574, 2088, 610, 612#1
3#4#1574, 582, 610, 612#1
3#4#1574, 700, 610, 612#1
3#4#1577, 1104, 610, 612#1
3#4#1577, 1118, 610, 612#1
3#4#1577, 1150, 610, 612#1
3#4#1577, 1400, 610, 612#1
3#4#1581, 1045, 610, 612#1
3#4#1581, 1182, 610, 612#1
3#4#1581, 1211, 610, 612#1
3#4#1581, 1216, 610, 612#1
3#4#1583, 584, 375, 376#1
3#4#1584, 1194, 610, 612#1
3#4#1584, 1392, 610, 612#1
3#4#1584, 604, 610, 612#1
3#4#1584, 722, 610, 612#1
3#4#1587, 1077, 610, 612#1
3#4#1587, 1211, 610, 612#1
3#4#1587, 1329, 610, 612#1
3#4#1587, 1512, 610, 612#1
3#4#1587, 1517, 610, 612#1
3#4#1591, 1260, 610, 612#1
3#4#1591, 1816, 610, 612#1
3#4#1591, 942, 610, 612#1
3#4#1592, 573, 313, 315#1
3#4#1594, 1045, 610, 612#1
3#4#1594, 1050, 610, 612#1
3#4#1594, 1199, 610, 612#1
3#4#1594, 1236, 610, 612#1
3#4#1597, 1059, 610, 612#1
3#4#1597, 1064, 610, 612#1
3#4#1597, 1329, 610, 612#1
3#4#1597, 1578, 610, 612#1
3#4#1600, 1150, 610, 612#1
3#4#1600, 976, 610, 612#1
3#4#1602, 1191, 601, 611#2
3#4#1604, 1201, 610, 612#1
3#4#1604, 1334, 610, 612#1
3#4#1604, 1412, 610, 612#1
3#4#1604, 1647, 610, 612#1
3#4#1607, 1307, 610, 612#1
3#4#1607, 1370, 610, 612#1
3#4#1607, 1794, 610, 612#1
3#4#1608, 1506, 365, 364#1
3#4#1610, 1292, 610, 612#1
3#4#1610, 1405, 610, 612#1
3#4#1610, 915, 610, 612#1
3#4#1613, 1003, 610, 612#1
3#4#1613, 1288, 231, 232#1
3#4#1615, 1211, 1794, 1075#1
3#4#1617, 1197, 610, 612#1
3#4#1617, 1209, 1786, 1070#2
3#4#1617, 1554, 610, 612#1
3#4#1617, 829, 610, 612#1
3#4#1619, 1218, 1791, 1072#1
3#4#1620, 1077, 610, 612#1
3#4#1620, 1082, 610, 612#1
3#4#1620, 1096, 610, 612#1
3#4#1620, 1184, 610, 612#1
3#4#1620, 1243, 610, 612#1
3#4#1620, 1351, 610, 612#1
3#4#1620, 1361, 610, 612#1
3#4#1620, 1723, 610, 612#1
3#4#1620, 1752, 610, 612#1
3#4#1621, 1216, 1795, 1077#1
3#4#1621, 1217, 1792, 1075#1
3#4#1621, 1219, 1788, 1074#1
3#4#1622, 1216, 1791, 1072#1
3#4#1622, 1218, 1791, 1072#2
3#4#1622, 1219, 1791, 1074#4
3#4#1622, 1223, 1793, 1072#1
3#4#1622, 1224, 1791, 1074#1
3#4#1623, 1018, 610, 612#1
3#4#1623, 1108, 610, 612#3
3#4#1623, 1140, 610, 612#1
3#4#1623, 1192, 610, 612#1
3#4#1623, 1270, 610, 612#1
3#4#1623, 1400, 610, 612#1
3#4#1623, 991, 610, 612#1
3#4#1624, 1214, 1786, 1072#1
3#4#1624, 1217, 1795, 1074#1
3#4#1624, 1218, 1794, 1074#1
3#4#1624, 1218, 1795, 1077#1
3#4#1624, 1219, 1795, 1074#1
3#4#1624, 1220, 1789, 1075#1
3#4#1624, 1221, 1795, 1079#1
3#4#1624, 1224, 1795, 1074#2
3#4#1624, 1227, 1789, 1078#1
3#4#1624, 1228, 1795, 1077#1
3#4#1624, 1229, 1795, 1079#1
3#4#1625, 1216, 1788, 1072#2
3#4#1625, 1216, 1788, 1077#1
3#4#1625, 1217, 1788, 1074#2
3#4#1625, 1217, 1792, 1072#1
3#4#1625, 1218, 1788, 1067#1
3#4#1625, 1219, 1788, 1069#1
3#4#1625, 1221, 1788, 1072#1
3#4#1625, 1229, 1788, 1079#1
3#4#1626, 1135, 610, 612#1
3#4#1626, 1145, 610, 612#1
3#4#1626, 1212, 1791, 1069#1
3#4#1626, 1215, 1785, 1074#1
3#4#1626, 1217, 1791, 1074#2
3#4#1626, 1218, 1785, 1072#1
3#4#1626, 1218, 1788, 1076#1
3#4#1626, 1218, 1791, 1072#1
3#4#1626, 1218, 1791, 1077#4
3#4#1626, 1219, 1791, 1074#14
3#4#1626, 1220, 1791, 1077#10
3#4#1626, 1221, 1791, 1079#2
3#4#1626, 1221, 1797, 1079#1
3#4#1626, 1222, 1791, 1074#4
3#4#1626, 1223, 1791, 1077#11
3#4#1626, 1224, 1791, 1079#4
3#4#1626, 1224, 1793, 1078#1
3#4#1626, 1225, 1791, 1077#1
3#4#1626, 1225, 1794, 1076#1
3#4#1626, 1226, 1791, 1079#6
3#4#1626, 1304, 610, 612#1
3#4#1626, 1317, 610, 612#1
3#4#1626, 1706, 610, 612#1
3#4#1627, 1162, 608, 608#1
3#4#1627, 1215, 1792, 1075#2
3#4#1627, 1215, 1795, 1076#1
3#4#1627, 1216, 1797, 1076#20
3#4#1627, 1218, 1794, 1075#1
3#4#1627, 1219, 1793, 1076#1
3#4#1627, 1219, 1794, 1075#1
3#4#1627, 1219, 1794, 1077#1
3#4#1627, 1219, 1800, 1072#1
3#4#1627, 1220, 1037, 621#2
3#4#1627, 1220, 1083, 651#1
3#4#1627, 1220, 1109, 665#1
3#4#1627, 1220, 1305, 783#1
3#4#1627, 1220, 1703, 1023#1
3#4#1627, 1220, 1729, 1037#1
3#4#1627, 1220, 489, 293#7
3#4#1627, 1220, 541, 323#1
3#4#1627, 1221, 1011, 607#4
3#4#1627, 1221, 1403, 842#1
3#4#1627, 1221, 1455, 873#5
3#4#1627, 1221, 365, 217#2
3#4#1627, 1221, 587, 352#1
3#4#1627, 1221, 613, 369#1
3#4#1627, 1221, 763, 457#7
3#4#1627, 1221, 789, 474#1
3#4#1627, 1221, 913, 548#3
3#4#1627, 1221, 985, 589#1
3#4#1627, 1221, 985, 592#1
3#4#1627, 1222, 1057, 634#14
3#4#1627, 1222, 1579, 947#1
3#4#1627, 1222, 1651, 991#3
3#4#1627, 1222, 1677, 1006#4
3#4#1627, 1222, 1703, 1020#11
3#4#1627, 1222, 1749, 1050#5
3#4#1627, 1222, 1775, 1064#5
3#4#1627, 1222, 737, 443#1
3#4#1627, 1222, 789, 472#2
3#4#1627, 1222, 887, 531#1
3#4#1627, 1222, 933, 560#1
3#4#1627, 1223, 1793, 1077#2
3#4#1627, 1223, 1794, 1075#1
3#4#1627, 1224, 1793, 1075#1
3#4#1627, 840, 408, 408#1
3#4#1628, 1182, 554, 555#1
3#4#1628, 1216, 1788, 1077#1
3#4#1628, 1217, 1788, 1074#1
3#4#1628, 1217, 1797, 1077#1
3#4#1628, 1218, 1788, 1072#4
3#4#1628, 1218, 1788, 1077#2
3#4#1628, 1218, 1795, 1072#3
3#4#1628, 1219, 1795, 1074#8
3#4#1628, 1220, 1201, 719#1
3#4#1628, 1220, 1344, 807#7
3#4#1628, 1220, 1364, 817#2
3#4#1628, 1220, 1396, 837#1
3#4#1628, 1220, 1436, 861#2
3#4#1628, 1220, 1468, 881#5
3#4#1628, 1220, 1599, 959#1
3#4#1628, 1220, 1658, 993#4
3#4#1628, 1220, 1762, 1057#4
3#4#1628, 1220, 1790, 1078#2
3#4#1628, 1220, 1795, 1075#1
3#4#1628, 1220, 1795, 1077#3
3#4#1628, 1220, 476, 283#4
3#4#1628, 1220, 509, 303#1
3#4#1628, 1220, 522, 313#2
3#4#1628, 1220, 580, 347#15
3#4#1628, 1220, 594, 357#1
3#4#1628, 1220, 652, 391#4
3#4#1628, 1220, 672, 401#1
3#4#1628, 1220, 685, 411#1
3#4#1628, 1220, 744, 445#9
