ifd0_make#ifd0_model#ifd0_Orientation#Count
1#1##1357
1#1#0#31
4#2159##7
4#2159#1 = Row 0: top, Col 0: left#7
4#2165##1
4#2165#1 = Row 0: top, Col 0: left#129
4#2165#6 = Row 0: right, Col 0: top#30
4#2165#8 = Row 0: left, Col 0: botto#1
4#2168#1 = Row 0: top, Col 0: left#20
4#2168#8 = Row 0: left, Col 0: botto#4
4#2183#1 = Row 0: top, Col 0: left#53
4#2230##1
4#2230#1 = Row 0: top, Col 0: left#202
4#2230#6 = Row 0: right, Col 0: top#34
4#2230#8 = Row 0: left, Col 0: botto#1
4#2247#1 = Row 0: top, Col 0: left#67
4#2247#6 = Row 0: right, Col 0: top#16
4#2248#1 = Row 0: top, Col 0: left#14
4#2251##4
4#2251#1 = Row 0: top, Col 0: left#20
4#2251#6 = Row 0: right, Col 0: top#1
4#2258#1 = Row 0: top, Col 0: left#134
4#2298##2
4#2298#1 = Row 0: top, Col 0: left#199
4#2298#6 = Row 0: right, Col 0: top#1
4#2302##18
4#2302#1 = Row 0: top, Col 0: left#760
4#2302#6 = Row 0: right, Col 0: top#13
4#2302#8 = Row 0: left, Col 0: botto#3
4#2306##9
4#2306#1 = Row 0: top, Col 0: left#1011
4#2306#6 = Row 0: right, Col 0: top#11
4#2306#8 = Row 0: left, Col 0: botto#6
4#2345##5
4#2368#1 = Row 0: top, Col 0: left#94
4#2368#6 = Row 0: right, Col 0: top#1
4#2412##1
4#2412#1 = Row 0: top, Col 0: left#121
4#2531#1 = Row 0: top, Col 0: left#52
4#2534#1 = Row 0: top, Col 0: left#140
4#2545#1 = Row 0: top, Col 0: left#160
4#2545#6 = Row 0: right, Col 0: top#3
4#2574#1 = Row 0: top, Col 0: left#161
4#2577##35
4#2577#1 = Row 0: top, Col 0: left#85
4#2590##44
4#2590#1 = Row 0: top, Col 0: left#1681
4#2601#1 = Row 0: top, Col 0: left#54
4#2601#6 = Row 0: right, Col 0: top#1
4#2686#1 = Row 0: top, Col 0: left#7
4#2715##3
4#2715#1 = Row 0: top, Col 0: left#30
4#2725#1 = Row 0: top, Col 0: left#3
4#2750##1
4#2751##1
4#2751#1 = Row 0: top, Col 0: left#13
4#2761##1
4#2761#1 = Row 0: top, Col 0: left#344
4#2780#1 = Row 0: top, Col 0: left#13
4#2819##6
4#2819#1 = Row 0: top, Col 0: left#24
4#2819#6 = Row 0: right, Col 0: top#2
4#2819#8 = Row 0: left, Col 0: botto#1
4#2849#1 = Row 0: top, Col 0: left#7
4#2852##4
4#2852#1 = Row 0: top, Col 0: left#10
4#2906##2
4#2906#1 = Row 0: top, Col 0: left#40
4#2906#6 = Row 0: right, Col 0: top#1
4#2970##4
4#2970#1 = Row 0: top, Col 0: left#29
4#2970#6 = Row 0: right, Col 0: top#1
4#2970#8 = Row 0: left, Col 0: botto#1
4#2975#1 = Row 0: top, Col 0: left#1
4#2993##3
4#2993#1 = Row 0: top, Col 0: left#57
4#3014##1
4#3015##1
4#3015#1 = Row 0: top, Col 0: left#19
4#3015#6 = Row 0: right, Col 0: top#6
4#3070#1 = Row 0: top, Col 0: left#2
4#3102##3
4#3102#1 = Row 0: top, Col 0: left#545
4#3102#6 = Row 0: right, Col 0: top#142
4#3102#8 = Row 0: left, Col 0: botto#6
4#3130#1 = Row 0: top, Col 0: left#1
4#3174#1 = Row 0: top, Col 0: left#4
4#3189#1 = Row 0: top, Col 0: left#1
4#3299##17
4#3299#1 = Row 0: top, Col 0: left#175
4#3299#8 = Row 0: left, Col 0: botto#1
4#3303#1 = Row 0: top, Col 0: left#7
4#3313#1 = Row 0: top, Col 0: left#2
