ifd0_make#ifd0_model#ifd0_Orientation#Count
1#1##1357
1#1#0#31
7#734#1 = Row 0: top, Col 0: left#1246
7#735##7
7#735#1 = Row 0: top, Col 0: left#1003
7#735#6 = Row 0: right, Col 0: top#83
7#735#8 = Row 0: left, Col 0: botto#25
7#736##84
7#736#1 = Row 0: top, Col 0: left#2505
7#736#6 = Row 0: right, Col 0: top#49
7#736#8 = Row 0: left, Col 0: botto#25
7#737##5
7#737#1 = Row 0: top, Col 0: left#1167
7#737#6 = Row 0: right, Col 0: top#1
7#737#8 = Row 0: left, Col 0: botto#9
7#738##1
7#738#1 = Row 0: top, Col 0: left#104
7#738#6 = Row 0: right, Col 0: top#1
7#738#8 = Row 0: left, Col 0: botto#34
7#742#1 = Row 0: top, Col 0: left#3812
7#742#6 = Row 0: right, Col 0: top#130
7#742#8 = Row 0: left, Col 0: botto#88
7#743#1 = Row 0: top, Col 0: left#144
7#743#6 = Row 0: right, Col 0: top#7
7#750##7
7#750#1 = Row 0: top, Col 0: left#947
7#750#6 = Row 0: right, Col 0: top#40
7#750#8 = Row 0: left, Col 0: botto#3
7#752#0#9
7#752#1 = Row 0: top, Col 0: left#1003
7#752#6 = Row 0: right, Col 0: top#153
7#752#8 = Row 0: left, Col 0: botto#18
7#760##89
7#760#0#17
7#760#1 = Row 0: top, Col 0: left#766
7#781##1
7#781#1 = Row 0: top, Col 0: left#181
7#782#1 = Row 0: top, Col 0: left#351
7#786##1
7#786#1 = Row 0: top, Col 0: left#2681
7#786#6 = Row 0: right, Col 0: top#213
7#786#8 = Row 0: left, Col 0: botto#27
7#809##3
7#809#1 = Row 0: top, Col 0: left#1162
7#809#6 = Row 0: right, Col 0: top#64
7#809#8 = Row 0: left, Col 0: botto#13
7#815##10
7#815#1 = Row 0: top, Col 0: left#813
7#815#6 = Row 0: right, Col 0: top#63
7#815#8 = Row 0: left, Col 0: botto#25
7#816##43
7#816#1 = Row 0: top, Col 0: left#743
7#816#6 = Row 0: right, Col 0: top#5
7#826#1 = Row 0: top, Col 0: left#102
7#826#6 = Row 0: right, Col 0: top#5
7#846##12
7#846#1 = Row 0: top, Col 0: left#317
7#847##2
7#847#1 = Row 0: top, Col 0: left#69
7#860##35
7#860#1 = Row 0: top, Col 0: left#964
7#860#6 = Row 0: right, Col 0: top#3
7#863##1
7#863#1 = Row 0: top, Col 0: left#503
7#863#6 = Row 0: right, Col 0: top#50
7#863#8 = Row 0: left, Col 0: botto#10
7#873##25
7#873#1 = Row 0: top, Col 0: left#1211
7#888##21
7#888#1 = Row 0: top, Col 0: left#1489
7#888#6 = Row 0: right, Col 0: top#29
7#888#8 = Row 0: left, Col 0: botto#73
7#903##224
7#903#1 = Row 0: top, Col 0: left#2467
7#905##37
7#905#1 = Row 0: top, Col 0: left#571
7#905#6 = Row 0: right, Col 0: top#5
7#905#8 = Row 0: left, Col 0: botto#7
7#914##109
7#914#1 = Row 0: top, Col 0: left#1216
7#914#6 = Row 0: right, Col 0: top#1
7#914#8 = Row 0: left, Col 0: botto#1
7#915##2
7#915#1 = Row 0: top, Col 0: left#1734
7#915#6 = Row 0: right, Col 0: top#23
7#915#8 = Row 0: left, Col 0: botto#185
7#929##426
7#929#1 = Row 0: top, Col 0: left#1805
7#937##99
7#937#1 = Row 0: top, Col 0: left#1603
7#937#6 = Row 0: right, Col 0: top#59
7#937#8 = Row 0: left, Col 0: botto#133
7#941##52
7#941#1 = Row 0: top, Col 0: left#1226
7#941#6 = Row 0: right, Col 0: top#8
7#941#8 = Row 0: left, Col 0: botto#3
7#957##39
7#957#1 = Row 0: top, Col 0: left#772
7#958##3
7#958#1 = Row 0: top, Col 0: left#1048
7#958#6 = Row 0: right, Col 0: top#4
7#959##265
7#959#1 = Row 0: top, Col 0: left#947
7#959#3 = Row 0: bottom, Col 0: rig#1
7#959#6 = Row 0: right, Col 0: top#223
7#959#8 = Row 0: left, Col 0: botto#96
7#960##3
7#960#1 = Row 0: top, Col 0: left#339
7#965##79
7#965#1 = Row 0: top, Col 0: left#1397
7#965#8 = Row 0: left, Col 0: botto#1
7#978##164
7#978#1 = Row 0: top, Col 0: left#926
7#978#6 = Row 0: right, Col 0: top#46
7#994#1 = Row 0: top, Col 0: left#25
7#1003#1 = Row 0: top, Col 0: left#27
7#1009#1 = Row 0: top, Col 0: left#95
7#1009#6 = Row 0: right, Col 0: top#8
7#1014##88
7#1014#1 = Row 0: top, Col 0: left#723
7#1014#6 = Row 0: right, Col 0: top#83
7#1014#8 = Row 0: left, Col 0: botto#18
7#1045##3
7#1045#1 = Row 0: top, Col 0: left#1426
7#1045#6 = Row 0: right, Col 0: top#48
7#1045#8 = Row 0: left, Col 0: botto#26
7#1050##26
7#1050#1 = Row 0: top, Col 0: left#703
7#1067##38
7#1067#0#36
7#1067#1 = Row 0: top, Col 0: left#1566
7#1067#6 = Row 0: right, Col 0: top#1
7#1067#8 = Row 0: left, Col 0: botto#8
7#1069##5
7#1069#1 = Row 0: top, Col 0: left#320
7#1073##15
7#1073#1 = Row 0: top, Col 0: left#444
7#1073#6 = Row 0: right, Col 0: top#15
7#1073#8 = Row 0: left, Col 0: botto#1
7#1075##163
7#1075#1 = Row 0: top, Col 0: left#1292
7#1075#6 = Row 0: right, Col 0: top#2
7#1075#8 = Row 0: left, Col 0: botto#1
7#1081##15
7#1081#1 = Row 0: top, Col 0: left#24
7#1106##23
7#1106#1 = Row 0: top, Col 0: left#1112
7#1106#6 = Row 0: right, Col 0: top#44
7#1106#8 = Row 0: left, Col 0: botto#37
7#1145#1 = Row 0: top, Col 0: left#196
7#1145#3 = Row 0: bottom, Col 0: rig#2
7#1145#6 = Row 0: right, Col 0: top#22
7#1145#8 = Row 0: left, Col 0: botto#1
7#1150##12
7#1150#0#4
7#1150#1 = Row 0: top, Col 0: left#351
7#1150#6 = Row 0: right, Col 0: top#3
7#1165##1
7#1165#1 = Row 0: top, Col 0: left#180
7#1165#6 = Row 0: right, Col 0: top#1
7#1165#8 = Row 0: left, Col 0: botto#8
7#1174##74
7#1174#0#67
7#1174#1 = Row 0: top, Col 0: left#1745
7#1174#6 = Row 0: right, Col 0: top#2
7#1177##42
7#1177#1 = Row 0: top, Col 0: left#333
7#1183#1 = Row 0: top, Col 0: left#48
7#1184#1 = Row 0: top, Col 0: left#68
7#1187##55
7#1187#1 = Row 0: top, Col 0: left#1244
7#1187#6 = Row 0: right, Col 0: top#68
7#1187#8 = Row 0: left, Col 0: botto#15
7#1188#1 = Row 0: top, Col 0: left#1106
7#1188#6 = Row 0: right, Col 0: top#22
7#1188#8 = Row 0: left, Col 0: botto#52
7#1215##6
7#1215#1 = Row 0: top, Col 0: left#559
7#1215#6 = Row 0: right, Col 0: top#31
7#1215#8 = Row 0: left, Col 0: botto#2
7#1216#1 = Row 0: top, Col 0: left#923
7#1216#6 = Row 0: right, Col 0: top#22
7#1216#8 = Row 0: left, Col 0: botto#79
7#1219##1
7#1219#1 = Row 0: top, Col 0: left#94
7#1219#8 = Row 0: left, Col 0: botto#1
7#1229#1 = Row 0: top, Col 0: left#286
7#1229#3 = Row 0: bottom, Col 0: rig#1
7#1229#6 = Row 0: right, Col 0: top#65
7#1229#8 = Row 0: left, Col 0: botto#1
7#1230#1 = Row 0: top, Col 0: left#4
7#1230#6 = Row 0: right, Col 0: top#2
7#1231##23
7#1231#1 = Row 0: top, Col 0: left#584
7#1244#1 = Row 0: top, Col 0: left#13
7#1292#1 = Row 0: top, Col 0: left#49
7#1298#1 = Row 0: top, Col 0: left#427
7#1298#6 = Row 0: right, Col 0: top#39
7#1304##42
7#1304#1 = Row 0: top, Col 0: left#272
7#1380#1 = Row 0: top, Col 0: left#1
7#1382#1 = Row 0: top, Col 0: left#1
7#1383#1 = Row 0: top, Col 0: left#1
7#1385#1 = Row 0: top, Col 0: left#10
7#1386#1 = Row 0: top, Col 0: left#9
7#1387#1 = Row 0: top, Col 0: left#17
7#1387#6 = Row 0: right, Col 0: top#3
7#1387#8 = Row 0: left, Col 0: botto#1
7#1388#1 = Row 0: top, Col 0: left#108
7#1388#6 = Row 0: right, Col 0: top#11
7#1388#8 = Row 0: left, Col 0: botto#1
7#1389#1 = Row 0: top, Col 0: left#33
7#1390#1 = Row 0: top, Col 0: left#18
7#1391#1 = Row 0: top, Col 0: left#145
7#1391#6 = Row 0: right, Col 0: top#2
7#1392#1 = Row 0: top, Col 0: left#110
7#1392#3 = Row 0: bottom, Col 0: rig#1
7#1393#0#16
7#1393#1 = Row 0: top, Col 0: left#111
7#1393#6 = Row 0: right, Col 0: top#11
7#1393#8 = Row 0: left, Col 0: botto#4
7#1412##4
7#1412#1 = Row 0: top, Col 0: left#415
7#1412#3 = Row 0: bottom, Col 0: rig#1
7#1412#6 = Row 0: right, Col 0: top#5
7#1412#8 = Row 0: left, Col 0: botto#48
7#1434#1 = Row 0: top, Col 0: left#323
7#1461#1 = Row 0: top, Col 0: left#3205
7#1461#6 = Row 0: right, Col 0: top#2
7#1461#8 = Row 0: left, Col 0: botto#9
7#1471#0#15
7#1471#1 = Row 0: top, Col 0: left#982
7#1471#6 = Row 0: right, Col 0: top#2
7#1471#8 = Row 0: left, Col 0: botto#118
7#1475#1 = Row 0: top, Col 0: left#56
7#1475#3 = Row 0: bottom, Col 0: rig#7
7#1475#6 = Row 0: right, Col 0: top#15
7#1477##14
7#1477#1 = Row 0: top, Col 0: left#210
7#1491##2
7#1491#1 = Row 0: top, Col 0: left#1298
7#1491#3 = Row 0: bottom, Col 0: rig#1
7#1491#6 = Row 0: right, Col 0: top#110
7#1491#8 = Row 0: left, Col 0: botto#161
7#1502##437
7#1502#1 = Row 0: top, Col 0: left#307
7#1506#1 = Row 0: top, Col 0: left#7
7#1507#1 = Row 0: top, Col 0: left#9
7#1508#1 = Row 0: top, Col 0: left#13
7#1508#6 = Row 0: right, Col 0: top#1
7#1509#1 = Row 0: top, Col 0: left#40
7#1509#6 = Row 0: right, Col 0: top#30
7#1514##14
7#1514#1 = Row 0: top, Col 0: left#379
7#1514#6 = Row 0: right, Col 0: top#41
7#1517#1 = Row 0: top, Col 0: left#2421
7#1517#6 = Row 0: right, Col 0: top#40
7#1517#8 = Row 0: left, Col 0: botto#14
7#1529##1
7#1529#1 = Row 0: top, Col 0: left#2734
7#1529#6 = Row 0: right, Col 0: top#35
7#1529#8 = Row 0: left, Col 0: botto#3
7#1540##14
7#1540#1 = Row 0: top, Col 0: left#78
7#1541#1 = Row 0: top, Col 0: left#118
7#1541#8 = Row 0: left, Col 0: botto#2
7#1542##2
7#1542#1 = Row 0: top, Col 0: left#1177
7#1542#3 = Row 0: bottom, Col 0: rig#1
7#1542#6 = Row 0: right, Col 0: top#7
7#1542#8 = Row 0: left, Col 0: botto#81
7#1544#1 = Row 0: top, Col 0: left#34
7#1546##52
7#1546#1 = Row 0: top, Col 0: left#3050
7#1546#6 = Row 0: right, Col 0: top#3
7#1546#8 = Row 0: left, Col 0: botto#2
7#1597##20
7#1597#1 = Row 0: top, Col 0: left#116
7#1597#8 = Row 0: left, Col 0: botto#1
7#1623##15
7#1623#1 = Row 0: top, Col 0: left#113
7#1633##5
7#1633#1 = Row 0: top, Col 0: left#467
7#1633#6 = Row 0: right, Col 0: top#1
7#1633#8 = Row 0: left, Col 0: botto#3
7#1639##1
7#1639#1 = Row 0: top, Col 0: left#99
7#1651#1 = Row 0: top, Col 0: left#186
7#1651#6 = Row 0: right, Col 0: top#1
7#1651#8 = Row 0: left, Col 0: botto#29
7#1652##11
7#1652#1 = Row 0: top, Col 0: left#43
7#1653#1 = Row 0: top, Col 0: left#177
7#1653#6 = Row 0: right, Col 0: top#48
7#1653#8 = Row 0: left, Col 0: botto#2
7#1658##7
7#1658#1 = Row 0: top, Col 0: left#200
7#1658#6 = Row 0: right, Col 0: top#6
7#1658#8 = Row 0: left, Col 0: botto#1
7#1664#1 = Row 0: top, Col 0: left#53
7#1664#6 = Row 0: right, Col 0: top#3
7#1670#1 = Row 0: top, Col 0: left#67
7#1670#8 = Row 0: left, Col 0: botto#1
7#1675#1 = Row 0: top, Col 0: left#5
7#1677##50
7#1677#1 = Row 0: top, Col 0: left#414
7#1685#1 = Row 0: top, Col 0: left#20
7#1686#1 = Row 0: top, Col 0: left#76
7#1699#1 = Row 0: top, Col 0: left#1263
7#1699#3 = Row 0: bottom, Col 0: rig#6
7#1699#6 = Row 0: right, Col 0: top#10
7#1699#8 = Row 0: left, Col 0: botto#131
7#1706#1 = Row 0: top, Col 0: left#84
7#1707#1 = Row 0: top, Col 0: left#40
7#1714##8
7#1714#1 = Row 0: top, Col 0: left#384
7#1714#6 = Row 0: right, Col 0: top#9
7#1714#8 = Row 0: left, Col 0: botto#15
7#1724##15
7#1724#1 = Row 0: top, Col 0: left#206
7#1766##27
7#1766#1 = Row 0: top, Col 0: left#458
7#1780##15
7#1780#1 = Row 0: top, Col 0: left#457
7#1800##1
7#1800#1 = Row 0: top, Col 0: left#10
7#1802#1 = Row 0: top, Col 0: left#171
7#1813#1 = Row 0: top, Col 0: left#32
7#1827#1 = Row 0: top, Col 0: left#83
7#1834##2
7#1834#1 = Row 0: top, Col 0: left#446
7#1853##3
7#1853#1 = Row 0: top, Col 0: left#167
7#1872#1 = Row 0: top, Col 0: left#11
7#1876#1 = Row 0: top, Col 0: left#4
7#1877#1 = Row 0: top, Col 0: left#51
7#1886##18
7#1886#1 = Row 0: top, Col 0: left#308
7#1886#6 = Row 0: right, Col 0: top#5
7#1886#8 = Row 0: left, Col 0: botto#32
7#1892#1 = Row 0: top, Col 0: left#835
7#1892#6 = Row 0: right, Col 0: top#16
7#1892#8 = Row 0: left, Col 0: botto#39
7#1900#1 = Row 0: top, Col 0: left#195
7#1919#1 = Row 0: top, Col 0: left#91
7#1919#6 = Row 0: right, Col 0: top#13
7#1919#8 = Row 0: left, Col 0: botto#18
7#1943#1 = Row 0: top, Col 0: left#16
7#1943#6 = Row 0: right, Col 0: top#1
7#1949##2
7#1949#1 = Row 0: top, Col 0: left#14
7#1950##4
7#1950#1 = Row 0: top, Col 0: left#36
7#1995##15
7#1995#1 = Row 0: top, Col 0: left#87
7#2010##1
7#2010#1 = Row 0: top, Col 0: left#213
7#2010#6 = Row 0: right, Col 0: top#1
7#2010#8 = Row 0: left, Col 0: botto#23
7#2011##8
7#2011#1 = Row 0: top, Col 0: left#175
7#2016#1 = Row 0: top, Col 0: left#16
7#2016#3 = Row 0: bottom, Col 0: rig#1
7#2016#6 = Row 0: right, Col 0: top#84
7#2033#1 = Row 0: top, Col 0: left#136
7#2033#3 = Row 0: bottom, Col 0: rig#3
7#2033#6 = Row 0: right, Col 0: top#34
7#2037#1 = Row 0: top, Col 0: left#150
7#2074##11
7#2074#1 = Row 0: top, Col 0: left#1438
7#2074#6 = Row 0: right, Col 0: top#1
7#2074#8 = Row 0: left, Col 0: botto#97
7#2095#1 = Row 0: top, Col 0: left#21
7#2095#6 = Row 0: right, Col 0: top#11
7#2129##9
7#2129#1 = Row 0: top, Col 0: left#88
7#2136#1 = Row 0: top, Col 0: left#184
7#2179##1
7#2179#1 = Row 0: top, Col 0: left#72
7#2195#1 = Row 0: top, Col 0: left#151
7#2198#0#1
7#2198#1 = Row 0: top, Col 0: left#50
7#2198#8 = Row 0: left, Col 0: botto#2
7#2199#1 = Row 0: top, Col 0: left#29
7#2199#6 = Row 0: right, Col 0: top#8
7#2203#1 = Row 0: top, Col 0: left#43
7#2212#1 = Row 0: top, Col 0: left#84
7#2212#8 = Row 0: left, Col 0: botto#22
7#2225#1 = Row 0: top, Col 0: left#9
7#2243##7
7#2243#1 = Row 0: top, Col 0: left#54
7#2243#6 = Row 0: right, Col 0: top#1
7#2243#8 = Row 0: left, Col 0: botto#5
7#2244#1 = Row 0: top, Col 0: left#64
7#2244#6 = Row 0: right, Col 0: top#1
7#2268#1 = Row 0: top, Col 0: left#157
7#2268#6 = Row 0: right, Col 0: top#6
7#2268#8 = Row 0: left, Col 0: botto#1
7#2274#1 = Row 0: top, Col 0: left#13
7#2274#6 = Row 0: right, Col 0: top#1
7#2275#1 = Row 0: top, Col 0: left#362
7#2275#6 = Row 0: right, Col 0: top#1
7#2276#1 = Row 0: top, Col 0: left#313
7#2276#6 = Row 0: right, Col 0: top#2
7#2276#8 = Row 0: left, Col 0: botto#29
7#2286#1 = Row 0: top, Col 0: left#532
7#2286#6 = Row 0: right, Col 0: top#7
7#2286#8 = Row 0: left, Col 0: botto#14
7#2293#1 = Row 0: top, Col 0: left#117
7#2293#8 = Row 0: left, Col 0: botto#1
7#2300#1 = Row 0: top, Col 0: left#98
7#2317##5
7#2317#1 = Row 0: top, Col 0: left#66
7#2332#1 = Row 0: top, Col 0: left#10
7#2338##1
7#2338#1 = Row 0: top, Col 0: left#177
7#2338#3 = Row 0: bottom, Col 0: rig#3
7#2338#6 = Row 0: right, Col 0: top#164
7#2338#8 = Row 0: left, Col 0: botto#39
7#2374#1 = Row 0: top, Col 0: left#24
7#2387#1 = Row 0: top, Col 0: left#68
7#2387#6 = Row 0: right, Col 0: top#2
7#2399#1 = Row 0: top, Col 0: left#161
7#2400#1 = Row 0: top, Col 0: left#158
7#2420##5
7#2420#1 = Row 0: top, Col 0: left#463
7#2425#1 = Row 0: top, Col 0: left#11
7#2425#6 = Row 0: right, Col 0: top#8
7#2425#8 = Row 0: left, Col 0: botto#1
7#2430#1 = Row 0: top, Col 0: left#148
7#2430#6 = Row 0: right, Col 0: top#2
7#2462#1 = Row 0: top, Col 0: left#57
7#2464#1 = Row 0: top, Col 0: left#5
7#2489#1 = Row 0: top, Col 0: left#150
7#2498#1 = Row 0: top, Col 0: left#5
7#2507#1 = Row 0: top, Col 0: left#150
7#2536##1
7#2536#1 = Row 0: top, Col 0: left#64
7#2537#1 = Row 0: top, Col 0: left#17
7#2542##1
7#2542#1 = Row 0: top, Col 0: left#182
7#2544#1 = Row 0: top, Col 0: left#17
7#2549#1 = Row 0: top, Col 0: left#35
7#2551##6
7#2551#1 = Row 0: top, Col 0: left#484
7#2551#3 = Row 0: bottom, Col 0: rig#4
7#2551#6 = Row 0: right, Col 0: top#248
7#2551#8 = Row 0: left, Col 0: botto#29
7#2557#1 = Row 0: top, Col 0: left#150
7#2599#1 = Row 0: top, Col 0: left#17
7#2619##1
7#2619#1 = Row 0: top, Col 0: left#26
7#2634##10
7#2634#1 = Row 0: top, Col 0: left#55
7#2652#1 = Row 0: top, Col 0: left#1
7#2659#1 = Row 0: top, Col 0: left#8
7#2709#1 = Row 0: top, Col 0: left#5
7#2731#1 = Row 0: top, Col 0: left#10
7#2738#1 = Row 0: top, Col 0: left#11
7#2738#6 = Row 0: right, Col 0: top#1
7#2740#1 = Row 0: top, Col 0: left#2
7#2754#1 = Row 0: top, Col 0: left#15
7#2758#1 = Row 0: top, Col 0: left#15
7#2762##1
7#2762#1 = Row 0: top, Col 0: left#1
7#2763#1 = Row 0: top, Col 0: left#2
7#2767#1 = Row 0: top, Col 0: left#1
7#2823#1 = Row 0: top, Col 0: left#1
7#2824#1 = Row 0: top, Col 0: left#1
7#2827##17
7#2827#1 = Row 0: top, Col 0: left#78
7#2830#1 = Row 0: top, Col 0: left#4
7#2831#1 = Row 0: top, Col 0: left#5
7#2833#1 = Row 0: top, Col 0: left#1
7#2838#1 = Row 0: top, Col 0: left#1
7#2853#1 = Row 0: top, Col 0: left#7
7#2879#1 = Row 0: top, Col 0: left#1
7#2890#1 = Row 0: top, Col 0: left#2
7#2901##1
7#2901#1 = Row 0: top, Col 0: left#1
7#2924##1
7#2924#1 = Row 0: top, Col 0: left#7
7#2934#1 = Row 0: top, Col 0: left#18
7#2943#1 = Row 0: top, Col 0: left#2
7#2983#1 = Row 0: top, Col 0: left#1
7#3006#1 = Row 0: top, Col 0: left#1
7#3023#1 = Row 0: top, Col 0: left#3
7#3027##1
7#3027#1 = Row 0: top, Col 0: left#13
7#3030#1 = Row 0: top, Col 0: left#1
7#3037#1 = Row 0: top, Col 0: left#5
7#3040#1 = Row 0: top, Col 0: left#14
7#3046#1 = Row 0: top, Col 0: left#1
7#3079#1 = Row 0: top, Col 0: left#1
7#3107#1 = Row 0: top, Col 0: left#1
7#3109#1 = Row 0: top, Col 0: left#7
7#3109#6 = Row 0: right, Col 0: top#5
7#3110#1 = Row 0: top, Col 0: left#2
7#3113#1 = Row 0: top, Col 0: left#1
7#3151#1 = Row 0: top, Col 0: left#1
7#3159#1 = Row 0: top, Col 0: left#3
7#3173#1 = Row 0: top, Col 0: left#1
7#3177#1 = Row 0: top, Col 0: left#1
7#3192#1 = Row 0: top, Col 0: left#6
7#3202#1 = Row 0: top, Col 0: left#2
7#3204##1
7#3210#1 = Row 0: top, Col 0: left#1
7#3216#1 = Row 0: top, Col 0: left#1
7#3217#1 = Row 0: top, Col 0: left#1
7#3224#1 = Row 0: top, Col 0: left#1
7#3233#1 = Row 0: top, Col 0: left#1
7#3257##2
7#3257#1 = Row 0: top, Col 0: left#6
7#3264#1 = Row 0: top, Col 0: left#1
7#3293#1 = Row 0: top, Col 0: left#1
7#3296#1 = Row 0: top, Col 0: left#1
7#3298#1 = Row 0: top, Col 0: left#10
7#3309#1 = Row 0: top, Col 0: left#1
7#3332#1 = Row 0: top, Col 0: left#1
7#3335#1 = Row 0: top, Col 0: left#8
7#3361#1 = Row 0: top, Col 0: left#4
7#3362#1 = Row 0: top, Col 0: left#27
7#3373#1 = Row 0: top, Col 0: left#1
7#3375#1 = Row 0: top, Col 0: left#3
7#3376#1 = Row 0: top, Col 0: left#1
7#3379#1 = Row 0: top, Col 0: left#1
7#3396##1
7#3396#1 = Row 0: top, Col 0: left#6
7#3397#1 = Row 0: top, Col 0: left#1
7#3408#1 = Row 0: top, Col 0: left#1
7#3432#1 = Row 0: top, Col 0: left#1
7#3435#1 = Row 0: top, Col 0: left#3
7#3452#1 = Row 0: top, Col 0: left#2
7#3453#1 = Row 0: top, Col 0: left#7
7#3454#1 = Row 0: top, Col 0: left#17
7#3469##1
7#3469#1 = Row 0: top, Col 0: left#301
7#3472#1 = Row 0: top, Col 0: left#2
7#3481#1 = Row 0: top, Col 0: left#3
7#3486#1 = Row 0: top, Col 0: left#12
7#3490#1 = Row 0: top, Col 0: left#83
7#3490#6 = Row 0: right, Col 0: top#11
7#3490#8 = Row 0: left, Col 0: botto#1
7#3498#1 = Row 0: top, Col 0: left#36
7#3506#1 = Row 0: top, Col 0: left#2
7#3508#1 = Row 0: top, Col 0: left#2
7#3513#1 = Row 0: top, Col 0: left#2
7#3515#1 = Row 0: top, Col 0: left#3
7#3530#1 = Row 0: top, Col 0: left#1
7#3531#1 = Row 0: top, Col 0: left#2
7#3539#1 = Row 0: top, Col 0: left#8
7#3541#1 = Row 0: top, Col 0: left#1
7#3544##1
7#3544#1 = Row 0: top, Col 0: left#4
7#3557#1 = Row 0: top, Col 0: left#1
7#3560#1 = Row 0: top, Col 0: left#6
7#3562#1 = Row 0: top, Col 0: left#1
7#3572#1 = Row 0: top, Col 0: left#1
7#3576#1 = Row 0: top, Col 0: left#2
7#3609#1 = Row 0: top, Col 0: left#1
7#3621#1 = Row 0: top, Col 0: left#1
7#3624#1 = Row 0: top, Col 0: left#1
7#3634#1 = Row 0: top, Col 0: left#7
7#3636##2
7#3636#1 = Row 0: top, Col 0: left#3
7#3670#1 = Row 0: top, Col 0: left#1
7#3676#1 = Row 0: top, Col 0: left#3
7#3677#1 = Row 0: top, Col 0: left#7
7#3702#1 = Row 0: top, Col 0: left#1
7#3704#1 = Row 0: top, Col 0: left#2
7#3712#1 = Row 0: top, Col 0: left#1
7#3721#1 = Row 0: top, Col 0: left#1
7#3763#1 = Row 0: top, Col 0: left#1
7#3765#1 = Row 0: top, Col 0: left#2
7#3813#1 = Row 0: top, Col 0: left#1
7#3854#1 = Row 0: top, Col 0: left#8
7#3868#1 = Row 0: top, Col 0: left#1
7#3875#1 = Row 0: top, Col 0: left#1
7#3891#1 = Row 0: top, Col 0: left#1
7#3893#1 = Row 0: top, Col 0: left#3
7#3901#1 = Row 0: top, Col 0: left#4
7#3907#1 = Row 0: top, Col 0: left#1
7#3908#1 = Row 0: top, Col 0: left#2
7#3919#1 = Row 0: top, Col 0: left#1
7#3960#1 = Row 0: top, Col 0: left#47
7#3988#1 = Row 0: top, Col 0: left#9
7#3989#1 = Row 0: top, Col 0: left#6
7#3992#1 = Row 0: top, Col 0: left#2
7#3999#1 = Row 0: top, Col 0: left#22
7#4022#1 = Row 0: top, Col 0: left#2
7#4069#1 = Row 0: top, Col 0: left#3
7#4069#6 = Row 0: right, Col 0: top#1
7#4070#1 = Row 0: top, Col 0: left#1
7#4076#1 = Row 0: top, Col 0: left#1
7#4077#1 = Row 0: top, Col 0: left#1
7#4078#1 = Row 0: top, Col 0: left#1
7#4093#1 = Row 0: top, Col 0: left#11
7#4094#1 = Row 0: top, Col 0: left#1
7#4120#1 = Row 0: top, Col 0: left#2
7#4142#1 = Row 0: top, Col 0: left#1
7#4147#1 = Row 0: top, Col 0: left#1
7#4155#1 = Row 0: top, Col 0: left#3
7#4207#1 = Row 0: top, Col 0: left#1
7#4207#6 = Row 0: right, Col 0: top#2
7#4228#1 = Row 0: top, Col 0: left#2
7#4234#1 = Row 0: top, Col 0: left#3
7#4235#1 = Row 0: top, Col 0: left#3
7#4238#1 = Row 0: top, Col 0: left#1
7#4243#1 = Row 0: top, Col 0: left#2
7#4264#1 = Row 0: top, Col 0: left#1
7#4288#1 = Row 0: top, Col 0: left#1
7#4297#1 = Row 0: top, Col 0: left#1
7#4298#1 = Row 0: top, Col 0: left#2
7#4315#1 = Row 0: top, Col 0: left#1
8#10#1 = Row 0: top, Col 0: left#37
8#17##7
8#17#1 = Row 0: top, Col 0: left#391
8#18##5
8#18#1 = Row 0: top, Col 0: left#1208
8#18#6 = Row 0: right, Col 0: top#11
8#18#8 = Row 0: left, Col 0: botto#3
8#19##92
8#19#1 = Row 0: top, Col 0: left#857
8#44##13
8#44#1 = Row 0: top, Col 0: left#515
8#61##188
8#61#1 = Row 0: top, Col 0: left#1117
8#61#6 = Row 0: right, Col 0: top#25
8#61#8 = Row 0: left, Col 0: botto#2
8#73##118
8#73#1 = Row 0: top, Col 0: left#573
8#79#1 = Row 0: top, Col 0: left#461
8#79#6 = Row 0: right, Col 0: top#1
8#96##25
8#96#1 = Row 0: top, Col 0: left#158
8#98#1 = Row 0: top, Col 0: left#10
8#99##40
8#99#0#89
8#99#1 = Row 0: top, Col 0: left#244
8#116##5
8#116#1 = Row 0: top, Col 0: left#1259
8#116#6 = Row 0: right, Col 0: top#12
8#116#8 = Row 0: left, Col 0: botto#3
8#117#1 = Row 0: top, Col 0: left#900
8#117#6 = Row 0: right, Col 0: top#85
8#117#8 = Row 0: left, Col 0: botto#22
8#172##10
8#172#0#4
8#172#1 = Row 0: top, Col 0: left#716
8#198##134
8#198#1 = Row 0: top, Col 0: left#370
8#215##11
8#215#1 = Row 0: top, Col 0: left#145
8#218##38
8#218#0#1
8#218#1 = Row 0: top, Col 0: left#623
8#222##5
8#222#1 = Row 0: top, Col 0: left#812
8#235##36
8#235#1 = Row 0: top, Col 0: left#792
8#292##13
8#292#1 = Row 0: top, Col 0: left#393
8#293##34
8#293#1 = Row 0: top, Col 0: left#311
8#293#6 = Row 0: right, Col 0: top#1
8#293#8 = Row 0: left, Col 0: botto#1
8#294##9
8#294#1 = Row 0: top, Col 0: left#324
8#294#6 = Row 0: right, Col 0: top#1
8#333##77
8#333#1 = Row 0: top, Col 0: left#649
8#333#6 = Row 0: right, Col 0: top#8
8#333#8 = Row 0: left, Col 0: botto#1
8#383##15
8#383#1 = Row 0: top, Col 0: left#29
8#386#1 = Row 0: top, Col 0: left#16
8#394##21
