ifdg_GPSLatitude ,Count
1 deg 20 43.200, 2
1 deg 20 43.800, 1
1 deg 20 45.000, 1
1 deg 20 46.200, 1
1 deg 20 53.400, 2
1 deg 20 54.000, 2
1 deg 20 56.490, 1
1 deg 20 8.581, 1
1 deg 21 1.210, 1
1 deg 21 1.310, 1
1 deg 21 10.200, 1
1 deg 21 10.920, 1
1 deg 21 13.800, 4
1 deg 21 14.400, 1
1 deg 21 18.600, 2
1 deg 21 18.790, 1
1 deg 21 19.200, 3
1 deg 21 2.400, 1
1 deg 21 20.400, 3
1 deg 21 22.200, 7
1 deg 21 23.190, 1
1 deg 21 23.400, 7
1 deg 21 23.450, 1
1 deg 21 23.520, 1
1 deg 21 23.530, 1
1 deg 21 24.000, 1
1 deg 21 24.600, 1
1 deg 21 25.000, 1
1 deg 21 25.100, 1
1 deg 21 25.200, 1
1 deg 21 25.800, 1
1 deg 21 26.620, 1
1 deg 21 27.000, 2
1 deg 21 27.600, 1
1 deg 21 28.200, 5
1 deg 21 29.930, 1
1 deg 21 3.600, 1
1 deg 21 33.000, 1
1 deg 21 33.600, 5
1 deg 21 34.200, 2
1 deg 21 34.800, 1
1 deg 21 35.400, 2
1 deg 21 38.400, 2
1 deg 21 4.200, 1
1 deg 21 4.940, 1
1 deg 21 40.800, 2
1 deg 21 43.800, 2
1 deg 21 46.200, 4
1 deg 21 46.800, 7
1 deg 21 47.400, 2
1 deg 21 48.000, 1
1 deg 21 5.060, 1
1 deg 21 5.380, 1
1 deg 21 5.840, 1
1 deg 21 52.800, 2
1 deg 21 53.000, 1
1 deg 21 53.740, 1
1 deg 21 54.600, 1
1 deg 21 6.110, 1
1 deg 21 7.200, 2
1 deg 21 7.540, 2
1 deg 21 7.800, 1
1 deg 21 8.400, 1
1 deg 21 9.000, 3
1 deg 21 9.600, 1
1 deg 22 11.370, 1
1 deg 22 11.400, 1
1 deg 22 11.780, 1
1 deg 22 12.890, 1
1 deg 22 14.570, 1
1 deg 22 16.790, 1
1 deg 22 21.260, 1
1 deg 22 22.200, 1
1 deg 22 25.230, 1
1 deg 22 25.250, 2
1 deg 22 25.330, 1
1 deg 22 25.950, 1
1 deg 22 26.760, 2
1 deg 22 26.870, 1
1 deg 22 34.180, 1
1 deg 22 34.200, 2
1 deg 22 35.400, 1
1 deg 22 36.020, 2
1 deg 22 36.040, 6
1 deg 22 36.100, 1
1 deg 22 36.430, 2
1 deg 22 37.210, 2
1 deg 22 42.000, 9
1 deg 22 42.600, 4
1 deg 22 43.200, 3
1 deg 22 43.800, 1
1 deg 22 48.600, 6
1 deg 22 54.600, 2
1 deg 22 57.673, 1
1 deg 22 8.640, 2
1 deg 22 8.970, 2
1 deg 23 20.358, 2
1 deg 23 24.756, 1
1 deg 23 25.310, 1
1 deg 23 31.800, 1
1 deg 23 35.440, 1
1 deg 23 42.260, 1
1 deg 23 5.437, 1
1 deg 23 52.200, 1
1 deg 23 56.020, 1
1 deg 24 0.029, 1
1 deg 24 0.600, 1
1 deg 24 1.530, 1
1 deg 24 10.200, 1
1 deg 24 12.000, 1
1 deg 24 12.600, 4
1 deg 24 13.104, 1
1 deg 24 13.601, 1
1 deg 24 13.800, 1
1 deg 24 15.600, 1
1 deg 24 16.080, 1
1 deg 24 16.200, 2
1 deg 24 16.340, 2
1 deg 24 16.910, 1
1 deg 24 16.967, 1
1 deg 24 17.340, 1
1 deg 24 17.940, 2
1 deg 24 17.980, 1
1 deg 24 18.600, 1
1 deg 24 19.800, 1
1 deg 24 20.400, 1
1 deg 24 33.600, 2
1 deg 24 38.400, 1
1 deg 24 39.600, 1
1 deg 24 4.120, 1
1 deg 24 4.210, 6
1 deg 24 4.307, 16
1 deg 24 47.400, 1
1 deg 24 5.400, 2
1 deg 24 5.650, 2
1 deg 24 5.670, 1
1 deg 24 5.700, 1
1 deg 24 5.750, 1
1 deg 24 5.900, 1
1 deg 24 51.600, 1
1 deg 24 57.200, 1
1 deg 24 6.000, 3
1 deg 24 6.040, 10
1 deg 24 7.240, 2
1 deg 24 7.940, 1
1 deg 24 9.600, 2
1 deg 25 20.400, 1
1 deg 25 40.800, 1
1 deg 26 38.930, 1
1 deg 26 53.000, 1
1 deg 27 4.800, 1
1 deg 27 5.400, 1
1 deg 28 29.400, 2
1 deg 28 30.130, 2
1 deg 28 30.280, 1
1 deg 28 30.360, 1
1 deg 29 30.250, 2
1 deg 29 31.640, 1
1 deg 29 44.000, 2
1 deg 29 44.740, 1
1 deg 29 45.000, 1
1 deg 29 51.240, 2
1 deg 30 0.600, 1
1 deg 30 11.180, 1
1 deg 30 36.280, 1
1 deg 30 51.040, 1
1 deg 31 8.800, 1
1 deg 32 49.560, 1
1 deg 33 13.200, 1
1 deg 33 26.320, 1
1 deg 33 28.360, 1
1 deg 33 28.440, 1
1 deg 33 29.020, 1
1 deg 33 29.661, 1
1 deg 33 29.676, 1
1 deg 33 38.580, 1
1 deg 33 38.590, 4
1 deg 33 38.600, 1
1 deg 33 38.660, 1
1 deg 33 39.800, 1
1 deg 33 39.950, 2
1 deg 33 39.970, 1
1 deg 33 40.000, 2
1 deg 33 51.550, 1
1 deg 33 52.090, 1
1 deg 33 52.200, 3
1 deg 33 52.220, 3
1 deg 33 52.250, 2
1 deg 33 52.260, 5
1 deg 33 52.280, 2
1 deg 33 52.290, 6
1 deg 33 52.310, 4
1 deg 33 52.330, 2
1 deg 33 52.340, 5
1 deg 33 52.370, 3
1 deg 33 52.790, 1
1 deg 33 53.420, 1
1 deg 35 1.400, 1
1 deg 35 37.638, 1
1 deg 35 8.290, 1
1 deg 35 9.460, 1
1 deg 36 16.800, 2
1 deg 36 39.600, 1
1 deg 36 51.210, 1
1 deg 36 52.200, 1
1 deg 36 52.830, 1
1 deg 36 55.410, 1
1 deg 36 57.600, 1
1 deg 36 57.850, 1
1 deg 36 58.080, 1
1 deg 36 58.200, 2
1 deg 36 58.800, 1
1 deg 37 10.660, 1
1 deg 37 11.680, 1
1 deg 37 12.970, 1
1 deg 37 38.322, 1
1 deg 37 43.524, 1
1 deg 37 43.596, 1
1 deg 37 7.340, 1
1 deg 38 42.600, 1
1 deg 39 27.000, 1
1 deg 39 58.370, 1
1 deg 39 59.200, 2
1 deg 4 59.050, 7
1 deg 40 12.000, 1
1 deg 40 19.800, 1
1 deg 40 21.210, 2
1 deg 40 21.370, 1
1 deg 40 24.050, 1
1 deg 40 25.200, 3
1 deg 40 25.800, 1
1 deg 40 26.400, 1
1 deg 40 27.200, 1
1 deg 40 39.000, 2
1 deg 40 40.520, 1
1 deg 42 7.870, 1
1 deg 45 32.585, 1
1 deg 45 43.793, 1
1 deg 45 43.799, 1
1 deg 45 46.134, 1
1 deg 46 30.216, 1
1 deg 47 39.678, 1
1 deg 49 28.258, 1
1 deg 49 30.525, 1
1 deg 49 31.012, 1
1 deg 51 27.194, 2
1 deg 54 55.320, 1
1 deg 56 36.000, 1
1 deg 56 40.200, 1
1 deg 56 43.800, 1
1 deg 56 45.600, 1
1 deg 56 49.800, 1
1 deg 56 52.800, 1
1 deg 56 55.200, 1
1 deg 56 56.400, 1
1 deg 56 57.000, 2
1 deg 56 6.390, 1
1 deg 57 0.070, 1
1 deg 57 29.400, 2
1 deg 57 37.200, 1
1 deg 57 37.800, 1
1 deg 6 55.830, 1
1 deg 6 57.920, 1
1 deg 7 0.590, 1
1 deg 7 19.800, 1
1 deg 7 22.350, 1
1 deg 7 50.130, 1
1 deg 7 50.650, 1
1 deg 7 53.290, 1
1 deg 7 54.000, 2
1 deg 8 49.130, 1
1 deg 9 1.245, 2
1 deg 9 29.000, 1
1 deg 9 59.930, 1
1 deg 9 7.150, 1
10 deg 0 44.380, 1
10 deg 0 45.290, 1
10 deg 0 6.600, 1
10 deg 0 7.042, 1
10 deg 1 15.790, 1
10 deg 1 52.778, 1
10 deg 10 21.600, 1
10 deg 11 4.200, 1
10 deg 12 30.600, 1
10 deg 12 37.120, 1
10 deg 14 5.400, 1
10 deg 15 57.160, 1
10 deg 17 25.050, 1
10 deg 17 38.270, 1
10 deg 18 13.780, 1
10 deg 18 26.400, 1
10 deg 18 27.600, 2
10 deg 18 28.200, 2
10 deg 18 33.000, 1
10 deg 18 35.400, 1
10 deg 18 36.000, 1
10 deg 18 4.240, 1
10 deg 18 42.000, 1
10 deg 18 49.200, 1
10 deg 18 49.800, 2
10 deg 18 50.400, 1
10 deg 18 7.800, 2
10 deg 18 8.280, 1
10 deg 19 24.000, 2
10 deg 19 25.800, 1
10 deg 19 26.400, 1
10 deg 19 31.200, 1
10 deg 19 34.200, 1
10 deg 19 35.400, 1
10 deg 19 36.000, 3
10 deg 19 36.600, 2
10 deg 19 43.200, 1
10 deg 19 46.480, 1
10 deg 19 47.400, 1
10 deg 19 51.000, 1
10 deg 19 54.000, 1
10 deg 19 54.820, 1
10 deg 19 55.200, 2
10 deg 19 6.530, 1
10 deg 19 8.110, 1
10 deg 20 10.200, 1
10 deg 20 10.660, 1
10 deg 20 10.800, 5
10 deg 20 11.400, 5
10 deg 20 14.160, 1
10 deg 20 14.790, 1
10 deg 20 15.910, 1
10 deg 20 18.760, 1
10 deg 20 19.200, 2
10 deg 20 23.400, 1
10 deg 20 24.600, 1
10 deg 20 25.050, 1
10 deg 20 27.600, 1
10 deg 20 29.400, 2
10 deg 20 30.600, 1
10 deg 20 33.000, 1
10 deg 20 35.400, 1
10 deg 20 39.000, 1
10 deg 20 40.200, 1
10 deg 20 55.200, 1
10 deg 21 51.000, 1
10 deg 21 56.860, 4
10 deg 21 7.200, 1
10 deg 22 2.120, 3
10 deg 22 2.150, 1
10 deg 22 33.000, 2
10 deg 22 52.200, 1
10 deg 22 58.200, 1
10 deg 24 54.600, 1
10 deg 25 33.920, 2
10 deg 25 34.010, 1
10 deg 25 34.260, 1
10 deg 26 10.200, 2
10 deg 26 10.380, 1
10 deg 26 11.400, 2
10 deg 26 16.943, 1
10 deg 26 21.000, 1
10 deg 26 32.400, 1
10 deg 26 32.980, 1
10 deg 26 34.000, 1
10 deg 26 55.969, 1
10 deg 27 3.300, 1
10 deg 27 38.000, 1
10 deg 28 17.400, 1
10 deg 29 15.000, 2
10 deg 29 2.400, 1
10 deg 29 37.310, 1
10 deg 29 40.200, 1
10 deg 29 41.990, 1
10 deg 29 44.400, 1
10 deg 29 44.850, 1
10 deg 29 45.000, 2
10 deg 29 51.000, 1
10 deg 29 59.400, 1
10 deg 3 26.443, 1
10 deg 3 36.600, 1
10 deg 30 10.000, 1
10 deg 30 16.800, 2
10 deg 30 17.400, 1
10 deg 30 18.000, 3
10 deg 30 18.600, 1
10 deg 30 19.200, 1
10 deg 30 20.400, 1
10 deg 30 21.000, 3
10 deg 30 21.600, 1
10 deg 30 25.510, 1
10 deg 30 3.804, 1
10 deg 30 37.780, 1
10 deg 30 38.060, 1
10 deg 31 19.200, 1
10 deg 31 50.400, 1
10 deg 31 56.590, 1
10 deg 32 30.881, 1
10 deg 32 31.974, 1
10 deg 33 0.600, 3
10 deg 33 19.800, 1
10 deg 33 5.400, 1
10 deg 33 6.000, 3
10 deg 33 6.600, 1
10 deg 33 7.200, 3
10 deg 33 7.800, 1
10 deg 34 41.970, 1
10 deg 34 41.990, 2
10 deg 34 52.440, 12
10 deg 34 52.670, 41
10 deg 34 53.400, 1
10 deg 35 28.200, 1
10 deg 35 29.400, 1
10 deg 35 30.600, 1
10 deg 35 49.200, 4
10 deg 35 52.200, 1
10 deg 35 53.400, 2
10 deg 36 15.792, 1
10 deg 36 19.200, 1
10 deg 36 19.800, 1
10 deg 36 21.600, 1
10 deg 36 23.400, 1
10 deg 36 25.800, 1
10 deg 36 32.400, 1
10 deg 36 37.800, 1
10 deg 36 40.589, 1
10 deg 36 54.010, 1
10 deg 37 25.489, 1
10 deg 37 25.797, 1
10 deg 37 31.800, 1
10 deg 38 16.800, 1
10 deg 38 40.880, 1
10 deg 38 45.974, 1
10 deg 38 59.840, 1
10 deg 38 9.000, 1
10 deg 39 1.200, 1
10 deg 39 1.800, 2
10 deg 39 22.800, 1
10 deg 39 3.020, 1
10 deg 39 46.560, 1
10 deg 39 47.200, 1
10 deg 39 49.640, 1
10 deg 39 49.980, 1
10 deg 39 50.190, 1
10 deg 4 13.376, 1
10 deg 4 35.922, 1
10 deg 40 1.200, 1
10 deg 41 39.600, 1
10 deg 43 19.800, 1
10 deg 43 49.200, 1
10 deg 43 56.400, 1
10 deg 44 10.800, 1
10 deg 44 30.750, 2
10 deg 44 30.790, 2
10 deg 44 30.830, 1
10 deg 44 30.840, 1
10 deg 44 30.880, 1
10 deg 44 30.930, 1
10 deg 44 30.940, 3
10 deg 44 31.050, 1
10 deg 45 10.200, 1
10 deg 45 16.470, 1
10 deg 45 22.200, 1
10 deg 45 27.600, 1
10 deg 45 29.400, 1
10 deg 45 3.722, 1
10 deg 45 42.870, 1
10 deg 45 45.000, 1
10 deg 45 55.800, 2
10 deg 45 58.800, 1
10 deg 45 59.400, 2
10 deg 46 0.000, 1
10 deg 46 0.600, 1
10 deg 46 1.200, 1
10 deg 46 1.800, 1
10 deg 46 13.200, 1
10 deg 46 13.520, 1
10 deg 46 13.749, 1
10 deg 46 14.400, 1
10 deg 46 15.600, 1
10 deg 46 16.800, 3
10 deg 46 17.400, 1
10 deg 46 18.001, 1
10 deg 46 18.024, 1
10 deg 46 18.600, 3
10 deg 46 19.800, 1
10 deg 46 2.510, 1
10 deg 46 21.600, 2
10 deg 46 22.200, 1
10 deg 46 22.800, 2
10 deg 46 24.000, 2
10 deg 46 24.600, 1
10 deg 46 25.800, 1
10 deg 46 26.610, 1
10 deg 46 27.410, 5
10 deg 46 27.600, 1
10 deg 46 29.400, 3
10 deg 46 29.750, 1
10 deg 46 31.200, 2
10 deg 46 31.550, 1
10 deg 46 31.800, 2
10 deg 46 32.300, 1
10 deg 46 32.340, 1
10 deg 46 32.400, 8
10 deg 46 33.600, 2
10 deg 46 33.779, 1
10 deg 46 34.800, 1
10 deg 46 35.050, 1
10 deg 46 35.400, 2
10 deg 46 36.000, 3
10 deg 46 36.840, 1
10 deg 46 36.990, 1
10 deg 46 37.010, 1
10 deg 46 37.050, 1
10 deg 46 37.200, 8
10 deg 46 38.400, 2
10 deg 46 39.000, 2
10 deg 46 4.200, 1
10 deg 46 40.800, 14
10 deg 46 41.400, 1
10 deg 46 43.200, 1
10 deg 46 44.400, 2
10 deg 46 45.000, 14
10 deg 46 45.600, 2
10 deg 46 46.200, 5
10 deg 46 46.410, 1
10 deg 46 46.650, 1
10 deg 46 46.800, 1
10 deg 46 50.400, 1
10 deg 46 52.800, 1
10 deg 46 56.400, 1
10 deg 46 57.000, 1
10 deg 46 58.800, 2
10 deg 46 59.400, 2
10 deg 46 9.600, 3
10 deg 46 9.740, 1
10 deg 46 9.808, 1
10 deg 46 9.820, 2
10 deg 46 9.829, 1
10 deg 46 9.831, 1
10 deg 46 9.842, 1
10 deg 46 9.868, 1
10 deg 46 9.876, 1
10 deg 46 9.878, 1
10 deg 46 9.888, 1
10 deg 46 9.900, 1
10 deg 46 9.902, 1
10 deg 46 9.909, 1
10 deg 46 9.912, 1
10 deg 46 9.914, 1
10 deg 46 9.919, 1
10 deg 46 9.920, 1
10 deg 46 9.940, 1
10 deg 46 9.990, 1
10 deg 47 1.800, 1
10 deg 47 10.800, 1
10 deg 47 11.400, 4
10 deg 47 11.613, 1
10 deg 47 12.000, 6
10 deg 47 12.600, 4
10 deg 47 13.200, 2
10 deg 47 16.200, 1
10 deg 47 18.000, 3
10 deg 47 20.400, 1
10 deg 47 24.600, 4
10 deg 47 28.800, 1
10 deg 47 29.400, 1
10 deg 47 3.640, 1
10 deg 47 30.000, 1
10 deg 47 30.090, 1
10 deg 47 33.000, 1
10 deg 47 33.279, 2
10 deg 47 33.280, 1
10 deg 47 33.323, 1
10 deg 47 33.346, 1
10 deg 47 33.395, 1
10 deg 47 33.493, 1
10 deg 47 33.494, 2
10 deg 47 33.495, 1
10 deg 47 39.600, 1
10 deg 47 4.280, 1
10 deg 47 4.830, 1
10 deg 47 40.800, 1
10 deg 47 45.790, 1
10 deg 47 46.380, 1
10 deg 47 47.080, 1
10 deg 47 47.270, 1
10 deg 47 49.200, 1
10 deg 47 53.530, 1
10 deg 47 53.920, 1
10 deg 47 7.800, 1
10 deg 47 7.930, 1
10 deg 47 8.400, 1
10 deg 47 8.620, 1
10 deg 47 9.600, 2
10 deg 48 13.160, 1
10 deg 48 13.220, 1
10 deg 48 14.240, 1
10 deg 48 2.400, 1
10 deg 48 2.420, 1
10 deg 48 31.200, 1
10 deg 48 37.200, 5
10 deg 48 4.200, 1
10 deg 48 40.800, 1
10 deg 48 54.000, 1
10 deg 48 54.600, 5
10 deg 48 54.684, 1
10 deg 48 54.861, 1
10 deg 48 54.984, 1
10 deg 48 55.037, 1
10 deg 48 55.054, 1
10 deg 48 55.288, 1
10 deg 48 55.312, 1
10 deg 48 55.539, 1
10 deg 48 55.635, 1
10 deg 48 6.020, 1
10 deg 48 6.780, 1
10 deg 48 8.020, 1
10 deg 49 13.450, 1
10 deg 49 13.910, 1
10 deg 49 14.030, 1
10 deg 49 35.410, 1
10 deg 49 35.490, 1
10 deg 49 35.500, 1
10 deg 49 35.540, 1
10 deg 49 35.570, 1
10 deg 49 35.600, 2
10 deg 49 35.610, 1
10 deg 49 35.660, 1
10 deg 49 35.680, 1
10 deg 49 35.740, 1
10 deg 49 35.750, 1
10 deg 49 35.770, 1
10 deg 49 35.790, 1
10 deg 49 35.920, 1
10 deg 49 35.980, 1
10 deg 49 36.330, 1
10 deg 49 36.980, 2
10 deg 49 36.990, 1
10 deg 49 37.080, 1
10 deg 49 51.375, 4
10 deg 49 54.000, 7
10 deg 49 55.000, 6
10 deg 49 60.000, 2
10 deg 5 28.767, 1
10 deg 5 3.614, 1
10 deg 5 3.645, 1
10 deg 5 50.400, 1
10 deg 5 52.800, 1
10 deg 50 0.150, 1
10 deg 50 33.000, 1
10 deg 51 18.461, 1
10 deg 52 51.000, 4
10 deg 52 51.600, 5
10 deg 54 22.910, 1
10 deg 54 43.364, 1
10 deg 54 53.977, 1
10 deg 54 56.138, 1
10 deg 55 48.650, 1
10 deg 55 54.990, 1
10 deg 55 55.070, 1
10 deg 55 55.540, 1
10 deg 56 19.040, 1
10 deg 56 28.660, 1
10 deg 56 28.850, 1
10 deg 56 47.609, 1
10 deg 56 50.908, 1
10 deg 57 16.200, 1
10 deg 57 19.200, 1
10 deg 57 3.650, 3
10 deg 57 31.200, 2
10 deg 57 46.304, 1
10 deg 57 47.294, 1
10 deg 57 7.270, 1
10 deg 58 13.212, 1
10 deg 58 22.200, 1
10 deg 58 25.200, 3
10 deg 58 27.000, 1
10 deg 58 27.600, 1
10 deg 58 37.310, 1
10 deg 58 37.430, 1
10 deg 58 37.580, 1
10 deg 58 37.590, 1
10 deg 58 37.740, 1
10 deg 58 37.770, 1
10 deg 58 38.270, 3
10 deg 58 38.390, 2
10 deg 58 6.000, 1
10 deg 59 31.000, 1
10 deg 6 1.800, 2
10 deg 6 13.044, 2
10 deg 6 3.000, 2
10 deg 6 53.400, 1
10 deg 6 53.490, 1
10 deg 7 13.740, 1
10 deg 7 13.940, 1
10 deg 8 40.687, 1
10 deg 9 23.850, 1
11 deg 1 33.420, 1
11 deg 1 41.440, 3
11 deg 1 41.450, 1
11 deg 1 53.280, 1
11 deg 10 25.300, 1
11 deg 10 38.200, 1
11 deg 10 38.300, 2
11 deg 10 38.400, 2
11 deg 10 38.900, 1
11 deg 10 39.900, 1
11 deg 10 40.200, 1
11 deg 10 40.500, 1
11 deg 10 40.700, 1
11 deg 10 43.832, 1
11 deg 10 48.600, 1
11 deg 10 51.800, 1
11 deg 10 51.900, 1
11 deg 10 52.400, 1
11 deg 10 52.800, 1
11 deg 10 53.400, 1
11 deg 11 11.500, 1
11 deg 11 11.900, 1
11 deg 11 13.000, 1
11 deg 11 58.985, 1
11 deg 11 58.989, 1
11 deg 11 59.194, 1
11 deg 11 59.451, 1
11 deg 13 33.570, 1
11 deg 13 33.640, 1
11 deg 15 56.550, 1
11 deg 15 6.100, 1
11 deg 15 6.490, 1
11 deg 15 7.120, 1
11 deg 15 7.340, 1
11 deg 15 7.421, 1
11 deg 16 11.690, 1
11 deg 16 11.750, 1
11 deg 16 12.660, 1
11 deg 16 2.650, 1
11 deg 16 3.110, 1
11 deg 16 3.230, 1
11 deg 16 50.700, 1
11 deg 16 50.990, 1
11 deg 18 33.330, 1
11 deg 18 5.720, 1
11 deg 18 9.090, 3
11 deg 2 0.600, 1
11 deg 2 3.000, 1
11 deg 2 6.600, 1
11 deg 2 7.800, 2
11 deg 2 9.000, 1
11 deg 20 10.800, 1
11 deg 20 28.800, 1
11 deg 20 55.290, 1
11 deg 20 56.320, 1
11 deg 20 56.900, 1
11 deg 20 56.960, 1
11 deg 20 57.140, 1
11 deg 20 57.190, 1
11 deg 20 57.310, 1
11 deg 21 33.035, 2
11 deg 21 33.204, 4
11 deg 21 33.480, 2
11 deg 21 33.634, 2
11 deg 21 33.639, 1
11 deg 22 26.400, 1
11 deg 23 0.600, 1
11 deg 23 1.800, 1
11 deg 23 10.800, 2
11 deg 23 16.800, 1
11 deg 23 4.800, 1
11 deg 24 10.110, 1
11 deg 24 9.040, 1
11 deg 25 4.200, 1
11 deg 29 3.600, 1
11 deg 29 4.200, 3
11 deg 29 4.660, 1
11 deg 29 4.680, 1
11 deg 29 59.730, 1
11 deg 3 38.400, 3
11 deg 3 39.600, 2
11 deg 3 43.200, 2
11 deg 3 43.800, 1
11 deg 3 44.400, 1
11 deg 30 13.200, 1
11 deg 30 19.780, 1
11 deg 30 35.330, 1
11 deg 30 35.380, 1
11 deg 31 36.760, 1
11 deg 31 41.400, 1
11 deg 31 43.800, 1
11 deg 31 54.600, 1
11 deg 32 27.700, 1
11 deg 32 38.106, 1
11 deg 32 56.400, 1
11 deg 32 57.980, 1
11 deg 32 58.800, 2
11 deg 33 16.800, 1
11 deg 33 18.000, 2
11 deg 33 21.000, 1
11 deg 33 21.600, 2
11 deg 33 28.970, 1
11 deg 33 30.000, 1
11 deg 33 31.260, 1
11 deg 33 32.230, 1
11 deg 33 32.400, 1
11 deg 33 35.240, 1
11 deg 33 42.600, 2
11 deg 33 43.800, 1
11 deg 33 43.842, 1
11 deg 33 43.998, 1
11 deg 33 45.000, 1
11 deg 33 45.640, 3
11 deg 33 45.672, 1
11 deg 33 46.200, 2
11 deg 33 46.668, 1
11 deg 33 46.870, 1
11 deg 33 46.990, 2
11 deg 33 47.270, 3
11 deg 33 47.980, 2
11 deg 33 48.080, 1
11 deg 33 48.738, 1
11 deg 33 49.518, 1
11 deg 33 5.020, 1
11 deg 33 52.820, 1
11 deg 33 53.628, 1
11 deg 33 54.288, 2
11 deg 33 54.576, 1
11 deg 33 55.008, 1
11 deg 33 55.254, 1
11 deg 33 56.210, 2
11 deg 33 56.310, 1
11 deg 33 56.370, 1
11 deg 33 57.300, 1
11 deg 33 57.390, 1
11 deg 33 59.526, 1
11 deg 33 7.550, 1
11 deg 34 0.760, 1
11 deg 34 1.932, 1
11 deg 34 11.400, 1
11 deg 34 12.228, 1
11 deg 34 13.750, 1
11 deg 34 2.322, 1
11 deg 34 2.400, 1
11 deg 34 2.496, 1
11 deg 34 21.600, 1
11 deg 34 21.760, 1
11 deg 34 27.186, 3
11 deg 34 28.200, 1
11 deg 34 28.656, 1
11 deg 34 3.336, 1
11 deg 34 3.384, 1
11 deg 34 3.640, 1
11 deg 34 31.800, 1
11 deg 34 32.400, 1
11 deg 34 32.898, 1
11 deg 34 32.980, 1
11 deg 34 33.696, 2
11 deg 34 35.622, 1
11 deg 34 4.326, 1
11 deg 34 4.344, 1
11 deg 34 4.542, 1
11 deg 34 4.680, 1
11 deg 34 4.800, 1
11 deg 34 5.982, 1
11 deg 34 6.486, 1
11 deg 34 7.800, 1
11 deg 34 7.810, 1
11 deg 34 8.250, 1
11 deg 34 8.330, 1
11 deg 34 9.000, 2
11 deg 34 9.240, 1
11 deg 35 21.020, 1
11 deg 35 27.750, 2
11 deg 35 31.220, 1
11 deg 35 31.950, 1
11 deg 35 31.960, 1
11 deg 35 32.100, 1
11 deg 35 36.750, 1
11 deg 35 37.190, 1
11 deg 4 55.360, 1
11 deg 4 56.060, 1
11 deg 4 56.120, 1
11 deg 4 56.300, 1
11 deg 4 56.370, 1
11 deg 4 56.430, 1
11 deg 4 56.740, 1
11 deg 40 54.017, 1
11 deg 42 16.256, 1
11 deg 42 55.225, 1
11 deg 43 1.363, 1
11 deg 45 15.209, 2
11 deg 45 30.000, 4
11 deg 48 48.600, 2
11 deg 48 5.390, 1
11 deg 48 6.180, 1
11 deg 49 1.800, 1
11 deg 49 12.000, 1
11 deg 49 12.120, 1
11 deg 49 17.830, 1
11 deg 49 18.600, 1
11 deg 49 19.200, 1
11 deg 49 19.280, 1
11 deg 49 2.250, 1
11 deg 49 37.200, 1
11 deg 49 5.400, 1
11 deg 49 7.500, 1
11 deg 5 13.800, 1
11 deg 5 15.600, 1
11 deg 5 18.000, 1
11 deg 5 2.510, 1
11 deg 5 28.800, 1
11 deg 5 29.280, 1
11 deg 5 3.600, 2
11 deg 5 35.520, 1
11 deg 5 35.890, 1
11 deg 5 35.910, 1
11 deg 5 42.000, 1
11 deg 5 56.400, 1
11 deg 5 9.040, 1
11 deg 5 9.600, 1
11 deg 50 18.330, 1
11 deg 54 30.100, 1
11 deg 54 30.220, 1
11 deg 54 33.000, 1
11 deg 54 33.060, 1
11 deg 54 33.300, 1
11 deg 55 19.471, 2
11 deg 56 39.242, 1
11 deg 56 41.820, 1
11 deg 56 41.840, 2
11 deg 56 47.910, 1
11 deg 56 48.420, 1
11 deg 56 51.598, 1
11 deg 56 58.877, 1
11 deg 56 59.319, 1
11 deg 57 12.407, 1
11 deg 57 31.190, 1
11 deg 57 31.250, 1
11 deg 57 31.400, 1
11 deg 57 32.130, 1
11 deg 57 33.290, 1
11 deg 57 34.600, 1
11 deg 57 35.630, 1
11 deg 57 35.670, 2
11 deg 57 36.927, 1
11 deg 57 37.350, 1
11 deg 57 38.973, 1
11 deg 57 39.020, 1
11 deg 57 4.800, 1
11 deg 57 49.200, 1
11 deg 57 5.000, 2
11 deg 57 53.626, 1
11 deg 57 58.820, 1
11 deg 58 31.800, 1
11 deg 58 34.200, 1
11 deg 58 35.400, 2
11 deg 59 16.832, 2
11 deg 59 18.279, 1
11 deg 59 20.400, 1
11 deg 59 25.746, 1
11 deg 59 39.120, 1
11 deg 59 39.140, 1
11 deg 59 41.073, 1
11 deg 59 41.165, 1
11 deg 59 41.563, 1
11 deg 59 48.030, 2
11 deg 59 50.184, 1
11 deg 59 51.060, 4
11 deg 59 55.194, 1
11 deg 59 56.022, 1
11 deg 6 12.600, 2
11 deg 6 13.200, 1
11 deg 6 13.800, 1
11 deg 6 27.600, 1
11 deg 6 3.000, 1
11 deg 6 37.800, 1
11 deg 6 43.800, 1
11 deg 6 49.200, 1
11 deg 6 51.600, 1
11 deg 6 55.800, 1
11 deg 6 56.400, 1
11 deg 6 58.200, 1
11 deg 6 7.800, 2
11 deg 7 1.200, 2
11 deg 7 10.800, 1
11 deg 7 14.400, 1
11 deg 7 15.000, 3
11 deg 7 18.000, 2
11 deg 7 18.600, 1
11 deg 7 19.200, 1
11 deg 7 19.800, 3
11 deg 7 3.600, 1
11 deg 7 40.200, 1
11 deg 7 46.200, 1
11 deg 7 47.400, 2
11 deg 7 48.000, 2
11 deg 7 58.200, 2
11 deg 7 7.800, 2
11 deg 7 8.400, 2
11 deg 8 12.000, 1
11 deg 8 13.200, 1
11 deg 8 5.400, 1
11 deg 8 6.600, 2
11 deg 8 8.400, 1
