ifd0_ReferenceBlackWhite ,Count
, 1378582
0/1, 255/1, 0/1, 255/1, 0/1, , 125
0/1, 255/1, 128/1, 255/1, 128, 1874
0/1, 534773760/2097152, 0/1, , 140
0/1000000, 0/1000000, 0/10000, 273
