ifdg_GPSDestBearing ,Count
57029/250, 1
57062/233, 1
5707/270, 1
5707/43, 1
57073/452, 1
57096/593, 1
5711/149, 1
57148/339, 1
57165/277, 1
57165/512, 1
5717/128, 2
57176/191, 1
57185/281, 1
57197/535, 1
57209/226, 1
5721/35, 1
57219/238, 1
57221/244, 1
57235/173, 1
57249/160, 1
57250/269, 1
57296/189, 1
5730/427, 1
57325/402, 1
57337/225, 1
57365/213, 1
57377/271, 2
57383/214, 1
57384/313, 1
57401/330, 1
57411/233, 1
57436/215, 1
57447/344, 1
57449/221, 1
57459/239, 1
57479/734, 1
5748/431, 1
57513/440, 1
57539/219, 1
5754/1711, 1
57571/249, 1
57581/194, 1
575897/1980, 1
57593/169, 1
57609/458, 1
57649/280, 1
57650/179, 1
57661/183, 1
5773/198, 1
57761/216, 1
57770/657, 1
57783/208, 1
57784/333, 1
57804/377, 1
57817/242, 1
57847/225, 1
57853/605, 1
57856/181, 1
57863/281, 1
57869/247, 1
5788/133, 1
57905/176, 1
57915/239, 1
57919/200, 1
57934/183, 1
57947/245, 1
5795/503, 1
57950/199, 1
57963/571, 1
5797/103, 1
57983/177, 1
57991/358, 1
57994/193, 1
58009/381, 1
58013/164, 1
580169/2727, 2
58045/198, 1
58053/349, 1
58064/311, 1
58069/251, 1
58081/335, 1
58091/170, 1
58103/190, 1
58119/434, 2
58181/188, 1
58207/1024, 1
58207/376, 1
58223/249, 1
58225/166, 1
58237/214, 1
58241/992, 1
58280/789, 1
58298/339, 1
58300/277, 1
58304/667, 1
58319/1635, 1
58331/4096, 1
58343/208, 1
58393/267, 1
58399/166, 3
58407/202, 1
58426/269, 1
58427/218, 1
58467/209, 1
58481/672, 1
58487/236, 1
5849/223, 1
58517/200, 1
58546/211, 2
58570/743, 1
58589/440, 1
58601/163, 1
58609/195, 1
58624/335, 1
58639/281, 1
58714/243, 1
58718/169, 1
5873/506, 1
58738/465, 1
58739/748, 1
58805/188, 1
58807/282, 3
58813/348, 1
58839/280, 1
58851/335, 1
58871/285, 1
58883/192, 1
58883/295, 1
5889/76, 1
58895/481, 1
58902/391, 1
58909/254, 1
58919/345, 1
58928/179, 1
58939/171, 1
58969/3276, 1
58974/215, 1
58985/353, 1
58985/472, 1
59029/240, 1
59039/274, 1
59067/170, 1
59070/403, 2
59075/237, 1
59079/211, 1
59083/256, 1
59095/169, 1
59101/207, 1
59114/393, 1
59115/199, 1
59117/198, 1
59139/422, 1
59144/273, 1
59152/243, 1
591912/2723, 1
59193/470, 1
59201/187, 2
59217/560, 1
5925/1631, 1
59255/232, 1
59295/247, 1
59299/182, 1
59305/209, 1
59333/192, 1
59339/829, 1
59342/225, 1
59345/219, 1
59350/237, 1
59351/270, 1
59363/209, 1
59369/208, 1
59369/807, 1
59377/214, 1
5938/2083, 3
59384/321, 1
59396/169, 1
59413/239, 1
59413/269, 1
59419/269, 1
59431/228, 1
59432/169, 1
59455/703, 1
59474/231, 1
59497/267, 1
59509/171, 1
59533/183, 1
5954/131, 1
59543/207, 1
59548/221, 1
59555/197, 1
59557/276, 1
59571/1259, 1
59637/901, 1
5965/26, 1
59651/256, 1
59656/187, 1
59657/176, 1
5966/463, 1
59669/214, 1
59672/293, 1
59690/337, 2
59697/179, 1
59697/290, 1
59707/705, 1
59709/176, 1
59713/274, 1
59719/188, 1
5972/337, 1
59728/545, 1
59742/211, 1
59748/187, 1
5986/603, 1
59861/379, 1
59879/194, 1
59896/655, 1
59909/594, 1
59915/172, 1
59921/182, 1
59945/294, 1
59967/661, 1
59968/175, 1
59988/239, 2
60/1, 1
60002/195, 1
60021/187, 1
60051/548, 1
60074/201, 1
60085/188, 1
60087/326, 1
60089/178, 1
600962/3275, 1
60101/379, 1
60142/313, 1
60151/178, 1
60185/378, 1
60264/197, 1
60269/211, 1
60289/938, 1
60388/225, 1
60405/239, 1
6041/171, 1
60421/171, 1
60427/294, 1
6043/653, 1
60470/191, 1
605/512, 1
60509/202, 1
60518/171, 1
60537/269, 1
6054/593, 1
60547/171, 1
60592/211, 2
6061/403, 2
60640/189, 1
60687/271, 1
6069/179, 1
60712/285, 1
6072/25, 1
60743/252, 1
60761/386, 1
60763/207, 1
60767/178, 1
60779/426, 1
60785/267, 1
60848/581, 1
60849/253, 1
60854/485, 1
60866/187, 1
60869/246, 1
60875/387, 1
608803/1815, 1
6093/22, 1
60957/473, 1
61001/316, 1
61016/219, 1
61035/224, 1
61036/489, 1
61047/2003, 2
6105/28, 1
61063/550, 1
6108/613, 1
61109/254, 1
61141/181, 1
6115/17, 1
61163/196, 1
61183/197, 1
61187/185, 1
6119/164, 1
61197/244, 1
61197/733, 1
6121/2197, 1
6121/77, 1
612287/2043, 1
61236/197, 1
6125/1033, 1
61264/355, 1
61271/431, 1
61302/205, 1
61325/337, 1
61331/222, 1
61338/293, 1
61348/223, 1
61381/245, 1
61400/417, 1
61417/171, 1
61417/547, 1
6143/223, 1
6143/303, 1
61463/438, 1
6147/10802, 1
6147/77, 1
6149/324, 1
61516/179, 1
61526/285, 1
61553/343, 1
61591/359, 1
61661/441, 1
61683/187, 1
61697/176, 1
61786/395, 1
61802/415, 1
61812/179, 1
61822/293, 1
61863/173, 1
61894/255, 1
61945/194, 1
61946/231, 1
61964/219, 1
61975/174, 1
61981/219, 1
61990/347, 1
62010/193, 1
62031/179, 1
62033/250, 1
62035/181, 1
62055/179, 1
62067/224, 1
62067/229, 1
6208/1107, 1
62098/361, 1
62124/389, 1
62129/323, 1
62135/236, 1
62148/367, 1
62165/381, 1
62169/341, 1
62173/327, 1
62186/233, 1
62231/888, 4
62239/656, 1
62254/183, 1
62262/247, 1
62303/784, 1
62321/382, 3
62357/483, 1
62360/239, 2
6238/183, 1
62435/1161, 1
62465/478, 1
62488/435, 1
62497/316, 1
62511/667, 1
6253/49, 1
625683/2339, 2
62582/257, 1
6259/76, 1
62629/199, 1
62648/229, 1
62651/220, 1
62729/805, 1
62738/519, 1
62747/252, 1
62772/227, 1
62790/397, 1
62794/201, 1
62801/248, 1
62806/181, 1
6282/1193, 1
62833/450, 1
62853/454, 1
62886/247, 1
62909/355, 1
62937/191, 1
62991/259, 1
63005/188, 1
63005/189, 1
63007/349, 1
63013/227, 1
63040/389, 1
6305/1634, 1
63057/292, 1
6309/43, 1
63092/239, 3
6311/177, 1
63126/415, 1
63128/4629, 1
63131/195, 1
63133/460, 1
63148/219, 1
63159/256, 1
63171/226, 1
63181/232, 1
63193/196, 1
63202/177, 1
63209/317, 1
63216/347, 1
63227/487, 1
63324/271, 1
63348/235, 1
63353/538, 1
63359/681, 1
63374/197, 1
63401/191, 1
63435/734, 1
63467/374, 1
63471/244, 1
63477/191, 1
63481/185, 1
63508/2719, 1
63513/238, 1
63513/373, 1
6358/1189, 1
63601/205, 1
63602/241, 1
63604/205, 1
6362/2065, 1
63633/230, 1
63649/384, 1
6365/1328, 1
63657/230, 1
63659/192, 1
63687/275, 1
63689/237, 1
63700/199, 1
63707/269, 1
6371/3719, 1
63731/337, 1
637313/2615, 2
63761/1024, 1
63771/188, 1
63793/281, 1
63817/657, 1
63821/283, 1
63837/194, 1
63850/213, 1
63853/475, 1
63856/205, 1
63867/196, 1
63873/202, 1
63881/193, 2
63913/212, 1
63924/209, 1
63985/188, 1
63986/229, 1
64037/226, 1
64047/251, 1
6406/27, 1
64079/407, 1
64097/221, 1
64099/190, 1
6410/243, 1
64105/198, 1
64144/315, 1
64170/241, 1
64192/441, 1
64193/548, 1
64213/197, 1
64217/184, 2
64224/203, 1
64243/223, 1
64249/297, 1
6425/44, 1
64252/739, 1
64265/228, 1
64289/351, 2
64297/180, 1
64363/322, 1
64381/344, 1
64398/179, 1
6440/113, 2
64403/383, 1
64433/180, 1
6448/319, 1
64507/237, 1
6457/111, 1
64594/215, 1
64595/229, 1
64604/335, 1
64636/303, 1
64684/389, 1
64696/713, 1
64709/242, 1
64745/189, 1
64763/218, 1
64779/295, 1
64882/307, 1
64885/194, 1
64904/221, 1
64933/285, 1
64985/484, 1
64992/211, 1
65017/302, 1
65033/385, 1
65082/181, 1
65083/288, 1
6511/20, 1
65167/367, 1
6518/21, 1
6518/733, 1
65221/287, 1
65231/207, 1
65233/209, 1
65250/947, 1
65255/203, 1
65261/183, 1
65295/817, 1
6530/683, 1
653039/1927, 1
65319/263, 1
65321/417, 1
65329/211, 1
65342/291, 1
65359/317, 1
65365/526, 1
65371/611, 1
653837/2513, 1
65384/367, 1
65402/263, 1
65531/1243, 1
65538/899, 1
65542/259, 1
6559/27, 1
65594/229, 1
65626/191, 1
65630/241, 1
65630/289, 1
65663/272, 1
65698/1985, 1
65701/422, 1
65724/455, 1
65763/485, 1
65782/237, 1
65789/233, 1
65837/944, 1
65852/261, 1
65870/211, 1
65881/190, 1
65913/218, 1
65914/1731, 1
65920/691, 1
65939/212, 1
65971/262, 1
65979/197, 1
65989/1514, 1
66005/4096, 1
66032/1013, 1
66033/218, 1
66041/216, 1
66043/197, 1
66045/226, 1
66068/201, 1
66125/208, 1
66135/1421, 1
66155/244, 1
6619/19, 1
66230/213, 1
66263/226, 1
66278/221, 1
66279/1273, 1
66325/326, 1
6633/53, 1
66333/194, 1
66348/631, 1
66349/238, 1
66405/236, 1
6644/29, 1
6646/1685, 1
66481/213, 1
6649/66, 1
66499/256, 1
66554/511, 1
66578/407, 1
66583/225, 1
66585/839, 1
66589/257, 1
66602/321, 1
66647/473, 1
66719/230, 1
66734/347, 1
66749/375, 1
6682/31, 1
66820/189, 1
66824/197, 1
66835/263, 1
66874/255, 1
66936/205, 1
66945/947, 1
6698/139, 1
66980/477, 1
6699/164, 1
67001/261, 1
67008/295, 1
67013/200, 1
67017/233, 1
6703/488, 1
67057/508, 1
67073/357, 1
6719/267, 1
67198/339, 1
6723/125, 1
6723/38, 1
67263/190, 1
67273/271, 1
67317/214, 1
67323/193, 1
67381/1317, 1
67435/387, 1
67473/220, 1
67479/277, 1
67538/311, 1
67555/727, 1
67559/378, 1
6756/1289, 1
67567/340, 1
67636/225, 1
67640/303, 1
67681/303, 1
67741/218, 1
67747/314, 1
67761/263, 1
6779/118, 1
67807/204, 1
67818/229, 1
67835/253, 1
67843/446, 1
67849/204, 1
6785/979, 1
6786/103, 1
6786/1063, 1
6786/31, 1
6786/565, 1
67862/525, 1
67885/444, 1
67887/262, 1
67891/691, 1
67894/347, 1
67951/508, 1
68007/211, 1
68011/352, 1
68029/274, 1
680382/2041, 1
68052/197, 1
68071/342, 1
68079/2290, 1
68157/361, 1
6817/113, 1
68183/207, 1
68187/194, 1
68188/299, 1
68208/335, 1
68213/811, 1
6827/92, 1
6828/1099, 1
68311/259, 1
68338/207, 1
68351/225, 1
6836/327, 2
68361/380, 1
6839/321, 1
684/17, 1
68409/589, 1
68439/418, 1
6846/1765, 1
68476/193, 1
68477/197, 1
6848/3665, 1
68483/325, 1
68489/243, 1
68495/278, 1
68510/831, 1
68519/612, 1
68567/735, 1
68569/226, 1
68578/235, 1
68585/277, 1
6861/32, 1
68674/489, 1
68677/230, 1
68681/201, 1
6870/979, 1
68705/332, 1
68708/235, 1
6873/214, 1
68785/267, 1
68791/220, 1
68795/193, 1
68801/213, 1
68833/668, 1
68855/373, 1
6887/240, 1
68871/217, 1
6889/541, 1
68895/256, 1
68909/246, 1
68923/289, 1
6897/596, 1
68991/233, 1
69007/437, 1
6905/238, 1
69097/253, 1
69154/231, 1
69158/237, 1
6916/93, 1
69163/256, 2
6917/447, 1
69171/202, 1
69172/485, 1
6918/349, 1
6919/820, 1
69199/262, 1
69239/262, 1
69242/215, 1
6926/365, 1
69267/472, 1
69269/231, 1
6928/83, 1
69288/203, 1
6929/705, 1
69302/353, 1
69303/602, 1
69321/1117, 1
69364/245, 2
69371/199, 1
6938/1431, 1
6939/40, 1
69416/377, 1
6942/331, 1
69433/216, 1
69446/711, 1
69450/683, 1
69473/524, 1
69486/205, 1
69488/221, 1
69508/377, 1
69523/219, 1
69547/507, 1
69550/213, 1
69559/213, 1
69574/351, 1
69587/281, 1
6959/398, 1
69591/1826, 1
69651/571, 1
69679/211, 1
69683/251, 1
6969/128, 1
69747/272, 1
69865/242, 1
69887/336, 1
69913/276, 1
69915/271, 1
69934/527, 1
699472/2043, 1
7000/383, 1
70001/205, 1
70030/223, 1
70037/772, 1
70050/631, 1
7012/49, 1
7013/239, 1
7016/145, 1
70161/670, 1
70219/539, 1
70253/226, 1
70253/271, 1
70285/197, 1
7029/304, 1
70297/1146, 1
703/1024, 1
70309/573, 1
70335/253, 1
70357/274, 1
7042/67, 1
70433/282, 1
70441/200, 1
70466/261, 2
70481/210, 1
70482/545, 1
70507/263, 1
70523/200, 1
70581/209, 1
70597/2164, 1
70605/293, 1
70622/663, 1
70685/198, 1
7072/77, 1
70752/257, 1
70765/326, 1
70778/439, 1
70779/214, 1
7079/64, 1
70803/290, 2
70865/232, 1
70869/284, 1
70905/206, 1
70959/233, 1
70961/235, 1
70973/463, 1
70978/227, 1
70979/237, 1
70986/215, 1
71/1, 1
71036/1909, 1
71044/205, 1
71077/230, 1
71095/318, 1
71156/759, 1
71157/1235, 1
71191/276, 1
71207/205, 1
7123/101, 1
7124/1237, 1
7124/73, 1
7126/29, 1
71276/227, 1
71283/302, 1
71297/284, 1
71303/1109, 1
71307/389, 1
71355/487, 1
71401/324, 1
7143/38, 1
71468/295, 1
7151/143, 1
71523/512, 1
71529/208, 1
71578/225, 1
71587/385, 1
71597/1300, 1
71629/1918, 1
71683/202, 1
71758/227, 1
71770/337, 1
71802/869, 1
7187/2360, 1
71891/225, 1
71894/213, 1
71915/406, 1
7192/195, 1
71925/341, 1
7193/66, 1
7198/5073, 1
71983/222, 1
71994/215, 1
71998/211, 1
72009/212, 1
72011/410, 1
7205/31, 1
72135/226, 1
72151/330, 1
72159/287, 1
7216/343, 1
7217/1138, 1
7217/44, 2
72185/682, 1
722038/2153, 1
72207/805, 1
72274/619, 1
72286/225, 1
7229/35, 1
7229/4799, 1
72315/236, 1
72346/271, 1
72371/233, 1
724/11, 1
7241/100, 2
72421/210, 1
72425/219, 1
72429/265, 2
724407/2048, 1
72459/349, 1
72471/437, 1
72484/359, 1
72487/294, 1
72520/993, 1
7253/26, 1
72558/281, 1
72562/235, 1
72563/211, 1
72597/206, 1
72662/1893, 1
72672/413, 1
72751/395, 1
72757/273, 1
72767/213, 1
7277/487, 1
72775/288, 1
7278/109, 1
72796/215, 1
72860/247, 1
72862/489, 1
7287/58, 1
72883/321, 1
72894/353, 1
72901/228, 1
72904/229, 1
72991/472, 1
73017/505, 1
73043/247, 1
73056/337, 1
73078/311, 1
73082/295, 1
73111/261, 1
73129/615, 1
73147/467, 1
73154/401, 1
73165/213, 1
7318/33, 1
73188/205, 1
73193/208, 1
73202/249, 1
73206/461, 1
73219/1018, 1
73285/338, 1
73336/257, 1
73339/230, 1
7340/63, 1
73433/666, 1
73465/227, 1
73473/412, 1
73493/249, 1
73497/328, 1
73544/387, 1
73572/773, 1
7359/6397, 1
73613/279, 1
73616/485, 1
7363/4457, 1
73667/504, 1
7368/305, 1
73704/223, 1
73709/316, 1
73711/269, 1
73715/308, 1
73755/857, 1
7382/423, 1
73823/405, 1
73860/229, 1
7388/283, 1
73888/399, 1
7389/43, 1
73891/329, 1
7393/760, 1
73931/216, 1
73934/383, 1
73967/903, 1
73981/292, 1
73983/566, 1
73986/389, 1
73991/334, 1
74024/215, 1
74024/223, 3
740291/2175, 1
74036/319, 1
74067/223, 1
7415/2716, 1
74150/631, 1
74191/246, 1
74207/1251, 1
74219/257, 1
74221/435, 1
74261/263, 1
74313/268, 1
74343/220, 1
74391/625, 1
74419/897, 2
74483/207, 1
74503/217, 1
74561/228, 1
74589/269, 1
74608/289, 1
746096/4091, 1
74640/391, 1
74674/275, 1
74675/253, 1
74683/213, 1
74710/301, 1
74711/348, 1
74719/263, 1
74726/245, 1
74731/248, 2
74758/307, 1
74766/211, 1
74769/290, 1
74775/923, 1
74802/647, 1
7485/4516, 1
74873/528, 1
7488/151, 1
74917/218, 1
74982/271, 1
75051/209, 1
75079/257, 1
75108/1169, 1
7511/68, 1
75111/514, 1
75117/362, 1
75164/249, 1
7519/2923, 1
75217/469, 1
75223/235, 1
7523/353, 1
7526/127, 1
7526/215, 1
75269/371, 1
75290/389, 1
75312/211, 1
7534/297, 1
75349/355, 1
75353/308, 1
75364/451, 1
75374/229, 1
75382/273, 1
75417/490, 1
75437/279, 1
75439/647, 1
75450/383, 1
75474/229, 1
7549/763, 1
75491/1255, 1
75547/291, 1
75552/319, 1
75595/474, 1
75597/212, 1
75687/266, 1
75711/1301, 1
75768/365, 1
75773/223, 1
75787/1308, 1
7579/64, 1
75829/284, 1
75847/238, 1
75873/295, 1
75915/788, 2
75917/699, 1
75958/397, 1
760402/2973, 1
76046/267, 1
76074/1349, 1
7609/31, 1
76104/227, 1
76177/219, 1
76179/233, 1
76187/885, 1
7619/516, 1
76203/281, 2
7622/29, 2
76221/239, 1
76269/350, 1
7627/47, 1
76277/276, 1
76278/425, 1
76306/771, 1
76311/884, 1
76319/539, 1
7632/299, 1
76343/487, 1
76355/387, 2
76359/268, 1
76390/379, 1
76395/227, 1
76415/531, 1
76483/356, 1
76535/444, 1
76555/224, 1
7663/78, 1
76641/286, 1
76661/739, 1
76678/797, 1
7679/54, 1
76816/263, 1
76820/293, 1
76874/333, 1
76889/425, 1
76922/327, 1
76924/257, 1
7699/48, 1
76990/661, 1
77030/231, 1
77048/225, 1
77063/281, 1
77089/300, 1
77161/286, 1
77189/283, 1
7721/127, 1
7722/271, 1
77224/697, 1
77229/229, 1
77275/306, 3
77359/332, 1
77367/1049, 1
77376/1207, 1
77385/353, 1
77390/293, 1
77395/272, 1
77405/239, 1
77433/305, 1
77549/294, 1
77606/217, 1
77625/608, 1
77649/340, 1
77651/300, 1
7769/77, 1
77708/699, 1
77731/326, 1
77735/568, 1
7776/253, 1
77761/405, 1
77762/219, 3
77774/299, 1
77824/355, 1
77827/502, 1
7783/92, 1
77884/293, 1
77915/229, 1
77932/433, 1
77973/578, 1
7798/579, 1
78006/497, 1
78016/241, 1
78019/277, 1
78031/248, 1
78088/265, 1
78110/291, 1
78113/428, 1
7813/111, 1
78140/761, 1
78141/284, 1
7817/165, 1
78221/235, 1
78262/791, 1
78284/505, 1
78285/416, 1
78334/297, 1
78343/295, 1
78431/668, 2
7847/422, 1
7852/1215, 1
78523/432, 1
78534/221, 1
78549/293, 1
78573/235, 1
78581/519, 1
78677/304, 1
78705/751, 1
78753/250, 1
78808/327, 1
78809/358, 1
78821/337, 2
78849/238, 1
7885/968, 1
78865/317, 1
78891/431, 1
7894/279, 1
78945/253, 1
7897/300, 1
79003/825, 1
79049/256, 1
7907/45, 1
79117/237, 1
79141/307, 1
79146/451, 1
79157/280, 1
79183/237, 1
7921/46, 1
79235/373, 1
79249/223, 1
79253/302, 1
7928/161, 1
7941/38, 1
7943/534, 1
79446/379, 1
79451/1328, 1
79453/251, 1
79466/491, 1
79487/252, 2
79487/338, 1
79488/509, 1
79494/455, 1
79501/239, 1
79561/695, 1
79604/489, 1
7963/78, 1
79664/359, 1
79685/253, 1
7971/29, 1
7975/179, 1
79771/1991, 1
79777/335, 1
7978/307, 1
79806/355, 1
79807/278, 1
7981/303, 1
79906/307, 1
79955/278, 1
79970/273, 1
80005/328, 1
80032/655, 1
8005/529, 1
8008/125, 1
80107/406, 1
80134/283, 1
8014/209, 1
80160/259, 1
8017/35, 1
8021/165, 1
80247/1055, 1
80296/503, 1
8035/921, 1
80351/256, 1
80363/541, 1
80369/1292, 1
80377/510, 1
80399/236, 1
80433/229, 1
80478/329, 1
8051/130, 1
8051/24, 1
80539/663, 1
80595/313, 1
80620/339, 1
80621/226, 1
8066/411, 1
80669/364, 1
80679/452, 1
80684/225, 1
80693/349, 1
80699/675, 1
80748/253, 1
80753/421, 1
80792/573, 1
80821/329, 1
80869/1223, 1
80936/419, 1
80973/319, 1
80977/274, 1
80980/303, 1
80984/241, 1
8101/41, 1
81015/256, 1
81078/301, 1
8112/725, 1
8112/983, 1
81134/293, 1
81155/307, 1
81212/307, 1
81217/255, 1
8122/27, 1
81280/799, 1
81298/591, 1
8131/1439, 1
81356/685, 1
81374/269, 1
81377/296, 1
8139/85, 1
81447/343, 1
8146/227, 1
81469/229, 1
81501/1552, 1
81513/445, 1
81527/365, 1
81533/331, 1
8157/1774, 1
81621/682, 1
81630/307, 1
8165/91, 1
8167/716, 1
81677/229, 1
81701/266, 1
81714/329, 1
81751/389, 1
81811/948, 1
81828/233, 1
8183/131, 1
81849/233, 1
8187/113, 1
81917/632, 2
81919/243, 1
81944/291, 1
82029/283, 1
82031/371, 1
82041/349, 1
82049/305, 1
82059/394, 1
82060/313, 1
82067/318, 1
8207/1512, 1
82103/251, 1
8211/41, 1
82139/311, 1
8215/56, 1
82178/245, 1
82191/247, 1
82198/237, 1
82203/233, 1
8221/56, 1
82243/526, 1
82314/533, 1
8233/10789, 1
82365/382, 1
82377/401, 2
82392/451, 1
82418/311, 1
8242/75, 1
82444/299, 1
82469/614, 1
82477/286, 1
82513/552, 1
82559/279, 1
8257/193, 1
8265/113, 1
8265/23, 1
82732/267, 1
82762/237, 1
82793/235, 1
82808/267, 1
82865/298, 1
82878/527, 1
82894/265, 1
82895/451, 1
82944/257, 1
82948/987, 1
82952/253, 1
8303/366, 1
83041/307, 1
83048/235, 1
83071/242, 1
83077/243, 1
8322/29, 1
83221/422, 1
83227/704, 1
83229/241, 1
8323/341, 1
83237/271, 1
83241/236, 1
8328/67, 1
83309/316, 1
83313/356, 1
83321/312, 1
8333/102, 1
8336/29, 1
83369/342, 1
83389/356, 1
8339/566, 1
8343/37, 1
83458/357, 1
83459/260, 1
8350/121, 1
83517/248, 1
8355/44, 1
83555/259, 1
8359/87, 2
83593/248, 1
83639/782, 1
83645/247, 1
83647/332, 1
83674/271, 1
8373/211, 1
8375/1512, 1
83751/275, 1
83767/266, 1
83767/399, 1
83771/293, 1
8378/611, 1
838043/2338, 1
83843/447, 1
83853/263, 1
83855/343, 1
8387/428, 1
8387/665, 1
83882/251, 1
83894/549, 1
83898/281, 1
83941/2956, 1
83956/665, 1
8399/540, 1
84133/913, 1
84212/387, 1
84252/571, 1
8429/27, 1
84436/387, 2
84438/799, 1
8448/391, 1
84500/451, 1
84507/517, 1
84512/291, 1
84551/746, 1
84554/355, 1
84661/406, 1
8469/418, 1
84773/302, 1
8478/53, 1
84807/407, 1
84883/305, 1
8511/41, 1
85231/886, 1
85271/259, 1
85342/291, 1
85353/694, 1
85355/369, 1
85371/386, 1
85385/322, 1
85396/2359, 1
854/275, 1
85427/291, 1
85436/437, 1
8548/551, 1
85482/241, 1
85495/242, 1
8551/130, 1
85524/239, 1
85533/1024, 1
85585/398, 1
85589/374, 1
85607/321, 1
85607/827, 1
85621/418, 2
8564/361, 1
8570/81, 2
85713/824, 1
85745/399, 1
85786/247, 1
85811/251, 1
859/3, 1
85951/283, 1
85967/299, 1
8597/33, 1
85994/1365, 1
8600/133, 1
86001/739, 1
86014/259, 1
86021/321, 1
86039/481, 1
8605/289, 1
86087/347, 1
8615/1539, 1
86164/1075, 1
86189/250, 1
86208/287, 1
86212/389, 1
8624/103, 1
8628/85, 1
86291/1007, 1
86319/373, 1
86346/629, 1
86389/245, 1
8639/785, 1
86429/465, 1
86437/315, 1
86607/1274, 1
8665/43, 1
86654/709, 1
8671/62, 1
86711/1909, 1
86719/306, 1
86720/257, 1
8677/582, 1
86843/757, 1
86849/334, 1
86885/288, 1
86891/341, 1
869/3, 1
86957/642, 1
8709/256, 1
87123/707, 1
87207/923, 1
8731/27, 1
8739/130, 1
87419/325, 1
87489/419, 1
8759/167, 1
87591/340, 2
87663/301, 1
87673/335, 1
87696/247, 1
87748/251, 1
87763/341, 1
87787/244, 1
87810/251, 2
87817/247, 1
87838/1207, 1
87851/474, 1
87907/261, 1
87965/253, 1
8801/32, 1
88014/619, 1
8808/37, 1
88112/365, 2
88120/317, 1
8815/479, 1
88211/950, 1
8825/171, 1
88275/647, 1
88301/947, 1
88381/1272, 1
88395/436, 1
8841/298, 1
88431/253, 1
88441/420, 1
88469/259, 1
88471/288, 1
8851/207, 1
8851/630, 1
88528/1601, 2
88531/403, 1
8854/353, 1
88550/257, 1
88567/337, 1
88574/293, 1
88632/305, 2
88733/743, 1
8877/692, 1
88834/323, 1
88857/256, 1
8891/220, 1
8897/50, 1
88995/406, 1
88997/265, 1
8903/222, 1
89041/390, 1
89069/923, 1
89075/256, 1
89213/326, 1
89224/333, 1
8926/835, 1
8929/1026, 1
89304/335, 1
8934/65, 1
89346/649, 1
89372/557, 1
89421/382, 1
89423/320, 1
89457/272, 1
8948/1041, 1
895/2588, 1
8953/33, 1
89594/351, 1
89609/340, 1
89648/457, 1
8966/363, 1
89663/2283, 1
89695/473, 1
89713/475, 1
8975/97, 1
89809/704, 1
8983/851, 1
89899/497, 1
89930/333, 1
89958/391, 1
90090/1061, 1
9013/353, 1
90171/266, 1
90201/560, 1
9022/43, 1
90222/299, 1
90251/368, 1
90341/750, 1
90347/361, 1
90416/1411, 1
9047/179, 1
9047/397, 1
90480/317, 1
90492/347, 1
90506/321, 1
9053/1403, 1
90553/489, 1
9063/154, 1
90642/271, 1
90659/350, 1
90683/364, 1
90691/606, 1
90745/388, 1
90793/1019, 1
90811/636, 1
90816/359, 1
90859/866, 1
9089/46, 1
90917/286, 1
90917/399, 1
9095/537, 1
90957/266, 1
9096/35, 1
90963/335, 1
91030/307, 1
91057/315, 1
91079/370, 1
9109/1481, 1
91117/446, 1
91151/297, 1
91222/385, 1
91255/351, 1
9127/223, 1
91279/274, 1
91348/337, 1
91352/349, 1
91372/337, 1
91403/922, 1
91426/675, 1
91476/271, 1
9151/516, 1
91581/256, 1
9167/128, 1
91743/1307, 1
91765/259, 1
9177/472, 1
9179/168, 1
91799/329, 1
91847/314, 1
91925/1024, 2
91925/314, 1
91960/287, 1
9201/212, 1
9201/242, 1
9201/715, 1
92049/281, 1
9207/509, 1
92076/361, 1
92097/311, 1
9215/59, 1
9217/55, 1
9217/61, 1
92259/545, 1
92315/447, 1
92323/365, 1
92349/290, 1
9238/591, 1
9241/259, 1
9241/330, 1
92415/748, 1
92422/927, 1
92451/392, 1
92484/257, 1
9249/29, 1
92500/309, 2
92559/608, 1
92566/593, 1
9261/373, 1
9262/61, 1
92752/461, 1
9279/194, 1
92807/534, 1
92829/344, 1
9283/87, 1
92835/346, 1
92847/284, 1
9287/33, 1
929/2777, 1
92911/523, 1
92917/302, 1
92956/273, 1
9298/141, 1
9307/317, 1
93109/292, 1
9311/58, 1
9322/27, 1
93269/516, 1
9331/271, 1
93367/869, 1
9343/260, 1
93525/269, 1
93533/403, 1
93580/317, 1
93582/451, 1
93619/281, 1
93639/449, 1
93641/392, 1
93668/385, 1
93673/306, 1
93695/279, 1
93706/1871, 1
9371/584, 1
93712/295, 1
9379/238, 1
9385/114, 1
93922/811, 1
93932/305, 1
94065/556, 1
9409/596, 2
9416/93, 1
94214/369, 1
94223/611, 1
9428/43, 1
9429/313, 1
94333/294, 1
94377/520, 1
9439/33, 1
9442/1257, 2
94420/283, 1
94457/315, 1
94495/327, 1
94537/811, 1
9457/88, 1
9469/536, 1
94705/357, 1
9479/2094, 1
9484/29, 1
94937/334, 1
94966/269, 1
94969/449, 1
9499/30, 1
9499/556, 1
9499/81, 1
95/1, 1
95046/827, 1
95105/357, 1
95111/508, 1
9512/37, 2
9519/260, 1
9520/711, 1
9523/487, 1
95275/306, 1
95276/463, 1
9537/263, 1
9541/53, 1
95453/378, 1
9546/653, 1
95485/358, 1
9549/431, 1
95545/459, 1
95546/325, 1
95546/389, 1
95619/400, 2
95624/289, 1
