ifdg_GPSDOP ,Count
260.0000, 1
260.1000, 1
26292.0000, 1
2638.1001, 1
27.0000, 21
27.5025, 1
27092.0000, 1
2755.0000, 2
27741.0000, 5
28.0000, 16
28.1121, 1
28.2625, 1
28.4700, 1
28.5957, 3
28.7436, 1
281.3000, 1
28459.0000, 1
29.0000, 37
29.3869, 3
293.0000, 2
298.0000, 6
3.0000, 1046
3.0029, 1
3.0068, 1
3.0100, 2
3.0154, 1
3.0171, 1
3.0200, 4
3.0282, 1
3.0300, 1
3.0361, 1
3.0396, 1
3.0400, 5
3.0406, 1
3.0408, 3
3.0500, 10
3.0596, 1
3.0600, 3
3.0642, 1
3.0666, 1
3.0670, 1
3.0672, 1
3.0675, 1
3.0692, 1
3.0700, 3
3.0728, 1
3.0754, 1
3.0800, 3
3.0900, 1
3.0902, 1
3.0919, 1
3.0955, 1
3.1000, 52
3.1062, 1
3.1099, 3
3.1199, 2
3.1241, 1
3.1255, 1
3.1315, 1
3.1326, 1
3.1337, 1
3.1386, 1
3.1387, 1
3.1395, 1
3.1400, 2
3.1429, 1
3.1555, 1
3.1600, 1
3.1619, 1
3.1630, 1
3.1633, 1
3.1700, 1
3.1753, 1
3.1800, 2
3.1900, 2
3.2000, 175
3.2069, 1
3.2100, 3
3.2182, 1
3.2200, 3
3.2295, 1
3.2299, 1
3.2400, 4
3.2600, 2
3.2700, 1
3.2719, 1
3.2724, 1
3.2769, 1
3.2771, 1
3.2797, 1
3.2800, 3
3.2840, 1
3.2900, 2
3.2939, 1
3.2997, 1
3.3000, 59
3.3079, 1
3.3100, 2
3.3151, 1
3.3154, 1
3.3230, 1
3.3300, 1
3.3400, 2
3.3434, 1
3.3449, 1
3.3453, 1
3.3500, 1
3.3507, 1
3.3537, 1
3.3545, 1
3.3732, 1
3.3800, 3
3.3867, 1
3.3900, 3
3.4000, 214
3.4100, 3
3.4200, 2
3.4300, 2
3.4400, 1
3.4420, 1
3.4448, 1
3.4459, 1
3.4490, 1
3.4556, 1
3.4600, 1
3.4602, 1
3.4634, 1
3.4741, 1
3.4763, 1
3.4800, 1
3.4821, 1
3.4834, 1
3.4927, 1
3.4984, 1
3.5000, 37
3.5033, 1
3.5200, 2
3.5237, 1
3.5300, 1
3.5310, 1
3.5422, 1
3.5500, 1
3.5522, 1
3.5600, 4
3.5697, 1
3.5751, 1
3.5800, 4
3.5805, 1
3.5900, 5
3.5966, 1
3.6000, 137
3.6019, 1
3.6200, 1
3.6300, 5
3.6400, 2
3.6422, 1
3.6500, 2
3.6611, 1
3.6700, 2
3.6743, 1
3.6756, 1
3.6768, 1
3.6800, 3
3.6869, 1
3.6948, 1
3.7000, 20
3.7062, 1
3.7135, 1
3.7153, 1
3.7162, 1
3.7173, 1
3.7174, 1
3.7189, 1
3.7197, 1
3.7206, 1
3.7299, 1
3.7300, 1
3.7377, 1
3.7400, 1
3.7500, 1
3.7600, 4
3.7900, 1
3.7991, 1
3.8000, 124
3.8081, 1
3.8100, 2
3.8154, 1
3.8200, 2
3.8300, 2
3.8400, 1
3.8442, 1
3.8500, 1
3.8790, 1
3.8800, 1
3.8946, 1
3.9000, 16
3.9184, 1
3.9193, 1
3.9200, 1
3.9300, 1
3.9345, 1
3.9369, 1
3.9400, 3
3.9528, 1
3.9789, 1
3.9900, 1
3.9944, 11
30.0000, 12
30.5515, 1
30.6330, 2
300.0000, 1
3000.0000, 183
31.0000, 20
31.3569, 1
31.8000, 2
32.0000, 20
32.6000, 1
32.6042, 1
32.8000, 2
33.0000, 5
33.3077, 1
33.5463, 8
33.6000, 2
33.8000, 2
330.0000, 11
34.0000, 14
34.2814, 1
34.6288, 2
35.0000, 9
35.1433, 1
35.9845, 2
350.0000, 59
3500.0000, 3
355.0000, 1
35845.0000, 1
36.0000, 14
36.0883, 2
36.2949, 1
36.4860, 1
36.9000, 1
360.0000, 2
3671.0000, 2
37.0000, 15
37.1100, 1
37.2107, 1
37.9602, 1
370.0000, 1
374.1389, 1
38.0000, 4
380.0000, 1
381.0000, 1
3876.0000, 1
3880.0000, 1
39.0000, 22
39.2200, 1
39.2644, 1
397.2000, 1
4.0000, 228
4.0100, 1
4.0157, 1
4.0400, 3
4.0412, 1
4.0500, 2
4.0600, 1
4.0653, 1
4.0700, 2
4.0889, 1
4.0900, 1
4.0959, 1
4.1000, 33
4.1067, 1
4.1100, 2
4.1147, 1
4.1200, 1
4.1300, 2
4.1400, 1
4.1500, 2
4.1645, 1
4.1700, 1
4.1900, 1
4.1908, 1
4.2000, 71
4.2072, 1
4.2293, 1
4.2300, 2
4.2500, 3
4.2600, 1
4.2632, 1
4.2700, 1
4.2793, 1
4.2800, 3
4.2871, 1
4.2900, 2
4.2908, 1
4.3000, 25
4.3200, 4
4.3430, 1
4.3573, 1
4.3600, 1
4.3700, 2
4.3829, 1
4.4000, 98
4.4412, 1
4.4423, 1
4.4600, 1
4.4699, 1
4.4701, 1
4.4999, 2
4.5000, 24
4.5100, 1
4.5156, 1
4.5250, 1
4.5375, 1
4.5600, 1
4.5900, 1
4.5983, 1
4.5985, 1
4.6000, 139
4.6100, 1
4.6200, 1
4.6300, 1
4.6400, 1
4.6800, 1
4.6814, 1
4.6900, 1
4.6924, 1
4.7000, 10
4.7399, 1
4.7449, 1
4.7600, 1
4.7605, 1
4.7900, 2
4.8000, 53
4.8100, 1
4.8102, 1
4.8200, 1
4.8260, 1
4.8300, 1
4.8305, 1
4.8349, 1
4.8400, 2
4.8500, 1
4.8900, 2
4.8945, 1
4.9000, 9
4.9100, 2
4.9269, 1
4.9288, 1
4.9303, 2
4.9400, 1
4.9504, 1
4.9600, 1
4.9699, 2
4.9899, 1
40.0000, 8
40.5206, 1
406.0000, 1
41.0000, 5
41.0827, 1
41.1000, 2
41.2462, 1
41.6000, 1
41.8000, 1
4176.0000, 1
42.0000, 4
42.1400, 1
42.6000, 1
427.3000, 1
428.0000, 1
429.1000, 1
43.0000, 10
43.0213, 1
4344.0000, 1
44.0000, 11
44.9560, 1
448.0000, 1
45.0000, 14
450.0000, 4
45801.0000, 1
46.0000, 10
46.0768, 1
46.2873, 1
46.4647, 3
46.5000, 1
46.8228, 1
460.0000, 2
4647.0000, 1
47.0000, 12
47.1201, 1
47.4732, 6
4700.0000, 1
47359.0000, 2
48.0000, 18
49.0000, 10
49.5796, 1
49.5897, 2
49.9403, 1
49881.0000, 1
5.0000, 494
5.0066, 1
5.0327, 1
5.0382, 1
5.0464, 1
5.0568, 1
5.0700, 4
5.0800, 2
5.0803, 1
5.0900, 2
5.1000, 9
5.1209, 2
5.1234, 1
5.1300, 1
5.1483, 2
5.1512, 1
5.1522, 1
5.1700, 1
5.2000, 57
5.2500, 1
5.2616, 1
5.2775, 1
5.2800, 1
5.2900, 1
5.3000, 12
5.3700, 1
5.3837, 1
5.3851, 1
5.4000, 37
5.4298, 1
5.4300, 1
5.4348, 1
5.4500, 1
5.4600, 1
5.4800, 1
5.4929, 1
5.5000, 11
5.5500, 1
5.5990, 1
5.6000, 69
5.6308, 1
5.6396, 1
5.6433, 1
5.6510, 1
5.6666, 1
5.7000, 4
5.7321, 1
5.7381, 1
5.7518, 1
5.7749, 1
5.8000, 53
5.8080, 1
5.8100, 1
5.8433, 1
5.8500, 1
5.8761, 1
5.8900, 1
5.8953, 1
5.9000, 5
5.9100, 1
5.9200, 1
5.9302, 1
50.0000, 19
50.0899, 2
50.1545, 1
50.5000, 1
50.9192, 1
50.9681, 4
500.0000, 2
50922.0000, 3
51.0000, 1
51.1244, 1
51.4064, 1
5116.0000, 1
51519.0000, 3
52.3198, 2
52.4245, 2
52.4863, 1
53.0000, 16
53.0861, 1
53.3905, 1
53.8369, 2
534.7000, 1
537.0000, 1
54.3301, 1
54.7187, 1
541.0000, 1
5422.0000, 1
5426.0000, 2
548.0000, 1
55.0000, 35
55.1000, 1
55.3000, 1
55.3529, 1
55.9000, 1
5500.0000, 1
5551.0000, 7
56.0000, 4
56.0022, 1
56.0111, 1
56.8636, 2
562.0000, 2
57.0000, 3
57.8934, 1
5782.0000, 1
58.0000, 13
58.1469, 4
58218.0000, 3
5839.0000, 1
59.0000, 2
59.4000, 1
59.7372, 3
6.0000, 201
6.0183, 1
6.0200, 1
6.0300, 2
6.0400, 1
6.0600, 1
6.0704, 1
6.1000, 6
6.1471, 1
6.2000, 28
6.2266, 1
6.2280, 1
6.2600, 1
6.3000, 11
6.3700, 1
6.3900, 1
6.4000, 23
6.6000, 26
6.6900, 1
6.7000, 2
6.7200, 1
6.7900, 1
6.7970, 1
6.8000, 36
6.8200, 2
6.8460, 1
6.8500, 1
6.9000, 1
6.9902, 1
60.0000, 3
60.1241, 1
60.6000, 1
60.8000, 1
604.0000, 1
607.2000, 1
61.0000, 8
61.4164, 1
61.7000, 3
6172.0000, 2
62.0000, 4
63.0000, 7
63.6999, 1
63.8874, 1
63073.0000, 1
64.0000, 5
64.4000, 1
64.8480, 1
65.0000, 29
6511.0000, 1
657.0000, 1
658.0000, 1
66.0000, 4
6677.0000, 22
67.0000, 1
67.0072, 1
67124.0000, 1
68.0000, 3
68.4465, 1
680.0000, 2
68468.0000, 2
69.0000, 2
69.2792, 1
696.6000, 1
699.0000, 3
7.0000, 92
7.1000, 1
7.2000, 9
7.2530, 1
7.3000, 1
7.4000, 15
7.4160, 1
7.5000, 1
7.5100, 2
7.5180, 1
7.5760, 1
7.6000, 25
7.6400, 1
7.6700, 1
7.6740, 1
7.7000, 3
7.8000, 20
7.8140, 1
70.0000, 3
70.1375, 1
700.0000, 1
7000.0000, 1
7013.0000, 9
706.4000, 1
70633.0000, 1
708.0000, 2
714.0000, 3
7163.0000, 2
718.0000, 1
72.0000, 2
72.6997, 1
73.2463, 3
74.0000, 1
743.0000, 1
748.0000, 1
74844.0000, 1
75.0000, 1
75.0485, 2
75.3000, 1
752.0000, 1
7597.0000, 1
76.0000, 9
766.8000, 1
77.2000, 1
77.6253, 1
78.0000, 2
78.3795, 1
781.0000, 2
7881.0000, 1
79.0000, 5
79.2777, 1
79.5000, 1
79.5007, 1
79.6511, 2
791.0000, 1
8.0000, 76
8.0510, 6
8.1000, 1
8.1300, 1
8.1800, 1
8.1890, 1
8.2000, 3
8.2190, 1
8.2600, 2
8.2800, 1
8.3000, 1
8.3200, 1
8.3500, 1
8.3980, 1
8.4000, 5
8.5000, 8
8.6000, 9
8.6100, 1
8.6200, 1
8.6300, 2
8.6500, 1
8.7000, 1
8.8000, 8
80.0000, 3
80.3000, 1
80.4000, 1
80.7000, 1
80.9303, 1
81.0000, 4
81.2991, 1
81.8279, 1
810.0000, 2
82.0000, 4
82.6495, 1
83.0000, 1
83.6568, 3
84.0000, 2
841.0000, 1
85.2772, 1
8554.0000, 1
86.0000, 5
86.1000, 1
8670.0000, 5
8681.0000, 1
87.0000, 1
87.4936, 2
873.0000, 1
88.0000, 3
886.0000, 1
891.0000, 1
893.0000, 1
897.0000, 3
9.0000, 184
9.0800, 1
9.1000, 1
9.2000, 4
9.2700, 1
9.3000, 2
9.3100, 1
9.3270, 1
9.3670, 1
9.4000, 5
9.4500, 1
9.5000, 2
9.6000, 14
9.6400, 1
9.6500, 3
9.6600, 1
9.7000, 3
9.8000, 3
9.8710, 1
9.9000, 2
9060.0000, 1
912.0000, 1
913.0000, 2
92.0000, 3
92.5000, 1
921.0000, 1
921.9000, 1
928.0000, 2
93.0000, 3
93.5072, 1
93106.0000, 1
94.0000, 1
94.3380, 1
94.6757, 1
953.0000, 2
9538.0000, 2
958.0000, 4
96.0000, 1
96.0741, 1
96.7078, 1
97.6000, 1
97.6008, 1
98.0000, 1
98.1332, 1
986.0000, 3
99.6000, 1
99.8000, 4
99.9900, 1
991.0000, 1
998.0000, 3
