ifdg_GPSDOP ,Count
1.5351, 1
1.5352, 1
1.5355, 1
1.5357, 2
1.5361, 1
1.5362, 1
1.5369, 1
1.5375, 1
1.5381, 1
1.5386, 1
1.5392, 1
1.5395, 1
1.5397, 2
1.5400, 38
1.5408, 1
1.5409, 1
1.5414, 1
1.5416, 1
1.5417, 1
1.5425, 1
1.5426, 1
1.5429, 1
1.5438, 1
1.5441, 1
1.5445, 1
1.5449, 1
1.5457, 1
1.5458, 1
1.5461, 2
1.5462, 1
1.5467, 1
1.5471, 1
1.5473, 1
1.5477, 2
1.5480, 1
1.5482, 1
1.5484, 1
1.5491, 1
1.5492, 1
1.5497, 1
1.5498, 2
1.5499, 1
1.5500, 47
1.5501, 1
1.5502, 1
1.5504, 1
1.5506, 1
1.5508, 1
1.5510, 1
1.5512, 2
1.5513, 1
1.5516, 1
1.5529, 1
1.5531, 1
1.5536, 1
1.5542, 1
1.5543, 1
1.5546, 1
1.5547, 1
1.5548, 1
1.5550, 1
1.5553, 2
1.5555, 2
1.5557, 2
1.5558, 1
1.5559, 1
1.5560, 1
1.5561, 2
1.5575, 2
1.5578, 3
1.5580, 1
1.5581, 4
1.5583, 1
1.5584, 1
1.5585, 1
1.5586, 1
1.5587, 1
1.5589, 2
1.5590, 1
1.5591, 1
1.5592, 2
1.5596, 2
1.5598, 1
1.5599, 69
1.5601, 1
1.5607, 1
1.5609, 1
1.5612, 1
1.5613, 1
1.5616, 1
1.5618, 1
1.5620, 2
1.5621, 1
1.5622, 1
1.5635, 1
1.5644, 1
1.5647, 2
1.5649, 1
1.5650, 1
1.5654, 1
1.5659, 1
1.5662, 1
1.5664, 2
1.5678, 1
1.5680, 1
1.5681, 1
1.5683, 1
1.5684, 1
1.5687, 1
1.5690, 1
1.5695, 1
1.5696, 1
1.5698, 2
1.5700, 69
1.5701, 1
1.5704, 2
1.5705, 1
1.5706, 1
1.5710, 1
1.5712, 2
1.5713, 1
1.5715, 1
1.5721, 1
1.5723, 1
1.5728, 3
1.5739, 1
1.5742, 1
1.5744, 2
1.5747, 1
1.5749, 1
1.5753, 1
1.5759, 1
1.5764, 2
1.5766, 1
1.5767, 2
1.5770, 2
1.5773, 1
1.5778, 1
1.5780, 1
1.5794, 1
1.5799, 1
1.5800, 53
1.5803, 1
1.5804, 1
1.5807, 1
1.5817, 1
1.5825, 1
1.5829, 1
1.5832, 1
1.5837, 1
1.5844, 1
1.5845, 1
1.5847, 1
1.5849, 1
1.5861, 1
1.5866, 2
1.5867, 2
1.5868, 1
1.5869, 1
1.5871, 1
1.5874, 1
1.5875, 1
1.5876, 1
1.5877, 1
1.5878, 1
1.5883, 2
1.5884, 1
1.5890, 2
1.5895, 1
1.5897, 1
1.5900, 38
1.5911, 1
1.5914, 1
1.5917, 1
1.5918, 1
1.5920, 1
1.5923, 1
1.5924, 3
1.5930, 1
1.5934, 1
1.5935, 2
1.5936, 1
1.5938, 2
1.5941, 1
1.5943, 1
1.5946, 2
1.5947, 1
1.5948, 1
1.5951, 1
1.5952, 1
1.5955, 1
1.5956, 1
1.5957, 1
1.5975, 1
1.5984, 1
1.5988, 1
1.5989, 1
1.6000, 539
1.6003, 1
1.6004, 2
1.6017, 2
1.6019, 1
1.6025, 1
1.6028, 1
1.6031, 1
1.6038, 1
1.6044, 1
1.6050, 1
1.6053, 1
1.6060, 1
1.6063, 1
1.6070, 1
1.6076, 1
1.6084, 1
1.6096, 1
1.6098, 2
1.6099, 1
1.6100, 59
1.6101, 1
1.6106, 1
1.6110, 1
1.6112, 1
1.6113, 1
1.6116, 1
1.6118, 1
1.6122, 1
1.6123, 1
1.6127, 1
1.6138, 1
1.6142, 1
1.6153, 1
1.6177, 1
1.6178, 1
1.6185, 1
1.6189, 1
1.6200, 49
1.6203, 1
1.6210, 1
1.6211, 1
1.6212, 1
1.6213, 1
1.6217, 1
1.6225, 1
1.6235, 1
1.6237, 1
1.6240, 1
1.6244, 2
1.6257, 3
1.6258, 1
1.6260, 1
1.6270, 1
1.6274, 1
1.6275, 1
1.6283, 1
1.6284, 1
1.6288, 2
1.6289, 1
1.6296, 1
1.6299, 1
1.6300, 61
1.6306, 1
1.6307, 1
1.6312, 1
1.6313, 3
1.6325, 1
1.6332, 1
1.6335, 1
1.6338, 1
1.6342, 2
1.6345, 2
1.6351, 2
1.6353, 1
1.6360, 1
1.6361, 1
1.6362, 1
1.6369, 1
1.6381, 1
1.6382, 1
1.6387, 1
1.6394, 1
1.6400, 27
1.6402, 1
1.6405, 1
1.6406, 1
1.6410, 1
1.6416, 1
1.6417, 1
1.6423, 1
1.6435, 1
1.6436, 1
1.6437, 1
1.6438, 1
1.6439, 1
1.6443, 1
1.6447, 2
1.6448, 1
1.6452, 1
1.6472, 1
1.6474, 1
1.6475, 1
1.6487, 2
1.6490, 6
1.6492, 1
1.6495, 1
1.6497, 1
1.6500, 35
1.6501, 1
1.6502, 1
1.6503, 2
1.6504, 1
1.6507, 1
1.6508, 1
1.6509, 3
1.6511, 1
1.6512, 1
1.6515, 1
1.6518, 1
1.6519, 1
1.6522, 1
1.6530, 1
1.6531, 1
1.6533, 1
1.6551, 3
1.6552, 1
1.6556, 1
1.6567, 1
1.6569, 2
1.6573, 1
1.6578, 1
1.6589, 1
1.6593, 1
1.6594, 2
1.6597, 1
1.6599, 1
1.6600, 49
1.6601, 3
1.6603, 1
1.6608, 1
1.6614, 1
1.6629, 2
1.6630, 1
1.6633, 1
1.6642, 1
1.6657, 2
1.6659, 1
1.6663, 1
1.6679, 1
1.6693, 1
1.6700, 65
1.6701, 1
1.6703, 1
1.6704, 1
1.6708, 1
1.6709, 1
1.6711, 1
1.6725, 1
1.6727, 1
1.6731, 1
1.6734, 1
1.6742, 1
1.6757, 1
1.6759, 1
1.6760, 1
1.6761, 1
1.6766, 1
1.6768, 2
1.6770, 2
1.6775, 2
1.6777, 1
1.6784, 1
1.6785, 1
1.6788, 1
1.6789, 1
1.6800, 39
1.6817, 1
1.6821, 1
1.6823, 1
1.6825, 2
1.6839, 2
1.6840, 1
1.6843, 1
1.6847, 1
1.6849, 2
1.6858, 1
1.6862, 1
1.6865, 1
1.6870, 1
1.6879, 1
1.6882, 1
1.6888, 1
1.6900, 47
1.6911, 1
1.6917, 1
1.6929, 1
1.6931, 1
1.6936, 1
1.6959, 1
1.6961, 1
1.6962, 1
1.6964, 1
1.6975, 1
1.6980, 1
1.6990, 1
1.6992, 1
1.6994, 2
1.6997, 1
1.7000, 294
1.7003, 1
1.7007, 1
1.7011, 1
1.7014, 1
1.7017, 1
1.7020, 1
1.7024, 1
1.7028, 1
1.7040, 1
1.7046, 2
1.7059, 1
1.7063, 2
1.7072, 1
1.7080, 1
1.7081, 1
1.7086, 1
1.7094, 1
1.7096, 1
1.7100, 62
1.7111, 1
1.7113, 1
1.7115, 1
1.7117, 1
1.7123, 1
1.7146, 1
1.7147, 1
1.7172, 1
1.7176, 1
1.7177, 1
1.7180, 1
1.7186, 1
1.7187, 2
1.7188, 1
1.7189, 2
1.7200, 42
1.7202, 1
1.7203, 2
1.7205, 1
1.7206, 1
1.7216, 1
1.7218, 1
1.7219, 1
1.7220, 1
1.7223, 2
1.7225, 1
1.7232, 1
1.7234, 2
1.7235, 1
1.7236, 1
1.7239, 1
1.7243, 1
1.7248, 1
1.7296, 2
1.7298, 1
1.7300, 33
1.7309, 1
1.7314, 1
1.7317, 1
1.7319, 1
1.7330, 1
1.7336, 1
1.7345, 1
1.7346, 1
1.7348, 1
1.7349, 1
1.7354, 1
1.7357, 1
1.7360, 1
1.7363, 1
1.7364, 1
1.7373, 1
1.7375, 1
1.7377, 2
1.7382, 1
1.7385, 1
1.7388, 1
1.7395, 1
1.7399, 1
1.7400, 36
1.7401, 1
1.7404, 1
1.7406, 1
1.7411, 1
1.7430, 1
1.7438, 1
1.7441, 1
1.7442, 1
1.7445, 1
1.7475, 1
1.7477, 1
1.7481, 1
1.7488, 1
1.7490, 1
1.7497, 3
1.7500, 45
1.7505, 3
1.7510, 1
1.7511, 1
1.7517, 1
1.7521, 1
1.7523, 1
1.7525, 1
1.7527, 1
1.7531, 1
1.7545, 1
1.7550, 1
1.7552, 1
1.7564, 1
1.7577, 1
1.7580, 1
1.7581, 1
1.7589, 1
1.7598, 1
1.7600, 33
1.7604, 1
1.7613, 1
1.7628, 1
1.7639, 1
1.7641, 1
1.7646, 1
1.7655, 1
1.7667, 1
1.7678, 2
1.7679, 1
1.7680, 1
1.7682, 1
1.7695, 1
1.7700, 32
1.7702, 1
1.7708, 1
1.7713, 1
1.7714, 1
1.7723, 1
1.7726, 1
1.7730, 1
1.7732, 1
1.7733, 1
1.7734, 1
1.7745, 2
1.7746, 1
1.7755, 1
1.7757, 1
1.7771, 1
1.7775, 1
1.7780, 1
1.7781, 1
1.7787, 1
1.7791, 1
1.7794, 2
1.7795, 1
1.7800, 26
1.7803, 1
1.7805, 1
1.7809, 1
1.7812, 1
1.7817, 2
1.7828, 2
1.7830, 1
1.7831, 1
1.7843, 2
1.7850, 2
1.7865, 2
1.7873, 1
1.7879, 1
1.7881, 1
1.7882, 1
1.7885, 1
1.7900, 25
1.7902, 1
1.7908, 1
1.7913, 1
1.7915, 2
1.7920, 1
1.7928, 1
1.7933, 1
1.7949, 1
1.7954, 1
1.7965, 2
1.7985, 1
1.7987, 1
1.7995, 2
1.7997, 1
1.7999, 1
1.8000, 488
1.8008, 1
1.8029, 1
1.8030, 1
1.8031, 1
1.8037, 2
1.8045, 1
1.8049, 1
1.8058, 1
1.8066, 1
1.8067, 1
1.8068, 1
1.8084, 1
1.8097, 1
1.8098, 1
1.8100, 18
1.8109, 1
1.8121, 1
1.8132, 2
1.8148, 2
1.8151, 1
1.8160, 1
1.8190, 1
1.8195, 1
1.8200, 39
1.8218, 1
1.8223, 1
1.8228, 1
1.8233, 1
1.8235, 1
1.8236, 1
1.8243, 1
1.8249, 1
1.8269, 1
1.8275, 2
1.8277, 1
1.8280, 1
1.8281, 1
1.8284, 1
1.8285, 1
1.8286, 1
1.8300, 31
1.8307, 1
1.8310, 1
1.8311, 1
1.8332, 1
1.8340, 2
1.8354, 1
1.8362, 1
1.8365, 1
1.8377, 1
1.8380, 1
1.8384, 1
1.8389, 1
1.8390, 2
1.8394, 2
1.8400, 38
1.8402, 1
1.8412, 2
1.8414, 1
1.8416, 1
1.8426, 1
1.8431, 1
1.8432, 1
1.8434, 1
1.8440, 1
1.8442, 1
1.8455, 1
1.8459, 1
1.8481, 1
1.8500, 30
1.8516, 1
1.8527, 1
1.8528, 1
1.8532, 1
1.8536, 1
1.8540, 1
1.8542, 1
1.8580, 2
1.8582, 1
1.8584, 1
1.8600, 37
1.8603, 1
1.8629, 1
1.8665, 1
1.8666, 1
1.8679, 1
1.8684, 1
1.8700, 22
1.8702, 1
1.8703, 1
1.8707, 1
1.8710, 1
1.8719, 1
1.8722, 1
1.8734, 1
1.8747, 1
1.8780, 1
1.8782, 1
1.8783, 1
1.8785, 1
1.8800, 30
1.8802, 1
1.8822, 1
1.8837, 1
1.8841, 1
1.8845, 1
1.8846, 1
1.8849, 1
1.8865, 1
1.8866, 1
1.8869, 1
1.8874, 1
1.8881, 1
1.8895, 1
1.8900, 18
1.8902, 1
1.8904, 1
1.8911, 1
1.8913, 2
1.8952, 1
1.8954, 1
1.8959, 1
1.8961, 1
1.8964, 1
1.8965, 2
1.8966, 1
1.8970, 1
1.8984, 1
1.8991, 1
1.8996, 1
1.9000, 195
1.9012, 1
1.9019, 2
1.9021, 1
1.9025, 1
1.9074, 1
1.9077, 1
1.9080, 1
1.9084, 1
1.9087, 1
1.9098, 1
1.9100, 25
1.9115, 1
1.9121, 1
1.9124, 1
1.9125, 1
1.9132, 2
1.9134, 1
1.9136, 1
1.9138, 1
1.9140, 1
1.9141, 1
1.9151, 1
1.9153, 1
1.9155, 1
1.9168, 1
1.9176, 1
1.9178, 1
1.9183, 1
1.9189, 1
1.9194, 1
1.9200, 18
1.9218, 1
1.9231, 1
1.9234, 1
1.9242, 1
1.9245, 2
1.9257, 2
1.9258, 1
1.9259, 1
1.9262, 2
1.9274, 1
1.9283, 1
1.9285, 1
1.9291, 2
1.9299, 1
1.9300, 20
1.9326, 1
1.9327, 1
1.9345, 1
1.9352, 1
1.9359, 1
1.9361, 1
1.9365, 1
1.9366, 1
1.9385, 1
1.9393, 1
1.9394, 1
1.9400, 23
1.9404, 1
1.9410, 1
1.9414, 2
1.9427, 1
1.9430, 1
1.9485, 1
1.9488, 1
1.9495, 1
1.9496, 1
1.9499, 1
1.9500, 14
1.9504, 1
1.9507, 1
1.9518, 1
1.9533, 1
1.9551, 1
1.9552, 1
1.9553, 1
1.9555, 1
1.9556, 1
1.9557, 1
1.9558, 1
1.9561, 1
1.9563, 2
1.9567, 1
1.9569, 3
1.9570, 1
1.9574, 1
1.9575, 1
1.9579, 1
1.9592, 1
1.9594, 1
1.9600, 15
1.9622, 1
1.9624, 1
1.9631, 1
1.9636, 1
1.9640, 1
1.9683, 1
1.9689, 1
1.9690, 1
1.9700, 17
1.9702, 1
1.9705, 1
1.9726, 1
1.9748, 1
1.9751, 1
1.9771, 1
1.9786, 1
1.9790, 1
1.9796, 2
1.9800, 22
1.9806, 1
1.9814, 1
1.9818, 1
1.9830, 1
1.9857, 1
1.9889, 1
1.9894, 1
1.9899, 1
1.9900, 24
1.9907, 1
1.9908, 1
1.9915, 1
1.9929, 1
1.9934, 2
1.9936, 1
1.9939, 1
1.9941, 1
1.9957, 1
1.9962, 1
1.9972, 2
1.9996, 1
1.9998, 1
10.0000, 311
10.0250, 1
10.0610, 1
10.0800, 1
10.1200, 1
10.2812, 3
10.3000, 2
10.3400, 1
10.3690, 1
10.4000, 1
10.4930, 1
10.5000, 1
10.5020, 1
10.5918, 4
10.6000, 22
10.8000, 5
100.0000, 6
100.0403, 1
100.0827, 1
10000.0000, 8
1006.0000, 1
101.0000, 5
101.1000, 1
101.1235, 1
1012.0000, 1
1015.0000, 2
1019.0000, 3
102.3000, 1
1024.0000, 1
103.0000, 1
104.0000, 1
1052.0000, 2
1056.0000, 1
106.3529, 2
107.8000, 1
108.0000, 3
108.2649, 4
108.4000, 1
108.7000, 1
1080.0000, 1
109.0000, 1
11.0000, 102
11.0740, 1
11.0780, 1
11.2000, 2
11.4000, 1
11.4360, 1
11.5670, 1
11.6000, 5
11.7200, 1
11.7522, 3
11.9900, 1
110.5707, 3
1100.0000, 3
112.4487, 1
113.1075, 1
113.6000, 1
114.1000, 1
11415.0000, 6
1143.0000, 2
115.0000, 5
115.7000, 1
116.0000, 4
1162.0000, 2
117.0000, 1
117.2503, 1
1176.0000, 1
118.8036, 1
119.0000, 1
119.5000, 1
1190.0000, 2
12.0000, 134
12.1000, 1
12.2000, 4
12.2270, 1
12.3318, 1
12.3370, 1
12.4000, 1
12.6000, 5
12.7810, 1
12.8000, 2
12.8580, 1
12.9000, 1
1200.0000, 3
121.5618, 1
1215.0000, 2
1228.0000, 16
124.0000, 2
124.1049, 1
125.5409, 1
1250.0000, 2
126.6501, 2
1260.0000, 2
127.4878, 1
128.1000, 1
128.8475, 1
13.0000, 91
13.4000, 5
13.5825, 1
13.6000, 3
13.7104, 1
13.8000, 1
130.0000, 1
130.1000, 1
1301.0000, 2
131.8000, 1
132.0000, 1
133.0000, 6
133.5000, 1
133.8302, 1
136.0000, 1
137.0000, 1
1375.0000, 1
138.6915, 1
139.0000, 27
1396.0000, 1
1399.4000, 1
14.0000, 84
14.1090, 1
14.2000, 3
14.2978, 2
14.4000, 1
14.6050, 1
14.6934, 1
14.8400, 1
14.9000, 4
1401.0000, 1
14030.0000, 29
141.9000, 1
142.2534, 1
144.1614, 1
145.5126, 4
1464.0000, 2
148.7372, 1
148.8227, 1
149.0000, 3
149.1523, 1
15.0000, 152
15.1000, 1
15.2000, 1
15.5507, 5
15.6000, 2
15.7000, 1
15.8000, 1
15.8320, 1
15.8681, 1
15.9300, 1
150.0000, 2
1513.0000, 1
152.9044, 1
1528.0000, 1
15367.0000, 1
155.2907, 1
1557.0000, 2
157.0000, 2
158.2801, 3
158.4234, 1
159.4000, 1
159.5000, 1
16.0000, 68
16.1000, 1
16.4000, 2
16.6650, 2
16.7843, 1
16.8000, 1
161.5909, 1
1618.8000, 1
162.0000, 1
162.7899, 2
165.0000, 1
1654.0000, 2
166.6269, 1
1679.0000, 3
168.0348, 1
168.6258, 1
1684.0000, 1
1686.0000, 1
169.8367, 1
17.0000, 86
17.1800, 1
17.2000, 1
17.4000, 2
17.5000, 1
17.6030, 1
170.3921, 1
1707.0000, 1
171.1586, 1
171.7562, 1
172.0000, 1
174.0402, 1
176.5000, 3
178.5149, 1
178.9515, 1
18.0000, 77
18.0993, 1
18.4134, 1
18.6000, 1
18.8000, 1
180.1179, 1
1810.0000, 2
182.0000, 4
184.0000, 1
185.0000, 5
1859.0000, 1
1888.0000, 6
1893.0000, 1
19.0000, 113
19.2000, 2
19.8000, 4
192.2000, 1
193.0000, 1
1945.0000, 5
1950.0000, 8
199.0113, 1
2.0000, 522
2.0018, 1
2.0020, 1
2.0035, 1
2.0037, 1
2.0060, 1
2.0082, 1
2.0085, 1
2.0091, 1
2.0094, 1
2.0096, 1
2.0100, 24
2.0106, 1
2.0124, 1
2.0130, 1
2.0138, 1
2.0150, 1
2.0161, 1
2.0166, 1
2.0180, 1
2.0189, 1
2.0190, 1
2.0194, 2
2.0195, 1
2.0197, 2
2.0198, 1
2.0200, 37
2.0206, 1
2.0210, 1
2.0218, 1
2.0222, 1
2.0223, 2
2.0236, 1
2.0243, 2
2.0260, 1
2.0300, 12
2.0312, 1
2.0359, 1
2.0364, 1
2.0365, 2
2.0382, 1
2.0389, 1
2.0394, 1
2.0400, 13
2.0401, 1
2.0402, 1
2.0416, 1
2.0431, 2
2.0434, 1
2.0439, 1
2.0441, 1
2.0451, 1
2.0461, 1
2.0463, 1
2.0467, 1
2.0469, 1
2.0476, 1
2.0477, 1
2.0482, 1
2.0484, 1
2.0485, 1
2.0487, 1
2.0500, 12
2.0501, 1
2.0512, 1
2.0517, 2
2.0533, 1
2.0542, 1
2.0556, 1
2.0568, 1
2.0571, 1
2.0573, 2
2.0576, 1
2.0594, 1
2.0596, 1
2.0600, 16
2.0617, 1
2.0618, 1
2.0630, 1
2.0632, 1
2.0633, 1
2.0635, 1
2.0637, 1
2.0665, 1
2.0684, 2
2.0694, 1
2.0700, 14
2.0707, 1
2.0742, 2
2.0749, 1
2.0752, 1
2.0755, 1
2.0764, 1
2.0775, 1
2.0794, 1
2.0795, 1
2.0798, 1
2.0800, 14
2.0805, 1
2.0837, 1
2.0854, 1
2.0872, 1
2.0881, 1
2.0884, 1
2.0891, 2
2.0900, 18
2.0909, 2
2.0910, 1
2.0921, 1
2.0945, 1
2.0966, 1
2.0975, 1
2.0990, 1
2.1000, 187
2.1010, 1
2.1019, 3
2.1020, 1
2.1033, 1
2.1034, 1
2.1045, 1
2.1053, 1
2.1061, 1
2.1099, 12
2.1111, 1
2.1112, 1
2.1123, 1
2.1129, 1
2.1131, 1
2.1143, 1
2.1163, 1
2.1181, 1
2.1195, 1
2.1198, 1
2.1199, 11
2.1200, 1
2.1203, 1
2.1211, 1
2.1214, 1
2.1218, 1
2.1219, 1
2.1230, 1
2.1236, 1
2.1240, 1
2.1297, 1
2.1300, 11
2.1316, 2
2.1321, 1
2.1324, 1
2.1331, 1
2.1337, 1
2.1358, 1
2.1370, 1
2.1387, 1
2.1393, 2
2.1400, 9
2.1404, 1
2.1406, 1
2.1424, 1
2.1440, 1
2.1444, 2
2.1488, 1
2.1500, 17
2.1507, 1
2.1514, 1
2.1560, 1
2.1567, 1
2.1600, 33
2.1604, 1
2.1609, 1
2.1616, 1
2.1628, 1
2.1633, 1
2.1649, 1
2.1652, 1
2.1653, 1
2.1657, 2
2.1663, 1
2.1665, 1
2.1668, 2
2.1670, 1
2.1674, 1
2.1679, 1
2.1680, 1
2.1700, 16
2.1714, 1
2.1717, 1
2.1758, 1
2.1767, 1
2.1771, 1
2.1780, 1
2.1783, 1
2.1787, 1
2.1795, 1
2.1800, 10
2.1809, 2
2.1818, 1
2.1830, 1
2.1844, 1
2.1850, 1
2.1864, 1
2.1866, 1
2.1868, 1
2.1875, 1
2.1900, 9
2.1926, 1
2.1935, 1
2.1957, 1
2.1971, 2
2.1973, 1
2.2000, 622
2.2008, 1
2.2012, 1
2.2013, 1
2.2015, 1
2.2017, 1
2.2023, 1
2.2030, 1
2.2047, 1
2.2071, 1
2.2092, 1
2.2100, 4
2.2114, 1
2.2123, 1
2.2125, 1
2.2149, 1
2.2152, 1
2.2171, 1
2.2177, 4
2.2187, 1
2.2200, 6
2.2209, 1
2.2216, 1
2.2232, 1
2.2256, 1
2.2257, 1
2.2265, 1
2.2276, 1
2.2294, 1
2.2298, 1
2.2300, 8
2.2316, 1
2.2328, 1
2.2330, 1
2.2342, 2
2.2349, 1
2.2357, 1
2.2360, 1
2.2373, 1
2.2377, 1
2.2380, 1
2.2388, 1
2.2400, 8
2.2411, 1
2.2419, 1
2.2427, 1
2.2439, 1
2.2440, 1
2.2443, 1
2.2454, 1
2.2470, 1
2.2473, 1
2.2477, 1
2.2479, 1
2.2484, 1
2.2496, 1
2.2500, 8
2.2508, 1
2.2554, 1
2.2555, 1
2.2559, 2
2.2563, 1
2.2566, 1
2.2584, 1
2.2587, 1
2.2600, 10
2.2657, 1
2.2690, 1
2.2700, 10
2.2715, 1
2.2720, 1
2.2746, 1
2.2747, 1
2.2776, 1
2.2778, 1
2.2780, 1
2.2783, 1
2.2800, 19
2.2825, 1
2.2828, 2
2.2843, 1
2.2855, 1
2.2900, 6
2.2912, 1
2.2934, 1
2.2957, 1
2.2959, 1
2.2977, 1
2.2980, 1
2.2989, 1
2.3000, 146
2.3003, 1
2.3055, 1
2.3061, 1
2.3069, 1
2.3074, 1
2.3093, 1
2.3100, 10
2.3115, 1
2.3139, 1
2.3150, 1
2.3159, 1
2.3199, 1
2.3200, 11
2.3220, 1
2.3225, 1
2.3241, 1
2.3267, 1
2.3297, 2
2.3300, 13
2.3301, 1
2.3337, 1
2.3340, 1
2.3365, 1
2.3377, 1
2.3384, 1
2.3400, 6
2.3407, 1
2.3500, 10
2.3516, 1
2.3599, 5
2.3636, 1
2.3651, 1
2.3666, 1
2.3667, 1
2.3680, 2
2.3687, 1
2.3688, 1
2.3689, 2
2.3691, 1
2.3699, 8
2.3734, 1
2.3737, 1
2.3786, 1
2.3788, 1
2.3789, 1
2.3796, 1
2.3800, 11
2.3802, 1
2.3808, 1
2.3815, 1
2.3823, 1
2.3840, 1
2.3873, 1
2.3891, 1
2.3900, 9
2.3933, 1
2.3951, 1
2.3958, 1
2.4000, 389
2.4014, 1
2.4071, 1
2.4073, 1
2.4094, 1
2.4100, 11
2.4186, 1
2.4200, 4
2.4215, 1
2.4241, 1
2.4268, 1
2.4272, 1
2.4306, 1
2.4325, 1
2.4343, 1
2.4356, 1
2.4377, 1
2.4389, 1
2.4395, 1
2.4400, 8
2.4408, 1
2.4417, 1
2.4422, 2
2.4438, 1
2.4447, 1
2.4456, 1
2.4475, 2
2.4500, 9
2.4511, 1
2.4572, 1
2.4580, 1
2.4583, 1
2.4600, 9
2.4628, 1
2.4676, 1
2.4694, 1
2.4700, 3
2.4769, 1
2.4787, 1
2.4797, 1
2.4800, 4
2.4804, 1
2.4838, 1
2.4862, 1
2.4887, 1
2.4900, 5
2.4904, 1
2.4919, 2
2.4924, 1
2.4979, 1
2.4981, 1
2.4982, 1
2.5000, 129
2.5001, 1
2.5057, 1
2.5071, 1
2.5100, 4
2.5120, 1
2.5122, 1
2.5178, 1
2.5186, 1
2.5188, 1
2.5197, 1
2.5200, 4
2.5201, 1
2.5202, 1
2.5273, 1
2.5277, 1
2.5284, 1
2.5300, 8
2.5374, 1
2.5383, 1
2.5390, 1
2.5400, 8
2.5401, 1
2.5407, 1
2.5417, 1
2.5500, 8
2.5518, 1
2.5573, 1
2.5600, 5
2.5606, 1
2.5615, 1
2.5628, 1
2.5638, 1
2.5644, 1
2.5700, 3
2.5704, 1
2.5724, 1
2.5800, 5
2.5804, 1
2.5837, 1
2.5839, 1
2.5846, 1
2.5865, 1
2.5900, 12
2.5903, 1
2.5906, 1
2.5941, 2
2.5965, 1
2.5987, 1
2.6000, 357
2.6039, 1
2.6048, 1
2.6099, 2
2.6109, 1
2.6124, 1
2.6199, 3
2.6300, 8
2.6308, 1
2.6319, 1
2.6331, 1
2.6338, 1
2.6340, 1
2.6349, 1
2.6370, 1
2.6386, 1
2.6400, 5
2.6451, 1
2.6500, 4
2.6508, 1
2.6579, 1
2.6581, 1
2.6596, 1
2.6600, 2
2.6620, 1
2.6622, 1
2.6658, 1
2.6700, 7
2.6717, 1
2.6736, 1
2.6793, 1
2.6800, 4
2.6900, 2
2.6936, 1
2.7000, 82
2.7001, 1
2.7031, 1
2.7071, 1
2.7100, 5
2.7183, 1
2.7184, 1
2.7200, 6
2.7223, 1
2.7261, 1
2.7278, 1
2.7300, 3
2.7301, 1
2.7307, 1
2.7345, 1
2.7400, 2
2.7406, 1
2.7421, 1
2.7438, 1
2.7478, 1
2.7481, 1
2.7489, 1
2.7500, 7
2.7521, 1
2.7578, 1
2.7600, 4
2.7618, 1
2.7688, 3
2.7700, 8
2.7752, 1
2.7800, 4
2.7860, 1
2.7876, 1
2.7900, 3
2.7915, 1
2.7966, 2
2.8000, 352
2.8027, 1
2.8096, 1
2.8100, 2
2.8103, 1
2.8164, 1
2.8200, 4
2.8233, 1
2.8300, 2
2.8336, 1
2.8378, 1
2.8400, 4
2.8454, 1
2.8485, 1
2.8500, 3
2.8517, 1
2.8599, 2
2.8632, 1
2.8646, 1
2.8699, 2
2.8708, 1
2.8723, 1
2.8800, 9
2.8822, 1
2.8841, 1
2.8900, 3
2.8901, 1
2.8921, 1
2.8960, 1
2.8961, 1
2.8969, 1
2.8992, 1
2.9000, 58
2.9076, 1
2.9100, 5
2.9123, 1
2.9153, 1
2.9176, 1
2.9210, 1
2.9216, 1
2.9236, 1
2.9267, 1
2.9283, 1
2.9300, 2
2.9400, 5
2.9420, 1
2.9480, 1
2.9500, 2
2.9583, 1
2.9600, 4
2.9626, 1
2.9674, 1
2.9700, 2
2.9770, 1
2.9786, 1
2.9800, 2
2.9822, 1
2.9834, 1
2.9865, 1
2.9894, 1
2.9900, 2
2.9903, 1
2.9915, 1
2.9931, 1
2.9943, 1
2.9972, 1
2.9985, 1
2.9992, 1
20.0000, 55
20.2000, 1
20.2202, 1
20.7000, 1
201.0000, 1
202.0000, 2
2032.4000, 1
2039.0000, 1
21.0000, 43
21.2000, 2
21.6147, 2
21.8000, 4
21.9353, 1
214748368.0000, 2
218.0000, 2
219.0000, 3
21922.0000, 2
22.0000, 28
22.2000, 4
22.4000, 1
22.7388, 4
22.9500, 2
22.9896, 1
2200.0000, 1
2248.0000, 3
225.0000, 9
229.0000, 3
23.0000, 19
23.0350, 1
23.2000, 1
23.4000, 1
23.4400, 1
23.4725, 1
23.7366, 2
23.8000, 3
230.0000, 2
2359.0000, 1
2362.0000, 1
2366.0000, 1
23899.0000, 2
239.0000, 5
24.0000, 20
24.0185, 4
24.0496, 1
24.4811, 1
2400.0000, 1
243.0000, 1
2431.0000, 1
244.1000, 1
24613.0000, 2
247.0000, 1
2472.0000, 1
24756.0000, 3
248.0000, 1
249.0000, 15
25.0000, 31
25.4000, 1
25.7032, 2
25.8000, 1
25.8100, 1
250.2354, 1
2504.1001, 1
25372.0000, 2
25375.0000, 2
25394.0000, 1
25448.0000, 1
25613.0000, 1
2567.0000, 1
258.0000, 1
26.0000, 14
26.0160, 1
26.6000, 2
26.7954, 3
26.8419, 4
