ifdg_GPSImgDirection ,Count
16874/333, 1
168745/479, 1
16875/100, 10
16877/401, 1
16877/47, 1
16877/62, 1
16878/125, 1
16878/53, 1
16878/773, 1
1688/43, 1
16881/79, 1
168822/521, 1
168829/705, 1
16883/142, 1
16883/97, 2
16884/391, 1
16885/266, 1
16885/323, 1
16887/209, 1
16889/355, 1
16889/93, 1
16890/383, 1
16891/1661, 1
16892/195, 1
16892/49, 1
16894/819, 1
16895/578, 1
16895/71, 1
168951/1814, 1
16897/1168, 1
16897/58, 1
16897/79, 1
168971/556, 1
16898/100, 1
168985/501, 1
16899/1360, 1
16899/409, 1
16899/446, 1
16899/53, 1
168991/873, 1
169/1, 9
16900/100, 12
16900/177, 1
16900/201, 1
16902/101, 1
16903/289, 1
169034/621, 1
16905/824, 1
16906/261, 1
16907/100, 1
16908/100, 1
16908/241, 1
16909/137, 1
16909/712, 1
16910/593, 1
16911/598, 1
169110/1393, 1
16913/123, 1
16913/58, 1
169133/585, 1
169141/2511, 1
16915/219, 1
16917/451, 1
169184/505, 1
169185/1283, 1
16919/211, 1
16919/552, 1
16919/97, 1
16920/89, 1
16922/55, 1
16923/118, 1
16923/302, 1
16923/74, 1
169231/813, 1
169235/672, 1
16924/471, 1
16925/100, 10
16925/2412, 1
169252/557, 1
16926/100, 1
16926/83, 1
16927/71, 1
16928/65, 1
169282/1127, 1
16929/104, 1
16929/106, 1
16929/701, 1
16929/83, 1
1693/104, 1
1693/63, 1
169309/1552, 1
169318/655, 1
16932/100, 1
16933/234, 1
16933/48, 1
16933/62, 1
16934/669, 1
169343/1344, 1
16936/75, 1
169367/490, 1
16938/235, 1
16939/51, 1
16939/63, 1
16939/68, 1
16939/92, 1
169393/706, 1
16941/100, 1
16941/121, 1
16941/80, 2
16942/100, 1
169426/1081, 1
169428/1199, 1
16943/184, 1
16943/357, 1
169436/475, 1
16945/197, 1
16945/282, 1
16945/402, 1
16945/426, 1
16946/67, 1
16947/118, 1
16947/601, 1
16948/67, 1
16949/292, 1
16950/100, 12
16950/167, 1
16950/1673, 1
16951/100, 1
16951/52, 1
16951/634, 1
169523/535, 1
16954/1005, 1
169543/1627, 1
16955/287, 1
169557/8179, 1
16957/159, 1
16957/203, 1
169573/2178, 1
16958/100, 1
16958/863, 1
16959/245, 1
16960/100, 1
16961/108, 1
16961/464, 1
169623/487, 1
169625/602, 1
16964/159, 1
16964/211, 1
16966/100, 1
16966/101, 1
16967/206, 1
16968/239, 2
16969/79, 1
16970/217, 1
16973/149, 1
16973/365, 1
169733/557, 1
16975/100, 11
169753/774, 1
16976/405, 1
16976/523, 1
16977/313, 1
169778/481, 1
16979/137, 1
16980/169, 1
169808/487, 1
16981/262, 1
169820/1891, 1
16983/568, 1
169830/931, 1
16984/100, 1
16985/252, 1
16987/100, 1
16987/134, 1
16988/209, 1
16989/178, 1
169909/750, 1
16991/1093, 1
16991/81, 1
169913/528, 1
16993/275, 1
169933/1748, 1
169947/563, 1
16995/598, 1
16997/80, 1
169985/879, 1
16999/82, 1
17/1, 16
170/1, 9
1700/100, 7
17000/100, 17
17000/157, 1
17001/152, 1
17001/49, 1
17002/103, 1
17002/81, 1
17003/137, 1
17003/67, 1
17004/100, 1
17005/118, 1
17005/183, 1
17005/427, 1
17005/577, 1
17005/96, 1
170051/507, 1
17007/4885, 1
17009/100, 1
17009/67, 1
1701/5, 1
17011/61, 1
17012/201, 1
17013/815, 1
170136/473, 1
170139/1787, 1
17014/179, 1
170145/629, 1
17015/114, 1
170164/5027, 1
17019/962, 1
1702/503, 1
17020/113, 1
17020/547, 1
17022/281, 1
17023/66, 1
17024/145, 1
17025/100, 11
170275/978, 1
17028/100, 1
17028/469, 1
170289/2974, 1
17029/136, 1
1703/128, 2
1703/289, 1
17030/227, 1
17031/110, 1
17032/100, 1
17032/79, 1
17033/132, 1
17033/250, 1
17035/58, 2
17035/67, 1
17035/84, 1
170353/2035, 1
170355/497, 1
170357/541, 1
17036/909, 1
17037/215, 1
17038/1457, 1
17039/72, 1
1704/100, 1
1704/19, 1
170417/764, 1
17042/55, 1
17044/109, 1
170456/827, 1
17046/100, 1
17046/149, 1
17046/193, 1
170466/1679, 1
17047/328, 1
17047/94, 1
170473/570, 1
17048/53, 1
1705/1024, 1
17050/100, 10
17050/151, 1
170509/660, 1
17051/167, 1
17051/314, 1
17053/105, 1
17053/163, 1
17054/511, 1
170543/511, 1
17055/181, 1
17056/105, 1
17056/363, 1
17057/198, 1
17057/365, 1
17057/380, 1
170572/569, 1
17059/264, 1
170599/668, 1
1706/100, 1
1706/13, 2
17061/112, 1
17062/153, 1
17063/210, 1
17065/131, 1
17065/181, 1
17065/88, 1
17066/165, 1
17066/83, 1
170681/478, 1
17069/2381, 1
17069/620, 1
1707/100, 1
17070/391, 1
170701/569, 1
17071/140, 1
17071/330, 1
17071/99, 1
17072/371, 1
17072/75, 1
170723/496, 1
17073/488, 1
17074/557, 1
17075/100, 11
17076/287, 1
170763/794, 1
17077/312, 1
17077/323, 1
17077/428, 1
17077/61, 1
17078/100, 1
17079/256, 1
17079/452, 1
170804/817, 1
17081/53, 1
17081/82, 3
17083/120, 1
17083/190, 1
17083/204, 1
170836/503, 1
17084/535, 1
17084/883, 1
170842/863, 1
170861/609, 1
17087/97, 1
170883/2617, 1
170893/1733, 1
1709/100, 1
1709/841, 1
17090/143, 1
17091/133, 1
17091/83, 1
17092/131, 1
17092/351, 1
17093/132, 1
17093/613, 1
17094/131, 1
170947/1248, 1
170948/863, 1
17095/101, 1
17095/264, 1
17095/48, 1
17098/185, 1
17098/311, 1
17098/79, 1
171/1, 6
171/2, 1
17100/100, 18
17101/197, 1
17102/121, 1
17103/283, 1
17103/461, 1
171039/4096, 1
17105/73, 1
171051/1546, 1
17106/169, 1
17106/679, 1
17106/85, 1
17107/204, 1
17108/100, 2
17108/157, 1
17108/307, 1
171133/690, 1
17114/341, 1
17115/164, 1
17115/337, 1
17117/636, 1
17117/67, 1
17117/69, 1
171184/499, 1
17119/149, 1
17119/168, 1
17120/381, 1
17121/103, 1
171229/681, 1
17123/397, 1
171232/5575, 1
171236/527, 1
17125/100, 6
17125/273, 1
171255/677, 1
17126/100, 1
17128/863, 1
171288/641, 1
17129/54, 1
1713/10, 1
1713/58, 1
17130/409, 1
171305/2672, 1
17131/100, 1
17131/205, 1
17132/109, 1
17132/237, 1
17134/51, 1
17135/203, 1
17137/184, 1
17137/423, 1
17137/63, 1
17138/343, 1
17139/160, 1
17139/61, 1
17141/119, 1
17141/3119, 3
17143/187, 1
171435/622, 1
17144/491, 1
171451/1093, 1
17147/1555, 1
171485/599, 1
17150/100, 7
17150/239, 1
17150/381, 1
17152/375, 1
17152/69, 1
17155/207, 1
17155/258, 1
17155/827, 1
171553/1255, 1
171557/962, 1
17156/105, 1
171579/778, 1
17158/123, 1
17158/185, 1
17159/477, 1
17159/834, 1
17159/89, 1
17161/61, 1
17161/80, 1
17162/153, 1
17162/381, 1
17162/603, 1
17164/149, 1
171642/547, 1
17165/156, 1
17165/403, 1
17165/61, 1
17166/367, 1
17167/94, 1
1717/3514, 1
171705/616, 1
17171/107, 1
17171/296, 1
17171/78, 1
17172/97, 1
17173/385, 1
17173/83, 1
171732/761, 1
17174/593, 1
17174/79, 1
17175/100, 10
17176/100, 1
17176/167, 1
17177/61, 1
17179/1364, 1
17179/57, 1
17180/157, 1
17180/159, 1
17183/179, 1
17184/139, 1
171841/653, 1
171855/764, 1
17186/285, 1
17187/101, 1
17188/79, 1
171889/798, 1
17189/346, 1
17190/251, 1
17191/315, 1
17191/472, 1
17191/52, 1
17191/53, 1
17191/54, 1
17191/56, 1
171929/810, 1
17193/100, 1
17193/152, 1
17193/562, 1
171932/677, 1
17194/83, 1
17195/207, 1
171989/534, 1
17199/158, 1
17199/212, 1
17199/92, 1
171999/1024, 1
172/1, 15
1720/10, 1
17200/100, 30
17200/139, 1
17200/61, 1
172002/539, 1
17201/379, 1
17201/61, 1
17201/98, 1
172012/1027, 1
172028/1011, 1
17203/949, 1
172045/742, 1
172047/488, 1
17205/76, 1
17206/53, 1
17207/348, 1
17208/55, 1
17209/313, 1
17209/61, 1
17210/113, 1
17211/328, 1
17211/55, 1
17212/100, 1
17212/493, 1
17213/100, 1
17213/293, 1
17213/402, 1
17213/479, 1
17213/85, 1
172145/671, 1
17215/84, 1
172162/541, 1
17217/58, 1
17218/161, 1
17218/317, 1
17219/463, 1
17219/63, 1
17219/80, 1
17219/809, 1
17219/92, 1
17220/799, 1
17221/137, 1
17221/139, 1
17221/242, 1
17222/265, 1
17222/909, 1
17225/100, 8
17225/174, 1
17225/232, 1
17225/343, 1
172274/571, 1
17228/457, 1
172287/652, 1
17229/242, 1
17231/173, 1
17231/85, 1
172321/2168, 1
172323/679, 1
17233/100, 1
17233/196, 1
172355/702, 1
172360/903, 1
17237/479, 1
17237/614, 1
17237/81, 1
17237/980, 1
172389/589, 1
17239/187, 1
17239/706, 1
17239/92, 1
17240/93, 1
172411/921, 1
17243/268, 1
17243/326, 1
17243/53, 1
172431/571, 1
17244/161, 1
17244/95, 1
17245/131, 1
17245/308, 1
17245/71, 1
17246/100, 2
17247/400, 1
17249/125, 1
17249/2048, 1
17249/91, 1
172492/539, 1
172496/689, 1
1725/100, 10
17250/100, 5
17251/100, 1
17251/811, 1
17252/309, 1
17252/83, 1
17253/139, 1
17253/185, 1
17257/105, 2
17257/55, 1
17257/69, 1
17259/139, 1
17259/298, 1
17260/100, 1
17260/1003, 1
17261/211, 1
17261/96, 1
172619/481, 1
172623/923, 1
17263/268, 1
172639/834, 1
17265/134, 1
17265/194, 1
17265/491, 1
17267/50, 1
17267/63, 1
17269/156, 1
17269/258, 1
17269/96, 1
17270/217, 1
17272/100, 1
172729/825, 1
17273/431, 1
172736/1013, 1
17275/100, 11
17275/423, 1
17276/100, 1
17277/244, 1
17278/151, 1
17278/417, 1
17278/59, 1
17279/106, 1
172798/1295, 1
17280/143, 1
17281/126, 1
17281/293, 1
17281/304, 1
17281/537, 1
17282/179, 1
17282/301, 1
17282/489, 1
17283/1198, 1
17283/62, 1
17285/71, 1
172859/2599, 2
17288/100, 1
17288/151, 1
17289/169, 1
17289/200, 1
17290/73, 1
17291/429, 1
17291/54, 1
17292/637, 1
17295/106, 1
172951/610, 1
172957/1046, 1
17296/583, 1
17297/137, 1
17297/61, 1
172974/815, 1
172975/696, 1
17299/92, 1
173/1, 12
17300/100, 19
17303/141, 1
17303/679, 2
173035/593, 1
17304/95, 1
173042/499, 1
17305/819, 1
17306/197, 1
17306/273, 1
17306/861, 1
17307/137, 1
17307/950, 1
17308/211, 2
17308/213, 1
17308/59, 1
173087/1138, 2
173099/654, 1
17310/73, 1
173105/518, 1
17312/100, 1
17312/909, 1
173127/689, 1
17313/302, 1
17313/455, 1
17317/1038, 1
17317/153, 1
17317/323, 1
17318/341, 1
17320/227, 1
17321/357, 1
173213/511, 1
17323/100, 1
17323/196, 1
17323/49, 1
17325/100, 13
17325/404, 1
173254/761, 1
17328/163, 1
17328/59, 1
17329/133, 1
1733/68, 1
17330/1159, 1
17330/63, 1
173325/574, 1
173339/539, 1
17335/1219, 1
17335/224, 1
17336/115, 1
17336/49, 1
17338/147, 1
17338/631, 1
17338/87, 1
17338/89, 1
17339/79, 1
173399/1023, 1
173399/636, 1
17341/195, 1
17341/425, 1
173437/1024, 1
173452/537, 1
173457/767, 1
17347/202, 1
17347/225, 1
17348/125, 1
17348/57, 1
17350/100, 7
17350/127, 1
17350/361, 1
173501/879, 1
173518/1131, 1
17352/263, 1
17353/155, 1
17353/173, 1
17353/195, 1
17353/267, 1
173549/810, 1
17356/161, 1
17357/471, 1
17359/86, 1
17360/547, 1
17360/601, 1
17361/308, 1
173617/1500, 1
17363/147, 1
17363/554, 1
173641/630, 1
17365/212, 1
17365/66, 1
17366/77, 1
17367/215, 1
17367/302, 1
17368/335, 1
17368/93, 1
17369/1024, 1
17369/521, 1
17371/104, 1
17371/323, 1
17371/478, 1
17371/79, 1
173716/1003, 1
17372/51, 1
17372/573, 1
17373/104, 1
17374/185, 1
17374/403, 1
17375/100, 8
17375/56, 1
17377/100, 1
17377/165, 1
173778/1855, 1
17378/109, 2
173789/516, 1
17379/133, 1
17379/164, 1
1738/100, 1
1738/271, 1
17380/51, 1
17380/61, 1
17381/256, 1
17381/366, 1
17381/87, 1
17382/95, 1
173827/1598, 1
17383/100, 1
17383/59, 1
17384/63, 1
173842/607, 1
173863/620, 1
173867/2047, 1
17387/100, 1
17387/252, 2
17387/89, 1
173879/986, 1
17389/101, 1
17389/110, 1
17389/477, 1
17389/73, 1
17391/100, 1
17391/67, 1
17391/97, 1
17392/623, 1
17393/127, 1
17394/161, 1
17395/73, 1
17396/283, 1
173960/801, 1
17397/125, 1
17397/236, 1
17397/316, 1
17397/325, 1
17397/86, 1
17397/91, 1
17398/339, 1
17398/525, 1
17399/109, 1
17399/370, 1
17399/54, 1
17399/98, 1
174/1, 12
17400/100, 17
17401/115, 1
17401/155, 1
17401/395, 1
174038/835, 1
17405/402, 1
174059/755, 1
17406/127, 1
174079/526, 1
17408/367, 1
174080/491, 1
174087/616, 1
17409/1138, 1
1741/1094, 1
1741/2241, 1
1741/512, 1
17412/197, 1
17413/145, 1
17413/161, 1
17413/197, 1
17413/383, 1
17413/602, 1
17413/73, 1
17416/187, 1
17419/123, 1
17419/295, 1
17419/407, 1
17419/61, 1
174192/529, 1
174194/1469, 1
17421/344, 1
17421/52, 1
17422/185, 1
17423/150, 1
17423/61, 1
17423/68, 1
17425/100, 7
17425/57, 1
17427/344, 1
17428/100, 1
17429/49, 1
17431/165, 1
17431/66, 1
174339/602, 1
17435/101, 1
17435/587, 1
17437/236, 1
17437/283, 1
17437/61, 1
17438/100, 1
17438/209, 1
174385/2048, 1
17439/155, 1
17439/170, 1
17439/73, 1
1744/731, 1
174401/1327, 1
17441/2130, 1
174415/662, 1
17442/155, 1
17442/259, 1
174425/567, 1
174448/671, 1
17445/1337, 1
17446/59, 1
17447/252, 1
17447/520, 1
17448/133, 1
17449/172, 1
17449/188, 1
17449/84, 1
1745/100, 1
1745/8, 1
17450/100, 10
17452/100, 1
17452/2045, 1
17452/303, 1
174525/752, 1
17453/154, 1
17456/100, 1
17456/3575, 1
17457/89, 1
17460/229, 1
174623/720, 1
17463/1340, 1
17463/223, 1
17463/403, 1
17464/167, 1
17464/201, 1
17464/3215, 1
17464/87, 1
17465/194, 1
17465/3176, 1
17467/262, 1
17467/68, 1
174677/499, 1
174679/573, 1
17469/179, 1
17469/293, 1
17469/83, 1
1747/519, 1
17471/100, 1
174717/3113, 1
17472/1849, 1
17472/235, 1
17472/67, 1
17473/445, 1
17475/100, 11
17475/194, 1
17476/179, 1
17477/266, 1
17478/281, 1
17478/53, 1
17479/446, 1
17480/159, 1
17481/175, 1
17481/64, 1
17481/695, 1
17482/51, 1
17483/222, 1
17483/256, 2
17483/467, 1
174867/488, 1
174867/493, 1
17487/100, 1
17487/296, 1
17488/215, 1
17489/197, 1
17489/366, 1
17489/371, 1
17489/571, 1
17489/634, 1
17489/855, 1
17490/49, 1
174917/880, 1
17492/143, 1
17492/53, 1
17493/130, 1
17495/183, 1
17495/232, 1
17496/433, 1
174962/2137, 2
17497/170, 1
17498/105, 1
174983/629, 1
17499/220, 1
17499/314, 1
175/1, 10
175/100, 13
1750/100, 14
17500/100, 18
17500/59, 1
17501/62, 1
17502/119, 1
17502/241, 1
17502/97, 1
175036/521, 1
17504/299, 1
17504/385, 1
17504/87, 1
17507/78, 1
175071/3625, 1
175089/854, 1
17509/91, 1
175098/811, 1
1751/3135, 3
17510/409, 1
17511/100, 1
17511/521, 1
17511/53, 1
17513/234, 1
17513/403, 1
175134/763, 1
17516/573, 1
17518/515, 1
17519/123, 1
17519/167, 1
1752/100, 1
17521/204, 1
17521/367, 1
17521/454, 1
17523/151, 1
17523/266, 2
17525/100, 10
175263/533, 1
17528/241, 1
17529/370, 1
17531/57, 1
17535/92, 1
175354/4657, 1
17536/151, 1
17537/149, 2
175372/813, 1
17539/100, 1
17539/155, 1
17539/282, 1
17539/507, 1
17540/501, 1
17540/79, 1
17540/81, 1
17541/107, 1
175426/659, 1
17543/127, 1
17543/216, 1
17543/416, 1
17543/94, 1
17543/99, 1
175445/1023, 1
17545/199, 1
17545/89, 1
175457/2491, 1
17546/147, 1
17546/67, 1
17546/903, 1
17547/196, 1
17547/323, 1
17547/59, 1
175470/553, 1
17550/100, 8
17550/329, 1
17551/301, 1
17551/53, 1
175523/747, 1
17553/100, 1
17553/200, 1
175532/1143, 1
17554/1085, 1
17555/66, 2
17556/100, 1
17557/164, 1
17559/107, 1
17559/152, 1
1756/21, 1
17560/557, 1
175603/570, 1
17561/142, 1
17561/154, 1
17563/730, 1
17564/445, 1
175642/1367, 1
17565/764, 1
17565/77, 1
175651/585, 1
175655/1528, 1
17566/87, 1
17567/50, 2
17568/119, 1
17568/175, 1
17569/209, 1
1757/59, 1
17570/67, 1
17572/51, 1
17573/89, 1
175733/805, 1
175739/896, 1
17575/100, 7
17575/191, 1
17575/286, 2
17575/488, 1
17576/59, 1
17577/4096, 1
17578/100, 1
17580/100, 1
17581/221, 1
17581/955, 1
17582/137, 1
17582/57, 1
17583/127, 1
175852/1165, 1
17587/144, 1
17587/170, 1
17587/59, 1
17587/70, 1
17588/189, 1
17589/194, 1
17589/424, 1
1759/34, 1
1759/853, 1
17590/100, 1
17591/129, 1
17591/1723, 1
17591/353, 1
175922/737, 1
17593/63, 1
17593/86, 1
17596/57, 1
175960/761, 1
17597/120, 1
17597/3687, 1
175982/1213, 1
17599/326, 1
17599/332, 1
17599/52, 1
176/1, 6
17600/100, 17
17600/6269, 1
17601/347, 1
17602/151, 1
17602/423, 1
176020/517, 1
17603/193, 1
17603/50, 1
17603/68, 1
17605/138, 1
17605/81, 1
17605/92, 1
176055/512, 1
17606/207, 1
17606/99, 1
176075/2006, 1
17608/100, 1
17608/95, 1
17609/546, 1
176099/1213, 1
176105/596, 1
17612/53, 1
17613/100, 1
17613/91, 1
17615/629, 1
17617/100, 1
17617/693, 1
17619/260, 1
17619/59, 1
17619/610, 1
17619/73, 1
17621/142, 1
17621/181, 1
17621/50, 1
17621/71, 1
17622/167, 1
17623/100, 1
17623/365, 1
17623/392, 1
17625/100, 6
17625/463, 1
17625/682, 1
176256/2029, 1
17627/492, 1
17629/134, 1
17629/512, 1
176294/563, 1
176307/734, 1
176314/1015, 1
17632/100, 1
17635/138, 1
17635/159, 1
17635/262, 1
17635/446, 1
17635/66, 1
17635/89, 3
17637/77, 1
17639/203, 1
17639/288, 1
176393/579, 1
17641/126, 1
17642/475, 1
17643/307, 1
176443/503, 1
176444/1651, 1
17645/302, 1
17646/427, 1
17646/77, 1
17647/201, 1
17647/341, 1
17648/149, 1
17648/205, 1
17648/73, 1
17650/100, 11
17651/54, 1
17651/68, 1
17651/83, 1
17652/325, 1
17652/383, 1
17653/151, 1
17653/581, 1
17654/59, 1
17654/61, 2
17655/100, 1
176552/905, 1
17657/87, 1
17659/114, 1
176591/505, 1
17661/2284, 1
17662/53, 1
17663/105, 1
17663/135, 1
17663/209, 1
17664/100, 1
17664/139, 1
17664/71, 1
176649/1169, 1
17665/496, 1
17665/84, 1
176661/815, 1
17667/119, 1
176674/2041, 1
17668/335, 1
17668/99, 1
17669/221, 1
176690/697, 1
1767/110, 1
1767/11510, 1
17672/413, 1
176723/652, 1
176727/542, 1
17674/85, 1
17675/100, 19
17675/116, 1
17675/179, 1
17675/334, 1
17675/673, 1
17677/194, 1
176777/513, 1
176829/1406, 1
17683/279, 2
176835/502, 1
17684/113, 1
17686/115, 1
17686/189, 1
17687/222, 1
17687/716, 1
17688/331, 1
17689/206, 1
17689/872, 1
1769/1958, 1
17691/113, 1
17692/61, 1
17692/79, 2
176923/526, 1
176923/740, 1
17695/123, 1
17695/69, 1
17698/291, 1
17698/317, 1
176981/507, 1
17699/140, 1
17699/327, 1
17699/534, 1
176993/1156, 1
177/1, 15
177/4, 1
17700/100, 13
17700/113, 1
17700/401, 1
17702/73, 1
177025/624, 1
17703/143, 1
177035/503, 1
17708/100, 1
17708/127, 1
17708/163, 1
17712/67, 1
17713/100, 2
17713/114, 1
17714/169, 1
17714/57, 1
177147/661, 1
17715/83, 1
17718/209, 1
17719/381, 1
17720/451, 1
17721/100, 1
17721/281, 1
17723/65, 1
17725/100, 10
17725/136, 1
17725/72, 1
17726/319, 1
17727/100, 1
17727/58, 1
177275/1553, 1
17729/121, 1
17729/185, 1
17729/512, 1
177294/601, 1
17731/260, 1
177314/701, 1
17733/100, 1
17734/71, 1
17736/53, 1
17737/200, 1
17737/514, 1
177378/557, 1
17738/827, 1
17739/61, 1
17740/101, 1
17741/205, 1
17742/59, 1
17743/1427, 1
17743/57, 1
177439/519, 1
17745/284, 2
17747/142, 1
17748/169, 1
17748/287, 1
17749/367, 1
17749/50, 1
17749/67, 1
1775/100, 13
1775/47, 1
17750/100, 10
17751/415, 1
17751/719, 1
17752/123, 1
17752/327, 1
17752/347, 1
17752/561, 1
17754/61, 1
17755/103, 1
177556/673, 1
177559/571, 1
17756/123, 1
17756/77, 1
177567/517, 1
17757/62, 1
17759/1502, 1
17759/93, 1
1776/8807, 1
17760/100, 1
17760/149, 1
17760/229, 1
17761/156, 1
17761/366, 1
17761/50, 1
17763/113, 1
17763/3146, 1
17763/319, 1
177663/602, 1
177664/671, 1
17767/426, 1
17767/59, 1
177679/543, 1
17768/111, 1
17768/1131, 1
17769/100, 1
17770/261, 1
17770/521, 1
17771/388, 1
17771/522, 1
17773/236, 1
17773/710, 1
17774/63, 1
177743/541, 1
17775/100, 6
17775/76, 1
17775/86, 1
17775/97, 1
17776/131, 1
17776/359, 1
17778/185, 1
17779/2048, 1
17779/370, 1
17779/431, 1
177790/1107, 1
177796/655, 1
17780/69, 1
17780/99, 1
177806/667, 1
17781/121, 1
17781/247, 1
17781/377, 1
17782/309, 1
17785/102, 1
17785/206, 1
17785/279, 1
17785/54, 1
17786/199, 1
17787/218, 1
17788/81, 1
17789/119, 1
17789/418, 1
17789/51, 1
17790/257, 1
177902/817, 2
17791/66, 1
17793/115, 1
17794/167, 1
177956/511, 1
17797/100, 1
178/1, 13
17800/100, 19
17800/153, 1
17800/189, 1
17801/130, 1
17801/74, 1
17802/247, 1
17803/149, 1
17805/106, 1
17806/449, 1
17807/1386, 1
17807/178, 1
17807/358, 1
17808/100, 1
17809/813, 1
1781/529, 1
178115/622, 1
17813/100, 1
17813/135, 1
17814/695, 1
17815/572, 1
17815/862, 1
17816/193, 1
17817/55, 1
17818/107, 1
178186/2039, 1
17819/108, 1
17820/317, 1
178207/552, 1
17821/65, 1
17822/265, 1
17823/107, 1
17823/257, 1
17825/100, 12
17828/149, 1
17828/351, 1
1783/55, 1
1783/99, 1
178301/505, 1
178307/882, 1
17831/100, 1
17831/1202, 1
17831/193, 1
17831/2900, 1
17832/73, 1
17833/100, 2
17834/89, 1
17835/88, 1
17836/223, 1
17836/79, 1
17837/105, 1
17837/50, 2
178385/2897, 1
17840/281, 1
17841/392, 1
178411/1468, 1
17842/67, 1
178427/1911, 1
17843/81, 1
17845/412, 1
17845/67, 1
17847/121, 1
17847/83, 1
17848/159, 1
17849/154, 1
17850/100, 15
17851/316, 1
17851/50, 1
17851/967, 1
178517/552, 1
17853/224, 1
17856/77, 1
17857/201, 1
17857/446, 1
178579/524, 1
17858/113, 1
17859/259, 1
17861/103, 1
17862/1673, 1
17863/279, 1
17864/405, 1
17864/699, 1
17865/293, 1
17865/412, 1
17866/100, 1
17867/251, 1
178679/612, 1
17868/409, 1
17869/164, 1
17869/344, 1
17871/100, 1
17873/349, 1
17873/69, 1
17875/100, 12
17876/235, 1
178780/543, 1
17879/53, 1
17879/69, 1
17879/75, 1
17881/131, 1
17881/152, 1
17881/1810, 1
17881/377, 1
17881/422, 1
17881/65, 1
178813/640, 1
17882/189, 1
17882/201, 1
17882/231, 1
17883/110, 1
17885/144, 1
17885/629, 1
17885/676, 1
17885/76, 1
17885/97, 1
17888/257, 1
17888/283, 1
17888/541, 1
17889/100, 2
17889/70, 1
1789/17, 1
1789/42, 1
1789/454, 1
17890/209, 1
17891/238, 1
17891/77, 1
17893/104, 1
17893/378, 1
17893/50, 1
17894/231, 1
17896/69, 1
17897/108, 1
17898/287, 1
178988/1269, 1
179/1, 14
179/14486, 1
17900/100, 20
17900/53, 1
17900/83, 1
17901/131, 1
17901/457, 1
17902/100, 1
17902/137, 1
17903/145, 1
17903/79, 1
17903/96, 1
179033/581, 1
17904/91, 1
179041/2323, 1
17905/112, 1
17905/269, 1
17905/418, 1
17905/61, 1
17907/100, 1
17907/59, 1
17907/70, 1
17908/587, 1
17909/100, 1
17909/124, 1
17909/149, 1
17909/193, 1
17909/457, 1
17909/51, 1
17911/100, 1
17911/139, 1
17912/100, 1
179125/691, 1
17914/151, 1
17914/215, 1
17917/100, 1
17917/16384, 1
17917/393, 1
17917/481, 1
179173/649, 1
17919/80, 1
179194/723, 1
17921/100, 1
17921/762, 1
17922/179, 1
17923/64, 1
17923/657, 1
17925/100, 10
179253/512, 1
17927/107, 1
17928/209, 1
17929/104, 1
17929/151, 1
1793/100, 1
17930/159, 1
17931/272, 1
17932/145, 1
17933/512, 1
17933/66, 1
179345/511, 1
17935/131, 2
179363/555, 1
17938/100, 1
17939/188, 1
17939/206, 1
17939/211, 1
179393/669, 1
1794049/8192, 1
17942/83, 1
17944/95, 1
17945/53, 1
17946/100, 1
17949/116, 1
17949/118, 1
1795/100, 1
17950/100, 9
179504/541, 1
17951/285, 1
179519/707, 2
17952/100, 1
17952/1007, 1
179525/638, 1
179527/585, 1
17953/348, 1
179539/1009, 1
17954/169, 1
17954/67, 1
17954/77, 1
179550/533, 1
17956/219, 1
179580/1151, 1
17959/420, 1
179591/1024, 1
1796/155, 1
179607/512, 1
17961/100, 1
17961/250, 1
179617/1054, 1
17962/53, 1
179628/1229, 1
17964/1745, 1
17965/113, 1
17965/114, 1
17965/276, 1
17965/478, 2
17966/207, 1
17966/389, 1
179661/638, 1
17967/337, 1
179675/1102, 1
179689/1254, 1
17969/100, 1
17969/113, 1
17969/205, 1
179690/577, 1
17970/241, 1
17971/100, 1
17971/111, 1
17971/154, 1
17971/2279, 1
17971/256, 1
179713/614, 1
17972/155, 1
17973/589, 1
17973/97, 2
179737/784, 1
17975/100, 14
17975/187, 1
17976/101, 1
17977/100, 1
17977/129, 1
17977/73, 1
17978/213, 1
17978/365, 1
17978/425, 1
17979/77, 1
1798/735, 1
17981/66, 1
17982/101, 1
17984/100, 1
17984/71, 1
17985/467, 1
179866/543, 1
17987/394, 2
17989/67, 1
17991/262, 1
17991/52, 1
17991/538, 1
17993/505, 1
17993/91, 1
17994/55, 1
17994/79, 2
17995/249, 1
17995/64, 1
17997/163, 1
179975/568, 1
17999/157, 1
17999/190, 1
17999/212, 1
17999/91, 1
17999/99, 1
18/1, 12
180/1, 40
180/10, 2
1800/100, 14
18000/100, 171
18000/107, 1
18001/1110, 1
180011/1819, 1
18002/85, 1
18005/62, 1
18006/449, 1
18009/236, 1
18009/313, 1
18009/97, 1
180092/2597, 1
18011/262, 1
18013/227, 1
18013/94, 2
18014/251, 2
18015/121, 1
18016/101, 1
18016/375, 1
180163/570, 1
180167/2043, 1
180171/604, 1
18018/53, 1
180184/587, 1
18019/756, 1
18020/147, 1
18020/151, 1
18021/1465, 1
18021/391, 1
18022/165, 1
180228/739, 1
18023/127, 1
18023/85, 1
18025/100, 6
18025/73, 1
18025/74, 1
18026/91, 1
180265/512, 1
18027/326, 1
