ifds_CompressedBitsPerPixel ,Count
14108936/7077888, 1
14109360/7077888, 1
14109472/7077888, 1
14109504/7077888, 1
14109856/7077888, 1
14110008/4085760, 1
14110032/7077888, 1
14110192/7077888, 1
14110272/7077888, 1
14110592/7102464, 1
14110704/7077888, 1
14110784/7990272, 1
14111048/7077888, 1
14111328/3871488, 1
14111584/7077888, 1
14111664/7077888, 1
14111776/7077888, 1
14111832/7077888, 1
14111984/3871488, 1
14112544/7077888, 2
14112704/7077888, 1
14112808/4085760, 1
14113016/3871488, 1
14113056/3871488, 1
14113200/7102464, 1
14113232/7990272, 1
14113480/7077888, 1
14113552/3871488, 1
14113552/7077888, 1
14113568/7077888, 1
14113592/7077888, 1
14113728/3871488, 1
14114072/7077888, 1
14114088/7077888, 1
14114304/7077888, 1
14114416/3871488, 1
14114728/7077888, 1
14114736/3145728, 1
14114888/7077888, 1
14114928/5028352, 1
14114992/7077888, 1
14115080/7077888, 1
14115328/8871936, 1
14115432/7077888, 1
14115480/3871488, 1
14115536/7077888, 1
14115632/3871488, 1
14115664/3871488, 1
14115888/7990272, 1
14116328/7077888, 1
14116336/7077888, 1
14116424/7077888, 1
14116856/7077888, 1
14116888/7077888, 1
14117112/7077888, 1
14117280/7077888, 1
14117312/7077888, 1
14117344/7077888, 1
14117400/7077888, 1
14117416/3871488, 1
14117456/7077888, 1
14117536/7077888, 1
14117776/3871488, 1
1411792/786432, 1
14118072/7077888, 1
14118112/7077888, 1
14118176/7077888, 1
14118208/7077888, 1
1411822/629856, 1
14118320/7077888, 1
14118376/7077888, 1
14118920/7077888, 1
14118960/7077888, 1
14119008/7102464, 1
14119040/7077888, 1
14119056/7077888, 1
14119312/7077888, 1
14119320/7077888, 2
14119408/3145728, 1
14119440/7077888, 1
14119776/7077888, 1
14119912/3871488, 1
14119968/3871488, 1
14120080/7077888, 1
14120160/7077888, 1
14120344/7077888, 1
14120368/7077888, 1
14120408/7077888, 1
14120464/7077888, 1
14120544/3871488, 1
14120848/3871488, 1
14120872/7077888, 1
14120952/3871488, 1
14121256/3871488, 1
14121488/7102464, 1
14121616/7990272, 1
14121760/7077888, 1
14121952/3871488, 1
14121984/7102464, 1
14122448/7077888, 1
14122624/7077888, 1
14122696/7077888, 1
14122816/7077888, 1
14123064/3871488, 1
14123192/7077888, 1
14123360/7077888, 1
14123368/7077888, 1
14123592/7102464, 1
14123680/7077888, 2
14123704/7077888, 1
14123736/7077888, 1
14124000/7077888, 1
14124096/7077888, 1
14124112/3871488, 1
14124432/7077888, 1
14124472/7077888, 1
14124552/3871488, 1
14124664/7077888, 1
14124680/7077888, 1
14124792/7077888, 1
14125016/7077888, 1
14125048/4085760, 1
14125176/7077888, 1
14125296/7077888, 1
14126000/7077888, 1
14126040/7077888, 1
14126640/7077888, 1
14126856/7077888, 1
14126904/3871488, 1
14127088/7077888, 1
14127272/7990272, 1
14127280/3871488, 1
14127976/7077888, 1
14128360/7077888, 1
14128480/7077888, 1
14128744/7077888, 1
14128992/3871488, 1
14129072/5947392, 1
14129104/9980928, 1
14129136/7990272, 1
14129224/3871488, 1
14129248/7102464, 1
14129640/7077888, 1
14130144/7077888, 1
14130160/7102464, 1
14130360/3871488, 1
14130528/7077888, 1
14130704/7077888, 1
14130880/7077888, 1
14131368/3871488, 1
14131432/7102464, 1
14131488/3871488, 1
14131488/7077888, 1
14131536/7077888, 1
14131624/7077888, 1
14131864/3871488, 1
14131880/3871488, 1
14132000/7077888, 1
14132416/7077888, 1
14132480/3871488, 1
14132520/7077888, 1
14132720/7077888, 2
14132776/7077888, 1
14133240/7077888, 1
14133640/7077888, 2
14133704/7077888, 1
14134072/7077888, 1
14134080/7077888, 1
14134112/7077888, 1
14134288/7077888, 1
14134400/7077888, 1
14134504/7077888, 1
14134560/3871488, 1
14134584/7990272, 1
14134680/7077888, 2
14134832/7077888, 1
14135088/7077888, 1
14135104/7077888, 1
14135264/7077888, 1
1413536/519168, 1
14135752/7077888, 1
14136736/7077888, 1
14136928/7077888, 1
14137640/3871488, 1
14137736/7077888, 2
14137864/3871488, 1
14138184/3871488, 1
14138336/3871488, 1
14138792/7077888, 2
14138944/3871488, 1
14139112/4085760, 1
14139480/7077888, 1
14139512/3871488, 1
14139736/7077888, 1
14140072/7077888, 1
14140096/7077888, 1
14140224/7077888, 1
14140264/3871488, 1
14140376/7077888, 1
1414040/1269600, 1
14140648/3871488, 1
14140800/7077888, 1
14141080/7077888, 1
14141144/7077888, 1
14141272/3871488, 1
14141464/7077888, 1
14141592/7077888, 1
14141832/7077888, 1
14141872/7077888, 1
14141960/7077888, 1
14142280/7102464, 1
14142384/7077888, 1
14142472/7077888, 1
1414256/1269600, 1
14142856/3871488, 1
14142872/7077888, 2
14142928/7077888, 1
14142992/3871488, 1
14143/5780, 1
14143032/7077888, 1
14143072/7077888, 1
14143160/7077888, 1
14143416/3871488, 1
14143632/7077888, 1
14143752/7077888, 1
14143928/7077888, 1
14144264/7077888, 1
14144536/7077888, 1
14144808/7077888, 1
14144936/7077888, 1
14145272/5947392, 1
14146200/7077888, 1
14146536/3871488, 1
14146608/7077888, 1
14146784/7077888, 1
14147064/7088256, 1
14147128/7077888, 1
1414720/629856, 1
14147392/7077888, 1
14147432/7077888, 1
14147632/7077888, 1
14147696/7077888, 1
14147792/7077888, 1
1414792/786432, 1
14148088/7077888, 1
14148192/3871488, 1
14148672/7077888, 1
14148776/3871488, 1
14148880/3871488, 1
14149016/4085760, 1
14149216/7077888, 1
14149360/7077888, 1
14149432/3871488, 1
14149616/7077888, 1
14150168/7077888, 1
14150240/7990272, 1
14150368/3871488, 1
14150544/7077888, 1
14150568/13530240, 1
14150672/7077888, 1
14151016/7077888, 1
14151128/7077888, 1
14151232/7077888, 1
14151736/3871488, 1
14151784/3871488, 1
14151944/3871488, 1
14152208/5038848, 1
14152584/7077888, 1
14152600/7077888, 1
14152624/7077888, 1
14152680/7077888, 1
14152800/7077888, 1
14152832/7077888, 1
14153040/7077888, 1
14153496/7077888, 1
14153664/7077888, 1
14153928/7077888, 1
14154072/7077888, 1
14154584/3871488, 1
14154648/7077888, 2
14154688/7077888, 1
14154712/3871488, 1
14154984/7077888, 1
14155088/7077888, 1
14155152/7077888, 1
14155280/7077888, 1
14155520/7077888, 1
14155568/7077888, 1
14156136/3871488, 1
14156584/7077888, 1
14156784/7077888, 1
14156944/7077888, 1
14157224/7077888, 1
14157952/4085760, 1
14158000/7077888, 1
14158032/7077888, 1
14158864/7077888, 1
14159032/7077888, 1
1415920/687232, 1
14159416/9980928, 1
14159752/7077888, 1
14160096/7077888, 1
14160496/7077888, 1
14160544/7077888, 1
14160864/3871488, 1
14160904/7077888, 1
14161048/3871488, 1
14161304/7077888, 1
14161592/3871488, 1
14161752/7077888, 1
14162048/7077888, 1
14162304/7077888, 1
14162704/3871488, 1
14162712/7077888, 1
14162752/7077888, 1
14162848/7077888, 1
14162912/3871488, 1
14163056/7077888, 1
14163072/7077888, 1
14163360/7077888, 1
14163592/7077888, 1
14163672/7077888, 1
14163712/7077888, 1
14163808/7077888, 1
14163928/7077888, 1
14163968/3871488, 1
14164096/3871488, 1
14164176/3871488, 1
14164176/7077888, 1
14164352/7077888, 1
14164432/7077888, 1
14164488/7077888, 1
14164712/7077888, 1
14164944/7077888, 1
14165680/7077888, 1
14165712/7077888, 1
14165880/7077888, 1
14165920/7077888, 1
14166536/7077888, 1
14166592/7077888, 1
14166616/7102464, 1
14166832/7077888, 1
14167568/3871488, 1
14167632/7077888, 1
14167728/7077888, 1
1416784/786432, 1
14167984/7077888, 1
14168008/7990272, 1
14168080/7077888, 1
14168488/7077888, 1
14168552/7077888, 1
14168600/7077888, 1
14168784/7077888, 1
14169360/7077888, 1
14169512/4821120, 1
14169648/3871488, 1
14169880/7077888, 1
14170280/7077888, 1
14170768/7077888, 1
14170944/3112960, 1
14170960/3871488, 1
14171432/7077888, 1
14171984/7077888, 1
14172272/7077888, 1
14172400/7077888, 1
14172416/7077888, 1
14172728/7077888, 1
14173288/7077888, 1
14173288/7990272, 1
14173336/7102464, 1
14173456/3871488, 1
14173512/3871488, 1
14173936/7990272, 1
14174400/7077888, 1
14174472/7077888, 1
14174664/7077888, 1
14175224/4085760, 1
14175344/3871488, 1
14175440/4085760, 1
14175696/7077888, 1
14175968/7077888, 1
14176088/7077888, 1
14176096/7077888, 1
14176168/7077888, 1
14176552/7077888, 1
14176592/3871488, 1
14176736/7077888, 1
14176816/7077888, 1
14176936/7077888, 1
1417706/629856, 1
14177080/7102464, 1
14177232/3871488, 1
14177320/7077888, 1
14177488/7077888, 1
14177712/7077888, 1
14177872/7077888, 1
14177936/7102464, 1
14178072/8871936, 1
14178104/7077888, 1
14178120/7077888, 1
14178272/7077888, 1
14178328/7077888, 1
14178512/7077888, 2
14178544/3871488, 1
14179064/7077888, 1
14179136/3871488, 1
14179400/7077888, 1
14179672/3871488, 1
14179872/7077888, 1
14179872/7102464, 1
14179920/7077888, 1
14180104/3871488, 1
14180296/7077888, 1
14180432/7077888, 1
14180528/7077888, 1
14180776/7077888, 1
14180832/7077888, 1
14180944/7077888, 1
14181096/3871488, 1
14181136/7077888, 1
14181440/7077888, 1
14181480/7077888, 1
14181608/7077888, 1
14182048/7077888, 1
14182800/7077888, 1
14182832/7077888, 1
14182880/3871488, 1
14182896/5947392, 1
14183248/7077888, 1
14183472/7077888, 1
14183472/7102464, 1
14183968/7077888, 1
14184048/7077888, 1
14184056/7077888, 1
14184096/7077888, 2
14184312/7077888, 1
14184328/7077888, 1
14184384/7077888, 1
14184768/7077888, 1
14184800/3871488, 1
14184992/7077888, 1
14185120/7077888, 1
14185128/7077888, 1
14185464/7077888, 1
14185872/7077888, 1
14185896/7077888, 1
14185984/7077888, 1
14185992/3871488, 1
14186056/7077888, 1
1418648/663552, 1
14186664/7077888, 1
14186864/7077888, 1
14186912/4085760, 1
14187120/7077888, 1
14187512/7077888, 1
14187560/7077888, 1
14187792/3871488, 1
14187920/7077888, 1
14188312/7077888, 1
14188368/7077888, 1
14188504/7077888, 1
14188512/7077888, 1
14188632/7077888, 1
14188872/7077888, 1
14188928/7077888, 1
14188984/3871488, 1
14189224/7077888, 1
14189536/7077888, 1
14189672/3871488, 1
14189688/7077888, 1
14189744/3871488, 1
14189792/7077888, 1
14189816/7077888, 1
14189856/4085760, 1
14189960/7603200, 1
14190032/7077888, 1
14190200/7077888, 1
14190272/7077888, 1
14190352/3871488, 1
14190360/7077888, 1
14190368/4821120, 1
14190440/7077888, 1
14190448/7077888, 1
14190552/7077888, 1
14190832/7077888, 1
14190912/3871488, 1
14191248/3871488, 1
14191280/7077888, 1
14191328/7077888, 1
14191584/3871488, 1
14191744/3871488, 1
14191744/7077888, 1
14191856/7077888, 1
14191864/7077888, 1
14192032/7077888, 1
14192200/7077888, 1
1419224/639232, 1
14192400/7077888, 1
14192576/7077888, 1
14192624/7077888, 1
14192792/7077888, 1
14192968/7077888, 1
14193024/3871488, 1
1419327/843750, 1
14193424/7077888, 1
14193464/3871488, 1
14193688/7077888, 1
14193792/7077888, 1
14193984/7077888, 1
14194040/3871488, 1
14194552/7077888, 1
14194736/7077888, 1
14194992/7077888, 1
14195208/7077888, 1
14195288/7077888, 1
14195656/7077888, 1
14195696/7077888, 1
14196080/3145728, 1
14196136/7077888, 2
14196584/7077888, 1
14196936/7077888, 1
14197024/7077888, 1
14197216/3871488, 1
14197248/7077888, 1
14197408/7077888, 1
14197432/12000000, 1
14197456/7102464, 1
14197472/7102464, 1
14197528/7077888, 1
14197544/7077888, 1
14197744/7077888, 1
14197832/7077888, 1
14198192/3871488, 1
14198352/7077888, 1
14198376/7077888, 1
14198832/7077888, 1
14199056/7077888, 1
14199392/7077888, 1
14199536/7077888, 1
14199552/3871488, 1
14199912/3871488, 1
142/100, 7
14200216/7077888, 1
14200360/7077888, 1
14200984/7077888, 1
14201312/3871488, 1
14201624/3871488, 1
14202048/7077888, 1
14202120/7077888, 1
14202224/7077888, 1
14202856/7077888, 1
14202904/10140544, 1
14203072/7077888, 1
14203392/7077888, 1
14203568/7077888, 1
14203592/7077888, 1
14203616/3871488, 1
14203656/3871488, 1
14203864/7077888, 1
14203880/3871488, 1
14204/4447, 1
1420407/629856, 1
14204824/7077888, 1
14204952/7077888, 1
14204968/7077888, 1
14205112/7077888, 1
14205280/7077888, 1
14205656/7077888, 1
14205712/4085760, 1
14205840/7077888, 1
14205936/7077888, 1
14206008/7077888, 1
14206216/7077888, 1
14206272/7077888, 1
14206520/3871488, 1
14206616/7077888, 1
14206832/9980928, 1
14206960/3871488, 1
14206960/7990272, 1
14207040/3871488, 1
14207040/7077888, 1
14207176/7077888, 1
14207384/7077888, 1
14207440/7077888, 1
14207536/3871488, 1
14207768/7990272, 1
14207784/7990272, 1
14207824/7077888, 1
14207880/7077888, 1
14208112/3871488, 1
14208376/7077888, 1
14208448/7077888, 1
14208608/3871488, 1
14208720/7077888, 1
14208824/7077888, 1
14209216/7077888, 1
14209472/7077888, 1
14209544/7077888, 1
14209728/7077888, 1
14209888/7102464, 1
14210120/7077888, 1
14210208/7077888, 1
14210600/7990272, 1
14210768/3871488, 1
14210856/7077888, 1
14211160/7077888, 1
14211408/4085760, 1
14211416/7077888, 1
14211424/7077888, 1
14211512/7077888, 1
14211960/9980928, 1
14212128/7077888, 1
14212792/7077888, 1
14212984/3871488, 1
14213160/7077888, 1
14214096/7077888, 1
14214384/7077888, 1
14214392/7077888, 1
14214512/7077888, 1
14214592/7102464, 1
14214968/3871488, 1
14214968/7077888, 1
14215368/7077888, 1
14215552/7077888, 1
14215600/7077888, 1
14215616/3871488, 1
14215656/3871488, 1
14215952/7077888, 1
14216112/7077888, 1
14217048/7077888, 1
14217320/3871488, 1
14217496/7077888, 2
14218104/3871488, 1
14218312/7077888, 1
14218352/7077888, 1
14218488/7077888, 1
14218776/7077888, 1
14218944/3871488, 1
14219048/7077888, 1
14219192/3871488, 1
14219216/3871488, 1
14219984/7077888, 1
14220072/7077888, 1
14220120/7077888, 1
14220312/7102464, 1
14220352/7077888, 1
14220512/7077888, 1
14220560/7077888, 2
14220656/7077888, 1
14220976/7077888, 1
14221528/7077888, 1
14221656/7077888, 1
14221904/7077888, 1
14221936/7077888, 1
14221952/7077888, 1
14222008/7077888, 1
14222304/7077888, 1
14222576/7077888, 1
14222752/7077888, 1
14222808/7077888, 1
14222968/7077888, 1
14223072/7077888, 1
14223184/7077888, 1
14223304/7077888, 1
14223512/7077888, 1
14223808/7077888, 1
14224400/3145728, 1
14224544/7077888, 1
14224584/3871488, 1
14224584/7990272, 1
14224800/7077888, 1
14225216/7077888, 1
14225616/7077888, 1
14225808/3145728, 1
14225824/3871488, 1
14225856/4085760, 1
14226288/7077888, 2
14226320/7077888, 1
14226376/9980928, 1
14226512/7077888, 1
14226576/7077888, 1
14226616/7077888, 1
14226808/7077888, 1
14227048/9980928, 1
14227152/5947392, 1
14227576/7077888, 1
14227904/7077888, 1
14227976/7077888, 1
14228296/4085760, 1
14228328/7077888, 1
14228712/3871488, 1
14228864/7077888, 1
14228912/7077888, 1
14229416/7077888, 1
14229656/3145728, 1
14229832/3871488, 1
14229864/7077888, 1
14229960/7077888, 1
14229984/7077888, 1
14230248/7077888, 1
14230512/7077888, 1
14230712/7077888, 1
14231200/7077888, 1
14231272/3871488, 1
14232096/7077888, 1
14232184/3871488, 1
14232552/8132608, 1
14233112/7077888, 1
14233200/7077888, 1
14233400/7077888, 1
14233416/7077888, 1
1423347/629856, 1
14233496/3871488, 1
14233616/7077888, 1
14233632/7077888, 1
14233680/7077888, 1
1423376/786432, 1
14233976/7077888, 1
14234016/7077888, 1
14234240/7077888, 1
14234264/7077888, 1
14234768/3145728, 1
14235000/7990272, 1
14235024/7077888, 2
14235424/7077888, 1
14235488/7077888, 1
14235640/7077888, 1
14235920/7077888, 1
14236096/7077888, 1
14236216/7077888, 1
14236240/7077888, 1
14236328/3871488, 1
14236528/7077888, 1
14236872/3871488, 1
14236904/7077888, 1
14236920/7077888, 1
14237080/7077888, 1
14237088/7077888, 1
14237128/7077888, 1
14237224/7077888, 1
14237296/7077888, 1
14237504/7077888, 1
14237560/3871488, 1
14237608/7077888, 1
14237920/7077888, 1
14237952/7102464, 1
14238136/7077888, 1
14238672/7077888, 1
14239248/3871488, 1
14239576/7077888, 1
14239744/7077888, 1
14239824/7077888, 1
14240040/7077888, 1
14240168/3871488, 1
1424023/629856, 1
14240416/7077888, 1
14240440/4085760, 1
14240440/7077888, 1
14240536/7077888, 1
14240552/7077888, 1
1424056/629856, 1
14241056/9980928, 1
14241240/4085760, 1
14241584/7077888, 1
14242136/3871488, 1
14242256/7077888, 1
14242296/7077888, 1
14242464/7077888, 1
14242528/7077888, 1
14242608/7077888, 1
14242664/3871488, 1
14242720/7077888, 1
14242920/7077888, 1
14242960/3871488, 1
14243008/3871488, 1
14243376/7077888, 1
14243536/7077888, 1
14243808/7077888, 1
14243840/3871488, 1
14243880/7077888, 1
14244000/7077888, 1
1424407/1269600, 1
14244216/3871488, 1
14244240/7077888, 1
14244336/7077888, 1
14244448/7077888, 1
14244504/7077888, 1
14244520/7077888, 1
14244632/3871488, 1
14244632/5947392, 1
14244680/7077888, 1
14244792/7077888, 1
14244968/7077888, 1
14245384/7077888, 1
14245448/7077888, 1
14245664/7077888, 1
14245672/7077888, 1
1424583/1269600, 1
14245952/3871488, 1
14245952/7990272, 1
14246160/7077888, 1
14246168/5038848, 1
1424630/629856, 1
14246448/7077888, 2
14246584/7077888, 1
14247520/7077888, 1
14247984/7077888, 1
14247992/7077888, 1
14248064/7077888, 1
14248600/7077888, 1
14248704/9980928, 2
14248936/3871488, 1
14248960/7990272, 1
14249280/7077888, 1
14249440/7077888, 1
14249592/7077888, 2
14249760/7077888, 1
14250416/4085760, 1
14250480/5028352, 1
14250504/9980928, 1
14250576/3871488, 1
14250768/3871488, 1
14250848/3871488, 1
14251104/7077888, 1
14251296/7077888, 1
14251352/7077888, 1
14251704/7077888, 1
1425171/1500000, 1
14251864/7077888, 1
14252192/7077888, 1
14252448/7077888, 1
14252536/7077888, 1
14252664/7077888, 1
14252784/7077888, 1
14252824/4085760, 1
14253176/7077888, 1
14253496/7077888, 1
14253816/3871488, 1
14253816/7077888, 1
14254320/7077888, 1
14254568/7077888, 1
14254696/7077888, 1
14254912/7077888, 1
14254920/7077888, 1
14255008/7077888, 1
14255168/7077888, 1
14255224/7077888, 1
14255248/7077888, 1
14255512/3871488, 1
14255712/7077888, 1
14255792/3871488, 1
14255832/7077888, 1
14256200/7077888, 1
14256432/7077888, 1
14256560/7077888, 1
14256848/7077888, 1
14256952/7077888, 1
14257240/7077888, 1
14257256/7077888, 1
14257384/7077888, 1
14257616/7077888, 1
14257696/7077888, 1
14257952/7077888, 1
14257984/7077888, 1
14258032/7077888, 1
14258056/3871488, 1
14258096/7077888, 1
14258296/7077888, 1
14258432/4085760, 1
14258776/3871488, 1
14259040/7077888, 1
14259256/7990272, 1
14259344/7077888, 1
14259880/3871488, 1
14260096/3871488, 1
14260136/7077888, 1
14260304/7077888, 1
14260488/7077888, 1
14260752/4085760, 1
14260792/7077888, 1
14260880/4085760, 1
14261352/7077888, 1
14261656/7077888, 1
14261808/7077888, 1
14261984/7077888, 1
14262632/7077888, 1
14262664/7077888, 1
14262824/7077888, 1
14263248/7077888, 1
1426328/786432, 1
14263328/7077888, 1
14263368/7077888, 1
14263432/7077888, 1
14263520/7077888, 1
14263784/7077888, 1
14263840/7077888, 1
14264056/5038848, 1
14264088/3871488, 1
14264152/7077888, 1
14264880/3871488, 1
14265376/7077888, 1
14265664/3871488, 1
14265968/7077888, 1
14266080/7077888, 1
14266192/7077888, 1
14266208/7077888, 1
14266400/3871488, 1
14266760/3871488, 1
14266872/7077888, 1
14267080/7077888, 1
14267280/7077888, 1
14267392/7077888, 1
14267504/7077888, 1
14267528/7077888, 1
14267920/7077888, 1
14268496/7077888, 1
14268960/3871488, 1
14269168/9980928, 1
14269280/7077888, 1
14269448/7077888, 1
14269552/7077888, 1
14269640/7077888, 1
14269760/7077888, 1
14269984/7077888, 1
14270184/7077888, 1
14270328/7077888, 1
14270336/7077888, 1
14270352/3871488, 1
14270368/7077888, 1
14270536/7990272, 1
14270688/7077888, 1
14270712/3871488, 1
14270936/7077888, 1
14271096/3871488, 1
14271424/7077888, 1
14271464/7077888, 2
14271752/7077888, 1
14271760/7077888, 1
14271960/3871488, 1
14272104/7077888, 1
14272136/3871488, 1
14272208/7077888, 1
14272384/5947392, 1
14272928/3871488, 1
14273504/7077888, 1
14273680/7077888, 1
14273704/7077888, 1
14273912/7077888, 1
14274608/7077888, 1
14274640/4883328, 1
14274824/7077888, 1
14274912/7077888, 1
14274920/3871488, 1
14275152/7077888, 1
14275248/7077888, 1
14275472/3871488, 1
14275544/7077888, 1
14275720/7077888, 1
14275744/3871488, 1
14275832/7077888, 1
14275856/3871488, 1
14275896/7077888, 1
14276456/7077888, 1
14276720/7603200, 1
14276728/7077888, 1
14277248/7077888, 1
14277728/7077888, 1
14277736/7077888, 1
14277912/7990272, 1
14278032/3145728, 1
14278064/7077888, 1
14278152/7077888, 1
1427820/1269600, 1
1427840/786432, 1
14278528/7077888, 1
14279192/3871488, 1
14279312/7077888, 1
14279384/7077888, 1
14279904/7077888, 1
14280032/10256768, 1
14280088/7077888, 1
14280208/5947392, 1
14280648/3871488, 1
14281000/7077888, 1
