ifdg_GPSAltitude ,Count
10:22:10.00, 1
10:22:10.41, 1
10:22:10.51, 1
10:22:1093.00, 1
10:22:11.00, 1
10:22:13.00, 2
10:22:14.00, 1
10:22:1400.00, 1
10:22:15.00, 4
10:22:15.61, 1
10:22:16.58, 1
10:22:16.87, 1
10:22:1625.00, 1
10:22:17.00, 1
10:22:17.10, 1
10:22:17.91, 1
10:22:18.00, 2
10:22:18.07, 1
10:22:19.00, 1
10:22:2.00, 2
10:22:2.27, 1
10:22:20.00, 2
10:22:20.29, 1
10:22:20.55, 1
10:22:2000.00, 1
10:22:21.00, 1
10:22:21.35, 2
10:22:22.51, 1
10:22:22.97, 1
10:22:2231.00, 1
10:22:24.00, 1
10:22:24.03, 1
10:22:24.82, 1
10:22:26.00, 5
10:22:26.67, 1
10:22:26.91, 1
10:22:28.48, 1
10:22:28.74, 1
10:22:29.03, 1
10:22:29.19, 1
10:22:29.83, 1
10:22:3.66, 1
10:22:30.00, 2
10:22:32.00, 2
10:22:32.16, 1
10:22:32.31, 1
10:22:32.44, 1
10:22:33.00, 2
10:22:33.69, 2
10:22:34.00, 1
10:22:3400.00, 1
10:22:35.64, 1
10:22:36.00, 2
10:22:36.07, 1
10:22:36.41, 1
10:22:36.57, 1
10:22:36.72, 1
10:22:38.00, 2
10:22:39.00, 1
10:22:39.75, 1
10:22:40.52, 1
10:22:41.00, 1
10:22:41.31, 1
10:22:42.55, 1
10:22:43.00, 1
10:22:4387.00, 1
10:22:44.00, 3
10:22:44.57, 1
10:22:4400.00, 1
10:22:48.00, 2
10:22:49.00, 1
10:22:49.07, 1
10:22:49.48, 1
10:22:5.00, 4
10:22:5.01, 1
10:22:50.78, 1
10:22:51.20, 1
10:22:51.30, 1
10:22:51.34, 1
10:22:52.00, 1
10:22:52.24, 1
10:22:52.73, 1
10:22:54.15, 1
10:22:54.36, 1
10:22:55.00, 2
10:22:55.35, 1
10:22:55.69, 1
10:22:56.00, 1
10:22:56.22, 1
10:22:57.00, 1
10:22:58.00, 3
10:22:58.51, 1
10:22:59.67, 1
10:22:6.00, 1
10:22:6.28, 1
10:22:7.00, 5
10:22:7.59, 1
10:22:7.90, 1
10:22:7.98, 1
10:22:8.00, 1
10:22:8.78, 5
10:22:8.93, 1
10:22:9.00, 1
10:23:0.90, 1
10:23:10.00, 1
10:23:10.08, 1
10:23:11.00, 2
10:23:13.99, 1
10:23:15.00, 2
10:23:16.00, 1
10:23:17.00, 1
10:23:18.00, 1
10:23:18.63, 1
10:23:18.87, 1
10:23:19.00, 2
10:23:19.16, 1
10:23:19.35, 1
10:23:19.66, 1
10:23:2.00, 1
10:23:2.06, 1
10:23:21.08, 1
10:23:22.00, 1
10:23:2342.00, 1
10:23:24.00, 1
10:23:25.00, 2
10:23:26.00, 2
10:23:28.16, 1
10:23:29.00, 1
10:23:30.19, 1
10:23:30.23, 1
10:23:30.67, 1
10:23:31.07, 1
10:23:31.53, 1
10:23:32.00, 3
10:23:32.05, 1
10:23:33.53, 1
10:23:34.35, 1
10:23:35.00, 1
10:23:35.66, 1
10:23:36.00, 2
10:23:36.15, 1
10:23:36.68, 1
10:23:38.00, 1
10:23:38.66, 1
10:23:39.00, 1
10:23:39.20, 1
10:23:39.41, 1
10:23:39.56, 1
10:23:4.00, 1
10:23:4.48, 1
10:23:4.70, 1
10:23:4.79, 1
10:23:40.00, 1
10:23:41.20, 1
10:23:41.84, 1
10:23:43.00, 3
10:23:4336.00, 1
10:23:4361.00, 1
10:23:45.87, 1
10:23:46.19, 1
10:23:46.30, 1
10:23:46.90, 1
10:23:47.00, 3
10:23:47.79, 1
10:23:47.88, 1
10:23:48.25, 1
10:23:48.96, 1
10:23:5.00, 2
10:23:5.73, 1
10:23:50.00, 1
10:23:50.83, 1
10:23:51.85, 1
10:23:52.00, 1
10:23:52.42, 1
10:23:53.00, 1
10:23:55.00, 1
10:23:55.03, 1
10:23:56.00, 1
10:23:56.48, 1
10:23:57.00, 1
10:23:57.20, 1
10:23:57.45, 1
10:23:58.25, 1
10:23:58.63, 1
10:23:58.99, 1
10:23:59.00, 2
10:23:59.06, 1
10:23:59.57, 1
10:23:6.53, 1
10:23:6.87, 1
10:23:7.38, 1
10:23:8.45, 1
10:23:9.92, 1
10:24:0.00, 1
10:24:0.05, 1
10:24:0.24, 1
10:24:0.66, 1
10:24:1.16, 1
10:24:100.00, 1
10:24:11.00, 2
10:24:11.35, 1
10:24:11.36, 1
10:24:11.84, 1
10:24:12.00, 2
10:24:12.21, 1
10:24:12.36, 1
10:24:13.39, 1
10:24:13.49, 1
10:24:14.02, 1
10:24:1523.00, 1
10:24:16.06, 1
10:24:16.87, 1
10:24:17.10, 1
10:24:1709.00, 1
10:24:18.10, 1
10:24:19.46, 1
10:24:2.16, 1
10:24:20.00, 5
10:24:22.72, 1
10:24:23.23, 2
10:24:23.66, 1
10:24:24.00, 1
10:24:24.49, 1
10:24:25.00, 3
10:24:25.13, 1
10:24:26.00, 2
10:24:27.04, 1
10:24:28.00, 5
10:24:29.00, 1
10:24:29.50, 1
10:24:3.00, 1
10:24:3.17, 1
10:24:3.86, 1
10:24:30.00, 2
10:24:30.53, 1
10:24:31.00, 1
10:24:31.52, 1
10:24:31.85, 1
10:24:32.21, 1
10:24:32.31, 1
10:24:32.96, 1
10:24:3246.00, 1
10:24:33.00, 3
10:24:33.74, 1
10:24:34.00, 2
10:24:34.25, 1
10:24:34.88, 1
10:24:35.18, 1
10:24:36.00, 2
10:24:36.32, 1
10:24:38.00, 1
10:24:38.26, 1
10:24:39.00, 1
10:24:4.04, 1
10:24:4.05, 1
10:24:40.22, 2
10:24:41.13, 1
10:24:42.84, 1
10:24:43.00, 3
10:24:43.18, 1
10:24:44.00, 1
10:24:44.70, 1
10:24:45.00, 1
10:24:45.02, 1
10:24:45.36, 1
10:24:45.62, 1
10:24:4571.00, 1
10:24:46.00, 1
10:24:46.62, 1
10:24:46.80, 1
10:24:47.00, 1
10:24:47.02, 1
10:24:48.48, 1
10:24:49.07, 1
10:24:49.48, 1
10:24:5.00, 1
10:24:50.10, 1
10:24:50.48, 1
10:24:52.42, 3
10:24:52.55, 1
10:24:52.99, 1
10:24:53.76, 1
10:24:54.83, 1
10:24:57.04, 1
10:24:57.54, 1
10:24:57.73, 1
10:24:58.40, 1
10:24:58.64, 1
10:24:59.00, 2
10:24:59.49, 1
10:24:59.61, 1
10:24:6.69, 1
10:24:6.70, 1
10:24:7.00, 2
10:24:7.99, 1
10:24:8.56, 1
10:24:8.96, 1
10:24:9.00, 3
10:24:9.28, 1
10:24:9.96, 1
10:25:0.25, 1
10:25:0.76, 1
10:25:10.29, 2
10:25:13.56, 1
10:25:13.68, 1
10:25:13.76, 1
10:25:14.00, 1
10:25:14.08, 1
10:25:14.69, 1
10:25:15.00, 3
10:25:15.82, 1
10:25:1574.00, 1
10:25:16.00, 3
10:25:16.13, 1
10:25:17.40, 1
10:25:18.07, 1
10:25:18.43, 1
10:25:19.00, 6
10:25:19.60, 1
10:25:2.00, 1
10:25:20.00, 3
10:25:20.56, 1
10:25:20.97, 1
10:25:2064.00, 1
10:25:21.09, 1
10:25:21.28, 3
10:25:21.74, 2
10:25:21.94, 1
10:25:23.00, 1
10:25:2319.00, 1
10:25:24.00, 1
10:25:24.17, 1
10:25:24.44, 1
10:25:24.49, 1
10:25:24.50, 1
10:25:24.74, 1
10:25:25.89, 1
10:25:27.12, 1
10:25:27.85, 1
10:25:28.97, 1
10:25:29.00, 1
10:25:29.01, 1
10:25:29.81, 1
10:25:3.13, 1
10:25:3.25, 2
10:25:3.72, 1
10:25:3.89, 1
10:25:30.50, 1
10:25:31.00, 1
10:25:31.99, 1
10:25:32.98, 2
10:25:3453.00, 1
10:25:35.00, 3
10:25:35.08, 1
10:25:35.76, 1
10:25:36.00, 1
10:25:36.47, 1
10:25:36.63, 1
10:25:37.00, 18
10:25:37.56, 1
10:25:37.95, 1
10:25:3723.00, 1
10:25:38.00, 2
10:25:38.36, 1
10:25:4.78, 1
10:25:41.00, 1
10:25:42.80, 1
10:25:44.00, 1
10:25:44.07, 1
10:25:44.54, 1
10:25:4500.00, 1
10:25:4674.00, 1
10:25:47.00, 4
10:25:47.07, 2
10:25:48.14, 1
10:25:48.41, 1
10:25:48.62, 1
10:25:49.00, 1
10:25:5.08, 1
10:25:5.45, 1
10:25:5022.00, 1
10:25:51.25, 1
10:25:52.00, 2
10:25:52.06, 1
10:25:52.08, 5
10:25:5215.00, 1
10:25:53.00, 4
10:25:54.00, 1
10:25:54.80, 1
10:25:55.00, 5
10:25:55.42, 2
10:25:5600.00, 1
10:25:57.00, 2
10:25:57.24, 1
10:25:59.00, 3
10:25:59.48, 1
10:25:59.96, 1
10:25:6.00, 2
10:25:6.27, 1
10:25:7.03, 1
10:25:8.00, 1
10:25:8.36, 1
10:25:8.45, 1
10:25:8.48, 1
10:25:9.00, 2
10:25:9.05, 1
10:25:9.07, 1
10:25:9.67, 1
10:26:0.00, 1
10:26:1.00, 3
10:26:1.77, 1
10:26:11.00, 1
10:26:11.12, 1
10:26:1100.00, 1
10:26:12.84, 1
10:26:13.00, 3
10:26:13.11, 1
10:26:13.16, 1
10:26:13.44, 1
10:26:13.47, 1
10:26:14.00, 1
10:26:15.65, 1
10:26:16.00, 2
10:26:17.00, 2
10:26:17.25, 2
10:26:18.12, 1
10:26:19.00, 1
10:26:19.59, 1
10:26:2.00, 2
10:26:20.00, 1
10:26:20.35, 1
10:26:22.00, 1
10:26:23.00, 1
10:26:23.29, 1
10:26:23.78, 1
10:26:25.00, 2
10:26:25.35, 1
10:26:27.00, 1
10:26:27.03, 1
10:26:27.07, 1
10:26:28.00, 3
10:26:28.87, 1
10:26:29.03, 1
10:26:29.47, 1
10:26:3.30, 1
10:26:3.91, 1
10:26:30.00, 1
10:26:30.53, 1
10:26:31.00, 3
10:26:31.82, 1
10:26:31.89, 1
10:26:32.55, 1
10:26:33.01, 1
10:26:34.63, 1
10:26:35.00, 1
10:26:35.39, 2
10:26:36.86, 1
10:26:36.97, 1
10:26:39.00, 2
10:26:39.03, 1
10:26:4.29, 1
10:26:4.87, 1
10:26:40.02, 1
10:26:40.57, 1
10:26:41.00, 1
10:26:41.45, 1
10:26:45.00, 1
10:26:46.00, 1
10:26:47.16, 1
10:26:47.22, 1
10:26:47.25, 1
10:26:48.00, 1
10:26:48.10, 1
10:26:48.44, 1
10:26:48.53, 1
10:26:49.98, 1
10:26:5.23, 1
10:26:50.00, 1
10:26:51.97, 1
10:26:52.36, 1
10:26:53.00, 3
10:26:53.77, 1
10:26:53.89, 1
10:26:5388.00, 1
10:26:54.00, 2
10:26:54.62, 1
10:26:54.82, 1
10:26:54.98, 1
10:26:55.74, 2
10:26:57.82, 1
10:26:58.45, 1
10:26:5813.00, 1
10:26:6.00, 2
10:26:6.07, 1
10:26:8.00, 1
10:26:8.68, 1
10:26:8.77, 1
10:26:9.00, 1
10:26:982.00, 1
10:27:1.00, 1
10:27:1.23, 1
10:27:10.00, 3
10:27:11.00, 5
10:27:11.06, 1
10:27:13.00, 2
10:27:14.23, 1
10:27:14.53, 1
10:27:15.00, 2
10:27:15.08, 1
10:27:15.63, 1
10:27:15.74, 1
10:27:16.00, 1
10:27:16.17, 1
10:27:16.54, 1
10:27:1616.00, 1
10:27:17.00, 1
10:27:17.40, 5
10:27:18.95, 1
10:27:1897.00, 1
10:27:19.00, 1
10:27:2.00, 1
10:27:2.45, 1
10:27:2.72, 1
10:27:20.12, 1
10:27:21.00, 2
10:27:21.32, 1
10:27:21.95, 1
10:27:22.49, 1
10:27:22.69, 1
10:27:24.00, 2
10:27:25.86, 1
10:27:26.00, 2
10:27:26.07, 1
10:27:27.05, 1
10:27:27.22, 1
10:27:27.49, 1
10:27:28.00, 1
10:27:28.63, 2
10:27:29.26, 1
10:27:30.00, 1
10:27:30.11, 1
10:27:31.86, 1
10:27:32.00, 2
10:27:32.51, 1
10:27:32.55, 1
10:27:33.84, 1
10:27:34.11, 1
10:27:34.82, 2
10:27:3574.00, 1
10:27:36.00, 3
10:27:36.52, 1
10:27:3680.00, 1
10:27:37.59, 1
10:27:38.00, 1
10:27:38.41, 1
10:27:38.57, 1
10:27:38.84, 1
10:27:39.11, 1
10:27:39.36, 1
10:27:39.47, 1
10:27:40.18, 1
10:27:41.00, 1
10:27:42.00, 2
10:27:42.05, 1
10:27:42.62, 1
10:27:43.37, 1
10:27:44.00, 1
10:27:44.18, 1
10:27:45.00, 1
10:27:454.00, 1
10:27:46.08, 1
10:27:48.00, 1
10:27:48.36, 1
10:27:48.80, 1
10:27:5.18, 1
10:27:5.43, 1
10:27:5.84, 1
10:27:50.00, 1
10:27:50.76, 1
10:27:51.12, 1
10:27:51.25, 1
10:27:51.58, 2
10:27:51.84, 1
10:27:52.37, 1
10:27:53.00, 6
10:27:53.31, 1
10:27:53.53, 1
10:27:53.84, 1
10:27:54.67, 1
10:27:55.00, 3
10:27:55.28, 1
10:27:56.24, 1
10:27:56.33, 1
10:27:57.00, 1
10:27:58.45, 1
10:27:58.78, 1
10:27:59.00, 1
10:27:598.00, 1
10:27:6.00, 1
10:27:7.00, 1
10:27:7.94, 1
10:27:76.00, 1
10:27:8.05, 1
10:27:8.42, 1
10:27:8.58, 1
10:27:8.87, 1
10:28:0.14, 1
10:28:0.51, 1
10:28:1.07, 1
10:28:1.92, 1
10:28:10.00, 1
10:28:10.29, 1
10:28:11.48, 1
10:28:12.89, 1
10:28:13.08, 1
10:28:13.10, 1
10:28:13.61, 1
10:28:13.77, 1
10:28:14.00, 1
10:28:14.43, 1
10:28:14.71, 1
10:28:15.00, 1
10:28:1539.00, 1
10:28:16.00, 1
10:28:16.86, 1
10:28:18.58, 1
10:28:19.00, 2
10:28:19.09, 1
10:28:19.11, 1
10:28:2.00, 1
10:28:2.73, 1
10:28:20.36, 1
10:28:21.00, 3
10:28:22.00, 1
10:28:22.29, 1
10:28:22.56, 1
10:28:23.00, 1
10:28:23.68, 1
10:28:24.05, 1
10:28:24.66, 1
10:28:25.00, 2
10:28:25.51, 1
10:28:26.00, 1
10:28:26.43, 1
10:28:26.47, 1
10:28:26.53, 1
10:28:27.00, 1
10:28:28.76, 1
10:28:29.00, 1
10:28:3.00, 1
10:28:3.20, 1
10:28:3.46, 1
10:28:3.59, 1
10:28:3.78, 1
10:28:30.00, 1
10:28:30.01, 1
10:28:31.00, 2
10:28:32.00, 1
10:28:32.48, 1
10:28:32.90, 1
10:28:33.00, 2
10:28:34.00, 2
10:28:34.24, 1
10:28:34.87, 1
10:28:35.00, 1
10:28:35.64, 1
10:28:35.74, 1
10:28:36.00, 1
10:28:37.60, 1
10:28:3757.00, 1
10:28:38.12, 1
10:28:38.43, 1
10:28:39.00, 1
10:28:39.41, 1
10:28:39.64, 1
10:28:4.79, 1
10:28:4.87, 1
10:28:40.00, 1
10:28:42.00, 2
10:28:42.41, 1
10:28:43.02, 1
10:28:43.45, 1
10:28:43.63, 1
10:28:44.00, 2
10:28:44.45, 1
10:28:45.00, 1
10:28:46.19, 1
10:28:47.37, 1
10:28:48.00, 2
10:28:48.40, 1
10:28:4960.00, 1
10:28:5.12, 1
10:28:50.40, 1
10:28:5153.00, 1
10:28:52.34, 1
10:28:52.93, 1
10:28:53.00, 1
10:28:5359.00, 1
10:28:5445.00, 1
10:28:55.00, 4
10:28:56.01, 2
10:28:56.04, 1
10:28:56.07, 1
10:28:58.00, 1
10:28:6.77, 1
10:28:7.00, 1
10:28:7.03, 1
10:28:7.43, 1
10:28:9.07, 1
10:28:9.33, 1
10:29:0.15, 1
10:29:0.35, 1
10:29:1.00, 2
10:29:10.83, 1
10:29:11.00, 2
10:29:11.12, 1
10:29:11.60, 1
10:29:13.00, 2
10:29:13.08, 1
10:29:14.27, 1
10:29:15.00, 2
10:29:15.13, 1
10:29:15.56, 1
10:29:153.00, 1
10:29:16.53, 1
10:29:1600.00, 1
10:29:17.07, 1
10:29:17.59, 1
10:29:18.00, 1
10:29:18.27, 2
10:29:18.96, 1
10:29:1893.00, 1
10:29:19.85, 1
10:29:19.95, 1
10:29:2.00, 1
10:29:2.05, 1
10:29:20.00, 3
10:29:20.02, 2
10:29:20.11, 1
10:29:21.08, 1
10:29:22.00, 1
10:29:22.38, 1
10:29:22.75, 1
10:29:22.89, 1
10:29:22.94, 1
10:29:2256.00, 1
10:29:23.00, 4
10:29:23.06, 1
10:29:23.12, 1
10:29:26.00, 1
10:29:28.21, 1
10:29:2837.00, 1
10:29:29.08, 1
10:29:29.48, 1
10:29:3.08, 1
10:29:30.00, 2
10:29:30.07, 1
10:29:32.33, 1
10:29:32.41, 1
10:29:33.94, 1
10:29:34.00, 1
10:29:35.36, 1
10:29:36.00, 2
10:29:37.00, 2
10:29:37.05, 1
10:29:38.06, 1
10:29:38.10, 5
10:29:39.22, 1
10:29:39.80, 1
10:29:4.11, 1
10:29:40.00, 2
10:29:40.10, 1
10:29:4000.00, 1
10:29:41.00, 1
10:29:41.07, 1
10:29:41.92, 1
10:29:42.00, 1
10:29:42.45, 1
10:29:4200.00, 1
10:29:43.00, 1
10:29:44.00, 3
10:29:44.12, 1
10:29:44.32, 1
10:29:44.64, 3
10:29:45.19, 1
10:29:45.27, 1
10:29:45.31, 1
10:29:46.00, 1
10:29:46.38, 1
10:29:46.89, 1
10:29:49.51, 1
10:29:5.00, 1
10:29:50.00, 4
10:29:51.33, 1
10:29:52.00, 2
10:29:53.00, 1
10:29:53.35, 1
10:29:53.52, 1
10:29:54.00, 3
10:29:54.81, 1
10:29:55.07, 1
10:29:55.33, 1
10:29:5622.00, 1
10:29:57.00, 2
10:29:57.60, 3
10:29:58.89, 1
10:29:58.99, 1
10:29:5800.00, 1
10:29:59.00, 3
10:29:6.00, 8
10:29:7.15, 2
10:29:7.40, 1
10:29:7.45, 1
10:29:7.85, 1
10:29:9.00, 4
10:29:9.09, 1
10:29:9.10, 1
10:2:0.00, 1
10:2:0.69, 1
10:2:1.00, 1
10:2:10.75, 1
10:2:12.08, 1
10:2:13.27, 1
10:2:14.00, 1
10:2:16.79, 1
10:2:16.93, 1
10:2:18.00, 3
10:2:2.00, 2
10:2:20.00, 2
10:2:20.56, 1
10:2:2088.00, 2
10:2:21.00, 1
10:2:22.35, 1
10:2:23.00, 1
10:2:24.00, 1
10:2:24.75, 1
10:2:25.00, 2
10:2:25.64, 1
10:2:26.21, 1
10:2:27.04, 1
10:2:28.00, 1
10:2:29.27, 1
10:2:3.38, 1
10:2:3.97, 1
10:2:3005.00, 2
10:2:31.15, 1
10:2:31.76, 1
10:2:32.09, 1
10:2:32.23, 1
10:2:32.40, 1
10:2:33.00, 1
10:2:33.32, 1
10:2:34.00, 1
10:2:34.32, 1
10:2:35.00, 1
10:2:35.64, 1
10:2:36.80, 1
10:2:37.40, 2
10:2:37.48, 1
10:2:37.72, 1
10:2:38.00, 3
10:2:3816.00, 1
10:2:4.00, 1
10:2:4.01, 1
10:2:4.11, 1
10:2:4.17, 1
10:2:4.51, 1
10:2:4.93, 1
10:2:4000.00, 1
10:2:4069.00, 1
10:2:42.00, 1
10:2:42.40, 1
10:2:43.00, 1
10:2:46.00, 2
10:2:47.00, 3
10:2:48.00, 1
10:2:49.56, 1
10:2:5.00, 1
10:2:5.56, 1
10:2:51.00, 1
10:2:51.34, 1
10:2:5113.00, 2
10:2:52.68, 1
10:2:53.00, 1
10:2:5390.00, 1
10:2:54.20, 1
10:2:56.68, 1
10:2:56.94, 1
10:2:5610.00, 1
10:2:5678.00, 1
10:2:57.00, 3
10:2:5779.00, 1
10:2:58.12, 1
10:2:6.39, 1
10:2:7.00, 1
10:2:7.54, 1
10:30:0.00, 1
10:30:1.00, 2
10:30:1.45, 2
10:30:10.82, 1
10:30:11.00, 1
10:30:11.30, 1
10:30:12.00, 2
10:30:12.22, 1
10:30:12.74, 1
10:30:13.00, 1
10:30:13.09, 1
10:30:14.00, 2
10:30:14.33, 1
10:30:14.88, 1
10:30:15.00, 1
10:30:15.10, 1
10:30:16.00, 1
10:30:17.00, 1
10:30:17.05, 1
10:30:17.68, 1
10:30:18.00, 1
10:30:18.72, 1
10:30:19.00, 2
10:30:2.10, 1
10:30:2.55, 1
10:30:2.99, 1
10:30:20.00, 1
10:30:20.07, 1
10:30:20.38, 1
10:30:20.62, 1
10:30:21.00, 3
10:30:21.23, 1
10:30:21.91, 1
10:30:22.00, 1
10:30:23.00, 4
10:30:24.42, 1
10:30:25.00, 2
10:30:26.00, 1
10:30:26.24, 1
10:30:28.00, 1
10:30:28.44, 2
10:30:29.00, 2
10:30:29.18, 1
10:30:29.48, 1
10:30:3.00, 1
10:30:30.72, 1
10:30:3078.00, 1
10:30:31.00, 3
10:30:32.58, 1
10:30:33.00, 2
10:30:33.76, 1
10:30:34.73, 1
10:30:35.00, 1
10:30:35.47, 1
10:30:36.96, 1
10:30:3600.00, 1
10:30:37.00, 1
10:30:38.00, 1
10:30:39.00, 3
10:30:39.49, 1
10:30:39.65, 1
10:30:4.00, 1
10:30:40.00, 2
10:30:40.34, 1
10:30:41.00, 2
10:30:44.00, 1
10:30:44.22, 1
10:30:44.56, 1
10:30:440.00, 1
10:30:4468.00, 1
10:30:45.00, 1
10:30:45.06, 2
10:30:45.43, 2
10:30:45.73, 1
10:30:48.00, 3
10:30:48.54, 1
10:30:49.00, 1
10:30:49.41, 1
10:30:49.60, 1
10:30:494.00, 1
10:30:5.07, 1
10:30:5.11, 1
10:30:5043.00, 1
10:30:51.00, 3
10:30:51.29, 1
10:30:51.89, 3
10:30:53.00, 2
10:30:53.33, 1
10:30:54.45, 1
10:30:55.28, 1
10:30:55.64, 1
10:30:57.00, 3
10:30:57.42, 1
10:30:58.00, 2
10:30:58.36, 2
10:30:58.39, 1
10:30:59.00, 1
10:30:59.43, 1
10:30:59.85, 1
10:30:6.00, 1
10:30:6.14, 1
10:30:6.28, 1
10:30:6.96, 1
10:30:637.00, 1
10:30:7.00, 2
10:30:7.50, 1
10:30:8.00, 1
10:30:8.04, 1
10:30:8.82, 1
10:30:9.00, 2
10:31:0.00, 1
10:31:0.19, 2
10:31:0.56, 1
10:31:1.00, 2
10:31:1.19, 1
10:31:1.30, 1
10:31:1.66, 1
10:31:10.44, 1
10:31:10.59, 1
10:31:11.00, 1
10:31:11.07, 1
10:31:11.25, 2
10:31:12.09, 1
10:31:12.39, 1
10:31:14.00, 1
10:31:14.21, 1
10:31:14.35, 1
10:31:14.88, 1
10:31:15.00, 2
10:31:15.21, 1
10:31:15.90, 1
10:31:16.24, 1
10:31:16.30, 1
10:31:1600.00, 1
10:31:17.00, 2
10:31:17.10, 1
10:31:18.09, 1
10:31:18.16, 1
10:31:19.00, 1
10:31:2.07, 1
10:31:2.13, 1
10:31:2.33, 1
10:31:20.00, 1
10:31:20.09, 1
10:31:20.51, 1
10:31:21.00, 1
10:31:21.96, 1
10:31:22.00, 2
10:31:22.21, 1
10:31:23.46, 1
10:31:23.66, 1
10:31:25.00, 1
10:31:25.46, 1
10:31:26.00, 1
10:31:27.00, 1
10:31:29.76, 1
10:31:2949.00, 1
10:31:3.00, 3
10:31:31.00, 1
10:31:3146.00, 1
10:31:32.00, 2
10:31:33.80, 1
10:31:3300.00, 1
10:31:34.88, 1
10:31:36.00, 2
10:31:36.23, 1
10:31:36.96, 1
10:31:37.00, 2
10:31:37.39, 1
10:31:38.00, 1
10:31:38.27, 2
10:31:38.46, 1
10:31:39.00, 1
10:31:39.36, 1
10:31:39.46, 1
10:31:3941.00, 1
10:31:4.00, 2
10:31:4.08, 1
10:31:40.00, 2
10:31:40.51, 1
10:31:4099.00, 3
10:31:41.00, 2
10:31:41.75, 1
10:31:4161.00, 1
10:31:42.00, 1
10:31:42.07, 1
10:31:42.88, 1
10:31:43.00, 1
10:31:43.50, 1
10:31:4318.00, 1
10:31:44.03, 1
10:31:44.45, 1
10:31:44.69, 1
10:31:45.00, 4
10:31:45.12, 1
10:31:47.00, 5
10:31:47.39, 1
10:31:49.14, 1
10:31:5.00, 2
10:31:5.31, 1
10:31:50.00, 1
10:31:50.17, 3
10:31:50.87, 1
10:31:50.94, 1
10:31:51.00, 2
10:31:51.59, 1
10:31:52.00, 1
10:31:52.02, 1
10:31:52.64, 1
10:31:53.00, 2
10:31:53.17, 1
10:31:53.39, 1
10:31:5306.00, 1
10:31:54.00, 1
10:31:55.00, 1
10:31:56.00, 1
10:31:58.00, 1
10:31:59.00, 3
10:31:59.06, 1
10:31:59.20, 1
10:31:6.00, 1
10:31:6.21, 1
10:31:6.38, 1
10:31:67.00, 1
10:31:7.00, 1
10:31:7.82, 1
10:31:8.51, 3
10:31:9.21, 1
10:31:9.46, 1
10:31:9.65, 1
10:32:0.61, 1
10:32:0.64, 1
10:32:1.00, 2
10:32:10.00, 2
10:32:10.08, 1
10:32:10.47, 1
10:32:10.61, 1
10:32:11.24, 1
10:32:11.53, 1
10:32:12.00, 3
10:32:12.88, 1
10:32:13.00, 1
10:32:13.72, 2
10:32:15.00, 3
10:32:15.08, 1
10:32:15.53, 1
10:32:17.88, 1
10:32:18.00, 1
10:32:18.09, 1
10:32:18.40, 2
10:32:19.00, 2
10:32:2.00, 1
10:32:2.10, 1
10:32:2.21, 1
10:32:2.79, 2
10:32:20.00, 2
10:32:21.30, 1
10:32:21.33, 1
10:32:21.43, 1
10:32:21.73, 1
10:32:22.00, 2
10:32:22.09, 1
10:32:23.00, 1
10:32:23.55, 1
10:32:23.88, 1
10:32:24.00, 1
10:32:24.94, 1
10:32:2450.00, 1
10:32:25.00, 1
10:32:25.28, 1
10:32:25.44, 1
10:32:26.00, 2
10:32:26.65, 1
10:32:26.68, 1
10:32:26.93, 1
10:32:27.00, 1
10:32:27.35, 1
10:32:27.56, 1
10:32:28.00, 1
10:32:29.10, 1
10:32:29.12, 1
10:32:29.72, 1
10:32:3.00, 1
10:32:3.19, 4
10:32:30.33, 1
10:32:30.70, 1
10:32:30.77, 1
10:32:31.00, 1
10:32:31.53, 1
10:32:32.03, 1
10:32:32.07, 1
10:32:32.88, 1
10:32:33.80, 1
10:32:335.00, 1
10:32:34.14, 1
10:32:34.31, 1
10:32:35.56, 1
10:32:36.50, 1
10:32:37.00, 1
10:32:37.70, 1
10:32:38.00, 1
10:32:39.92, 1
10:32:4.05, 1
10:32:4.21, 1
10:32:4.72, 2
10:32:40.00, 2
10:32:41.09, 1
10:32:42.33, 1
10:32:42.83, 1
10:32:43.00, 1
10:32:43.25, 3
10:32:4360.00, 1
10:32:44.00, 1
10:32:44.88, 1
10:32:45.00, 4
10:32:45.37, 1
10:32:46.00, 4
10:32:49.00, 4
10:32:5.00, 2
10:32:50.00, 1
10:32:5013.00, 1
10:32:51.34, 1
10:32:51.61, 1
10:32:51.64, 1
10:32:52.60, 1
10:32:53.00, 2
10:32:5349.00, 1
10:32:54.00, 1
10:32:54.92, 1
10:32:55.00, 3
10:32:55.95, 1
10:32:56.00, 10
10:32:56.29, 1
10:32:56.48, 1
10:32:56.80, 1
10:32:57.00, 2
10:32:57.09, 1
10:32:57.54, 1
10:32:5735.00, 3
10:32:58.00, 1
10:32:58.53, 1
10:32:59.00, 2
10:32:7.00, 1
10:32:7.52, 1
10:32:8.01, 1
10:32:8.88, 1
10:32:9.00, 1
10:32:9.80, 2
10:33:0.13, 1
10:33:0.27, 1
10:33:0.43, 1
10:33:0.81, 1
10:33:1.00, 2
10:33:1.24, 1
10:33:10.00, 1
10:33:10.72, 1
10:33:11.10, 1
10:33:12.06, 1
10:33:12.37, 1
10:33:13.00, 1
10:33:13.01, 1
10:33:13.33, 1
10:33:13.58, 1
10:33:13.63, 2
10:33:14.88, 1
10:33:14.89, 1
10:33:15.00, 1
10:33:16.00, 1
