ifdg_GPSLongitude ,Count
0 deg 15 51.575, 1
0 deg 15 51.600, 2
0 deg 15 51.714, 1
0 deg 15 52.031, 1
0 deg 15 53.400, 1
0 deg 15 53.607, 1
0 deg 15 53.951, 1
0 deg 15 53.954, 1
0 deg 15 55.200, 1
0 deg 15 59.400, 1
0 deg 15 8.000, 1
0 deg 15 8.834, 1
0 deg 15 9.255, 1
0 deg 15 9.698, 1
0 deg 16 1.000, 1
0 deg 16 1.800, 1
0 deg 16 10.482, 2
0 deg 16 13.156, 1
0 deg 16 13.200, 1
0 deg 16 13.800, 1
0 deg 16 14.400, 1
0 deg 16 15.175, 1
0 deg 16 15.386, 2
0 deg 16 15.600, 1
0 deg 16 15.817, 2
0 deg 16 16.429, 1
0 deg 16 16.450, 1
0 deg 16 16.458, 1
0 deg 16 16.736, 1
0 deg 16 16.800, 4
0 deg 16 16.907, 1
0 deg 16 17.400, 3
0 deg 16 17.914, 1
0 deg 16 18.000, 1
0 deg 16 18.337, 2
0 deg 16 18.600, 1
0 deg 16 19.200, 1
0 deg 16 22.435, 1
0 deg 16 22.500, 1
0 deg 16 25.800, 1
0 deg 16 29.037, 2
0 deg 16 29.603, 1
0 deg 16 33.000, 2
0 deg 16 35.270, 1
0 deg 16 36.689, 1
0 deg 16 36.832, 1
0 deg 16 37.038, 5
0 deg 16 37.132, 1
0 deg 16 37.800, 1
0 deg 16 38.000, 1
0 deg 16 38.400, 6
0 deg 16 39.000, 2
0 deg 16 39.350, 1
0 deg 16 39.600, 2
0 deg 16 39.997, 2
0 deg 16 4.980, 1
0 deg 16 40.200, 2
0 deg 16 40.800, 2
0 deg 16 42.600, 2
0 deg 16 43.090, 4
0 deg 16 43.098, 1
0 deg 16 43.200, 2
0 deg 16 43.800, 3
0 deg 16 44.400, 1
0 deg 16 44.509, 1
0 deg 16 45.000, 3
0 deg 16 45.600, 7
0 deg 16 45.654, 1
0 deg 16 45.791, 1
0 deg 16 46.200, 4
0 deg 16 46.296, 1
0 deg 16 46.740, 2
0 deg 16 46.800, 3
0 deg 16 47.061, 1
0 deg 16 47.248, 1
0 deg 16 47.400, 1
0 deg 16 47.520, 1
0 deg 16 47.760, 1
0 deg 16 47.875, 1
0 deg 16 49.137, 1
0 deg 16 49.560, 1
0 deg 16 5.640, 1
0 deg 16 5.670, 1
0 deg 16 5.921, 1
0 deg 16 50.040, 1
0 deg 16 52.308, 3
0 deg 16 53.400, 2
0 deg 16 53.798, 1
0 deg 16 54.082, 1
0 deg 16 56.550, 1
0 deg 16 56.770, 1
0 deg 16 56.910, 1
0 deg 16 6.000, 1
0 deg 16 6.098, 1
0 deg 16 6.600, 1
0 deg 16 7.198, 1
0 deg 16 7.200, 2
0 deg 16 7.390, 1
0 deg 16 7.800, 4
0 deg 16 7.902, 1
0 deg 16 8.231, 2
0 deg 16 8.260, 2
0 deg 16 8.297, 1
0 deg 16 8.391, 1
0 deg 16 9.060, 1
0 deg 16 9.600, 1
0 deg 17 1.000, 1
0 deg 17 1.200, 1
0 deg 17 1.800, 2
0 deg 17 10.751, 2
0 deg 17 11.080, 1
0 deg 17 11.400, 2
0 deg 17 13.200, 1
0 deg 17 13.665, 1
0 deg 17 13.800, 2
0 deg 17 15.000, 2
0 deg 17 15.310, 1
0 deg 17 18.970, 2
0 deg 17 18.980, 1
0 deg 17 19.830, 1
0 deg 17 19.985, 1
0 deg 17 2.090, 1
0 deg 17 2.746, 1
0 deg 17 20.139, 1
0 deg 17 20.757, 1
0 deg 17 21.143, 1
0 deg 17 21.452, 1
0 deg 17 21.780, 1
0 deg 17 21.839, 1
0 deg 17 21.916, 1
0 deg 17 22.000, 1
0 deg 17 22.148, 1
0 deg 17 22.199, 1
0 deg 17 22.302, 1
0 deg 17 22.457, 1
0 deg 17 23.000, 1
0 deg 17 24.774, 1
0 deg 17 25.778, 1
0 deg 17 26.012, 1
0 deg 17 26.950, 4
0 deg 17 27.000, 1
0 deg 17 28.000, 1
0 deg 17 28.200, 1
0 deg 17 29.000, 1
0 deg 17 32.000, 2
0 deg 17 32.960, 1
0 deg 17 33.271, 1
0 deg 17 34.800, 2
0 deg 17 35.280, 1
0 deg 17 35.400, 1
0 deg 17 38.400, 1
0 deg 17 39.750, 1
0 deg 17 40.800, 1
0 deg 17 41.000, 2
0 deg 17 41.400, 2
0 deg 17 41.730, 1
0 deg 17 42.278, 1
0 deg 17 43.750, 1
0 deg 17 44.213, 1
0 deg 17 44.970, 1
0 deg 17 46.200, 1
0 deg 17 47.160, 1
0 deg 17 48.000, 1
0 deg 17 5.000, 1
0 deg 17 51.000, 1
0 deg 17 52.000, 1
0 deg 17 54.000, 1
0 deg 17 55.800, 4
0 deg 17 56.400, 1
0 deg 17 58.000, 1
0 deg 17 58.580, 2
0 deg 17 58.930, 2
0 deg 17 6.000, 1
0 deg 18 10.200, 1
0 deg 18 11.480, 1
0 deg 18 12.010, 1
0 deg 18 12.600, 1
0 deg 18 12.810, 1
0 deg 18 12.870, 1
0 deg 18 12.880, 1
0 deg 18 12.910, 2
0 deg 18 13.100, 1
0 deg 18 13.200, 1
0 deg 18 13.210, 1
0 deg 18 13.290, 1
0 deg 18 13.340, 2
0 deg 18 13.380, 2
0 deg 18 13.390, 1
0 deg 18 13.420, 1
0 deg 18 13.550, 2
0 deg 18 13.560, 1
0 deg 18 13.580, 2
0 deg 18 13.590, 2
0 deg 18 13.610, 2
0 deg 18 13.630, 1
0 deg 18 13.660, 2
0 deg 18 13.680, 2
0 deg 18 13.720, 1
0 deg 18 13.730, 1
0 deg 18 13.750, 1
0 deg 18 13.770, 1
0 deg 18 13.820, 1
0 deg 18 13.860, 1
0 deg 18 13.940, 1
0 deg 18 14.020, 1
0 deg 18 14.030, 1
0 deg 18 14.120, 2
0 deg 18 14.180, 1
0 deg 18 14.200, 1
0 deg 18 14.220, 1
0 deg 18 15.000, 1
0 deg 18 15.600, 1
0 deg 18 16.080, 1
0 deg 18 17.000, 1
0 deg 18 18.600, 1
0 deg 18 19.000, 1
0 deg 18 19.200, 1
0 deg 18 21.000, 1
0 deg 18 24.000, 1
0 deg 18 25.129, 1
0 deg 18 25.200, 1
0 deg 18 26.400, 1
0 deg 18 27.600, 1
0 deg 18 28.800, 1
0 deg 18 29.400, 5
0 deg 18 3.600, 1
0 deg 18 30.000, 5
0 deg 18 31.200, 1
0 deg 18 36.000, 1
0 deg 18 36.582, 3
0 deg 18 37.000, 3
0 deg 18 39.150, 1
0 deg 18 40.411, 2
0 deg 18 41.400, 1
0 deg 18 42.000, 1
0 deg 18 45.025, 1
0 deg 18 45.026, 1
0 deg 18 45.027, 2
0 deg 18 45.068, 1
0 deg 18 45.083, 1
0 deg 18 45.093, 1
0 deg 18 45.094, 3
0 deg 18 45.160, 1
0 deg 18 45.182, 3
0 deg 18 45.195, 3
0 deg 18 45.207, 3
0 deg 18 45.226, 4
0 deg 18 45.334, 1
0 deg 18 45.335, 2
0 deg 18 45.370, 1
0 deg 18 45.411, 1
0 deg 18 45.477, 1
0 deg 18 45.487, 1
0 deg 18 45.649, 5
0 deg 18 45.653, 2
0 deg 18 45.660, 1
0 deg 18 45.671, 1
0 deg 18 45.840, 1
0 deg 18 46.302, 1
0 deg 18 47.057, 1
0 deg 18 48.945, 1
0 deg 18 49.000, 1
0 deg 18 5.000, 1
0 deg 18 5.400, 1
0 deg 18 51.270, 1
0 deg 18 52.000, 2
0 deg 18 52.750, 1
0 deg 18 55.800, 1
0 deg 18 58.200, 2
0 deg 18 58.800, 23
0 deg 18 59.400, 7
0 deg 18 6.000, 1
0 deg 18 7.050, 1
0 deg 18 7.800, 2
0 deg 18 8.764, 1
0 deg 19 0.000, 2
0 deg 19 0.710, 3
0 deg 19 0.720, 1
0 deg 19 0.740, 1
0 deg 19 0.780, 1
0 deg 19 1.190, 1
0 deg 19 1.290, 1
0 deg 19 1.840, 1
0 deg 19 10.000, 2
0 deg 19 10.120, 1
0 deg 19 10.200, 2
0 deg 19 10.580, 1
0 deg 19 10.800, 1
0 deg 19 11.300, 1
0 deg 19 11.400, 1
0 deg 19 11.880, 1
0 deg 19 13.800, 1
0 deg 19 14.000, 1
0 deg 19 18.970, 2
0 deg 19 19.020, 2
0 deg 19 2.310, 3
0 deg 19 2.330, 1
0 deg 19 2.400, 1
0 deg 19 20.000, 1
0 deg 19 20.982, 1
0 deg 19 21.907, 1
0 deg 19 22.055, 1
0 deg 19 22.800, 7
0 deg 19 23.328, 1
0 deg 19 25.200, 2
0 deg 19 26.400, 3
0 deg 19 29.400, 2
0 deg 19 3.740, 1
0 deg 19 3.930, 1
0 deg 19 32.110, 1
0 deg 19 34.000, 1
0 deg 19 37.800, 2
0 deg 19 38.400, 2
0 deg 19 4.800, 4
0 deg 19 42.000, 1
0 deg 19 42.600, 1
0 deg 19 43.800, 1
0 deg 19 47.064, 1
0 deg 19 47.435, 1
0 deg 19 48.160, 1
0 deg 19 48.600, 1
0 deg 19 49.200, 2
0 deg 19 5.400, 1
0 deg 19 51.600, 9
0 deg 19 52.200, 1
0 deg 19 55.800, 2
0 deg 19 55.873, 1
0 deg 19 56.400, 2
0 deg 19 57.000, 1
0 deg 19 58.200, 1
0 deg 19 58.800, 3
0 deg 19 59.400, 1
0 deg 19 6.000, 2
0 deg 19 6.600, 1
0 deg 19 6.935, 1
0 deg 19 7.200, 1
0 deg 19 8.000, 1
0 deg 19 9.000, 2
0 deg 19 9.600, 1
0 deg 2 0.000, 5
0 deg 2 0.612, 1
0 deg 2 1.000, 3
0 deg 2 1.098, 1
0 deg 2 1.200, 1
0 deg 2 10.000, 7
0 deg 2 10.200, 1
0 deg 2 11.000, 15
0 deg 2 12.000, 14
0 deg 2 12.600, 1
0 deg 2 13.000, 1
0 deg 2 13.098, 1
0 deg 2 13.128, 1
0 deg 2 13.140, 1
0 deg 2 13.338, 2
0 deg 2 13.392, 2
0 deg 2 13.674, 1
0 deg 2 13.740, 1
0 deg 2 13.842, 1
0 deg 2 13.890, 1
0 deg 2 14.000, 2
0 deg 2 14.442, 1
0 deg 2 15.000, 2
0 deg 2 15.600, 1
0 deg 2 16.000, 3
0 deg 2 16.190, 1
0 deg 2 17.000, 3
0 deg 2 17.682, 1
0 deg 2 18.000, 1
0 deg 2 18.580, 1
0 deg 2 19.000, 9
0 deg 2 2.000, 1
0 deg 2 2.400, 1
0 deg 2 20.000, 9
0 deg 2 20.400, 1
0 deg 2 21.000, 5
0 deg 2 22.000, 7
0 deg 2 22.206, 1
0 deg 2 22.260, 1
0 deg 2 23.000, 14
0 deg 2 23.508, 1
0 deg 2 24.000, 15
0 deg 2 25.000, 19
0 deg 2 25.866, 2
0 deg 2 26.000, 34
0 deg 2 26.020, 1
0 deg 2 26.046, 3
0 deg 2 26.064, 1
0 deg 2 26.070, 2
0 deg 2 26.172, 1
0 deg 2 27.000, 19
0 deg 2 27.420, 1
0 deg 2 28.000, 29
0 deg 2 29.000, 22
0 deg 2 3.000, 2
0 deg 2 3.730, 1
0 deg 2 31.200, 2
0 deg 2 32.000, 1
0 deg 2 32.400, 1
0 deg 2 32.930, 1
0 deg 2 33.060, 3
0 deg 2 34.000, 1
0 deg 2 34.800, 2
0 deg 2 34.840, 1
0 deg 2 35.670, 1
0 deg 2 35.688, 1
0 deg 2 35.760, 1
0 deg 2 36.000, 1
0 deg 2 36.600, 1
0 deg 2 36.930, 1
0 deg 2 37.000, 3
0 deg 2 37.200, 1
0 deg 2 39.000, 2
0 deg 2 39.846, 1
0 deg 2 39.996, 1
0 deg 2 4.000, 3
0 deg 2 4.422, 1
0 deg 2 4.955, 14
0 deg 2 40.000, 2
0 deg 2 41.000, 2
0 deg 2 41.670, 1
0 deg 2 41.690, 2
0 deg 2 43.955, 1
0 deg 2 44.394, 1
0 deg 2 45.030, 1
0 deg 2 45.092, 4
0 deg 2 45.260, 2
0 deg 2 45.940, 1
0 deg 2 46.200, 8
0 deg 2 46.800, 1
0 deg 2 46.920, 2
0 deg 2 47.034, 1
0 deg 2 47.400, 1
0 deg 2 48.600, 1
0 deg 2 49.200, 1
0 deg 2 49.830, 1
0 deg 2 5.000, 2
0 deg 2 51.000, 3
0 deg 2 51.600, 2
0 deg 2 52.795, 1
0 deg 2 53.856, 1
0 deg 2 54.150, 1
0 deg 2 54.200, 2
0 deg 2 54.768, 1
0 deg 2 55.030, 1
0 deg 2 55.200, 1
0 deg 2 55.800, 1
0 deg 2 57.000, 3
0 deg 2 57.600, 1
0 deg 2 58.000, 2
0 deg 2 58.130, 1
0 deg 2 58.200, 5
0 deg 2 58.290, 1
0 deg 2 58.340, 1
0 deg 2 58.570, 1
0 deg 2 58.640, 1
0 deg 2 58.800, 21
0 deg 2 58.854, 1
0 deg 2 58.870, 1
0 deg 2 59.400, 2
0 deg 2 6.000, 2
0 deg 2 6.109, 23
0 deg 2 6.150, 1
0 deg 2 6.325, 15
0 deg 2 6.397, 3
0 deg 2 6.990, 1
0 deg 2 7.000, 3
0 deg 2 7.200, 1
0 deg 2 7.760, 1
0 deg 2 8.000, 8
0 deg 2 9.000, 3
0 deg 2 9.600, 1
0 deg 20 0.600, 5
0 deg 20 1.200, 1
0 deg 20 10.870, 1
0 deg 20 11.020, 1
0 deg 20 11.030, 1
0 deg 20 11.400, 1
0 deg 20 11.568, 1
0 deg 20 12.000, 1
0 deg 20 12.246, 8
0 deg 20 13.290, 1
0 deg 20 13.800, 2
0 deg 20 14.400, 2
0 deg 20 14.456, 1
0 deg 20 14.670, 1
0 deg 20 15.000, 4
0 deg 20 15.600, 1
0 deg 20 16.200, 4
0 deg 20 16.800, 2
0 deg 20 18.517, 1
0 deg 20 18.600, 1
0 deg 20 19.940, 1
0 deg 20 2.400, 3
0 deg 20 21.000, 3
0 deg 20 21.177, 1
0 deg 20 21.994, 1
0 deg 20 22.200, 4
0 deg 20 24.000, 1
0 deg 20 24.852, 1
0 deg 20 25.488, 1
0 deg 20 25.673, 1
0 deg 20 25.800, 3
0 deg 20 26.502, 1
0 deg 20 27.600, 1
0 deg 20 28.200, 1
0 deg 20 29.130, 1
0 deg 20 29.400, 4
0 deg 20 3.000, 2
0 deg 20 3.600, 1
0 deg 20 30.288, 1
0 deg 20 30.600, 1
0 deg 20 30.642, 1
0 deg 20 30.714, 1
0 deg 20 31.030, 1
0 deg 20 32.442, 1
0 deg 20 33.600, 2
0 deg 20 34.200, 1
0 deg 20 36.000, 4
0 deg 20 36.192, 1
0 deg 20 36.636, 1
0 deg 20 38.400, 5
0 deg 20 39.000, 1
0 deg 20 39.600, 1
0 deg 20 4.800, 1
0 deg 20 40.200, 1
0 deg 20 40.261, 1
0 deg 20 40.800, 1
0 deg 20 41.350, 1
0 deg 20 41.400, 3
0 deg 20 42.000, 1
0 deg 20 42.857, 1
0 deg 20 43.025, 1
0 deg 20 43.590, 1
0 deg 20 44.390, 1
0 deg 20 44.400, 1
0 deg 20 45.000, 1
0 deg 20 45.450, 1
0 deg 20 46.800, 2
0 deg 20 46.964, 4
0 deg 20 47.400, 2
0 deg 20 48.635, 2
0 deg 20 48.923, 1
0 deg 20 5.400, 1
0 deg 20 50.305, 1
0 deg 20 50.400, 1
0 deg 20 51.600, 15
0 deg 20 52.200, 21
0 deg 20 52.368, 1
0 deg 20 52.550, 1
0 deg 20 52.691, 1
0 deg 20 52.800, 41
0 deg 20 52.830, 1
0 deg 20 52.860, 1
0 deg 20 52.880, 2
0 deg 20 52.917, 1
0 deg 20 52.928, 1
0 deg 20 52.948, 1
0 deg 20 52.968, 1
0 deg 20 53.117, 1
0 deg 20 53.400, 5
0 deg 20 54.000, 1
0 deg 20 54.517, 2
0 deg 20 54.521, 2
0 deg 20 54.794, 1
0 deg 20 55.800, 2
0 deg 20 56.400, 1
0 deg 20 57.600, 1
0 deg 20 58.646, 1
0 deg 20 58.800, 2
0 deg 20 59.400, 2
0 deg 20 7.800, 1
0 deg 20 8.400, 1
0 deg 21 0.600, 1
0 deg 21 10.703, 1
0 deg 21 10.800, 1
0 deg 21 11.347, 1
0 deg 21 12.000, 1
0 deg 21 12.056, 1
0 deg 21 12.409, 1
0 deg 21 13.175, 1
0 deg 21 13.800, 1
0 deg 21 15.460, 1
0 deg 21 16.794, 1
0 deg 21 16.833, 1
0 deg 21 16.848, 1
0 deg 21 17.400, 1
0 deg 21 17.546, 1
0 deg 21 18.266, 1
0 deg 21 18.300, 1
0 deg 21 18.544, 1
0 deg 21 18.600, 1
0 deg 21 19.200, 1
0 deg 21 19.462, 1
0 deg 21 19.753, 1
0 deg 21 19.800, 1
0 deg 21 2.434, 1
0 deg 21 22.200, 1
0 deg 21 23.000, 1
0 deg 21 24.000, 1
0 deg 21 24.160, 1
0 deg 21 25.000, 1
0 deg 21 25.200, 1
0 deg 21 27.000, 2
0 deg 21 27.600, 1
0 deg 21 29.174, 1
0 deg 21 29.945, 1
0 deg 21 29.948, 2
0 deg 21 3.103, 1
0 deg 21 30.272, 1
0 deg 21 30.424, 1
0 deg 21 33.400, 1
0 deg 21 34.578, 1
0 deg 21 34.693, 1
0 deg 21 36.997, 1
0 deg 21 37.249, 1
0 deg 21 41.890, 1
0 deg 21 42.000, 1
0 deg 21 44.000, 1
0 deg 21 44.276, 1
0 deg 21 45.000, 1
0 deg 21 45.583, 1
0 deg 21 46.109, 1
0 deg 21 46.200, 1
0 deg 21 48.090, 1
0 deg 21 48.200, 1
0 deg 21 50.508, 1
0 deg 21 51.437, 1
0 deg 21 53.777, 1
0 deg 21 54.101, 1
0 deg 21 54.111, 1
0 deg 21 58.115, 1
0 deg 21 6.000, 1
0 deg 21 6.732, 1
0 deg 21 7.800, 1
0 deg 21 8.400, 1
0 deg 22 0.209, 1
0 deg 22 13.200, 1
0 deg 22 13.782, 1
0 deg 22 15.694, 1
0 deg 22 17.400, 1
0 deg 22 21.000, 1
0 deg 22 21.461, 1
0 deg 22 21.760, 1
0 deg 22 22.800, 2
0 deg 22 30.014, 1
0 deg 22 31.253, 1
0 deg 22 31.264, 1
0 deg 22 31.800, 5
0 deg 22 31.951, 1
0 deg 22 32.142, 1
0 deg 22 33.600, 3
0 deg 22 36.530, 1
0 deg 22 37.103, 1
0 deg 22 37.922, 1
0 deg 22 38.166, 1
0 deg 22 38.191, 1
0 deg 22 39.612, 1
0 deg 22 40.854, 1
0 deg 22 41.135, 1
0 deg 22 41.765, 1
0 deg 22 45.090, 1
0 deg 22 46.646, 1
0 deg 22 47.316, 1
0 deg 22 49.060, 1
0 deg 22 49.180, 1
0 deg 22 49.330, 1
0 deg 22 49.440, 1
0 deg 22 5.128, 1
0 deg 22 5.400, 1
0 deg 22 50.550, 1
0 deg 22 54.270, 1
0 deg 22 55.050, 1
0 deg 22 55.300, 1
0 deg 22 55.570, 1
0 deg 22 55.780, 1
0 deg 22 56.350, 1
0 deg 22 56.450, 1
0 deg 22 56.550, 1
0 deg 22 56.560, 1
0 deg 22 56.630, 2
0 deg 22 56.760, 1
0 deg 22 56.790, 1
0 deg 22 56.830, 1
0 deg 22 57.000, 2
0 deg 22 57.250, 1
0 deg 22 57.350, 1
0 deg 22 57.470, 1
0 deg 22 57.550, 1
0 deg 22 57.610, 1
0 deg 22 57.670, 1
0 deg 22 57.780, 2
0 deg 22 57.870, 1
0 deg 22 58.060, 1
0 deg 22 58.520, 1
0 deg 22 7.800, 1
0 deg 23 0.530, 1
0 deg 23 13.800, 1
0 deg 23 14.400, 1
0 deg 23 15.000, 1
0 deg 23 15.600, 3
0 deg 23 16.200, 4
0 deg 23 17.000, 3
0 deg 23 17.400, 2
0 deg 23 18.000, 3
0 deg 23 18.600, 2
0 deg 23 19.000, 4
0 deg 23 19.200, 8
0 deg 23 19.800, 6
0 deg 23 20.400, 19
0 deg 23 21.000, 4
0 deg 23 21.600, 12
0 deg 23 22.200, 21
0 deg 23 22.800, 6
0 deg 23 23.400, 2
0 deg 23 24.000, 1
0 deg 23 25.000, 1
0 deg 23 25.200, 6
0 deg 23 25.800, 4
0 deg 23 26.132, 1
0 deg 23 26.400, 5
0 deg 23 27.000, 1
0 deg 23 28.200, 2
0 deg 23 28.310, 1
0 deg 23 29.400, 1
0 deg 23 3.600, 1
0 deg 23 30.600, 3
0 deg 23 33.330, 4
0 deg 23 35.400, 1
0 deg 23 36.000, 1
0 deg 23 36.600, 1
0 deg 23 37.200, 1
0 deg 23 37.310, 2
0 deg 23 37.594, 2
0 deg 23 37.770, 6
0 deg 23 38.400, 1
0 deg 23 41.330, 1
0 deg 23 41.400, 1
0 deg 23 42.180, 1
0 deg 23 42.600, 1
0 deg 23 43.800, 3
0 deg 23 44.023, 1
0 deg 23 44.400, 3
0 deg 23 45.000, 1
0 deg 23 46.656, 11
0 deg 23 46.800, 2
0 deg 23 48.000, 2
0 deg 23 48.694, 1
0 deg 23 49.800, 1
0 deg 23 5.400, 1
0 deg 23 5.450, 1
0 deg 23 5.560, 1
0 deg 23 50.400, 1
0 deg 23 51.000, 1
0 deg 23 51.600, 15
0 deg 23 52.200, 8
0 deg 23 52.800, 1
0 deg 23 53.840, 2
0 deg 23 54.000, 4
0 deg 23 54.600, 1
0 deg 23 57.100, 1
0 deg 23 57.600, 3
0 deg 23 58.200, 1
0 deg 23 58.800, 1
0 deg 23 58.840, 15
0 deg 23 59.400, 4
0 deg 23 59.830, 3
0 deg 23 6.000, 5
0 deg 23 6.210, 1
0 deg 23 6.340, 1
0 deg 23 6.590, 3
0 deg 23 6.600, 2
0 deg 23 7.090, 1
0 deg 23 7.200, 1
0 deg 23 8.400, 2
0 deg 23 8.490, 1
0 deg 23 8.590, 1
0 deg 24 12.600, 1
0 deg 24 15.820, 1
0 deg 24 18.600, 1
0 deg 24 18.670, 1
0 deg 24 2.400, 1
0 deg 24 24.600, 2
0 deg 24 25.200, 3
0 deg 24 26.400, 2
0 deg 24 27.000, 2
0 deg 24 27.520, 1
0 deg 24 27.730, 1
0 deg 24 27.780, 1
0 deg 24 27.859, 1
0 deg 24 28.030, 1
0 deg 24 34.770, 1
0 deg 24 34.950, 1
0 deg 24 35.020, 4
0 deg 24 35.090, 1
0 deg 24 35.340, 1
0 deg 24 35.400, 1
0 deg 24 35.410, 1
0 deg 24 35.500, 1
0 deg 24 35.570, 1
0 deg 24 35.640, 2
0 deg 24 36.000, 4
0 deg 24 39.010, 1
0 deg 24 4.800, 1
0 deg 24 40.380, 1
0 deg 24 40.460, 1
0 deg 24 40.730, 8
0 deg 24 41.100, 1
0 deg 24 41.450, 1
0 deg 24 41.640, 1
0 deg 24 42.090, 1
0 deg 24 42.140, 5
0 deg 24 42.400, 1
0 deg 24 42.900, 16
0 deg 24 43.080, 10
0 deg 24 43.170, 4
0 deg 24 43.200, 5
0 deg 24 44.400, 1
0 deg 24 47.940, 1
0 deg 24 54.000, 1
0 deg 24 56.400, 1
0 deg 24 58.000, 1
0 deg 24 7.200, 2
0 deg 24 7.800, 1
0 deg 25 0.000, 1
0 deg 25 1.200, 1
0 deg 25 18.860, 1
0 deg 25 21.000, 1
0 deg 25 22.800, 1
0 deg 25 24.600, 2
0 deg 25 25.800, 1
0 deg 25 25.810, 1
0 deg 25 27.600, 1
0 deg 25 34.811, 1
0 deg 25 41.400, 1
0 deg 25 42.600, 1
0 deg 25 43.800, 1
0 deg 25 47.000, 1
0 deg 25 49.800, 1
0 deg 25 50.400, 2
0 deg 25 58.800, 1
0 deg 25 6.000, 1
0 deg 25 6.740, 1
0 deg 25 7.150, 2
0 deg 25 7.200, 1
0 deg 25 7.210, 1
0 deg 25 7.280, 1
0 deg 25 7.400, 3
0 deg 25 7.870, 1
0 deg 25 7.920, 1
0 deg 26 1.800, 1
0 deg 26 16.200, 1
0 deg 26 22.942, 2
0 deg 26 24.163, 2
0 deg 26 26.398, 1
0 deg 26 26.559, 2
0 deg 26 26.633, 2
0 deg 26 28.200, 2
0 deg 26 29.400, 1
0 deg 26 30.000, 1
0 deg 26 33.908, 1
0 deg 26 34.976, 1
0 deg 26 37.800, 1
0 deg 26 37.906, 1
0 deg 26 39.000, 1
0 deg 26 4.200, 1
0 deg 26 42.000, 7
0 deg 26 42.600, 3
0 deg 26 43.200, 1
0 deg 26 43.890, 1
0 deg 26 47.400, 1
0 deg 26 5.400, 1
0 deg 26 51.000, 4
0 deg 26 51.600, 10
0 deg 26 52.200, 2
0 deg 26 53.110, 1
0 deg 26 53.860, 1
0 deg 26 54.590, 1
0 deg 26 57.390, 1
0 deg 26 58.200, 2
0 deg 26 59.280, 1
0 deg 26 6.000, 1
0 deg 27 0.312, 1
0 deg 27 1.200, 2
0 deg 27 11.400, 1
0 deg 27 12.600, 1
0 deg 27 13.200, 1
0 deg 27 13.800, 2
0 deg 27 14.400, 1
0 deg 27 15.000, 1
0 deg 27 15.600, 2
0 deg 27 16.970, 1
0 deg 27 17.050, 1
0 deg 27 17.610, 1
0 deg 27 18.600, 2
0 deg 27 19.368, 1
0 deg 27 19.640, 1
0 deg 27 20.660, 1
0 deg 27 23.000, 5
0 deg 27 24.000, 4
0 deg 27 24.370, 1
0 deg 27 25.800, 2
0 deg 27 26.000, 2
0 deg 27 26.400, 2
0 deg 27 28.580, 1
0 deg 27 28.800, 1
0 deg 27 29.000, 2
0 deg 27 29.320, 1
0 deg 27 29.400, 1
0 deg 27 29.777, 1
0 deg 27 30.000, 1
0 deg 27 30.600, 6
0 deg 27 31.200, 11
0 deg 27 31.800, 5
0 deg 27 32.040, 2
0 deg 27 32.400, 15
0 deg 27 34.200, 2
0 deg 27 35.400, 1
0 deg 27 35.610, 1
0 deg 27 36.000, 1
0 deg 27 36.905, 1
0 deg 27 39.000, 1
0 deg 27 40.200, 1
0 deg 27 41.000, 2
0 deg 27 42.092, 1
0 deg 27 42.600, 1
0 deg 27 48.600, 2
0 deg 27 50.033, 1
0 deg 27 50.400, 5
0 deg 27 54.000, 1
0 deg 27 55.800, 1
0 deg 27 8.000, 2
0 deg 27 9.000, 1
0 deg 28 10.800, 1
0 deg 28 11.844, 1
0 deg 28 20.400, 1
0 deg 28 21.460, 1
0 deg 28 21.600, 1
0 deg 28 22.200, 1
0 deg 28 25.861, 1
0 deg 28 28.780, 1
0 deg 28 28.950, 2
0 deg 28 29.040, 1
0 deg 28 30.640, 1
0 deg 28 31.710, 1
0 deg 28 31.800, 1
0 deg 28 32.200, 1
0 deg 28 32.400, 2
0 deg 28 34.200, 1
0 deg 28 35.660, 1
0 deg 28 37.200, 2
0 deg 28 37.800, 1
0 deg 28 38.110, 1
0 deg 28 39.000, 1
0 deg 28 40.000, 2
0 deg 28 42.000, 1
0 deg 28 44.300, 1
0 deg 28 45.600, 1
0 deg 28 51.000, 1
0 deg 28 53.400, 2
0 deg 28 55.232, 4
0 deg 28 55.800, 3
0 deg 28 56.400, 1
0 deg 28 57.600, 1
0 deg 28 7.696, 1
0 deg 29 10.200, 1
0 deg 29 10.800, 2
0 deg 29 12.000, 2
0 deg 29 12.293, 1
0 deg 29 12.540, 1
0 deg 29 12.600, 1
0 deg 29 13.200, 2
0 deg 29 13.590, 1
0 deg 29 13.800, 2
0 deg 29 15.000, 1
0 deg 29 15.600, 1
0 deg 29 16.200, 1
0 deg 29 17.400, 1
0 deg 29 17.499, 1
0 deg 29 19.200, 1
0 deg 29 20.789, 1
0 deg 29 21.116, 1
0 deg 29 21.600, 2
0 deg 29 21.700, 1
0 deg 29 22.200, 3
0 deg 29 26.400, 1
0 deg 29 30.000, 1
0 deg 29 30.600, 1
0 deg 29 33.600, 1
0 deg 29 34.717, 1
0 deg 29 36.000, 1
0 deg 29 37.253, 1
0 deg 29 38.660, 4
0 deg 29 4.781, 1
0 deg 29 43.800, 1
0 deg 29 44.400, 1
0 deg 29 47.400, 1
0 deg 29 5.400, 2
0 deg 29 51.372, 1
