ifd1_JpegIFOffset ,Count
@ +0x6E9A = @ 0x6EA6, 4
@ +0x6E9C = @ 0x6EA8, 40
@ +0x6E9C = @ 0x6EBA, 1
@ +0x6E9E = @ 0x6EAA, 10
@ +0x6EA0 = @ 0x6EAC, 41
@ +0x6EA0 = @ 0x6EBE, 2
@ +0x6EA2 = @ 0x6EAE, 1
@ +0x6EA4 = @ 0x6EB0, 43
@ +0x6EA4 = @ 0x6EC2, 4
@ +0x6EA6 = @ 0x6EB2, 3
@ +0x6EA8 = @ 0x6EB4, 42
@ +0x6EA8 = @ 0x6EC6, 3
@ +0x6EAA = @ 0x6EB6, 6
@ +0x6EAA = @ 0x6EC8, 1
@ +0x6EAC = @ 0x6EB8, 43
@ +0x6EAC = @ 0x6ECA, 3
@ +0x6EAE = @ 0x6EBA, 1
@ +0x6EB0 = @ 0x6EBC, 42
@ +0x6EB0 = @ 0x6ECE, 3
@ +0x6EB2 = @ 0x6EBE, 2
@ +0x6EB2 = @ 0x6ED0, 1
@ +0x6EB4 = @ 0x6EC0, 59
@ +0x6EB4 = @ 0x6ED2, 3
@ +0x6EB6 = @ 0x6EC2, 4
@ +0x6EB6 = @ 0x6ED4, 1
@ +0x6EB8 = @ 0x6EC4, 40
@ +0x6EB8 = @ 0x6ED6, 3
@ +0x6EBA = @ 0x6EC6, 5
@ +0x6EBC = @ 0x6EC8, 46
@ +0x6EBC = @ 0x6EDA, 2
@ +0x6EBE = @ 0x6ECA, 5
@ +0x6EC0 = @ 0x6ECC, 31
@ +0x6EC0 = @ 0x6EDE, 2
@ +0x6EC2 = @ 0x6ECE, 4
@ +0x6EC2 = @ 0x6EE0, 1
@ +0x6EC4 = @ 0x6ED0, 50
@ +0x6EC4 = @ 0x6EE2, 1
@ +0x6EC6 = @ 0x6ED2, 3
@ +0x6EC8 = @ 0x6ED4, 46
@ +0x6EC8 = @ 0x6EE6, 1
@ +0x6ECA = @ 0x6ED6, 4
@ +0x6ECC = @ 0x6ED8, 41
@ +0x6ECC = @ 0x6EEA, 3
@ +0x6ECE = @ 0x6EDA, 1
@ +0x6ECE = @ 0x6EEC, 2
@ +0x6ED0 = @ 0x6EDC, 47
@ +0x6ED0 = @ 0x6EEE, 2
@ +0x6ED2 = @ 0x6EDE, 4
@ +0x6ED3 = @ 0x6EF1, 1
@ +0x6ED4 = @ 0x6EE0, 50
@ +0x6ED4 = @ 0x6EF2, 1
@ +0x6ED6 = @ 0x6EE2, 1
@ +0x6ED8 = @ 0x6EE4, 49
@ +0x6ED8 = @ 0x6EF6, 4
@ +0x6EDA = @ 0x6EE6, 4
@ +0x6EDB = @ 0x6EF9, 1
@ +0x6EDC = @ 0x6EE8, 41
@ +0x6EDC = @ 0x6EFA, 2
@ +0x6EDE = @ 0x6EEA, 5
@ +0x6EDE = @ 0x6EFC, 2
@ +0x6EE0 = @ 0x6EEC, 44
@ +0x6EE2 = @ 0x6EEE, 1
@ +0x6EE4 = @ 0x6EF0, 57
@ +0x6EE4 = @ 0x6F02, 6
@ +0x6EE6 = @ 0x6EF2, 7
@ +0x6EE8 = @ 0x6EF4, 43
@ +0x6EE8 = @ 0x6F06, 4
@ +0x6EEA = @ 0x6EF6, 1
@ +0x6EEB = @ 0x6F09, 1
@ +0x6EEC = @ 0x6EF8, 52
@ +0x6EEC = @ 0x6F0A, 1
@ +0x6EEE = @ 0x6EFA, 5
@ +0x6EEE = @ 0x6F0C, 1
@ +0x6EF0 = @ 0x6EFC, 45
@ +0x6EF0 = @ 0x6F0E, 6
@ +0x6EF2 = @ 0x6EFE, 3
@ +0x6EF4 = @ 0x6F00, 58
@ +0x6EF4 = @ 0x6F12, 3
@ +0x6EF5 = @ 0x6F13, 1
@ +0x6EF6 = @ 0x6F02, 5
@ +0x6EF6 = @ 0x6F14, 1
@ +0x6EF8 = @ 0x6F04, 56
@ +0x6EF8 = @ 0x6F16, 5
@ +0x6EFA = @ 0x6F06, 5
@ +0x6EFC = @ 0x6F08, 47
@ +0x6EFC = @ 0x6F1A, 2
@ +0x6EFE = @ 0x6F0A, 1
@ +0x6F00 = @ 0x6F0C, 50
@ +0x6F00 = @ 0x6F1E, 3
@ +0x6F02 = @ 0x6F0E, 5
@ +0x6F04 = @ 0x6F10, 56
@ +0x6F04 = @ 0x6F22, 1
@ +0x6F06 = @ 0x6F12, 2
@ +0x6F06 = @ 0x6F24, 4
@ +0x6F08 = @ 0x6F14, 54
@ +0x6F08 = @ 0x6F26, 3
@ +0x6F0A = @ 0x6F16, 3
@ +0x6F0C = @ 0x6F18, 57
@ +0x6F0C = @ 0x6F2A, 1
@ +0x6F0E = @ 0x6F1A, 3
@ +0x6F0E = @ 0x6F2C, 1
@ +0x6F10 = @ 0x6F1C, 36
@ +0x6F10 = @ 0x6F2E, 3
@ +0x6F12 = @ 0x6F1E, 5
@ +0x6F12 = @ 0x6F30, 1
@ +0x6F14 = @ 0x6F20, 48
@ +0x6F14 = @ 0x6F32, 7
@ +0x6F16 = @ 0x6F22, 1
@ +0x6F18 = @ 0x6F24, 43
@ +0x6F18 = @ 0x6F36, 7
@ +0x6F19 = @ 0x6F37, 1
@ +0x6F1A = @ 0x6F26, 7
@ +0x6F1A = @ 0x6F38, 1
@ +0x6F1C = @ 0x6F28, 53
@ +0x6F1C = @ 0x6F3A, 2
@ +0x6F1E = @ 0x6F2A, 5
@ +0x6F1E = @ 0x6F3C, 3
@ +0x6F20 = @ 0x6F2C, 48
@ +0x6F20 = @ 0x6F3E, 2
@ +0x6F22 = @ 0x6F2E, 3
@ +0x6F23 = @ 0x6F41, 1
@ +0x6F24 = @ 0x6F30, 54
@ +0x6F24 = @ 0x6F42, 2
@ +0x6F26 = @ 0x6F32, 6
@ +0x6F26 = @ 0x6F44, 1
@ +0x6F27 = @ 0x6F45, 1
@ +0x6F28 = @ 0x6F34, 56
@ +0x6F28 = @ 0x6F46, 1
@ +0x6F2A = @ 0x6F36, 2
@ +0x6F2C = @ 0x6F38, 49
@ +0x6F2C = @ 0x6F4A, 2
@ +0x6F2E = @ 0x6F3A, 5
@ +0x6F30 = @ 0x6F3C, 54
@ +0x6F30 = @ 0x6F4E, 3
@ +0x6F32 = @ 0x6F3E, 89
@ +0x6F34 = @ 0x6F40, 49
@ +0x6F36 = @ 0x6F42, 3
@ +0x6F36 = @ 0x6F54, 1
@ +0x6F38 = @ 0x6F44, 48
@ +0x6F38 = @ 0x6F56, 3
@ +0x6F3A = @ 0x6F46, 10
@ +0x6F3A = @ 0x6F58, 2
@ +0x6F3C = @ 0x6F48, 56
@ +0x6F3C = @ 0x6F5A, 4
@ +0x6F3E = @ 0x6F4A, 5
@ +0x6F3E = @ 0x6F5C, 3
@ +0x6F40 = @ 0x6F4C, 54
@ +0x6F40 = @ 0x6F5E, 3
@ +0x6F42 = @ 0x6F4E, 4
@ +0x6F42 = @ 0x6F60, 1
@ +0x6F44 = @ 0x6F50, 51
@ +0x6F44 = @ 0x6F62, 2
@ +0x6F46 = @ 0x6F52, 3
@ +0x6F46 = @ 0x6F64, 4
@ +0x6F48 = @ 0x6F54, 46
@ +0x6F48 = @ 0x6F66, 2
@ +0x6F4A = @ 0x6F56, 2
@ +0x6F4C = @ 0x6F58, 46
@ +0x6F4C = @ 0x6F6A, 2
@ +0x6F4E = @ 0x6F5A, 6
@ +0x6F50 = @ 0x6F5C, 40
@ +0x6F50 = @ 0x6F6E, 4
@ +0x6F52 = @ 0x6F5E, 8
@ +0x6F54 = @ 0x6F60, 43
@ +0x6F55 = @ 0x6F73, 1
@ +0x6F56 = @ 0x6F62, 3
@ +0x6F56 = @ 0x6F74, 1
@ +0x6F58 = @ 0x6F64, 50
@ +0x6F58 = @ 0x6F76, 3
@ +0x6F5A = @ 0x6F66, 4
@ +0x6F5C = @ 0x6F68, 60
@ +0x6F5C = @ 0x6F7A, 3
@ +0x6F5E = @ 0x6F6A, 8
@ +0x6F60 = @ 0x6F6C, 42
@ +0x6F60 = @ 0x6F7E, 4
@ +0x6F62 = @ 0x6F6E, 216
@ +0x6F64 = @ 0x6F70, 44
@ +0x6F64 = @ 0x6F82, 5
@ +0x6F66 = @ 0x6F72, 6
@ +0x6F68 = @ 0x6F74, 56
@ +0x6F68 = @ 0x6F86, 6
@ +0x6F6A = @ 0x6F76, 2
@ +0x6F6A = @ 0x6F88, 1
@ +0x6F6C = @ 0x6F78, 39
@ +0x6F6E = @ 0x6F7A, 5
@ +0x6F6E = @ 0x6F8C, 2
@ +0x6F70 = @ 0x6F7C, 47
@ +0x6F70 = @ 0x6F8E, 15
@ +0x6F74 = @ 0x6F80, 52
@ +0x6F74 = @ 0x6F92, 5
@ +0x6F76 = @ 0x6F82, 2
@ +0x6F76 = @ 0x6F94, 2
@ +0x6F78 = @ 0x6F84, 58
@ +0x6F78 = @ 0x6F96, 3
@ +0x6F7A = @ 0x6F86, 7
@ +0x6F7A = @ 0x6F98, 1
@ +0x6F7C = @ 0x6F88, 52
@ +0x6F7C = @ 0x6F9A, 5
@ +0x6F7E = @ 0x6F8A, 5
@ +0x6F80 = @ 0x6F8C, 60
@ +0x6F80 = @ 0x6F9E, 1
@ +0x6F82 = @ 0x6F8E, 3
@ +0x6F82 = @ 0x6FA0, 1
@ +0x6F84 = @ 0x6F90, 47
@ +0x6F84 = @ 0x6FA2, 8
@ +0x6F86 = @ 0x6F92, 3
@ +0x6F86 = @ 0x6FA4, 1
@ +0x6F88 = @ 0x6F94, 64
@ +0x6F88 = @ 0x6FA6, 5
@ +0x6F89 = @ 0x6FA7, 1
@ +0x6F8A = @ 0x6F96, 9
@ +0x6F8C = @ 0x6F98, 53
@ +0x6F8C = @ 0x6FAA, 5
@ +0x6F8E = @ 0x6F9A, 1
@ +0x6F8E = @ 0x6FAC, 1
@ +0x6F90 = @ 0x6F9C, 59
@ +0x6F90 = @ 0x6FAE, 3
@ +0x6F92 = @ 0x6F9E, 3
@ +0x6F94 = @ 0x6FA0, 58
@ +0x6F94 = @ 0x6FB2, 3
@ +0x6F96 = @ 0x6FA2, 2
@ +0x6F96 = @ 0x6FB4, 1
@ +0x6F98 = @ 0x6FA4, 59
@ +0x6F98 = @ 0x6FB6, 2
@ +0x6F9A = @ 0x6FA6, 8
@ +0x6F9A = @ 0x6FB8, 1
@ +0x6F9C = @ 0x6FA8, 46
@ +0x6F9C = @ 0x6FBA, 3
@ +0x6F9E = @ 0x6FAA, 5
@ +0x6FA0 = @ 0x6FAC, 61
@ +0x6FA0 = @ 0x6FBE, 1
@ +0x6FA2 = @ 0x6FAE, 3
@ +0x6FA4 = @ 0x6FB0, 58
@ +0x6FA5 = @ 0x6FC3, 1
@ +0x6FA6 = @ 0x6FB2, 4
@ +0x6FA6 = @ 0x6FC4, 1
@ +0x6FA8 = @ 0x6FB4, 53
@ +0x6FA8 = @ 0x6FC6, 4
@ +0x6FAA = @ 0x6FB6, 4
@ +0x6FAC = @ 0x6FB8, 48
@ +0x6FAE = @ 0x6FBA, 7
@ +0x6FB0 = @ 0x6FBC, 49
@ +0x6FB0 = @ 0x6FCE, 5
@ +0x6FB2 = @ 0x6FBE, 5
@ +0x6FB4 = @ 0x6FC0, 48
@ +0x6FB4 = @ 0x6FD2, 3
@ +0x6FB6 = @ 0x6FC2, 3
@ +0x6FB6 = @ 0x6FD4, 1
@ +0x6FB8 = @ 0x6FC4, 49
@ +0x6FB8 = @ 0x6FD6, 1
@ +0x6FB9 = @ 0x6FD7, 1
@ +0x6FBA = @ 0x6FC6, 2
@ +0x6FBC = @ 0x6FC8, 62
@ +0x6FBC = @ 0x6FDA, 3
@ +0x6FBE = @ 0x6FCA, 3
@ +0x6FC0 = @ 0x6FCC, 54
@ +0x6FC0 = @ 0x6FDE, 1
@ +0x6FC2 = @ 0x6FCE, 4
@ +0x6FC2 = @ 0x6FE0, 1
@ +0x6FC4 = @ 0x6FD0, 58
@ +0x6FC4 = @ 0x6FE2, 2
@ +0x6FC8 = @ 0x6FD4, 49
@ +0x6FC8 = @ 0x6FE6, 2
@ +0x6FCA = @ 0x6FD6, 5
@ +0x6FCC = @ 0x6FD8, 49
@ +0x6FCC = @ 0x6FEA, 7
@ +0x6FCE = @ 0x6FDA, 5
@ +0x6FCE = @ 0x6FEC, 1
@ +0x6FD0 = @ 0x6FDC, 50
@ +0x6FD0 = @ 0x6FEE, 5
@ +0x6FD2 = @ 0x6FDE, 7
@ +0x6FD4 = @ 0x6FE0, 53
@ +0x6FD4 = @ 0x6FF2, 2
@ +0x6FD6 = @ 0x6FE2, 6
@ +0x6FD8 = @ 0x6FE4, 63
@ +0x6FD8 = @ 0x6FF6, 3
@ +0x6FDA = @ 0x6FE6, 3
@ +0x6FDC = @ 0x6FE8, 50
@ +0x6FDC = @ 0x6FFA, 2
@ +0x6FDE = @ 0x6FEA, 4
@ +0x6FDE = @ 0x6FFC, 1
@ +0x6FE0 = @ 0x6FEC, 59
@ +0x6FE0 = @ 0x6FFE, 3
@ +0x6FE2 = @ 0x6FEE, 5
@ +0x6FE4 = @ 0x6FF0, 47
@ +0x6FE5 = @ 0x7003, 1
@ +0x6FE6 = @ 0x6FF2, 3
@ +0x6FE8 = @ 0x6FF4, 55
@ +0x6FE8 = @ 0x7006, 1
@ +0x6FEA = @ 0x6FF6, 2
@ +0x6FEA = @ 0x7008, 3
@ +0x6FEC = @ 0x6FF8, 59
@ +0x6FEC = @ 0x700A, 3
@ +0x6FEE = @ 0x6FFA, 6
@ +0x6FF0 = @ 0x6FFC, 51
@ +0x6FF0 = @ 0x700E, 3
@ +0x6FF2 = @ 0x6FFE, 7
@ +0x6FF4 = @ 0x7000, 53
@ +0x6FF4 = @ 0x7012, 3
@ +0x6FF8 = @ 0x7004, 50
@ +0x6FF8 = @ 0x7016, 3
@ +0x6FFA = @ 0x7006, 3
@ +0x6FFC = @ 0x7008, 55
@ +0x6FFC = @ 0x701A, 2
@ +0x6FFE = @ 0x700A, 4
@ +0x6FFE = @ 0x701C, 3
@ +0x7000 = @ 0x700C, 62
@ +0x7002 = @ 0x700E, 4
@ +0x7004 = @ 0x7010, 64
@ +0x7004 = @ 0x7022, 1
@ +0x7006 = @ 0x7012, 4
@ +0x7008 = @ 0x7014, 65
@ +0x7008 = @ 0x7026, 4
@ +0x700A = @ 0x7016, 3
@ +0x700C = @ 0x7018, 58
@ +0x700C = @ 0x702A, 2
@ +0x700E = @ 0x701A, 7
@ +0x700E = @ 0x702C, 1
@ +0x7010 = @ 0x701C, 58
@ +0x7010 = @ 0x702E, 2
@ +0x7012 = @ 0x701E, 3
@ +0x7014 = @ 0x7020, 46
@ +0x7014 = @ 0x7032, 4
@ +0x7016 = @ 0x7022, 5
@ +0x7018 = @ 0x7024, 57
@ +0x7018 = @ 0x7036, 3
@ +0x7019 = @ 0x7037, 1
@ +0x701A = @ 0x7026, 2
@ +0x701C = @ 0x7028, 58
@ +0x701C = @ 0x703A, 22
@ +0x701E = @ 0x702A, 3
@ +0x701E = @ 0x703C, 1
@ +0x7020 = @ 0x702C, 57
@ +0x7020 = @ 0x703E, 2
@ +0x7022 = @ 0x702E, 3
@ +0x7022 = @ 0x7040, 1
@ +0x7024 = @ 0x7030, 61
@ +0x7024 = @ 0x7042, 2
@ +0x7026 = @ 0x7032, 2
@ +0x7026 = @ 0x7044, 1
@ +0x7028 = @ 0x7034, 58
@ +0x7028 = @ 0x7046, 3
@ +0x702A = @ 0x7036, 2
@ +0x702C = @ 0x7038, 53
@ +0x702C = @ 0x704A, 1
@ +0x702E = @ 0x703A, 5
@ +0x7030 = @ 0x703C, 58
@ +0x7030 = @ 0x704E, 3
@ +0x7032 = @ 0x703E, 5
@ +0x7034 = @ 0x7040, 56
@ +0x7036 = @ 0x7042, 8
@ +0x7038 = @ 0x7044, 58
@ +0x7038 = @ 0x7056, 5
@ +0x703A = @ 0x7046, 7
@ +0x703C = @ 0x7048, 65
@ +0x703C = @ 0x705A, 6
@ +0x703E = @ 0x704A, 3
@ +0x703E = @ 0x705C, 1
@ +0x7040 = @ 0x704C, 47
@ +0x7040 = @ 0x705E, 6
@ +0x7042 = @ 0x704E, 4
@ +0x7044 = @ 0x7050, 48
@ +0x7044 = @ 0x7062, 5
@ +0x7046 = @ 0x7052, 9
@ +0x7046 = @ 0x7064, 2
@ +0x7048 = @ 0x7054, 51
@ +0x7048 = @ 0x7066, 3
@ +0x704A = @ 0x7056, 4
@ +0x704C = @ 0x7058, 69
@ +0x704C = @ 0x706A, 2
@ +0x704E = @ 0x705A, 2
@ +0x704E = @ 0x706C, 1
@ +0x7050 = @ 0x705C, 64
@ +0x7050 = @ 0x706E, 2
@ +0x7052 = @ 0x705E, 5
@ +0x7053 = @ 0x7071, 2
@ +0x7054 = @ 0x7060, 54
@ +0x7054 = @ 0x7072, 9
@ +0x7056 = @ 0x7062, 4
@ +0x7058 = @ 0x7064, 57
@ +0x7058 = @ 0x7076, 2
@ +0x705A = @ 0x7066, 3
@ +0x705C = @ 0x7068, 63
@ +0x705C = @ 0x707A, 5
@ +0x705E = @ 0x706A, 1
@ +0x705E = @ 0x707C, 1
@ +0x7060 = @ 0x706C, 55
@ +0x7060 = @ 0x707E, 3
@ +0x7062 = @ 0x706E, 2
@ +0x7062 = @ 0x7080, 5
@ +0x7063 = @ 0x7081, 1
@ +0x7064 = @ 0x7070, 41
@ +0x7064 = @ 0x7082, 1
@ +0x7066 = @ 0x7072, 8
@ +0x7068 = @ 0x7074, 54
@ +0x7068 = @ 0x7086, 3
@ +0x706C = @ 0x7078, 60
@ +0x706C = @ 0x708A, 6
@ +0x706E = @ 0x707A, 1
@ +0x706E = @ 0x708C, 2
@ +0x7070 = @ 0x707C, 53
@ +0x7070 = @ 0x708E, 4
@ +0x7072 = @ 0x707E, 5
@ +0x7074 = @ 0x7080, 59
@ +0x7074 = @ 0x7092, 3
@ +0x7076 = @ 0x7082, 4
@ +0x7078 = @ 0x7084, 64
@ +0x7078 = @ 0x7096, 2
@ +0x707A = @ 0x7086, 3
@ +0x707A = @ 0x7098, 1
@ +0x707C = @ 0x7088, 58
@ +0x707C = @ 0x709A, 4
@ +0x707E = @ 0x708A, 4
@ +0x7080 = @ 0x708C, 59
@ +0x7080 = @ 0x709E, 7
@ +0x7082 = @ 0x708E, 7
@ +0x7082 = @ 0x70A0, 1
@ +0x7084 = @ 0x7090, 52
@ +0x7084 = @ 0x70A2, 4
@ +0x7086 = @ 0x7092, 2
@ +0x7086 = @ 0x70A4, 1
@ +0x7088 = @ 0x7094, 56
@ +0x7088 = @ 0x70A6, 3
@ +0x708A = @ 0x7096, 5
@ +0x708C = @ 0x7098, 57
@ +0x708C = @ 0x70AA, 2
@ +0x708E = @ 0x709A, 5
@ +0x7090 = @ 0x709C, 57
@ +0x7092 = @ 0x709E, 9
@ +0x7092 = @ 0x70B0, 1
@ +0x7094 = @ 0x70A0, 54
@ +0x7094 = @ 0x70B2, 5
@ +0x7096 = @ 0x70A2, 5
@ +0x7096 = @ 0x70B4, 1
@ +0x7098 = @ 0x70A4, 67
@ +0x7098 = @ 0x70B6, 2
@ +0x709A = @ 0x70A6, 3
@ +0x709C = @ 0x70A8, 51
@ +0x709C = @ 0x70BA, 4
@ +0x709E = @ 0x70AA, 6
@ +0x70A0 = @ 0x70AC, 65
@ +0x70A0 = @ 0x70BE, 5
@ +0x70A2 = @ 0x70AE, 2
@ +0x70A2 = @ 0x70C0, 2
@ +0x70A3 = @ 0x70C1, 1
@ +0x70A4 = @ 0x70B0, 71
@ +0x70A4 = @ 0x70C2, 1
@ +0x70A6 = @ 0x70B2, 5
@ +0x70A8 = @ 0x70B4, 45
@ +0x70A8 = @ 0x70C6, 5
@ +0x70AA = @ 0x70B6, 1
@ +0x70AC = @ 0x70B8, 74
@ +0x70AC = @ 0x70CA, 3
@ +0x70AD = @ 0x70CB, 1
@ +0x70AE = @ 0x70BA, 6
@ +0x70AE = @ 0x70CC, 1
@ +0x70B0 = @ 0x70BC, 56
@ +0x70B0 = @ 0x70CE, 1
@ +0x70B2 = @ 0x70BE, 6
@ +0x70B2 = @ 0x70D0, 2
@ +0x70B4 = @ 0x70C0, 61
@ +0x70B4 = @ 0x70D2, 1
@ +0x70B6 = @ 0x70C2, 5
@ +0x70B8 = @ 0x70C4, 64
@ +0x70B8 = @ 0x70D6, 6
@ +0x70BA = @ 0x70C6, 3
@ +0x70BC = @ 0x70C8, 45
@ +0x70BC = @ 0x70DA, 4
@ +0x70BE = @ 0x70CA, 3
@ +0x70C0 = @ 0x70CC, 60
@ +0x70C0 = @ 0x70DE, 4
@ +0x70C2 = @ 0x70CE, 6
@ +0x70C4 = @ 0x70D0, 59
@ +0x70C4 = @ 0x70E2, 5
@ +0x70C6 = @ 0x70D2, 5
@ +0x70C6 = @ 0x70E4, 1
@ +0x70C8 = @ 0x70D4, 53
@ +0x70C8 = @ 0x70E6, 2
@ +0x70C9 = @ 0x70E7, 2
@ +0x70CA = @ 0x70D6, 4
@ +0x70CA = @ 0x70E8, 1
@ +0x70CC = @ 0x70D8, 62
@ +0x70CC = @ 0x70EA, 4
@ +0x70CE = @ 0x70DA, 5
@ +0x70CE = @ 0x70EC, 3
@ +0x70D0 = @ 0x70DC, 56
@ +0x70D0 = @ 0x70EE, 3
@ +0x70D2 = @ 0x70DE, 6
@ +0x70D4 = @ 0x70E0, 45
@ +0x70D4 = @ 0x70F2, 1
@ +0x70D6 = @ 0x70E2, 5
@ +0x70D8 = @ 0x70E4, 61
@ +0x70D8 = @ 0x70F6, 3
@ +0x70DA = @ 0x70E6, 3
@ +0x70DA = @ 0x70F8, 1
@ +0x70DC = @ 0x70E8, 61
@ +0x70DC = @ 0x70FA, 8
@ +0x70DE = @ 0x70EA, 2
@ +0x70DE = @ 0x70FC, 2
@ +0x70E0 = @ 0x70EC, 39
@ +0x70E0 = @ 0x70FE, 6
@ +0x70E1 = @ 0x70FF, 1
@ +0x70E2 = @ 0x70EE, 5
@ +0x70E4 = @ 0x70F0, 44
@ +0x70E4 = @ 0x7102, 1
@ +0x70E6 = @ 0x70F2, 1
@ +0x70E8 = @ 0x70F4, 64
@ +0x70E8 = @ 0x7106, 6
@ +0x70EA = @ 0x70F6, 5
@ +0x70EA = @ 0x7108, 1
@ +0x70EB = @ 0x7109, 1
@ +0x70EC = @ 0x70F8, 68
@ +0x70EC = @ 0x710A, 1
@ +0x70EE = @ 0x70FA, 6
@ +0x70F0 = @ 0x70FC, 53
@ +0x70F0 = @ 0x710E, 1
@ +0x70F2 = @ 0x70FE, 5
@ +0x70F2 = @ 0x7110, 1
@ +0x70F4 = @ 0x7100, 54
@ +0x70F4 = @ 0x7112, 4
@ +0x70F6 = @ 0x7102, 5
@ +0x70F6 = @ 0x7114, 1
@ +0x70F8 = @ 0x7104, 77
@ +0x70F8 = @ 0x7116, 1
@ +0x70FA = @ 0x7106, 4
@ +0x70FC = @ 0x7108, 61
@ +0x70FC = @ 0x711A, 4
@ +0x70FE = @ 0x710A, 6
@ +0x70FE = @ 0x711C, 1
@ +0x7100 = @ 0x710C, 48
@ +0x7100 = @ 0x711E, 2
@ +0x7102 = @ 0x710E, 3
@ +0x7102 = @ 0x7120, 1
@ +0x7104 = @ 0x7110, 68
@ +0x7104 = @ 0x7122, 6
@ +0x7106 = @ 0x7112, 5
@ +0x7106 = @ 0x7124, 3
@ +0x7108 = @ 0x7114, 55
@ +0x7108 = @ 0x7126, 2
@ +0x710A = @ 0x7116, 2
@ +0x710A = @ 0x7128, 1
@ +0x710C = @ 0x7118, 69
@ +0x710E = @ 0x711A, 1
@ +0x710E = @ 0x712C, 2
@ +0x7110 = @ 0x711C, 54
@ +0x7110 = @ 0x712E, 2
@ +0x7112 = @ 0x711E, 6
@ +0x7112 = @ 0x7130, 1
@ +0x7114 = @ 0x7120, 53
@ +0x7114 = @ 0x7132, 5
@ +0x7116 = @ 0x7122, 6
@ +0x7116 = @ 0x7134, 1
@ +0x7118 = @ 0x7124, 61
@ +0x7119 = @ 0x7137, 2
@ +0x711A = @ 0x7126, 2
@ +0x711A = @ 0x7138, 3
@ +0x711C = @ 0x7128, 56
@ +0x711C = @ 0x713A, 6
@ +0x711E = @ 0x712A, 1
@ +0x711E = @ 0x713C, 2
@ +0x7120 = @ 0x712C, 70
@ +0x7120 = @ 0x713E, 2
@ +0x7122 = @ 0x712E, 4
@ +0x7122 = @ 0x7140, 3
@ +0x7124 = @ 0x7130, 69
@ +0x7124 = @ 0x7142, 2
@ +0x7126 = @ 0x7132, 1
@ +0x7128 = @ 0x7134, 62
@ +0x712A = @ 0x7136, 5
@ +0x712C = @ 0x7138, 60
@ +0x712C = @ 0x714A, 4
@ +0x712E = @ 0x713A, 8
@ +0x712E = @ 0x714C, 2
@ +0x7130 = @ 0x713C, 64
@ +0x7130 = @ 0x714E, 4
@ +0x7132 = @ 0x713E, 11
@ +0x7134 = @ 0x7140, 67
@ +0x7134 = @ 0x7152, 2
@ +0x7136 = @ 0x7142, 9
@ +0x7138 = @ 0x7144, 73
@ +0x7138 = @ 0x7156, 4
@ +0x713A = @ 0x7146, 6
@ +0x713A = @ 0x7158, 2
@ +0x713C = @ 0x7148, 52
@ +0x713C = @ 0x715A, 4
@ +0x713E = @ 0x714A, 3
@ +0x7140 = @ 0x714C, 57
@ +0x7140 = @ 0x715E, 1
@ +0x7142 = @ 0x714E, 2
@ +0x7142 = @ 0x7160, 1
@ +0x7143 = @ 0x7161, 1
@ +0x7144 = @ 0x7150, 54
@ +0x7144 = @ 0x7162, 4
@ +0x7146 = @ 0x7152, 6
@ +0x7146 = @ 0x7164, 2
@ +0x7148 = @ 0x7154, 68
@ +0x7148 = @ 0x7166, 5
@ +0x714A = @ 0x7156, 1
@ +0x714A = @ 0x7168, 1
@ +0x714C = @ 0x7158, 63
@ +0x714C = @ 0x716A, 3
@ +0x714E = @ 0x715A, 2
@ +0x7150 = @ 0x715C, 65
@ +0x7150 = @ 0x716E, 5
@ +0x7152 = @ 0x715E, 7
@ +0x7152 = @ 0x7170, 2
@ +0x7154 = @ 0x7160, 74
@ +0x7154 = @ 0x7172, 1
@ +0x7156 = @ 0x7162, 4
@ +0x7158 = @ 0x7164, 55
@ +0x7158 = @ 0x7176, 1
@ +0x715A = @ 0x7166, 7
@ +0x715A = @ 0x7178, 2
@ +0x715C = @ 0x7168, 58
@ +0x715C = @ 0x717A, 4
@ +0x715E = @ 0x716A, 7
@ +0x715E = @ 0x717C, 1
@ +0x7160 = @ 0x716C, 55
@ +0x7160 = @ 0x717E, 4
@ +0x7162 = @ 0x716E, 7
@ +0x7164 = @ 0x7170, 51
@ +0x7164 = @ 0x7182, 2
@ +0x7166 = @ 0x7172, 3
@ +0x7166 = @ 0x7184, 1
@ +0x7168 = @ 0x7174, 67
@ +0x7168 = @ 0x7186, 4
@ +0x716A = @ 0x7176, 5
@ +0x716C = @ 0x7178, 54
@ +0x716C = @ 0x718A, 3
@ +0x716E = @ 0x717A, 1
@ +0x716E = @ 0x718C, 3
@ +0x716F = @ 0x718D, 1
@ +0x7170 = @ 0x717C, 62
@ +0x7170 = @ 0x718E, 4
@ +0x7172 = @ 0x717E, 5
@ +0x7172 = @ 0x7190, 2
@ +0x7174 = @ 0x7180, 76
@ +0x7174 = @ 0x7192, 5
@ +0x7176 = @ 0x7182, 2
@ +0x7176 = @ 0x7194, 1
@ +0x7178 = @ 0x7184, 49
@ +0x7178 = @ 0x7196, 5
@ +0x717A = @ 0x7186, 6
@ +0x717A = @ 0x7198, 1
@ +0x717C = @ 0x7188, 75
@ +0x717C = @ 0x719A, 2
@ +0x717E = @ 0x718A, 6
@ +0x7180 = @ 0x718C, 46
@ +0x7180 = @ 0x719E, 4
@ +0x7182 = @ 0x718E, 7
@ +0x7184 = @ 0x7190, 55
