ifds_ExposureTime ,Count
1/2557 s, 4
1/2559 s, 1
1/256 s, 93
1/2560 s, 5
1/2562 s, 1
1/2564 s, 119
1/2565 s, 1
1/2566 s, 1
1/2568 s, 6
1/257 s, 85
1/2570 s, 2
1/2571 s, 8
1/2576 s, 6
1/2578 s, 1
1/258 s, 79
1/2581 s, 3
1/2583 s, 2
1/2584 s, 147
1/2589 s, 1
1/259 s, 58
1/2590 s, 1
1/2592 s, 5
1/2597 s, 1
1/2598 s, 1
1/2599 s, 1
1/26 s, 84
1/260 s, 119
1/2600 s, 10
1/2602 s, 1
1/2604 s, 3
1/2606 s, 22
1/2608 s, 9
1/2609 s, 1
1/261 s, 45
1/2610 s, 1
1/2613 s, 6
1/2614 s, 1
1/2615 s, 1
1/2616 s, 5
1/2617 s, 1
1/2618 s, 1
1/262 s, 73
1/2622 s, 9
1/2624 s, 9
1/2627 s, 8
1/2628 s, 11
1/263 s, 78
1/2631 s, 2
1/2632 s, 143
1/2637 s, 1
1/2639 s, 45
1/264 s, 51
1/2640 s, 4
1/2642 s, 1
1/2645 s, 1
1/2646 s, 1
1/2648 s, 9
1/2649 s, 1
1/265 s, 76
1/2654 s, 1
1/2655 s, 7
1/2656 s, 5
1/2659 s, 1
1/266 s, 42
1/2660 s, 2
1/2664 s, 5
1/2666 s, 13
1/267 s, 107
1/2670 s, 2
1/2671 s, 1
1/2672 s, 3
1/2673 s, 1
1/2675 s, 1
1/2678 s, 1
1/268 s, 63
1/2680 s, 2
1/2684 s, 8
1/2686 s, 1
1/2687 s, 6
1/2688 s, 6
1/269 s, 56
1/2696 s, 3
1/2699 s, 7
1/27 s, 76
1/270 s, 128
1/2702 s, 7
1/2704 s, 8
1/2708 s, 1
1/271 s, 68
1/2710 s, 174
1/2712 s, 3
1/2714 s, 9
1/2715 s, 3
1/272 s, 189
1/2720 s, 2
1/2721 s, 1
1/2723 s, 1
1/2725 s, 2
1/2727 s, 11
1/2728 s, 6
1/2729 s, 1
1/273 s, 37
1/2732 s, 2
1/2736 s, 4
1/274 s, 74
1/2740 s, 114
1/2742 s, 194
1/2743 s, 2
1/2744 s, 4
1/2747 s, 35
1/275 s, 78
1/2752 s, 7
1/2758 s, 1
1/276 s, 77
1/2760 s, 10
1/2762 s, 131
1/2765 s, 1
1/2768 s, 3
1/2769 s, 1
1/277 s, 49
1/2771 s, 1
1/2773 s, 4
1/2776 s, 2
1/2777 s, 5
1/27778 s, 9
1/2778 s, 2
1/278 s, 57
1/2784 s, 8
1/2785 s, 2
1/2788 s, 6
1/279 s, 67
1/2792 s, 2
1/2793 s, 1
1/2798 s, 14
1/2799 s, 14
1/28 s, 83
1/280 s, 70
1/2800 s, 6
1/2803 s, 3
1/28035 s, 1
1/2808 s, 4
1/281 s, 33
1/2811 s, 3
1/2812 s, 1
1/2815 s, 1
1/2816 s, 5
1/2817 s, 42
1/2818 s, 2
1/282 s, 85
1/2820 s, 1
1/2824 s, 9
1/2825 s, 45
1/2828 s, 1
1/283 s, 45
1/2832 s, 4
1/2834 s, 1
1/2836 s, 1
1/284 s, 90
1/2840 s, 2
1/2844 s, 1
1/2845 s, 1
1/2848 s, 8
1/2849 s, 3
1/285 s, 56
1/2851 s, 1
1/2854 s, 1
1/2856 s, 2
1/2857 s, 144
1/286 s, 38
1/2860 s, 17
1/2861 s, 1
1/2864 s, 3
1/2865 s, 6
1/2866 s, 1
1/2868 s, 1
1/287 s, 61
1/2870 s, 1
1/2872 s, 5
1/2875 s, 1
1/2878 s, 1
1/288 s, 45
1/2880 s, 7
1/2881 s, 1
1/2888 s, 4
1/289 s, 53
1/2891 s, 1
1/2896 s, 6
1/2898 s, 2
1/2899 s, 3
1/29 s, 108
1/290 s, 150
1/2901 s, 1
1/2902 s, 1
1/2904 s, 4
1/2907 s, 127
1/291 s, 68
1/2912 s, 5
1/2913 s, 1
1/2914 s, 1
1/2915 s, 1
1/292 s, 25
1/2920 s, 1
1/2921 s, 1
1/2923 s, 1
1/2928 s, 5
1/2929 s, 2
1/293 s, 79
1/2931 s, 2
1/2933 s, 108
1/2936 s, 2
1/294 s, 60
1/2941 s, 1
1/29412 s, 3
1/2943 s, 5
1/2944 s, 3
1/2948 s, 1
1/295 s, 67
1/2952 s, 1
1/2959 s, 9
1/296 s, 76
1/2960 s, 1
1/2961 s, 3
1/2962 s, 1
1/2963 s, 1
1/2967 s, 3
1/2968 s, 4
1/297 s, 132
1/2970 s, 1
1/2975 s, 5
1/2976 s, 8
1/2977 s, 1
1/2979 s, 1
1/298 s, 58
1/2980 s, 1
1/2983 s, 1
1/2984 s, 4
1/2986 s, 1
1/2988 s, 1
1/299 s, 59
1/2991 s, 4
1/2992 s, 1
1/2994 s, 1
1/3 s, 691
1/30 s, 38979
1/300 s, 223
1/3000 s, 108
1/3008 s, 9
1/301 s, 36
1/3012 s, 155
1/3014 s, 1
1/3015 s, 1
1/3016 s, 135
1/30165 s, 2
1/3018 s, 6
1/302 s, 71
1/3021 s, 2
1/3023 s, 27
1/3024 s, 4
1/3028 s, 1
1/303 s, 47
1/3030 s, 36
1/3032 s, 3
1/3036 s, 1
1/304 s, 76
1/3040 s, 25
1/3047 s, 1
1/3048 s, 4
1/3049 s, 44
1/305 s, 71
1/3056 s, 2
1/3057 s, 4
1/30574 s, 1
1/306 s, 59
1/3061 s, 39
1/3064 s, 1
1/3067 s, 129
1/307 s, 49
1/3072 s, 2
1/3074 s, 4
1/3076 s, 4
1/308 s, 71
1/3080 s, 1
1/3088 s, 2
1/309 s, 50
1/3090 s, 3
1/3095 s, 1
1/3096 s, 4
1/31 s, 44
1/310 s, 116
1/3100 s, 1
1/3104 s, 2
1/3107 s, 1
1/311 s, 70
1/3110 s, 11
1/3112 s, 4
1/3113 s, 1
1/312 s, 56
1/3120 s, 3
1/3125 s, 1
1/3126 s, 1
1/313 s, 50
1/3133 s, 1
1/3136 s, 3
1/314 s, 58
1/3141 s, 4
1/3146 s, 12
1/3149 s, 8
1/315 s, 73
1/3152 s, 1
1/3153 s, 1
1/3158 s, 2
1/316 s, 40
1/3160 s, 3
1/3165 s, 106
1/3168 s, 2
1/317 s, 68
1/318 s, 53
1/3184 s, 7
1/3185 s, 2
1/319 s, 65
1/3191 s, 1
1/3192 s, 6
1/3194 s, 1
1/3195 s, 121
1/32 s, 452
1/320 s, 25455
1/3200 s, 1170
1/3201 s, 3
1/3207 s, 1
1/3208 s, 2
1/321 s, 86
1/3210 s, 4
1/3215 s, 1
1/3216 s, 3
1/3217 s, 1
1/3218 s, 1
1/322 s, 25
1/3224 s, 5
1/3225 s, 3
1/3226 s, 7
1/3227 s, 5
1/3229 s, 4
1/323 s, 73
1/3232 s, 1
1/3236 s, 1
1/324 s, 141
1/3242 s, 2
1/3243 s, 1
1/3245 s, 5
1/3247 s, 111
1/325 s, 30
1/3254 s, 2
1/3256 s, 8
1/3258 s, 1
1/326 s, 50
1/3260 s, 1
1/3261 s, 1
1/3262 s, 4
1/3264 s, 5
1/327 s, 35
1/328 s, 72
1/3280 s, 7
1/3286 s, 7
1/3288 s, 6
1/329 s, 62
1/3296 s, 5
1/3298 s, 2
1/33 s, 4305
1/330 s, 85
1/3300 s, 35
1/3302 s, 1
1/3304 s, 10
1/331 s, 80
1/3311 s, 1
1/3312 s, 3
1/3316 s, 3
1/332 s, 54
1/3320 s, 4
1/3327 s, 26
1/3328 s, 1
1/333 s, 43
1/3333 s, 17
1/3334 s, 2
1/3336 s, 3
1/334 s, 37
1/3343 s, 1
1/3344 s, 1
1/3346 s, 1
1/335 s, 82
1/3352 s, 155
1/3354 s, 1
1/336 s, 44
1/3360 s, 2
1/3367 s, 26
1/3368 s, 1
1/337 s, 62
1/3370 s, 3
1/3373 s, 1
1/3376 s, 3
1/3378 s, 2
1/338 s, 55
1/3381 s, 1
1/3384 s, 4
1/3385 s, 1
1/3388 s, 5
1/339 s, 114
1/3390 s, 93
1/3392 s, 1
1/34 s, 198
1/340 s, 40
1/3400 s, 3
1/3402 s, 1
1/3404 s, 1
1/3407 s, 6
1/341 s, 48
1/3413 s, 9
1/3416 s, 3
1/34160 s, 1
1/342 s, 21
1/3423 s, 1
1/3425 s, 126
1/3427 s, 1
1/3428 s, 5
1/343 s, 91
1/3430 s, 1
1/3432 s, 3
1/3434 s, 1
1/3436 s, 17
1/344 s, 12
1/3440 s, 2
1/3442 s, 4
1/3444 s, 13
1/3448 s, 3
1/345 s, 51
1/3456 s, 2
1/346 s, 37
1/3460 s, 121
1/3463 s, 1
1/347 s, 107
1/3472 s, 4
1/348 s, 25
1/3480 s, 4
1/3481 s, 4
1/3488 s, 1
1/349 s, 43
1/3495 s, 9
1/3496 s, 2
1/35 s, 67
1/350 s, 3881
1/3508 s, 1
1/351 s, 78
1/3512 s, 2
1/3519 s, 10
1/352 s, 27
1/3528 s, 2
1/353 s, 106
1/3530 s, 1
1/3536 s, 5
1/3538 s, 1
1/354 s, 63
1/3544 s, 2
1/355 s, 63
1/3552 s, 1
1/3558 s, 9
1/356 s, 48
1/3560 s, 4
1/3563 s, 5
1/3565 s, 1
1/3569 s, 1
1/357 s, 64
1/3571 s, 5
1/35712 s, 1
1/3577 s, 4
1/3578 s, 1
1/358 s, 33
1/3583 s, 1
1/3584 s, 2
1/3589 s, 1
1/359 s, 68
1/3592 s, 1
1/3596 s, 3
1/3597 s, 33
1/3599 s, 13
1/36 s, 215
1/360 s, 67
1/3600 s, 1
1/3603 s, 1
1/3605 s, 1
1/3607 s, 1
1/361 s, 58
1/3613 s, 1
1/3614 s, 1
1/3616 s, 3
1/362 s, 33
1/3623 s, 90
1/3624 s, 2
1/363 s, 104
1/3631 s, 1
1/3632 s, 8
1/3635 s, 7
1/3636 s, 4
1/3637 s, 1
1/364 s, 51
1/3640 s, 4
1/3641 s, 4
1/3648 s, 1
1/365 s, 40
1/3655 s, 5
1/366 s, 46
1/3664 s, 1
1/3666 s, 10
1/367 s, 27
1/3672 s, 2
1/3675 s, 7
1/368 s, 60
1/3680 s, 2
1/3687 s, 1
1/3688 s, 3
1/369 s, 60
1/3690 s, 95
1/3694 s, 3
1/3695 s, 1
1/37 s, 43
1/370 s, 58
1/3704 s, 2
1/371 s, 37
1/3712 s, 1
1/3715 s, 3
1/372 s, 48
1/3720 s, 2
1/3722 s, 1
1/3728 s, 1
1/373 s, 50
1/3731 s, 117
1/3735 s, 1
1/374 s, 23
1/3744 s, 3
1/3749 s, 2
1/375 s, 51
1/3750 s, 8
1/3752 s, 4
1/3756 s, 1
1/3759 s, 1
1/376 s, 32
1/3760 s, 2
1/3769 s, 1
1/377 s, 62
1/3771 s, 123
1/3774 s, 1
1/3776 s, 4
1/3779 s, 4
1/378 s, 38
1/3781 s, 1
1/3784 s, 1
1/3788 s, 18
1/379 s, 39
1/3792 s, 3
1/3796 s, 2
1/38 s, 54
1/380 s, 130
1/381 s, 27
1/3816 s, 2
1/3817 s, 7
1/3818 s, 1
1/382 s, 77
1/3821 s, 1
1/3822 s, 1
1/3823 s, 1
1/3824 s, 3
1/383 s, 45
1/3831 s, 2
1/3838 s, 133
1/384 s, 68
1/3846 s, 2
1/3848 s, 1
1/385 s, 81
1/3852 s, 1
1/3854 s, 1
1/3857 s, 1
1/3858 s, 1
1/3859 s, 4
1/386 s, 51
1/3861 s, 7
1/3864 s, 2
1/387 s, 106
1/3876 s, 106
1/388 s, 39
1/3880 s, 10
1/3888 s, 1
1/389 s, 52
1/39 s, 186
1/390 s, 41
1/3901 s, 1
1/3908 s, 1
1/3909 s, 1
1/391 s, 48
1/3916 s, 1
1/3918 s, 1
1/392 s, 65
1/3920 s, 6
1/3922 s, 6
1/3928 s, 3
1/393 s, 35
1/3932 s, 17
1/3933 s, 1
1/3934 s, 1
1/3936 s, 5
1/394 s, 61
1/3943 s, 4
1/3949 s, 1
1/395 s, 14
1/3951 s, 1
1/3952 s, 2
1/3953 s, 88
1/3955 s, 3
1/396 s, 36
1/3960 s, 2
1/3965 s, 2
1/3968 s, 34
1/397 s, 68
1/3973 s, 1
1/3977 s, 1
1/3978 s, 10
1/3979 s, 1
1/398 s, 40
1/3984 s, 5
1/3986 s, 4
1/399 s, 21
1/3992 s, 2
1/3997 s, 1
1/4 s, 4219
1/40 s, 17079
1/400 s, 25627
1/4000 s, 2066
1/40000 s, 7
1/4006 s, 2
1/4008 s, 9
1/401 s, 20
1/4016 s, 8
1/402 s, 71
1/4024 s, 4
1/4029 s, 5
1/403 s, 45
1/4034 s, 3
1/404 s, 48
1/4040 s, 2
1/4048 s, 2
1/405 s, 36
1/4051 s, 3
1/4056 s, 1
1/406 s, 44
1/4068 s, 2
1/407 s, 41
1/4072 s, 3
1/4073 s, 2
1/408 s, 53
1/4080 s, 1
1/409 s, 24
1/4096 s, 175
1/4098 s, 1
1/41 s, 59
1/410 s, 108
1/411 s, 33
1/4112 s, 2
1/4115 s, 105
1/4118 s, 3
1/412 s, 47
1/4128 s, 1
1/413 s, 52
1/414 s, 40
1/4140 s, 4
1/4144 s, 1
1/4149 s, 5
1/415 s, 32
1/416 s, 49
1/4160 s, 4
1/4163 s, 1
1/4166 s, 3
1/41667 s, 4
1/4169 s, 5
1/417 s, 59
1/4176 s, 1
1/4178 s, 1
1/418 s, 38
1/4184 s, 92
1/419 s, 104
1/4192 s, 5
1/4199 s, 12
1/42 s, 250
1/420 s, 125
1/4201 s, 1
1/4205 s, 1
1/4208 s, 9
1/421 s, 57
1/4216 s, 1
1/4219 s, 5
1/422 s, 22
1/423 s, 39
1/4230 s, 1
1/4231 s, 2
1/42348 s, 1
1/424 s, 22
1/4240 s, 4
1/425 s, 281
1/4254 s, 2
1/4255 s, 85
1/426 s, 14
1/427 s, 38
1/4277 s, 4
1/428 s, 32
1/4283 s, 1
1/4286 s, 6
1/4288 s, 1
1/429 s, 16
1/4291 s, 1
1/43 s, 56
1/430 s, 53
1/4300 s, 3
1/4305 s, 1
1/4309 s, 96
1/431 s, 113
1/4319 s, 1
1/432 s, 25
1/4320 s, 3
1/4323 s, 2
1/4326 s, 1
1/4329 s, 27
1/433 s, 25
1/4336 s, 2
1/4337 s, 1
1/434 s, 26
1/4340 s, 1
1/4347 s, 5
1/435 s, 33
1/4352 s, 1
1/4353 s, 1
1/436 s, 34
1/4360 s, 1
1/4362 s, 1
1/4366 s, 2
1/4368 s, 2
1/437 s, 86
1/4371 s, 3
1/4373 s, 1
1/438 s, 67
1/4381 s, 1
1/4384 s, 1
1/4389 s, 1
1/439 s, 19
1/4392 s, 1
1/4394 s, 5
1/44 s, 42
1/440 s, 134
1/4400 s, 3
1/4405 s, 37
1/441 s, 41
1/4416 s, 3
1/442 s, 35
1/4425 s, 1
1/443 s, 21
1/4432 s, 1
1/444 s, 73
1/4442 s, 1
1/4444 s, 1
1/4446 s, 8
1/445 s, 22
1/446 s, 32
1/4464 s, 8
1/4466 s, 1
1/4468 s, 1
1/447 s, 19
1/4470 s, 1
1/448 s, 31
1/4480 s, 1
1/449 s, 58
1/4494 s, 17
1/4496 s, 1
1/45 s, 7414
1/450 s, 63
1/45074 s, 1
1/4508 s, 1
1/451 s, 21
1/4512 s, 2
1/4515 s, 2
1/452 s, 75
1/4525 s, 72
1/4528 s, 6
1/453 s, 2
1/4539 s, 2
1/454 s, 19
1/4540 s, 1
1/4545 s, 26
1/4546 s, 1
1/4547 s, 1
1/4548 s, 1
1/455 s, 55
1/456 s, 33
1/4560 s, 2
1/4564 s, 1
1/4566 s, 120
1/4568 s, 1
1/457 s, 47
1/4576 s, 2
1/458 s, 124
1/4589 s, 2
1/459 s, 52
1/4594 s, 1
1/46 s, 114
1/460 s, 32
1/4601 s, 1
1/4608 s, 80
1/461 s, 18
1/4614 s, 2
1/462 s, 8
1/4624 s, 2
1/463 s, 33
1/4631 s, 2
1/4634 s, 1
1/4639 s, 1
1/464 s, 91
1/4640 s, 4
1/4643 s, 1
1/465 s, 35
1/4651 s, 1
1/466 s, 27
1/4661 s, 1
1/467 s, 29
1/4672 s, 1
1/468 s, 37
1/4681 s, 1
1/4688 s, 3
1/4689 s, 1
1/469 s, 27
1/4698 s, 1
1/47 s, 48
1/470 s, 199
1/4704 s, 1
1/4706 s, 1
1/4707 s, 1
1/471 s, 96
1/4713 s, 1
1/4715 s, 3
1/4719 s, 1
1/472 s, 31
1/4720 s, 3
1/4724 s, 6
1/473 s, 11
1/4731 s, 1
1/4736 s, 3
1/474 s, 17
1/4740 s, 2
1/475 s, 70
1/4752 s, 4
1/476 s, 39
1/4761 s, 2
1/4762 s, 1
1/4766 s, 3
1/4768 s, 3
1/477 s, 21
1/4770 s, 2
1/478 s, 39
1/4784 s, 1
1/4789 s, 3
1/479 s, 73
1/48 s, 189
1/480 s, 103
1/4800 s, 2
1/481 s, 41
1/4816 s, 2
1/482 s, 14
1/483 s, 15
1/4831 s, 1
1/4832 s, 5
1/484 s, 74
1/4844 s, 3
1/4848 s, 1
1/485 s, 72
1/486 s, 9
1/4864 s, 1
1/487 s, 69
1/488 s, 80
1/489 s, 15
1/4896 s, 4
1/4897 s, 1
1/49 s, 46
1/490 s, 24
1/491 s, 11
1/492 s, 13
1/4924 s, 3
1/4926 s, 55
1/4928 s, 2
1/493 s, 45
1/4939 s, 1
1/494 s, 20
1/495 s, 78
1/4950 s, 17
1/496 s, 12
1/497 s, 64
1/4976 s, 1
1/4977 s, 4
1/498 s, 7
1/4980 s, 1
1/499 s, 25
1/4992 s, 1
1/5 s, 2857
1/50 s, 19062
1/500 s, 31646
1/5000 s, 359
1/5004 s, 1
1/501 s, 43
1/502 s, 76
1/5024 s, 1
1/5025 s, 73
1/5027 s, 93
1/503 s, 74
1/5039 s, 5
1/504 s, 8
1/505 s, 14
1/5050 s, 2
1/5051 s, 23
1/5056 s, 1
1/5059 s, 2
1/506 s, 30
1/507 s, 54
1/5072 s, 2
1/5076 s, 3
1/5079 s, 1
1/508 s, 23
1/5088 s, 1
1/509 s, 5
1/51 s, 119
1/510 s, 16
1/5102 s, 1
1/5104 s, 2
1/5109 s, 1
1/511 s, 106
1/512 s, 56
1/5120 s, 1
1/5128 s, 76
1/513 s, 16
1/514 s, 17
1/5142 s, 1
1/5144 s, 1
1/515 s, 3
1/5152 s, 2
1/516 s, 70
1/5168 s, 5
1/5169 s, 2
1/517 s, 8
1/518 s, 12
1/5185 s, 33
1/519 s, 12
1/5198 s, 2
1/52 s, 226
1/520 s, 69
1/5200 s, 1
1/521 s, 82
1/522 s, 12
1/5226 s, 2
1/523 s, 13
1/524 s, 13
1/5243 s, 13
1/5248 s, 3
1/525 s, 28
1/526 s, 62
1/5263 s, 2
1/5264 s, 1
1/527 s, 11
1/5279 s, 1
1/528 s, 8
1/529 s, 70
1/5291 s, 1
1/5296 s, 3
1/53 s, 33
1/530 s, 31
1/531 s, 57
1/5311 s, 2
1/5312 s, 1
1/532 s, 15
1/5328 s, 2
1/533 s, 12
1/5332 s, 1
1/5338 s, 1
1/534 s, 21
1/5343 s, 1
1/5344 s, 3
1/535 s, 2
1/536 s, 74
1/537 s, 28
1/538 s, 12
1/5385 s, 1
1/5387 s, 1
1/539 s, 54
1/5399 s, 3
1/54 s, 46
1/540 s, 136
1/5405 s, 1
1/5408 s, 1
1/541 s, 41
1/542 s, 37
1/5424 s, 3
1/5428 s, 1
1/543 s, 9
1/5435 s, 53
1/544 s, 25
1/5440 s, 2
1/545 s, 82
1/5456 s, 3
1/5457 s, 1
1/546 s, 53
1/547 s, 52
1/548 s, 62
1/5484 s, 1
1/5487 s, 1
1/549 s, 18
1/5498 s, 1
1/55 s, 178
1/550 s, 48
1/551 s, 11
1/552 s, 41
1/5520 s, 1
1/5525 s, 56
1/5528 s, 1
1/553 s, 41
1/5536 s, 2
1/554 s, 34
1/555 s, 11
1/5552 s, 1
1/5555 s, 1
1/55556 s, 2
1/556 s, 14
1/5568 s, 1
1/557 s, 38
1/5577 s, 1
1/5579 s, 2
1/558 s, 27
1/5584 s, 2
1/559 s, 99
1/56 s, 39
1/560 s, 32
1/561 s, 6
1/5618 s, 1
1/562 s, 22
1/5623 s, 2
1/563 s, 37
1/564 s, 30
1/5648 s, 1
1/565 s, 39
1/5650 s, 17
1/5654 s, 1
1/5656 s, 1
1/566 s, 12
1/5664 s, 1
1/567 s, 5
1/568 s, 21
1/5681 s, 1
1/569 s, 98
1/5696 s, 3
1/5699 s, 3
1/57 s, 34
1/570 s, 164
1/5704 s, 1
1/571 s, 8
1/5712 s, 2
1/572 s, 36
1/573 s, 7
1/574 s, 14
1/5743 s, 1
1/575 s, 30
1/5755 s, 1
1/576 s, 7
1/5760 s, 2
1/5761 s, 2
1/577 s, 43
1/578 s, 26
1/579 s, 8
1/5792 s, 3
1/58 s, 28
1/580 s, 80
1/581 s, 39
1/5814 s, 3
1/582 s, 8
1/5823 s, 1
1/5824 s, 3
1/583 s, 46
1/584 s, 15
1/5846 s, 1
1/585 s, 6
1/5855 s, 2
1/586 s, 21
1/587 s, 36
1/5871 s, 1
1/588 s, 51
1/5882 s, 70
1/5887 s, 1
1/589 s, 41
1/59 s, 120
1/590 s, 26
1/591 s, 66
1/5917 s, 1
1/592 s, 20
1/5920 s, 1
1/593 s, 34
1/5936 s, 3
1/594 s, 79
1/595 s, 38
1/5952 s, 1
1/5953 s, 4
1/596 s, 38
1/5968 s, 1
1/597 s, 8
1/598 s, 8
1/5983 s, 1
1/599 s, 21
1/6 s, 3695
1/60 s, 86975
1/600 s, 158
1/6000 s, 34
1/601 s, 6
1/6016 s, 1
1/602 s, 61
1/6024 s, 43
1/603 s, 54
1/6033 s, 68
1/6039 s, 5
1/604 s, 21
1/605 s, 10
1/6055 s, 2
1/606 s, 40
1/6061 s, 15
1/6064 s, 1
1/607 s, 5
1/608 s, 30
1/6081 s, 1
1/609 s, 64
1/6096 s, 5
1/61 s, 34
1/610 s, 19
1/611 s, 2
1/6112 s, 1
1/612 s, 34
1/613 s, 31
1/6135 s, 55
1/614 s, 19
1/615 s, 8
1/616 s, 102
1/6160 s, 1
1/617 s, 27
1/6176 s, 1
1/618 s, 17
1/6181 s, 1
1/619 s, 2
1/62 s, 36
1/620 s, 136
1/621 s, 3
1/6215 s, 1
1/622 s, 28
1/623 s, 51
1/624 s, 17
1/6240 s, 1
1/625 s, 45
1/6256 s, 1
1/626 s, 15
1/627 s, 27
1/6272 s, 1
1/628 s, 79
1/6282 s, 1
1/629 s, 7
1/6292 s, 31
1/6298 s, 5
1/63 s, 115
1/630 s, 76
1/631 s, 29
1/6316 s, 1
1/632 s, 6
1/6322 s, 3
1/633 s, 6
1/634 s, 14
1/635 s, 44
1/636 s, 10
1/6368 s, 3
1/6369 s, 1
1/637 s, 15
1/638 s, 84
1/6385 s, 2
1/639 s, 24
1/64 s, 278
1/640 s, 18269
1/6400 s, 274
1/641 s, 34
1/6410 s, 5
1/642 s, 108
1/643 s, 9
1/644 s, 10
1/645 s, 44
1/6452 s, 2
1/646 s, 14
1/6464 s, 2
1/647 s, 14
1/648 s, 87
1/649 s, 50
1/65 s, 56
1/650 s, 21
1/6500 s, 1
1/6504 s, 1
1/651 s, 25
1/652 s, 19
1/6524 s, 1
1/6528 s, 1
1/653 s, 71
1/654 s, 12
1/655 s, 14
1/65536000 s, 185
1/656 s, 75
1/6560 s, 2
1/6565 s, 1
1/657 s, 66
1/6571 s, 1
1/6576 s, 2
1/658 s, 21
1/659 s, 12
1/6592 s, 1
1/66 s, 20
1/660 s, 51
1/6608 s, 1
1/661 s, 50
1/662 s, 66
1/6623 s, 17
1/663 s, 3
1/664 s, 17
1/6640 s, 1
1/6645 s, 1
1/665 s, 37
1/666 s, 20
1/6666 s, 4
1/667 s, 5
1/668 s, 9
1/669 s, 47
1/67 s, 33
1/670 s, 83
1/671 s, 5
1/6711 s, 1
1/672 s, 33
1/6720 s, 1
1/673 s, 32
1/674 s, 10
1/6747 s, 2
1/675 s, 7
1/676 s, 36
1/6768 s, 1
1/677 s, 8
1/678 s, 69
1/6784 s, 2
1/679 s, 6
1/6797 s, 1
1/68 s, 175
1/680 s, 22
1/6803 s, 31
1/681 s, 37
1/682 s, 19
1/683 s, 19
1/684 s, 33
1/6849 s, 58
1/685 s, 10
1/686 s, 120
1/687 s, 10
1/6871 s, 4
1/688 s, 6
1/6880 s, 1
1/689 s, 5
1/6895 s, 1
1/6896 s, 1
1/69 s, 46
1/690 s, 59
1/691 s, 3
1/6911 s, 1
1/6912 s, 2
1/692 s, 8
1/6926 s, 2
1/693 s, 16
1/694 s, 16
1/6944 s, 39
1/695 s, 67
1/696 s, 14
1/6963 s, 1
1/697 s, 10
1/698 s, 11
1/699 s, 71
1/7 s, 197
1/70 s, 184
1/700 s, 170
1/701 s, 2
1/702 s, 91
1/7023 s, 1
1/703 s, 7
1/704 s, 52
1/705 s, 6
1/7056 s, 1
1/7057 s, 1
1/706 s, 58
1/707 s, 28
1/708 s, 52
1/709 s, 4
1/71 s, 77
1/710 s, 43
1/711 s, 5
1/712 s, 10
1/713 s, 53
1/714 s, 57
1/715 s, 6
1/7156 s, 1
1/716 s, 17
1/717 s, 32
1/7176 s, 1
1/718 s, 118
1/7181 s, 1
1/7184 s, 2
1/719 s, 24
1/7194 s, 1
1/72 s, 28
1/720 s, 29
1/7200 s, 1
1/7202 s, 1
1/722 s, 8
1/723 s, 42
1/7231 s, 3
1/7232 s, 1
1/724 s, 26
1/7246 s, 4
1/7248 s, 1
1/725 s, 12
1/726 s, 33
1/7265 s, 1
1/7267 s, 1
1/727 s, 9
1/728 s, 15
1/7280 s, 1
1/729 s, 28
1/7296 s, 1
1/73 s, 169
1/730 s, 15
1/731 s, 7
1/732 s, 33
1/733 s, 73
1/734 s, 19
1/735 s, 2
1/736 s, 118
1/737 s, 10
1/738 s, 15
1/739 s, 10
1/7391 s, 1
1/74 s, 97
1/740 s, 8
1/7400 s, 1
1/741 s, 3
1/742 s, 66
1/7422 s, 1
1/7424 s, 1
1/743 s, 6
1/744 s, 18
1/745 s, 13
1/746 s, 100
1/747 s, 7
1/7471 s, 1
1/748 s, 2
1/749 s, 10
1/75 s, 72
1/750 s, 1798
1/751 s, 8
1/752 s, 25
1/753 s, 46
1/7532 s, 1
1/754 s, 82
1/7541 s, 43
1/755 s, 32
1/7558 s, 1
1/756 s, 48
1/7568 s, 1
1/757 s, 1
1/7576 s, 3
1/758 s, 9
1/759 s, 10
1/76 s, 41
1/760 s, 134
1/761 s, 3
1/7614 s, 1
1/762 s, 18
1/763 s, 70
1/764 s, 5
1/765 s, 3
1/766 s, 6
1/767 s, 43
1/768 s, 20
1/769 s, 32
1/77 s, 27
1/770 s, 7
1/771 s, 56
1/7712 s, 1
1/772 s, 13
1/773 s, 99
1/774 s, 35
1/775 s, 102
1/7752 s, 30
1/776 s, 22
1/777 s, 4
1/778 s, 48
1/779 s, 7
1/78 s, 62
1/780 s, 6
1/7802 s, 1
1/7804 s, 1
1/781 s, 8
1/782 s, 13
1/783 s, 12
1/784 s, 8
1/7844 s, 1
1/786 s, 70
1/7865 s, 10
1/787 s, 45
1/788 s, 4
1/789 s, 71
1/79 s, 137
1/790 s, 11
1/791 s, 14
1/792 s, 21
1/7920 s, 1
1/793 s, 10
1/7930 s, 1
1/7937 s, 46
1/794 s, 98
1/795 s, 2
1/796 s, 17
1/797 s, 46
1/798 s, 8
1/7984 s, 1
1/799 s, 1
1/7999 s, 5
1/8 s, 14991
1/80 s, 22862
1/800 s, 15394
1/8000 s, 279
1/801 s, 4
1/8016 s, 1
1/802 s, 6
1/803 s, 12
1/804 s, 11
1/805 s, 26
1/806 s, 14
1/807 s, 24
1/808 s, 13
1/809 s, 53
1/8096 s, 1
1/81 s, 43
1/810 s, 86
1/8103 s, 1
1/811 s, 7
1/812 s, 62
1/813 s, 12
