ifd_size ,Count
0:20:198:390:170, 266
0:20:198:390:202, 369
0:20:198:406:512:78, 1
0:20:198:410, 94
0:20:198:410:170, 23
0:20:198:410:202, 12
0:20:198:418:648:70, 1
0:20:198:446:1572:30, 6
0:20:198:466:18, 2
0:20:198:466:30:9113, 1
0:20:198:466:7798:30, 2
0:20:198:486:278:170, 23
0:20:198:486:282:170, 5
0:20:198:494, 10
0:20:198:494:318:290, 6
0:20:198:498:16:30, 2
0:20:198:514:36806:30, 2
0:20:198:562:106:30, 480
0:20:198:610, 1
0:20:198:612, 1
0:20:198:98, 4
0:20:199:154, 42
0:20:199:166, 1
0:20:199:291, 1
0:20:199:398:16754, 1
0:20:199:406:16322, 16
0:20:199:406:16746, 362
0:20:199:410, 1
0:20:200:1016:54:146, 10
0:20:200:114, 2
0:20:200:154, 18
0:20:200:154:30, 1
0:20:200:161, 45
0:20:200:166:102, 158
0:20:200:166:30, 679
0:20:200:190:572, 1
0:20:200:22748:30, 1
0:20:200:23870:30, 1
0:20:200:238:102, 1
0:20:200:246:30, 86
0:20:200:24724:30, 1
0:20:200:302:628:54, 1
0:20:200:314:18:32, 662
0:20:200:322:200, 18
0:20:200:322:30:6, 80
0:20:200:330:120:30, 1
0:20:200:330:30, 13
0:20:200:334:30:6, 3
0:20:200:338:500, 1
0:20:200:350, 5
0:20:200:350:616:62, 2
0:20:200:362:616:62, 2
0:20:200:362:636:62, 2
0:20:200:362:644, 1
0:20:200:362:648:62, 5
0:20:200:370, 156
0:20:200:374:636:62, 8
0:20:200:374:648:62, 41
0:20:200:382:202, 4
0:20:200:390, 4
0:20:200:400, 1
0:20:200:406:1160, 1
0:20:200:406:1356, 2
0:20:200:406:1424, 11
0:20:200:406:1592:70, 9
0:20:200:406:2752, 1
0:20:200:406:3016, 2
0:20:200:406:650, 1
0:20:200:406:890, 2
0:20:200:406:950, 3
0:20:200:418:30:218, 6
0:20:200:422, 69
0:20:200:422:30, 89
0:20:200:430:446, 16
0:20:200:430:462, 2
0:20:200:430:690, 23
0:20:200:430:730, 7
0:20:200:434:263, 4
0:20:200:442:4:30, 1
0:20:200:446:30:258, 90
0:20:200:462, 9
0:20:200:462:1000:263, 1
0:20:200:462:1001:263, 2
0:20:200:462:1002:263, 1
0:20:200:462:1004:263, 1
0:20:200:462:1006:263, 1
0:20:200:462:875:263, 1
0:20:200:462:876:263, 1
0:20:200:462:879:263, 1
0:20:200:462:882:263, 3
0:20:200:462:883:263, 6
0:20:200:462:884:263, 1
0:20:200:462:887:263, 1
0:20:200:462:888:263, 1
0:20:200:462:889:263, 2
0:20:200:462:973:263, 3
0:20:200:462:974:263, 2
0:20:200:462:976:263, 1
0:20:200:462:977:263, 1
0:20:200:462:978:263, 1
0:20:200:462:979:263, 1
0:20:200:462:982:263, 1
0:20:200:462:983:263, 1
0:20:200:462:984:263, 1
0:20:200:462:985:263, 1
0:20:200:462:989:263, 1
0:20:200:462:992:263, 2
0:20:200:462:993:263, 1
0:20:200:462:994:263, 1
0:20:200:462:995:263, 1
0:20:200:466:7798:30, 14
0:20:200:474:1006:290, 14
0:20:200:474:956:290, 5
0:20:200:474:968:290, 1
0:20:200:486:1014:290, 1
0:20:200:494:1006:290, 2
0:20:200:494:956:226, 6
0:20:200:494:956:258, 1
0:20:200:494:956:290, 490
0:20:200:494:968:194, 1
0:20:200:494:968:226, 42
0:20:200:494:968:258, 6
0:20:200:494:968:290, 756
0:20:200:506:32928:236, 8
0:20:200:506:33480:236, 7
0:20:200:506:33488:236, 8
0:20:200:506:33504:236, 1
0:20:200:506:35078:30, 1
0:20:200:506:35082:30, 20
0:20:200:506:35106:30, 141
0:20:200:506:36828:236, 78
0:20:200:506:37380:236, 136
0:20:200:506:37384:236, 8
0:20:200:506:37388:236, 289
0:20:200:506:964:290, 46
0:20:200:506:968:194, 2
0:20:200:506:968:226, 5
0:20:200:506:968:290, 139
0:20:200:506:976:226, 4
0:20:200:506:976:290, 31
0:20:200:518:976:290, 19
0:20:200:528:290, 2
0:20:200:550:26682, 1
0:20:200:550:26688, 1
0:20:200:550:26714, 1
0:20:200:550:26750, 1
0:20:200:550:26782, 1
0:20:200:550:26932, 1
0:20:200:550:27006, 1
0:20:200:550:27018, 1
0:20:200:550:27020, 1
0:20:200:550:27098, 1
0:20:200:550:27260, 1
0:20:200:550:27394, 1
0:20:200:550:27406, 1
0:20:200:550:27482, 1
0:20:200:550:27540, 1
0:20:200:550:27592, 1
0:20:200:550:27694, 1
0:20:200:550:27784, 1
0:20:200:550:27892, 1
0:20:200:550:27900, 1
0:20:200:550:27904, 1
0:20:200:550:27938, 1
0:20:200:550:28106, 1
0:20:200:550:28120, 2
0:20:200:550:28172, 1
0:20:200:550:28188, 1
0:20:200:550:28244, 1
0:20:200:550:28274, 1
0:20:200:550:28344, 1
0:20:200:550:28346, 1
0:20:200:550:28436, 1
0:20:200:550:28440, 1
0:20:200:550:28512, 1
0:20:200:550:28614, 1
0:20:200:550:28638, 1
0:20:200:550:28690, 1
0:20:200:550:28728, 1
0:20:200:550:29114, 1
0:20:200:550:29128, 1
0:20:200:550:29148, 1
0:20:200:550:29402, 1
0:20:200:550:29522, 1
0:20:200:550:29546, 1
0:20:200:550:29674, 1
0:20:200:550:29796, 1
0:20:200:550:30018, 1
0:20:200:550:30076, 1
0:20:200:550:30636, 1
0:20:200:554, 1
0:20:200:562:1470:30, 11
0:20:200:562:24274:30, 1
0:20:200:562:24344:30, 1
0:20:200:562:24390:30, 1
0:20:200:562:24450:30, 1
0:20:200:562:24522:30, 1
0:20:200:562:24534:30, 1
0:20:200:562:24572:30, 1
0:20:200:562:24612:30, 1
0:20:200:562:24656:30, 1
0:20:200:562:24662:30, 1
0:20:200:562:24740:30, 1
0:20:200:562:24894:30, 1
0:20:200:562:24922:30, 1
0:20:200:562:25194:30, 1
0:20:200:562:25254:30, 1
0:20:200:562:25288:30, 1
0:20:200:562:25320:30, 1
0:20:200:562:25326:30, 1
0:20:200:562:25424:30, 1
0:20:200:562:25428:30, 1
0:20:200:562:25430:30, 1
0:20:200:562:25436:30, 1
0:20:200:562:25584:30, 1
0:20:200:562:25678:30, 1
0:20:200:562:25720:30, 1
0:20:200:562:25864:30, 1
0:20:200:562:25868:30, 1
0:20:200:562:25886:30, 1
0:20:200:562:25906:30, 1
0:20:200:562:25996:30, 1
0:20:200:562:26018:30, 1
0:20:200:562:26142:30, 1
0:20:200:562:26156:30, 1
0:20:200:562:26256:30, 1
0:20:200:562:26274:30, 1
0:20:200:562:26284:30, 1
0:20:200:562:26334:30, 1
0:20:200:562:26434:30, 1
0:20:200:562:26500:30, 1
0:20:200:562:26526:30, 1
0:20:200:562:26586:30, 1
0:20:200:562:26638:30, 1
0:20:200:562:26750:30, 1
0:20:200:562:26888:30, 1
0:20:200:562:26912:30, 1
0:20:200:562:26934:30, 1
0:20:200:562:26938:30, 1
0:20:200:562:27054:30, 1
0:20:200:562:27090:30, 1
0:20:200:562:27100:30, 1
0:20:200:562:27102:30, 1
0:20:200:562:27122:30, 1
0:20:200:562:27254:30, 1
0:20:200:562:27300:30, 1
0:20:200:562:27312:30, 1
0:20:200:562:27326:30, 1
0:20:200:562:27336:30, 1
0:20:200:562:27356:30, 1
0:20:200:562:27400:30, 1
0:20:200:562:27402:30, 1
0:20:200:562:27458:30, 1
0:20:200:562:27470, 1
0:20:200:562:27472:30, 1
0:20:200:562:27488:30, 1
0:20:200:562:27492:30, 1
0:20:200:562:27504:30, 1
0:20:200:562:27518:30, 1
0:20:200:562:27530:30, 1
0:20:200:562:27562:30, 1
0:20:200:562:27576:30, 1
0:20:200:562:27618:30, 1
0:20:200:562:27646:30, 1
0:20:200:562:27664:30, 1
0:20:200:562:27706:30, 2
0:20:200:562:27746:30, 1
0:20:200:562:27772:30, 1
0:20:200:562:27812:30, 1
0:20:200:562:27858:30, 1
0:20:200:562:27880:30, 1
0:20:200:562:27890:30, 1
0:20:200:562:27906:30, 1
0:20:200:562:27908:30, 1
0:20:200:562:28042:30, 2
0:20:200:562:28172:30, 1
0:20:200:562:28188:30, 1
0:20:200:562:28206:30, 1
0:20:200:562:28226:30, 1
0:20:200:562:28228:30, 1
0:20:200:562:28230:30, 1
0:20:200:562:28240:30, 1
0:20:200:562:28248:30, 1
0:20:200:562:28256:30, 1
0:20:200:562:28274:30, 1
0:20:200:562:28278:30, 2
0:20:200:562:28298:30, 1
0:20:200:562:28322:30, 1
0:20:200:562:28368:30, 1
0:20:200:562:28378:30, 2
0:20:200:562:28394:30, 1
0:20:200:562:28412:30, 1
0:20:200:562:28418:30, 1
0:20:200:562:28424:30, 1
0:20:200:562:28436:30, 1
0:20:200:562:28468:30, 1
0:20:200:562:28476:30, 1
0:20:200:562:28478:30, 1
0:20:200:562:28482:30, 2
0:20:200:562:28498:30, 1
0:20:200:562:28504:30, 1
0:20:200:562:28526:30, 1
0:20:200:562:28528:30, 1
0:20:200:562:28542:30, 1
0:20:200:562:28574:30, 1
0:20:200:562:28602:30, 1
0:20:200:562:28604:30, 1
0:20:200:562:28654:30, 1
0:20:200:562:28668:30, 2
0:20:200:562:28670:30, 1
0:20:200:562:28732:30, 1
0:20:200:562:28738:30, 1
0:20:200:562:28750:30, 1
0:20:200:562:28798:30, 1
0:20:200:562:28858:30, 1
0:20:200:562:28876:30, 1
0:20:200:562:28882:30, 1
0:20:200:562:28958:30, 1
0:20:200:562:28960:30, 1
0:20:200:562:29000:30, 1
0:20:200:562:29010:30, 1
0:20:200:562:29080:30, 1
0:20:200:562:29108:30, 1
0:20:200:562:29126:30, 1
0:20:200:562:29174:30, 1
0:20:200:562:29206:30, 1
0:20:200:562:29234:30, 1
0:20:200:562:29238:30, 1
0:20:200:562:29266:30, 1
0:20:200:562:29292:30, 1
0:20:200:562:29326:30, 1
0:20:200:562:29336:30, 1
0:20:200:562:29344:30, 1
0:20:200:562:29384:30, 1
0:20:200:562:29400:30, 1
0:20:200:562:29410:30, 1
0:20:200:562:29450:30, 1
0:20:200:562:29522:30, 1
0:20:200:562:29530:30, 1
0:20:200:562:29540:30, 1
0:20:200:562:29546:30, 1
0:20:200:562:29556:30, 1
0:20:200:562:29564:30, 1
0:20:200:562:29604:30, 1
0:20:200:562:29618:30, 1
0:20:200:562:29622:30, 2
0:20:200:562:29652:30, 1
0:20:200:562:29680:30, 1
0:20:200:562:29730:30, 1
0:20:200:562:29822:30, 1
0:20:200:562:29826:30, 1
0:20:200:562:29856:30, 1
0:20:200:562:29894:30, 1
0:20:200:562:29900:30, 1
0:20:200:562:29906:30, 1
0:20:200:562:29914:30, 1
0:20:200:562:29928:30, 1
0:20:200:562:30034:30, 1
0:20:200:562:30078:30, 1
0:20:200:562:30126:30, 1
0:20:200:562:30154:30, 1
0:20:200:562:30174:30, 1
0:20:200:562:30308:30, 1
0:20:200:562:30348:30, 1
0:20:200:562:30528:30, 1
0:20:200:562:30544:30, 1
0:20:200:562:30550:30, 1
0:20:200:562:30578:30, 1
0:20:200:562:30656:30, 1
0:20:200:562:30690:30, 1
0:20:200:562:30722:30, 1
0:20:200:562:30766:30, 1
0:20:200:562:30810:30, 1
0:20:200:562:30828:30, 1
0:20:200:562:30862:30, 1
0:20:200:562:30902:30, 1
0:20:200:562:30932:30, 1
0:20:200:562:30936:30, 1
0:20:200:562:30976:30, 1
0:20:200:562:31092:30, 1
0:20:200:562:31094:30, 1
0:20:200:562:31106:30, 1
0:20:200:562:31146:30, 1
0:20:200:562:31172:30, 1
0:20:200:562:31204:30, 1
0:20:200:562:31334:30, 1
0:20:200:562:31386:30, 1
0:20:200:562:31516:30, 1
0:20:200:562:31708:30, 1
0:20:200:562:31730:30, 1
0:20:200:562:31802:30, 1
0:20:200:562:31938:30, 1
0:20:200:562:31990:30, 1
0:20:200:562:32402:30, 1
0:20:200:562:32434:30, 1
0:20:200:566, 10
0:20:200:574:23810:4, 1
0:20:200:574:24138:30, 1
0:20:200:574:24708:30, 1
0:20:200:574:25324:30, 1
0:20:200:574:25954:30, 1
0:20:200:574:26860:30, 1
0:20:200:574:26864:30, 1
0:20:200:574:27082:30, 1
0:20:200:574:27134:34, 1
0:20:200:574:27384, 1
0:20:200:574:27656:30, 1
0:20:200:574:27658:30, 1
0:20:200:574:2788:30, 1
0:20:200:574:28066:30, 1
0:20:200:574:28276:30, 1
0:20:200:574:28278:30, 1
0:20:200:574:28282:30, 1
0:20:200:574:28360:34, 1
0:20:200:574:28426:30, 1
0:20:200:574:28452:30, 1
0:20:200:574:28610:30, 1
0:20:200:574:28840:30, 1
0:20:200:574:28920:30, 1
0:20:200:574:28944:30, 1
0:20:200:574:2900:30, 1
0:20:200:574:29092:34, 1
0:20:200:574:29200:30, 1
0:20:200:574:29264:30, 1
0:20:200:574:29330:30, 1
0:20:200:574:29400:30, 1
0:20:200:574:29532, 1
0:20:200:574:29562:30, 1
0:20:200:574:29578:30, 1
0:20:200:574:29800:30, 1
0:20:200:574:29972:30, 1
0:20:200:574:30020:34, 1
0:20:200:574:30884:30, 1
0:20:200:574:31704:30, 1
0:20:200:574:32110:30, 1
0:20:200:574:32836:4, 1
0:20:200:574:40664:30, 1
0:20:200:574:41270:4, 1
0:20:201:154:30, 1
0:20:201:322:30, 1
0:20:201:358:42, 1
0:20:201:362:616:62, 3
0:20:201:362:636:63, 1
0:20:201:362:648:63, 2
0:20:201:378:30, 1
0:20:201:484:870:59, 1
0:20:201:562:30164:34, 1
0:20:201:564:1473:35, 4
0:20:201:564:1705:35, 1
0:20:201:574:27244, 1
0:20:201:576:35, 1
0:20:201:612:35, 6
0:20:201:624:35, 49
0:20:202, 12
0:20:202:138:30:232, 21
0:20:202:154:102, 1
0:20:202:154:54, 4
0:20:202:154:6, 2
0:20:202:164:30:178, 7
0:20:202:166:102, 42
0:20:202:202:558:54, 1
0:20:202:230:138, 43
0:20:202:230:190, 6
0:20:202:322:30:6, 1
0:20:202:330:30, 9
0:20:202:334, 2
0:20:202:334:246:30, 799
0:20:202:334:276:30, 5
0:20:202:334:356:30, 364
0:20:202:334:414:30, 398
0:20:202:334:432:30, 101
0:20:202:346, 1
0:20:202:346:256:30, 62
0:20:202:362:636:54, 1
0:20:202:362:648:54, 1
0:20:202:370:102, 2
0:20:202:374:648:62, 2
0:20:202:378:94:66, 319
0:20:202:382:30, 185
0:20:202:384, 68
0:20:202:390, 4
0:20:202:390:102, 4
0:20:202:400, 2
0:20:202:408, 1
0:20:202:422, 72
0:20:202:422:30, 11
0:20:202:430:462, 3
0:20:202:430:690, 4
0:20:202:454:62:138, 2
0:20:202:462, 1
0:20:202:466:7800:34, 3
0:20:202:494:311, 64
0:20:202:498:8532:30, 36
0:20:202:534, 1
0:20:202:562:28158:30, 1
0:20:202:570:30, 3
0:20:202:574:26532:34, 1
0:20:202:576:8074:35, 2
0:20:202:586:26760:46, 1
0:20:202:586:27240:46, 1
0:20:202:586:28168:50, 1
0:20:202:586:28612:50, 1
0:20:202:612:35, 3
0:20:202:624:35, 1
0:20:202:90:30:230, 4
0:20:202:90:30:232, 20
0:20:202:90:30:234, 249
0:20:202:90:30:236, 39
0:20:203:229:294, 1
0:20:203:233:294, 6
0:20:203:4599:30:261, 43
0:20:203:4599:30:265, 7
0:20:203:4599:30:38, 160
0:20:203:464:35, 1
0:20:203:468:387:35, 6
0:20:203:576:9436:35, 4
0:20:203:624:35, 1
0:20:204, 39
0:20:204:154, 2
0:20:204:154:102, 3
0:20:204:154:210, 1
0:20:204:158, 1
0:20:204:162, 158
0:20:204:164, 2
0:20:204:166:102, 75
0:20:204:166:30:6, 10
0:20:204:166:6:30, 4
0:20:204:186:130, 1
0:20:204:186:136, 1
0:20:204:186:138, 1
0:20:204:190:140:30, 6
0:20:204:226:58:30, 11
0:20:204:246:30, 31
0:20:204:262:6:18, 2
0:20:204:274:6:18, 3
0:20:204:290:1440, 2
0:20:204:298:30, 8
0:20:204:306:146, 1
0:20:204:330, 5
0:20:204:330:30, 910
0:20:204:346:58:30, 4
0:20:204:370, 1
0:20:204:370:102, 4
0:20:204:374:628:62, 3
0:20:204:374:636:62, 2
0:20:204:374:648:62, 1
0:20:204:382:30, 170
0:20:204:390:202, 4
0:20:204:402, 4
0:20:204:402:202, 2
0:20:204:406, 4
0:20:204:418, 12
0:20:204:430, 29
0:20:204:430:19334, 54
0:20:204:430:19354, 2
0:20:204:430:19358, 3
0:20:204:434:4236, 1
0:20:204:440, 11
0:20:204:454, 6
0:20:204:4599:31:230, 1
0:20:204:4599:31:6, 1
0:20:204:466, 1
0:20:204:474:270:162, 1
0:20:204:498:82, 146
0:20:204:522, 1
0:20:204:558:2436:30, 65
0:20:204:574:35704:30, 1
0:20:205:382:1079:4, 1
0:20:205:430:1298, 10
0:20:205:464:35, 1
0:20:205:468:21894:35, 1
0:20:205:468:31380:35, 1
0:20:205:468:31712:35, 1
0:20:205:468:31716:35, 1
0:20:205:468:31876:35, 1
0:20:205:468:32140:35, 1
0:20:205:468:32494:35, 1
0:20:205:468:33430:35, 1
0:20:205:497:35, 22
0:20:205:591, 1
0:20:206:142, 2
0:20:206:154, 56
0:20:206:154:30, 11
0:20:206:154:8, 3
0:20:206:166:102, 58
0:20:206:166:30, 1
0:20:206:166:302, 8
0:20:206:178:102, 2
0:20:206:218:30, 18
0:20:206:230:138, 2
0:20:206:246:30:42, 4
0:20:206:290, 1
0:20:206:314:13514, 6
0:20:206:322:30:244, 1
0:20:206:322:30:6, 132
0:20:206:330:30, 1
0:20:206:334:30:6, 48
0:20:206:350, 1
0:20:206:350:616:62, 1
0:20:206:362:616:62, 4
0:20:206:370, 28
0:20:206:370:3828, 177
0:20:206:370:4114, 107
0:20:206:370:434, 26
0:20:206:370:436, 2
0:20:206:370:8640, 1
0:20:206:370:8648, 88
0:20:206:374, 14
0:20:206:374:636:62, 3
0:20:206:374:648:62, 3
0:20:206:378:580, 5
0:20:206:382:170, 2
0:20:206:382:30:106, 5
0:20:206:382:30:206, 270
0:20:206:382:30:238, 116
0:20:206:382:30:6, 230
0:20:206:390, 5
0:20:206:404:98:30, 176
0:20:206:416:194, 6
0:20:206:416:214, 8
0:20:206:422, 1
0:20:206:428, 4
0:20:206:442:1508, 7
0:20:206:446:1540:30, 741
0:20:206:454:1568:30, 1
0:20:206:462:376:146, 4
0:20:206:465, 5
0:20:206:474:268:164, 1
0:20:206:486:276:164, 1
0:20:206:497:35, 2
0:20:206:506:3928:54, 150
0:20:206:538:2576:30, 19
0:20:206:546:1316, 2
0:20:206:548:2416:35, 5
0:20:206:560:2416:35, 1
0:20:206:574:29776:34, 1
0:20:207:1405:30, 1
0:20:207:442:2036, 95
0:20:207:444:35, 27
0:20:207:454:2036:30, 1
0:20:207:454:9912:30, 1
0:20:207:502:1631, 6
0:20:207:514:1211:34, 1
0:20:207:514:1211:4, 12
0:20:207:514:1391, 1
0:20:207:514:1391:30, 5
0:20:207:514:1391:34, 1
0:20:207:514:1631:34, 1
0:20:207:514:1631:4, 1
0:20:207:514:297:914, 1
0:20:207:514:786:30, 1
0:20:207:514:903:34, 1
0:20:207:639:38:1143, 1
0:20:208, 45
0:20:208:142, 53
0:20:208:154, 31
0:20:208:154:120, 1
0:20:208:154:26, 55
0:20:208:166:102, 14
0:20:208:166:188, 1
0:20:208:166:30:178, 3
0:20:208:166:30:6, 10
0:20:208:166:430, 1
0:20:208:178:94, 1
0:20:208:190:570:54, 1
0:20:208:224, 1
0:20:208:230, 52
0:20:208:230:138, 92
0:20:208:230:170, 4
0:20:208:230:190, 38
0:20:208:238:30, 33
0:20:208:240, 7
0:20:208:246:30:170, 14
0:20:208:246:30:42, 1
0:20:208:262, 1
0:20:208:278, 9
0:20:208:314:13530, 1
0:20:208:350, 2
0:20:208:350:30:18, 1
0:20:208:370:1080, 7
0:20:208:370:610, 6
0:20:208:370:800, 27
0:20:208:378:26, 56
0:20:208:378:580, 11
0:20:208:382:30:206, 117
0:20:208:382:30:238, 159
0:20:208:382:30:6, 332
0:20:208:382:674:30, 1
0:20:208:382:757:30, 1
0:20:208:390:26, 1
0:20:208:402, 1
0:20:208:406:8832, 95
0:20:208:406:8860, 427
0:20:208:406:890:70, 2
0:20:208:408:35, 22
0:20:208:418:2696, 1
0:20:208:418:3090, 1
0:20:208:418:332, 1
0:20:208:418:3484, 1
0:20:208:418:3878, 2
0:20:208:418:4272, 3
0:20:208:418:4470, 1
0:20:208:418:4864, 2
0:20:208:418:5258, 1
0:20:208:418:5848, 1
0:20:208:418:7424, 1
0:20:208:428, 14
0:20:208:428:30, 1
0:20:208:430:30, 184
0:20:208:442:18000:30, 3
0:20:208:442:4934:30, 6
0:20:208:444:35, 31
0:20:208:446:1868:30, 23
0:20:208:446:214:30, 25
0:20:208:454:2036:30, 1
0:20:208:476:6:510, 1
0:20:208:476:6:676, 1
0:20:208:476:6:702, 2
0:20:208:502:10004:30, 2
0:20:208:502:10014:30, 1
0:20:208:502:10118:30, 1
0:20:208:502:10132:30, 2
0:20:208:502:10152:30, 1
0:20:208:502:10154:30, 1
0:20:208:502:10184:30, 2
0:20:208:502:10208:30, 1
0:20:208:502:10226:30, 1
0:20:208:502:10242:30, 1
0:20:208:502:10270:30, 1
0:20:208:502:10276:30, 1
0:20:208:502:10280:30, 1
0:20:208:502:10306:30, 1
0:20:208:502:10358:30, 1
0:20:208:502:10362:30, 1
0:20:208:502:10374:30, 1
0:20:208:502:10376:30, 2
0:20:208:502:10380:30, 1
0:20:208:502:10406:30, 1
0:20:208:502:10418:30, 1
0:20:208:502:10424:30, 1
0:20:208:502:10440:30, 1
0:20:208:502:10442:30, 1
0:20:208:502:10494:30, 1
0:20:208:502:10588:30, 1
0:20:208:502:10656:30, 1
0:20:208:502:10662:30, 1
0:20:208:502:10670:30, 1
0:20:208:502:10672:30, 1
0:20:208:502:10706:30, 1
0:20:208:502:10712:30, 1
0:20:208:502:10768:30, 2
0:20:208:502:10770:30, 1
0:20:208:502:10788:30, 1
0:20:208:502:10794:30, 2
0:20:208:502:10828:30, 1
0:20:208:502:10872:30, 1
0:20:208:502:10884:30, 1
0:20:208:502:10926:30, 1
0:20:208:502:10932:30, 1
0:20:208:502:10958:30, 1
0:20:208:502:10972:30, 1
0:20:208:502:11000:30, 1
0:20:208:502:11008:30, 1
0:20:208:502:11024:30, 1
0:20:208:502:11032:30, 2
0:20:208:502:11040:30, 1
0:20:208:502:11096:30, 1
0:20:208:502:11142:30, 1
0:20:208:502:11154:30, 1
0:20:208:502:11156:30, 1
0:20:208:502:11182:30, 1
0:20:208:502:11184:30, 1
0:20:208:502:11196:30, 1
0:20:208:502:11222:30, 2
0:20:208:502:11262:30, 1
0:20:208:502:11270:30, 1
0:20:208:502:11274:30, 1
0:20:208:502:11282:30, 1
0:20:208:502:11284:30, 1
0:20:208:502:11304:30, 1
0:20:208:502:11328:30, 1
0:20:208:502:11340:30, 1
0:20:208:502:11366:30, 1
0:20:208:502:11372:30, 1
0:20:208:502:11374:30, 2
0:20:208:502:11386:30, 1
0:20:208:502:11400:30, 1
0:20:208:502:11404:30, 1
0:20:208:502:11472:30, 1
0:20:208:502:11482:30, 1
0:20:208:502:11484:30, 1
0:20:208:502:11502:30, 2
0:20:208:502:11514:30, 1
0:20:208:502:11518:30, 1
0:20:208:502:11528:30, 1
0:20:208:502:11532:30, 1
0:20:208:502:11542:30, 1
0:20:208:502:11552:30, 1
0:20:208:502:11558:30, 1
0:20:208:502:11560:30, 1
0:20:208:502:11590:30, 1
0:20:208:502:11596:30, 1
0:20:208:502:11598:30, 1
0:20:208:502:11604:30, 1
0:20:208:502:11608:30, 1
0:20:208:502:11610:30, 1
0:20:208:502:11614:30, 1
0:20:208:502:11654:30, 1
0:20:208:502:11694:30, 1
0:20:208:502:11720:30, 2
0:20:208:502:11742:30, 1
0:20:208:502:11744:30, 1
0:20:208:502:11760:30, 1
0:20:208:502:11766:30, 1
0:20:208:502:11780:30, 1
0:20:208:502:11786:30, 1
0:20:208:502:11794:30, 1
0:20:208:502:11796:30, 1
0:20:208:502:11800:30, 1
0:20:208:502:11812:30, 1
0:20:208:502:11824:30, 1
0:20:208:502:11828:30, 1
0:20:208:502:11830:30, 1
0:20:208:502:11834:30, 1
0:20:208:502:11846:30, 2
0:20:208:502:11866:30, 1
0:20:208:502:11874:30, 1
0:20:208:502:11904:30, 1
0:20:208:502:11916:30, 1
0:20:208:502:11922:30, 1
0:20:208:502:11930:30, 1
0:20:208:502:11934:30, 1
0:20:208:502:11938:30, 1
0:20:208:502:11940:30, 1
0:20:208:502:11948:30, 1
0:20:208:502:11954:30, 1
0:20:208:502:11956:30, 1
0:20:208:502:11976:30, 2
0:20:208:502:11980:30, 2
0:20:208:502:11982:30, 1
0:20:208:502:11986:30, 1
0:20:208:502:11990:30, 1
0:20:208:502:11992:30, 1
0:20:208:502:12002:30, 1
0:20:208:502:12006:30, 1
0:20:208:502:12010:30, 1
0:20:208:502:12016:30, 1
0:20:208:502:12056:30, 1
0:20:208:502:12058:30, 1
0:20:208:502:12066:30, 1
0:20:208:502:12078:30, 1
0:20:208:502:12082:30, 1
0:20:208:502:12088:30, 1
0:20:208:502:12104:30, 1
0:20:208:502:12106:30, 1
0:20:208:502:12120:30, 1
0:20:208:502:12124:30, 1
0:20:208:502:12138:30, 1
0:20:208:502:12142:30, 1
0:20:208:502:12160:30, 2
0:20:208:502:12166:30, 1
0:20:208:502:12192:30, 1
0:20:208:502:12196:30, 1
0:20:208:502:12200:30, 1
0:20:208:502:12266:30, 1
0:20:208:502:12268:30, 1
0:20:208:502:12272:30, 1
0:20:208:502:12276:30, 2
0:20:208:502:12278:30, 1
0:20:208:502:12314:30, 1
0:20:208:502:12318:30, 1
0:20:208:502:12328:30, 1
0:20:208:502:12338:30, 1
0:20:208:502:12362:30, 1
0:20:208:502:12364:30, 1
0:20:208:502:12386:30, 1
0:20:208:502:12396:30, 1
0:20:208:502:12406:30, 1
0:20:208:502:12408:30, 1
0:20:208:502:12410:30, 1
0:20:208:502:12424:30, 1
0:20:208:502:12442:30, 1
0:20:208:502:12444:30, 1
0:20:208:502:12446:30, 1
0:20:208:502:12472:30, 1
0:20:208:502:12484:30, 1
0:20:208:502:12490:30, 1
0:20:208:502:12496:30, 1
0:20:208:502:12500:30, 2
0:20:208:502:12506:30, 1
0:20:208:502:12510:30, 1
0:20:208:502:12518:30, 1
0:20:208:502:12542:30, 1
0:20:208:502:12582:30, 1
0:20:208:502:12588:30, 1
0:20:208:502:12598:30, 1
0:20:208:502:12602:30, 1
0:20:208:502:12622:30, 1
0:20:208:502:12624:30, 1
0:20:208:502:12660:30, 1
0:20:208:502:12722:30, 1
0:20:208:502:12726:30, 1
0:20:208:502:12738:30, 1
0:20:208:502:12750:30, 1
0:20:208:502:12754:30, 1
0:20:208:502:12756:30, 3
0:20:208:502:12764:30, 1
0:20:208:502:12766:30, 1
0:20:208:502:12770:30, 1
0:20:208:502:12780:30, 2
0:20:208:502:12782:30, 1
0:20:208:502:12788:30, 1
0:20:208:502:12804:30, 1
0:20:208:502:12808:30, 1
0:20:208:502:12828:30, 1
0:20:208:502:12842:30, 1
0:20:208:502:12846:30, 1
0:20:208:502:12848:30, 1
0:20:208:502:12852:30, 1
0:20:208:502:12870:30, 1
0:20:208:502:12878:30, 2
0:20:208:502:12888:30, 1
0:20:208:502:12898:30, 1
0:20:208:502:12900:30, 2
0:20:208:502:12914:30, 1
0:20:208:502:12920:30, 1
0:20:208:502:12928:30, 1
0:20:208:502:12936:30, 1
0:20:208:502:12940:30, 1
0:20:208:502:12946:30, 1
0:20:208:502:12948:30, 1
0:20:208:502:12954:30, 1
0:20:208:502:12980:30, 1
0:20:208:502:13000:30, 1
0:20:208:502:13030:30, 1
