ifd0_GPSOffset ,Count
@ 0x1366, 1
@ 0x1370, 2
@ 0x1372, 43
@ 0x1377, 32
@ 0x1378, 82
@ 0x137A, 581
@ 0x1380, 8
@ 0x1382, 1
@ 0x1384, 1
@ 0x1388, 1
@ 0x1392, 1
@ 0x1396, 50
@ 0x1397, 127
@ 0x139A, 5
@ 0x139C, 152
@ 0x139E, 1
@ 0x13A8, 150
@ 0x13AE, 1
@ 0x13BA, 31
@ 0x13C4, 1
@ 0x13C6, 1
@ 0x13D2, 4
@ 0x13FC, 1
@ 0x1420, 1
@ 0x1428, 3
@ 0x143E, 1
@ 0x144D, 1
@ 0x145E, 2
@ 0x1510, 1
@ 0x151C, 1
@ 0x1520, 2
@ 0x1538, 1
@ 0x153A, 1
@ 0x1540, 1
@ 0x154A, 1
@ 0x154C, 1
@ 0x154E, 1
@ 0x1552, 1
@ 0x1568, 24
@ 0x156E, 1
@ 0x157A, 2
@ 0x157E, 1
@ 0x1586, 1
@ 0x158A, 1
@ 0x159E, 1
@ 0x15A6, 1
@ 0x15B4, 1
@ 0x15E6, 75
@ 0x15E8, 37
@ 0x1638, 14
@ 0x163C, 1
@ 0x164A, 2
@ 0x1654, 12
@ 0x1666, 2
@ 0x168E, 150
@ 0x16AA, 41
@ 0x16AC, 1
@ 0x16B0, 38
@ 0x16B7, 8
@ 0x16E8, 3
@ 0x1710, 1
@ 0x172E, 18
@ 0x175C, 2
@ 0x18B8, 1
@ 0x1942, 1
@ 0x1949, 1
@ 0x1953, 1
@ 0x1958, 1
@ 0x195C, 1
@ 0x197A, 1
@ 0x19A6, 1
@ 0x19D0, 1
@ 0x19D2, 1
@ 0x19F4, 51
@ 0x1A18, 148
@ 0x1A26, 28
@ 0x1AD6, 1
@ 0x1B1A, 1
@ 0x1B26, 2
@ 0x1B42, 1
@ 0x1B62, 25
@ 0x1BCA, 1
@ 0x1BD4, 1
@ 0x1C36, 1
@ 0x1C80, 1
@ 0x1C90, 1
@ 0x1CBC, 1
@ 0x1CC8, 1
@ 0x1D16, 7
@ 0x1D1A, 1
@ 0x1D1B4, 1
@ 0x1D28, 11
@ 0x1D2C, 1
@ 0x1D4F, 1
@ 0x1DFA, 23
@ 0x1E30, 1
@ 0x1E38, 1
@ 0x1E42, 40
@ 0x1E44, 122
@ 0x1E4A, 2
@ 0x1E58, 1
@ 0x1E80, 1
@ 0x1EB5, 1
@ 0x1EF2, 4
@ 0x1F24, 1
@ 0x1F2C, 1
@ 0x1F2E, 2
@ 0x1F32, 5
@ 0x1F34, 24
@ 0x1F36, 5
@ 0x1F3C, 10
@ 0x1F56, 14
@ 0x1F78, 12
@ 0x1F84, 248
@ 0x1F86, 1
@ 0x1FA6, 19
@ 0x1FAC, 27
@ 0x1FBA, 3
@ 0x1FC0, 123
@ 0x1FD6, 1
@ 0x1FE0, 5
@ 0x1FF0, 14
@ 0x1FF4, 1
@ 0x2000, 1
@ 0x2008, 83
@ 0x2014, 152
@ 0x2018, 1
@ 0x2024, 102
@ 0x2026, 123
@ 0x2028, 94
@ 0x2030, 3
@ 0x2034, 6
@ 0x203B, 2
@ 0x203C, 15
@ 0x203E, 5
@ 0x2040, 3
@ 0x2044, 6
@ 0x2050, 2
@ 0x2066, 11
@ 0x2068, 32
@ 0x206C, 19
@ 0x2080, 1
@ 0x208A, 1
@ 0x20B4, 85
@ 0x20B6, 1
@ 0x20CC, 17
@ 0x20CE, 7
@ 0x20CF, 1
@ 0x20DE, 3
@ 0x20E2, 117
@ 0x20E6, 231
@ 0x20EA, 13303
@ 0x20EC, 1
@ 0x2100, 104
@ 0x2108, 3
@ 0x210C, 29
@ 0x2114, 20
@ 0x2120, 32
@ 0x2122, 2
@ 0x212C, 1
@ 0x2134, 7
@ 0x2138, 1
@ 0x2142, 28
@ 0x2146, 13
@ 0x2148, 1
@ 0x215A, 6
@ 0x2162, 13
@ 0x2166, 2
@ 0x2174, 1
@ 0x2176, 42
@ 0x2177, 1
@ 0x217A, 662
@ 0x2190, 1
@ 0x2196, 234
@ 0x21A2, 2
@ 0x21A4, 3
@ 0x21AE, 1
@ 0x21B0, 3
@ 0x21B2, 63
@ 0x21BA, 2
@ 0x21BE, 1
@ 0x21C4, 1
@ 0x21C8, 3282
@ 0x21CA, 1
@ 0x21D2, 11
@ 0x21D4, 1109
@ 0x21D8, 90
@ 0x21DE, 4142
@ 0x21E0, 5748
@ 0x21E4, 20
@ 0x21EC, 1
@ 0x21ED, 1
@ 0x21EE, 87
@ 0x21F0, 2
@ 0x21F1, 8
@ 0x21F2, 2
@ 0x21F4, 2
@ 0x21F5, 3
@ 0x21F6, 2
@ 0x21F7, 2
@ 0x21F8, 3
@ 0x21FA, 970
@ 0x21FB, 2
@ 0x21FC, 1
@ 0x21FD, 1
@ 0x21FF, 1
@ 0x2200, 1
@ 0x2201, 1
@ 0x2202, 1
@ 0x2204, 1
@ 0x2206, 1
@ 0x2208, 1
@ 0x2209, 2
@ 0x220A, 1
@ 0x220C, 1
@ 0x2217, 1
@ 0x221C, 1
@ 0x2224, 195
@ 0x2226, 26
@ 0x222A, 1
@ 0x222E, 1
@ 0x224A, 7
@ 0x2258, 762
@ 0x225E, 2
@ 0x2264, 30
@ 0x226E, 167
@ 0x2270, 1319
@ 0x2280, 1
@ 0x228A, 122
@ 0x2290, 4
@ 0x22A4, 1
@ 0x22C2, 22
@ 0x22CB, 1
@ 0x22CC, 4
@ 0x22D6, 2
@ 0x22F8, 1
@ 0x22FE, 12
@ 0x2300, 3
@ 0x2306, 11
@ 0x231E, 12
@ 0x2320, 1
@ 0x2328, 1
@ 0x232A, 3
@ 0x2330, 1
@ 0x233C, 59
@ 0x2346, 1
@ 0x234A, 5
@ 0x234C, 80
@ 0x234E, 6
@ 0x2352, 1
@ 0x235F, 20
@ 0x238A, 7814
@ 0x2393, 1
@ 0x2394, 1
@ 0x2395, 3
@ 0x239A, 7
@ 0x239E, 2
@ 0x23AE, 34
@ 0x23B0, 1
@ 0x23C0, 3
@ 0x23C8, 2
@ 0x23CA, 9
@ 0x23E2, 15
@ 0x23E4, 3
@ 0x23EA, 42
@ 0x23F0, 2
@ 0x23F4, 1
@ 0x23FC, 4
@ 0x23FE, 14
@ 0x2414, 5
@ 0x241A, 193
@ 0x2426, 16
@ 0x242A, 1
@ 0x2440, 8
@ 0x244C, 1
@ 0x2454, 7
@ 0x246A, 1
@ 0x2476, 7
@ 0x2480, 1
@ 0x24A1, 1
@ 0x24DE, 4
@ 0x24E6, 22
@ 0x24FA, 38
@ 0x2502, 10
@ 0x2520, 3
@ 0x2524, 2
@ 0x2530, 84
@ 0x2548, 3
@ 0x254C, 69
@ 0x2550, 32
@ 0x257C, 40
@ 0x2582, 160
@ 0x2586, 44
@ 0x260E, 1
@ 0x2646, 64
@ 0x264E, 36
@ 0x2657, 1
@ 0x266A, 60
@ 0x266C, 354
@ 0x266E, 8
@ 0x2672, 1
@ 0x2674, 133
@ 0x2676, 236
@ 0x2678, 9
@ 0x267C, 289
@ 0x2682, 1
@ 0x2699, 1
@ 0x269E, 2
@ 0x26A8, 216
@ 0x26EA, 1
@ 0x2738, 230
@ 0x275B, 6
@ 0x275E, 1
@ 0x2760, 1
@ 0x277E, 1
@ 0x27AE, 1
@ 0x27CA, 3
@ 0x27CC, 4
@ 0x27EE, 1
@ 0x2806, 4
@ 0x2808, 1
@ 0x281E, 1
@ 0x2826, 1
@ 0x282E, 1
@ 0x2834, 1
@ 0x283E, 1
@ 0x2848, 1
@ 0x284E, 1
@ 0x2852, 2
@ 0x285E, 1
@ 0x287E, 1
@ 0x2880, 1
@ 0x288E, 1
@ 0x2892, 153
@ 0x289E, 1
@ 0x28AE, 1
@ 0x28CC, 1
@ 0x28CE, 1
@ 0x28D2, 6
@ 0x28D4, 255
@ 0x28FE, 1
@ 0x291E, 3
@ 0x2928, 1
@ 0x293E, 1
@ 0x294A, 1
@ 0x294E, 1
@ 0x2978, 5
@ 0x297E, 1
@ 0x2998, 1
@ 0x29D8, 227
@ 0x29DE, 1
@ 0x29E8, 6
@ 0x29EE, 10
@ 0x29F6, 1
@ 0x29F8, 1
@ 0x29FA, 2983
@ 0x29FC, 28
@ 0x29FE, 164
@ 0x2A04, 1
@ 0x2A24, 59
@ 0x2A36, 2
@ 0x2A38, 2
@ 0x2A3A, 12
@ 0x2A3C, 3
@ 0x2A3E, 1
@ 0x2A40, 1
@ 0x2A46, 158
@ 0x2A4A, 3
@ 0x2A72, 5
@ 0x2A74, 1
@ 0x2A76, 8
@ 0x2A78, 13
@ 0x2A7A, 4
@ 0x2A7C, 6
@ 0x2A7E, 6
@ 0x2A80, 1
@ 0x2A8C, 88
@ 0x2AAE, 2
@ 0x2AB0, 2
@ 0x2AB2, 3
@ 0x2AB4, 14
@ 0x2AB6, 4
@ 0x2AB8, 11
@ 0x2ABA, 7
@ 0x2ABC, 2
@ 0x2AE5, 1
@ 0x2AEC, 20
@ 0x2AEE, 3
@ 0x2AF0, 5
@ 0x2AF2, 6
@ 0x2AF4, 3
@ 0x2AF6, 5
@ 0x2AF8, 19
@ 0x2B08, 1
@ 0x2B0E, 1
@ 0x2B2C, 1
@ 0x2B2E, 2
@ 0x2B30, 2
@ 0x2B32, 4
@ 0x2B34, 5
@ 0x2B36, 3
@ 0x2B38, 1
@ 0x2B6A, 1
@ 0x2B6C, 1
@ 0x2B6E, 2
@ 0x2B70, 3
@ 0x2B72, 1
@ 0x2BA6, 1
@ 0x2BA8, 1
@ 0x2BAA, 1
@ 0x2BAC, 3
@ 0x2BB0, 1
@ 0x2BDE, 12
@ 0x2BEA, 2
@ 0x2BF0, 346
@ 0x2BF2, 2
@ 0x2BF4, 3494
@ 0x2BFA, 36
@ 0x2C06, 137
@ 0x2C22, 1
@ 0x2C34, 1
@ 0x2C5E, 2
@ 0x2C60, 1
@ 0x2C68, 1
@ 0x2C7E, 1
@ 0x2C80, 1
@ 0x2C8A, 5
@ 0x2CA0, 1
@ 0x2CC8, 1
@ 0x2CD8, 1
@ 0x2CDA, 2
@ 0x2CDC, 1
@ 0x2CE0, 1
@ 0x2CE6, 1
@ 0x2CEA, 1
@ 0x2CEC, 1
@ 0x2CEE, 2
@ 0x2CF8, 3
@ 0x2CFC, 1
@ 0x2CFE, 1
@ 0x2D0A, 1
@ 0x2D0C, 1
@ 0x2D0E, 1
@ 0x2D10, 1
@ 0x2D16, 1
@ 0x2D18, 1
@ 0x2D1C, 1
@ 0x2D1E, 2
@ 0x2D22, 3
@ 0x2D26, 1
@ 0x2D28, 3
@ 0x2D30, 1
@ 0x2D34, 1
@ 0x2D38, 2
@ 0x2D42, 2
@ 0x2D44, 1
@ 0x2D48, 1
@ 0x2D4A, 1
@ 0x2D4C, 2
@ 0x2D4E, 1
@ 0x2D52, 1
@ 0x2D54, 1
@ 0x2D56, 1
@ 0x2D5A, 1
@ 0x2D5C, 1
@ 0x2D5E, 2
@ 0x2D60, 1
@ 0x2D6F, 1
@ 0x2D70, 1
@ 0x2D72, 3
@ 0x2D76, 1
@ 0x2D78, 2
@ 0x2D7A, 2
@ 0x2D80, 1
@ 0x2D82, 1
@ 0x2D84, 1
@ 0x2D86, 1
@ 0x2D8E, 4
@ 0x2D90, 12
@ 0x2D92, 1
@ 0x2D94, 1
@ 0x2D96, 1
@ 0x2D98, 2
@ 0x2D9A, 1
@ 0x2DA4, 1
@ 0x2DA6, 1
@ 0x2DA8, 1
@ 0x2DAC, 1
@ 0x2DB0, 2
@ 0x2DB2, 1
@ 0x2DB4, 1
@ 0x2DB6, 2
@ 0x2DC2, 3
@ 0x2DD0, 2
@ 0x2DD4, 1
@ 0x2DD8, 1
@ 0x2DE0, 2
@ 0x2DE8, 2
@ 0x2DEE, 1
@ 0x2DF0, 2
@ 0x2DF4, 1
@ 0x2E00, 1
@ 0x2E04, 1
@ 0x2E0C, 1
@ 0x2E0E, 1
@ 0x2E11, 1
@ 0x2E18, 1
@ 0x2E1C, 1
@ 0x2E28, 2
@ 0x2E2E, 1
@ 0x2E32, 1
@ 0x2E34, 2
@ 0x2E36, 3
@ 0x2E3C, 1
@ 0x2E48, 1
@ 0x2E4A, 1
@ 0x2E4E, 1
@ 0x2E50, 1
@ 0x2E52, 2
@ 0x2E58, 1
@ 0x2E5C, 1
@ 0x2E5E, 14
@ 0x2E64, 1
@ 0x2E6E, 2
@ 0x2E70, 1
@ 0x2E76, 1
@ 0x2E7C, 2
@ 0x2E7E, 1
@ 0x2E84, 2
@ 0x2E8C, 1
@ 0x2E8E, 1
@ 0x2E90, 1
@ 0x2E94, 2
@ 0x2E96, 1
@ 0x2E9E, 1
@ 0x2EA0, 2
@ 0x2EA2, 1
@ 0x2EA4, 2
@ 0x2EA6, 4
@ 0x2EAA, 1143
@ 0x2EAC, 3
@ 0x2EB0, 1
@ 0x2EB2, 2
@ 0x2EB4, 1
@ 0x2EB6, 2
@ 0x2EB8, 1
@ 0x2EC0, 2
@ 0x2EC4, 1
@ 0x2EC6, 2
@ 0x2EC8, 1
@ 0x2ECA, 1
@ 0x2ECC, 2
@ 0x2ECE, 2
@ 0x2ED2, 1
@ 0x2ED4, 2
@ 0x2ED6, 1
@ 0x2EDE, 2
@ 0x2EE2, 2
@ 0x2EE4, 435
@ 0x2EE6, 2
@ 0x2EE8, 2
@ 0x2EEC, 1
@ 0x2EF4, 1
@ 0x2EF6, 1
@ 0x2EFA, 1
@ 0x2EFE, 3
@ 0x2F00, 2
@ 0x2F02, 1
@ 0x2F08, 1
@ 0x2F0E, 1
@ 0x2F10, 3
@ 0x2F20, 1
@ 0x2F24, 1
@ 0x2F26, 3
@ 0x2F2E, 107
@ 0x2F32, 1
@ 0x2F36, 784
@ 0x2F3E, 3
@ 0x2F40, 1
@ 0x2F46, 2
@ 0x2F4C, 1
@ 0x2F50, 1
@ 0x2F52, 1
@ 0x2F5E, 14
@ 0x2F64, 273
@ 0x2F6A, 1
@ 0x2F74, 1
@ 0x2F7A, 3
@ 0x2F7C, 4
@ 0x2F86, 1
@ 0x2F8C, 1
@ 0x2F90, 1
@ 0x2F92, 2
@ 0x2F9E, 1
@ 0x2FA6, 1
@ 0x2FA8, 3
@ 0x2FAA, 1
@ 0x2FB0, 1
@ 0x2FB6, 2
@ 0x2FBA, 1
@ 0x2FBE, 2
@ 0x2FC0, 2
@ 0x2FC2, 2
@ 0x2FC4, 1
@ 0x2FCA, 1
@ 0x2FCE, 1
@ 0x2FD0, 1
@ 0x2FD2, 1
@ 0x2FD8, 1
@ 0x2FDE, 1
@ 0x2FEA, 1
@ 0x2FEE, 2
@ 0x2FF2, 1
@ 0x2FFA, 1
@ 0x3002, 1
@ 0x3008, 1
@ 0x3018, 1
@ 0x301A, 1
@ 0x3026, 2
@ 0x302E, 1
@ 0x3030, 1
@ 0x3034, 1
@ 0x303C, 154
@ 0x304E, 1
@ 0x3050, 1
@ 0x305E, 1
@ 0x3062, 2
@ 0x3064, 3
@ 0x306A, 1
@ 0x306C, 1
@ 0x3070, 2
@ 0x3074, 1
@ 0x307E, 1
@ 0x3080, 2
@ 0x3088, 1
@ 0x308C, 1
@ 0x3094, 1
@ 0x30A0, 1
@ 0x30A2, 1
@ 0x30A4, 1
@ 0x30AC, 1
@ 0x30AE, 1
@ 0x30B6, 1
@ 0x30C0, 1
@ 0x30C8, 1
@ 0x30D0, 1
@ 0x30D6, 2
@ 0x30DA, 2
@ 0x30E2, 1
@ 0x30E6, 1
@ 0x30EA, 1
@ 0x30F4, 1
@ 0x30FE, 1
@ 0x3104, 1
@ 0x3108, 1
@ 0x3110, 1
@ 0x3112, 1
@ 0x3114, 1
@ 0x3115, 1
@ 0x3116, 1
@ 0x3130, 1
@ 0x3146, 1
@ 0x3150, 1
@ 0x3152, 1
@ 0x315C, 4
@ 0x3164, 1
@ 0x316C, 4
@ 0x3178, 1
@ 0x317A, 3
@ 0x317C, 180
@ 0x318A, 4
@ 0x3196, 6
@ 0x3198, 1
@ 0x31A2, 1
@ 0x31AE, 1
@ 0x31B8, 1
@ 0x31C8, 2
@ 0x31D8, 1
@ 0x31DA, 1
@ 0x31DC, 1
@ 0x31EA, 3
@ 0x31F6, 1
@ 0x31F8, 1
@ 0x3200, 25
@ 0x3222, 1
@ 0x3226, 1
@ 0x324A, 5
@ 0x326E, 2
@ 0x3298, 1
@ 0x32A6, 2
@ 0x32A8, 1
@ 0x32B0, 8
@ 0x32B2, 1
@ 0x32BE, 12
@ 0x32C4, 1
@ 0x32D2, 1
@ 0x32DE, 4
@ 0x32FE, 1
@ 0x3302, 1337
@ 0x3306, 16
@ 0x3330, 15
@ 0x3342, 1
@ 0x33B2, 319
@ 0x33BA, 1
@ 0x33BE, 8
@ 0x33C5, 1
@ 0x33C6, 3982
@ 0x33CC, 1
@ 0x33D2, 6
@ 0x33D6, 1
@ 0x33E0, 150
@ 0x3402, 79
@ 0x341C, 39
@ 0x3468, 1
@ 0x347C, 4
@ 0x3494, 1
@ 0x34D2, 6
@ 0x3535, 1
@ 0x3538, 2
@ 0x353C, 7
@ 0x35A2, 2
@ 0x35E8, 1
@ 0x35EA, 4
@ 0x35F0, 11
@ 0x35F4, 2
@ 0x3616, 15
@ 0x37FA, 1
@ 0x3896, 36
@ 0x3902, 1
@ 0x398D, 1
@ 0x39B2, 1
@ 0x39E2, 1
@ 0x3A1E, 1
@ 0x3A47, 1
@ 0x3B87, 1
@ 0x3BA9, 1
@ 0x3BC6, 46
@ 0x3C14, 1
@ 0x3C34, 1
@ 0x3CAB, 1
@ 0x3CC0, 1
@ 0x3CDC, 1
@ 0x3E5E, 1
@ 0x3EB7, 1
@ 0x404A, 1
@ 0x4092, 1
@ 0x40E8, 5
@ 0x4106, 6
@ 0x4112, 976
@ 0x4114, 123
@ 0x411C, 3
@ 0x41A0, 1
@ 0x41C4, 1
@ 0x41D4, 1
@ 0x41D8, 1
@ 0x421C, 1
@ 0x4254, 1
@ 0x4258, 1
@ 0x42BC, 2
@ 0x42D8, 1
@ 0x42DC, 1
@ 0x42EC, 1
@ 0x42F0, 1
@ 0x4300, 2
@ 0x432E, 1
@ 0x4340, 1
@ 0x4380, 1
@ 0x43D0, 1
@ 0x43D3, 1
@ 0x43D4, 1
@ 0x43D8, 1
@ 0x4454, 2
@ 0x4488, 1
@ 0x4491, 1
@ 0x4494, 1
@ 0x4499, 1
@ 0x44A1, 1
@ 0x44A5, 1
@ 0x44F4, 1
@ 0x4518, 1
@ 0x4548, 1
@ 0x4567, 1
@ 0x4588, 1
@ 0x4590, 2
@ 0x4594, 1
@ 0x4598, 2
@ 0x459C, 1
@ 0x45A0, 1
@ 0x45A4, 1
@ 0x45A8, 3
@ 0x45B8, 1
@ 0x45BC, 1
@ 0x45C3, 1
@ 0x45CC, 1
@ 0x45D8, 2
@ 0x45E8, 1
@ 0x45EC, 1
@ 0x45F8, 1
@ 0x4604, 1
@ 0x4610, 1
@ 0x461C, 1
@ 0x4638, 1
@ 0x4654, 1
@ 0x4674, 1
@ 0x4677, 1
@ 0x4680, 1
@ 0x46A0, 1
@ 0x46BC, 1
@ 0x46C5, 1
@ 0x46E0, 1
@ 0x4700, 1
@ 0x470C, 1
@ 0x4724, 2
@ 0x4728, 1
@ 0x473C, 1
@ 0x475C, 1
@ 0x4764, 1
@ 0x476B, 1
@ 0x4784, 1
@ 0x47A0, 1
@ 0x47AC, 1
@ 0x47BC, 1
@ 0x47E0, 1
@ 0x47F8, 1
@ 0x4830, 1
@ 0x4834, 1
@ 0x4858, 1
@ 0x4860, 1
@ 0x489C, 1
@ 0x48A8, 1
@ 0x48E8, 1
@ 0x4918, 1
@ 0x493C, 1
@ 0x495C, 1
@ 0x4980, 1
@ 0x499A, 35
@ 0x49AC, 12
@ 0x49E4, 1
@ 0x4A10, 1
@ 0x4A14, 1
@ 0x4A58, 1
@ 0x4A6C, 1
@ 0x4A70, 1
@ 0x4A7C, 1
@ 0x4B68, 1
@ 0x4B8C, 242
@ 0x4B9E, 1
@ 0x4BC8, 1
@ 0x4BE0, 1
@ 0x4C10, 1
@ 0x4C38, 1
@ 0x4C60, 1
@ 0x4CC8, 1
@ 0x4CDC, 1
@ 0x4D25, 1
@ 0x4D34, 1
@ 0x4D90, 1
@ 0x4D95, 1
@ 0x4D99, 1
@ 0x4E3C, 22
@ 0x4E5C, 2
@ 0x4E76, 1
@ 0x4E7D, 5
@ 0x4EAC, 1
@ 0x4EE4, 1
@ 0x4EEA, 1
@ 0x4EF7, 1
@ 0x4EFB, 1
@ 0x4F22, 1
@ 0x4F54, 1
@ 0x4F85, 1
@ 0x4F8C, 1
@ 0x4F98, 1
@ 0x4FD0, 1
@ 0x4FFA, 1
@ 0x500C, 1
@ 0x502C, 1
@ 0x50CC, 1
@ 0x50EA, 1
@ 0x5100, 1
@ 0x5118, 1
@ 0x5134, 1
@ 0x514C, 1
@ 0x5175, 1
@ 0x517C, 1
@ 0x518C, 1
@ 0x5196, 1
@ 0x51CA, 1
@ 0x51DC, 1
@ 0x51E8, 7
@ 0x5218, 17
@ 0x5224, 4
@ 0x5262, 1
@ 0x5266, 1
@ 0x52C3, 1
@ 0x52D2, 1
@ 0x52F4, 1
@ 0x5332, 84
@ 0x5340, 1
@ 0x5344, 34
@ 0x5348, 1
@ 0x5350, 1
@ 0x53B0, 1
@ 0x53C0, 1
@ 0x53C8, 1
@ 0x53E8, 1
@ 0x53F8, 1
@ 0x5420, 1
@ 0x5454, 1
@ 0x5464, 1
@ 0x548C, 1
@ 0x54D0, 1
@ 0x54DC, 1
@ 0x54EE, 1
@ 0x5508, 1
@ 0x551B, 1
@ 0x5552, 301
@ 0x5568, 1
@ 0x556C, 1
@ 0x5576, 1
@ 0x557C, 1
@ 0x5594, 1
@ 0x5598, 1
@ 0x55D8, 1
@ 0x55DC, 1
@ 0x55F8, 1
@ 0x5607, 1
@ 0x5618, 1
@ 0x562A, 1
@ 0x5734, 1
@ 0x5768, 1
@ 0x577C, 1
@ 0x5780, 1
@ 0x5794, 1
@ 0x57F6, 1
@ 0x57FC, 1
@ 0x5818, 1
@ 0x583C, 1
@ 0x5872, 1
@ 0x58EC, 1
@ 0x58FD, 1
@ 0x591C, 1
@ 0x5948, 1
@ 0x594C, 1
@ 0x599C, 3
@ 0x59AC, 1
@ 0x59E8, 1
@ 0x59F4, 1
@ 0x5A18, 1
@ 0x5A54, 1
@ 0x5A58, 1
@ 0x5AA0, 1
@ 0x5AEC, 1
@ 0x5B0C, 1
@ 0x5B60, 1
@ 0x5B66, 1
@ 0x5B70, 1
@ 0x5B78, 1
@ 0x5B88, 1
@ 0x5B8C, 1
@ 0x5B9C, 1
@ 0x5B9E, 1
@ 0x5BA0, 1
@ 0x5BCC, 1
@ 0x5BD8, 1
@ 0x5BF8, 1
@ 0x5BFC, 1
@ 0x5C0E, 1
@ 0x5C20, 1
@ 0x5C24, 1
@ 0x5C30, 1
@ 0x5C40, 1
@ 0x5C60, 2
@ 0x5C68, 1
@ 0x5C80, 1
@ 0x5CB4, 1
@ 0x5CB8, 1
@ 0x5CE4, 1
@ 0x5CE8, 1
@ 0x5D40, 1
@ 0x5D50, 1
@ 0x5DB4, 1
@ 0x5DD0, 1
@ 0x5DEC, 1
@ 0x5DF0, 1
@ 0x5DF4, 2
@ 0x5E04, 1
@ 0x5E28, 1
@ 0x5E50, 1
@ 0x5E78, 1
@ 0x5EDA, 8
@ 0x5F06, 389
@ 0x5F34, 2
@ 0x5F38, 3
@ 0x5F44, 1
@ 0x5F48, 1
@ 0x5F50, 2
@ 0x5F54, 1
@ 0x5F58, 1
@ 0x5F5C, 1
@ 0x5F74, 1
@ 0x5F78, 2
@ 0x5F7C, 1
@ 0x5F84, 1
@ 0x5F88, 1
@ 0x5F90, 1
@ 0x5F98, 3
@ 0x5FA2, 1
@ 0x5FA8, 4
@ 0x5FB0, 1
@ 0x5FB4, 2
@ 0x5FB8, 1
@ 0x5FC0, 1
@ 0x5FC4, 3
@ 0x5FC8, 2
@ 0x5FCC, 3
@ 0x5FD0, 2
@ 0x5FD4, 4
@ 0x5FD8, 3
@ 0x5FDC, 5
@ 0x5FE0, 4
@ 0x5FE4, 3
@ 0x5FE8, 1
@ 0x5FEC, 2
@ 0x5FEE, 2
@ 0x5FF0, 3
@ 0x5FF4, 1
@ 0x5FFC, 1
@ 0x6000, 3
@ 0x6008, 2
@ 0x600A, 6
@ 0x600C, 5
@ 0x6010, 1
@ 0x6014, 5
@ 0x6018, 1
@ 0x601C, 2
@ 0x6020, 2
@ 0x6028, 1
@ 0x602C, 2
@ 0x6030, 2
@ 0x6034, 3
@ 0x6038, 2
@ 0x603A, 2
@ 0x603C, 14
@ 0x603E, 2
@ 0x6040, 2
@ 0x6044, 1
@ 0x6048, 6
@ 0x604C, 2
@ 0x6054, 3
@ 0x6058, 1
@ 0x6060, 2
@ 0x6064, 2
@ 0x6068, 4
@ 0x606A, 6
@ 0x606C, 7
@ 0x6070, 3
@ 0x6074, 3
@ 0x6076, 150
@ 0x6078, 3
@ 0x607C, 1
@ 0x6084, 2
@ 0x6088, 1
@ 0x608C, 2
@ 0x6094, 4
@ 0x609C, 2
@ 0x609E, 1
@ 0x60A0, 6
@ 0x60A4, 1
@ 0x60A6, 1
@ 0x60A8, 1
@ 0x60AC, 9
@ 0x60B4, 4
@ 0x60B6, 1
@ 0x60B8, 2
@ 0x60BA, 1
@ 0x60BC, 3
@ 0x60C0, 1
@ 0x60C2, 1
@ 0x60C4, 1
@ 0x60C7, 1
@ 0x60C8, 4
@ 0x60CC, 4
@ 0x60D0, 4
@ 0x60D4, 2
@ 0x60D8, 3
@ 0x60DA, 1
@ 0x60E0, 4
@ 0x60E4, 2
@ 0x60E8, 3
@ 0x60EC, 1
@ 0x60F0, 5
@ 0x60F4, 2
@ 0x60F8, 2
@ 0x60FC, 3
@ 0x6104, 6
@ 0x6108, 2
@ 0x610A, 1
@ 0x610C, 2
@ 0x6110, 1
@ 0x6114, 1
@ 0x611C, 1
@ 0x6120, 2
@ 0x6124, 3
@ 0x6128, 1
@ 0x612C, 5
@ 0x6130, 2
@ 0x6134, 3
@ 0x6138, 5
@ 0x613C, 3
@ 0x6140, 2
@ 0x6144, 3
@ 0x6148, 1
@ 0x614C, 2
@ 0x6150, 3
@ 0x6154, 4
@ 0x6158, 2
@ 0x615C, 2
@ 0x6160, 1
@ 0x6164, 4
@ 0x6166, 1
@ 0x6168, 2
@ 0x616C, 1
@ 0x6170, 3
@ 0x6174, 4
@ 0x6178, 2
@ 0x617C, 2
@ 0x6180, 4
@ 0x6188, 3
@ 0x618C, 3
@ 0x6190, 1
@ 0x6194, 1
@ 0x6198, 3
@ 0x61A0, 4
@ 0x61A4, 5
@ 0x61A8, 2
@ 0x61AC, 2
@ 0x61B0, 1
@ 0x61B4, 1
@ 0x61B8, 4
@ 0x61BC, 3
@ 0x61C0, 6
@ 0x61C4, 2
@ 0x61C6, 1
@ 0x61C8, 3
@ 0x61CA, 3
@ 0x61CC, 7
@ 0x61D0, 1
@ 0x61D4, 4
@ 0x61D8, 3
@ 0x61DC, 1
@ 0x61E0, 2
@ 0x61E4, 3
@ 0x61E8, 2
@ 0x61EC, 6
@ 0x61F0, 3
@ 0x61F4, 2
@ 0x61F8, 4
@ 0x61FC, 2
@ 0x6200, 2
@ 0x6204, 2
@ 0x6208, 3
@ 0x620C, 509
@ 0x6210, 162
@ 0x6218, 4
@ 0x621C, 1
@ 0x6220, 2
@ 0x6224, 3
@ 0x6228, 2
@ 0x622C, 3
@ 0x6230, 2
@ 0x6234, 2
@ 0x6238, 2
@ 0x623C, 365
@ 0x6240, 115
@ 0x6244, 2
@ 0x6248, 2
@ 0x624C, 5
@ 0x6250, 4
@ 0x6254, 2
@ 0x6258, 3
