ifds_bit ,Count
0000000000000011001001000011110111000101100000010000000111100000000010100110110001000, 4
0000000000000011001001000011110111000101100000010001000111100000000010000110010001000, 50
0000000000000011001001000011110111000101100000010001000111100000000010000110110000000, 12
0000000000000011001001000011110111000101100000010001000111100000000010000110110001000, 10
0000000000000011001001000011110111000101100000010010000111100000000010000110110000000, 7
0000000000000011001001000011110111000101100000010010000111100000000010100110110000000, 7
0000000000000011001001000011110111000101100000010010000111100000000010100110110000010, 4
0000000000000011001001000011110111000101100000010010011111100000000010100110110000000, 16244
0000000000000011001001000011110111000101100000010010011111100000000010100111110000000, 1724
0000000000000011001001000011110111000101100000010010011111100000000010101110110000000, 362
0000000000000011001001000011110111000101100000010010011111100000000010101111110000000, 49
0000000000000011001001000011110111000101100000010011011111100000000010100110110000000, 10
0000000000000011001001000011110111100101100000000000000111100000000010000110110000000, 1
0000000000000011001001000011110111100101100000000000000111100000000010001111110111000, 1
0000000000000011001001000011110111100101100000000000111111101000000010100110110000000, 4
0000000000000011001001000011110111100101100000000010011111100000000010100110110000000, 124
0000000000000011001001000011110111100101100000000010011111100000000010100111110000000, 82
0000000000000011001001000011110111100101100000000010011111100000000010101110110000000, 3
0000000000000011001001000011110111100101100000001000000110000100000000001111110111000, 6
0000000000000011001001000011110111100101100000001000000111100000000000000000000000000, 4
0000000000000011001001000011110111100101100000010010000111100000000010100110110000000, 2
0000000000000011001001000011110111100101100000010010011111100000000010100110110000000, 8614
0000000000000011001001000011110111100101100000010010011111100000000010100111110000000, 1164
0000000000000011001001000011110111100101100000010010011111100000000010101110110000000, 802
0000000000000011001001000011110111100101100000010010011111100000000010101111110000000, 71
0000000000000011001001000011110111100110100000000010000111101100000000001110011111000, 18
0000000000000011001001000011110111100111000000001000000111100100000011100000000000000, 1
0000000000000011001001000011110111100111000000001000000111101000000011101110011111001, 96
0000000000000011001001000011110111100111000000001000000111101100000011101110011111001, 11
0000000000000011001001000011110111100111000000001001000011101000000011101110011111001, 12
0000000000000011001001000011110111100111000000001001000011101100000011101110011111001, 5
0000000000000011001001000011110111100111000000001001000111101000000011101110011111001, 43
0000000000000011001001000011110111100111000000001001000111101100000011101110011111001, 3
0000000000000011001001000011110111100111100000000010000111100100000000000000000000000, 1
0000000000000011001001000011110111100111100000000010000111101000000000001110011111000, 7
0000000000000011001001000011110111100111100000000010000111101100000000001110011111000, 10
0000000000000011001001000011110111100111100000000011000111100000000001100110010000010, 35
0000000000000011001001000011110111100111100000000011000111100000000001101110010000010, 1
0000000000000011001001000011110111100111100000000011111111101000000011101111111111010, 156
0000000000000011001001000011110111101110100000000010000111101100000000001110011111000, 6
0000000000000011001001000011110111101111100000000010000111101000000000001110011111000, 39
0000000000000011001001000011110111101111100000000010000111101100000000001110011111000, 31
0000000000000011001001000011110111110011100000000010000111101000000010100111000011001, 4
0000000000000011001001000011110111110101100000000000000011100000000000000000000000000, 1
0000000000000011001001000011110111110101100000000000000011100000000000000110010111000, 237
0000000000000011001001000011110111110101100000000000000111100000000000000110010000000, 8
0000000000000011001001000011110111110101100000000001000011100000000000000110010000000, 1
0000000000000011001001000011110111110101100000000001000011101000000000000110010000001, 4
0000000000000011001001000011110111110101100000000001000111100000000000000000000000000, 14
0000000000000011001001000011110111110101100000000001000111100000000000000110010000000, 9
0000000000000011001001000011110111110101100000000001000111100000000000000110010111000, 213
0000000000000011001001000011110111110101100000000001000111101000000000000110010000001, 8
0000000000000011001001000011110111110101100000000010000110001000000000000110010000001, 24
0000000000000011001001000011110111110101100000000010000111100000000000000110010000001, 2
0000000000000011001001000011110111110101100000000010000111101000000000000110010000001, 1
0000000000000011001001000011110111110101100000000010000111101000000000101111000111000, 390
0000000000000011001001000011110111110101100000000010000111101000000000101111010111000, 249
0000000000000011001001000011110111110101100000000010000111101000000010100110010000001, 2
0000000000000011001001000011110111110101100000000011000011100000000000000000000000000, 70
0000000000000011001001000011110111110101100000000011000011101000000000000110010000000, 4
0000000000000011001001000011110111110101100000000011000011101000000000000110010000001, 2957
0000000000000011001001000011110111110101100000000011000111100000000000000000000000000, 10
0000000000000011001001000011110111110101100000000011000111100000000000000110010000001, 58
0000000000000011001001000011110111110101100000000011000111100000000000000110110000001, 4
0000000000000011001001000011110111110101100000000011000111101000000000000100010000001, 1
0000000000000011001001000011110111110101100000000011000111101000000000000110010000000, 17
0000000000000011001001000011110111110101100000000011000111101000000000000110010000001, 3177
0000000000000011001001000011110111110101100000000011000111101000000000100111010011001, 422
0000000000000011001001000011110111110101100000000011000111101000000010100110010000001, 758
0000000000000011001001000011110111110110100000000000000111100001110011101110010001010, 2
0000000000000011001001000011110111110110100000000010000111101000000011001110010000010, 2
0000000000000011001001000011110111110111100000000000000111100000000011000000000000000, 2
0000000000000011001001000011110111110111100000000000000111100001110010000110010000010, 1
0000000000000011001001000011110111110111100000000000000111100001110010000110010001010, 6
0000000000000011001001000011110111110111100000000000000111100001110010000110010111010, 4
0000000000000011001001000011110111110111100000000000000111100001110010000110110001010, 2
0000000000000011001001000011110111110111100000000000000111101000000010100111110111001, 6
0000000000000011001001000011110111110111100000000000000111101000000011000111010111011, 173
0000000000000011001001000011110111110111100000000000000111101000000011101111110111001, 2
0000000000000011001001000011110111110111100000000000000111101001110011101110010001010, 1
0000000000000011001001000011110111110111100000000001000011101000000010100110110000001, 1
0000000000000011001001000011110111110111100000000001000111100000000010000110110000000, 1
0000000000000011001001000011110111110111100000000001000111100000000010100000000000000, 1
0000000000000011001001000011110111110111100000000001000111101000000010100100110000001, 5
0000000000000011001001000011110111110111100000000001000111101000000010100110010000001, 56
0000000000000011001001000011110111110111100000000001000111101000000010100110110000001, 302
0000000000000011001001000011110111110111100000000010000111100000000010100000000000000, 2
0000000000000011001001000011110111110111100000000010000111100000000010100110110000001, 1
0000000000000011001001000011110111110111100000000010000111100000000011000000000000000, 8
0000000000000011001001000011110111110111100000000010000111100000000011100000000000000, 27
0000000000000011001001000011110111110111100000000010000111100000000011100011000011010, 1
0000000000000011001001000011110111110111100000000010000111100000000011101111110000000, 1
0000000000000011001001000011110111110111100000000010000111100001110010100000000000000, 3
0000000000000011001001000011110111110111100000000010000111100001110010100110010001010, 1
0000000000000011001001000011110111110111100000000010000111100001110010101110010001010, 3
0000000000000011001001000011110111110111100000000010000111100001110011100000000000000, 24
0000000000000011001001000011110111110111100000000010000111100001110011101110010001010, 14
0000000000000011001001000011110111110111100000000010000111101000000010100110010000001, 2
0000000000000011001001000011110111110111100000000010000111101000000010100110110000001, 2
0000000000000011001001000011110111110111100000000010000111101000000010100111110111000, 1139
0000000000000011001001000011110111110111100000000010000111101000000011001110010000010, 129
0000000000000011001001000011110111110111100000000010000111101000000011001111010000111, 90
0000000000000011001001000011110111110111100000000010000111101000000011100011000011010, 22
0000000000000011001001000011110111110111100000000010000111101000000011101111110111000, 369
0000000000000011001001000011110111110111100000000010000111101001110011100110010001010, 97
0000000000000011001001000011110111110111100000000010000111101001110011101000000000000, 2
0000000000000011001001000011110111110111100000000010000111101001110011101110010000010, 71
0000000000000011001001000011110111110111100000000010000111101001110011101110010001010, 533
0000000000000011001001000011110111110111100000000011000011101000000010100110110000000, 2
0000000000000011001001000011110111110111100000000011000011101000000010100110110000001, 82
0000000000000011001001000011110111110111100000000011000011101000000010100111010011001, 414
0000000000000011001001000011110111110111100000000011000111100000000010000111110000001, 11
0000000000000011001001000011110111110111100000000011000111100000000010100000000000000, 7
0000000000000011001001000011110111110111100000000011000111100000000010100110110000001, 17
0000000000000011001001000011110111110111100000000011000111100000000010100111010011001, 6
0000000000000011001001000011110111110111100000000011000111101000000010100110010000001, 1287
0000000000000011001001000011110111110111100000000011000111101000000010100110110000000, 12
0000000000000011001001000011110111110111100000000011000111101000000010100110110000001, 4973
0000000000000011001001000011110111110111100000000011000111101000000010100111010011001, 153
0000000000000011001001000011110111110111100000000011000111101000000010100111110111000, 30
0000000000000011001001000011110111110111100000000011000111101000000011001110010001000, 2
0000000000000011001001000011110111110111100000000011000111101000000011101111010001000, 8
0000000000000011001001000011110111110111100000000011111111101000000010100110110000001, 40
0000000000000011001001000011110111110111100000001000000111100000000110001111111111010, 33
0000000000000011001001000011110111110111100000001000011111101000000011101111111111010, 1
0000000000000011001001000011110111110111100000001010000111100000000011100000000000000, 55
0000000000000011001001000011110111110111100000001010000111100000000011101111111111010, 2
0000000000000011001001000011110111110111100000001010000111101000000001001111111111010, 6
0000000000000011001001000011110111110111100000001010000111101000000011101111111111010, 334
0000000000000011001001000011110111110111100000001010010111100000000011100000000000000, 6
0000000000000011001001000011110111110111100000001010010111100000000011101111111111010, 2
0000000000000011001001000011110111110111100000001010010111101000000011101111111111010, 1111
0000000000000011001001000011110111110111100000001010010111110000000011101111111111010, 1
0000000000000011001001000011110111110111100000001010010111111000000011101111111111010, 276
0000000000000011001001000011110111110111100000001010011111100000000011100000000000000, 15
0000000000000011001001000011110111110111100000001010011111100000000011101111111111010, 263
0000000000000011001001000011110111110111100000001010011111101000000011101111111111010, 371
0000000000000011001001000011110111110111100000001011010111100000000011100000000000000, 1
0000000000000011001001000011110111110111100000001011010111101000000011101111111111010, 2
0000000000000011001001000011110111111110100000000010000111100000000011100000000000000, 1
0000000000000011001001000011110111111110100000000010000111100000000011100011000011010, 1
0000000000000011001001000011110111111110100000000010000111101000000000101111010111000, 87
0000000000000011001001000011110111111110100000000010000111101000000011100011000011010, 22
0000000000000011001001000011110111111111100000000000000111100000000010000011010011010, 1
0000000000000011001001000011110111111111100000000000000111100000000010100011000011010, 5
0000000000000011001001000011110111111111100000000000000111100000000011100000000000000, 2
0000000000000011001001000011110111111111100000000000000111100000000011100111000111110, 1
0000000000000011001001000011110111111111100000000000000111101000000011100011000011010, 3
0000000000000011001001000011110111111111100000000001000111100000000000000111011001000, 1
0000000000000011001001000011110111111111100000000010000110001000000001000111010000001, 10
0000000000000011001001000011110111111111100000000010000110001000000011000111010001001, 1
0000000000000011001001000011110111111111100000000010000111100000000011100000000000000, 110
0000000000000011001001000011110111111111100000000010000111100000000011100011000011010, 1
0000000000000011001001000011110111111111100000000010000111100000000011100111000011010, 1
0000000000000011001001000011110111111111100000000010000111101000000000101111010111000, 326
0000000000000011001001000011110111111111100000000010000111101000000011100011000011010, 583
0000000000000011001001000011110111111111100000000010000111101000000011101110011111010, 4
0000000000000011001001000011110111111111100000000010000111101100000011101110011111010, 1
0000000000000011001001000011110111111111100000000011000111100000000000000111011001000, 26
0000000000000011001001000011110111111111100000000011000111100000000000000111011111000, 6
0000000000000011001001000011110111111111100000000011000111101000000011001110110000001, 46
0000000000000011001001000011110111111111100000000011000111101000000011100111110000000, 1
0000000000000011001001000011110111111111100000000011111111100000000000000111011111000, 7
0000000000000011001001000011110111111111100000001000000111100100000110000111111111010, 1
0000000000000011001001000011110111111111100000001010000111100000000011101110011111010, 1
0000000000000011001001000011111000100111100000000010000111100000000001001110010000010, 32
0000000000000011001001000011111000110101100000000000000111100000000000001111110111010, 1
0000000000000011001001000011111000110101100000000000000111101000000000001111110111010, 1
0000000000000011001001000011111000110101100000000010000111100000000000000000000000000, 108
0000000000000011001001000011111000110101100000000010000111100000000000001111110111010, 23
0000000000000011001001000011111000110101100000000010000111101000000000001111110111010, 2080
0000000000000011001001000011111000110101100000000010000111101000000001000000000000000, 83
0000000000000011001001000011111000110101100000000011000011101000000011101111111111000, 5
0000000000000011001001000011111000110101100000000011000111101000000001101111011111000, 3
0000000000000011001001000011111000110101100000000011000111101000000010001111111111000, 1
0000000000000011001001000011111000110110100000000000000111101000000001101110010111000, 1
0000000000000011001001000011111000110110100000000010000111100000000001000000000000000, 30
0000000000000011001001000011111000110110100000000010000111100000000001100000000000000, 12
0000000000000011001001000011111000110110100000000010000111100000000001101110010111000, 4
0000000000000011001001000011111000110110100000000010000111101000000001001111111111000, 222
0000000000000011001001000011111000110110100000000010000111101000000001101110010011000, 12
0000000000000011001001000011111000110110100000000010000111101000000001101110010111000, 214
0000000000000011001001000011111000110110100000000011000111100000000001100000000000000, 49
0000000000000011001001000011111000110110100000000011000111100000000001101111011111100, 1
0000000000000011001001000011111000110110100000000011000111100000000001101111111111010, 3
0000000000000011001001000011111000110110100000000011000111101000000001100000000000000, 1
0000000000000011001001000011111000110110100000000011000111101000000001101111011111000, 18
0000000000000011001001000011111000110110100000000011000111101000000001101111111111000, 8
0000000000000011001001000011111000110110100000000011000111101000000001101111111111010, 676
0000000000000011001001000011111000110110100000000011111111100000000011100000000000000, 4
0000000000000011001001000011111000110110100000000011111111101000000011101111111111010, 375
0000000000000011001001000011111000110111000000001010000111101000000011100111110000000, 37
0000000000000011001001000011111000110111100000000000000000000000000000000000000000000, 2
0000000000000011001001000011111000110111100000000000000011101000000001101110010000000, 1
0000000000000011001001000011111000110111100000000000000111100000000000000000000000000, 1
0000000000000011001001000011111000110111100000000000000111100000000000001110010000000, 1
0000000000000011001001000011111000110111100000000000000111100000000000001110010111000, 43
0000000000000011001001000011111000110111100000000000000111100000000000001111111111000, 11
0000000000000011001001000011111000110111100000000000000111100000000000001111111111010, 50
0000000000000011001001000011111000110111100000000000000111100000000001100000000000000, 72
0000000000000011001001000011111000110111100000000000000111100000000001101100000100100, 1
0000000000000011001001000011111000110111100000000000000111100000000010001111111111000, 184
0000000000000011001001000011111000110111100000000000000111100000000011001111111111000, 1
0000000000000011001001000011111000110111100000000000000111100000000011100000000000000, 5
0000000000000011001001000011111000110111100000000000000111100000000011101111111111000, 146
0000000000000011001001000011111000110111100000000000000111101000000001100000000000000, 1193
0000000000000011001001000011111000110111100000000000000111101000000001101110010000000, 152
0000000000000011001001000011111000110111100000000000000111101000000001101110010111000, 98
0000000000000011001001000011111000110111100000000000000111101000000001101110010111001, 39
0000000000000011001001000011111000110111100000000000000111101000000001101111111111010, 1
0000000000000011001001000011111000110111100000000000000111101000000011101111011111000, 1
0000000000000011001001000011111000110111100000000000000111101000000011101111111111000, 141
0000000000000011001001000011111000110111100000000000000111110000000001100000000000000, 32
0000000000000011001001000011111000110111100000000000000111111000000001100000000000000, 738
0000000000000011001001000011111000110111100000000000111111101000000011101111111111010, 29
0000000000000011001001000011111000110111100000000001000111100000000001100000000000000, 54
0000000000000011001001000011111000110111100000000001000111100000000011100000000000000, 1
0000000000000011001001000011111000110111100000000001000111101000000001100000000000000, 225
0000000000000011001001000011111000110111100000000001000111101000000001101111011111000, 41
0000000000000011001001000011111000110111100000000001000111101000000001101111111111010, 39
0000000000000011001001000011111000110111100000000001000111101000000011101111111111010, 9
0000000000000011001001000011111000110111100000000001000111110000000001100000000000000, 75
0000000000000011001001000011111000110111100000000001111111100000000010001111111111010, 329
0000000000000011001001000011111000110111100000000001111111100000000011001111111111010, 2
0000000000000011001001000011111000110111100000000001111111100000000011100000000000000, 23
0000000000000011001001000011111000110111100000000001111111100000000011101111111111010, 10
0000000000000011001001000011111000110111100000000001111111101000000011101111111111010, 57
0000000000000011001001000011111000110111100000000001111111101000000011101111111111011, 2
0000000000000011001001000011111000110111100000000010000111100000000001000000000000000, 518
0000000000000011001001000011111000110111100000000010000111100000000001001111111111000, 3
0000000000000011001001000011111000110111100000000010000111100000000001100000000000000, 7751
0000000000000011001001000011111000110111100000000010000111100000000001100000000000001, 6
0000000000000011001001000011111000110111100000000010000111100000000001100100000000100, 1
0000000000000011001001000011111000110111100000000010000111100000000001101100000000000, 2
0000000000000011001001000011111000110111100000000010000111100000000001101110010000000, 91
0000000000000011001001000011111000110111100000000010000111100000000001101110010000100, 1
0000000000000011001001000011111000110111100000000010000111100000000001101110010011000, 13
0000000000000011001001000011111000110111100000000010000111100000000001101110010100100, 1
0000000000000011001001000011111000110111100000000010000111100000000001101110010101100, 1
0000000000000011001001000011111000110111100000000010000111100000000001101110010111000, 1086
0000000000000011001001000011111000110111100000000010000111100000000001101110010111100, 53
0000000000000011001001000011111000110111100000000010000111100000000010000111111111000, 2
0000000000000011001001000011111000110111100000000010000111100000000011100000000000000, 2659
0000000000000011001001000011111000110111100000000010000111100000000011101100000000000, 1
0000000000000011001001000011111000110111100000000010000111100000000011101111111111000, 469
0000000000000011001001000011111000110111100000000010000111100000000011101111111111001, 3
0000000000000011001001000011111000110111100000000010000111100000000011101111111111100, 7
0000000000000011001001000011111000110111100000000010000111101000000000000000000000000, 1
0000000000000011001001000011111000110111100000000010000111101000000000001110010111000, 490
0000000000000011001001000011111000110111100000000010000111101000000001000000000000000, 5
0000000000000011001001000011111000110111100000000010000111101000000001001111111111000, 10437
0000000000000011001001000011111000110111100000000010000111101000000001001111111111010, 304
0000000000000011001001000011111000110111100000000010000111101000000001100000000000000, 2184
0000000000000011001001000011111000110111100000000010000111101000000001101110010000000, 11297
0000000000000011001001000011111000110111100000000010000111101000000001101110010011000, 2642
0000000000000011001001000011111000110111100000000010000111101000000001101110010111000, 102979
0000000000000011001001000011111000110111100000000010000111101000000001101110010111001, 158
0000000000000011001001000011111000110111100000000010000111101000000001101111010111000, 24
0000000000000011001001000011111000110111100000000010000111101000000001101111011111000, 26
0000000000000011001001000011111000110111100000000010000111101000000001101111111111010, 891
0000000000000011001001000011111000110111100000000010000111101000000011100000000000000, 16
0000000000000011001001000011111000110111100000000010000111101000000011101111111111000, 92282
0000000000000011001001000011111000110111100000000010000111101000000011101111111111001, 27
0000000000000011001001000011111000110111100000000010011111100000000001100000000000000, 5
0000000000000011001001000011111000110111100000000010011111100000000001101110010111000, 2
0000000000000011001001000011111000110111100000000010011111100000000011101111111111000, 12
0000000000000011001001000011111000110111100000000010011111101000000011101111111111000, 1
0000000000000011001001000011111000110111100000000010111111100000000011101111111111010, 3
0000000000000011001001000011111000110111100000000010111111101000000011101111111111000, 351
0000000000000011001001000011111000110111100000000010111111101000000011101111111111010, 74
0000000000000011001001000011111000110111100000000011000011100000000000100000000000000, 148
0000000000000011001001000011111000110111100000000011000011101000000000101111110111010, 8
0000000000000011001001000011111000110111100000000011000011101000000001100000000000000, 2
0000000000000011001001000011111000110111100000000011000101101000000001101111111010010, 7
0000000000000011001001000011111000110111100000000011000111100000000000100000000000000, 21
0000000000000011001001000011111000110111100000000011000111100000000001000000000000000, 44
0000000000000011001001000011111000110111100000000011000111100000000001100000000000000, 5623
0000000000000011001001000011111000110111100000000011000111100000000001100000000000100, 3
0000000000000011001001000011111000110111100000000011000111100000000001100000010000000, 2
0000000000000011001001000011111000110111100000000011000111100000000001100100000000000, 2
0000000000000011001001000011111000110111100000000011000111100000000001100100000001000, 1
0000000000000011001001000011111000110111100000000011000111100000000001100100000100000, 1
0000000000000011001001000011111000110111100000000011000111100000000001100100000100100, 10
0000000000000011001001000011111000110111100000000011000111100000000001101000000000000, 1
0000000000000011001001000011111000110111100000000011000111100000000001101100000000000, 2
0000000000000011001001000011111000110111100000000011000111100000000001101100000000100, 1
0000000000000011001001000011111000110111100000000011000111100000000001101100000001000, 1
0000000000000011001001000011111000110111100000000011000111100000000001101100000100100, 3
0000000000000011001001000011111000110111100000000011000111100000000001101100000101000, 1
0000000000000011001001000011111000110111100000000011000111100000000001101100000101100, 12
0000000000000011001001000011111000110111100000000011000111100000000001101111011111000, 326
0000000000000011001001000011111000110111100000000011000111100000000001101111011111100, 3
0000000000000011001001000011111000110111100000000011000111100000000001101111111111000, 10
0000000000000011001001000011111000110111100000000011000111100000000001101111111111010, 578
0000000000000011001001000011111000110111100000000011000111100000000001101111111111110, 19
0000000000000011001001000011111000110111100000000011000111100000000011100000000000000, 130
0000000000000011001001000011111000110111100000000011000111101000000000101111110111010, 38
0000000000000011001001000011111000110111100000000011000111101000000001001111011111000, 84
0000000000000011001001000011111000110111100000000011000111101000000001001111111111000, 31
0000000000000011001001000011111000110111100000000011000111101000000001100000000000000, 14185
0000000000000011001001000011111000110111100000000011000111101000000001100000000000010, 7
0000000000000011001001000011111000110111100000000011000111101000000001100011110000010, 70
0000000000000011001001000011111000110111100000000011000111101000000001100101111111010, 1
0000000000000011001001000011111000110111100000000011000111101000000001100111010000000, 2
0000000000000011001001000011111000110111100000000011000111101000000001100111100000000, 39
0000000000000011001001000011111000110111100000000011000111101000000001101110010000000, 3
0000000000000011001001000011111000110111100000000011000111101000000001101111011111000, 13922
0000000000000011001001000011111000110111100000000011000111101000000001101111011111001, 15
0000000000000011001001000011111000110111100000000011000111101000000001101111011111010, 7
0000000000000011001001000011111000110111100000000011000111101000000001101111111010010, 452
0000000000000011001001000011111000110111100000000011000111101000000001101111111111000, 3402
0000000000000011001001000011111000110111100000000011000111101000000001101111111111001, 17
0000000000000011001001000011111000110111100000000011000111101000000001101111111111010, 51902
0000000000000011001001000011111000110111100000000011000111101000000001101111111111011, 7
0000000000000011001001000011111000110111100000000011000111101000000011101111111111010, 552
0000000000000011001001000011111000110111100000000011111110001000000011101111111111010, 7
0000000000000011001001000011111000110111100000000011111111100000000011100000000000000, 2111
0000000000000011001001000011111000110111100000000011111111100000000011101000000000000, 1
0000000000000011001001000011111000110111100000000011111111100000000011101100000001000, 1
0000000000000011001001000011111000110111100000000011111111100000000011101100000001100, 2
0000000000000011001001000011111000110111100000000011111111100000000011101111111111010, 854
0000000000000011001001000011111000110111100000000011111111100000000011101111111111110, 4
0000000000000011001001000011111000110111100000000011111111101000000011101111011111010, 1
0000000000000011001001000011111000110111100000000011111111101000000011101111111111010, 82371
0000000000000011001001000011111000110111100000000011111111101000000011101111111111011, 109
0000000000000011001001000011111000110111100000000011111111110000000011100000000000000, 9
0000000000000011001001000011111000110111100000000011111111110000000011101111111111010, 1
0000000000000011001001000011111000110111100000000011111111111000000011101111111111010, 537
0000000000000011001001000011111000110111100000001010000111111000000011101111110111000, 2
0000000000000011001001000011111000111111100000000001000111101000000001001111010000000, 9
0000000000000011001001000011111000111111100000000011000111101000000001001111010000000, 944
0000000000000011001001000011111000111111100000001010000111101000000001001111110101000, 1
0000000000000011001001000011111001110001000000000000000011100000000000000000000000000, 11
0000000000000011001001000011111001110001000000000000000011101000000000000000000000000, 8
0000000000000011001001000011111001110101100000010000000111100000000001101111111111010, 5
0000000000000011001001000011111001110101100000010000000111101000000001101111111111010, 24
0000000000000011001001000011111001110110100000000000000111100000000000001110110111000, 4
0000000000000011001001000011111001110110100000000000000111100000000000001111110111000, 10
0000000000000011001001000011111001110110100000000001000111101000000001101110110111000, 1
0000000000000011001001000011111001110110100000000011000111100000000001100000000000000, 1
0000000000000011001001000011111001110110100000000011000111101000000001101110110111000, 295
0000000000000011001001000011111001110110100000000011000111101000000001101111010111000, 9
0000000000000011001001000011111001110110100000000011000111101000000001101111110111000, 223
0000000000000011001001000011111001110110100000010011000111101000000001101111111111010, 2
0000000000000011001001000011111001110111100000000000000111100000000000001110110111000, 480
0000000000000011001001000011111001110111100000000000000111100000000000001111010111000, 299
0000000000000011001001000011111001110111100000000000000111100000000000001111110111000, 320
0000000000000011001001000011111001110111100000000001000111100000000001100000000000000, 4
0000000000000011001001000011111001110111100000000001000111100000000001101111010111000, 1
0000000000000011001001000011111001110111100000000001000111101000000001101110110111000, 7
0000000000000011001001000011111001110111100000000001000111101000000001101111010111000, 112
0000000000000011001001000011111001110111100000000001000111101000000001101111110111000, 155
0000000000000011001001000011111001110111100000000001000111101000000001101111111111010, 266
0000000000000011001001000011111001110111100000000010000111100000000001000000000000000, 3
0000000000000011001001000011111001110111100000000010000111101000000001101110110111000, 1
0000000000000011001001000011111001110111100000000010000111101000000001101111110111000, 82
0000000000000011001001000011111001110111100000000011000011101000000000001111010111000, 1
0000000000000011001001000011111001110111100000000011000011101000000001101111010111000, 2
0000000000000011001001000011111001110111100000000011000111100000000001000000000000000, 1
0000000000000011001001000011111001110111100000000011000111100000000001100000000000000, 1043
0000000000000011001001000011111001110111100000000011000111100000000001101110110111000, 49
0000000000000011001001000011111001110111100000000011000111100000000001101110110111100, 1
0000000000000011001001000011111001110111100000000011000111100000000001101111010111000, 1
0000000000000011001001000011111001110111100000000011000111100000000001101111111111010, 27
0000000000000011001001000011111001110111100000000011000111101000000000001110110111000, 155
0000000000000011001001000011111001110111100000000011000111101000000000001111010111000, 6
0000000000000011001001000011111001110111100000000011000111101000000000001111110111000, 196
0000000000000011001001000011111001110111100000000011000111101000000001001111111111010, 34
0000000000000011001001000011111001110111100000000011000111101000000001101110010111000, 429
0000000000000011001001000011111001110111100000000011000111101000000001101110110111000, 29082
0000000000000011001001000011111001110111100000000011000111101000000001101110110111001, 36
0000000000000011001001000011111001110111100000000011000111101000000001101111010111000, 22868
0000000000000011001001000011111001110111100000000011000111101000000001101111010111001, 1
0000000000000011001001000011111001110111100000000011000111101000000001101111110111000, 19793
0000000000000011001001000011111001110111100000000011000111101000000001101111110111001, 5
0000000000000011001001000011111001110111100000000011000111101000000001101111111111010, 2176
0000000000000011001001000011111001110111100000000011000111111001110011101111111111010, 162
0000000000000011001001000011111001110111100000000011011111100000000001100000000000000, 3
0000000000000011001001000011111001110111100000000011011111100000000001101110110111000, 3
0000000000000011001001000011111001110111100000000011011111100000000001101111110111000, 14
0000000000000011001001000011111001110111100000000011011111100000000001101111111111010, 1
0000000000000011001001000011111001110111100000000011011111101000000001101110110111000, 1
0000000000000011001001000011111001110111100000000011011111101000000001101111111111010, 53
0000000000000011001001000011111001110111100000010000000111101000000001101111111111000, 14
0000000000000011001001000011111001110111100000010000000111101000000001101111111111010, 71
0000000000000011001001000011111001110111100000010001000111100000000001101111111111010, 4
0000000000000011001001000011111001110111100000010001000111101000000001101111111111010, 3
0000000000000011001001000011111001110111100000010010000111101000000001001111111111000, 9
0000000000000011001001000011111001110111100000010010000111101000000001101111111111010, 1
0000000000000011001001000011111001110111100000010011000111100000000001101111111111000, 29
0000000000000011001001000011111001110111100000010011000111100000000001101111111111010, 6
0000000000000011001001000011111001110111100000010011000111100000000001101111111111100, 3
0000000000000011001001000011111001110111100000010011000111100000000001101111111111110, 2
0000000000000011001001000011111001110111100000010011000111101000000000001111111111000, 53
0000000000000011001001000011111001110111100000010011000111101000000001101111111111000, 2293
0000000000000011001001000011111001110111100000010011000111101000000001101111111111010, 4195
0000000000000011001001000011111010010001100000000010000111101000000001100110010000000, 1
0000000000000011001001000011111010110110100000000010000111101000000001001111111111000, 8
0000000000000011001001000011111010110111100000000000000111101000000011101111111111010, 15
0000000000000011001001000011111010110111100000000010000111100000000001000000000000000, 34
0000000000000011001001000011111010110111100000000010000111100000000001001111111111000, 53
0000000000000011001001000011111010110111100000000010000111100000000011100000000000000, 27
0000000000000011001001000011111010110111100000000010000111101000000001001111111111000, 1163
0000000000000011001001000011111010110111100000000010000111101000000011100111111101010, 199
0000000000000011001001000011111010110111100000000010000111101000000011100111111101011, 1
0000000000000011001001000011111010110111100000000010000111101000000011101111111101010, 1
0000000000000011001001000011111010110111100000000010000111101000000011101111111111000, 17
0000000000000011001001000011111010110111100000000011111111101000000011101111111111010, 326
0000000000000011001001000011111010110111100000001010000011111001110011100000000000000, 3
0000000000000011001001000011111010110111100000001010000111110000000011100000000000000, 1
0000000000000011001001000011111010110111100000001010000111111000000011100111000111000, 4
0000000000000011001001000011111011110110100000000001000111100000000000000110010001000, 5
0000000000000011001001000011111011110110100000000011000111100000000000000000000000000, 2
0000000000000011001001000011111011110110100000000011000111101000000000000110010001000, 177
0000000000000011001001000011111011110111100000000001000111100000000000000110010001000, 3
0000000000000011001001000011111011110111100000000001000111101000000000000110010001000, 2
0000000000000011001001000011111011110111100000000011000111100000000000000000000000000, 352
0000000000000011001001000011111011110111100000000011000111100000000000000110010001000, 3
0000000000000011001001000011111011110111100000000011000111101000000000000000000000000, 9
0000000000000011001001000011111011110111100000000011000111101000000000000110010001000, 5984
0000000000000011001001000011111011110111100000000011000111101000000000000110110001000, 49
0000000000000011001001000011111011110111100000000011000111101000000001101110110111000, 3
