ifds_bit ,Count
0000000000000011000000000011111110110101100000000011000011101001110011001111010000000, 51
0000000000000011000000000011111110110101100000000011000111100001110001000000000000000, 21
0000000000000011000000000011111110110101100000000011000111100001110011000000000000000, 6705
0000000000000011000000000011111110110101100000000011000111100001110011000100000000000, 2
0000000000000011000000000011111110110101100000000011000111100001110011000100000100100, 3
0000000000000011000000000011111110110101100000000011000111100001110011001000000000100, 1
0000000000000011000000000011111110110101100000000011000111100001110011001111010000000, 796
0000000000000011000000000011111110110101100000000011000111100001110011001111010000100, 5
0000000000000011000000000011111110110101100000000011000111100001110011001111010001000, 2
0000000000000011000000000011111110110101100000000011000111100001110011001111010001100, 2
0000000000000011000000000011111110110101100000000011000111100001110011001111010100100, 1
0000000000000011000000000011111110110101100000000011000111100001110011001111010101000, 4
0000000000000011000000000011111110110101100000000011000111100001110011001111010101100, 10
0000000000000011000000000011111110110101100000000011000111101001110001000000000000000, 4
0000000000000011000000000011111110110101100000000011000111101001110011000000000000000, 1
0000000000000011000000000011111110110101100000000011000111101001110011001111010000000, 91195
0000000000000011000000000011111110110101100000000011000111101001110011001111010000001, 101
0000000000000011000000000011111110111101100000000001000111101001110011000000000000000, 2
0000000000000011000000000011111110111101100000000011000011100001110011000000000000000, 1
0000000000000011000000000011111110111101100000000011000111100001110011000000000000000, 152
0000000000000011000000000011111110111101100000000011000111101001110011000000000000000, 2968
0000000000000011000000000011111111111111100000000001111111100000000000000000000000000, 16
0000000000000011000001000000000000000000100000000000000000000000000000000000000000000, 21
0000000000000011000001000000000000000001100000000000000000000000000000000000000000000, 71
0000000000000011000001000000000000000001100000000000000000000000000000000010000000000, 13
0000000000000011000001000000000000000111100000000000000000000000000000000010000000000, 1
0000000000000011000001000000000000100001100000000000000000000000000000000010000000000, 106
0000000000000011000001000001101110110101100000000000000011100001110010000000000000000, 1
0000000000000011000001000001101110110101100000000001000011100001110010000000000000000, 5
0000000000000011000001000010010111000001000000000000000111100000000000000000000000000, 1
0000000000000011000001000010010111000001000000000000000111101000000000000000000000000, 38
0000000000000011000001000010110000000101000000000000000111101000000000000000000000000, 88
0000000000000011000001000010110110000011100000000010000101100000000000001111011000000, 11
0000000000000011000001000010111010110111100000001011000111111000000011100011000001000, 1
0000000000000011000001000010111110110101100000000001000111100001100000000000000000000, 3
0000000000000011000001000011000000000101100000000001000001100000000000000000000000000, 8
0000000000000011000001000011000000000101100000000001000001100000000000001011000111000, 159
0000000000000011000001000011011110111110100000000010000111100000000000000000000000000, 113
0000000000000011000001000011011110111111100000000010000111100000000000000000000000000, 37
0000000000000011000001000011100000000101100000000001000001100000000000000000000000000, 12
0000000000000011000001000011100000000101100000000001000001100000000000001011000111000, 266
0000000000000011000001000011100000101101100000000010000001100000000000000011110000000, 40
0000000000000011000001000011110000000000100000000000000111101000000000000000000000000, 916
0000000000000011000001000011110000000000100000000000000111101000000011100100010000000, 1
0000000000000011000001000011110000000000100000000001000111100000000000000000000000000, 4
0000000000000011000001000011110000000000100000000001000111100000000000000000000001000, 390
0000000000000011000001000011110000000100100000000000000111100000000010000000110000000, 1
0000000000000011000001000011110000000101000000000000000111101000000000000000000000000, 399
0000000000000011000001000011110000000111000000000000000111101000000000001111010000010, 1
0000000000000011000001000011110000100001000000000010000111101000000000000000000000000, 1204
0000000000000011000001000011110000100001100000000000000111101000000000000000000000000, 6
0000000000000011000001000011110000100101000000000000000111100000000000000000000000000, 1
0000000000000011000001000011110000100101000000000000000111100000000000000101010000000, 1
0000000000000011000001000011110000100101000000000000000111100000000000001111010000010, 5
0000000000000011000001000011110000100101000000000000000111101000000000001111010000010, 15
0000000000000011000001000011110000100101100000000000000111100000000000000011000000000, 4
0000000000000011000001000011110000100101100000000000000111100000000000001111110111010, 5
0000000000000011000001000011110000100101100000000000000111101000000000000011000000000, 316
0000000000000011000001000011110000100101100000000000000111101000000000001111110111010, 150
0000000000000011000001000011110000100101100000000010000111101000000000000011000000000, 41
0000000000000011000001000011110000100101100000000010000111101000000000000111010000000, 7
0000000000000011000001000011110000100101100000000010000111101000000000001111110111010, 468
0000000000000011000001000011110000100111000000000000000111100000000000000000000000000, 1014
0000000000000011000001000011110000100111000000000000000111100000000000001100000001000, 1
0000000000000011000001000011110000100111000000000000000111100000000000001111010000010, 53
0000000000000011000001000011110000100111000000000000000111100000000000001111010001010, 1
0000000000000011000001000011110000100111000000000000000111101000000000001111010000000, 1
0000000000000011000001000011110000100111000000000000000111101000000000001111010000010, 11448
0000000000000011000001000011110000100111000000000010000111101000000000001111010000010, 4
0000000000000011000001000011110000100111100000000000000111100000000000000000000000000, 6
0000000000000011000001000011110000100111100000000000000111101000000000001111010000000, 22
0000000000000011000001000011110000100111100000000000000111101000000000001111010000001, 4
0000000000000011000001000011110000100111100000000010000111100000000000000000000000000, 188
0000000000000011000001000011110000100111100000000010000111101000000000001001000000010, 246
0000000000000011000001000011110000100111100000000010000111101000000000001111010000000, 794
0000000000000011000001000011110000110101100000000000000111100000000000001111110111010, 1
0000000000000011000001000011110000110101100000000011000111101000000000000110010000000, 1
0000000000000011000001000011110000110111100000000000111111101000000001100111000111000, 2
0000000000000011000001000011110001001010100000000000000111100100000000000000000000000, 2
0000000000000011000001000011110001001011100000000000000111100000000000000000000000000, 24
0000000000000011000001000011110001001011100000000000000111100100000000000000000000000, 8
0000000000000011000001000011110010000001100000000000111111101000000000000010000000000, 26
0000000000000011000001000011110010000101100000000000000111101000000000001010000000000, 70
0000000000000011000001000011110010100001100000000000111111101000000000000010000000000, 9
0000000000000011000001000011110010100101100000000000000111101000000000000000000000000, 35
0000000000000011000001000011110100010101000000001000000011101000000001101111010111000, 50
0000000000000011000001000011110100100101100000000000000111101000000000001010000000000, 20
0000000000000011000001000011110100100111000000000000000111100000000000000000000000000, 108
0000000000000011000001000011110100100111000000000000000111100000000000001111010000010, 11
0000000000000011000001000011110100100111000000000000000111101000000000001111010000000, 151
0000000000000011000001000011110100100111000000000000000111101000000000001111010000010, 1393
0000000000000011000001000011110100100111100000000000000110001000000000000111010000010, 27
0000000000000011000001000011110100100111100000000000000111100000000000000000000000000, 10
0000000000000011000001000011110100100111100000000000000111100000000000001111010000010, 40
0000000000000011000001000011110100100111100000000000000111101000000000001111010000000, 7
0000000000000011000001000011110100100111100000000000000111101000000000001111010000010, 2115
0000000000000011000001000011110100100111100000000010000111100000000000000000000000000, 18
0000000000000011000001000011110100100111100000000010000111100000000000001111010000010, 5
0000000000000011000001000011110100100111100000000010000111101000000000001111010000000, 639
0000000000000011000001000011110100100111100000000010000111101000000000001111010000010, 1758
0000000000000011000001000011110100100111100000000011000111100000000000001111010000010, 244
0000000000000011000001000011110100100111100000000011000111101000000000001111010000010, 590
0000000000000011000001000011110100110101100000000000000111101000000000001111010000000, 316
0000000000000011000001000011110100110101100000000000000111101000000010001111010000000, 1
0000000000000011000001000011110100110111100000000000000111100000000000000000000000000, 6
0000000000000011000001000011110100110111100000000000000111101000000000001111010000010, 176
0000000000000011000001000011110110000000000000000011000111101000000000001000000000000, 3
0000000000000011000001000011110110000001000000000000000111100000000000000000000000000, 15
0000000000000011000001000011110110000001000000000000000111100000000000000111010001011, 1
0000000000000011000001000011110110000001000000000000000111101000000000000000000000000, 39
0000000000000011000001000011110110000001000000000000000111101000000000000110010001011, 2
0000000000000011000001000011110110000001000000000000000111101000000000000111010001011, 156
0000000000000011000001000011110110000001000000000011000111101000000000001110010000000, 11
0000000000000011000001000011110110000001100000000000000111100000000000000000000000000, 1
0000000000000011000001000011110110000001100000000000000111101000000000000000000000000, 25
0000000000000011000001000011110110000001100000000000111111100000000000000010000000000, 5
0000000000000011000001000011110110000001100000000000111111101000000000000010000000000, 517
0000000000000011000001000011110110000001100000000010000111101000000000000001000000000, 1
0000000000000011000001000011110110000001100000000011000011100000000000000000000000000, 1
0000000000000011000001000011110110000001100000000011000011100000000000001111011000000, 45
0000000000000011000001000011110110000001100000000011000111100000000000001111011000000, 36
0000000000000011000001000011110110000001100000000011000111101000000000000001000000000, 1
0000000000000011000001000011110110000011100000000000000111100000000000000000000000000, 64
0000000000000011000001000011110110000011100000000000000111100000000000001111011000000, 930
0000000000000011000001000011110110000011100000000010000111100000000000000000000000000, 190
0000000000000011000001000011110110000011100000000010000111100000000000001111011000000, 14702
0000000000000011000001000011110110000011100000000010111111100000000000000000000000000, 25
0000000000000011000001000011110110000011100000000010111111100000000000001111011000000, 4224
0000000000000011000001000011110110000011100000000010111111100000000000001111011000100, 7
0000000000000011000001000011110110000011100000000011000011100000000000001111011000000, 7
0000000000000011000001000011110110000011100000000011000111100000000000001111011000000, 39
0000000000000011000001000011110110000011100000010010111111100000000000001111011000000, 173
0000000000000011000001000011110110000101100000000000000111101000000001101111100111000, 6
0000000000000011000001000011110110001101100000001001000111100000000000001111011100000, 1
0000000000000011000001000011110110001111100000001000000111100000000000000000000000000, 4
0000000000000011000001000011110110001111100000001000000111100000000000001111011100000, 1138
0000000000000011000001000011110110001111100000001010000111100000000000001111011100000, 549
0000000000000011000001000011110110100000000000000011000111101000000000001000000000000, 1
0000000000000011000001000011110110100000100000000011000111101001110000001000000000000, 1
0000000000000011000001000011110110100001000000000011000111100000000000000000000000000, 2
0000000000000011000001000011110110100001000000000011000111100000000000000110010000000, 1
0000000000000011000001000011110110100001000000000011000111100000000000001110010000000, 1
0000000000000011000001000011110110100001000000000011000111100000000000001111010000000, 2
0000000000000011000001000011110110100001000000000011000111100000000001001110010101100, 1
0000000000000011000001000011110110100001000000000011000111100000000001001111010000000, 1
0000000000000011000001000011110110100001000000000011000111101000000000000000000000000, 1
0000000000000011000001000011110110100001000000000011000111101000000000001000000000000, 5
0000000000000011000001000011110110100001000000000011000111101000000000001110010000000, 7
0000000000000011000001000011110110100001000000000011000111101000000000001111010000000, 610
0000000000000011000001000011110110100001000000000011000111101000000001000000000000000, 2
0000000000000011000001000011110110100001000000000011000111101000000001000111010000000, 29
0000000000000011000001000011110110100001000000000011000111101000000001001000000000000, 7
0000000000000011000001000011110110100001000000000011000111101000000001001110010000000, 108
0000000000000011000001000011110110100001000000000011000111101000000001001111010000000, 272
0000000000000011000001000011110110100001100000000000000111101000000000000000000000000, 1379
0000000000000011000001000011110110100001100000000011000011101001110000001110010000000, 6
0000000000000011000001000011110110100001100000000011000111100000000000001111011000000, 1
0000000000000011000001000011110110100001100000000011000111100001110000000000000000000, 13
0000000000000011000001000011110110100001100000000011000111100001110000000110010000000, 1
0000000000000011000001000011110110100001100000000011000111100001110000001000000000000, 2
0000000000000011000001000011110110100001100000000011000111100001110000001110010000000, 221
0000000000000011000001000011110110100001100000000011000111100001110001000000000000000, 6
0000000000000011000001000011110110100001100000000011000111100001110001001000000000000, 1
0000000000000011000001000011110110100001100000000011000111100001110001001111010000000, 7
0000000000000011000001000011110110100001100000000011000111101001110000000000000000000, 2
0000000000000011000001000011110110100001100000000011000111101001110000000111010000000, 1
0000000000000011000001000011110110100001100000000011000111101001110000001000000000000, 23
0000000000000011000001000011110110100001100000000011000111101001110000001110010000000, 4022
0000000000000011000001000011110110100001100000000011000111101001110000001111010000000, 7
0000000000000011000001000011110110100001100000000011000111101001110001000000000000000, 4
0000000000000011000001000011110110100001100000000011000111101001110001001000000000000, 33
0000000000000011000001000011110110100001100000000011000111101001110001001010000000000, 2
0000000000000011000001000011110110100001100000000011000111101001110001001110010000000, 494
0000000000000011000001000011110110100001100000000011000111101001110001001111010000000, 1568
0000000000000011000001000011110110100011100000000000111111100000000000000000000000000, 1
0000000000000011000001000011110110100011100000000010111111100000000000001111011000000, 3340
0000000000000011000001000011110110100011100000010010111111100000000000001111011000000, 267
0000000000000011000001000011110110100101000000000000000111100000000000000000000000000, 1
0000000000000011000001000011110110100101000000000000000111100000000000000111000000000, 19
0000000000000011000001000011110110100101100000000000000111101000000000001010000000000, 65
0000000000000011000001000011110110100110100000000000000111101000000001101111010000010, 1111
0000000000000011000001000011110110100111000000000000000111100000000000000111010000000, 2
0000000000000011000001000011110110100111000000000010000111100000000000000111010000000, 3448
0000000000000011000001000011110110100111100000000000000111101000000001101111010000010, 6
0000000000000011000001000011110110110101100000000000000111100001110010000111010000000, 8
0000000000000011000001000011110110110101100000000000000111101000000000001111111010010, 121
0000000000000011000001000011110110110101100000000001000111100001110011000000000000000, 1
0000000000000011000001000011110110110101100000000001000111100001110011001111010000000, 1
0000000000000011000001000011110110110101100000000010000111100000000000000000000000000, 13
0000000000000011000001000011110110110101100000000011000111100001110010001110010000000, 1
0000000000000011000001000011110110110101100000000011000111100001110010001111010000000, 4
0000000000000011000001000011110110110101100000000011000111100001110011000000000000000, 14
0000000000000011000001000011110110110101100000000011000111100001110011001111010000000, 59
0000000000000011000001000011110110110101100000000011011111100001110011000000000000000, 1
0000000000000011000001000011110110111111100000000010000111100000000000000001000000000, 4
0000000000000011000001000011110111100101100000000000011111100000000010101010110000000, 13
0000000000000011000001000011110111100101100000000011000111101001110000001111110000010, 5
0000000000000011000001000011110111100111100000000010011111101100000000000111111111000, 7
0000000000000011000001000011110111101111100000011000000111101000000000001111011100010, 1
0000000000000011000001000011110111110101100000000000000111101000000000001111110000010, 20
0000000000000011000001000011110111110101100000000000000111101000000000001111111010010, 2
0000000000000011000001000011111000000101000000000000000111100000000001100000000000000, 9
0000000000000011000001000011111000000101000000000000000111100000000001100010000000010, 37
0000000000000011000001000011111000000101000000000000000111101000000001100000000000000, 1
0000000000000011000001000011111000101101100000000011000010000000000000100011110000000, 119
0000000000000011000001000011111000110101100000000000000111101000000000001111110111010, 22
0000000000000011000001000011111000110101100000000010000111100000000000000000000000000, 438
0000000000000011000001000011111000110101100000000010000111100000000000001000000000000, 1
0000000000000011000001000011111000110101100000000010000111100000000000001111110111010, 137
0000000000000011000001000011111000110101100000000010000111100000000000001111110111110, 1
0000000000000011000001000011111000110101100000000010000111101000000000001111110111010, 9998
0000000000000011000001000011111000110101100000000010000111101000000000001111110111011, 19
0000000000000011000001000011111000110101100000000011000011101000000010001111111111000, 1
0000000000000011000001000011111000110111100000000001000111101000000001000000000000000, 1
0000000000000011000001000011111000110111100000000010000111101000000000000000000000000, 44
0000000000000011000001000011111000110111100000000011000111100000000001000000000000000, 7
0000000000000011000001000011111000110111100000000011000111101000000001000000000000000, 29
0000000000000011000001000011111000111101100000000011000111100000000000001111010000000, 5
0000000000000011000001000011111000111101100000000011000111101000000000001111010000000, 294
0000000000000011000001000011111000111111100000000010000111101000000000000000000000000, 7
0000000000000011000001000011111001110111100000000010000111100000000000000000000000000, 33
0000000000000011000001000011111001110111100000000010000111101000000000001111111111010, 1058
0000000000000011000001000011111010110111100000001010000111110000000011100000000000000, 1
0000000000000011000001000011111010110111100000001011100111101001110011000111011000000, 1
0000000000000011000001000011111010110111100000001011100111101001110111000111011000000, 6
0000000000000011000001000011111110110101100000000000000011100001110011001111010000000, 22
0000000000000011000001000011111110110101100000000000000111100001110010000000000000000, 1
0000000000000011000001000011111110110101100000000000000111100001110010001111010000000, 176
0000000000000011000001000011111110110101100000000000000111100001110011001111010000000, 8
0000000000000011000001000011111110110101100000000000000111101001110011001111010000000, 4
0000000000000011000001000011111110110101100000000001000111100001100000000000000000000, 1
0000000000000011000001000011111110110101100000000001000111100001110011000000000000000, 113
0000000000000011000001000011111110110101100000000001000111101001110011001110010000000, 36
0000000000000011000001000011111110110101100000000001000111101001110011001110010000001, 13
0000000000000011000001000011111110110101100000000001000111101001110011001111010000000, 59
0000000000000011000001000011111110110101100000000010000111100000000000000110010100100, 1
0000000000000011000001000011111110110101100000000010000111101000000000000110010000000, 27
0000000000000011000001000011111110110101100000000010000111101001110011001111010000000, 10
0000000000000011000001000011111110110101100000000010000111101001110011001111110000000, 1
0000000000000011000001000011111110110101100000000011000111100001110011000000000000000, 4761
0000000000000011000001000011111110110101100000000011000111100001110011001110010000000, 81
0000000000000011000001000011111110110101100000000011000111100001110011001110010001000, 1
0000000000000011000001000011111110110101100000000011000111100001110011001111010000000, 453
0000000000000011000001000011111110110101100000000011000111100001110011001111010000100, 2
0000000000000011000001000011111110110101100000000011000111100001110011001111010001000, 4
0000000000000011000001000011111110110101100000000011000111100001110011001111010001100, 6
0000000000000011000001000011111110110101100000000011000111100001110011001111010100000, 1
0000000000000011000001000011111110110101100000000011000111100001110011001111010101000, 1
0000000000000011000001000011111110110101100000000011000111100001110011001111010101100, 5
0000000000000011000001000011111110110101100000000011000111101001110001000000000000000, 1
0000000000000011000001000011111110110101100000000011000111101001110011001110010000000, 7198
0000000000000011000001000011111110110101100000000011000111101001110011001111010000000, 79170
0000000000000011000001000011111110110101100000000011011111100001110011001111010000000, 2
0000000000000011000001000011111110110111100000000000000111101000000000000000000000000, 2
0000000000000011000001000011111110110111100000000010000011100000000000000000000000000, 92
0000000000000011000001000011111110110111100000000010000011101000000000000000000000000, 58
0000000000000011000001000011111110111101100000000011000111100001110011000000000000000, 12
0000000000000011000001000011111110111101100000000011000111101001110011000000000000000, 204
0000000000000011000001000011111110111111100000010010000111100000000000000000000000000, 6
0000000000000011000001000011111110111111100000010010000111100000000000001000000000100, 1
0000000000000011000001000011111110111111100000010010000111100000000000001101000101100, 1
0000000000000011000001000011111110111111100000010010000111101000000000000001000000000, 149
0000000000000011000001001011111110110101100000000011000111101001110011001111010000000, 30
0000000000000011001000000000000000000111100000000001000000001000000000000010000000000, 4
0000000000000011001000000001100000110111100000000011111000000000000011101111111111010, 3
0000000000000011001000000010010010000001100000000000000001100000000000000100000000000, 185
0000000000000011001000000010010010000001100000000000000001100000000000000110000000000, 182
0000000000000011001000000011000000101001100000000001000011100001110000001011000000000, 10
0000000000000011001000000011100000010101100000000000000011101000000000000110010000000, 5
0000000000000011001000000011100000010101100000000001000011100000000000000000000000000, 8
0000000000000011001000000011100000010101100000000001000011101000000000000110010000000, 41
0000000000000011001000000011110000000001100000000010000011101000000000000000000000000, 39
0000000000000011001000000011110000000100100000000000000111100000000000000000000000000, 1
0000000000000011001000000011110000000100100000000000000111101000000000000010010000000, 40
0000000000000011001000000011110000000100100000000000000111101000000000000110010000000, 1
0000000000000011001000000011110000000101000000000000000111100000000011100110010000000, 14
0000000000000011001000000011110000010100100000000000000111100000000000100000000000000, 1
0000000000000011001000000011110000010100100000000000000111101000000000100111010000000, 4
0000000000000011001000000011110000010101100000000000000111101000000000000110010000000, 8
0000000000000011001000000011110000010101100000000001000011100000000000000110010000000, 1
0000000000000011001000000011110000110101100000000010000111100000000000000000000000000, 1
0000000000000011001000000011110000110111100000000000000111100000000000000111111111000, 4
0000000000000011001000000011110000110111100000000000000111100000000001100000000000000, 1
0000000000000011001000000011110000110111100000000000000111100000000001101110010111000, 1
0000000000000011001000000011110000110111100000000010000111100000000001000000000000000, 6
0000000000000011001000000011110000110111100000000010000111100000000001001111111111000, 23
0000000000000011001000000011110000110111100000000010000111100000000001101110010111000, 9
0000000000000011001000000011110000110111100000000011111111100000000010101111111111010, 6
0000000000000011001000000011110000110111100000000011111111100000000011100000000000000, 5
0000000000000011001000000011110000110111100000000011111111101000000011100000000000000, 1
0000000000000011001000000011110000110111100000000011111111101000000011101111111111010, 71
0000000000000011001000000011110000110111100000000011111111110000000011101111111111010, 1
0000000000000011001000000011110000110111100000000011111111111000000011101111111111010, 1
0000000000000011001000000011110110100001000000000010000111101000000001000000000000000, 151
0000000000000011001000000011110110110111100000001000000111101000000011101111111111010, 14
0000000000000011001000000011110110110111100000001000000111110000000011100111110111000, 12
0000000000000011001000000011110110110111100000001010000111100000000011100000000000000, 56
0000000000000011001000000011110110110111100000001010000111100000000011101111111111010, 37
0000000000000011001000000011110110110111100000001010000111101000000011100000000000000, 671
0000000000000011001000000011110110110111100000001010000111101000000011101111111111010, 5319
0000000000000011001000000011110110110111100000001011000011101000000011101111111111010, 1
0000000000000011001000000011110110110111100000001011000111101000000011100000000000000, 8
0000000000000011001000000011110110110111100000001011000111101000000011101111111111010, 115
0000000000000011001000000011110110111111100000001010000111100000000011100000000000000, 4
0000000000000011001000000011110110111111100000001010000111101000000011100000000000000, 64
0000000000000011001000000011110111000111000000000000000111100000000011100110011111000, 53
0000000000000011001000000011110111000111000000000011000111100000000011100000000000000, 2
0000000000000011001000000011110111000111000000000011000111100000000011100110011111000, 155
0000000000000011001000000011111000000010000000000011000111101000000000000011010000000, 1
0000000000000011001000000011111000010111100000000001000011100000000001100000000000000, 1
0000000000000011001000000011111000010111100000000001000011101000000001100000000000000, 14
0000000000000011001000000011111000110001000000000000000111101000000000000000000000000, 10
0000000000000011001000000011111000110001100000000000000111100000000000000000000000000, 3
0000000000000011001000000011111000110001100000000000000111101000000000000000000000000, 21
0000000000000011001000000011111000110001100000000010000111100000000000000000000000000, 2
0000000000000011001000000011111000110001100000000010000111101000000000000000000000000, 16
0000000000000011001000000011111000110100100000000011111111100000000011100000000000000, 23
0000000000000011001000000011111000110100100000000011111111101000000011100000000000000, 276
0000000000000011001000000011111000110101100000000010000111100000000001000000000000000, 8
0000000000000011001000000011111000110101100000000010000111101000000001000000000000000, 1767
0000000000000011001000000011111000110110100000000010000111101000000001001111111111000, 5
0000000000000011001000000011111000110110100000000011111111100000000011100000000000000, 19
0000000000000011001000000011111000110110100000000011111111101000000011101111111111010, 163
0000000000000011001000000011111000110110100000000011111111110000000011100000000000000, 1
0000000000000011001000000011111000110110100000000011111111111000000011101111111111010, 2
0000000000000011001000000011111000110111100000000000000111100000000001100000000000000, 8
0000000000000011001000000011111000110111100000000000000111100000000001101110010000000, 1
0000000000000011001000000011111000110111100000000000000111101000000001001111111111000, 10
0000000000000011001000000011111000110111100000000000000111101000000001001111111111001, 16
0000000000000011001000000011111000110111100000000000000111101000000001001111111111010, 2
0000000000000011001000000011111000110111100000000000000111101000000001101110010000000, 757
0000000000000011001000000011111000110111100000000000000111101000000001101110010111000, 206
0000000000000011001000000011111000110111100000000001000111101000000001101111010111000, 10
0000000000000011001000000011111000110111100000000001000111101000000011101111111111010, 1
0000000000000011001000000011111000110111100000000001111111100000000010001111111111010, 11
0000000000000011001000000011111000110111100000000001111111101000000011101111111111010, 18
0000000000000011001000000011111000110111100000000010000111100000000001000000000000000, 702
0000000000000011001000000011111000110111100000000010000111100000000001001111111111000, 157
0000000000000011001000000011111000110111100000000010000111100000000001001111111111010, 6
0000000000000011001000000011111000110111100000000010000111100000000001001111111111100, 1
0000000000000011001000000011111000110111100000000010000111100000000001100000000000000, 52
0000000000000011001000000011111000110111100000000010000111100000000011100000000000000, 3
0000000000000011001000000011111000110111100000000010000111101000000001001111111111000, 12444
0000000000000011001000000011111000110111100000000010000111101000000001001111111111010, 1063
0000000000000011001000000011111000110111100000000010000111101000000001101110010111000, 916
0000000000000011001000000011111000110111100000000010000111101000000011101111111111000, 148
0000000000000011001000000011111000110111100000000011000111101000000001101111010111000, 519
0000000000000011001000000011111000110111100000000011000111101000000001101111111111010, 7
0000000000000011001000000011111000110111100000000011111111100000000011100000000000000, 622
0000000000000011001000000011111000110111100000000011111111100000000011101100000101100, 2
0000000000000011001000000011111000110111100000000011111111100000000011101111111111010, 394
0000000000000011001000000011111000110111100000000011111111100000000011101111111111110, 3
0000000000000011001000000011111000110111100000000011111111101000000001100000000000000, 3
0000000000000011001000000011111000110111100000000011111111101000000011100000000000000, 1
0000000000000011001000000011111000110111100000000011111111101000000011101111111111010, 15751
0000000000000011001000000011111000110111100000000011111111101000000011101111111111011, 2
0000000000000011001000000011111000110111100000000011111111110000000011100000000000000, 42
0000000000000011001000000011111000110111100000000011111111111000000011101111111111010, 663
0000000000000011001000000011111010110111100000000000000111101000000011101111111111010, 6
0000000000000011001000000011111010110111100000000011111111101000000011101111111111010, 101
0000000000000011001000000011111110110111100000000011000111101001110011101111111111010, 12
0000000000000011001000000011111110111111100000001000000111101000000011100110000000100, 1
0000000000000011001000000011111111111101100000000001111111100000000000000011000000000, 12
0000000000000011001000000011111111111101100000000001111111100000000000000011010000000, 3
0000000000000011001000000011111111111111100000001000000111101000000011101111111111011, 1
0000000000000011001001000000000111000101100000010000000011100000000010000110000001000, 5
0000000000000011001001000000000111000101100000010000000011100000000010000110100000000, 457
0000000000000011001001000000000111110101100000000000000010000000000010000110100000000, 96
0000000000000011001001000000011111111111100000001000000010000100000000101111011111010, 112
0000000000000011001001000000101000110111100000000000000011100000000010000000000000000, 3
0000000000000011001001000001000110110101100000000000000000000000000000000000000000000, 1
0000000000000011001001000001001101100111100000000000000000000000000000000110110000000, 12
0000000000000011001001000001011111110111100000001000000010000000000000101111011111000, 60
0000000000000011001001000001011111111111100000001000000010000100000000101111011111010, 88
0000000000000011001001000001100000110111100000000001111011100000000010001111111111010, 15
0000000000000011001001000001100000110111100000000011111000000000000011101111111111010, 24
0000000000000011001001000001100000110111100000000011111010000000000011101111111111010, 3
0000000000000011001001000001100110000101100000010000000011100000000010000110000001000, 62
0000000000000011001001000001100110100101100000000000000011100001110000001110010000000, 29
0000000000000011001001000001100110100101100000000000000011101001110000001110010000000, 11
0000000000000011001001000001100111000101100000010000000011100000000010000110000001000, 405
0000000000000011001001000001100111000101100000010000000011100000000010000110100000000, 408
0000000000000011001001000001100111000101100000010000000011100000000010000110100001000, 180
0000000000000011001001000001101000110111100000000000000011100000000010000000000000000, 93
0000000000000011001001000001101000110111100000000001000011100000000000000000000000000, 1
0000000000000011001001000001101111110111100000000001000011100001110010000000000000000, 8
0000000000000011001001000001110110011101100000000000000011100000000010101101010111010, 4
0000000000000011001001000001110110100111100000000010000011100000010000001111011000000, 7
0000000000000011001001000010010111000101100000010000000111100000000010000110110000000, 13
0000000000000011001001000010010111000101100000010000000111100000000010000110110001000, 1
0000000000000011001001000010010111000101100000010001000111100000000010100110110000000, 1
0000000000000011001001000010011111110111100000000010000111101001110011101110010001010, 1
0000000000000011001001000010011111111111100000001000000110000100000000101111011111010, 324
0000000000000011001001000010100110100101100000000011111111100001110000000110010000000, 5
0000000000000011001001000010101111111111100000001010111111100001110011100000000000000, 7
0000000000000011001001000010110000000100100000000000000111101000000000000010010000000, 3
0000000000000011001001000010110110100101100000000001111111100001100000000000000000000, 1
0000000000000011001001000010111000110111100000000001000000000000000000000000000000000, 1
0000000000000011001001000010111000110111100000000010000111100000000011100000000000000, 1
0000000000000011001001000010111000110111100000000010000111100000000011101111111111001, 1
0000000000000011001001000010111000110111100000000010000111101000000011101111111111000, 3
0000000000000011001001000010111000110111100000000011111111100000000011101111111111010, 16
0000000000000011001001000010111110110111100000001010000111110000000011100111110111000, 1
0000000000000011001001000011100000000000100000000001000011100000000000000110000000000, 10
0000000000000011001001000011100000000000100000000011000111100000000000000110000000000, 43
0000000000000011001001000011100000000101100000000001000011101000000000000110010000000, 6
0000000000000011001001000011100000010101100000000000000111101000000000001110010000000, 3
0000000000000011001001000011100000010101100000000001000011100000000000000000000000000, 4
0000000000000011001001000011100000010101100000000001000011100000000000000110010000000, 562
0000000000000011001001000011100000010101100000000001000011101000000000000110010000000, 4
0000000000000011001001000011100000010101100000000010000111100000000000000000000000000, 1
0000000000000011001001000011100000010101100000000011000111100000000000000000000000000, 10
0000000000000011001001000011100000010101100000000011000111100000000000000110010000000, 150
0000000000000011001001000011100000010101100000000011000111100000000000000110010000001, 148
0000000000000011001001000011100000010101100000000011000111101000000000000110010000000, 11
0000000000000011001001000011100000110100100000000001000011100000000000000110010000000, 1
0000000000000011001001000011100000110101100000000011000111100000000000000000000000000, 1
0000000000000011001001000011100000110101100000000011000111100000000000000110010000000, 1
0000000000000011001001000011100000110101100000000011000111100000000000000110010000001, 55
0000000000000011001001000011100000110101100000000011000111101000000000000110010000000, 208
0000000000000011001001000011100000110111100000000000000111100000000000000111011111000, 1
0000000000000011001001000011100000110111100000000001111111100000000010000111111111010, 1
0000000000000011001001000011100000110111100000000010000011100000000010000000000000000, 6
