quality ,Count
56.575, 4
56.665000000000006, 1
56.715, 1
56.724999999999994, 1
56.735, 2
56.745, 2
56.82, 2
56.86, 1
56.91, 3
56.97, 2
56.99, 1
57.04, 1
57.045, 2
57.05, 1
57.055, 1
57.065, 20
57.095, 1
57.129999999999995, 1
57.14, 6
57.175, 1
57.230000000000004, 1
57.25, 2
57.26, 4
57.28, 1
57.305, 3
57.31, 6
57.32, 1
57.34, 1
57.355000000000004, 6
57.41, 2
57.44499999999999, 1
57.455, 4
57.47, 1
57.48, 7
57.495, 1
57.535, 1
57.56, 54
57.620000000000005, 1
57.705, 8
57.715, 1
57.730000000000004, 3
57.755, 1
57.79, 2
57.86, 4
57.864999999999995, 1
57.88, 1
57.89, 1
57.905, 1
57.915, 2
57.92, 2
57.93, 1
57.95, 1
57.955, 1
57.97, 1
58.01, 1
58.06, 4
58.120000000000005, 22
58.125, 1
58.155, 1
58.205, 2
58.230000000000004, 1
58.325, 4
58.33, 1
58.345, 1
58.35, 1
58.38, 29
58.405, 2
58.41, 1
58.42, 2
58.425, 1
58.43, 1
58.44, 1
58.445, 1
58.474999999999994, 1
58.475, 1
58.555, 1
58.68, 1
58.69, 2
58.705, 1
58.745, 2
58.75, 1
58.769999999999996, 2
58.78, 3
58.855000000000004, 3
58.86, 4
58.995000000000005, 1
59.004999999999995, 1
59.01, 1
59.025, 1
59.03, 2
59.04, 49
59.045, 1
59.05, 4
59.06, 17
59.085, 1
59.114999999999995, 1
59.16, 1
59.205, 1
59.245, 2
59.28, 3
59.325, 1
59.335, 2
59.34, 2
59.375, 10
59.379999999999995, 1
59.39, 6
59.394999999999996, 1
59.46, 1
59.474999999999994, 16
59.480000000000004, 1
59.504999999999995, 2
59.515, 1
59.57, 12
59.58, 1
59.585, 1
59.595, 17
59.61, 1
59.68, 4
59.72, 1
59.725, 1
59.735, 5
59.745000000000005, 13
59.75, 3
59.760000000000005, 1
59.825, 2
59.83, 1
59.84, 7
59.85, 1
59.875, 2
59.89, 4
59.894999999999996, 1
59.93000000000001, 1
59.955, 3
59.96, 4
59.97, 1
59.974999999999994, 2
59.985, 1
59.995000000000005, 1
60, 2
60.004999999999995, 107
60.045, 2
60.05500000000001, 1
60.08, 1
60.085, 3
60.2, 1
60.275, 1
60.29, 1
60.335, 3
60.345, 2
60.36, 3
60.364999999999995, 1
60.365, 515
60.370000000000005, 1
60.375, 1
60.379999999999995, 1
60.38, 1
60.43, 1
60.44, 5
60.45, 2
60.455, 2
60.46, 54
60.495000000000005, 6
60.56, 5
60.565, 4
60.57, 1
60.58, 1
60.635000000000005, 1
60.64, 10
60.725, 1
60.754999999999995, 2
60.8, 1
60.82, 2
60.83, 2
60.84, 1
60.855000000000004, 1
60.86, 1
60.885, 3
60.89, 1
60.905, 1
60.93, 1
60.980000000000004, 3
60.985, 2
60.995000000000005, 1
61.025, 1
61.03, 2
61.035, 2
61.06, 2
61.09, 80
61.095, 1
61.15, 1
61.245, 3
61.28, 1
61.285, 3
61.315, 3
61.345, 1
61.405, 1
61.42, 1
61.480000000000004, 1
61.489999999999995, 3
61.5, 1
61.51, 1
61.515, 1
61.53, 5
61.63, 3
61.665000000000006, 1
61.71, 1
61.72, 1
61.785, 1
61.805, 4
61.81, 2
61.82, 2
61.83, 1
61.835, 1
61.870000000000005, 1
61.875, 1
61.879999999999995, 1
61.894999999999996, 1
61.92, 1
61.935, 1
61.94, 6
61.95, 2
61.965, 3
61.97, 2
62, 24
62.04, 2
62.055, 1
62.075, 1
62.235, 1
62.254999999999995, 1
62.269999999999996, 3
62.275, 15
62.285, 3
62.3, 4
62.31, 1
62.315, 1
62.335, 1
62.34, 1
62.35, 2
62.36, 1
62.375, 1
62.379999999999995, 4
62.39, 10
62.395, 15
62.445, 2
62.465, 1
62.47, 6
62.489999999999995, 2
62.495, 1
62.5, 6
62.51, 1
62.515, 1
62.519999999999996, 5
62.55, 1
62.56, 1
62.565, 4
62.61, 2
62.675, 4
62.695, 6
62.725, 2
62.795, 2
62.81, 3
62.83, 13
62.834999999999994, 1
62.845, 1
62.849999999999994, 2
62.864999999999995, 43
62.879999999999995, 1
62.925, 12
62.95, 1
63.015, 1
63.035, 1
63.08, 43
63.09, 6
63.175, 1
63.18, 1
63.185, 6
63.2, 1
63.239999999999995, 1
63.245000000000005, 1
63.269999999999996, 1
63.29, 2
63.295, 1
63.3, 1
63.32, 3
63.334999999999994, 2
63.4, 6
63.415000000000006, 2
63.445, 7
63.46, 2
63.47, 1
63.475, 5
63.485, 2
63.49, 1
63.504999999999995, 1
63.525, 4
63.53, 5
63.54, 4
63.545, 4
63.55, 2
63.555, 4
63.56, 5
63.57, 1
63.58, 1
63.614999999999995, 4
63.675, 1
63.67999999999999, 6
63.7, 5
63.745000000000005, 1
63.785, 3
63.815, 6
63.82, 1
63.84, 5
63.865, 2
63.88, 3
63.885, 3
63.905, 7
63.949999999999996, 1
63.96000000000001, 2
63.965, 1
63.97500000000001, 2
63.980000000000004, 1
63.985, 5
63.989999999999995, 20
64, 3
64.00999999999999, 49
64.07000000000001, 2
64.145, 1
64.19999999999999, 2
64.2, 3
64.255, 3
64.31, 5
64.33500000000001, 2
64.4, 10
64.41, 1
64.42500000000001, 1
64.485, 1
64.495, 1
64.5, 8
64.505, 2
64.52, 4
64.56, 1
64.565, 2
64.57499999999999, 3
64.66999999999999, 1
64.715, 1
64.725, 1
64.74000000000001, 1
64.76499999999999, 1
64.78, 23
64.78999999999999, 3
64.795, 3
64.8, 4
64.80000000000001, 2
64.81, 2
64.86, 1
64.91999999999999, 1
64.92, 1
64.93, 1
64.935, 2
64.955, 6
64.96000000000001, 1
64.975, 1
64.99000000000001, 1
64.995, 2
65.00999999999999, 1
65.025, 1
65.03999999999999, 112
65.04499999999999, 7
65.05000000000001, 1
65.065, 1
65.095, 1
65.115, 4
65.13, 2
65.205, 8
65.20500000000001, 3
65.23500000000001, 1
65.31, 1
65.33000000000001, 2
65.34, 2
65.42, 3
65.425, 2
65.45, 3
65.49, 1
65.495, 2
65.50999999999999, 15
65.515, 1
65.52, 3
65.52000000000001, 5
65.525, 1
65.56, 41
65.595, 2
65.61, 4
65.61500000000001, 1
65.69, 2
65.7, 2
65.75, 2
65.815, 1
65.82, 47
65.825, 7
65.83500000000001, 4
65.85, 2
65.855, 2
65.87, 2
65.875, 1
65.88, 4
65.885, 3
65.9, 2
65.905, 20
65.91499999999999, 2
65.925, 2
65.96, 2
65.99, 1
65.99000000000001, 2
65.995, 2
66, 29
66.02000000000001, 4
66.03, 1
66.03999999999999, 147
66.045, 1
66.05000000000001, 1
66.065, 3
66.075, 1
66.08500000000001, 1
66.09, 13
66.17500000000001, 2
66.255, 8
66.295, 1
66.315, 6
66.345, 1
66.35, 1
66.355, 1
66.37, 4
66.375, 1
66.39, 2
66.405, 4
66.41499999999999, 4
66.43, 1
66.435, 4
66.445, 1
66.44999999999999, 3
66.45, 2
66.455, 1
66.46000000000001, 2
66.47, 5
66.49000000000001, 1
66.5, 6
66.50999999999999, 2
66.55, 3
66.57499999999999, 3
66.6, 5
66.60499999999999, 1
66.615, 1
66.65, 1
66.695, 10
66.805, 1
66.825, 2
66.84, 2
66.845, 1
66.85, 1
66.875, 2
66.88499999999999, 1
66.89, 1
66.9, 2
66.92500000000001, 2
66.93, 2
66.94999999999999, 2
66.95, 3
66.955, 2
66.965, 1
66.975, 5
66.98, 3
67.005, 120
67.035, 1
67.11, 37
67.11500000000001, 1
67.14, 12
67.15, 1
67.17500000000001, 2
67.185, 1
67.22999999999999, 1
67.23, 1
67.29, 1
67.305, 1
67.355, 2
67.36500000000001, 1
67.41, 1
67.435, 2
67.46000000000001, 1
67.465, 2
67.485, 13
67.495, 1
67.5, 1
67.50999999999999, 3
67.52, 1
67.525, 6
67.535, 1
67.55000000000001, 1
67.555, 1
67.56, 9
67.565, 3
67.58, 3
67.58500000000001, 20
67.595, 5
67.6, 4
67.60499999999999, 1
67.61, 2
67.66499999999999, 2
67.73, 7
67.735, 1
67.745, 1
67.79, 1
67.79499999999999, 1
67.815, 4
67.825, 2
67.83, 1
67.83500000000001, 6
67.86, 2
67.86500000000001, 4
67.88, 1
67.88499999999999, 3
67.89, 2
67.905, 3
67.925, 1
67.945, 10
67.965, 1
67.97, 1
67.98, 1
67.985, 2
68.005, 5
68.015, 3
68.055, 10
68.06, 1
68.065, 151
68.07, 1
68.075, 6
68.10499999999999, 1
68.185, 2
68.19, 2
68.195, 5
68.22999999999999, 1
68.24, 1
68.24000000000001, 1
68.32, 2
68.325, 1
68.33500000000001, 5
68.345, 5
68.355, 7
68.36, 8
68.36000000000001, 5
68.37, 1
68.375, 4
68.41, 2
68.415, 1
68.42, 1
68.425, 3
68.465, 2
68.485, 2
68.49000000000001, 4
68.505, 2
68.515, 1
68.52, 1
68.525, 1
68.53, 3
68.53999999999999, 7
68.545, 12
68.55, 1
68.555, 4
68.57, 3
68.575, 1
68.58, 1
68.58500000000001, 10
68.595, 5
68.6, 1
68.63, 9
68.675, 1
68.685, 1591
68.74, 1
68.745, 19
68.75, 1
68.77000000000001, 2
68.795, 1
68.815, 11
68.84, 1
68.85, 8
68.855, 1
68.86, 2
68.865, 2
68.86500000000001, 2
68.875, 1
68.88499999999999, 1
68.89, 1
68.905, 7
68.91, 4
68.915, 2
68.92, 1
68.93, 1
68.935, 1
68.94, 1
68.945, 1
68.95500000000001, 2
68.985, 1
68.98500000000001, 8
69, 2
69.00999999999999, 2
69.01, 1
69.015, 2
69.025, 146
69.035, 1
69.03999999999999, 1
69.04499999999999, 1
69.045, 4
69.06, 4
69.08500000000001, 4
69.09, 3
69.11, 118
69.125, 1
69.16, 1
69.17, 1
69.19, 1
69.195, 3
69.23, 7
69.24000000000001, 1
69.265, 8
69.27000000000001, 1
69.28999999999999, 3
69.305, 2
69.34, 1
69.35, 3
69.36500000000001, 1
69.41999999999999, 1
69.465, 1
69.475, 2
69.495, 4
69.5, 2
69.505, 1
69.50999999999999, 2
69.52, 9
69.525, 1
69.535, 2
69.555, 2
69.56, 1
69.58500000000001, 1
69.59, 3
69.605, 24
69.62, 1
69.625, 1
69.63, 2
69.63499999999999, 16
69.64, 4
69.645, 1
69.66, 4
69.66499999999999, 1
69.675, 2
69.75, 4
69.755, 2
69.82499999999999, 45
69.83, 1
69.85, 1
69.86500000000001, 12
69.87, 140
69.88499999999999, 3
69.89, 1
69.9, 1
69.905, 1
69.92, 2
69.935, 24
69.945, 1
69.955, 1
69.975, 8
69.985, 5
69.99, 1
69.995, 2
70, 4
70.005, 6
70.00999999999999, 2
70.01499999999999, 1
70.015, 1
70.025, 1
70.09, 1
70.095, 442
70.10499999999999, 2
70.11, 2
70.13, 6
70.14, 2
70.145, 3
70.16, 2
70.16499999999999, 30
70.19, 1
70.195, 3
70.21000000000001, 2
70.22999999999999, 2
70.245, 5
70.275, 98
70.28, 2
70.28999999999999, 1
70.33, 651
70.375, 2
70.38, 1
70.395, 4
70.4, 334
70.41, 3
70.41499999999999, 6
70.41999999999999, 4
70.425, 4
70.435, 4
70.44, 1
70.44999999999999, 1
70.45, 3
70.455, 1
70.46, 1
70.465, 104
70.475, 7
70.49000000000001, 1
70.515, 1
70.53999999999999, 1
70.565, 1
70.57, 8
70.57499999999999, 3
70.6, 5
70.60499999999999, 1
70.61, 1
70.625, 615
70.64, 3
70.655, 15
70.7, 15
70.705, 7
70.70500000000001, 4
70.71, 133
70.71000000000001, 1
70.725, 1
70.73, 1
70.745, 1
70.8, 21
70.82, 3
70.83500000000001, 3
70.85, 2
70.85499999999999, 2
70.86000000000001, 1
70.86500000000001, 2
70.87, 5
70.875, 1
70.88499999999999, 2
70.885, 3
70.89, 1
70.895, 1
70.89500000000001, 1
70.91, 3
70.915, 1
70.94, 2
70.96000000000001, 1
70.965, 5
70.97, 2
70.985, 2
71.005, 2
71.00999999999999, 4
71.02000000000001, 1
71.06, 1
71.065, 2
71.075, 11
71.08, 1
71.08000000000001, 3
71.085, 9035
71.09, 1
71.095, 1
71.1, 6
71.13, 1
71.15, 193
71.155, 4
71.17500000000001, 3
71.215, 8
71.235, 1
71.255, 2
71.25999999999999, 1
71.27, 3
71.275, 241
71.28999999999999, 4
71.325, 1
71.33, 42
71.33500000000001, 4
71.34, 35
71.35, 1
71.355, 2
71.365, 1
71.36500000000001, 3
71.38499999999999, 1
71.4, 2
71.41499999999999, 1
71.435, 3
71.44, 1
71.465, 2
71.475, 1
71.49000000000001, 1
71.51, 3
71.52, 6
71.52000000000001, 3
71.53999999999999, 15
71.545, 1
71.555, 3
71.56, 2
71.595, 4
71.61500000000001, 7
71.62, 13
71.66, 30
71.665, 4
71.67500000000001, 1
71.69, 34
71.695, 1
71.735, 4
71.75999999999999, 1
71.785, 1
71.78999999999999, 3
71.81, 1
71.83000000000001, 1
71.835, 1
71.845, 1
71.875, 3
71.895, 8
71.9, 10
71.92, 2
71.925, 2
71.935, 2
71.945, 2
71.95, 1
71.955, 1
71.965, 4
71.97, 1
71.975, 8
71.985, 7
72.01499999999999, 4
72.015, 1
72.05000000000001, 217
72.065, 1
72.08, 2
72.08500000000001, 1
72.09, 17
72.095, 1
72.125, 3
72.13, 5
72.13499999999999, 2
72.14, 5
72.145, 4
72.155, 3
72.175, 1
72.18, 9
72.19, 6
72.19999999999999, 3
72.205, 4
72.235, 3
72.25999999999999, 4
72.345, 2
72.35, 9
72.36, 1
72.405, 3
72.41, 1
72.42, 5
72.42500000000001, 4
72.43, 1
72.435, 5
72.44, 3
72.445, 2
72.455, 2
72.475, 3
72.495, 9
72.54499999999999, 2
72.55000000000001, 3
72.565, 4
72.57, 3
72.575, 1
72.58, 6
72.595, 5
72.6, 5
72.605, 6
72.61, 3
72.61500000000001, 6
72.62, 4
72.625, 24
72.63, 3
72.635, 7
72.64, 1
72.66, 1
72.68, 1
72.69, 2
72.7, 1
72.72, 3
72.735, 2
72.755, 1
72.815, 1
72.85, 2
72.86, 1
72.875, 2
72.88499999999999, 2
72.895, 2
72.905, 8
72.91499999999999, 8
72.93, 9
72.94, 1
72.965, 3
72.98, 7
72.995, 14
73.005, 1
73.01, 2
73.015, 3
73.03, 5
73.035, 5
73.05, 220
73.07, 41
73.075, 3
73.09, 3
73.095, 3
73.1, 2
73.105, 5
73.11000000000001, 1
73.12, 9
73.15, 1
73.16499999999999, 1
73.195, 1
73.215, 1
73.235, 3
73.275, 4
73.28999999999999, 11
73.30000000000001, 26
73.305, 3
73.315, 2
73.32, 5
73.355, 5
73.36, 5
73.375, 1
73.385, 1
73.395, 1
73.39500000000001, 6
73.41, 2
73.41499999999999, 3
73.43, 2
73.435, 1
73.44, 2
73.445, 1
73.44999999999999, 1
73.465, 1
73.47, 5
73.485, 13
73.49000000000001, 7
73.495, 10
73.535, 6
73.55, 4
73.56, 5
73.575, 1
73.58, 3
73.59, 1
73.6, 3
73.61, 21
73.61500000000001, 3
73.65, 3
73.655, 1
73.68, 1
73.685, 2
73.69, 20
73.695, 4
73.7, 9
73.705, 1
73.71000000000001, 6
73.72, 2
73.725, 6
73.735, 2
73.745, 1
73.755, 10
73.77000000000001, 2
73.78999999999999, 2
73.8, 45
73.805, 10
73.83500000000001, 4
73.86, 6
73.86500000000001, 5
73.87, 5
73.915, 1
73.92500000000001, 6
73.93, 1
73.95, 5
73.955, 1
73.96000000000001, 4
73.97, 9
73.98, 3
73.99, 1
73.99000000000001, 1
74.005, 2
74.015, 4
74.02000000000001, 8
74.025, 18
74.03, 2
74.03999999999999, 16
74.05000000000001, 1
74.055, 1
74.06, 1
74.065, 1
74.07, 1
74.09, 1
74.11, 9
74.11500000000001, 1
74.125, 1
74.13, 13
74.13499999999999, 3
74.14, 2
74.15, 6
74.155, 2
74.16, 2
74.16499999999999, 5
74.17, 4
74.175, 3
74.19, 1
74.195, 4
74.19999999999999, 487
74.2, 1
74.205, 4
74.21000000000001, 2
74.22, 7
74.22999999999999, 2
74.27000000000001, 8
74.285, 1
74.29499999999999, 1
74.305, 1
74.33500000000001, 7
74.345, 1
74.35499999999999, 2
74.36, 519
74.38, 1
74.38499999999999, 3
74.405, 1
74.41999999999999, 1
74.43, 1
74.435, 5
74.44, 707
74.44999999999999, 1
74.455, 3
74.45500000000001, 1
74.465, 1
74.47, 4
74.485, 13
74.49, 3
74.505, 10
74.50999999999999, 5
74.515, 8
74.52, 2
74.525, 5
74.53, 3
74.545, 4
74.55, 1
74.555, 6
74.57, 1
74.575, 57
74.58500000000001, 6
74.595, 3
74.6, 12
74.605, 17
74.62, 2
74.64, 1
74.675, 11
74.695, 7
74.71000000000001, 1
74.715, 2
74.745, 14613
74.795, 1
74.805, 14
74.82, 1
74.83000000000001, 5
74.835, 2
74.84, 2
74.85499999999999, 18
74.865, 5
74.86500000000001, 11
74.87, 2
74.88499999999999, 4
74.88999999999999, 5
74.895, 4
74.9, 16
74.91, 1
74.93, 3
74.94, 2
74.945, 2
74.955, 1940
74.96000000000001, 3
74.965, 2
74.97999999999999, 1
74.99000000000001, 3
75, 14
75.005, 9
75.00999999999999, 4
75.015, 4
75.025, 6
75.09, 1
75.1, 1
75.105, 3
75.125, 3
75.135, 1
75.155, 19
75.18, 8
75.19, 1
75.205, 3
75.22, 1
75.225, 7
75.235, 2
75.245, 3
75.255, 220
75.265, 1
75.315, 6
75.37, 1
75.395, 17
75.4, 3
75.43, 40
75.445, 4
75.465, 2
75.485, 26
75.495, 1
75.5, 1
75.505, 1
75.515, 6
75.525, 1
75.56, 2
