ifds_SubjectLocation1 ,Count
, 1282291
0, 162
1108, 565, 382, 384, 1
1108, 614, 382, 384, 1
1108, 738, 382, 384, 1
1109, 1080, 463, 462, 1
1109, 1280, 609, 612, 1
1109, 1292, 609, 612, 1
1109, 1397, 326, 328, 1
1110, 1064, 484, 484, 1
1110, 1103, 484, 484, 1
1110, 1128, 484, 484, 1
1110, 1192, 484, 484, 1
1110, 1604, 484, 484, 1
1110, 653, 359, 270, 1
1110, 691, 484, 484, 1
1111, 1036, 601, 611, 2
1111, 1111, 610, 612, 1
1111, 1292, 610, 612, 1
1111, 1564, 610, 612, 1
1111, 1793, 611, 608, 1
1111, 849, 610, 612, 1
1112, 1029, 484, 484, 1
1112, 1126, 610, 608, 2
1112, 1266, 484, 484, 1
1112, 1278, 587, 589, 1
1112, 666, 382, 384, 1
1112, 688, 382, 384, 2
1112, 739, 484, 484, 1
1112, 849, 382, 384, 1
1112, 897, 382, 384, 1
1112, 987, 382, 384, 1
1114, 1130, 610, 612, 1
1114, 1148, 382, 384, 1
1114, 1196, 518, 518, 1
1114, 1201, 610, 612, 1
1114, 1231, 382, 384, 1
1114, 1361, 610, 612, 1
1114, 1380, 610, 612, 1
1114, 1858, 610, 612, 1
1114, 614, 610, 612, 1
1114, 974, 610, 612, 1
1115, 444, 359, 270, 1
1115, 669, 484, 484, 1
1115, 695, 484, 484, 1
1115, 786, 484, 484, 1
1115, 898, 484, 484, 1
1115, 937, 484, 484, 1
1115, 969, 484, 484, 1
1116, 384, 282, 282, 1
1117, 1047, 610, 612, 1
1117, 1057, 610, 612, 1
1117, 1177, 610, 612, 1
1117, 1292, 610, 612, 1
1117, 629, 610, 612, 1
1117, 940, 610, 612, 1
1118, 1072, 484, 484, 1
1118, 1113, 484, 484, 1
1118, 1148, 382, 384, 2
1118, 1180, 835, 834, 3
1118, 1217, 484, 484, 1
1118, 1261, 382, 384, 1
1118, 1353, 484, 484, 1
1118, 1368, 484, 484, 1
1118, 1508, 484, 484, 1
1118, 511, 484, 484, 1
1118, 671, 382, 384, 1
1118, 691, 382, 384, 1
1118, 738, 382, 384, 1
1118, 880, 484, 484, 1
1118, 892, 382, 384, 1
1119, 646, 607, 599, 1
1120, 1200, 320, 384, 2
1120, 1432, 484, 484, 1
1120, 231, 484, 462, 1
1120, 758, 484, 484, 1
1120, 809, 382, 384, 1
1120, 840, 484, 484, 1
1120, 890, 484, 484, 1
1120, 894, 484, 484, 1
1120, 927, 484, 484, 2
1120, 948, 484, 484, 1
1120, 960, 320, 320, 7
1120, 960, 320, 384, 3
1120, 985, 484, 484, 1
1121, 1204, 610, 612, 1
1121, 1228, 610, 612, 1
1121, 1260, 366, 366, 1
1121, 1608, 610, 612, 1
1121, 430, 610, 612, 1
1122, 1041, 382, 384, 1
1122, 1721, 287, 286, 1
1122, 219, 382, 384, 1
1122, 325, 382, 384, 1
1122, 666, 382, 384, 1
1122, 671, 382, 384, 1
1122, 700, 382, 384, 1
1122, 777, 382, 384, 1
1122, 791, 382, 384, 1
1122, 824, 382, 384, 1
1122, 844, 382, 384, 1
1122, 847, 382, 384, 1
1122, 872, 382, 384, 1
1122, 887, 382, 384, 1
1122, 892, 382, 384, 1
1122, 921, 382, 384, 1
1123, 1033, 484, 484, 1
1123, 1057, 609, 612, 1
1123, 1084, 484, 484, 1
1123, 1158, 612, 609, 1
1123, 406, 359, 270, 1
1123, 729, 793, 793, 1
1123, 760, 484, 484, 1
1124, 1003, 610, 612, 1
1124, 1050, 382, 384, 1
1124, 1299, 610, 612, 1
1124, 1444, 610, 612, 1
1124, 1627, 610, 612, 1
1125, 1031, 484, 484, 1
1125, 1109, 463, 462, 2
1125, 1358, 308, 308, 1
1126, 1012, 382, 384, 1
1126, 1041, 382, 384, 1
1126, 1247, 382, 384, 1
1126, 508, 382, 384, 1
1126, 600, 208, 159, 6
1126, 608, 382, 384, 1
1126, 729, 382, 384, 1
1126, 752, 382, 384, 1
1126, 791, 382, 384, 1
1127, 1326, 610, 612, 1
1127, 1427, 610, 612, 1
1127, 1451, 610, 612, 1
1127, 2034, 610, 612, 1
1128, 1022, 360, 360, 1
1128, 1080, 484, 484, 1
1128, 1099, 484, 484, 1
1128, 1268, 382, 384, 1
1128, 1381, 382, 308, 1
1128, 342, 426, 426, 1
1128, 480, 336, 331, 1
1128, 514, 192, 227, 1
1128, 642, 484, 484, 1
1128, 722, 484, 484, 1
1128, 748, 192, 227, 27
1128, 748, 2256, 1496, 4
1128, 778, 484, 484, 1
1128, 915, 484, 484, 1
1128, 925, 484, 484, 1
1128, 933, 484, 484, 1
1128, 968, 484, 484, 1
1128, 999, 605, 601, 1
1130, 1319, 610, 612, 1
1130, 1334, 610, 612, 1
1130, 1510, 610, 612, 1
1130, 1647, 610, 612, 1
1131, 1244, 484, 484, 1
1131, 1250, 484, 484, 1
1131, 1275, 484, 484, 1
1131, 1481, 484, 484, 1
1131, 636, 484, 484, 1
1131, 852, 382, 384, 1
1131, 921, 484, 484, 1
1133, 1012, 484, 484, 1
1133, 1055, 382, 384, 1
1133, 1075, 382, 384, 1
1133, 1103, 484, 484, 1
1133, 1120, 484, 484, 1
1133, 1161, 382, 384, 1
1133, 1200, 484, 484, 1
1133, 190, 484, 381, 1
1133, 709, 382, 384, 1
1133, 729, 382, 384, 1
1133, 815, 382, 384, 2
1133, 838, 382, 384, 1
1133, 846, 484, 484, 1
1133, 904, 484, 484, 1
1133, 935, 382, 384, 1
1134, 1094, 610, 612, 1
1134, 1151, 610, 609, 1
1134, 1285, 610, 612, 1
1134, 1995, 610, 612, 1
1135, 875, 618, 625, 1
1136, 1028, 484, 484, 1
1136, 1151, 484, 484, 1
1136, 1168, 295, 226, 10
1136, 1444, 609, 612, 1
1136, 535, 295, 226, 15
1136, 673, 484, 484, 1
1136, 842, 484, 484, 1
1136, 852, 2272, 1704, 108
1136, 852, 256, 256, 9
1136, 852, 256, 304, 2
1136, 852, 280, 280, 852
1136, 852, 295, 226, 769
1136, 950, 484, 484, 1
1136, 987, 484, 484, 1
1137, 1041, 382, 384, 1
1137, 1276, 382, 384, 1
1137, 1282, 610, 612, 1
1137, 1299, 382, 384, 1
1137, 585, 382, 384, 1
1137, 629, 382, 384, 1
1137, 873, 576, 571, 1
1137, 904, 382, 384, 2
1137, 996, 610, 612, 1
1138, 1039, 484, 484, 1
1138, 1194, 484, 484, 1
1138, 1554, 484, 484, 1
1138, 710, 484, 484, 1
1138, 747, 484, 484, 1
1138, 871, 484, 484, 1
1138, 981, 484, 484, 1
1140, 1084, 610, 612, 1
1140, 1101, 610, 612, 1
1140, 1104, 610, 612, 1
1140, 1224, 610, 612, 1
1140, 1258, 610, 612, 1
1140, 1336, 610, 612, 1
1140, 1350, 402, 402, 1
1140, 1356, 610, 612, 1
1140, 1627, 610, 612, 1
1140, 1686, 610, 612, 1
1140, 991, 610, 612, 1
1141, 1101, 484, 484, 1
1141, 1254, 382, 384, 1
1141, 1335, 484, 484, 1
1141, 1786, 605, 608, 1
1141, 623, 382, 384, 1
1141, 734, 382, 384, 1
1141, 782, 484, 484, 1
1141, 861, 484, 484, 1
1141, 867, 484, 484, 1
1141, 878, 484, 484, 1
1141, 933, 484, 484, 1
1141, 960, 484, 484, 1
1141, 977, 484, 484, 1
1141, 983, 382, 384, 1
1143, 1118, 610, 612, 1
1143, 1390, 610, 612, 1
1143, 1992, 610, 612, 1
1143, 743, 382, 384, 1
1144, 1119, 484, 484, 1
1144, 1142, 484, 484, 1
1144, 1206, 484, 484, 1
1145, 1184, 382, 384, 1
1145, 1224, 382, 384, 1
1146, 1121, 609, 609, 1
1146, 1264, 484, 484, 2
1146, 384, 138, 138, 1
1146, 516, 484, 484, 1
1146, 625, 484, 484, 1
1146, 819, 611, 608, 1
1146, 958, 484, 484, 1
1147, 1008, 610, 612, 1
1147, 1120, 609, 606, 1
1147, 1150, 610, 612, 1
1147, 1251, 382, 384, 1
1147, 1299, 610, 612, 1
1147, 334, 382, 384, 1
1147, 599, 382, 384, 1
1147, 646, 610, 612, 1
1147, 673, 610, 612, 1
1147, 734, 382, 384, 1
1147, 743, 382, 384, 1
1147, 748, 382, 384, 1
1147, 811, 382, 384, 1
1147, 864, 610, 612, 1
1147, 915, 382, 384, 1
1149, 1062, 601, 605, 1
1149, 1076, 484, 484, 1
1149, 1296, 329, 393, 29
1149, 1609, 329, 393, 1
1149, 2079, 609, 610, 1
1149, 907, 484, 484, 1
1149, 982, 329, 393, 7
1150, 1118, 610, 612, 1
1150, 1207, 233, 236, 1
1150, 1566, 610, 612, 1
1151, 1091, 484, 484, 1
1151, 1141, 382, 384, 1
1151, 1250, 484, 484, 1
1151, 1320, 382, 384, 1
1151, 497, 382, 384, 1
1151, 503, 382, 384, 1
1151, 576, 382, 384, 1
1151, 635, 382, 384, 1
1151, 709, 382, 384, 1
1151, 748, 382, 384, 1
1151, 772, 382, 384, 1
1151, 811, 382, 384, 1
1151, 820, 382, 384, 1
1151, 892, 382, 384, 1
1151, 897, 382, 384, 1
1151, 915, 382, 384, 1
1151, 925, 484, 484, 1
1151, 926, 382, 384, 1
1151, 956, 382, 384, 1
1151, 964, 382, 384, 1
1151, 978, 382, 384, 1
1152, 408, 390, 390, 1
1152, 423, 359, 270, 1
1153, 1326, 178, 178, 1
1153, 1676, 610, 612, 1
1153, 1686, 610, 612, 1
1153, 764, 382, 384, 1
1154, 1012, 484, 484, 1
1154, 1239, 484, 484, 1
1154, 1366, 484, 484, 1
1154, 2012, 456, 457, 1
1154, 726, 484, 484, 1
1154, 791, 484, 484, 1
1154, 828, 484, 484, 1
1154, 867, 484, 484, 1
1154, 942, 484, 484, 1
1155, 1069, 382, 384, 1
1155, 1093, 382, 384, 1
1155, 1136, 382, 384, 1
1155, 1339, 382, 384, 1
1155, 1356, 382, 357, 1
1155, 580, 382, 384, 1
1155, 657, 382, 384, 1
1155, 811, 382, 384, 1
1155, 834, 382, 384, 1
1155, 901, 382, 384, 2
1155, 960, 382, 384, 1
1156, 1059, 610, 612, 1
1156, 1111, 610, 609, 1
1156, 1355, 484, 484, 1
1156, 1400, 610, 612, 1
1156, 1581, 610, 612, 1
1156, 419, 291, 291, 1
1156, 558, 610, 612, 1
