ifds_ExifInteroperabilityOffset ,Count
@ 0x09C4, 1113
@ 0x09C5, 2
@ 0x09C6, 1
@ 0x09C8, 43
@ 0x09CE, 46
@ 0x09D0, 10
@ 0x09D2, 1
@ 0x09D6, 285
@ 0x09DA, 146
@ 0x09DC, 48
@ 0x09E0, 9
@ 0x09E2, 23
@ 0x09E6, 9
@ 0x09EA, 3
@ 0x09F2, 16
@ 0x09F6, 29
@ 0x09FC, 20
@ 0x0A02, 6
@ 0x0A03, 2
@ 0x0A04, 248
@ 0x0A06, 276
@ 0x0A07, 1
@ 0x0A0A, 15
@ 0x0A0B, 1
@ 0x0A0C, 1618
@ 0x0A10, 6
@ 0x0A14, 2
@ 0x0A25, 1
@ 0x0A28, 1
@ 0x0A2B, 39
@ 0x0A2C, 2
@ 0x0A2E, 3
@ 0x0A30, 5
@ 0x0A32, 5
@ 0x0A36, 1
@ 0x0A37, 122
@ 0x0A3C, 26
@ 0x0A46, 2
@ 0x0A4A, 37
@ 0x0A4C, 2
@ 0x0A50, 10
@ 0x0A58, 133
@ 0x0A5A, 2
@ 0x0A5C, 1
@ 0x0A60, 1
@ 0x0A62, 1
@ 0x0A64, 16
@ 0x0A66, 46
@ 0x0A68, 78
@ 0x0A6A, 12
@ 0x0A6C, 11
@ 0x0A72, 32
@ 0x0A76, 4
@ 0x0A80, 91
@ 0x0A85, 1
@ 0x0A86, 124
@ 0x0A88, 197
@ 0x0A8A, 20
@ 0x0A91, 1
@ 0x0A92, 1
@ 0x0A99, 15
@ 0x0A9A, 16
@ 0x0A9C, 46
@ 0x0AA0, 14
@ 0x0AA6, 2
@ 0x0AAA, 75
@ 0x0AAC, 10
@ 0x0AB4, 1
@ 0x0AB6, 1
@ 0x0AB8, 7
@ 0x0AB9, 10
@ 0x0ABA, 13718
@ 0x0ABC, 2756
@ 0x0ABD, 542
@ 0x0ABE, 1
@ 0x0AC0, 22
@ 0x0AC2, 95
@ 0x0AC4, 392
@ 0x0AC6, 16
@ 0x0AC9, 100
@ 0x0ACA, 3
@ 0x0ACC, 9
@ 0x0ACE, 3
@ 0x0AD0, 13
@ 0x0AD1, 129
@ 0x0AD4, 3897
@ 0x0AD6, 7
@ 0x0AD8, 233
@ 0x0ADA, 1
@ 0x0ADE, 2
@ 0x0AE0, 11
@ 0x0AE2, 23
@ 0x0AE6, 1
@ 0x0AEA, 23
@ 0x0AEC, 3
@ 0x0AEE, 7
@ 0x0AF0, 137
@ 0x0AF1, 4
@ 0x0AF2, 7
@ 0x0AF4, 34
@ 0x0AF6, 23
@ 0x0AF8, 18
@ 0x0AFA, 2
@ 0x0AFC, 1
@ 0x0AFE, 155
@ 0x0B00, 13
@ 0x0B02, 29
@ 0x0B04, 18
@ 0x0B06, 4
@ 0x0B08, 15551
@ 0x0B0A, 18
@ 0x0B0C, 21
@ 0x0B0D, 101
@ 0x0B0F, 5
@ 0x0B14, 1406
@ 0x0B16, 47
@ 0x0B1C, 1
@ 0x0B1E, 2
@ 0x0B20, 1
@ 0x0B21, 303
@ 0x0B22, 5
@ 0x0B2C, 19
@ 0x0B2D, 413
@ 0x0B2E, 44
@ 0x0B32, 14
@ 0x0B34, 3
@ 0x0B3A, 94
@ 0x0B3E, 10
@ 0x0B42, 6
@ 0x0B44, 1
@ 0x0B4A, 1
@ 0x0B4C, 1
@ 0x0B4D, 136
@ 0x0B4E, 36
@ 0x0B52, 2
@ 0x0B54, 2
@ 0x0B56, 23
@ 0x0B59, 370
@ 0x0B5A, 76
@ 0x0B5C, 2
@ 0x0B5E, 1
@ 0x0B60, 6
@ 0x0B63, 4
@ 0x0B66, 7
@ 0x0B68, 3
@ 0x0B6A, 1
@ 0x0B6C, 16
@ 0x0B71, 3
@ 0x0B74, 1
@ 0x0B76, 4
@ 0x0B79, 6
@ 0x0B7E, 2
@ 0x0B82, 777
@ 0x0B8A, 2
@ 0x0B8C, 1
@ 0x0B90, 1
@ 0x0B98, 2
@ 0x0B9E, 1
@ 0x0BA0, 1
@ 0x0BA2, 2
@ 0x0BA8, 5
@ 0x0BAA, 3
@ 0x0BC6, 6
@ 0x0BD6, 1
@ 0x0BD7, 10
@ 0x0BE2, 1
@ 0x0BE4, 8
@ 0x0BE8, 2
@ 0x0BEE, 2
@ 0x0BF6, 1
@ 0x0C00, 1
@ 0x0C02, 13
@ 0x0C04, 1
@ 0x0C06, 1
@ 0x0C08, 5097
@ 0x0C0A, 2
@ 0x0C0B, 2
@ 0x0C0E, 382
@ 0x0C0F, 4
@ 0x0C10, 11
@ 0x0C16, 41
@ 0x0C18, 1
@ 0x0C1A, 1
@ 0x0C1C, 740
@ 0x0C1E, 1
@ 0x0C20, 22
@ 0x0C22, 66
@ 0x0C23, 1
@ 0x0C24, 8
@ 0x0C28, 558
@ 0x0C2A, 1
@ 0x0C31, 11
@ 0x0C32, 37
@ 0x0C36, 34
@ 0x0C3A, 1
@ 0x0C42, 1
@ 0x0C43, 4
@ 0x0C4A, 56
@ 0x0C4D, 1
@ 0x0C4E, 2
@ 0x0C52, 1
@ 0x0C59, 5
@ 0x0C62, 3
@ 0x0C64, 7
@ 0x0C66, 63
@ 0x0C6A, 2276
@ 0x0C72, 1
@ 0x0C74, 31
@ 0x0C76, 1
@ 0x0C7A, 39
@ 0x0C82, 8744
@ 0x0C84, 4
@ 0x0C86, 67
@ 0x0C88, 3363
@ 0x0C89, 1
@ 0x0C8A, 14
@ 0x0C8C, 5
@ 0x0C8E, 47
@ 0x0C90, 69
@ 0x0C92, 4
@ 0x0C94, 38
@ 0x0C99, 28
@ 0x0C9A, 16
@ 0x0C9C, 4408
@ 0x0CA0, 4812
@ 0x0CA2, 55
@ 0x0CA4, 2
@ 0x0CA8, 158
@ 0x0CAA, 1
@ 0x0CAC, 1475
@ 0x0CAE, 103
@ 0x0CB0, 2
@ 0x0CB2, 31
@ 0x0CB4, 11514
@ 0x0CB6, 21
@ 0x0CB8, 133
@ 0x0CBA, 75
@ 0x0CBC, 18
@ 0x0CBF, 1
@ 0x0CC0, 1277
@ 0x0CC1, 5
@ 0x0CC2, 11
@ 0x0CC4, 19
@ 0x0CC6, 10
@ 0x0CC8, 33
@ 0x0CCA, 2
@ 0x0CCC, 6
@ 0x0CD2, 47
@ 0x0CD8, 7530
@ 0x0CDA, 153
@ 0x0CDC, 7
@ 0x0CDE, 1
@ 0x0CE0, 1
@ 0x0CE4, 1293
@ 0x0CE6, 2
@ 0x0CE8, 8
@ 0x0CED, 1
@ 0x0CF0, 6
@ 0x0CF2, 6608
@ 0x0CF6, 71
@ 0x0CF8, 1221
@ 0x0CFA, 1
@ 0x0CFC, 4
@ 0x0CFD, 18
@ 0x0CFE, 5
@ 0x0D00, 19
@ 0x0D02, 2
@ 0x0D03, 69
@ 0x0D06, 10486
@ 0x0D07, 1
@ 0x0D08, 16
@ 0x0D0A, 2
@ 0x0D0B, 6
@ 0x0D0E, 1
@ 0x0D10, 29
@ 0x0D11, 6
@ 0x0D12, 2620
@ 0x0D14, 171
@ 0x0D16, 15
@ 0x0D1A, 1
@ 0x0D1E, 3
@ 0x0D1F, 1
@ 0x0D20, 26
@ 0x0D22, 12806
@ 0x0D24, 3
@ 0x0D26, 1
@ 0x0D28, 18
@ 0x0D2A, 12
@ 0x0D2E, 6
@ 0x0D32, 2
@ 0x0D34, 20
@ 0x0D3E, 41
@ 0x0D40, 52
@ 0x0D42, 52
@ 0x0D48, 1
@ 0x0D4A, 44
@ 0x0D4C, 6
@ 0x0D5A, 2
@ 0x0D60, 1
@ 0x0D64, 354
@ 0x0D68, 98
@ 0x0D74, 1
@ 0x0D76, 11
@ 0x0D82, 1
@ 0x0D84, 11
@ 0x0D90, 1
@ 0x0D96, 1
@ 0x0DA2, 1
@ 0x0DA6, 1
@ 0x0DAE, 19
@ 0x0DB0, 507
@ 0x0DB6, 11
@ 0x0DBA, 662
@ 0x0DBC, 2
@ 0x0DC0, 33
@ 0x0DC2, 237
@ 0x0DC4, 8
@ 0x0DCA, 2
@ 0x0DCE, 3
@ 0x0DD2, 33
@ 0x0DD4, 414
@ 0x0DD6, 7
@ 0x0DDE, 3
@ 0x0DDF, 1
@ 0x0DE0, 1
@ 0x0DE2, 2
@ 0x0DE4, 347
@ 0x0DE9, 3
@ 0x0DEA, 3
@ 0x0DEC, 1
@ 0x0DEE, 1
@ 0x0DF2, 68
@ 0x0DF3, 1
@ 0x0DF6, 6
@ 0x0DF8, 1
@ 0x0DFD, 1
@ 0x0DFE, 1
@ 0x0E02, 1
@ 0x0E06, 29
@ 0x0E08, 1
@ 0x0E0A, 1
@ 0x0E0C, 3
@ 0x0E0E, 1
@ 0x0E10, 4
@ 0x0E12, 36
@ 0x0E14, 35
@ 0x0E18, 396
@ 0x0E1A, 78
@ 0x0E1C, 1
@ 0x0E1E, 4
@ 0x0E20, 43
@ 0x0E22, 9
@ 0x0E24, 7
@ 0x0E26, 4
@ 0x0E28, 3
@ 0x0E2E, 804
@ 0x0E32, 3
@ 0x0E34, 1
@ 0x0E38, 10
@ 0x0E39, 10
@ 0x0E3A, 5
@ 0x0E40, 7
@ 0x0E46, 2
@ 0x0E4A, 1
@ 0x0E4C, 7
@ 0x0E4E, 2
@ 0x0E52, 1
@ 0x0E54, 2
@ 0x0E5A, 3
@ 0x0E60, 3
@ 0x0E62, 127
@ 0x0E64, 1
@ 0x0E68, 1
@ 0x0E6A, 103
@ 0x0E6C, 1
@ 0x0E6E, 93
@ 0x0E70, 13
@ 0x0E74, 2
@ 0x0E76, 2
@ 0x0E7A, 4
@ 0x0E84, 111
@ 0x0E88, 3
@ 0x0E8A, 2
@ 0x0E8C, 82
@ 0x0E8E, 1
@ 0x0E92, 2
@ 0x0E94, 156
@ 0x0E98, 71
@ 0x0E9A, 3
@ 0x0E9C, 1
@ 0x0E9D, 5
@ 0x0E9E, 126
@ 0x0EA0, 26
@ 0x0EA2, 6
@ 0x0EA3, 1
@ 0x0EA4, 12
@ 0x0EA5, 8
@ 0x0EA6, 2
@ 0x0EA8, 6
@ 0x0EAA, 7
@ 0x0EAC, 1
@ 0x0EB0, 3
@ 0x0EB2, 19
@ 0x0EB4, 1
@ 0x0EB6, 22
@ 0x0EB7, 2
@ 0x0EB8, 25
@ 0x0EBA, 1
@ 0x0EBC, 118
@ 0x0EBD, 4
@ 0x0EBE, 212
@ 0x0EC0, 1
@ 0x0EC1, 1
@ 0x0EC4, 1
@ 0x0EC6, 1
@ 0x0EC8, 2
@ 0x0ECE, 1
@ 0x0ED0, 158
@ 0x0ED2, 1
@ 0x0ED3, 1
@ 0x0ED6, 11
@ 0x0ED8, 2
@ 0x0EDA, 56
@ 0x0EDC, 1
@ 0x0EE4, 54
@ 0x0EE8, 1
@ 0x0EEE, 1
@ 0x0EF2, 8
@ 0x0EF6, 7
@ 0x0EF8, 102
@ 0x0EFA, 2
@ 0x0EFC, 9
@ 0x0F04, 147
@ 0x0F0A, 3
@ 0x0F0E, 105
@ 0x0F16, 21
@ 0x0F22, 24
@ 0x0F24, 1
@ 0x0F32, 2
@ 0x0F3A, 151
@ 0x0F42, 1
@ 0x0F58, 4
@ 0x0F5A, 44
@ 0x0F72, 3
@ 0x0F74, 7
@ 0x0F7D, 1
@ 0x0F96, 1
@ 0x0FA0, 4
@ 0x0FA6, 2
@ 0x0FB6, 27
@ 0x0FB8, 6
@ 0x0FBA, 4
@ 0x0FC6, 32
@ 0x0FDA, 3
@ 0x0FE6, 2
@ 0x0FF2, 10
@ 0x0FFE, 2
@ 0x100A, 30
@ 0x1016, 14
@ 0x103A, 5
@ 0x1042, 1
@ 0x1047, 1
@ 0x105E, 1
@ 0x1066, 1
@ 0x1068, 308
@ 0x106D, 18
@ 0x106E, 3141
@ 0x1072, 116
@ 0x1077, 1
@ 0x1079, 1
@ 0x107A, 1
@ 0x107E, 2
@ 0x1088, 1
@ 0x108A, 4
@ 0x108C, 1
@ 0x1092, 118
@ 0x1097, 1
@ 0x1098, 1
@ 0x109A, 14
@ 0x109C, 2
@ 0x109E, 37
@ 0x10A0, 6
@ 0x10A2, 155
@ 0x10A4, 3
@ 0x10A6, 80
@ 0x10A8, 4
@ 0x10AA, 24
@ 0x10BA, 67
@ 0x10C6, 6
@ 0x10DE, 1
@ 0x10EC, 1
@ 0x10EE, 1
@ 0x10F6, 1
@ 0x10F9, 1
@ 0x1102, 1
@ 0x1112, 5
@ 0x1113, 1
@ 0x1114, 1
@ 0x1120, 66
@ 0x1131, 1
@ 0x1132, 2
@ 0x1134, 19
@ 0x1138, 23
@ 0x113E, 1
@ 0x1153, 2
@ 0x1154, 1
@ 0x1156, 1180
@ 0x115E, 13
@ 0x1168, 532
@ 0x1175, 1
@ 0x1177, 1
@ 0x117A, 1
@ 0x117C, 8
@ 0x117E, 1
@ 0x118C, 4
@ 0x1194, 1
@ 0x119A, 37
@ 0x119C, 86
@ 0x11A0, 438
@ 0x11A4, 1
@ 0x11A6, 84
@ 0x11BA, 5
@ 0x11C8, 201
@ 0x11CC, 9
@ 0x11D8, 234
@ 0x11DA, 1
@ 0x11DE, 465
@ 0x11F2, 2
@ 0x11F6, 238
@ 0x11F8, 5
@ 0x11FA, 78
@ 0x11FC, 169
@ 0x11FE, 1
@ 0x120A, 1
@ 0x120F, 1
@ 0x1210, 216
@ 0x1212, 113
@ 0x1214, 20
@ 0x121A, 8
@ 0x121C, 440
@ 0x1226, 95
@ 0x1227, 156
@ 0x1228, 151
@ 0x122A, 56
@ 0x122E, 2
@ 0x1230, 145
@ 0x1232, 3
@ 0x1233, 11
@ 0x1234, 214
@ 0x1236, 1
@ 0x123A, 2
@ 0x123E, 24
@ 0x1241, 1
@ 0x1242, 6
@ 0x1246, 1
@ 0x124E, 6
@ 0x124F, 1
@ 0x1256, 7
@ 0x125A, 4
@ 0x125E, 1
@ 0x1262, 9
@ 0x1266, 1
@ 0x126A, 6
@ 0x126E, 5
@ 0x1270, 7
@ 0x1272, 180
@ 0x1274, 2074
@ 0x1276, 3
@ 0x127A, 207
@ 0x127C, 72
@ 0x127E, 22
@ 0x1282, 3
@ 0x1283, 1
@ 0x1284, 8
@ 0x128A, 4
@ 0x128C, 1
@ 0x128E, 2
@ 0x1290, 4
@ 0x1292, 1
@ 0x1296, 3
@ 0x129D, 1
@ 0x129E, 1
@ 0x12A4, 21
@ 0x12A6, 1
@ 0x12A8, 10
@ 0x12AA, 2
@ 0x12B2, 3
@ 0x12BA, 7
@ 0x12C0, 260
@ 0x12C2, 56
@ 0x12C4, 122
@ 0x12C6, 495
@ 0x12CA, 211
@ 0x12CB, 2
@ 0x12CC, 197
@ 0x12D6, 22
@ 0x12D8, 1
@ 0x12DE, 1
@ 0x12E0, 7
@ 0x12E1, 52
@ 0x12E2, 22
@ 0x12E4, 29
@ 0x12E6, 16
@ 0x12E7, 1
@ 0x12EA, 1
@ 0x12EC, 1
@ 0x12F0, 19
@ 0x12F3, 48
@ 0x12F4, 26
@ 0x12F6, 5
@ 0x12F8, 1
@ 0x12FA, 1
@ 0x12FC, 166
@ 0x12FE, 326
@ 0x1300, 81
@ 0x1302, 196
@ 0x1304, 684
@ 0x130A, 678
@ 0x130C, 100
@ 0x130E, 2
@ 0x1312, 10
@ 0x1316, 3135
@ 0x1318, 33
@ 0x1319, 1
@ 0x131C, 372
@ 0x131E, 151
@ 0x1320, 856
@ 0x1322, 569
@ 0x1324, 71
@ 0x1326, 1
@ 0x132A, 5
@ 0x132C, 185
@ 0x1330, 763
@ 0x1338, 91
@ 0x133A, 3
@ 0x133E, 2
@ 0x1340, 1
@ 0x1344, 1
@ 0x1346, 7
@ 0x1348, 4
@ 0x134C, 4
@ 0x134E, 821
@ 0x1350, 1997
@ 0x1351, 2
@ 0x1353, 43
@ 0x1354, 914
@ 0x1356, 357
@ 0x1358, 1
@ 0x1359, 32
@ 0x135A, 232
@ 0x135C, 618
@ 0x1360, 50
@ 0x1361, 127
@ 0x1362, 1
@ 0x1366, 1
@ 0x1376, 1
@ 0x1378, 2
@ 0x1384, 3
@ 0x1386, 104
@ 0x1390, 31
@ 0x139A, 4
@ 0x13A0, 1
@ 0x13AA, 1
@ 0x13B3, 1
@ 0x13CA, 1
@ 0x13D5, 1
@ 0x13E0, 1
@ 0x13E2, 1
@ 0x13EC, 1
@ 0x13EE, 1
@ 0x13F3, 1
@ 0x13FE, 1
@ 0x1402, 2
@ 0x140A, 1
@ 0x140E, 2
@ 0x1416, 2
@ 0x142E, 2
@ 0x143C, 70
@ 0x1470, 28
@ 0x1472, 1
@ 0x147A, 3
@ 0x147E, 1
@ 0x1494, 1
@ 0x1496, 32
@ 0x1498, 4
@ 0x14C0, 1
@ 0x14C2, 3
@ 0x14C6, 2
@ 0x14C8, 1
@ 0x14E0, 5
@ 0x14E8, 25
@ 0x14F2, 1
@ 0x1516, 2
@ 0x152A, 1
@ 0x152C, 9
@ 0x152E, 1
@ 0x1530, 162
@ 0x153C, 1
@ 0x153E, 18
@ 0x1540, 1
@ 0x1546, 25
@ 0x154A, 24
@ 0x1558, 19
@ 0x155C, 5
@ 0x1560, 1
@ 0x1568, 1285
@ 0x156E, 121
@ 0x1575, 7
@ 0x157C, 9
@ 0x1587, 1
@ 0x1588, 1
@ 0x158A, 19
@ 0x1592, 637
@ 0x15A8, 163
@ 0x15B2, 752
@ 0x15B4, 121
@ 0x15B6, 4
@ 0x15C2, 3
@ 0x15CC, 8
@ 0x15D1, 1
@ 0x15D5, 7
@ 0x15D7, 2
@ 0x15D8, 6
@ 0x15DA, 511
@ 0x15DC, 267
@ 0x15E1, 1
@ 0x15E8, 5
@ 0x15EA, 1
@ 0x15ED, 1
@ 0x15EE, 1
@ 0x15F6, 10
@ 0x15F9, 16
@ 0x1600, 2
@ 0x160C, 3
@ 0x1610, 1
@ 0x161A, 14
@ 0x1620, 44
@ 0x1623, 17
@ 0x1624, 25
@ 0x1626, 11
@ 0x162E, 1
@ 0x1634, 12
@ 0x1642, 1
@ 0x1644, 23
@ 0x1645, 9
@ 0x164A, 2
@ 0x164F, 1
@ 0x1652, 1
@ 0x165A, 1
@ 0x1662, 1
@ 0x1670, 1
@ 0x1672, 20
@ 0x167A, 1
@ 0x167E, 14
@ 0x1686, 13905
@ 0x1688, 9
@ 0x1689, 10
@ 0x168A, 255
@ 0x168C, 41
@ 0x168D, 2
@ 0x168E, 132
@ 0x168F, 41
@ 0x1692, 45
@ 0x1699, 8
@ 0x169A, 20
@ 0x16B6, 1
@ 0x16B8, 2
@ 0x16BA, 95
@ 0x16BF, 25
@ 0x16D4, 1
@ 0x16D5, 1
@ 0x16E0, 1
@ 0x16EE, 1
@ 0x16F2, 37
@ 0x16F4, 1
@ 0x16F6, 1
@ 0x170E, 767
@ 0x1710, 18
@ 0x1712, 1
@ 0x1716, 7
@ 0x171A, 1
@ 0x171D, 1
@ 0x172C, 50
@ 0x172E, 27
@ 0x1738, 88
@ 0x173F, 1
@ 0x1740, 1
@ 0x1748, 177
@ 0x174E, 2
@ 0x1750, 10
@ 0x1754, 7
@ 0x1758, 1
@ 0x175A, 1
@ 0x175E, 64
@ 0x1762, 1
@ 0x1768, 3
@ 0x1776, 1
@ 0x1782, 1
@ 0x1790, 1
@ 0x17A0, 1
@ 0x17A4, 2
@ 0x17B8, 1
@ 0x17F0, 1
@ 0x17F4, 44
@ 0x17F7, 1
@ 0x17F8, 577
@ 0x1800, 212
@ 0x180B, 1
@ 0x180C, 33
@ 0x1814, 1
@ 0x181C, 1
@ 0x181E, 1
@ 0x1820, 18
@ 0x182A, 1
@ 0x183A, 1
@ 0x1842, 1
@ 0x1845, 1
@ 0x1848, 132
@ 0x186A, 1
@ 0x1870, 1
@ 0x1879, 1
@ 0x1886, 1
@ 0x1889, 2
@ 0x188F, 1
@ 0x1898, 9
@ 0x18AC, 1
@ 0x18B0, 1
@ 0x18BA, 764
@ 0x18BB, 1
@ 0x18C2, 16
@ 0x18C8, 6
@ 0x18D4, 10
@ 0x18D8, 1
@ 0x18DC, 307
@ 0x18E2, 1
@ 0x18EA, 1
@ 0x18F6, 11
@ 0x18F7, 1
@ 0x1905, 1
@ 0x1908, 2
@ 0x190C, 8
@ 0x1920, 96
@ 0x1924, 3
@ 0x1928, 20
@ 0x192C, 163
@ 0x1930, 134
@ 0x1934, 1
@ 0x193E, 1
@ 0x1942, 1
@ 0x1949, 1
@ 0x1954, 2
@ 0x1960, 1
@ 0x196C, 601
@ 0x196E, 2
@ 0x1977, 1
@ 0x197A, 45
@ 0x1988, 1
@ 0x1996, 1
@ 0x199A, 1
@ 0x19B6, 1
@ 0x19D6, 51
@ 0x19E6, 615
@ 0x19EE, 1
@ 0x19F6, 2
@ 0x19F8, 1
@ 0x19FA, 148
@ 0x19FB, 3
@ 0x19FC, 6538
@ 0x1A00, 77
@ 0x1A04, 9
@ 0x1A20, 169
@ 0x1A22, 7
@ 0x1A24, 1
@ 0x1A2F, 1
@ 0x1A36, 1
@ 0x1A38, 9
@ 0x1A44, 1
@ 0x1A46, 149
@ 0x1A59, 1
@ 0x1A80, 1
@ 0x1A82, 1
@ 0x1A88, 57
@ 0x1A98, 1
@ 0x1AAE, 1
@ 0x1AB0, 19
@ 0x1AB8, 1
@ 0x1ABA, 3
@ 0x1AC6, 1
@ 0x1AD2, 246
@ 0x1ADA, 54
@ 0x1ADC, 8
@ 0x1AF4, 3
@ 0x1AFC, 4516
@ 0x1AFE, 2
@ 0x1B00, 8
@ 0x1B06, 60
@ 0x1B08, 2
@ 0x1B0C, 1
@ 0x1B31, 1
@ 0x1B38, 1
@ 0x1B3A, 2
@ 0x1B3E, 1
@ 0x1B5C, 1
@ 0x1B66, 13
@ 0x1B6E, 1
@ 0x1B8A, 1
@ 0x1BA0, 1
@ 0x1BAC, 1
@ 0x1BB6, 1
@ 0x1BBA, 1
@ 0x1BCA, 2
@ 0x1BE6, 11
@ 0x1BEA, 1
@ 0x1BEC, 1
@ 0x1BEE, 1
@ 0x1C10, 1
@ 0x1C20, 10
@ 0x1C24, 1
@ 0x1C56, 1
@ 0x1C72, 2
@ 0x1C74, 20
@ 0x1C82, 1
@ 0x1C8C, 1
@ 0x1C96, 1
@ 0x1CA6, 1
@ 0x1CAA, 2
@ 0x1CCC, 1
@ 0x1CDA, 1
@ 0x1CE2, 1
@ 0x1CEA, 7
@ 0x1CF5, 1
@ 0x1CFC, 1
@ 0x1D16, 1
@ 0x1D18, 2
@ 0x1D19, 1
@ 0x1D1A, 3
@ 0x1D22, 109
@ 0x1D26, 1
@ 0x1D36, 4
@ 0x1D38, 1
@ 0x1D3B, 1
@ 0x1D40, 10
@ 0x1D44, 1
@ 0x1D48, 7
@ 0x1D4A, 5
@ 0x1D58, 1
@ 0x1D5E, 1
@ 0x1D6A, 1
@ 0x1D86, 1
@ 0x1D8C, 1
@ 0x1D8E, 1
@ 0x1D92, 1
@ 0x1D95, 1
@ 0x1DA2, 1
@ 0x1DA6, 1
@ 0x1DAA, 2
@ 0x1DAC, 1
@ 0x1DAE, 5
@ 0x1DB2, 1
@ 0x1DB6, 1
@ 0x1DBA, 2
@ 0x1DC2, 16
@ 0x1DC6, 1
@ 0x1DCA, 6
@ 0x1DCE, 15
@ 0x1DD0, 1
@ 0x1DD2, 42
@ 0x1DD4, 8
@ 0x1DD6, 10
@ 0x1DDA, 2
@ 0x1DDC, 193
@ 0x1DDE, 315
@ 0x1DE0, 4
@ 0x1DE2, 23
@ 0x1DE8, 1169
@ 0x1DEA, 381
@ 0x1DEC, 8
@ 0x1DEE, 22
@ 0x1DF2, 1691
@ 0x1DF5, 1
@ 0x1DF6, 276
@ 0x1DF8, 16
@ 0x1DFA, 1
@ 0x1DFC, 22
@ 0x1DFE, 32
@ 0x1E00, 277
@ 0x1E02, 666
@ 0x1E06, 8
@ 0x1E07, 1
@ 0x1E0A, 54
@ 0x1E0B, 2
@ 0x1E0C, 1512
@ 0x1E0E, 372
@ 0x1E10, 16
@ 0x1E12, 25
@ 0x1E13, 2
@ 0x1E14, 22
@ 0x1E16, 4183
@ 0x1E18, 1755
@ 0x1E1A, 3
@ 0x1E1C, 1
@ 0x1E1E, 93
@ 0x1E20, 29
@ 0x1E22, 1899
@ 0x1E24, 40
@ 0x1E26, 139
@ 0x1E2A, 35
@ 0x1E2C, 2
@ 0x1E2E, 3
@ 0x1E32, 87
@ 0x1E36, 6
@ 0x1E3A, 10
@ 0x1E3E, 43
@ 0x1E42, 2
@ 0x1E43, 1
@ 0x1E46, 33
@ 0x1E4A, 5
@ 0x1E4E, 6
@ 0x1E52, 37
@ 0x1E56, 2
@ 0x1E5A, 19
@ 0x1E5E, 12
@ 0x1E62, 2
@ 0x1E66, 15
@ 0x1E6A, 2
@ 0x1E6E, 12
@ 0x1E72, 8
@ 0x1E74, 323
@ 0x1E76, 5
@ 0x1E7A, 14
@ 0x1E7E, 186
@ 0x1E80, 2
@ 0x1E82, 1
@ 0x1E84, 1
@ 0x1E86, 3
@ 0x1E8A, 5
@ 0x1E8E, 5
@ 0x1E92, 2
@ 0x1E94, 886
@ 0x1E96, 10
@ 0x1E98, 146
@ 0x1E9A, 1
@ 0x1E9E, 3
@ 0x1EA2, 3
@ 0x1EA6, 2
@ 0x1EAA, 1
@ 0x1EAE, 2
@ 0x1EB0, 1
@ 0x1EB2, 10
@ 0x1EB6, 2
@ 0x1EB8, 206
@ 0x1EBA, 1
@ 0x1EBE, 2
@ 0x1EC4, 1
@ 0x1EC6, 5
@ 0x1ECA, 2
@ 0x1ECF, 1
@ 0x1ED0, 2103
@ 0x1ED1, 3
@ 0x1ED2, 1
@ 0x1ED6, 3
@ 0x1ED8, 1
@ 0x1EDA, 4
@ 0x1EDC, 1
@ 0x1EDE, 2
@ 0x1EDF, 5
@ 0x1EE2, 29
@ 0x1EE5, 9
@ 0x1EE6, 117
@ 0x1EE8, 1
@ 0x1EEA, 1
@ 0x1EEE, 4
@ 0x1EF0, 209
@ 0x1EF6, 2
@ 0x1EFA, 4
@ 0x1EFC, 3
@ 0x1F00, 308
@ 0x1F02, 3
@ 0x1F04, 2
@ 0x1F06, 392
@ 0x1F0E, 28
@ 0x1F10, 2
@ 0x1F12, 1
@ 0x1F14, 5
@ 0x1F16, 24
@ 0x1F18, 6
@ 0x1F1E, 10
@ 0x1F2E, 1
@ 0x1F34, 1
@ 0x1F36, 1
@ 0x1F38, 14
@ 0x1F3E, 153
@ 0x1F4C, 1
@ 0x1F56, 248
@ 0x1F58, 12
@ 0x1F60, 2
@ 0x1F66, 1
@ 0x1F68, 1
@ 0x1F78, 99
@ 0x1F7A, 1
@ 0x1F7E, 1
@ 0x1F80, 44
@ 0x1F88, 19
@ 0x1F8E, 27
@ 0x1F90, 5
@ 0x1F92, 123
@ 0x1F94, 2
@ 0x1F96, 25
@ 0x1F9A, 2
@ 0x1F9C, 3
@ 0x1FA9, 1
@ 0x1FB8, 1
@ 0x1FC0, 8
@ 0x1FCA, 2
@ 0x1FCE, 1
@ 0x1FD6, 103
@ 0x1FDE, 152
@ 0x1FE0, 1
@ 0x1FE8, 75
@ 0x1FE9, 1
@ 0x1FEA, 7
@ 0x1FF0, 1
@ 0x1FFA, 1
@ 0x1FFE, 19
@ 0x2002, 1
@ 0x200E, 5
@ 0x2019, 2
@ 0x201A, 2
@ 0x2022, 1
@ 0x2024, 6
@ 0x202C, 1
@ 0x2030, 1
@ 0x2032, 1
@ 0x2034, 8
@ 0x2038, 44
@ 0x203C, 11
@ 0x203E, 1
@ 0x2048, 9
@ 0x204A, 1
@ 0x204D, 2
@ 0x204E, 4
@ 0x2050, 5
@ 0x2052, 3
@ 0x2058, 21
@ 0x2060, 1
@ 0x2066, 3
@ 0x206C, 1
@ 0x2072, 1
@ 0x2076, 1
@ 0x207D, 1
